50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.741005,,,,,,,,,,,,,690ab12b-904a-4b86-8632-4cfd31e1d3f6,27,,"[76.8, 2.9]",3890538,0,,,,0.27829966,,Left Foot,,,"[88.0, 6.1]",High Pass,,11.648176,,Incomplete,,Yannick Gerhardt,8231.0,,,,,,1,From Kick Off,Filip Mladenović,7993.0,Left Back,2,FC Köln,186,"['05fb8a2e-742f-4de9-884a-4dcbfd017ea7', '19918c74-0298-4484-ab98-4450ff4aa92e', 'ae865b84-8b35-4b3c-ac03-3e1b7d6bf402']",17,,,,,,,,,,,,,,,,,FC Köln,186,00:00:17.308,Pass,True
,,,,,,,,,,,,,,,1.07013,,,,,,,,,,,,,415fb9bf-c095-4027-a1a5-80d618e28214,30,,"[56.9, 0.1]",3890538,0,,,,0.5947593,,,,,"[67.1, 7.0]",High Pass,,12.314626,,,,Yūya Ōsako,5679.0,,,,,Throw-in,1,From Throw In,Filip Mladenović,7993.0,Left Back,3,FC Köln,186,['7a464533-6253-439c-babe-159920f6ce50'],35,,,,,,,,,,,,,,,,,FC Köln,186,00:00:35.668,Pass,
,,,,,,,,,,,,,,,0.733762,,,,,,,,,,,,,505d7676-c92e-4538-a473-2c1d80a3db9b,32,,"[67.1, 7.0]",3890538,0,,,,-2.8122666,,Head,,,"[59.2, 4.3]",Low Pass,,8.348653,,,,Filip Mladenović,7993.0,,,,,,1,From Throw In,Yūya Ōsako,5679.0,Center Attacking Midfield,3,FC Köln,186,['15ca11e7-0c5d-4a36-882d-9fb9ce327d67'],36,,,,,,,,,,,,,,,,,FC Köln,186,00:00:36.738,Pass,
,,,,,,,,,,,,,,,0.965735,,,,,,,,,,,,,868abfc0-1d49-42a5-8e49-bab398a5efda,36,,"[63.7, 2.9]",3890538,0,,,,0.5299565,,Left Foot,,,"[73.6, 8.7]",Ground Pass,,11.473884,,,,Yūya Ōsako,5679.0,,,,,,1,From Throw In,Filip Mladenović,7993.0,Left Back,3,FC Köln,186,"['66556da9-5c49-4a14-9d3a-12294ddf9339', '7cfbeb11-e202-44c1-858d-5b7905b7183f']",39,,,,,,,,,,,,,,,,,FC Köln,186,00:00:39.386,Pass,True
,,,,,,,,,,,,,,,1.552805,,,,,,,,,,,,,a94ccaa5-d168-4384-a06f-23e6d0432055,40,,"[74.4, 8.6]",3890538,0,,,,-0.2746939,,Right Foot,,,"[85.4, 5.5]",Ground Pass,,11.428473,,,,Yannick Gerhardt,8231.0,,,,,,1,From Throw In,Yūya Ōsako,5679.0,Center Attacking Midfield,3,FC Köln,186,"['967d3e1a-509d-40ac-bf40-76813daf93cc', 'bc157ecc-d5e0-476f-9dad-15702bd3713d']",41,,,,,,,,,,,,,,,,,FC Köln,186,00:00:41.149,Pass,True
,,,,,,,,,,,,,,,1.924139,,,,,,,,,,,,,419da494-d0c3-49f1-bdb9-d341995bdf82,44,,"[87.7, 13.3]",3890538,0,,,,0.39852244,,Right Foot,,,"[112.4, 23.7]",Ground Pass,,26.800186,,Incomplete,,Anthony Modeste,23486.0,,,,,,1,From Throw In,Yannick Gerhardt,8231.0,Left Wing,3,FC Köln,186,"['10b3ba38-33cf-40c4-90b3-d2970bfdd7d4', '3d3981c1-ed22-4de1-91c0-a63dc7b202e7', '7aadba21-f94b-4c21-8947-c65c85d9dbc7']",44,,,,,,,,,,,,,,,,,FC Köln,186,00:00:44.338,Pass,True
,,,,,,,,,,,,,,,1.913756,,,,,,,,,,,,,2195b1e5-94e6-4370-82fd-4a92e7300b5c,47,,"[120.0, 0.1]",3890538,1,,,,1.8445837,193a0eb8-8f9d-4d13-a2c1-73f28b288400,Left Foot,,,"[109.3, 38.2]",High Pass,,39.573982,,,True,Dominik Maroh,11286.0,True,,Outswinging,,Corner,1,From Corner,Filip Mladenović,7993.0,Left Back,4,FC Köln,186,['9df6a30c-7661-4dad-b59d-a25b237183c1'],32,,,,,,,,,,,,,,,,,FC Köln,186,00:01:32.198,Pass,
,,,,,,,,,,,,,,,1.993926,,,,,,,,,,,,,d90df205-b515-49de-9e03-cef38dcf30d4,52,,"[6.0, 44.0]",3890538,2,,,,-0.66639787,,Right Foot,,,"[26.6, 27.8]",Ground Pass,,26.20687,,,,Ragnar Klavan,4174.0,,,,,Goal Kick,1,From Goal Kick,Marwin Hitz,8314.0,Goalkeeper,5,Augsburg,172,['a80a7e5b-803b-4f34-a6ca-3b2c7390396c'],10,,,,,,,,,,,,,,,,,Augsburg,172,00:02:10.953,Pass,
,,,,,,,,,,,,,,,2.465783,,,,,,,,,,,,,6696553b-93f0-4d48-9caa-ae44eee635f9,56,,"[21.9, 26.4]",3890538,2,,,,2.1353657,,Right Foot,,,"[8.6, 47.4]",Ground Pass,,24.857393,,,,Marwin Hitz,8314.0,,,,,,1,From Goal Kick,Ragnar Klavan,4174.0,Left Center Back,5,Augsburg,172,['8b97fed7-a169-43e6-ac18-4cfe41b350a3'],13,,,,,,,,,,,,,,,,,Augsburg,172,00:02:13.886,Pass,
,,,,,,,,,,,,,,,3.278631,,,,,,,,,,,,,78ece3d1-57f3-4cc1-8c46-bea35e4454a1,59,,"[9.5, 48.8]",3890538,2,,,,-0.20508772,,Right Foot,,,"[74.4, 35.3]",High Pass,,66.289215,,,,Tobias Werner,400620.0,,,,,,1,From Goal Kick,Marwin Hitz,8314.0,Goalkeeper,5,Augsburg,172,['e0ccc122-6f9a-494e-8202-241ffe82ca85'],16,,,,,,,,,,,,,,,,,Augsburg,172,00:02:16.351,Pass,
,,,,,,,,,,,,,,,1.915453,,,,,,,,,,,,,02724439-5a04-4590-97cb-6a29425ae8b6,62,,"[74.4, 35.3]",3890538,2,,,True,-0.1864869,,,,,"[85.0, 33.3]",High Pass,,10.787029,,,,Alfreð Finnbogason,5514.0,,,,,,1,From Goal Kick,Tobias Werner,400620.0,Left Wing,5,Augsburg,172,"['1fd52389-4dbf-4df6-a584-7667229d9acb', 'f81680bb-b00c-4fb4-acc8-3d32413f152f']",19,,,,,,,,,,,,,,,,,Augsburg,172,00:02:19.630,Pass,True
,,,,,,,,,,,,,,,2.141506,,,,,,,,,,,,,37ee54c2-942f-4b11-a124-083191affae8,66,,"[83.6, 32.8]",3890538,2,,,,-1.2820668,,Left Foot,,,"[89.6, 12.6]",Low Pass,,21.072256,,,,Halil Altıntop,40462.0,,,,,,1,From Goal Kick,Alfreð Finnbogason,5514.0,Center Forward,5,Augsburg,172,"['5cf75ca9-c14d-4ea6-ab96-6361f0634b79', 'b123440b-6447-4521-869d-518e5c88f69f']",22,,,,,,,,,,,,,,,,,Augsburg,172,00:02:22.242,Pass,True
,,,,,,,,,,,,,,,1.478881,,,,,,,,,,,,,e84c0dd3-21c6-422b-b009-5a9455b421de,70,,"[98.0, 4.6]",3890538,2,,,,-0.16154292,,Left Foot,,,"[111.5, 2.4]",Ground Pass,,13.678084,,,,Philipp Max,8319.0,,,,,,1,From Goal Kick,Halil Altıntop,40462.0,Center Attacking Midfield,5,Augsburg,172,"['5c9ec2e9-e5c1-437f-9508-3a29932fd8f3', '664250da-cb3e-42ff-9955-51bf74d81f0a']",26,,,,,,,,,,,,,,,,,Augsburg,172,00:02:26.016,Pass,True
,,,,,,,,,,,,,,,0.207741,,,,,,,,,,,,,cff33d79-19ab-4929-b479-0b07880c7fd1,73,,"[111.5, 2.4]",3890538,2,,,,1.5707964,,Left Foot,,,"[111.5, 3.5]",Ground Pass,,1.1,,Incomplete,,Tobias Werner,400620.0,,,,,,1,From Goal Kick,Philipp Max,8319.0,Left Back,5,Augsburg,172,"['34de395d-2a30-44a7-ae47-136a839b8e5e', '4377e1e7-5cb1-4283-9b7c-266856c1b9a1', 'bc30c850-37e7-4de4-9e29-c106f43ff3c5']",27,,,,,,,,,,,,,,,,,Augsburg,172,00:02:27.495,Pass,True
,,,,,,,,,,,,,,,1.290393,,,,,,,,,,,,,f3861e3b-aee5-4aed-9164-009706083d67,76,,"[110.4, 0.1]",3890538,2,,,,1.1890321,,,,,"[115.9, 13.8]",Low Pass,,14.762791,,,,Alfreð Finnbogason,5514.0,,,,,Throw-in,1,From Throw In,Philipp Max,8319.0,Left Back,6,Augsburg,172,['e42eb10c-a2cf-4c4b-a691-53d1aac786ab'],40,,,,,,,,,,,,,,,,,Augsburg,172,00:02:40.488,Pass,
,,,,,,,,,,,,,,,1.400845,,,,,,,,,,,,,653b34c8-2cf5-4e03-8d31-c0862cf8b316,80,,"[109.2, 3.0]",3890538,2,,,,2.7352593,,Right Foot,,,"[84.1, 13.8]",Ground Pass,,27.324898,,,,Daniel Baier,8317.0,,,,,,1,From Throw In,Alfreð Finnbogason,5514.0,Center Forward,6,Augsburg,172,['c185eb8b-e439-4267-8933-732da205b17d'],43,,,,,,,,,,,,,,,,,Augsburg,172,00:02:43.803,Pass,
,,,,,,,,,,,,,,,1.935321,,,,,,,,,,,,,e5e91ad5-5d06-4612-9381-4e339f26f97c,83,,"[84.1, 13.8]",3890538,2,,,,0.91962886,,Right Foot,True,,"[109.4, 47.0]",High Pass,,41.741226,,Incomplete,,Ja-Cheol Koo,5627.0,,,,,,1,From Throw In,Daniel Baier,8317.0,Left Defensive Midfield,6,Augsburg,172,"['2722169e-ac14-45a9-8737-151ccb04a53e', 'e9a11994-4cc3-464d-812f-66d0162d327c']",47,,,,,,,,,,,,,,,,,Augsburg,172,00:02:47.193,Pass,
,,,,,,,,,,,,,,,4.382291,,,,,,,,,,,,,651a8941-3cc7-4b3a-85d5-eabd5068238a,87,,"[16.6, 33.6]",3890538,3,,,,-0.12302318,,Drop Kick,,,"[81.3, 25.6]",High Pass,,65.19271,,,,Anthony Modeste,23486.0,,,,,,1,From Keeper,Timo Horn,8821.0,Goalkeeper,7,FC Köln,186,['2ecae7ba-9af8-409a-a3aa-0dbccc3bc10a'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:03:00.681,Pass,
,,,,,,,,,,,,,,,1.542476,,,,,,,,,,,,,3413e017-423b-4163-bdd3-60d317dce6a3,90,,"[81.3, 25.6]",3890538,3,,,True,0.83414,,,,,"[85.2, 29.9]",High Pass,,5.80517,,Incomplete,,,,,,,,,1,From Keeper,Anthony Modeste,23486.0,Center Forward,7,FC Köln,186,"['497ebd4f-8710-4693-858c-716b2425b50a', 'ec8f9931-1d6e-46ce-bb37-6fb4552a66f4']",5,,,,,,,,,,,,,,,,,FC Köln,186,00:03:05.063,Pass,True
,,,,,,,,,,,,,,,3.151083,,,,,,,,,,,,,497ebd4f-8710-4693-858c-716b2425b50a,92,,"[34.9, 50.2]",3890538,3,,,,1.1885138,,Right Foot,,,"[42.7, 69.6]",High Pass,,20.909328,,,,Ja-Cheol Koo,5627.0,,,,,Recovery,1,From Keeper,Jeffrey Gouweleeuw,8318.0,Right Center Back,7,FC Köln,186,"['3413e017-423b-4163-bdd3-60d317dce6a3', '8a02e8a4-f62f-4839-b993-32b25b6bd2d0', 'cb1dbf55-e3b4-446f-a84c-56a9c0e58926']",6,,,,,,,,,,,,,,,,,Augsburg,172,00:03:06.606,Pass,True
,,,,,,,,,,,,,,,0.110524,,,,,,,,,,,,,b1fa3ae1-77fd-4304-87c5-32d4285e252c,97,,"[42.7, 77.6]",3890538,3,,,,-0.3529904,,Right Foot,,,"[46.5, 76.2]",Ground Pass,,4.049691,,Incomplete,,,,,,,,,1,From Keeper,Ja-Cheol Koo,5627.0,Right Wing,7,FC Köln,186,"['2a00f292-61c1-433a-894e-9f258f252776', 'f7bee0b5-a6a5-485f-8abb-91c5e17a1685']",10,,,,,,,,,,,,,,,,,Augsburg,172,00:03:10.801,Pass,True
,,,,,,,,,,,,,,,1.939548,,,,,,,,,,,,,16e46bf0-ad66-4fcd-8ab7-df15c5cbf7b9,100,,"[83.9, 0.1]",3890538,3,,,,1.8925469,,,,,"[76.0, 23.8]",Low Pass,,24.981993,,,,Matthias Lehmann,8827.0,,,,,Throw-in,1,From Throw In,Filip Mladenović,7993.0,Left Back,8,FC Köln,186,['08c7f813-4782-4b90-b9f5-abe3026abcdf'],20,,,,,,,,,,,,,,,,,FC Köln,186,00:03:20.721,Pass,
,,,,,,,,,,,,,,,1.439803,,,,,,,,,,,,,c510a560-0a60-4fee-a356-6d9ea8bfe1e0,103,,"[76.0, 23.8]",3890538,3,,,,1.6617991,,Right Foot,,,"[73.6, 50.1]",High Pass,,26.409279,,,,Marcel Risse,8823.0,,,,,,1,From Throw In,Matthias Lehmann,8827.0,Right Defensive Midfield,8,FC Köln,186,"['81492305-b983-4b98-b72a-ff61f0d3feb7', 'aa051c0b-4d25-4415-89e9-11b6b442a991']",22,,,,,,,,,,,,,,,,,FC Köln,186,00:03:22.661,Pass,True
,,,,,,,,,,,,,,,1.28615,,,,,,,,,,,,,93dc6e77-d3a6-41e7-893f-392a3817e1d4,106,,"[77.7, 58.8]",3890538,3,,,,1.2895641,,Right Foot,,,"[81.6, 72.3]",Ground Pass,,14.052046,,,,Frederik Hillesborg Sørensen,8829.0,,,,,,1,From Throw In,Marcel Risse,8823.0,Right Wing,8,FC Köln,186,['a0f85ba7-89ef-43dc-be14-cd7df706f6fa'],27,,,,,,,,,,,,,,,,,FC Köln,186,00:03:27.946,Pass,
,,,,,,,,,,,,,,,1.269693,,,,,,,,,,,,,c359b974-7376-4ebf-9ef5-42682c84908f,109,,"[81.6, 72.3]",3890538,3,,,,-2.3025873,,Right Foot,,,"[71.9, 61.5]",Ground Pass,,14.516542,,,,Matthias Lehmann,8827.0,,,,,,1,From Throw In,Frederik Hillesborg Sørensen,8829.0,Right Back,8,FC Köln,186,['91ee2e20-f96a-4e78-af5e-b63704e61c8a'],29,,,,,,,,,,,,,,,,,FC Köln,186,00:03:29.260,Pass,
,,,,,,,,,,,,,,,0.944694,,,,,,,,,,,,,759999aa-3948-4176-be49-7b532ca987f4,112,,"[75.4, 69.0]",3890538,3,,,,1.2969543,,Right Foot,,,"[77.9, 77.9]",Ground Pass,,9.244458,,,,Frederik Hillesborg Sørensen,8829.0,,,,,,1,From Throw In,Matthias Lehmann,8827.0,Right Defensive Midfield,8,FC Köln,186,['3624f52b-c032-4499-a3da-757976a4ed84'],33,,,,,,,,,,,,,,,,,FC Köln,186,00:03:33.683,Pass,
,,,,,,,,,,,,,,,1.920104,,,,,,,,,,,,,3d69232e-dc89-4d5d-8ef8-908b9879f993,114,,"[77.9, 77.9]",3890538,3,,,,-2.65807,,Right Foot,,,"[52.0, 64.3]",High Pass,,29.253548,,,,Dominik Maroh,11286.0,,,,,,1,From Throw In,Frederik Hillesborg Sørensen,8829.0,Right Back,8,FC Köln,186,['ebc890ab-abc3-428b-a60c-4ea306922ddf'],34,,,,,,,,,,,,,,,,,FC Köln,186,00:03:34.628,Pass,
,,,,,,,,,,,,,,,1.278559,,,,,,,,,,,,,5d3cc9b4-9e08-4b87-95e7-82bbbe20c34a,117,,"[46.6, 70.9]",3890538,3,,,,-0.70449406,,Right Foot,,,"[56.6, 62.4]",Ground Pass,,13.124405,,,,Jonas Hector,6040.0,,,,,,1,From Throw In,Dominik Maroh,11286.0,Right Center Back,8,FC Köln,186,['3a2d762b-e9df-487b-a54d-838211d6c0e8'],38,,,,,,,,,,,,,,,,,FC Köln,186,00:03:38.358,Pass,
,,,,,,,,,,,,,,,1.806904,,,,,,,,,,,,,bd905a43-2eae-46b6-b7f0-e4721de4c414,120,,"[54.5, 60.3]",3890538,3,,,,-1.7681919,,Left Foot,,,"[46.5, 20.3]",Ground Pass,,40.792156,,,,Dominique Heintz,8828.0,,True,,,,1,From Throw In,Jonas Hector,6040.0,Left Defensive Midfield,8,FC Köln,186,['0e054851-8698-424b-911a-a2f0ca530067'],40,,,,,,,,,,,,,,,,,FC Köln,186,00:03:40.458,Pass,
,,,,,,,,,,,,,,,1.680665,,,,,,,,,,,,,2e876f21-9b36-4cea-abad-68c142dd43b2,123,,"[48.9, 19.2]",3890538,3,,,,-0.47995052,,Left Foot,,,"[70.8, 7.8]",Ground Pass,,24.689472,,,,Filip Mladenović,7993.0,,,,,,1,From Throw In,Dominique Heintz,8828.0,Left Center Back,8,FC Köln,186,['862e36a4-0dec-4b77-a391-a231f611ef95'],43,,,,,,,,,,,,,,,,,FC Köln,186,00:03:43.546,Pass,
