bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.814548,,,,,,,,,,,,,,,a1d545f4-a1c9-4aca-ba8e-26120006c594,15,,"[74.7, 26.8]",3890360,0,,,,,-1.5707964,,Head,,,,"[74.7, 4.6]",,Low Pass,,22.2,,,,,Matthias Ostrzolek,8547.0,,,,Recovery,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,"['4b66e5b3-6789-4166-b2e6-38e2fc227dec', 'c471da91-a0ac-43a1-b2ab-c5ca2c46db5f']",7,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:07.184,Pass,
,,,,,,,,,,,,,,,2.558448,,,,,,,,,,,,,,,b645d129-cff4-4808-833c-af5cf623160c,17,,"[74.7, 4.6]",3890360,0,,,,,0.50066775,,Left Foot,,,,"[101.2, 19.1]",,High Pass,,30.207615,,,Incomplete,,Sven Schipplock,8321.0,,,,,1,From Kick Off,Matthias Ostrzolek,8547.0,Left Back,2,Hamburger SV,171,"['bb0dad23-f2e1-45bd-9f6b-80e68ae4f22c', 'f00cc9e1-49a2-4b2e-a68c-b3ab5004bd73']",8,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:08.999,Pass,
,,,,,,,,,,,,,,,1.935434,,,,,,,,,,,,,,,bb0dad23-f2e1-45bd-9f6b-80e68ae4f22c,19,,"[18.9, 61.0]",3890360,0,,,,,0.33755952,,Head,,,,"[34.0, 66.3]",,High Pass,,16.003124,,,Incomplete,,Peter Niemeyer,40467.0,,,,Recovery,1,From Kick Off,Aytac Sulu,9217.0,Right Center Back,2,Hamburger SV,171,"['b645d129-cff4-4808-833c-af5cf623160c', 'be3159cb-d69f-4929-9286-2afce7fc16fd', 'dd988d48-9d00-41e2-80f8-c49cd673268e']",11,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:11.557,Pass,
,,,,,,,,,,,,,,,1.298179,,,,,,,,,,,,,,,dd988d48-9d00-41e2-80f8-c49cd673268e,21,,"[86.1, 13.8]",3890360,0,,,,,0.54257935,,Head,,,,"[99.7, 22.0]",,High Pass,,15.880806,,,Incomplete,,Sven Schipplock,8321.0,,,,Recovery,1,From Kick Off,Michael Gregoritsch,8309.0,Left Midfield,2,Hamburger SV,171,"['60087e2f-eb0d-4176-925c-340bb5df3c8f', 'bb0dad23-f2e1-45bd-9f6b-80e68ae4f22c', 'fd1b5216-2cd0-4a8a-8f28-c275d3c22805']",13,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:13.493,Pass,
,,,,,,,,,,,,,,,2.01581,,,,,,,,,,,,,,,60087e2f-eb0d-4176-925c-340bb5df3c8f,24,,"[20.4, 58.1]",3890360,0,,,,True,-0.9925734,,,,,,"[32.8, 39.1]",,High Pass,,22.688322,,,,,Konstantin Rausch,11134.0,,,,Recovery,1,From Kick Off,Aytac Sulu,9217.0,Right Center Back,2,Hamburger SV,171,"['01f11b66-8a36-4e02-9c03-774bd415d409', '6ecbad41-4d99-430c-b4ec-77e01cbc6048', 'dd988d48-9d00-41e2-80f8-c49cd673268e']",14,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:14.791,Pass,True
,,,,,,,,,,,,,,,0.121279,,,,,,,,,,,,,,,c2356ef8-1f47-4fa2-af68-5cd797150fa2,28,,"[86.4, 35.2]",3890360,0,,,,True,0.43984258,,,,,,"[88.1, 36.0]",,Low Pass,,1.8788295,,,Incomplete,,Nicolai Müller,8302.0,,,,Recovery,1,From Kick Off,Michael Gregoritsch,8309.0,Left Midfield,2,Hamburger SV,171,"['2170cac8-4991-4929-b94e-bceae841e36b', '42e0ef56-c80a-4ffd-a52d-19a75be2734c', '8df2052d-f414-4113-860d-de912198c3db']",17,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:17.833,Pass,True
,,,,,,,,,,,,,,,0.52316,,,,,,,,,,,,,,,89201740-d216-4498-be2e-50450b29cc1d,31,,"[25.6, 46.6]",3890360,0,,,,,0.60107374,,Right Foot,,,,"[32.6, 51.4]",,Low Pass,,8.487638,,,Incomplete,,Konstantin Rausch,11134.0,,,,Recovery,1,From Kick Off,Peter Niemeyer,40467.0,Right Defensive Midfield,2,Hamburger SV,171,"['074cd32e-d540-424c-b518-0ae89465843c', '4b1183eb-c0a6-4e13-8bf3-101481471ebf']",19,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:19.234,Pass,
,,,,,,,,,,,,,,,1.713669,,,,,,,,,,,,,,,4b1183eb-c0a6-4e13-8bf3-101481471ebf,33,,"[87.5, 28.7]",3890360,0,,,,,-1.0824624,,Head,,,,"[92.6, 19.1]",,Low Pass,,10.870603,,,,,Lewis Harry Holtby,8891.0,,,,Recovery,1,From Kick Off,Michael Gregoritsch,8309.0,Left Midfield,2,Hamburger SV,171,"['89201740-d216-4498-be2e-50450b29cc1d', 'eccf6f1f-0a6b-46b4-86bb-0bd8c4ca8dcb']",19,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:19.757,Pass,
,,,,,,,,,,,,,,,1.324634,,,,,,,,,,,,,,,742fcb4a-c769-4dff-a63a-b5083b9af45f,37,,"[93.3, 3.7]",3890360,0,,,,,0.2791048,,Left Foot,,,,"[109.7, 8.4]",,Low Pass,,17.060188,,,,,Michael Gregoritsch,8309.0,,,,,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,"['a55fe38a-9614-4920-a0ac-e8ebfb06b1d5', 'b2028f0c-7c2e-48a1-8903-fcfa19e0f54b']",22,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:22.777,Pass,True
,,,,,,,,,,,,,,,1.210913,,,,,,,,,,,,,,,a5bf8ca7-d790-41dd-9461-71eaa15f39dd,41,,"[14.3, 80.0]",3890360,0,,,,,-0.31949323,,,,,,"[27.6, 75.6]",,High Pass,,14.008925,,,Incomplete,,Sandro Wagner,9723.0,,,,Throw-in,1,From Throw In,György Garics,20522.0,Right Back,3,Darmstadt 98,872,"['18b55395-70f1-4b99-bea5-b0daf4679a97', '646bf41a-e589-4296-a6b2-3a3e657a8885']",39,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:39.333,Pass,
,,,,,,,,,,,,,,,0.805534,,,,,,,,,,,,,,,069c8d45-62ed-430f-9d44-0bcc8db4ff1e,44,,"[86.4, 3.8]",3890360,0,,,,,1.0132552,,Head,,,,"[91.7, 12.3]",,Low Pass,,10.016986,,,Incomplete,,Sven Schipplock,8321.0,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Left Midfield,3,Darmstadt 98,872,"['3a431184-5cb1-47bc-b173-c452086129ce', '576add96-0092-4167-820b-c9e023db59ab']",42,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:42.104,Pass,
,,,,,,,,,,,,,,,1.694633,,,,,,,,,,,,,,,48f588c2-b925-41ab-8284-5dc29f3cfd72,49,,"[27.6, 68.5]",3890360,0,,,,,0.76830584,,Right Foot,,,,"[39.5, 80.0]",,High Pass,,16.548716,,,Out,,Jan Rosenthal,40477.0,,,,,1,From Throw In,Peter Niemeyer,40467.0,Right Defensive Midfield,3,Darmstadt 98,872,"['5f653ec6-10fd-45f7-b890-0b0a8d03d844', 'b6ac3f4b-6748-460d-aee9-4940a2e35a07']",43,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:43.467,Pass,True
,,,,,,,,,,,,,,,1.407744,,,,,,,,,,,,,,,f9284874-35e7-4d84-85b2-826403169b52,51,,"[82.2, 0.1]",3890360,0,,,,,1.3134726,,,,,,"[88.7, 24.8]",,High Pass,,25.540947,,,,,Pierre-Michel Lasogga,8895.0,,,,Throw-in,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,4,Hamburger SV,171,['93bef2d3-1486-4b94-934a-8d21eb309931'],56,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:56.742,Pass,
,,,,,,,,,,,,,,,0.710581,,,,,,,,,,,,,,,22a3a6d7-633e-4833-82b9-54cc7cc845bf,58,,"[92.3, 33.8]",3890360,1,,,,,-0.70492715,4e336d25-c916-4935-bc14-887db25743b8,Right Foot,,,,"[99.0, 28.1]",,Ground Pass,,8.79659,,,,,Pierre-Michel Lasogga,8895.0,True,,,,1,From Throw In,Nicolai Müller,8302.0,Right Midfield,4,Hamburger SV,171,"['41082b7c-48af-423f-91c9-c8e6a614226d', '4972866c-1a63-4edf-8187-999f168061d7']",0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:00.462,Pass,True
,,,,,,,,,,,,,,,4.329978,,,,,,,,,,,,,,,26fb15de-e995-4202-b74a-abc942365ca4,67,,"[6.0, 44.0]",3890360,1,,,,,0.06824827,,Right Foot,,,,"[85.0, 49.4]",,High Pass,,79.18434,,,Incomplete,,Sandro Wagner,9723.0,,,,Goal Kick,1,From Goal Kick,Christian Mathenia,8306.0,Goalkeeper,5,Darmstadt 98,872,"['7ec8bba1-ebe5-4e1d-ad7f-e62f73ba8f8b', 'c7b83ec6-42fc-4c92-b091-de4b4e1b97a9']",28,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:28.960,Pass,
,,,,,,,,,,,,,,,2.822108,,,,,,,,,,,,,,,8551601a-68e6-4e8d-b7d0-d36c838b99bb,70,,"[62.8, 33.3]",3890360,1,,,,,0.6036162,,Left Foot,,,,"[97.9, 57.5]",,High Pass,,42.633907,,,Incomplete,,Marcel Heller,9401.0,,,,Recovery,1,From Goal Kick,Júnior Enrique Díaz Campbell,108336.0,Left Back,5,Darmstadt 98,872,"['36a3424b-621f-47c3-b16b-e810f3858d36', 'c68f1a18-0a02-4408-95f0-661751478bd3']",35,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:35.493,Pass,
,,,,,,,,,,,,,,,1.880513,,,,,,,,,,,,,,,36a3424b-621f-47c3-b16b-e810f3858d36,73,,"[22.2, 22.6]",3890360,1,,,,True,-0.8893697,,,,,,"[32.5, 9.9]",,Low Pass,,16.351759,,,,,Michael Gregoritsch,8309.0,,,,Recovery,1,Regular Play,Matthias Ostrzolek,8547.0,Left Back,6,Hamburger SV,171,"['1c33ee2c-1208-4ca9-9488-1dedc6fe147b', '8551601a-68e6-4e8d-b7d0-d36c838b99bb', 'b6d94e61-a188-47f8-a074-f9a89cbba5ed']",38,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:38.315,Pass,True
,,,,,,,,,,,,,,,2.586113,,,,,,,,,,,,,,,785830e2-4c3c-452c-9d44-380bc8949b55,77,,"[32.6, 7.1]",3890360,1,,,,,0.53182185,,Left Foot,,,,"[77.3, 33.4]",,High Pass,,51.86309,,,Incomplete,,Pierre-Michel Lasogga,8895.0,,,,,1,Regular Play,Michael Gregoritsch,8309.0,Left Midfield,6,Hamburger SV,171,"['25f20476-b3fb-4f67-bbb2-a97ba6652a2a', '31c16a4f-ec3d-4c01-b1c3-891b20423c14', 'ff04025c-e7e6-4138-898d-d8bcfa65eed0']",40,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:40.384,Pass,True
,,,,,,,,,,,,,,,2.017105,,,,,,,,,,,,,,,25f20476-b3fb-4f67-bbb2-a97ba6652a2a,79,,"[42.8, 46.7]",3890360,1,,,,,-0.88312507,,Head,,,,"[54.3, 32.7]",,High Pass,,18.11767,,,Incomplete,,Júnior Enrique Díaz Campbell,108336.0,,,,Recovery,1,Regular Play,Luca Caldirola,9404.0,Left Center Back,6,Hamburger SV,171,"['785830e2-4c3c-452c-9d44-380bc8949b55', 'd9658cbc-66a2-4aa6-909c-40f34bc9f6d1', 'dceb0d43-2d25-4565-8cc4-782d7c4f804b']",42,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:42.970,Pass,
,,,,,,,,,,,,,,,1.526172,,,,,,,,,,,,,,,02eaea6e-c48e-4ddc-8a66-61cfd14185cd,86,,"[86.7, 80.0]",3890360,1,,,,,-2.582263,,,,,,"[74.4, 72.3]",,Low Pass,,14.511374,,,,,Marcelo Alfonso Díaz Rojas,27341.0,,,,Throw-in,1,From Throw In,Gotoku Sakai,6339.0,Right Back,7,Hamburger SV,171,['869cebb2-5d28-4f04-8841-7afdd814c6dd'],54,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:54.293,Pass,
,,,,,,,,,,,,,,,1.134598,,,,,,,,,,,,,,,95842b09-c91a-471e-894d-71ed14d5d941,89,,"[74.4, 72.3]",3890360,1,,,,,0.47029203,,Right Foot,,,,"[86.4, 78.4]",,Ground Pass,,13.461427,,,,,Gotoku Sakai,6339.0,,,,,1,From Throw In,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,7,Hamburger SV,171,['d578363d-01bb-4bb9-aa2c-3b443b2352ee'],58,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:58.047,Pass,
,,,,,,,,,,,,,,,0.810928,,,,,,,,,,,,,,,049791b7-6ed4-402f-944f-32035e33bda6,92,,"[86.4, 78.4]",3890360,1,,,,,-1.4464413,,Left Foot,,,,"[87.2, 72.0]",,Ground Pass,,6.449806,,,,,Nicolai Müller,8302.0,,,,,1,From Throw In,Gotoku Sakai,6339.0,Right Back,7,Hamburger SV,171,['4d75695c-9b4f-4f0a-b487-b56b6e558725'],59,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:59.192,Pass,
,,,,,,,,,,,,,,,1.473972,,,,,,,,,,,,,,,7e360256-c8d2-4ba5-bdd9-720b04863f38,95,,"[87.3, 71.0]",3890360,2,,,,,2.4775465,,Right Foot,,,,"[75.8, 80.0]",,Ground Pass,,14.603082,,,Out,,Gotoku Sakai,6339.0,,,,,1,From Throw In,Nicolai Müller,8302.0,Right Midfield,7,Hamburger SV,171,['2e10b786-ccc9-4fbe-b64a-16d720c21801'],0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:00.003,Pass,
,,,,,,,,,,,,,,,2.101995,,,,,,,,,,,,,,,7f9bd08e-e9b7-411f-9df8-9b6df535fcf0,97,,"[55.1, 0.1]",3890360,2,,,,,0.16968122,,,,,,"[83.7, 5.0]",,High Pass,,29.01672,,,Unknown,,Konstantin Rausch,11134.0,,,,Throw-in,1,From Throw In,Júnior Enrique Díaz Campbell,108336.0,Left Back,8,Darmstadt 98,872,['987e7b91-98b7-46e5-83be-a37a4598cc50'],16,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:16.928,Pass,
,,,,,,,,,,,,,,,1.112931,,,,,,,,,,,,,,,765f2d61-97ec-4551-ac29-bd469df072d6,101,,"[86.2, 6.1]",3890360,2,,,,,0.8601485,,Left Foot,True,,,"[107.2, 30.5]",,High Pass,,32.192547,,,Incomplete,,,,,,,Free Kick,1,From Free Kick,Konstantin Rausch,11134.0,Left Midfield,9,Darmstadt 98,872,['fa664430-4cc0-490a-be33-413ac248af6f'],49,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:49.309,Pass,
,,,,,,,,,,,,,,,1.167629,,,,,,,,,,,,,,,423713f9-3bf4-4a51-af9a-3b3bc1ce7fa6,112,,"[88.1, 57.2]",3890360,2,,,,,-0.7599491,,Right Foot,,,,"[102.2, 43.8]",,Low Pass,,19.451735,,,Incomplete,,Sandro Wagner,9723.0,,,,,1,From Free Kick,Marcel Heller,9401.0,Right Midfield,9,Darmstadt 98,872,"['106ac5ec-ce1e-439e-a19a-3d5dd2d66774', 'ae8bf3d5-b98c-4d10-b7d1-5ad2764a8bee']",59,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:59.980,Pass,
,,,,,,,,,,,,,,,0.877129,,,,,,,,,,,,,,,07eddc0c-c90d-4c28-b431-028c3a3d0ce6,115,,"[81.1, 49.5]",3890360,3,,,,,0.48017502,,Head,,,,"[90.7, 54.5]",,Low Pass,,10.824047,,,Incomplete,,Marcel Heller,9401.0,,,,Recovery,1,From Free Kick,Jérôme Gondorf,8388.0,Left Defensive Midfield,9,Darmstadt 98,872,"['1b7d891e-97fb-4379-9cb0-296068d982c4', '498dcf05-88ef-425e-9d4f-049ae12b7ade']",3,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:03.142,Pass,
,,,,,,,,,,,,,,,0.950442,,,,,,,,,,,,,,,498dcf05-88ef-425e-9d4f-049ae12b7ade,117,,"[29.4, 25.6]",3890360,3,,,,,0.24828991,,Right Foot,,,,"[36.5, 27.4]",,Low Pass,,7.324616,,,,,Lewis Harry Holtby,8891.0,,,,Recovery,1,From Free Kick,Emir Spahić,26791.0,Left Center Back,9,Darmstadt 98,872,"['07eddc0c-c90d-4c28-b431-028c3a3d0ce6', '59bc7084-d347-4dc3-8ba4-93c76e0d2f00']",4,,,,,,,,,,,,,,,,,Hamburger SV,171,00:03:04.019,Pass,
,,,,,,,,,,,,,,,2.286974,,,,,,,,,,,,,,,5a788df6-3de9-4672-901e-2d0711dab40e,122,,"[82.0, 59.7]",3890360,3,,,,,0.46638358,,Right Foot,,,,"[111.2, 74.4]",,Ground Pass,,32.691437,,,,,György Garics,20522.0,,,,,1,From Free Kick,Jérôme Gondorf,8388.0,Left Defensive Midfield,9,Darmstadt 98,872,['245280a7-c0f3-4397-b896-315d734f7b99'],8,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:08.005,Pass,
