bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7be7a9b0-b3f4-4ae5-a4cf-2b955647709f,1963,,"[11.4, 46.3]",3890360,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Mathenia,8306.0,Goalkeeper,127,Darmstadt 98,872,['0b26f570-3e0d-4e5f-a223-321da2a35aad'],58,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:17:58.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbcb47a8-fb72-4b84-a71c-e873994f1ae8,1966,,"[84.2, 31.5]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jan Rosenthal,40477.0,Center Attacking Midfield,127,Darmstadt 98,872,['5382b2f5-2573-4c19-8584-56f0ef315ff2'],16,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:18:16.970,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215f54b6-775b-4d66-9e5c-705c78667295,1969,,"[95.3, 35.4]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sandro Wagner,9723.0,Center Forward,127,Darmstadt 98,872,['8fddc8fb-6382-45f7-a199-424b1e623c79'],17,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:18:17.861,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623f937d-42ec-4d1e-8fdb-f1a1247dfb63,1971,,"[38.7, 42.2]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michael Gregoritsch,8309.0,Left Midfield,128,Hamburger SV,171,['ea4290d0-69f1-454d-b050-963d25f78f4e'],19,,,,,,,,,,,,,,,,,Hamburger SV,171,00:18:19.751,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5c623c3-8997-4ddc-a629-34769c21a333,1974,,"[34.3, 49.2]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,128,Hamburger SV,171,['c8dc9515-14b7-465c-b095-120ea46c9b9a'],21,,,,,,,,,,,,,,,,,Hamburger SV,171,00:18:21.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8dd08a65-109e-4e18-8fc8-15cd253388b4,1977,,"[67.0, 71.4]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pierre-Michel Lasogga,8895.0,Right Center Forward,128,Hamburger SV,171,['bbddf2be-de6f-429a-9d04-a6e99b968864'],24,,,,,,,,,,,,,,,,,Hamburger SV,171,00:18:24.270,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42ce6b1c-a194-4a58-9866-0e416949a1fd,1988,,"[59.7, 43.0]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emir Spahić,26791.0,Left Center Back,128,Hamburger SV,171,['21053bda-f7c5-41d2-bd10-ee9db4ecd651'],36,,,,,,,,,,,,,,,,,Hamburger SV,171,00:18:36.719,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf3ac7cc-f3d9-404c-86c4-1fea0a637265,1991,,"[56.5, 8.1]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matthias Ostrzolek,8547.0,Left Back,128,Hamburger SV,171,['f05b692c-206e-4853-ad57-ce0470248b5e'],42,,,,,,,,,,,,,,,,,Hamburger SV,171,00:18:42.388,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011d0968-9a08-4ed0-8855-e22b4d850779,1994,,"[56.2, 34.9]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,128,Hamburger SV,171,['f2a5497e-dc53-4f3e-8b9e-34a2bcac7acd'],44,,,,,,,,,,,,,,,,,Hamburger SV,171,00:18:44.516,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0347059-978b-44ab-a305-24e5a6e4193e,1997,,"[77.8, 66.3]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,128,Hamburger SV,171,['6c5ff5d1-39ce-4bd4-8612-c6839428e453'],49,,,,,,,,,,,,,,,,,Hamburger SV,171,00:18:49.585,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c1587ff-d8eb-4db3-ba44-dc8af14da8ff,2001,,"[87.5, 74.4]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gotoku Sakai,6339.0,Right Back,128,Hamburger SV,171,['cb5d5c7a-08df-458c-b7ce-f19b7a64e2cb'],51,,,,,,,,,,,,,,,,,Hamburger SV,171,00:18:51.899,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897d540a-d2df-4d0a-b0ef-0e00331aad95,2003,,"[38.3, 7.1]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jérôme Gondorf,8388.0,Left Defensive Midfield,129,Darmstadt 98,872,['00d377ba-3544-451d-b556-31c9f80e62ad'],52,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:18:52.683,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12901d1e-c1f5-4568-bf30-4cadfd2834dd,2005,,"[54.8, 11.6]",3890360,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Sandro Wagner,9723.0,Center Forward,129,Darmstadt 98,872,['a14d8014-d334-4857-9577-c57188e162c2'],54,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:18:54.056,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894d917c-27b3-4829-87c1-2c98ca0c7322,2011,,"[27.2, 6.9]",3890360,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matthias Ostrzolek,8547.0,Left Back,130,Hamburger SV,171,['89d8c167-72b6-4f43-bd7e-6e5a030db97f'],5,,,,,,,,,,,,,,,,,Hamburger SV,171,00:19:05.057,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c151e985-9b23-4822-8883-9a735b0eb89c,2014,,"[27.5, 21.9]",3890360,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emir Spahić,26791.0,Left Center Back,130,Hamburger SV,171,['4f6d2c78-8316-4a01-b6f3-d92831aa9408'],7,,,,,,,,,,,,,,,,,Hamburger SV,171,00:19:07.608,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf926ac5-6342-4370-a3dd-85577f38a4c5,2017,,"[52.0, 10.3]",3890360,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michael Gregoritsch,8309.0,Left Midfield,130,Hamburger SV,171,['4ccf2dd8-97d9-4bbc-8ba2-82e6cc61aecc'],10,,,,,,,,,,,,,,,,,Hamburger SV,171,00:19:10.535,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b6663b0-24d5-465d-8211-379754e3cc8b,2020,,"[55.7, 0.1]",3890360,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matthias Ostrzolek,8547.0,Left Back,130,Hamburger SV,171,['23b81d6d-1827-4402-b480-262bed670720'],13,,,,,,,,,,,,,,,,,Hamburger SV,171,00:19:13.223,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81f72b69-f2bc-4ba5-aba5-9832cd37fcfd,2023,,"[40.0, 8.3]",3890360,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emir Spahić,26791.0,Left Center Back,130,Hamburger SV,171,['11d3217e-f970-4100-8497-24f70690785a'],16,,,,,,,,,,,,,,,,,Hamburger SV,171,00:19:16.687,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14fd895f-daba-49e9-ac99-ca5aab23af4e,2026,,"[51.2, 34.2]",3890360,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,130,Hamburger SV,171,['1bfff14a-e1d9-4cac-8b7b-8c7f49ae1722'],18,,,,,,,,,,,,,,,,,Hamburger SV,171,00:19:18.976,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1e6ae38-63ba-4855-b80a-15f3cc97bb71,2030,,"[70.5, 53.8]",3890360,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicolai Müller,8302.0,Right Midfield,130,Hamburger SV,171,"['1ddd38b6-b7b8-488c-96b9-918288e2e85d', '5fa84d09-3aa8-4bfe-bb20-e356557754ca']",23,,,,,,,,,,,,,,,,,Hamburger SV,171,00:19:23.752,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a58b64a5-ad06-436d-a9fd-343f513d927c,2038,,"[97.5, 10.7]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivo Iličević,24740.0,Left Wing,131,Hamburger SV,171,['74a52bfb-ef66-402a-8587-f11ad064fd1c'],6,,,,,,,,,,,,,,,,,Hamburger SV,171,00:20:06.082,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3515915-e3b1-44b0-86c6-17a6af915cac,2041,,"[99.5, 1.6]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Matthias Ostrzolek,8547.0,Left Back,131,Hamburger SV,171,['feccc545-9d01-44d3-b93f-e0c7f826785f'],7,,,,,,,,,,,,,,,,,Hamburger SV,171,00:20:07.294,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e482b6e-dff0-4d6b-bfc9-f6678af2258d,2044,,"[99.2, 8.9]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pierre-Michel Lasogga,8895.0,Center Forward,132,Hamburger SV,171,['ac487b1f-1a05-460e-943e-5596f1c959d2'],23,,,,,,,,,,,,,,,,,Hamburger SV,171,00:20:23.599,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8da63e0-ef4a-4d7d-8330-a9cbe60be29f,2051,,"[16.8, 73.7]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,György Garics,20522.0,Right Back,132,Hamburger SV,171,['62d5b790-632b-4d28-861b-dbdfeaf45781'],26,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:26.025,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea172c10-4ea6-42a6-9967-0a4d8a675111,2053,,"[44.7, 70.2]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jan Rosenthal,40477.0,Center Attacking Midfield,132,Hamburger SV,171,['c93e4a92-1c23-45b0-9d84-fba04fa1da83'],28,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:28.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92de4bb2-44aa-4166-b3c5-17c2b3b43ec1,2057,,"[64.5, 26.1]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,132,Hamburger SV,171,['e8b466a2-9419-4fca-99f5-3d99445ab4e9'],30,,,,,,,,,,,,,,,,,Hamburger SV,171,00:20:30.900,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a98c8e40-0763-42f7-be01-3a9fdc6f341f,2059,,"[69.0, 16.2]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,132,Hamburger SV,171,['8f039a6d-bef5-4877-81fa-e6981418fced'],31,,,,,,,,,,,,,,,,,Hamburger SV,171,00:20:31.904,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d104a6af-55e5-4e33-9c0b-449831466281,2061,,"[57.5, 21.3]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,132,Hamburger SV,171,['786f59c9-d294-4e25-bb4b-86b3a0d6a3da'],32,,,,,,,,,,,,,,,,,Hamburger SV,171,00:20:32.553,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677123e0-7b30-4d68-ae76-39d4e703871b,2068,,"[63.6, 28.2]",3890360,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Konstantin Rausch,11134.0,Left Midfield,133,Darmstadt 98,872,['ecb83c10-9647-4c96-95d7-2589616a96c6'],38,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:38.725,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c7b03b6-58df-431c-adb4-72cd3134b67e,2073,,"[65.9, 34.9]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Michael Gregoritsch,8309.0,Center Attacking Midfield,134,Hamburger SV,171,['51fb313c-cb84-4ce4-8fd8-e788c525c638'],13,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:13.832,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78fffdf4-ad9f-43da-bf50-67f261915e57,2076,,"[68.0, 55.0]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jan Rosenthal,40477.0,Center Attacking Midfield,135,Darmstadt 98,872,['34176022-93ec-431c-8a50-990435c1194e'],15,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:15.411,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4ae4dea-84f0-49c9-8d19-a112797bae93,2079,,"[89.7, 66.1]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Heller,9401.0,Right Midfield,135,Darmstadt 98,872,['a12f97ba-3743-4980-b363-ebb9c493fcc6'],18,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:18.833,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572d7ec0-e242-430f-9187-94edf99a9532,2085,,"[11.5, 8.9]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emir Spahić,26791.0,Left Center Back,136,Hamburger SV,171,['9c7fa66d-e846-494c-83ae-7cf2fd1f01ac'],24,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:24.953,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b558d654-b0e4-45a6-9a9e-b68b7aa17a29,2089,,"[56.5, 12.7]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pierre-Michel Lasogga,8895.0,Center Forward,136,Hamburger SV,171,"['67ed5ac0-e229-4b5d-a5b4-1c4f06458508', '7973e7d5-f26e-4ffd-bd1f-89c2f52d61d2']",27,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:27.931,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f52039ca-2ccd-415d-bd3f-f79831a4a058,2092,,"[21.4, 11.9]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,137,Hamburger SV,171,['081ac297-8b4d-4a41-927e-85279e39417c'],37,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:37.204,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb55e212-b2ab-4594-b34f-246d5916e756,2094,,"[50.7, 21.0]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,137,Hamburger SV,171,['9d345368-983c-4507-8a02-509b266439c4'],40,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:40.746,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc8751ae-50bc-4777-8387-d4c8fae2f4a1,2097,,"[50.0, 4.7]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivo Iličević,24740.0,Left Wing,138,Hamburger SV,171,['a946e329-95d1-4f0d-b525-834b2166a65a'],48,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:48.341,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a113b605-1a39-40b3-af14-49d8f8cb86ce,2102,,"[38.6, 3.5]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,138,Hamburger SV,171,['075cf3fa-d70e-4436-8ec5-dcc25ef817a8'],50,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:50.879,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8435faa5-1e48-4ac8-ba00-6d9fa4a230ca,2106,,"[45.1, 11.9]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivo Iličević,24740.0,Left Wing,138,Hamburger SV,171,['2cc9bf30-577a-4470-9613-8e0fb6e48ffc'],52,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:52.601,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7351e633-fc93-4368-850f-17bd732bef0e,2109,,"[53.8, 60.7]",3890360,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gotoku Sakai,6339.0,Right Back,138,Hamburger SV,171,['6a224137-dcc6-4fcc-b3dc-611536973b37'],54,,,,,,,,,,,,,,,,,Hamburger SV,171,00:21:54.719,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a4e95a0-f9de-4bca-9356-f087a95e16ab,2114,,"[112.8, 35.7]",3890360,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pierre-Michel Lasogga,8895.0,Center Forward,138,Hamburger SV,171,['c9906447-f179-4ae1-9f40-f63706ae02b4'],1,,,,,,,,,,,,,,,,,Hamburger SV,171,00:22:01.724,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3aaaf23-b6d5-44bb-be5a-0175b35dbacb,2118,,"[88.9, 47.2]",3890360,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Marcel Heller,9401.0,Right Midfield,139,Darmstadt 98,872,['62218bf8-c8c5-4142-be25-7ab57b9014dd'],38,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:22:38.723,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396e84bf-c8d6-4c27-8ee7-425417ba0bc0,2121,,"[33.9, 34.7]",3890360,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,140,Hamburger SV,171,"['cabb09f5-64e9-4d67-9e88-304e0b943cf1', 'e26e8267-6c26-4405-986a-f5421dd8a653']",40,,,,,,,,,,,,,,,,,Hamburger SV,171,00:22:40.114,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccd06b74-3bfd-495a-b444-fd37f6ee7371,2125,,"[51.4, 47.3]",3890360,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michael Gregoritsch,8309.0,Center Attacking Midfield,140,Hamburger SV,171,['7a3c6cd0-a6e4-4272-956e-f953d87fe7b6'],43,,,,,,,,,,,,,,,,,Hamburger SV,171,00:22:43.709,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e66e041-9ff4-4ed8-a5be-40968ec2887f,2128,,"[53.8, 25.5]",3890360,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivo Iličević,24740.0,Left Wing,140,Hamburger SV,171,['c9646084-3aee-4722-8ddd-3da547800d7f'],46,,,,,,,,,,,,,,,,,Hamburger SV,171,00:22:46.139,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfac0935-2279-4388-87d5-293f52fd648f,2135,,"[74.7, 54.2]",3890360,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gotoku Sakai,6339.0,Right Back,140,Hamburger SV,171,['dddea97e-d2f4-48d5-b05d-7770c6412246'],54,,,,,,,,,,,,,,,,,Hamburger SV,171,00:22:54.477,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33e0d296-a9f2-4fe1-9b20-b1937fc2595b,2138,,"[82.4, 71.4]",3890360,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicolai Müller,8302.0,Right Wing,140,Hamburger SV,171,['06a9bdaf-611f-4c6a-9d80-0545dc0a35dc'],56,,,,,,,,,,,,,,,,,Hamburger SV,171,00:22:56.722,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1953861-a255-45d5-ba9c-b31c29a92fae,2141,,"[104.7, 72.8]",3890360,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gotoku Sakai,6339.0,Right Back,140,Hamburger SV,171,['c359f194-4fe4-4974-bae9-1f3b4f3f2f78'],58,,,,,,,,,,,,,,,,,Hamburger SV,171,00:22:58.347,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65516ab0-b311-40bd-ba92-c5e417f3ad04,2143,,"[56.6, 9.1]",3890360,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jérôme Gondorf,8388.0,Left Defensive Midfield,141,Darmstadt 98,872,['ede5bd02-b231-457f-a093-1f3205faecaf'],15,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:15.962,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901566e-9241-47d3-b00f-f5d2ba7296f6,2145,,"[83.0, 65.9]",3890360,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,141,Darmstadt 98,872,['02da047d-294e-4622-a084-1f966467f7ce'],17,,,,,,,,,,,,,,,,,Hamburger SV,171,00:23:17.980,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6bbe7aa-9351-4f8c-bd38-87bc084ae6f6,2148,,"[48.7, 7.7]",3890360,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jérôme Gondorf,8388.0,Left Defensive Midfield,141,Darmstadt 98,872,['bed5ca70-ef00-4e83-ba01-7bf812fc8c2b'],19,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:19.777,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4fe54ba-a3fb-4137-a04d-23fd89c6ca0f,2151,,"[76.9, 67.3]",3890360,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,141,Darmstadt 98,872,['4eda951e-c9c1-42dc-a9d2-5b6632f947bd'],21,,,,,,,,,,,,,,,,,Hamburger SV,171,00:23:21.207,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ab99ad0-ebfc-4c74-a005-9402cb447d79,2155,,"[93.7, 29.7]",3890360,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sandro Wagner,9723.0,Center Forward,142,Darmstadt 98,872,['42f7911a-11ca-4ea7-87fc-52852c11f11d'],53,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:53.621,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7e26ab2-7900-4297-a459-5ecc3333826e,2158,,"[107.5, 30.2]",3890360,68,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcel Heller,9401.0,Right Midfield,142,Darmstadt 98,872,['268d400c-f91f-40c0-93d7-38bdc5a2db96'],55,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:55.397,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38b42c3d-12e7-41c3-bc30-f0a5356adb87,2162,,"[22.1, 18.1]",3890360,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emir Spahić,26791.0,Left Center Back,143,Hamburger SV,171,['e0e2880a-a3aa-487f-b818-180b9c0404d5'],6,,,,,,,,,,,,,,,,,Hamburger SV,171,00:24:06.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770f8af7-e2ae-4726-b476-808c8c65a536,2167,,"[10.1, 33.9]",3890360,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,René Adler,8560.0,Goalkeeper,143,Hamburger SV,171,"['940b3157-ba7e-49c6-9982-2a7f328a5b10', 'fb6b8a17-99f6-411d-b311-15150ec90a34']",8,,,,,,,,,,,,,,,,,Hamburger SV,171,00:24:08.987,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ae788fc-6dbf-42d3-8b2c-c5183ce31f34,2170,,"[34.8, 12.7]",3890360,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matthias Ostrzolek,8547.0,Left Back,143,Hamburger SV,171,['00960dc4-be7a-4cb8-9502-20eec62eaa6e'],10,,,,,,,,,,,,,,,,,Hamburger SV,171,00:24:10.963,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9d82cbb-60ac-46cc-9884-c1e9390c6316,2172,,"[69.1, 51.3]",3890360,69,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,143,Hamburger SV,171,['88653738-a73c-4eb8-bd33-72d6f19a9a77'],13,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:24:13.052,Ball Receipt*,
