50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.886595,,,,,,,,,,,,,daf5d3a1-c123-45c6-b4be-1d1ee2bd74c0,18,,,"[64.1, 12.1]",3890432,0,,,,,-1.5707964,,Right Foot,,,,"[64.1, 1.2]",,Ground Pass,,10.9,,,,Daniel Caligiuri,8521.0,,,,,,,1,Regular Play,Josuha Guilavogui,8230.0,Center Defensive Midfield,3,Wolfsburg,179,['c59ec5fd-5cde-4f07-b232-4b5ddc5dcfa9'],9,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:09.877,Pass,
,,,,,,,,,,,,,,,,,0.978129,,,,,,,,,,,,,68f274a1-2075-4ff0-a37f-86a728e38fa9,20,,,"[64.1, 1.5]",3890432,0,,,,,2.3887916,,Right Foot,,,,"[54.6, 10.4]",,Ground Pass,,13.01768,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,,1,Regular Play,Daniel Caligiuri,8521.0,Left Midfield,3,Wolfsburg,179,['c730d6d3-6b37-4667-98af-82abee2a5159'],10,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:10.764,Pass,
,,,,,,,,,,,,,,,,,1.296361,,,,,,,,,,,,,b43f5bcc-72fc-43eb-aab2-ae36fdaf7dde,23,,,"[51.9, 11.6]",3890432,0,,,,,2.5773244,,Left Foot,,,,"[36.1, 21.6]",,Ground Pass,,18.698664,,,,Robin Knoche,8239.0,,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,3,Wolfsburg,179,['47a761b4-e0cc-4e93-a884-0cb0f816f644'],12,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:12.685,Pass,
,,,,,,,,,,,,,,,,,1.32343,,,,,,,,,,,,,407eb4f4-ea90-4254-ac9f-d473eafc6fd4,26,,,"[36.1, 21.6]",3890432,0,,,,,1.5596443,,Right Foot,,,,"[36.4, 48.5]",,Ground Pass,,26.901672,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,,1,Regular Play,Robin Knoche,8239.0,Left Center Back,3,Wolfsburg,179,['f03c16b2-6bbb-44ef-b9c2-fbb17b5592de'],15,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:15.147,Pass,
,,,,,,,,,,,,,,,,,3.029905,,,,,,,,,,,,,2444f951-0903-421e-8c5c-9fde33333c36,29,,,"[37.9, 53.3]",3890432,0,,,,,0.42106685,,Right Foot,,,,"[86.8, 75.2]",,High Pass,,53.580032,,Incomplete,,Sebastian Jung,24919.0,,,,,,,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,3,Wolfsburg,179,"['22f52822-553f-4110-89e2-48b283f2d830', 'ce746418-d32b-4333-a9bb-a8214175c468']",20,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:20.548,Pass,
,,,,,,,,,,,,,,,,,2.270367,,,,,,,,,,,,,30d79cf1-4317-4036-a994-3448ed591155,33,,,"[36.1, 1.7]",3890432,0,,,,,0.75952876,,Left Foot,,,,"[69.8, 33.7]",,High Pass,,46.472466,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,,1,Regular Play,Sead Kolašinac,3510.0,Left Back,4,Schalke 04,181,"['65a48439-03ab-4e65-8110-d93f00fb76b9', 'ea998054-726c-4d46-bd93-3bd0a0c499f2']",24,,,,,,,,,,,,,,,,Schalke 04,181,00:00:24.639,Pass,
,,,,,,,,,,,,,,,,,1.621659,,,,,,,,,,,,,30d14907-0150-45f8-9363-602167e4d31e,38,,,"[77.0, 46.3]",3890432,0,,,,,0.90544075,2c0b7849-90b5-4d50-a0c8-2d179e961988,Right Foot,,,,"[88.3, 60.7]",,Ground Pass,,18.30437,,,,Leroy Sané,3053.0,True,,,,,,1,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,4,Schalke 04,181,['6c9a020b-c259-4030-9de9-1bdc44b50f71'],29,,,,,,,,,,,,,,,,Schalke 04,181,00:00:29.454,Pass,
,,,,,,,,,,,,,,,,,1.40256,,,,,,,,,,,,,03e49432-0e36-4451-b8d6-f427ef9be9f8,54,,,"[82.0, 32.5]",3890432,0,,,,,2.5419965,,Right Foot,,,,"[58.3, 48.7]",,Ground Pass,,28.707664,,,,Joël Andre Job Matip,3502.0,,,,,,,1,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,4,Schalke 04,181,['0bb32ff2-098a-498e-a5aa-d513bed689a2'],43,,,,,,,,,,,,,,,,Schalke 04,181,00:00:43.068,Pass,
,,,,,,,,,,,,,,,,,1.482132,,,,,,,,,,,,,275fbb94-aa87-4f63-ba8e-ce660992a8b6,57,,,"[64.7, 55.0]",3890432,0,,,,,1.3725963,,Right Foot,,,,"[69.5, 78.9]",,Ground Pass,,24.377243,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,4,Schalke 04,181,['0c795ccd-f74c-4dc4-ad5b-c4ba96a87317'],46,,,,,,,,,,,,,,,,Schalke 04,181,00:00:46.455,Pass,
,,,,,,,,,,,,,,,,,1.048307,,,,,,,,,,,,,283dfe7a-d6cd-44e9-9c7a-94c1796e3d0d,61,,,"[69.5, 78.0]",3890432,0,,,,,0.024237677,,Right Foot,,,,"[86.0, 78.4]",,Ground Pass,,16.504848,,,,Leroy Sané,3053.0,,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,4,Schalke 04,181,['524a0523-4b43-4617-b01b-14f993ae9b40'],48,,,,,,,,,,,,,,,,Schalke 04,181,00:00:48.918,Pass,
,,,,,,,,,,,,,,,,,0.812315,,,,,,,,,,,,,e927486c-eded-40c6-a3b6-1efc585e7ac7,65,,,"[86.0, 78.6]",3890432,0,,,,,-2.5829933,,Right Foot,,,,"[82.8, 76.6]",,Ground Pass,,3.7735925,,Unknown,,Uilson de Souza Paula Júnior,30312.0,,,,,,,1,Regular Play,Leroy Sané,3053.0,Right Wing,4,Schalke 04,181,"['24a279d3-426c-4647-b348-78a401773086', 'd294838e-bbf9-409a-8fa2-6e6a7ba72a98']",49,,,,,,,,,,,,,,,,Schalke 04,181,00:00:49.988,Pass,True
,,,,,,,,,,,,,,,,,2.425075,,,,,,,,,,,,,c1793768-21f8-433f-a2ca-7ba86aa7ec9e,69,,,"[34.1, 2.9]",3890432,1,,,,,2.0947733,,Left Foot,,,,"[17.4, 31.8]",,Ground Pass,,33.378136,,,,Diego Orlando Benaglio,4600.0,,,,,,Free Kick,1,From Free Kick,Robin Knoche,8239.0,Left Center Back,5,Wolfsburg,179,['fb29b576-fd6e-4dfa-9c90-6de70fff57d0'],7,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:07.206,Pass,
,,,,,,,,,,,,,,,,,1.499494,,,,,,,,,,,,,b24d5894-eecc-41bf-8871-f6a9fd301cf8,72,,,"[18.9, 34.1]",3890432,1,,,,,1.012197,,Right Foot,,,,"[28.4, 49.3]",,Ground Pass,,17.924564,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,,1,From Free Kick,Diego Orlando Benaglio,4600.0,Goalkeeper,5,Wolfsburg,179,['dead6a50-f9a5-4c8a-bc23-b8475c34861d'],10,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:10.542,Pass,
,,,,,,,,,,,,,,,,,2.064152,,,,,,,,,,,,,35ca0990-388d-42d3-a784-f7110b7bda4d,75,,,"[30.4, 49.8]",3890432,1,,,,,-1.6756732,,Right Foot,,,,"[27.2, 19.4]",,Ground Pass,,30.567957,,,,Robin Knoche,8239.0,,,,,,,1,From Free Kick,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,5,Wolfsburg,179,['87a0373f-be3d-4eb9-b204-be7e3636b2c0'],13,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:13.212,Pass,
,,,,,,,,,,,,,,,,,0.838004,,,,,,,,,,,,,d1b45669-a935-49f5-b016-1d9d6420709e,78,,,"[38.1, 21.1]",3890432,1,,,,,0.51345974,,Right Foot,,,,"[51.4, 28.6]",,Ground Pass,,15.268923,,,,Josuha Guilavogui,8230.0,,,,,,,1,From Free Kick,Robin Knoche,8239.0,Left Center Back,5,Wolfsburg,179,['35d5413d-79a7-4a6d-80c9-52d9e8caaa1a'],20,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:20.117,Pass,
,,,,,,,,,,,,,,,,,1.116236,,,,,,,,,,,,,9c56dfed-fe22-4a4b-b346-196e710b7c5d,82,,,"[51.9, 28.8]",3890432,1,,,,,-2.37506,,Right Foot,,,,"[41.1, 18.4]",,Ground Pass,,14.993332,,,,Robin Knoche,8239.0,,,,,,,1,From Free Kick,Josuha Guilavogui,8230.0,Center Defensive Midfield,5,Wolfsburg,179,"['279719ef-2828-45e6-a959-e497351649fc', 'c76f0c72-2c6c-46a9-be7a-f53a79d89f8a']",21,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:21.418,Pass,True
,,,,,,,,,,,,,,,,,1.395005,,,,,,,,,,,,,3cba8ed7-8751-4b0a-b51e-63286d80cfa0,85,,,"[36.9, 20.4]",3890432,1,,,,,1.5334306,,Right Foot,,,,"[38.1, 52.5]",,Ground Pass,,32.12242,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,,1,From Free Kick,Robin Knoche,8239.0,Left Center Back,5,Wolfsburg,179,['9c5a2062-5427-429e-af6f-93c8f57aa414'],24,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:24.977,Pass,
,,,,,,,,,,,,,,,,,1.831216,,,,,,,,,,,,,12dabcac-0927-4ba0-ba02-6f836922e73b,91,,,"[41.3, 75.8]",3890432,1,,,,,-1.2458407,,Left Foot,,,,"[47.6, 57.1]",,Ground Pass,,19.732714,,,,Josuha Guilavogui,8230.0,,,,,,,1,From Free Kick,Max Kruse,8386.0,Right Center Midfield,5,Wolfsburg,179,['3ff949c0-b339-4cef-8687-f169ff2bc110'],32,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:32.668,Pass,
,,,,,,,,,,,,,,,,,1.56056,,,,,,,,,,,,,9a0c81b3-9e8e-41e4-8437-3ed57b3efcaa,95,,,"[48.2, 61.7]",3890432,1,,,,,0.24913146,,Right Foot,,,,"[76.5, 68.9]",,High Pass,,29.201542,,Incomplete,,Sebastian Jung,24919.0,,,,,,,1,From Free Kick,Josuha Guilavogui,8230.0,Center Defensive Midfield,5,Wolfsburg,179,"['2676dc02-9949-481c-99f8-155b0d903232', '28c89d9f-17a3-448e-a1c6-b240526b9178', '3370b436-5214-4dd4-a98a-bc63b0439d76']",35,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:35.101,Pass,True
,,,,,,,,,,,,,,,,,0.765081,,,,,,,,,,,,,8ed7b69e-9996-4570-b441-5d6e7b77d85e,99,,,"[43.9, 11.5]",3890432,1,,,,,-0.8093936,,Right Foot,,,,"[50.0, 5.1]",,Ground Pass,,8.84138,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,6,Schalke 04,181,['c7956826-bfc2-441f-a5b1-0a4cf7aec898'],37,,,,,,,,,,,,,,,,Schalke 04,181,00:01:37.521,Pass,
,,,,,,,,,,,,,,,,,0.875106,,,,,,,,,,,,,06290970-4fad-4513-b5dd-590c28cfdad4,106,,,"[63.8, 3.4]",3890432,1,,,,,1.5314466,,Right Foot,,,,"[64.3, 16.1]",,Ground Pass,,12.709839,,Incomplete,,Leon Goretzka,6324.0,,,,,,,1,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,6,Schalke 04,181,"['7c0f8839-d65d-4f6e-9a4d-2551d8a6c8a0', 'ee633a28-c6f4-438c-8a43-b6637beb2bbc']",40,,,,,,,,,,,,,,,,Schalke 04,181,00:01:40.504,Pass,
,,,,,,,,,,,,,,,,,0.467503,,,,,,,,,,,,,ee633a28-c6f4-438c-8a43-b6637beb2bbc,108,,,"[55.8, 64.0]",3890432,1,,,,,0.83535653,,Right Foot,,,,"[61.5, 70.3]",,Ground Pass,,8.495881,,,,Sebastian Jung,24919.0,,,,,,Recovery,1,Regular Play,Josuha Guilavogui,8230.0,Center Defensive Midfield,6,Schalke 04,181,"['06290970-4fad-4513-b5dd-590c28cfdad4', '56a7488c-8d94-4d7d-baef-f376dab6c399']",41,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:41.379,Pass,
,,,,,,,,,,,,,,,,,1.919209,,,,,,,,,,,,,8a2e0999-c1bd-4aef-a1ac-aea13f25943d,112,,,"[56.6, 0.1]",3890432,1,,True,,,1.5027199,,,,,,"[57.2, 8.9]",,Low Pass,,8.820431,,,,Leon Goretzka,6324.0,,,,,,Throw-in,1,From Throw In,Sead Kolašinac,3510.0,Left Back,7,Schalke 04,181,['762583e2-f5bf-45d4-bd89-89034d98a31a'],46,,,,,,,,,,,,,,,,Schalke 04,181,00:01:46.544,Pass,
,,,,,,,,,,,,,,,,,0.636615,,,,,,,,,,,,,cba34213-0588-4070-98db-d40f8473e7b5,116,,,"[56.9, 8.3]",3890432,1,,,,,-1.5253731,,Right Foot,,,,"[57.2, 1.7]",,Ground Pass,,6.606815,,,,Sead Kolašinac,3510.0,,,,,,,1,From Throw In,Leon Goretzka,6324.0,Left Defensive Midfield,7,Schalke 04,181,"['24d17f13-24b5-46bf-b38e-cb810a8ba86d', '63efb047-a270-4175-bd4e-7a09a1d21c59']",49,,,,,,,,,,,,,,,,Schalke 04,181,00:01:49.058,Pass,True
,,,,,,,,,,,,,,,,,0.448579,,,,,,,,,,,,,99d6284e-644d-4d5b-8379-c1252416d750,120,,,"[56.6, 2.3]",3890432,1,,,,,0.11542666,,Left Foot,,,,"[63.5, 3.1]",,Ground Pass,,6.946222,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,7,Schalke 04,181,"['ac03aff3-a260-4062-a886-4915ee59b31b', 'd748f136-e513-4548-ad85-a63c17cff7d9']",50,,,,,,,,,,,,,,,,Schalke 04,181,00:01:50.196,Pass,True
,,,,,,,,,,,,,,,,,0.828529,,,,,,,,,,,,,08235b1a-6329-4f39-bfe3-edbae7ecdbcf,123,,,"[64.1, 3.1]",3890432,1,,,,,1.5363272,,Right Foot,,,,"[64.3, 8.9]",,Ground Pass,,5.8034472,,Incomplete,,Leon Goretzka,6324.0,,,,,,,1,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,7,Schalke 04,181,"['44017009-7902-42af-a848-d5e264392f47', 'a657dcb7-701b-4f11-95fa-e921e1c1a384', 'f71b03e7-7969-4123-96b8-f83d89c3c147']",50,,,,,,,,,,,,,,,,Schalke 04,181,00:01:50.645,Pass,True
,,,,,,,,,,,,,,,,,0.624319,,,,,,,,,,,,,1b7b9067-967d-48c3-9822-19ea234fb887,126,,,"[58.6, 6.1]",3890432,1,,,,,-0.41704923,,Left Foot,,,,"[66.5, 2.6]",,Ground Pass,,8.640602,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,Recovery,1,From Throw In,Sead Kolašinac,3510.0,Left Back,7,Schalke 04,181,['56a8340d-27c6-4c19-bf75-69ae1951b678'],52,,,,,,,,,,,,,,,,Schalke 04,181,00:01:52.193,Pass,
,,,,,,,,,,,,,,,,,0.476648,,,,,,,,,,,,,c4c6bde5-b114-437d-8325-429f17e7f5d5,131,,,"[64.7, 2.6]",3890432,1,,,,,2.9356012,,Right Foot,,,,"[58.0, 4.0]",,Ground Pass,,6.844706,,,,Sead Kolašinac,3510.0,,,,,,,1,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,7,Schalke 04,181,"['106b1599-bf46-4346-9140-00160feb2c0d', '441ebf60-377a-415e-99f2-a0ae5ca3c7b3']",57,,,,,,,,,,,,,,,,Schalke 04,181,00:01:57.641,Pass,True
,,,,,,,,,,,,,,,,,0.776973,,,,,,,,,,,,,1e779161-9eb4-4107-a13e-ca863f7c843e,133,,,"[58.0, 4.0]",3890432,1,,,,,0.30623072,,Left Foot,,,,"[71.6, 8.3]",,Ground Pass,,14.26359,,,,Leon Goretzka,6324.0,,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,7,Schalke 04,181,['8ec80d20-8d23-4ae2-9e03-a8f7160ef2c5'],58,,,,,,,,,,,,,,,,Schalke 04,181,00:01:58.118,Pass,
,,,,,,,,,,,,,,,,,1.362269,,,,,,,,,,,,,abddeb96-9201-4b7d-99dc-3a663f8c5781,136,,,"[71.6, 7.1]",3890432,1,,,,,-0.81569195,,Right Foot,,,,"[78.0, 0.3]",,Ground Pass,,9.338094,,Out,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,,1,From Throw In,Leon Goretzka,6324.0,Left Defensive Midfield,7,Schalke 04,181,"['11963a7a-71cb-4e1c-8f2c-432d0e1883bc', 'b73b823b-fc16-4dcc-8fd8-94300f7d286a']",58,,,,,,,,,,,,,,,,Schalke 04,181,00:01:58.895,Pass,True
,,,,,,,,,,,,,,,,,1.991226,,,,,,,,,,,,,519e22a6-1a35-48ec-9a2d-1ad04811edaf,138,,,"[43.3, 80.0]",3890432,2,,,,,-0.41577077,,,,,,"[69.8, 68.3]",,High Pass,,28.967913,,,,Nicklas Bendtner,20200.0,,,,,,Throw-in,1,From Throw In,Sebastian Jung,24919.0,Right Back,8,Wolfsburg,179,['089b1a0a-d903-4399-96b0-79f033017499'],12,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:12.020,Pass,
