50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cc15761-55d1-4832-91fc-9af3df1e6f1a,2440,,,"[37.9, 11.4]",3890432,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sead Kolašinac,3510.0,Left Back,132,Schalke 04,181,['a60c52a7-0723-4415-aaa9-754d2c6ec69d'],26,,,,,,,,,,,,,,,,Schalke 04,181,00:19:26.609,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c3460ee-b597-4974-82c2-45c2d1feb8e6,2443,,,"[53.6, 1.6]",3890432,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,132,Schalke 04,181,['a06b58b1-8c0d-4cf5-8139-88b4d7037277'],27,,,,,,,,,,,,,,,,Schalke 04,181,00:19:27.375,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e4afa8e-650a-4517-a354-9610b65f1d66,2447,,,"[48.6, 2.7]",3890432,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,133,Schalke 04,181,"['9f9ea944-602e-40ee-8a45-1db281b688ed', 'd7954fcd-f47e-4965-bdd7-937dae142973']",43,,,,,,,,,,,,,,,,Schalke 04,181,00:19:43.834,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375f8f47-6d89-41dd-bbed-d806b60a09d9,2450,,,"[44.7, 1.3]",3890432,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sead Kolašinac,3510.0,Left Back,133,Schalke 04,181,['cfc4fa84-cf76-4914-9f45-ebf23e1004e0'],45,,,,,,,,,,,,,,,,Schalke 04,181,00:19:45.070,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78ce1c47-6a1b-454e-8c94-2fa4a41d4575,2453,,,"[79.7, 55.0]",3890432,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Max Kruse,8386.0,Center Attacking Midfield,134,Wolfsburg,179,['6514c56b-a520-4542-9f6f-e581e7653177'],49,,,,,,,,,,,,,,,,Wolfsburg,179,00:19:49.800,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a36235ea-db4b-4b5d-928f-9c2d903eb9d2,2458,,,"[62.3, 31.6]",3890432,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,135,Schalke 04,181,['6410244a-a922-4455-abce-82b41d42480b'],55,,,,,,,,,,,,,,,,Schalke 04,181,00:19:55.334,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0248338-9f59-4470-a167-47d6251639b3,2462,,,"[71.3, 70.3]",3890432,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Max Meyer,8508.0,Center Attacking Midfield,135,Schalke 04,181,['678f0962-b3e9-467b-8aac-d7a4fbcd7a2f'],59,,,,,,,,,,,,,,,,Schalke 04,181,00:19:59.505,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acfb14af-60fc-4789-993b-c653297b606e,2465,,,"[91.5, 56.0]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leroy Sané,3053.0,Right Wing,135,Schalke 04,181,['4aa31be1-d84f-4c9f-8a2a-256e557ed059'],5,,,,,,,,,,,,,,,,Schalke 04,181,00:20:05.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2496675-8b92-4b37-a9e0-cb6fe685a948,2469,,,"[100.7, 46.2]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,135,Schalke 04,181,"['1a56414b-7468-405b-a739-6cda8cdc5b84', 'cfcf4e63-8288-4f8d-9d4d-2c10a7276b7b']",7,,,,,,,,,,,,,,,,Schalke 04,181,00:20:07.314,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bfb4c24-6310-4fb3-a348-9a6ea0820ad1,2472,,,"[91.5, 57.7]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leroy Sané,3053.0,Right Wing,135,Schalke 04,181,['be35bff1-b3a0-4db7-b948-1b81c9dfd7c2'],9,,,,,,,,,,,,,,,,Schalke 04,181,00:20:09.575,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cd77bac-1302-4c71-b178-b0851a47a144,2480,,,"[62.3, 59.9]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,135,Schalke 04,181,['309c7db1-1a1e-41b8-be39-693033f1dc63'],13,,,,,,,,,,,,,,,,Schalke 04,181,00:20:13.397,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9cc6a126-dfa6-42e2-9856-8246695d7f7f,2483,,,"[68.2, 50.7]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leon Goretzka,6324.0,Left Defensive Midfield,135,Schalke 04,181,['2be8f86c-f993-44d6-b2fa-89c2debf5b2b'],15,,,,,,,,,,,,,,,,Schalke 04,181,00:20:15.129,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef7e39fc-ccaf-4227-bb7a-fb37100d5bc5,2486,,,"[108.6, 19.8]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,135,Schalke 04,181,['3eb53fb5-fccd-4d77-a932-f203c0bd5526'],18,,,,,,,,,,,,,,,,Schalke 04,181,00:20:18.918,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8549ebcb-31aa-463e-9a35-f4df1e986f9a,2490,,,"[79.9, 56.4]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nicklas Bendtner,20200.0,Center Forward,136,Wolfsburg,179,['4019ef2e-922f-45e3-9d5b-76cd84f959de'],48,,,,,,,,,,,,,,,,Wolfsburg,179,00:20:48.812,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf9b892d-111a-43b6-8a5b-605ddbcb3a15,2496,,,"[26.9, 31.7]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,137,Schalke 04,181,['8ec6e56f-b6e3-475a-9663-275dd2c66f4b'],50,,,,,,,,,,,,,,,,Schalke 04,181,00:20:50.933,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab43d84c-7982-4bd5-9f0e-9ce9c2d2dc05,2501,,,"[34.1, 26.1]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sead Kolašinac,3510.0,Left Back,137,Schalke 04,181,"['004f4a0f-707d-4f0d-ac9d-aa1e843bd114', 'e2e6650f-4861-4ace-822e-ff107363bb84']",53,,,,,,,,,,,,,,,,Schalke 04,181,00:20:53.072,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262ba005-1fb9-46e9-93f0-b13db6554d54,2507,,,"[55.0, 3.5]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,137,Schalke 04,181,['f24437d9-b304-4ad7-9355-8e9866e632cb'],55,,,,,,,,,,,,,,,,Schalke 04,181,00:20:55.965,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fb58675-b0d0-44b0-99f3-d333a349db8a,2510,,,"[37.3, 6.9]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sead Kolašinac,3510.0,Left Back,137,Schalke 04,181,['e647c20b-95a9-4be7-a23d-c96e320d4d9c'],58,,,,,,,,,,,,,,,,Schalke 04,181,00:20:58.755,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf244a92-900e-4d61-82f7-ff4b77245c2c,2513,,,"[49.1, 2.5]",3890432,65,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,137,Schalke 04,181,"['99c250b2-3e37-4c9e-bcfe-7ef16ea53b15', 'eba84df0-7ee8-4957-afb0-44af0b3b1919']",59,,,,,,,,,,,,,,,,Schalke 04,181,00:20:59.607,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7066a0a-697a-413f-857a-982d4a9469c3,2518,,,"[38.2, 36.1]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joël Andre Job Matip,3502.0,Right Center Back,138,Schalke 04,181,['ffb2547b-70cc-4b72-a199-2dc33b66973c'],11,,,,,,,,,,,,,,,,Schalke 04,181,00:21:11.598,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05ea168c-f1fc-4825-a29d-1f95d7af61d9,2522,,,"[49.2, 29.5]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Johannes Geis,6717.0,Right Defensive Midfield,138,Schalke 04,181,['d40fe036-7e42-4f43-b466-953264705476'],13,,,,,,,,,,,,,,,,Schalke 04,181,00:21:13.797,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27c0bd70-290b-4807-99ac-5cb49ca2470c,2525,,,"[55.0, 3.9]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sead Kolašinac,3510.0,Left Back,138,Schalke 04,181,['20726a4b-2aae-467f-b0a3-5994013b5f1f'],16,,,,,,,,,,,,,,,,Schalke 04,181,00:21:16.571,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503fb30-2190-41d0-ae37-6484e04e877c,2529,,,"[65.8, 2.5]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,138,Schalke 04,181,"['b38fd05f-1d4c-4c37-bd6a-9b9c0a19c396', 'd511157e-6f94-4fba-bf55-72685717ff20']",18,,,,,,,,,,,,,,,,Schalke 04,181,00:21:18.294,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300fa79e-1f2e-42c7-aba6-9ce22df54ff3,2532,,,"[67.2, 0.5]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sead Kolašinac,3510.0,Left Back,138,Schalke 04,181,['cd0ef2b1-b7e1-4bf8-b5bd-275258f09965'],18,,,,,,,,,,,,,,,,Schalke 04,181,00:21:18.734,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9321c4ce-1b47-4536-ac1d-43847104aa82,2535,,,"[85.4, 18.1]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Klaas-Jan Huntelaar,8060.0,Center Forward,139,Schalke 04,181,['fdbf7faa-f27f-4177-ab0a-f20cbca57b10'],39,,,,,,,,,,,,,,,,Schalke 04,181,00:21:39.727,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992b96ea-b8ed-4ebf-bc1a-d20a0821c994,2539,,,"[29.0, 74.6]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adelino André Vieira Freitas,10790.0,Right Back,140,Wolfsburg,179,['ac10bfd3-4d8c-4166-ba51-70d3a7b43202'],43,,,,,,,,,,,,,,,,Wolfsburg,179,00:21:43.092,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19527fd1-b8c5-4a4f-8172-ef1201b2d6fa,2542,,,"[41.1, 55.1]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,140,Wolfsburg,179,['60dd4767-ee21-4e6c-aeed-b025e59c7765'],45,,,,,,,,,,,,,,,,Wolfsburg,179,00:21:45.609,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b86576d-2cfd-4660-95e6-6bfea6cb7ac8,2545,,,"[97.6, 18.2]",3890432,66,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bruno Henrique Pinto,25152.0,Left Wing,140,Wolfsburg,179,['a7290032-47fa-4d52-81ac-d5a12b156d2c'],51,,,,,,,,,,,,,,,,Wolfsburg,179,00:21:51.515,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946a81b-a095-4814-bb87-20c3bbc72233,2549,,,"[89.5, 71.1]",3890432,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Klaas-Jan Huntelaar,8060.0,Center Forward,141,Schalke 04,181,['b5eded0b-ea8b-46dd-8c9d-aaa4ad4abe6d'],21,,,,,,,,,,,,,,,,Schalke 04,181,00:22:21.383,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbdad6d6-f1ee-44c5-9b37-05c118c2eb8d,2555,,,"[47.7, 4.9]",3890432,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bruno Henrique Pinto,25152.0,Left Wing,142,Wolfsburg,179,['7dc3cce2-0f85-401c-bd21-060554e985d9'],43,,,,,,,,,,,,,,,,Wolfsburg,179,00:22:43.606,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa15c338-58d4-4a7f-a1fe-60a1ac599ea2,2557,,,"[46.7, 21.5]",3890432,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sebastian Jung,24919.0,Right Defensive Midfield,142,Wolfsburg,179,['e7341edf-9680-4b22-a4a8-3c5e7208c6e2'],45,,,,,,,,,,,,,,,,Wolfsburg,179,00:22:45.634,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bcd3506-36fb-4b51-a3cd-5050fa64d279,2559,,,"[84.2, 53.6]",3890432,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,142,Wolfsburg,179,['22ff4794-7f7c-4b0c-9206-e7e63858e565'],46,,,,,,,,,,,,,,,,Schalke 04,181,00:22:46.771,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecba5bda-3a7f-4ba6-8bd0-b57e6314001f,2562,,,"[92.9, 47.2]",3890432,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Klaas-Jan Huntelaar,8060.0,Center Forward,142,Wolfsburg,179,['9cad2624-c2b2-4372-b7b0-7a0d8e22c946'],47,,,,,,,,,,,,,,,,Schalke 04,181,00:22:47.887,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c68d0aa-d0e6-4fad-9abc-9ada15136e54,2566,,,"[65.1, 57.5]",3890432,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Caligiuri,8521.0,Right Wing,142,Wolfsburg,179,['195df29e-ac34-4ce2-a183-ab00d30e5e9d'],53,,,,,,,,,,,,,,,,Wolfsburg,179,00:22:53.223,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51222084-f1c0-4918-89c4-68fbceca3ba6,2571,,,"[84.9, 48.8]",3890432,67,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sebastian Jung,24919.0,Right Defensive Midfield,142,Wolfsburg,179,['8f6b5c6c-ef74-4da5-8d0c-7923433582c0'],57,,,,,,,,,,,,,,,,Wolfsburg,179,00:22:57.917,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d95df3c4-23dd-4a71-a1ea-852647a559ae,2574,,,"[71.3, 70.8]",3890432,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Caligiuri,8521.0,Right Wing,143,Wolfsburg,179,['5f13567a-1928-44e0-b338-7ede9f074a2d'],4,,,,,,,,,,,,,,,,Wolfsburg,179,00:23:04.190,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78efdb22-0da8-485a-8caa-e5673d8f26e6,2578,,,"[93.0, 46.4]",3890432,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nicklas Bendtner,20200.0,Center Forward,143,Wolfsburg,179,"['873585ab-1bc8-42e0-99df-9255aa044367', 'e5d8705b-14d4-4a8c-b105-734e784ba97d']",10,,,,,,,,,,,,,,,,Wolfsburg,179,00:23:10.572,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3027f26-3151-43b7-b5a5-e47917c68aa1,2581,,,"[89.5, 37.6]",3890432,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Caligiuri,8521.0,Right Wing,143,Wolfsburg,179,['a623ee36-52b9-43c2-bf25-a4754227e8e5'],12,,,,,,,,,,,,,,,,Wolfsburg,179,00:23:12.348,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3e731b5-2383-417c-a141-35d9e9cf08cd,2584,,,"[103.4, 24.8]",3890432,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bruno Henrique Pinto,25152.0,Left Wing,143,Wolfsburg,179,['6fddda7e-5832-4b99-be4a-bbb3cc439c2a'],13,,,,,,,,,,,,,,,,Wolfsburg,179,00:23:13.954,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac67f021-1087-46b5-9765-232d0a359167,2590,,,"[106.2, 40.4]",3890432,68,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,144,Wolfsburg,179,['646e93e9-d03d-4b27-95df-bbdadfa65992'],48,,,,,,,,,,,,,,,,Wolfsburg,179,00:23:48.119,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d9cda30-bbab-4e3e-9d45-f548cf29f0b3,2596,,,"[70.7, 78.1]",3890432,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Adelino André Vieira Freitas,10790.0,Right Back,144,Wolfsburg,179,['69181d3a-4e16-4ba2-8ac7-3fa97c68ff1f'],0,,,,,,,,,,,,,,,,Wolfsburg,179,00:24:00.740,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fc72887-d9a9-4c47-998e-bd1e91cf554c,2605,,,"[35.7, 60.3]",3890432,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,144,Wolfsburg,179,['cbd067f7-dcd5-47ee-b9fb-a8e78455074b'],30,,,,,,,,,,,,,,,,Wolfsburg,179,00:24:30.622,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4f3996e-21a0-4e94-978d-15cecbbbfed3,2608,,,"[44.1, 48.7]",3890432,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sebastian Jung,24919.0,Right Defensive Midfield,144,Wolfsburg,179,['8fc3cab6-395b-4865-baa3-b778aa4c95f8'],33,,,,,,,,,,,,,,,,Wolfsburg,179,00:24:33.214,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61bfefb2-8868-435d-80f8-bb7d87839ee7,2613,,,"[105.9, 29.3]",3890432,69,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Bruno Henrique Pinto,25152.0,Left Wing,144,Wolfsburg,179,['edf75dd7-de9f-43a0-9bde-0ea73ab49776'],42,,,,,,,,,,,,,,,,Wolfsburg,179,00:24:42.762,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538a884a-72c7-4320-bf99-c6aa5e0be161,2617,,,"[11.8, 14.8]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Roman Neustädter,16534.0,Left Center Back,145,Schalke 04,181,['af3467b2-4c2a-4bd6-9a9d-8baa62dd42f3'],5,,,,,,,,,,,,,,,,Schalke 04,181,00:25:05.160,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce5c0266-07f8-46ce-9fdc-88650883dfea,2619,,,"[24.7, 31.9]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Johannes Geis,6717.0,Right Defensive Midfield,145,Schalke 04,181,['84ba743b-79df-49bb-bfaa-d3eaa53edaf5'],7,,,,,,,,,,,,,,,,Schalke 04,181,00:25:07.004,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8e2a168-ec20-43ec-8fbd-bb07fd1911a7,2622,,,"[27.5, 56.7]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Joël Andre Job Matip,3502.0,Right Center Back,145,Schalke 04,181,['3087c1af-1d32-4446-8a1b-81341696756a'],10,,,,,,,,,,,,,,,,Schalke 04,181,00:25:10.658,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3e40ff1-eda9-4f77-8ded-fe77654f201a,2625,,,"[66.1, 74.5]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Uilson de Souza Paula Júnior,30312.0,Right Back,145,Schalke 04,181,['73104a0b-f89d-4c05-8251-d0c1a941fcda'],15,,,,,,,,,,,,,,,,Schalke 04,181,00:25:15.158,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d9b69b8-b654-422a-b108-8a593807d688,2628,,,"[85.7, 47.7]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Leon Goretzka,6324.0,Left Defensive Midfield,145,Schalke 04,181,['31add32c-769d-4a62-ae73-181af87f84c1'],17,,,,,,,,,,,,,,,,Schalke 04,181,00:25:17.909,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d12162c0-004f-4bf6-b8f6-fd9c49f4c78a,2633,,,"[99.6, 52.6]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Leroy Sané,3053.0,Right Wing,145,Schalke 04,181,"['58de0804-ba1a-48cb-8e4f-b38da14e99ff', '81d9bac5-961d-485e-ba77-c0a5ce41e83d', 'ef2bf57a-589c-4b46-8981-49e5216ab5cb']",19,,,,,,,,,,,,,,,,Schalke 04,181,00:25:19.719,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761706f2-06a5-457a-92ab-32e3c7305260,2643,,,"[16.7, 1.5]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Bruno Henrique Pinto,25152.0,Left Wing,145,Schalke 04,181,['4a760cb8-2635-4657-9753-0adf77b435fa'],26,,,,,,,,,,,,,,,,Wolfsburg,179,00:25:26.670,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c78a902c-b23b-4071-b39a-0da474c26849,2654,,,"[111.5, 71.7]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,146,Schalke 04,181,"['505f343f-8bac-41f7-a03b-8b066c5d4dac', '6af776b2-400d-46a6-b716-0bc96d7b2dbd']",44,,,,,,,,,,,,,,,,Schalke 04,181,00:25:44.908,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d2504d2-b0f9-4e75-b220-f727422abec9,2657,,,"[112.4, 78.1]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,146,Schalke 04,181,['b55af335-f0e9-47b1-8e37-9389479a6bec'],46,,,,,,,,,,,,,,,,Schalke 04,181,00:25:46.272,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623bcc03-fa33-45f8-a493-98a5070d4586,2661,,,"[105.8, 75.9]",3890432,70,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,146,Schalke 04,181,['ae906f44-4fcb-4277-9efa-c1ffa3079314'],47,,,,,,,,,,,,,,,,Schalke 04,181,00:25:47.761,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75afd377-a688-4aa7-97a9-0b83be1ca067,2669,,,"[34.1, 6.6]",3890432,71,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bruno Henrique Pinto,25152.0,Left Wing,147,Wolfsburg,179,['6407f799-9bf3-4e34-bede-c27f76e3cb77'],7,,,,,,,,,,,,,,,,Wolfsburg,179,00:26:07.404,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a6dfdd8-cd18-4ba0-95d2-60e02e2ac752,2672,,,"[39.3, 9.8]",3890432,71,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Caligiuri,8521.0,Right Wing,147,Wolfsburg,179,['d06bf015-d739-42c6-9e78-2afc491bb927'],9,,,,,,,,,,,,,,,,Wolfsburg,179,00:26:09.053,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac229ead-238d-4cfd-80a6-0e5197b3c5c5,2681,,,"[87.4, 51.9]",3890432,71,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,147,Wolfsburg,179,['d8762dd1-5a3f-4c77-8094-5bbc882ea4d4'],11,,,,,,,,,,,,,,,,Schalke 04,181,00:26:11.821,Ball Receipt*,
