50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,3554625d-5e65-4a7c-a706-e8ecb4d4a613,1003,,"[64.2, 64.3]",3890449,32,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,76,Werder Bremen,176,['abb008ad-1497-4436-8bbd-aa4551820cb9'],27,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:32:27.955,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,5fb7b5fd-46e4-4126-ac31-ba8b6015b4a6,1012,,"[28.7, 45.5]",3890449,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Gálvez Jimena,6924.0,Right Center Back,77,Ingolstadt,189,['6b06f489-1c7b-40db-aec7-ae8306570847'],41,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:32:41.347,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,a0a23a7b-72e3-4c5e-9f3f-c1ef5bb47f15,1020,,"[79.6, 7.0]",3890449,33,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dario Lezcano,9113.0,Center Forward,79,Ingolstadt,189,['7fdc4686-babc-40f6-b31e-089aa1e908ed'],15,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:33:15.080,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,6bb9f71a-85cd-43d1-a1a1-e714eb12e778,1066,,"[64.6, 5.3]",3890449,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Robert Bauer,8394.0,Left Back,80,Werder Bremen,176,['b1de8820-6323-4175-a992-ecc85ba37407'],59,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:33:59.992,Duel,True
,,,,,,,,,,True,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,,,6a55d96e-a659-4efc-9a80-28011fdc1c65,1089,,"[86.9, 25.0]",3890449,34,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dario Lezcano,9113.0,Center Forward,82,Werder Bremen,176,['142d3e71-6520-4296-98d8-91e8da70af13'],49,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:34:49.122,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,056058e9-9617-447f-8d87-95f901b28be5,1108,,"[39.4, 51.9]",3890449,35,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,84,Ingolstadt,189,['63f08ebd-59c1-4f60-a369-75b908c645dc'],21,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:35:21.915,Duel,True
,,,,,,,,,,True,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,,,b471aaf7-5d01-4420-a618-36028d426881,1140,,"[45.8, 29.9]",3890449,35,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin Hübner,8405.0,Left Center Back,86,Ingolstadt,189,['1141cea7-934c-4cfa-b6e5-1f0bdcbd2bd4'],44,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:35:44.634,Duel,True
,,,,,,,,,,,,,,Success Out,Tackle,0.0,,,,,,,,,,,,,,97791aa3-5a49-47e5-a516-bbf92284ac24,1181,,"[31.1, 14.1]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mathew Leckie,5481.0,Left Wing,88,Werder Bremen,176,['63a52096-9575-45d1-8701-a8039fef62a5'],16,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:37:16.751,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,873988a5-20b3-4766-ad1d-117b2d681819,1184,,"[58.0, 6.4]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dario Lezcano,9113.0,Center Forward,89,Ingolstadt,189,['c4ec0f6e-286f-4b42-b0f4-472bbe5601d6'],38,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:37:38.327,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,5d537da7-5616-49d1-9491-5eca11eba0f8,1188,,"[63.2, 75.4]",3890449,37,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,90,Ingolstadt,189,['50df4c8e-9000-46ac-a4c5-d8e3f9eb36d4'],54,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:37:54.903,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,079903d1-039c-4e88-834c-ac6a3b549c06,1247,,"[9.2, 4.7]",3890449,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Bauer,8394.0,Left Back,92,Werder Bremen,176,['6f0b4f98-d67f-49db-9c47-6c1e6573bda7'],48,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:38:48.931,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,0b017574-4bf8-48ef-baa0-e129b8422ca5,1250,,"[112.8, 54.7]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Left Defensive Midfield,93,Werder Bremen,176,['77167c0b-c1c2-4052-8daf-474892001772'],8,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:39:08.512,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,,,0dea004a-f840-44fc-b4c3-c3feb4d554b5,1281,,"[54.4, 4.7]",3890449,39,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Bauer,8394.0,Left Back,94,Werder Bremen,176,['51a40f5b-3a67-447e-a34a-36bbb7113c90'],41,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:39:41.717,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,6654c7a5-a4ed-459a-84d7-cacd99ed9dc9,1330,,"[65.3, 57.5]",3890449,41,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jannik Vestergaard,8815.0,Left Defensive Midfield,97,Werder Bremen,176,['d02d4a46-6d61-4228-a9ec-25e93009c8b4'],55,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:41:55.050,Duel,True
,,,,,,,,,,True,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,,,54b82805-130b-47ad-82b1-65c58fd04668,1347,,"[88.8, 63.1]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danny Vieira da Costa,8676.0,Right Back,98,Ingolstadt,189,['37ca6d23-5985-469f-bf68-9f5e734d069e'],7,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:42:07.220,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,c9726230-9080-4afe-829d-dbd48225349d,1350,,"[77.7, 16.4]",3890449,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Ujah,12624.0,Center Forward,98,Ingolstadt,189,['2dc9537c-9f42-44c3-bb29-4bf8b5588ec8'],13,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:42:13.144,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,,,7d373a37-6448-4353-b4c7-de5ddebb7a08,1396,,"[28.5, 25.0]",3890449,43,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alejandro Gálvez Jimena,6924.0,Right Center Back,100,Ingolstadt,189,['37fcac20-ada3-4780-b022-66092b67a507'],16,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:43:16.206,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,8c531f84-68b9-422f-b9f4-753fe89b4bf8,1403,,"[64.2, 60.7]",3890449,43,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lukas Fröde,9257.0,Right Defensive Midfield,101,Werder Bremen,176,['d8e926e7-6893-437d-a22e-4ebba7ea277f'],44,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:43:44.837,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,035d164f-63ab-4f16-9b33-e0760fed668b,1450,,"[48.4, 48.5]",3890449,44,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,103,Werder Bremen,176,['2a99b7bf-6629-4eed-b2cd-1de8e95aed44'],48,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:44:48.872,Duel,True
,,,,,,,,,,True,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,d8b023a6-1608-492a-b4e1-34656846fc01,1477,,"[79.0, 6.4]",3890449,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Mathew Leckie,5481.0,Left Wing,105,Ingolstadt,189,['3c3569e9-6de1-4442-9f34-0bae9c231d34'],14,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:14.778,Duel,True
,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,,,728e2341-38c7-4571-8fcd-c23ca8c7fbaf,1483,,"[58.2, 16.2]",3890449,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Benjamin Hübner,8405.0,Left Center Back,105,Ingolstadt,189,['7a009636-928f-408b-bc66-133b9850cd04'],17,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:17.351,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,7cb9dfbd-e19a-4683-9ea0-794954571bbb,1515,,"[112.6, 23.7]",3890449,46,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jannik Vestergaard,8815.0,Right Defensive Midfield,108,Werder Bremen,176,['4af5dcda-f679-42e6-8901-8191d9e0ad22'],46,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:46.186,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,4c39b58c-eb35-4f6f-b4e8-a59e13832c7c,1543,,"[79.8, 8.7]",3890449,47,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mathew Leckie,5481.0,Left Wing,109,Ingolstadt,189,['d2fc254a-0730-4667-bdff-579ffef6e211'],34,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:34.621,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,90b51983-8523-48c7-b4c9-76f19e95b791,1558,,"[85.0, 75.7]",3890449,48,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lukas Fröde,9257.0,Left Defensive Midfield,111,Werder Bremen,176,['301418c0-7358-4c23-8e9e-dcbd66b25640'],0,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:00.510,Duel,True
,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,,,77f52330-b12f-48e6-890a-3b0f9b1b665b,1610,,"[68.1, 75.9]",3890449,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sambou Yatabaré,23660.0,Right Wing,114,Werder Bremen,176,['a9444f8c-5a34-4ae4-8079-db76aeeb2879'],45,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:45.837,Duel,True
,,,,,,,,,,True,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,e0774e75-4c73-48a5-987e-85596332f4cb,1614,,"[50.3, 6.8]",3890449,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Robert Bauer,8394.0,Left Back,114,Werder Bremen,176,['adeca6d8-33d9-4a99-8c77-ec16aa28dd57'],47,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:47.810,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,70732c3f-8d47-4076-a136-16e05e3e5e00,1638,,"[97.2, 28.6]",3890449,50,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Claudio Miguel Pizarro Bossio,11132.0,Center Attacking Midfield,118,Werder Bremen,176,['bc8917b8-e6f9-49d3-ba51-2ce5a90ff109'],3,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:05:03.691,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,17b2d74a-5965-4ed9-a606-3d7d84862cb2,1660,,"[17.0, 64.5]",3890449,50,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Danny Vieira da Costa,8676.0,Right Back,119,Werder Bremen,176,['aa9538ae-be71-4374-b2a8-ccdfb656a1df'],31,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:05:31.481,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,408be2d8-ff57-47ba-8135-23d22a499d5e,1691,,"[24.2, 3.6]",3890449,51,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Almog Cohen,20485.0,Left Center Midfield,120,Werder Bremen,176,['5941a820-c026-4e26-91ca-f90bde2c8f51'],21,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:06:21.574,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,8d76be80-4def-4d00-a284-83745838acb5,1702,,"[8.8, 4.0]",3890449,51,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Benjamin Hübner,8405.0,Left Center Back,121,Werder Bremen,176,['5d89ee5d-ca61-478d-bd61-8b3c824e8bd4'],31,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:06:31.600,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,e5bff7ec-d6ca-4644-bdbb-f3a8c5103b6c,1705,,"[8.7, 32.9]",3890449,51,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Marvin Matip,9106.0,Right Center Back,122,Werder Bremen,176,['4ccd7106-764a-40f7-ade4-d3db06401f04'],54,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:06:54.993,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,3dc10bcf-b1ad-4c76-a395-e0608dd955a9,1710,,"[57.2, 12.6]",3890449,52,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Florian Grillitsch,11396.0,Left Wing,123,Ingolstadt,189,['014f0edc-3783-489c-afb5-2313f6e37efd'],25,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:07:25.603,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,aaaf6746-958d-482d-a15c-5dfb15a9f602,1718,,"[71.1, 72.7]",3890449,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mathew Leckie,5481.0,Left Wing,124,Werder Bremen,176,['b355a251-d087-43d9-84e2-807099e35291'],36,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:07:36.736,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,47327c52-f7c0-4b2f-ab36-e1cd8a748601,1723,,"[71.1, 15.8]",3890449,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florian Grillitsch,11396.0,Left Wing,124,Werder Bremen,176,['99024227-df44-487d-8ef3-bdfc1774dbc7'],40,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:07:40.071,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,633e29ae-6315-4388-81a3-4c7819d90dd9,1735,,"[81.6, 27.7]",3890449,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Moritz Hartmann,40464.0,Right Wing,125,Ingolstadt,189,['1a1e8145-e051-4705-8609-6b618d3ef06d'],49,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:07:49.919,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,350bc5a4-f267-46cc-bf06-75d2cd5ccc33,1745,,"[39.8, 51.3]",3890449,53,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alejandro Gálvez Jimena,6924.0,Right Center Back,125,Ingolstadt,189,['c04f4b46-9335-44d4-86db-7a4253a78488'],2,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:08:02.204,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,a9214413-9c31-4275-8cec-e80fd2e1c0b8,1760,,"[93.9, 66.0]",3890449,53,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Claudio Miguel Pizarro Bossio,11132.0,Center Attacking Midfield,126,Werder Bremen,176,['4055293d-ad40-426b-970b-888dfb04c56f'],31,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:08:31.890,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,b8fb385d-3a2f-40f1-be14-885254ccea9e,1762,,"[86.7, 69.5]",3890449,53,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jannik Vestergaard,8815.0,Right Defensive Midfield,126,Werder Bremen,176,['944bed9a-1251-449e-8885-6c3e53f8916b'],34,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:08:34.165,Duel,True
,,,,,,,,,,,,,,Success In Play,Tackle,0.0,,,,,,,,,,,,,,70a9da08-edc1-4263-abce-6d468261a28f,1805,,"[3.3, 17.3]",3890449,55,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Robert Bauer,8394.0,Left Back,130,Werder Bremen,176,['968453c2-95d6-4b9c-8484-69a2e3d19876'],40,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:10:40.213,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,7dade05c-e8ff-4da6-85fb-82f93932064c,1817,,"[72.8, 13.0]",3890449,56,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Mathew Leckie,5481.0,Left Wing,131,Ingolstadt,189,['4bcd245d-a416-4257-983c-9e7f439afa2c'],21,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:11:21.393,Duel,True
,,,,,,,,,,True,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,e56d0bd1-0b15-4762-b57b-6d3440ddf32b,1828,,"[69.2, 5.9]",3890449,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Hübner,8405.0,Left Center Back,133,Werder Bremen,176,['b0d5d3ef-4821-4806-9e2d-9a96af02a676'],41,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:11:41.100,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,bc0b3a41-f891-49a6-92b8-1893669315b6,1885,,"[104.6, 55.8]",3890449,58,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alejandro Gálvez Jimena,6924.0,Right Center Back,140,Werder Bremen,176,['850d72e7-b623-42fa-aac1-786bce2bbd02'],43,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:13:43.915,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,6d9fd9be-1498-430c-903d-260736c18223,1939,,"[109.8, 38.5]",3890449,59,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anthony Ujah,12624.0,Center Forward,143,Werder Bremen,176,['60a38731-0566-4b57-984e-5518b666a216'],29,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:14:29.230,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.005375,,,,,,,,,,,,,,f749033e-179f-4d94-9603-0d1e0432cdaf,1944,,"[100.8, 37.8]",3890449,59,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jannik Vestergaard,8815.0,Right Defensive Midfield,143,Werder Bremen,176,['5123e84d-046a-4adf-a076-4d0f0ad410cb'],35,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:14:35.439,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.909123,,,,,,,,,,,,,,10a09538-e9c9-4534-86a1-f46be2d143bc,1953,,"[47.1, 12.4]",3890449,60,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lukas Fröde,9257.0,Left Defensive Midfield,144,Ingolstadt,189,['51a84563-b728-428b-8140-fba686d093fd'],11,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:11.890,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,e11c995d-e698-4dad-8a60-003cf99a8612,1961,,"[85.4, 6.6]",3890449,60,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anthony Ujah,12624.0,Center Forward,145,Werder Bremen,176,['56e9e080-0150-4ab6-9887-a82a876fb50f'],28,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:15:28.904,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,,,84a1b645-5ebe-40f6-8e19-7507a53fc85f,1998,,"[62.7, 56.0]",3890449,61,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sambou Yatabaré,23660.0,Right Wing,147,Ingolstadt,189,['4eb27862-a232-4813-bcbb-9323b01a6fa1'],18,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:16:18.451,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,dc5520ab-2447-4511-b549-35650f036434,2034,,"[80.9, 32.0]",3890449,62,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Moritz Hartmann,40464.0,Right Wing,149,Ingolstadt,189,['0445fead-773c-412d-aeab-bf7c08c9ce19'],24,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:17:24.490,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,fa50a2ea-d817-47fd-8c4f-2d7a784965fa,2074,,"[41.8, 73.1]",3890449,64,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Theodor Gebre Selassie,8396.0,Right Back,152,Ingolstadt,189,['7408b7e4-6842-4fbd-9c14-25338d131afd'],23,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:19:23.093,Duel,True
,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,,,fcb2caac-9090-42f1-bced-2dda73c80051,2130,,"[28.9, 6.8]",3890449,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Santiago García,26359.0,Left Back,156,Werder Bremen,176,['34fa56b6-d874-441c-8a38-675278e825de'],54,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:20:54.438,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,28b38be5-d383-4610-ac34-b5fdb61b7742,2177,,"[49.7, 3.8]",3890449,68,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dario Lezcano,9113.0,Center Forward,160,Ingolstadt,189,['6e542fb8-55ca-4c9a-a28c-eed4fa077e7f'],52,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:23:52.231,Duel,True
,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,,,2049b137-675b-414e-88eb-f4c27dd37706,2192,,"[49.5, 69.0]",3890449,69,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jannik Vestergaard,8815.0,Right Center Back,161,Werder Bremen,176,['8f1244f6-f979-46e3-b521-bd032fc69044'],1,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:24:01.553,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,83d71aee-d909-48f2-bd1a-6e7ec5a2c81a,2204,,"[48.2, 2.9]",3890449,69,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mathew Leckie,5481.0,Left Wing,161,Werder Bremen,176,['582554d4-7a20-4b07-b52a-d69719b4c65b'],9,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:24:09.345,Duel,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,,,4ec55ace-0c47-4863-818b-507ab387232d,2214,,"[17.4, 8.3]",3890449,69,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Almog Cohen,20485.0,Left Center Midfield,163,Werder Bremen,176,['c49aef11-7c0a-4c04-a692-447196ef27dd'],51,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:24:51.489,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,794fe1eb-07e6-4a31-927c-7480cc1c86a5,2246,,"[97.4, 72.0]",3890449,72,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Moritz Hartmann,40464.0,Right Wing,166,Ingolstadt,189,['8f139e33-26ac-4f5a-9876-b83ea30efab2'],4,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:27:04.720,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,9fe498c5-c3f4-41e1-8e8e-6b3c8d1b3f6c,2278,,"[106.4, 45.5]",3890449,73,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sambou Yatabaré,23660.0,Right Center Midfield,171,Werder Bremen,176,['25e0ec12-aff4-4d52-90a2-28035ed54eef'],5,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:28:05.167,Duel,True
,,,,,,,,,,,,,,Lost Out,Tackle,0.0,,,,,,,,,,,,,,31b28bba-8500-49f9-b0a2-9b603c14716c,2317,,"[11.6, 4.2]",3890449,74,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Almog Cohen,20485.0,Left Center Midfield,173,Werder Bremen,176,['414f66b7-e2dd-494a-88cc-65bf68144770'],4,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:29:04.581,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,7cfe8c86-0a59-4d39-8ec2-3a5309a3cac0,2402,,"[85.6, 23.9]",3890449,76,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Benjamin Hübner,8405.0,Left Center Back,178,Ingolstadt,189,['27e14d8e-ce50-4d73-bcde-755390b6f181'],43,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:31:43.928,Duel,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,,519e3be7-9b83-4e3d-aa62-3d8b42b536aa,2441,,"[79.0, 62.8]",3890449,77,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mathew Leckie,5481.0,Left Wing,181,Ingolstadt,189,['44a3d6e2-9ff4-4e1c-bdf9-f8246d76013a'],45,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:32:45.971,Duel,True
