50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.175886,,,,,,,,,,,,,,,c0ecfa23-4bba-4e92-9f41-d4c7bf8bd243,15,,,"[61.4, 69.4]",3890493,0,,,,1.0982994,,Right Foot,,,"[66.0, 78.4]",,High Pass,,10.107423,,,,Leon Goretzka,6324.0,,,,,1,Regular Play,Alessandro Schöpf,11281.0,Right Attacking Midfield,3,Schalke 04,181,['9ace1770-43d8-4538-ad0e-a9990f133b5a'],8,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:08.447,Pass,
,,,,,,,,,,,,,,,,,0.769946,,,,,,,,,,,,,,,e3a16418-657c-4d3b-8d64-cba8221c4337,19,,,"[70.2, 74.6]",3890493,0,,,,-0.3901369,,Left Foot,,,"[80.9, 70.2]",,Low Pass,,11.569356,,Incomplete,,Franco Matías Di Santo,8512.0,,,,,1,Regular Play,Leon Goretzka,6324.0,Right Wing Back,3,Schalke 04,181,"['188262bd-fa4e-4fa2-a035-2082b87d2d6c', '6095761a-c6ea-4bc3-ac9c-9d9ef16fa9cd', 'e8c86c67-bc00-4c96-a8ba-94c80c8cb710']",10,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:10.778,Pass,True
,,,,,,,,,,,,,,,,,1.134227,,,,,,,,,,,,,,,2768dd7e-89d4-43a3-93e1-c5864ed822f0,23,,,"[39.4, 10.9]",3890493,0,,,,-0.87815446,,Left Foot,,,"[47.2, 1.5]",,Ground Pass,,12.2147455,,,,Lars Edi Stindl,8806.0,,,,,1,Regular Play,Martin Hinteregger,8307.0,Left Center Back,4,Borussia Mönchengladbach,185,['964e523b-1eb4-4b22-a817-b4c12ceaa8c3'],12,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:12.439,Pass,
,,,,,,,,,,,,,,,,,0.676396,,,,,,,,,,,,,,,4ea8bdb5-3da3-4430-879f-7861f94c7520,26,,,"[47.2, 1.5]",3890493,0,,,,0.8978253,,Right Foot,,,"[52.7, 8.4]",,Ground Pass,,8.823832,,,,Fabian Johnson,11283.0,,,,,1,Regular Play,Lars Edi Stindl,8806.0,Center Attacking Midfield,4,Borussia Mönchengladbach,185,['c1313552-5ae2-4a02-93c8-cc8764bfb3c7'],13,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:13.804,Pass,
,,,,,,,,,,,,,,,,,0.188533,,,,,,,,,,,,,,,94f460cb-4326-4f37-b68e-129dc5fbabcd,28,,,"[52.7, 8.4]",3890493,0,,,,-0.4636476,,Left Foot,,,"[56.1, 6.7]",,Low Pass,,3.8013155,,Incomplete,,Thorgan Hazard,5632.0,,,,,1,Regular Play,Fabian Johnson,11283.0,Left Wing Back,4,Borussia Mönchengladbach,185,"['9a13a65f-c9de-42d0-91cc-08806431ed65', 'd7c2baa9-b70d-4cab-9d12-91baef327f5f']",14,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:14.481,Pass,
,,,,,,,,,,,,,,,,,2.46903,,,,,,,,,,,,,,,d575b8b8-c048-417e-b591-fe7a224b4a38,31,,,"[63.9, 0.1]",3890493,0,,,,0.0,,,,,"[87.6, 0.1]",,High Pass,,23.7,,Out,,,,,,,Throw-in,1,From Throw In,Martin Hinteregger,8307.0,Left Center Back,5,Borussia Mönchengladbach,185,,30,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:30.152,Pass,
,,,,,,,,,,,,,,,,,1.757665,,,,,,,,,,,,,,,769d6566-8207-4263-b982-535c00199c12,32,,,"[28.5, 80.0]",3890493,0,,,,-1.9314443,,,,,"[21.9, 62.5]",,Low Pass,,18.703209,,,,Joël Andre Job Matip,3502.0,,,,Throw-in,1,From Throw In,Leon Goretzka,6324.0,Right Wing Back,6,Schalke 04,181,['850d29bc-b2af-453e-a5d7-32abf041c901'],35,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:35.004,Pass,
,,,,,,,,,,,,,,,,,1.899125,,,,,,,,,,,,,,,795f0978-40f3-45ba-9a97-54aafc9d0aca,35,,,"[23.0, 62.8]",3890493,0,,,,-2.243275,,Right Foot,,,"[5.8, 41.2]",,Ground Pass,,27.611591,,,,Ralf Fährmann,8517.0,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Center Back,6,Schalke 04,181,['c9c3a322-0992-4df3-9504-cc10c9a68a5f'],39,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:39.055,Pass,
,,,,,,,,,,,,,,,,,3.149549,,,,,,,,,,,,,,,a14a2583-46d1-4828-bfc0-d0d23e2dcebe,38,,,"[7.5, 40.0]",3890493,0,,,,0.0046948013,,Right Foot,,,"[71.4, 40.3]",,High Pass,,63.900703,,,,Franco Matías Di Santo,8512.0,,,,,1,From Throw In,Ralf Fährmann,8517.0,Goalkeeper,6,Schalke 04,181,['950565e1-3492-4911-b1aa-962d33664a21'],42,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:42.781,Pass,
,,,,,,,,,,,,,,,,,1.491908,,,,,,,,,,,,,,,0fd66c86-baa3-491b-9754-601a7a444a0d,41,,,"[71.4, 40.3]",3890493,0,,,True,0.059928156,,,,,"[86.4, 41.2]",,High Pass,,15.026976,,Incomplete,,Leroy Sané,3053.0,,,,,1,From Throw In,Franco Matías Di Santo,8512.0,Center Forward,6,Schalke 04,181,"['5b391d63-62cd-446f-a578-1a7cc95e612a', '657c9902-c655-42bb-a553-1d715fed2b93', '67c996ff-f62d-4d49-bc34-3711c05e9d63']",45,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:45.971,Pass,True
,,,,,,,,,,,,,,,,,1.636607,,,,,,,,,,,,,,,67c996ff-f62d-4d49-bc34-3711c05e9d63,44,,,"[33.7, 38.9]",3890493,0,,,True,0.2413555,,,,,"[46.7, 42.1]",,High Pass,,13.388055,,,,Mahmoud Dahoud,8238.0,,,,Recovery,1,From Counter,Håvard Nordtveit,8395.0,Right Center Back,7,Borussia Mönchengladbach,185,"['0fd66c86-baa3-491b-9754-601a7a444a0d', '130c8bee-f7d4-41d9-b629-15d5831709fa', '7660f55c-d45f-4034-ab6d-3e8cd33e8e1d']",47,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:47.463,Pass,True
,,,,,,,,,,,,,,,,,1.51561,,,,,,,,,,,,,,,627b6734-111e-4bf9-a9ac-edc1571d3f27,46,,,"[46.7, 42.1]",3890493,0,,,,-0.9272952,,Head,,,"[52.1, 34.9]",,Low Pass,,9.0,,,,Granit Xhaka,3500.0,,,,,1,From Counter,Mahmoud Dahoud,8238.0,Right Defensive Midfield,7,Borussia Mönchengladbach,185,['8bd2aeb9-5b5c-48dd-bc7f-e077a86271cd'],49,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:49.099,Pass,
,,,,,,,,,,,,,,,,,3.101713,,,,,,,,,,,,,,,fd2def13-5094-4601-96ac-c83e3471e785,51,,,"[64.5, 53.0]",3890493,1,,,,-1.4985154,,Right Foot,,,"[68.2, 1.9]",,High Pass,,51.233776,,,,Sead Kolašinac,3510.0,,True,,Free Kick,1,From Free Kick,Pierre-Emile Højbjerg,3570.0,Right Defensive Midfield,8,Schalke 04,181,['0b5b291f-572b-474d-a69e-46ee0f2891cd'],0,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:00.425,Pass,
,,,,,,,,,,,,,,,,,1.470478,,,,,,,,,,,,,,,627fa35d-7e4c-4765-88b5-411c8c769c15,54,,,"[67.7, 4.0]",3890493,1,,,,2.4722352,,Left Foot,,,"[49.5, 18.4]",,Ground Pass,,23.207758,,,,Roman Neustädter,16534.0,,,,,1,From Free Kick,Sead Kolašinac,3510.0,Left Wing Back,8,Schalke 04,181,['8ef4cdca-3e76-4956-96dc-0d7f5edcac13'],4,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:04.146,Pass,
,,,,,,,,,,,,,,,,,1.311811,,,,,,,,,,,,,,,80d05ee3-e28c-4d5e-bdd9-33a704b8d093,57,,,"[42.0, 24.8]",3890493,1,,,,1.8107194,,Right Foot,,,"[36.3, 48.1]",,Ground Pass,,23.98708,,,,Joël Andre Job Matip,3502.0,,,,,1,From Free Kick,Roman Neustädter,16534.0,Left Center Back,8,Schalke 04,181,['467e1956-3694-4665-94fc-7e9ae33189f4'],7,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:07.769,Pass,
,,,,,,,,,,,,,,,,,1.849434,,,,,,,,,,,,,,,beea691e-3004-4155-92c6-18b3edb08ca7,60,,,"[36.3, 48.1]",3890493,1,,,,1.210391,,Right Foot,,,"[46.4, 74.9]",,Ground Pass,,28.640007,,,,Sascha Riether,25003.0,,,,,1,From Free Kick,Joël Andre Job Matip,3502.0,Center Back,8,Schalke 04,181,['78661012-3a88-4790-af1e-0b0943ccad2f'],10,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:10.662,Pass,
,,,,,,,,,,,,,,,,,1.084515,,,,,,,,,,,,,,,a3d7dfec-a728-417b-8e7a-104438f831e7,63,,,"[48.4, 75.2]",3890493,1,,,,-2.4050446,,Right Foot,,,"[36.6, 64.5]",,Ground Pass,,15.928905,,,,Joël Andre Job Matip,3502.0,,,,,1,From Free Kick,Sascha Riether,25003.0,Right Center Back,8,Schalke 04,181,['71b08d15-8dc4-40f9-84e3-bfe385dcb2c8'],13,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:13.779,Pass,
,,,,,,,,,,,,,,,,,1.471258,,,,,,,,,,,,,,,ad8409e3-01e9-4c9f-8f06-adbc8519ebcd,67,,,"[46.1, 56.2]",3890493,1,,,,-1.7221718,,Right Foot,,,"[40.7, 20.8]",,Ground Pass,,35.809498,,,,Roman Neustädter,16534.0,,,,,1,From Free Kick,Joël Andre Job Matip,3502.0,Center Back,8,Schalke 04,181,"['6b73af77-8471-4224-b6c1-3b945b999123', 'c8cd8e43-6251-4815-b50e-a4b088c24d5d']",18,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:18.078,Pass,True
,,,,,,,,,,,,,,,,,2.229143,,,,,,,,,,,,,,,b6ed98e6-dc84-4d27-8f8b-45bb0c6e02f6,70,,,"[32.7, 23.3]",3890493,1,,,,2.4829893,,Left Foot,,,"[12.8, 38.7]",,Ground Pass,,25.16287,,,,Ralf Fährmann,8517.0,,,,,1,From Free Kick,Roman Neustädter,16534.0,Left Center Back,8,Schalke 04,181,['46caba8f-7ef0-46ae-97b1-5cc21199403c'],21,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:21.833,Pass,
,,,,,,,,,,,,,,,,,2.773533,,,,,,,,,,,,,,,30158c93-1bf3-4fef-837d-eb6feae4ca29,73,,,"[12.8, 39.5]",3890493,1,,,,0.4860565,,Right Foot,,,"[72.8, 71.2]",,High Pass,,67.85934,,,,Alessandro Schöpf,11281.0,,,,,1,From Free Kick,Ralf Fährmann,8517.0,Goalkeeper,8,Schalke 04,181,['7dd20e9f-58c6-4804-8717-173fefb8bb69'],30,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:30.030,Pass,
,,,,,,,,,,,,,,,,,2.923998,,,,,,,,,,,,,,,bf0bc89d-6bbd-4aea-9789-e32750873a4c,76,,,"[72.8, 71.2]",3890493,1,,,True,-0.038076825,,,,,"[93.8, 70.4]",,High Pass,,21.015232,,,,Franco Matías Di Santo,8512.0,,,,,1,From Free Kick,Alessandro Schöpf,11281.0,Right Attacking Midfield,8,Schalke 04,181,"['8c1dbab1-48c5-42b9-b330-5e45f2a4d52c', 'd2651e54-74ff-4764-b188-1bfed84bec2a']",32,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:32.803,Pass,True
,,,,,,,,,,,,,,,,,1.09126,,,,,,,,,,,,,,,a7857a12-37fb-469d-aefd-054a6ec9640b,80,,,"[94.4, 73.5]",3890493,1,,,,-2.1112158,,Right Foot,,,"[89.0, 64.5]",,Ground Pass,,10.495713,,,,Leon Goretzka,6324.0,,,,,1,From Free Kick,Franco Matías Di Santo,8512.0,Center Forward,8,Schalke 04,181,['6c95cba2-f3fd-4d24-b17d-80fdb98c3e3e'],38,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:38.114,Pass,
,,,,,,,,,,,,,,,,,0.163953,,,,,,,,,,,,,,,7f92032b-137d-49ba-b5ad-d29b4b0cd6a8,83,,,"[97.5, 62.5]",3890493,1,,,,-1.7480217,,Right Foot,,,"[96.3, 55.8]",,Ground Pass,,6.8066144,,Incomplete,,Max Meyer,8508.0,,,,,1,From Free Kick,Leon Goretzka,6324.0,Right Wing Back,8,Schalke 04,181,"['3141543c-1f27-4dd8-8aa1-7d68a445766d', '3bafcbc9-3605-40a1-a066-43fe2e6ced0d']",40,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:40.670,Pass,
,,,,,,,,,,,,,,,,,0.931137,,,,,,,,,,,,,,,dd3c0e13-c6b5-4b35-b842-656cc7e4fd97,86,,,"[104.5, 80.0]",3890493,2,,,,-0.24098668,,,,,"[116.3, 77.1]",,High Pass,,12.151132,,,,Alessandro Schöpf,11281.0,,,,Throw-in,1,From Throw In,Leon Goretzka,6324.0,Right Wing Back,9,Schalke 04,181,['b15a95c5-60a7-4fb3-966a-161c5899512e'],9,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:09.280,Pass,
,,,,,,,,,,,,,,,,,0.196612,,,,,,,,,,,,,,,507071cd-7fe7-4474-9c40-94996583ce4d,94,,,"[6.1, 3.0]",3890493,2,,,,0.0,,Right Foot,,,"[8.6, 3.0]",,Low Pass,,2.5,,Incomplete,,,,,,,,1,Regular Play,Fabian Johnson,11283.0,Left Wing Back,10,Borussia Mönchengladbach,185,['1f16ae6e-0591-4ff1-bf97-945e607f7bd8'],13,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:13.788,Pass,
,,,,,,,,,,,,,,,,,1.483135,,,,,,,,,,,,,,,39bf7d13-5da5-4f50-9b06-a91b622ec527,96,,,"[12.3, 12.2]",3890493,2,,,,-0.60267663,,Head,,,"[23.2, 4.7]",,High Pass,,13.231024,,,,Thorgan Hazard,5632.0,,,,Recovery,1,Regular Play,Martin Hinteregger,8307.0,Left Center Back,10,Borussia Mönchengladbach,185,['89c31d0b-e9ea-4aae-b3a7-ff4bb6be45f4'],16,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:16.040,Pass,
,,,,,,,,,,,,,,,,,2.015073,,,,,,,,,,,,,,,698a6ef2-3307-4849-b460-aa8000e31724,98,,,"[23.5, 4.7]",3890493,2,,,,0.3017224,,Head,,,"[43.1, 10.8]",,High Pass,,20.527298,,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,1,Regular Play,Thorgan Hazard,5632.0,Right Center Forward,10,Borussia Mönchengladbach,185,"['0171143a-e353-45b4-8c9a-a0f8bc107896', '6442897e-4ef1-410a-b817-f86cfc5bdda5']",17,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:17.523,Pass,
,,,,,,,,,,,,,,,,,0.919142,,,,,,,,,,,,,,,6442897e-4ef1-410a-b817-f86cfc5bdda5,100,,,"[77.0, 69.3]",3890493,2,,,,0.34302393,,Right Foot,,,"[91.0, 74.3]",,High Pass,,14.866069,,,,Leon Goretzka,6324.0,,,,Recovery,1,Regular Play,Joël Andre Job Matip,3502.0,Center Back,10,Borussia Mönchengladbach,185,"['15c5dbbc-a82d-4627-9354-66fadce39cb0', '698a6ef2-3307-4849-b460-aa8000e31724']",19,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:19.538,Pass,
,,,,,,,,,,,,,,,,,4.696714,,,,,,,,,,,,,,,85eaa905-a16d-440b-96cc-80f5dcb003bf,102,,,"[91.0, 74.3]",3890493,2,,,,0.106492154,,Head,,,"[120.0, 77.4]",,Low Pass,,29.165218,,Out,,Alessandro Schöpf,11281.0,,,,,1,Regular Play,Leon Goretzka,6324.0,Right Wing Back,10,Borussia Mönchengladbach,185,['b7898a3c-1b7b-4cbd-a3c2-6e98539885cd'],20,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:20.457,Pass,
,,,,,,,,,,,,,,,,,1.390695,,,,,,,,,,,,,,,7fa78057-cb26-434e-a1a3-349180172ec0,104,,,"[6.0, 36.0]",3890493,2,True,,,-1.225877,,Right Foot,,,"[12.0, 19.3]",,Ground Pass,,17.74514,,,,Martin Hinteregger,8307.0,,,,Goal Kick,1,From Goal Kick,Yann Sommer,5550.0,Goalkeeper,11,Borussia Mönchengladbach,185,['d167d97a-1d4b-440b-8f8b-c09abfc734c3'],31,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:31.950,Pass,
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,59b31624-0866-4e00-8fa5-6015a3c62e36,106,,,"[13.7, 16.5]",3890493,2,,,,2.1033003,,Left Foot,,,"[3.8, 33.3]",,Ground Pass,,19.5,,,,Yann Sommer,5550.0,,,,,1,From Goal Kick,Martin Hinteregger,8307.0,Left Center Back,11,Borussia Mönchengladbach,185,['389a058e-7d77-4541-b69f-105646161212'],33,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:33.569,Pass,
