50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.279985,,,,,,,,,,,,eb633578-395e-41c6-abaa-6ca1a52e3495,15,,"[43.8, 27.5]",3890435,0,,,,,0.7853982,,Head,,,"[55.2, 38.9]",High Pass,,16.122034,,,,Fabian Lustenberger,8965.0,,,,,Recovery,1,Regular Play,John Anthony Brooks,12327.0,Left Center Back,3,Hertha Berlin,173,"['73a06949-785a-46d4-94d1-c3b7e0b466db', 'd13abb41-7a3c-48d0-a306-ca346d0a0216']",11,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:11.717,Pass,
,,,,,,,,,,,,,,,,1.195036,,,,,,,,,,,,d973fa7d-a10b-4a47-a99c-fd801ee59814,18,,"[54.6, 37.0]",3890435,0,,,,True,-0.08314123,,,,,"[63.0, 36.3]",High Pass,,8.429116,,Incomplete,,Vladimír Darida,8579.0,,,,,,1,Regular Play,Fabian Lustenberger,8965.0,Right Defensive Midfield,3,Hertha Berlin,173,"['882f26b0-193b-40d3-9070-9f1472dd3a51', '8b85ab9f-2a16-4818-9ae8-a4075562e35c', '9d587946-8154-4c65-8473-d1c8da3998a7']",14,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:14.037,Pass,True
,,,,,,,,,,,,,,,,1.773074,,,,,,,,,,,,9d587946-8154-4c65-8473-d1c8da3998a7,21,,"[57.1, 43.8]",3890435,0,,,,True,0.29592603,,,,,"[73.5, 48.8]",High Pass,,17.145262,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,Recovery,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Hertha Berlin,173,"['13fde55a-5738-45e2-9cd1-c8487874370d', '3d12dc5d-caa1-45d9-bb8b-9f9462282f09', '78f08014-c7c0-4b9b-adc0-33c0163f2174', '92c884c1-8404-4bf2-9970-9c84b43d789a', 'd973fa7d-a10b-4a47-a99c-fd801ee59814']",15,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:15.232,Pass,True
,,,,,,,,,,,,,,,,0.479089,,,,,,,,,,,,4bc6f346-039a-4acb-b4d9-a4979859a702,27,,"[50.7, 27.2]",3890435,0,,,,,0.49839297,,Left Foot,,,"[65.4, 35.2]",Low Pass,,16.73589,,Incomplete,,Vedad Ibišević,8571.0,,,,,,1,Regular Play,John Anthony Brooks,12327.0,Left Center Back,3,Hertha Berlin,173,"['0a312af5-c799-4149-b326-178b1c4968c5', '4d2a2e82-f77b-435b-b6c6-6795314d68f8', '56eee460-223b-4999-af58-c8489b4860a8']",18,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:18.165,Pass,True
,,,,,,,,,,,,,,,,4.248301,,,,,,,,,,,,8c825628-64f9-440a-a4fe-73251ae7e854,30,,"[39.4, 55.0]",3890435,0,,,,,-0.2266641,,Right Foot,,,"[93.6, 42.5]",High Pass,,55.622746,,Incomplete,,Marco Reus,5559.0,,,,,Recovery,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,3,Hertha Berlin,173,"['41796680-c8d8-470f-8ecd-660aab12d0ae', '42acc7c1-d7eb-43fa-83f4-d63bcaf3bb87']",20,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:20.684,Pass,
,,,,,,,,,,,,,,,,1.799995,,,,,,,,,,,,41796680-c8d8-470f-8ecd-660aab12d0ae,32,,"[26.5, 37.6]",3890435,0,,,,,0.30865088,,Head,,,"[33.4, 39.8]",High Pass,,7.242237,,,,Fabian Lustenberger,8965.0,,,,,Recovery,1,Regular Play,Sebastian Langkamp,8580.0,Right Center Back,3,Hertha Berlin,173,"['712055f5-f3ce-4dbe-8cf3-09a6f7852b44', '8c825628-64f9-440a-a4fe-73251ae7e854']",24,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:24.932,Pass,
,,,,,,,,,,,,,,,,1.439997,,,,,,,,,,,,ea69506f-ff81-43bf-831c-9dc516dcf671,34,,"[33.8, 40.4]",3890435,0,,,,,1.7554808,,Head,,,"[32.1, 49.5]",Low Pass,,9.257429,,,,Mitchell Weiser,8576.0,,,,,,1,Regular Play,Fabian Lustenberger,8965.0,Right Defensive Midfield,3,Hertha Berlin,173,['f6919bcf-7345-435b-acf3-5c448d9e456b'],26,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:26.732,Pass,
,,,,,,,,,,,,,,,,1.759997,,,,,,,,,,,,7bec2431-a610-448a-b586-81114ffa9b5a,40,,"[38.1, 41.9]",3890435,0,,,,,-1.5707964,,Right Foot,,,"[38.1, 5.9]",Ground Pass,,36.0,,,,Marvin Plattenhardt,5569.0,,,,,,1,Regular Play,Mitchell Weiser,8576.0,Right Back,3,Hertha Berlin,173,['ca6b5a4b-043f-4512-823f-4af173f19db7'],30,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:30.348,Pass,
,,,,,,,,,,,,,,,,0.959999,,,,,,,,,,,,ad024dd3-c71e-4db9-b357-0b0bef5dd880,43,,"[44.6, 5.4]",3890435,0,,,,,1.5881859,,Left Foot,,,"[44.4, 16.9]",Ground Pass,,11.501739,,,,Jens Hegeler,40474.0,,,,,,1,Regular Play,Marvin Plattenhardt,5569.0,Left Back,3,Hertha Berlin,173,['c3aecd30-1611-4ad1-b2d6-44d6cbb62c68'],35,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:35.374,Pass,
,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,c07e3b31-a4dc-4ffd-9771-b9e94b5d5745,46,,"[44.4, 17.5]",3890435,0,,,,,-1.6503383,,Right Foot,,,"[43.3, 3.7]",Ground Pass,,13.843771,,,,Marvin Plattenhardt,5569.0,,,,,,1,Regular Play,Jens Hegeler,40474.0,Left Defensive Midfield,3,Hertha Berlin,173,['7b8ea47c-894b-4cab-80fc-53f672b60a4d'],36,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:36.734,Pass,
,,,,,,,,,,,,,,,,5.90566,,,,,,,,,,,,402ca032-f7f5-4d6f-9745-ff611128e627,49,,"[43.8, 4.8]",3890435,0,,,,,0.0,,Left Foot,,,"[97.7, 4.8]",High Pass,,53.9,,Incomplete,,Vedad Ibišević,8571.0,,,,,,1,Regular Play,Marvin Plattenhardt,5569.0,Left Back,3,Hertha Berlin,173,"['42757c62-ab0e-4345-ad5e-901903958473', '8d83e0c5-ac29-4493-ab69-dd9757b957c2']",38,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:38.494,Pass,
,,,,,,,,,,,,,,,,4.07075,,,,,,,,,,,,59ea882f-86ac-492d-8b99-2021c7897cb8,53,,"[84.8, 7.4]",3890435,0,,True,,,0.70892674,,Head,True,,"[112.2, 30.9]",Low Pass,,36.09723,,Incomplete,,Vedad Ibišević,8571.0,,,,,Recovery,1,Regular Play,Genki Haraguchi,5697.0,Left Midfield,3,Hertha Berlin,173,"['035d118b-2e6b-47a6-b699-88e419a13833', 'ac1950ec-99df-430c-a90e-2e2cbb7810fa']",45,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:45.769,Pass,
,,,,,,,,,,,,,,,,0.559996,,,,,,,,,,,,c1851c08-1e99-4092-8062-48ce3c4b883a,56,,"[7.5, 44.9]",3890435,0,,True,,,1.1232764,,Keeper Arm,,,"[15.9, 62.4]",Ground Pass,,19.411594,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Roman Bürki,8225.0,Goalkeeper,4,Borussia Dortmund,180,['37a98608-690d-4760-a5e1-8633dde55878'],59,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:59.560,Pass,
,,,,,,,,,,,,,,,,0.183279,,,,,,,,,,,,b985829f-2c13-495b-84c2-99753b7ece49,59,,"[15.9, 65.2]",3890435,1,,,,,0.6316906,,Right Foot,,,"[20.0, 68.2]",Low Pass,,5.080354,,Incomplete,,Henrikh Mkhitaryan,3275.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,4,Borussia Dortmund,180,"['173473a2-6f69-4cc5-a51b-fb96b1903fca', '796d58e6-9431-4ba3-9e83-a3199b929880', 'c2067041-c910-4707-8b5d-f125ee455416']",2,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:02.639,Pass,True
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,d52ac86f-4ae1-4c37-a20d-dbcdb26bcef3,62,,"[38.3, 80.0]",3890435,1,,,,,-2.7947578,,,,,"[21.7, 74.0]",Low Pass,,17.651062,,,,Sokratis Papastathopoulos,8244.0,,,,,Throw-in,1,From Throw In,Łukasz Piszczek,5658.0,Right Back,5,Borussia Dortmund,180,['6a1395da-1e38-4d7e-8c92-e913135ce71f'],10,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:10.266,Pass,
,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,f1852d64-deb5-4d8c-ab8f-e787dfc5d661,66,,"[37.0, 75.7]",3890435,1,,,,,0.1640301,,Right Foot,,,"[51.5, 78.1]",Ground Pass,,14.697279,,,,Łukasz Piszczek,5658.0,,,,,,1,From Throw In,Sokratis Papastathopoulos,8244.0,Right Center Back,5,Borussia Dortmund,180,"['f3905be2-7fc6-4215-81bc-4642ca76196c', 'fb3c8800-9b25-4cea-9b8f-5a8898fa04c6']",20,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:20.546,Pass,True
,,,,,,,,,,,,,,,,0.879997,,,,,,,,,,,,0e37d28b-f398-404d-931e-498855f67fee,69,,"[58.0, 76.8]",3890435,1,,,,,-0.3466974,,Right Foot,,,"[73.5, 71.2]",Ground Pass,,16.480595,,,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Throw In,Łukasz Piszczek,5658.0,Right Back,5,Borussia Dortmund,180,['572eb2af-1334-4cda-b15c-04dae91845a8'],22,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:22.986,Pass,
,,,,,,,,,,,,,,,,0.667434,,,,,,,,,,,,8f7147bd-a2b6-400b-8e9c-eea534d82f0f,72,,"[73.7, 71.6]",3890435,1,,,,,-2.0183163,,Left Foot,,,"[70.1, 64.1]",Low Pass,,8.319255,,Incomplete,,İlkay Gündoğan,10287.0,,,,,,1,From Throw In,Henrikh Mkhitaryan,3275.0,Left Wing,5,Borussia Dortmund,180,"['042f5597-8dcb-4d5b-84f5-fbbdab272ee4', '059eba17-5274-4832-9162-228b79187538']",23,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:23.927,Pass,
,,,,,,,,,,,,,,,,1.10494,,,,,,,,,,,,115820ad-750c-4075-9080-3d737a7b83e3,77,,"[72.7, 50.5]",3890435,1,,,,,-0.50074,,Left Foot,,,"[92.8, 39.5]",Ground Pass,,22.913097,,Incomplete,,Marco Reus,5559.0,,,,,,1,From Throw In,İlkay Gündoğan,10287.0,Right Center Midfield,5,Borussia Dortmund,180,"['21c375bc-1ed0-4bcb-bbc0-925deeb8ed7c', 'f882655b-8671-4a6a-b079-a79143f4ddd7']",27,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:27.359,Pass,
,,,,,,,,,,,,,,,,0.919999,,,,,,,,,,,,2158b6b6-904d-4ea3-88cd-8e6c94581e6d,83,,"[31.9, 40.4]",3890435,1,,,,,1.1574659,,Right Foot,,,"[39.4, 57.5]",Ground Pass,,18.67244,,,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,From Throw In,Sebastian Langkamp,8580.0,Right Center Back,5,Borussia Dortmund,180,['0f32b398-97f0-4783-9eba-1b2e74e389d7'],32,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:32.503,Pass,
,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,70aa4b41-9cdc-4afc-bfc0-324d9a82b539,91,,"[89.7, 22.6]",3890435,1,,,,,-0.56862074,,Right Foot,,,"[110.2, 9.5]",Ground Pass,,24.328173,,,,Marco Reus,5559.0,,,,,,1,From Throw In,Gonzalo Castro Randon,8233.0,Left Center Midfield,5,Borussia Dortmund,180,['7f585c2b-b503-4224-960c-5931e545dfab'],37,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:37.182,Pass,
,,,,,,,,,,,,,,,,0.959999,,,,,,,,,,,,ccb4e6d9-06a4-4946-a312-92edce6cc9ff,95,,"[110.9, 6.9]",3890435,1,,,,,3.083964,,Right Foot,,,"[100.5, 7.5]",Ground Pass,,10.417294,,,,Gonzalo Castro Randon,8233.0,,,,,,1,From Throw In,Marco Reus,5559.0,Right Wing,5,Borussia Dortmund,180,"['11e0cae3-8fad-4171-b8c3-fa0f2d239c20', 'e15da209-619d-4147-b517-9c589d1233a5']",40,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:40.342,Pass,True
,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,1986ad4c-a289-4d39-8d3f-28c45f44e484,98,,"[100.7, 6.9]",3890435,1,,,,,2.4964774,,Right Foot,,,"[80.9, 21.8]",Ground Pass,,24.780033,,,,Julian Weigl,8816.0,,,,,,1,From Throw In,Gonzalo Castro Randon,8233.0,Left Center Midfield,5,Borussia Dortmund,180,['8d40bec2-556d-41ea-a491-404f9019542d'],41,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:41.982,Pass,
,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,17954355-9073-495e-9f38-5cfc12b597ef,101,,"[80.9, 22.0]",3890435,1,,,,,1.5707964,,Right Foot,,,"[80.9, 40.3]",Ground Pass,,18.3,,,,İlkay Gündoğan,10287.0,,,,,,1,From Throw In,Julian Weigl,8816.0,Center Defensive Midfield,5,Borussia Dortmund,180,['1ae39c81-b676-4182-8895-8d8ad42c21db'],44,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:44.062,Pass,
,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,32ba1dc9-c34c-42e9-a7e9-784ed3ee73ee,105,,"[81.5, 37.3]",3890435,1,,,,,-1.9046361,,Right Foot,,,"[75.5, 20.0]",Ground Pass,,18.310926,,,,Julian Weigl,8816.0,,,,,,1,From Throw In,İlkay Gündoğan,10287.0,Right Center Midfield,5,Borussia Dortmund,180,"['1a62f6d1-2383-4fcf-81ab-23b1c3f8bbb7', 'de7cb40d-bbbb-4d72-8c74-d48e8f931c86']",46,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:46.542,Pass,True
,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,eb895f58-7eed-433f-a057-759410fa06f4,108,,"[75.3, 20.9]",3890435,1,,,,,1.7807698,0875253c-537d-4359-be5b-f23adf4d9104,Right Foot,,,"[70.1, 45.3]",Ground Pass,,24.947947,,,,Sokratis Papastathopoulos,8244.0,True,,,,,1,From Throw In,Julian Weigl,8816.0,Center Defensive Midfield,5,Borussia Dortmund,180,['942475e8-58c6-455d-99bd-9f927a908cf1'],48,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:48.782,Pass,
,,,,,,,,,,,,,,,,1.719994,,,,,,,,,,,,a01a8e06-b391-4156-8acf-8e71c6613b26,113,,"[12.7, 39.8]",3890435,2,,True,,,1.4888546,,Keeper Arm,,,"[14.4, 60.5]",Ground Pass,,20.76969,,,,Sebastian Langkamp,8580.0,,,,,,1,From Keeper,Rune Almenning Jarstein,8577.0,Goalkeeper,7,Hertha Berlin,173,['0f017464-d011-4488-9ba7-a21cf39de0f7'],1,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:01.185,Pass,
,,,,,,,,,,,,,,,,1.799993,,,,,,,,,,,,569ca16b-139a-4851-a2ac-98f81bfb2fae,115,,"[14.4, 60.5]",3890435,2,,,,,-2.5213432,,Right Foot,,,"[3.2, 52.5]",Ground Pass,,13.7637205,,,,Rune Almenning Jarstein,8577.0,,,,,,1,From Keeper,Sebastian Langkamp,8580.0,Right Center Back,7,Hertha Berlin,173,['03799a1e-7293-42ed-82a1-a7cd5789182e'],5,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:05.704,Pass,
,,,,,,,,,,,,,,,,2.439997,,,,,,,,,,,,0e02406f-6adb-42a7-b61b-542d25f2bb86,119,,"[3.4, 52.5]",3890435,2,,,,,0.058404267,,Right Foot,,,"[70.1, 56.4]",High Pass,,66.81392,,,,Vedad Ibišević,8571.0,,,,,,1,From Keeper,Rune Almenning Jarstein,8577.0,Goalkeeper,7,Hertha Berlin,173,"['350b4097-13e3-4ecf-aa68-ec1a12973740', '4c5ad8f9-3d90-42b3-a168-d84302de8ad0']",7,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:07.544,Pass,True
,,,,,,,,,,,,,,,,1.799998,,,,,,,,,,,,c0d3e87d-6b91-4375-929d-caa9d1d0b1ca,124,,"[19.6, 37.7]",3890435,2,,,,,0.88610166,,Right Foot,,,"[32.5, 53.5]",Ground Pass,,20.397305,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Roman Bürki,8225.0,Goalkeeper,8,Borussia Dortmund,180,['2407367e-52e0-4e84-9c04-21c00f58b051'],15,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:15.386,Pass,
,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,d9ff0cc8-8459-43b7-abc8-f9286e49adda,127,,"[32.9, 53.1]",3890435,2,,,,,-0.60165364,,Right Foot,,,"[39.6, 48.5]",Ground Pass,,8.127115,,,,Julian Weigl,8816.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,8,Borussia Dortmund,180,['98a7f39f-68c2-4cec-94a6-2c447531cdaa'],18,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:18.436,Pass,
