50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.156888,,,,,,,,,,,,,072ceb5f-01fe-46d8-8688-21480c56dbd5,17,,"[63.1, 63.4]",3890276,0,,,,-2.604682,,Right Foot,,,"[54.7, 58.4]",,Ground Pass,,9.775479,,,,Niko Bungert,13319.0,,,,,Free Kick,1,From Free Kick,Julian Baumgartlinger,20037.0,Right Defensive Midfield,4,FSV Mainz 05,177,['d4144e85-7e25-440a-b47e-67b6ff569baf'],49,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:49.429,Pass,
,,,,,,,,,,,,,,,,,2.527924,,,,,,,,,,,,,3dec2644-a0d2-41e5-a8dd-12902b20b7d4,20,,"[54.7, 58.4]",3890276,0,,,,-1.6481609,,Right Foot,,,"[52.7, 32.6]",,Ground Pass,,25.877403,,,,Stefan Bell,8559.0,,,,,,1,From Free Kick,Niko Bungert,13319.0,Right Center Back,4,FSV Mainz 05,177,['dc5e3f98-8c21-4fd3-82c0-4aa92ec19a8d'],50,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:50.587,Pass,
,,,,,,,,,,,,,,,,,1.658948,,,,,,,,,,,,,bed0c687-82bb-44c0-859a-3f09c609c060,22,,"[52.7, 32.6]",3890276,0,,,,-1.0337514,,Right Foot,,,"[68.3, 6.4]",,Ground Pass,,30.492622,,,,Joo-Ho Park,5609.0,,,,,,1,From Free Kick,Stefan Bell,8559.0,Left Center Back,4,FSV Mainz 05,177,['edae9bb4-b618-42e1-81cc-5e02715f34cd'],53,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:53.115,Pass,
,,,,,,,,,,,,,,,,,0.66207,,,,,,,,,,,,,911d0d19-a859-464d-a8ad-9e896af273e8,25,,"[68.3, 6.4]",3890276,0,,,,2.5610712,,Left Foot,,,"[59.0, 12.5]",,Ground Pass,,11.12205,,,,Fabian Frei,8561.0,,,,,,1,From Free Kick,Joo-Ho Park,5609.0,Left Back,4,FSV Mainz 05,177,['585f6d69-11cf-4c41-b40c-4526d22c0bc0'],56,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:56.822,Pass,
,,,,,,,,,,,,,,,,,1.830491,,,,,,,,,,,,,4c84d305-d1b6-447e-a5be-2a1654192d22,29,,"[57.7, 12.3]",3890276,0,,,,2.1565442,,Left Foot,,,"[44.1, 32.8]",,Ground Pass,,24.601017,,,,Stefan Bell,8559.0,,,,,,1,From Free Kick,Fabian Frei,8561.0,Left Defensive Midfield,4,FSV Mainz 05,177,"['39086d8f-7aa4-47c9-a27d-1fa9083bff93', '9359c6a9-df1d-4707-bc03-ac632310bc76']",58,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:58.758,Pass,True
,,,,,,,,,,,,,,,,,2.842449,,,,,,,,,,,,,e0340276-b91c-43a9-9952-2d1203353379,32,,"[52.3, 38.7]",3890276,1,,,,-0.59659994,,Right Foot,,,"[95.0, 9.7]",,High Pass,,51.61676,,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,,1,From Free Kick,Stefan Bell,8559.0,Left Center Back,4,FSV Mainz 05,177,"['58d7cd35-29cc-400c-9d75-e223dbe4bcfc', '5ffd6793-5dce-470e-963c-419f2dced318']",4,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:04.027,Pass,
,,,,,,,,,,,,,,,,,1.372733,,,,,,,,,,,,,af88dde4-a49c-4be1-9bc1-562512282e3f,36,,"[99.5, 0.1]",3890276,1,,,,0.81835324,,,,,"[112.7, 14.2]",,High Pass,,19.314503,,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,Throw-in,1,From Throw In,Joo-Ho Park,5609.0,Left Back,5,FSV Mainz 05,177,"['756bda0e-83ff-426f-a5bc-664bee4f924d', '897c1fa8-3395-40a4-a466-dcf9ad658777']",19,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:19.628,Pass,
,,,,,,,,,,,,,,,,,1.595057,,,,,,,,,,,,,756bda0e-83ff-426f-a5bc-664bee4f924d,38,,"[7.4, 65.9]",3890276,1,,,,0.83663535,,Head,,,"[11.1, 70.0]",,High Pass,,5.5226803,,Incomplete,,Lars Edi Stindl,8806.0,,,,,Recovery,1,From Throw In,Julian Korb,8545.0,Right Back,5,FSV Mainz 05,177,"['af88dde4-a49c-4be1-9bc1-562512282e3f', 'd0a938d1-625a-46fe-945a-a6a8d74c9ca2', 'e81e79f7-77a4-4a62-af83-83652ca91a13']",21,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:21.001,Pass,
,,,,,,,,,,,,,,,,,0.196643,,,,,,,,,,,,,e8539ad3-a17e-48d4-ab33-fd28e5427f57,50,,"[14.5, 63.1]",3890276,1,,,,-0.04542328,,Right Foot,,,"[18.9, 62.9]",,Ground Pass,,4.404543,,Incomplete,,Thorgan Hazard,5632.0,,,,,,1,From Throw In,Lars Edi Stindl,8806.0,Right Defensive Midfield,5,FSV Mainz 05,177,"['20bd60b5-9495-49fd-acad-828f4fabd30f', '81954258-7157-4bc5-8e4b-2fc3eda12537']",26,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:26.310,Pass,
,,,,,,,,,,,,,,,,,0.803598,,,,,,,,,,,,,9c826350-57b0-4234-9656-16ccdc893108,54,,"[18.6, 58.7]",3890276,1,,,,0.19502027,,Other,,,"[26.7, 60.3]",,Ground Pass,,8.256513,,Incomplete,,Thorgan Hazard,5632.0,,,,,Recovery,1,From Throw In,Ibrahima Traoré,11285.0,Right Midfield,5,FSV Mainz 05,177,"['532da46e-0a4c-4952-b30b-17e4e564fc71', 'e0ca8776-db70-4969-a7d0-fdb296826a89']",27,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:27.187,Pass,
,,,,,,,,,,,,,,,,,1.264199,,,,,,,,,,,,,532da46e-0a4c-4952-b30b-17e4e564fc71,56,,"[93.4, 19.8]",3890276,1,,,,-0.23415658,,Right Foot,,,"[104.3, 17.2]",,Ground Pass,,11.205802,,Incomplete,,Yoshinori Muto,6337.0,,,,,Recovery,1,From Throw In,Fabian Frei,8561.0,Left Defensive Midfield,5,FSV Mainz 05,177,"['6e5f6107-ba0e-4851-af73-0400621ce202', '98360ec8-c59a-4f3e-b044-8ba882360a96', '9c826350-57b0-4234-9656-16ccdc893108']",27,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:27.990,Pass,
,,,,,,,,,,,,,,,,,2.918156,,,,,,,,,,,,,6e5f6107-ba0e-4851-af73-0400621ce202,58,,"[15.8, 62.9]",3890276,1,,,,-0.07993978,,Right Foot,,,"[52.0, 60.0]",,High Pass,,36.315975,,Incomplete,,Ibrahima Traoré,11285.0,,,,,Recovery,1,From Throw In,Lars Edi Stindl,8806.0,Right Defensive Midfield,5,FSV Mainz 05,177,"['49c68124-14d4-4d80-a538-39dc95f6440f', '532da46e-0a4c-4952-b30b-17e4e564fc71', '84a7b9e8-0305-4cba-9633-98ae6caaebbf']",29,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:29.254,Pass,
,,,,,,,,,,,,,,,,,1.13569,,,,,,,,,,,,,84a7b9e8-0305-4cba-9633-98ae6caaebbf,60,,"[68.1, 20.1]",3890276,1,,,,0.2220819,,Right Foot,,,"[77.4, 22.2]",,Low Pass,,9.534149,,,,Fabian Frei,8561.0,,,,,Recovery,1,From Throw In,Stefan Bell,8559.0,Left Center Back,5,FSV Mainz 05,177,"['21b1de2e-d506-4b54-a39f-799c903c4303', '6e5f6107-ba0e-4851-af73-0400621ce202']",32,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:32.172,Pass,
,,,,,,,,,,,,,,,,,0.181091,,,,,,,,,,,,,8ac7d094-7836-40a3-b06a-d304071ff6d6,63,,"[78.7, 22.7]",3890276,1,,,,1.1487913,,Right Foot,,,"[80.9, 27.6]",,Low Pass,,5.3712196,,Incomplete,,Yoshinori Muto,6337.0,,,,,,1,From Throw In,Fabian Frei,8561.0,Left Defensive Midfield,5,FSV Mainz 05,177,"['02bd37ad-43ee-4b49-8015-0c96a912bbd8', '541fa213-d530-4547-8930-ff92983c762c']",33,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:33.829,Pass,
,,,,,,,,,,,,,,,,,1.197345,,,,,,,,,,,,,0e980a0e-a970-4f2d-8970-ded65f5c36a0,67,,"[80.0, 22.7]",3890276,2,,,,0.60493505,,Right Foot,,,"[105.6, 40.4]",,High Pass,,31.123142,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Christian Clemens,9098.0,Right Wing,6,FSV Mainz 05,177,['68c74553-017c-4d54-b871-d56a84b00126'],2,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:02.585,Pass,
,,,,,,,,,,,,,,,,,2.003128,,,,,,,,,,,,,8fb8c3c9-e7a4-47e5-bb96-4039c5b482cc,70,,"[3.3, 31.0]",3890276,2,,,True,-0.23374318,,,,,"[18.0, 27.5]",,Low Pass,,15.110923,,,,Patrick Herrmann,8813.0,,,,,Recovery,1,Regular Play,Oscar Wendt,8809.0,Left Back,7,Borussia Mönchengladbach,185,"['4c27880a-060c-4194-9b4d-52afd0ef3b51', 'bc2cb8fe-5ccc-4107-9b36-1f48269d62cf']",6,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:06.220,Pass,True
,,,,,,,,,,,,,,,,,1.059817,,,,,,,,,,,,,666ae18b-4426-4fe2-9c1c-0a975f9aaabc,76,,"[21.0, 24.7]",3890276,2,,,,-0.79373133,,Right Foot,,,"[32.9, 12.6]",,Ground Pass,,16.971151,,,,Oscar Wendt,8809.0,,,,,Free Kick,1,From Free Kick,Tony Jantschke,12320.0,Left Center Back,8,Borussia Mönchengladbach,185,['9c106a78-5911-4917-bace-4902477d9b56'],18,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:18.053,Pass,
,,,,,,,,,,,,,,,,,1.328674,,,,,,,,,,,,,71cedcc6-c903-465c-886d-24b081377b0e,79,,"[34.2, 13.0]",3890276,2,,,,1.8248041,,Right Foot,,,"[28.8, 33.8]",,Ground Pass,,21.489532,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Oscar Wendt,8809.0,Left Back,8,Borussia Mönchengladbach,185,['9df52057-a214-4116-8be3-c226bd2ab1ce'],21,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:21.153,Pass,
,,,,,,,,,,,,,,,,,1.732127,,,,,,,,,,,,,b3b3800d-4b46-4a30-93df-89f3ccb4d6b7,82,,"[32.9, 35.8]",3890276,2,,,,1.166214,,Left Foot,,,"[49.6, 74.8]",,Ground Pass,,42.42511,,,,Julian Korb,8545.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,8,Borussia Mönchengladbach,185,['38e0693d-0793-4d63-b8bb-2d3f0237b4f1'],23,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:23.955,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,72aecc7e-137e-4137-a32f-d53f253b9e52,85,,"[45.1, 74.3]",3890276,2,,,,-2.7294965,,Right Foot,,,"[28.4, 67.0]",,Ground Pass,,18.225805,,,,Marvin Schulz,29245.0,,,,,,1,From Free Kick,Julian Korb,8545.0,Right Back,8,Borussia Mönchengladbach,185,['b55f19c1-7e4e-4416-b8dd-28f8b6c0b787'],27,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:27.254,Pass,
,,,,,,,,,,,,,,,,,1.849987,,,,,,,,,,,,,5c8c0f39-268c-4235-aae8-4d7045effd6c,88,,"[27.3, 65.2]",3890276,2,,,,-1.6366351,,Right Foot,,,"[24.9, 28.8]",,Ground Pass,,36.479034,,,,Tony Jantschke,12320.0,,,,,,1,From Free Kick,Marvin Schulz,29245.0,Right Center Back,8,Borussia Mönchengladbach,185,['2a0a0f2f-80a1-4e1a-a69b-6e280b04015c'],29,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:29.494,Pass,
,,,,,,,,,,,,,,,,,1.791154,,,,,,,,,,,,,36d570fd-c45a-4417-9aa0-3c1304d1d4b6,91,,"[25.8, 26.9]",3890276,2,,,,1.5064784,,Right Foot,,,"[27.7, 56.4]",,Ground Pass,,29.561123,,,,Marvin Schulz,29245.0,,,,,,1,From Free Kick,Tony Jantschke,12320.0,Left Center Back,8,Borussia Mönchengladbach,185,['715d6962-bc3d-413b-85db-bf92471f0bfc'],34,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:34.937,Pass,
,,,,,,,,,,,,,,,,,1.811575,,,,,,,,,,,,,eb3cae42-ce61-42ab-bd35-19ec370a1c87,94,,"[31.6, 52.9]",3890276,2,,,,-1.5908941,,Right Foot,,,"[31.2, 33.0]",,Ground Pass,,19.90402,,,,Tony Jantschke,12320.0,,,,,,1,From Free Kick,Marvin Schulz,29245.0,Right Center Back,8,Borussia Mönchengladbach,185,['b90d236d-6727-495f-9e6c-ea992322f9ea'],37,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:37.073,Pass,
,,,,,,,,,,,,,,,,,0.989187,,,,,,,,,,,,,b3a15d0a-38af-4ff6-95af-df71495a016a,97,,"[36.4, 25.8]",3890276,2,,,,-0.98041844,,Right Foot,,,"[42.9, 16.1]",,Ground Pass,,11.676472,,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Tony Jantschke,12320.0,Left Center Back,8,Borussia Mönchengladbach,185,['f0a83fc9-dd4f-4a74-be73-258646e6e700'],40,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:40.085,Pass,
,,,,,,,,,,,,,,,,,1.426184,,,,,,,,,,,,,ec5fd49c-bb92-4d95-b969-bdb3020502ee,102,,"[47.7, 28.0]",3890276,2,,,,1.8186078,,Left Foot,,,"[41.4, 52.9]",,Ground Pass,,25.684626,,,,Marvin Schulz,29245.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,8,Borussia Mönchengladbach,185,"['24bdd726-4e8c-4503-ae26-d5603dc0ce94', 'f16d5bad-002f-4812-b39f-947defb0845a']",45,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:45.231,Pass,True
,,,,,,,,,,,,,,,,,1.507261,,,,,,,,,,,,,9b4fcba9-3cdd-4c35-8ef1-93a681655c4c,105,,"[48.3, 55.3]",3890276,2,,,,0.7553841,,Right Foot,,,"[70.6, 76.3]",,Ground Pass,,30.63152,,,,Ibrahima Traoré,11285.0,,,,,,1,From Free Kick,Marvin Schulz,29245.0,Right Center Back,8,Borussia Mönchengladbach,185,['6a98030e-ef69-4bf1-9a22-0d70fe793c56'],47,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:47.937,Pass,
,,,,,,,,,,,,,,,,,1.301582,,,,,,,,,,,,,9800a8d3-c066-48ea-adb1-1aa83f0fbfb7,108,,"[70.6, 76.3]",3890276,2,,,,-1.0164888,,Left Foot,,,"[78.4, 63.7]",,High Pass,,14.818907,,,,Raffael Caetano de Araújo,8810.0,,,,,,1,From Free Kick,Ibrahima Traoré,11285.0,Right Midfield,8,Borussia Mönchengladbach,185,['a51e517e-6feb-4afe-8ee9-e509be8f6942'],50,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:50.532,Pass,
,,,,,,,,,,,,,,,,,0.656169,,,,,,,,,,,,,98ed1f4c-a70a-4f4d-9a4c-35ce5d396d3f,112,,"[36.9, 15.1]",3890276,2,,,,-0.41055745,,Head,,,"[45.4, 11.4]",,Low Pass,,9.270383,,,,Fabian Frei,8561.0,,,,,Recovery,1,Regular Play,Stefan Bell,8559.0,Left Center Back,9,FSV Mainz 05,177,['e5d183c4-e073-4a1d-bc19-912c1d5c8685'],52,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:52.714,Pass,
,,,,,,,,,,,,,,,,,1.064967,,,,,,,,,,,,,6514d10e-7521-41a5-bc53-9e769f02213e,116,,"[42.8, 11.4]",3890276,2,,,,-0.5063263,,Right Foot,,,"[53.8, 5.3]",,High Pass,,12.5781555,,,,Jairo Samperio Bustara,6925.0,,,,,,1,Regular Play,Fabian Frei,8561.0,Left Defensive Midfield,9,FSV Mainz 05,177,"['3c63c6ab-2824-4921-83be-9abe17777052', '97915729-6bc6-47e9-bf16-4bf03a077ea9']",54,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:54.220,Pass,True
,,,,,,,,,,,,,,,,,1.924406,,,,,,,,,,,,,497e619a-8707-4603-ad40-931825f94d36,119,,"[53.8, 5.3]",3890276,2,,,,0.5346889,,Right Foot,,,"[74.4, 17.5]",,Low Pass,,23.941595,,Incomplete,,Yunus Mallı,8679.0,,,,,,1,Regular Play,Jairo Samperio Bustara,6925.0,Left Wing,9,FSV Mainz 05,177,"['9b1c23d9-b30d-496c-9998-4cb3d71314b4', 'f2ec4822-91b0-46f5-ae62-2513988e1b12']",55,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:55.616,Pass,
,,,,,,,,,,,,,,,,,2.012201,,,,,,,,,,,,,f2ec4822-91b0-46f5-ae62-2513988e1b12,121,,"[45.7, 62.6]",3890276,2,,,,-1.3673984,,Left Foot,,,"[49.0, 46.6]",,High Pass,,16.33677,,Incomplete,,Granit Xhaka,3500.0,,,,,Recovery,1,Regular Play,Marvin Schulz,29245.0,Right Center Back,9,FSV Mainz 05,177,"['198013ae-8b24-4f88-8652-32bd4f00fb5d', '497e619a-8707-4603-ad40-931825f94d36', '4a97e24c-7fbd-4bbd-9e7e-5af19048dcb9']",57,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:57.540,Pass,
