50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.081041,,,,,,,,,,,,,3cde3614-d21e-4fbc-91c0-908443719dce,18,,,"[42.4, 53.0]",3890507,0,,,,,-1.5828439,,Right Foot,,,"[42.0, 19.8]",,Ground Pass,,33.202408,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Borussia Dortmund,180,['f19d03e1-5973-4225-9fad-eeb7954bc374'],8,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:08.541,Pass,
,,,,,,,,,,,,,,,,2.07224,,,,,,,,,,,,,176e2a62-1cf3-434e-8851-dbd3e11aaed3,21,,,"[44.6, 21.2]",3890507,0,,,,,1.6212585,,Right Foot,,,"[43.1, 50.9]",,Ground Pass,,29.737854,,,,Matthias Ginter,8808.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['9c58c40f-df2a-48ec-a52d-a17f7f8fefe0'],14,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:14.256,Pass,
,,,,,,,,,,,,,,,,1.538408,,,,,,,,,,,,,6da04530-99dd-4cec-a748-2f3e35b244f9,24,,,"[45.6, 54.4]",3890507,0,,,,,0.35358694,,Left Foot,,,"[68.9, 63.0]",,Ground Pass,,24.836466,,,,Łukasz Piszczek,5658.0,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Borussia Dortmund,180,['68ec2a83-5b8c-48c2-8246-e199f7b48b45'],17,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:17.397,Pass,
,,,,,,,,,,,,,,,,1.281179,,,,,,,,,,,,,bbc63f25-286f-42e6-9594-5f3acc055eb6,27,,,"[68.6, 67.2]",3890507,0,,,,,-2.1381598,,Right Foot,,,"[62.1, 57.0]",,Ground Pass,,12.09504,,,,Julian Weigl,8816.0,,,,,,1,From Kick Off,Łukasz Piszczek,5658.0,Right Back,2,Borussia Dortmund,180,['7641b157-afa2-46f8-a6a0-f0c1bf3d9100'],20,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:20.200,Pass,
,,,,,,,,,,,,,,,,2.164092,,,,,,,,,,,,,45f0dd3c-cb08-484f-88b7-7b86a71f4d17,30,,,"[55.7, 55.4]",3890507,0,,,,,-1.6355206,,Right Foot,,,"[53.6, 23.0]",,Ground Pass,,32.467983,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Julian Weigl,8816.0,Right Defensive Midfield,2,Borussia Dortmund,180,['b88011e5-bdb9-4815-8796-bc8d28bb0204'],22,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:22.468,Pass,
,,,,,,,,,,,,,,,,1.775746,,,,,,,,,,,,,3307dd0d-6334-412c-9d33-c78502480e83,33,,,"[54.4, 21.5]",3890507,0,,,,,-1.0448986,,Right Foot,,,"[62.7, 7.2]",,Ground Pass,,16.534206,,,,Marcel Schmelzer,11458.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['aecab8de-310a-4c66-ac08-e664dc75abd2'],25,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:25.073,Pass,
,,,,,,,,,,,,,,,,1.161061,,,,,,,,,,,,,a93d0994-91e7-4de1-bb81-ee6a47ce86e0,36,,,"[56.8, 11.8]",3890507,0,,,,,1.3529954,,Left Foot,,,"[59.5, 24.0]",,Ground Pass,,12.495199,,,,Julian Weigl,8816.0,,,,,,1,From Kick Off,Marcel Schmelzer,11458.0,Left Back,2,Borussia Dortmund,180,['28483c2b-139d-4a95-81a1-1895325eda95'],27,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:27.920,Pass,
,,,,,,,,,,,,,,,,1.271921,,,,,,,,,,,,,79bf1d04-3639-4dad-a039-ec53670c83fa,40,,,"[56.8, 18.8]",3890507,0,,,,,-2.228066,,Right Foot,,,"[49.7, 9.6]",,Ground Pass,,11.621101,,,,Marcel Schmelzer,11458.0,,,,,,1,From Kick Off,Julian Weigl,8816.0,Right Defensive Midfield,2,Borussia Dortmund,180,"['02ecd06a-0f33-4fde-9561-9d3583ad3e08', '4774b088-e47e-4138-98b8-74f5b79eea0e']",29,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:29.395,Pass,True
,,,,,,,,,,,,,,,,1.773079,,,,,,,,,,,,,371b813d-e165-4c15-b8f1-f563e205ba0a,43,,,"[49.7, 8.1]",3890507,0,,,,,2.7918773,,Left Foot,,,"[32.7, 14.3]",,Ground Pass,,18.095303,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Marcel Schmelzer,11458.0,Left Back,2,Borussia Dortmund,180,['7f9abfb8-34e9-4647-ad58-2f7be73f4cd6'],30,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:30.916,Pass,
,,,,,,,,,,,,,,,,2.861865,,,,,,,,,,,,,f0363c6f-73e4-4405-a6ec-f85d35ca34a9,46,,,"[33.7, 16.7]",3890507,0,,,,,1.2164164,,Right Foot,,,"[44.8, 46.7]",,Ground Pass,,31.987654,,,,Matthias Ginter,8808.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['a7a9e8d0-fb4f-4d81-ae44-64b630a4729d'],33,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:33.227,Pass,
,,,,,,,,,,,,,,,,1.846203,,,,,,,,,,,,,d08fac71-b442-404e-9afc-ce09821de0d2,49,,,"[43.6, 55.6]",3890507,0,,,,,0.78235865,,Left Foot,,,"[60.1, 72.0]",,Ground Pass,,23.26392,,,,Łukasz Piszczek,5658.0,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Borussia Dortmund,180,['35dd38f3-6d56-4437-8673-ba158789e6d5'],37,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:37.360,Pass,
,,,,,,,,,,,,,,,,2.066284,,,,,,,,,,,,,49e26cde-7804-416b-a74e-76dad913a3e5,53,,,"[64.5, 68.5]",3890507,0,,,,,-2.5120628,,Right Foot,,,"[48.3, 56.7]",,Ground Pass,,20.041956,,,,Matthias Ginter,8808.0,,,,,,1,From Kick Off,Łukasz Piszczek,5658.0,Right Back,2,Borussia Dortmund,180,"['38efae4f-075d-4a0b-808d-c79aa6466977', 'd98b2b88-734f-44b1-9fd9-6a239f2850d0']",40,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:40.766,Pass,True
,,,,,,,,,,,,,,,,2.440689,,,,,,,,,,,,,7c719f36-907c-4d96-a945-25aae41262ce,56,,,"[50.5, 58.4]",3890507,0,,,,,-1.5532029,,Right Foot,,,"[51.1, 24.3]",,Ground Pass,,34.105278,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Borussia Dortmund,180,['3fec6ff5-214b-4576-99a0-2b5e0744e8f3'],44,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:44.082,Pass,
,,,,,,,,,,,,,,,,2.27301,,,,,,,,,,,,,de0d7179-63f0-48bd-8577-1a1d61ac06b4,59,,,"[49.1, 22.4]",3890507,0,,,,,1.4649266,,Right Foot,,,"[53.0, 59.1]",,Ground Pass,,36.90664,,,,Matthias Ginter,8808.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['d14ecab9-4ef4-47a9-83f5-3ae3918b1c09'],48,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:48.052,Pass,
,,,,,,,,,,,,,,,,1.665538,,,,,,,,,,,,,a1773047-a6f9-470c-882a-e8e0b63f4184,62,,,"[69.7, 59.2]",3890507,0,,,,,1.0812179,,Left Foot,,,"[77.0, 72.9]",,Ground Pass,,15.523531,,,,Łukasz Piszczek,5658.0,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Borussia Dortmund,180,['927f2c77-285f-4dcc-a1a2-0b50bdd8417c'],52,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:52.115,Pass,
,,,,,,,,,,,,,,,,0.710557,,,,,,,,,,,,,e312c162-6e8e-4a0d-a4f2-87193989d6ac,65,,,"[76.9, 68.9]",3890507,0,,,,,-0.96380866,,Right Foot,,,"[84.4, 58.1]",,Ground Pass,,13.148765,,,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Kick Off,Łukasz Piszczek,5658.0,Right Back,2,Borussia Dortmund,180,['176771e6-a4bb-4d4e-8844-981ac81be3e0'],54,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:54.310,Pass,
,,,,,,,,,,,,,,,,1.332755,,,,,,,,,,,,,a12cd7c5-4696-4edf-a389-17cc059b9caf,68,,,"[83.2, 61.5]",3890507,0,,,,,-3.0528214,,Left Foot,,,"[64.1, 59.8]",,Ground Pass,,19.175505,,,,Julian Weigl,8816.0,,,,,,1,From Kick Off,Henrikh Mkhitaryan,3275.0,Center Attacking Midfield,2,Borussia Dortmund,180,['f6e850ab-52ab-4496-aa80-37c94881db2e'],55,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:55.021,Pass,
,,,,,,,,,,,,,,,,1.656713,,,,,,,,,,,,,03e8b540-2dd6-4150-b971-6ec7e754f001,71,,,"[72.1, 50.0]",3890507,0,,,,,-1.8678606,,Right Foot,,,"[63.1, 20.6]",,Ground Pass,,30.746708,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Julian Weigl,8816.0,Right Defensive Midfield,2,Borussia Dortmund,180,['3b20270c-d866-40b6-a51c-7b02c906347b'],58,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:58.123,Pass,
,,,,,,,,,,,,,,,,1.375577,,,,,,,,,,,,,53a80f50-e328-4ddd-b3a1-cf27b0fd6bef,74,,,"[63.3, 20.4]",3890507,1,,,,,0.22679885,,Right Foot,,,"[76.3, 23.4]",,Ground Pass,,13.341664,,,,Marco Reus,5559.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['bea40ac9-2e02-486a-9638-1fca9b50e406'],0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:00.694,Pass,
,,,,,,,,,,,,,,,,4.971594,,,,,,,,,,,,,6592efaa-5a51-4d2a-9494-fe092359673f,82,,,"[31.6, 63.1]",3890507,1,,,,,-0.061739616,,Right Foot,,,"[86.6, 59.7]",,High Pass,,55.104992,,Incomplete,,Anthony Ujah,12624.0,,,,,,1,From Kick Off,Sambou Yatabaré,23660.0,Right Attacking Midfield,2,Borussia Dortmund,180,"['07e6fbc1-082c-41c9-850c-f679759e7d5d', '349ce426-923f-46f5-b73c-edf156cd9aa6']",5,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:05.154,Pass,
,,,,,,,,,,,,,,,,2.571902,,,,,,,,,,,,,a58d286d-d14b-4135-bc1d-a4a5c76366e7,86,,,"[37.6, 24.3]",3890507,1,,,,,1.2423005,,Right Foot,,,"[49.7, 59.8]",,Ground Pass,,37.505466,,,,Matthias Ginter,8808.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['81586836-241f-4063-9814-b587446e653d'],10,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:10.871,Pass,
,,,,,,,,,,,,,,,,2.13119,,,,,,,,,,,,,c1fdaaee-79f3-4a8c-a462-a00047c410cc,89,,,"[49.8, 61.0]",3890507,1,,,,,0.52894974,,Left Foot,,,"[64.0, 69.3]",,Ground Pass,,16.447796,,,,Łukasz Piszczek,5658.0,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Right Center Back,2,Borussia Dortmund,180,['b75949eb-16d2-481c-9855-f40a0958ed3c'],14,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:14.109,Pass,
,,,,,,,,,,,,,,,,0.993486,,,,,,,,,,,,,485d25f0-c236-46d6-a5ca-580c27da9876,92,,,"[69.6, 70.9]",3890507,1,,,,,-0.53355145,,Right Foot,,,"[91.1, 58.2]",,Ground Pass,,24.970783,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,1,From Kick Off,Łukasz Piszczek,5658.0,Right Back,2,Borussia Dortmund,180,['985769f9-def0-4e81-8625-15dbee73eddc'],17,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:17.032,Pass,
,,,,,,,,,,,,,,,,0.105261,,,,,,,,,,,,,44ef12b9-4a1b-462d-a3b6-71ff19e997b8,94,,,"[94.7, 59.1]",3890507,1,,,,,-1.6255361,,Right Foot,,,"[94.3, 51.8]",,Ground Pass,,7.3109508,,Incomplete,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Kick Off,Pierre-Emerick Aubameyang,3712.0,Center Forward,2,Borussia Dortmund,180,"['290012ec-36b4-4e70-8376-778d5bd47884', '4f4e1d33-bdaa-4d7d-bf4a-24dd0b1b0cfa']",18,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:18.026,Pass,
,,,,,,,,,,,,,,,,0.724515,,,,,,,,,,,,,353f94e3-f10c-4607-9da9-bc277460767a,97,,,"[25.4, 17.7]",3890507,1,,,,,0.7252299,,Head,,,"[34.2, 25.5]",,Low Pass,,11.759252,,,,Clemens Fritz,20010.0,,,,,Recovery,1,From Kick Off,Santiago García,26359.0,Left Center Back,2,Borussia Dortmund,180,['f18fab7f-e322-4747-82d6-1a82ae38c949'],19,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:19.134,Pass,
,,,,,,,,,,,,,,,,0.843167,,,,,,,,,,,,,e073e5c4-7da4-4f98-bacb-bceb0dbd7be8,104,,,"[77.2, 57.2]",3890507,1,,,,,2.267145,,Right Foot,,,"[72.1, 63.3]",,Ground Pass,,7.9511003,,,,Julian Weigl,8816.0,,,,,,1,From Kick Off,Henrikh Mkhitaryan,3275.0,Center Attacking Midfield,2,Borussia Dortmund,180,['96f255b8-40ec-46b8-b51b-bad7f5d53eda'],23,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:23.197,Pass,
,,,,,,,,,,,,,,,,0.962403,,,,,,,,,,,,,15d138cb-0fd3-4b5d-aa84-3ee200dbea87,108,,,"[72.5, 62.0]",3890507,1,,,,,-1.855264,,Right Foot,,,"[67.5, 44.9]",,Ground Pass,,17.816004,,,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Kick Off,Julian Weigl,8816.0,Right Defensive Midfield,2,Borussia Dortmund,180,['3b3169fd-31b2-4595-acac-736b300c5b15'],25,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:25.085,Pass,
,,,,,,,,,,,,,,,,1.661444,,,,,,,,,,,,,c0ba162b-8cc4-4c64-8e04-e1c35895095d,111,,,"[68.2, 45.2]",3890507,1,,,,,-1.1188099,,Right Foot,,,"[74.9, 31.4]",,Ground Pass,,15.340469,,,,Gonzalo Castro Randon,8233.0,,,,,,1,From Kick Off,Henrikh Mkhitaryan,3275.0,Center Attacking Midfield,2,Borussia Dortmund,180,['b1e0bec2-6cf4-43f0-8ef1-7d7ad16c7efb'],26,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:26.087,Pass,
,,,,,,,,,,,,,,,,1.734108,,,,,,,,,,,,,7876d520-204f-42bd-8cc6-1068a63e5847,114,,,"[83.5, 20.2]",3890507,1,,,,,-0.8596416,,Right Foot,,,"[94.7, 7.2]",,Ground Pass,,17.159254,,,,Marcel Schmelzer,11458.0,,,,,,1,From Kick Off,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,2,Borussia Dortmund,180,['af5f66c5-4da3-48d6-ba80-8b852af85f25'],29,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:29.603,Pass,
,,,,,,,,,,,,,,,,2.128585,,,,,,,,,,,,,526e7ed8-1f79-4373-871d-bfa75354c020,116,,,"[95.9, 7.3]",3890507,1,,,,,3.1018784,,Left Foot,,,"[80.8, 7.9]",,Ground Pass,,15.111916,,,,Gonzalo Castro Randon,8233.0,,,,,,1,From Kick Off,Marcel Schmelzer,11458.0,Left Back,2,Borussia Dortmund,180,['cbf912eb-693f-45ff-96c1-a43e39f467a1'],31,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:31.337,Pass,
,,,,,,,,,,,,,,,,1.256303,,,,,,,,,,,,,4ea7f3d9-5b74-4fa3-82e0-ded3bbb88871,119,,,"[84.4, 11.4]",3890507,1,,,,,2.7580652,,Right Foot,,,"[73.0, 16.0]",,Ground Pass,,12.293088,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,2,Borussia Dortmund,180,['774cf3d6-a40d-416a-9d2e-c47edc4cbfa4'],34,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:34.211,Pass,
,,,,,,,,,,,,,,,,1.012192,,,,,,,,,,,,,4fd57bb1-ced3-4804-a61b-c709d3fe21e6,122,,,"[70.6, 18.0]",3890507,1,,,,,-0.85123694,,Right Foot,,,"[79.1, 8.3]",,Ground Pass,,12.897286,,,,Gonzalo Castro Randon,8233.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['ba016ed8-d402-41b3-a5e2-6c602ca89866'],36,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:36.459,Pass,
