ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.735476,,,,,,,,,,,9f4c09b1-1718-4843-bfaf-0f569cf49ac6,39,,"[23.8, 23.3]",3890561,0,,,,-1.0211887,,Right Foot,,,,"[35.5, 4.2]",,Ground Pass,,22.39866,,,Sead Kolašinac,3510.0,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,3,Schalke 04,181,['5f32e223-4b55-462a-82d4-debea4bcb894'],36,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:36.412,Pass,
,,,,,,,,,,,,,,,1.303126,,,,,,,,,,,9cddda3f-7059-487e-bcfd-72a98f4187da,42,,"[35.5, 3.4]",3890561,0,,,,2.2875526,,Left Foot,,,,"[20.6, 20.5]",,Ground Pass,,22.680828,,,Roman Neustädter,16534.0,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,3,Schalke 04,181,['778ba9fb-1be1-4e59-aeab-2798f266a612'],39,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:39.100,Pass,
,,,,,,,,,,,,,,,2.107397,,,,,,,,,,,ae693328-af59-4518-b9f6-0e0eb0286ac5,45,,"[15.9, 22.4]",3890561,0,,,,1.4179007,,Right Foot,,,,"[20.6, 52.9]",,Ground Pass,,30.860006,,,Joël Andre Job Matip,3502.0,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,3,Schalke 04,181,['c8a4bdec-cd7a-485c-808e-10a117683e68'],42,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:42.204,Pass,
,,,,,,,,,,,,,,,2.318155,,,,,,,,,,,299c79ff-b669-4937-9b54-946158b590a1,49,,"[24.6, 52.1]",3890561,0,,,,-2.540519,,Right Foot,,,,"[3.6, 37.7]",,Ground Pass,,25.462914,,,Ralf Fährmann,8517.0,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,3,Schalke 04,181,"['622301a3-a63c-4240-af0b-8004c13997a1', 'f486e067-724b-49cb-942c-2dd3733d8ea6']",46,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:46.596,Pass,True
,,,,,,,,,,,,,,,0.272022,,,,,,,,,,,d4f35603-6b79-49cc-bdfb-a476688589c8,53,,"[6.4, 40.5]",3890561,0,,,,0.41822433,,Right Foot,,,,"[8.2, 41.3]",,Low Pass,,1.9697715,Incomplete,,,,,,,,,1,From Throw In,Ralf Fährmann,8517.0,Goalkeeper,3,Schalke 04,181,['f06728a8-b272-430a-9008-3721f1557378'],50,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:50.072,Pass,
,,,,,,,,,,,,,,,0.836128,,,,,,,,,,,d52c15b6-1168-4fc1-8838-7495d4bf429d,58,,"[37.3, 54.2]",3890561,0,,,,2.1167817,,Right Foot,,,,"[32.5, 62.1]",,Ground Pass,,9.2439165,,,Benedikt Höwedes,7016.0,,,,,,1,From Throw In,Johannes Geis,6717.0,Center Defensive Midfield,3,Schalke 04,181,['ae5c7b43-133e-46fa-88b6-9575837558b5'],53,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:53.464,Pass,
,,,,,,,,,,,,,,,1.806645,,,,,,,,,,,57acd29e-7ac3-45e9-acaa-cfa96d74c10f,62,,"[34.3, 64.5]",3890561,0,,,,0.62158996,,Right Foot,,,,"[48.4, 74.6]",,Ground Pass,,17.344164,,,Leroy Sané,3053.0,,,,,,1,From Throw In,Benedikt Höwedes,7016.0,Right Back,3,Schalke 04,181,"['a41a7dfa-e191-47cb-afd5-813d991dd676', 'd843ba4b-de1e-4e81-a71d-0f3781c8f3fa']",54,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:54.747,Pass,True
,,,,,,,,,,,,,,,1.807384,,,,,,,,,,,23617029-c4ff-4be6-97cf-ac0f37605aed,65,,"[48.9, 70.4]",3890561,0,,,,-1.73337,,Left Foot,,,,"[42.7, 32.6]",,Ground Pass,,38.30509,,,Roman Neustädter,16534.0,,,,,,1,From Throw In,Leroy Sané,3053.0,Right Midfield,3,Schalke 04,181,['f9b97c41-b7d9-4fe4-98cf-02a4ba444f80'],59,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:59.292,Pass,
,,,,,,,,,,,,,,,2.765783,,,,,,,,,,,e5126f2f-a414-4954-a607-927f102fe5bb,68,,"[43.2, 30.8]",3890561,1,,,,-0.5676664,,Right Foot,,,,"[57.0, 22.0]",,Ground Pass,,16.36704,,,Younès Belhanda,5242.0,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,3,Schalke 04,181,['45271883-07e0-446f-ba83-3ddc3e678def'],1,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:01.797,Pass,
,,,,,,,,,,,,,,,0.781117,,,,,,,,,,,dc78f86c-c58b-4d02-8322-5d88a2823a15,71,,"[65.9, 23.3]",3890561,1,,,,0.042080406,,Right Foot,,,,"[75.4, 23.7]",,Ground Pass,,9.508417,,,Klaas-Jan Huntelaar,8060.0,,,,,,1,From Throw In,Younès Belhanda,5242.0,Left Center Midfield,3,Schalke 04,181,['4866fa33-59a6-4fe1-80bd-50910edb7c0a'],5,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:05.447,Pass,
,,,,,,,,,,,,,,,1.043218,,,,,,,,,,,48e6d371-39fc-484b-b5f9-884c474fc2b6,73,,"[75.0, 23.7]",3890561,1,,,,1.6332152,,Right Foot,,,,"[74.7, 28.5]",,Ground Pass,,4.8093657,,,Younès Belhanda,5242.0,,,,,,1,From Throw In,Klaas-Jan Huntelaar,8060.0,Center Forward,3,Schalke 04,181,['54f25ea7-9298-4fee-bbd7-d71f45156f92'],6,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:06.228,Pass,
,,,,,,,,,,,,,,,0.102934,,,,,,,,,,,9d5f65fd-876a-4ee0-9537-693b3b37636e,76,,"[74.7, 28.8]",3890561,1,,,,-0.29849893,,Right Foot,,,,"[76.0, 28.4]",,Ground Pass,,1.360147,Incomplete,,,,,,,,,1,From Throw In,Younès Belhanda,5242.0,Left Center Midfield,3,Schalke 04,181,['5807f051-9b49-4d72-ba1d-1582fa799971'],7,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:07.271,Pass,
,,,,,,,,,,,,,,,1.135869,,,,,,,,,,,e7bd044e-3fd2-4eca-832b-b68053c162cc,78,,"[53.7, 59.1]",3890561,1,,,,-0.44394574,,Left Foot,,,,"[70.1, 51.3]",,Ground Pass,,18.160397,,,Andrej Kramarić,5460.0,,,,,Recovery,1,From Throw In,Mark Uth,8387.0,Right Attacking Midfield,3,Schalke 04,181,['03563b06-a5c4-4411-a246-5632168f97f3'],8,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:08.949,Pass,
,,,,,,,,,,,,,,,2.23003,,,,,,,,,,,00e29014-6e3a-42eb-b548-18e79639a78b,82,,"[45.6, 27.0]",3890561,1,,,,-3.0548544,,Right Foot,,,,"[34.1, 26.0]",,Ground Pass,,11.543396,,,Joël Andre Job Matip,3502.0,,,,,Recovery,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,3,Schalke 04,181,['03a54a8b-4b52-486d-930b-4ef8cc1e7006'],11,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:11.014,Pass,
,,,,,,,,,,,,,,,0.873719,,,,,,,,,,,cbeb8953-feeb-45d0-84ce-a0416be4eeba,85,,"[35.3, 25.3]",3890561,1,,,,-0.19873068,,Left Foot,,,,"[49.7, 22.4]",,Ground Pass,,14.689112,,,Younès Belhanda,5242.0,,,,,,1,From Throw In,Joël Andre Job Matip,3502.0,Right Center Back,3,Schalke 04,181,['7d08b692-1f2e-4b44-be64-7d3e04632ab9'],13,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:13.284,Pass,
,,,,,,,,,,,,,,,2.188686,,,,,,,,,,,0553812e-8cdb-463a-9486-fc2f6882ae66,88,,"[49.6, 13.3]",3890561,1,,,,-1.849096,,Left Foot,,,,"[46.8, 3.5]",,Ground Pass,,10.192154,,,Sead Kolašinac,3510.0,,,,,,1,From Throw In,Younès Belhanda,5242.0,Left Center Midfield,3,Schalke 04,181,['70699f4b-8d39-42c3-8e89-d9a3de8125d5'],16,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:16.138,Pass,
,,,,,,,,,,,,,,,0.698735,,,,,,,,,,,7bb92ebe-6834-4cdf-9888-5dc19f0a53e3,91,,"[47.7, 3.1]",3890561,1,,,,0.45799795,,Left Foot,,,,"[54.8, 6.6]",,Ground Pass,,7.915807,,,Younès Belhanda,5242.0,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,3,Schalke 04,181,['0a325d10-463e-4e70-86bd-1d2ae118864c'],18,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:18.839,Pass,
,,,,,,,,,,,,,,,0.80064,,,,,,,,,,,899dac92-bc60-4fd4-964c-9d3aa6c57c6e,93,,"[54.8, 6.6]",3890561,1,,,,-2.9395676,,Right Foot,,,,"[46.5, 4.9]",,Ground Pass,,8.472308,,,Sead Kolašinac,3510.0,,,,,,1,From Throw In,Younès Belhanda,5242.0,Left Center Midfield,3,Schalke 04,181,['5fa4b2af-f9d0-4296-aee8-8eba1c3c2dd4'],19,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:19.538,Pass,
,,,,,,,,,,,,,,,1.436272,,,,,,,,,,,3e10c35c-196f-40e3-b71f-0dc4bf86d64b,96,,"[46.8, 4.8]",3890561,1,,,,2.2704325,,Left Foot,,,,"[36.7, 16.8]",,Ground Pass,,15.684706,,,Roman Neustädter,16534.0,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,3,Schalke 04,181,['26459842-6f04-4d7a-9143-9b8edc35a7c6'],21,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:21.288,Pass,
,,,,,,,,,,,,,,,1.642078,,,,,,,,,,,fb6cdee7-e62f-4c13-8580-1369d9ef6f71,99,,"[38.7, 16.4]",3890561,1,,,,-0.7157436,,Right Foot,,,,"[54.8, 2.4]",,Ground Pass,,21.335651,,,Sead Kolašinac,3510.0,,,,,,1,From Throw In,Roman Neustädter,16534.0,Left Center Back,3,Schalke 04,181,['00b8daad-c8f8-433a-82ed-534fad363c29'],25,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:25.900,Pass,
,,,,,,,,,,,,,,,0.851367,,,,,,,,,,,73785e09-783a-4201-b194-1043eb25fee5,102,,"[56.2, 2.8]",3890561,1,,,,0.4908518,,Left Foot,,,,"[67.8, 9.0]",,Ground Pass,,13.152946,,,Younès Belhanda,5242.0,,,,,,1,From Throw In,Sead Kolašinac,3510.0,Left Back,3,Schalke 04,181,['4eb03410-bfb7-415c-8c09-668acb9ee0d1'],28,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:28.375,Pass,
,,,,,,,,,,,,,,,0.890621,,,,,,,,,,,226f600b-ef0e-4fb7-96a6-473c770dd85a,106,,"[69.6, 8.9]",3890561,1,,,,-0.17539422,,Left Foot,,,,"[77.5, 7.5]",,Ground Pass,,8.023091,Incomplete,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,1,From Throw In,Younès Belhanda,5242.0,Left Center Midfield,3,Schalke 04,181,"['0c945403-bcf5-4369-93d9-20941d60ab82', '78b71d00-621d-47ce-b2a6-95848f25d27d', 'b6df5f86-c5e6-4eb0-ad37-89242e0c948c']",29,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:29.267,Pass,True
,,,,,,,,,,,,,,,0.754476,,,,,,,,,,,46928165-6ec7-4e71-8dd9-9e31befaa4cd,111,,"[44.6, 71.6]",3890561,1,,,,-0.023251623,,Right Foot,,,,"[61.8, 71.2]",,Ground Pass,,17.20465,,,Mark Uth,8387.0,,,,,,1,From Throw In,Fabian Lukas Schär,5537.0,Right Center Back,3,Schalke 04,181,"['08d86aa1-c519-4873-b327-aa65f01d9a86', 'e761cdec-fbd8-4e26-9de9-600404f8c19e']",30,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:30.641,Pass,True
,,,,,,,,,,,,,,,1.967675,,,,,,,,,,,3b71d542-ff52-4670-8aef-21cc5dc17449,115,,"[62.6, 66.6]",3890561,1,,,,-1.2644517,,Left Foot,,,,"[75.6, 25.5]",,Ground Pass,,43.10696,Incomplete,,Kevin Volland,8215.0,,True,,,,1,From Throw In,Mark Uth,8387.0,Right Attacking Midfield,3,Schalke 04,181,"['bb3f65cb-4f1a-42c3-b34e-2e924da65053', 'dbcb87e8-a610-47e8-9c84-0af0335c222a', 'e4f74ba7-e14a-4a69-b9ed-06abfdb191df']",32,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:32.975,Pass,True
,,,,,,,,,,,,,,,1.192052,,,,,,,,,,,dbcb87e8-a610-47e8-9c84-0af0335c222a,117,,"[44.5, 54.6]",3890561,1,,,,0.024484903,,Right Foot,,,,"[69.0, 55.2]",,High Pass,,24.507345,,,Leroy Sané,3053.0,,,,,Recovery,1,From Throw In,Benedikt Höwedes,7016.0,Right Back,3,Schalke 04,181,"['3b71d542-ff52-4670-8aef-21cc5dc17449', 'b46b28d7-a137-466d-9c3c-c791921c0104']",34,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:34.943,Pass,
,,,,,,,,,,,,,,,0.777993,,,,,,,,,,,894d6169-e780-4fbe-89b9-c45389b372cf,121,,"[71.4, 53.8]",3890561,1,,,,-0.4535977,,Left Foot,,,,"[87.4, 46.0]",,Ground Pass,,17.8,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,Through Ball,True,,1,From Throw In,Leroy Sané,3053.0,Right Midfield,3,Schalke 04,181,"['24938798-ce49-4f4c-9dec-64f44325129d', '5662f9f4-58c8-47c1-a446-703f4411e2b4', 'e8fd4047-4ef9-436f-acdc-10ba5afb55ad']",38,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:38.375,Pass,True
,,,,,,,,,,,,,,,1.454513,,,,,,,,,,,36f7bae3-958f-41de-810b-7a816f37bd53,125,,"[33.0, 44.7]",3890561,1,,,,0.7086263,,Right Foot,,,,"[51.9, 60.9]",,Ground Pass,,24.89277,,,Mark Uth,8387.0,,,,,,1,From Throw In,Ermin Bičakčić,9396.0,Center Back,3,Schalke 04,181,['3e25ede9-33e4-40a0-a78e-90fa4c43800d'],41,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:41.665,Pass,
