50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.283378,,,,,,,,,,,,,69d25c00-a283-4e81-9738-5c3368b63360,75,,,"[20.6, 23.6]",3890525,2,,,,,2.9189317,,Right Foot,,,,"[15.3, 24.8]",,Ground Pass,,5.434151,,,Ramazan Özcan,12319.0,,,,,Interception,1,From Keeper,Robert Bauer,8394.0,Left Back,5,Ingolstadt,189,"['5f4a3333-eb8b-4c75-9696-e3a935eafba4', '7956e142-01d4-40a7-810a-5ba9c5f0bde3', 'cd53e308-db13-4647-96a5-0c6b4558e499']",1,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:01.170,Pass,True
,,,,,,,,,,,,,,,,,,,2.164924,,,,,,,,,,,,,4559ec54-2600-40ea-b6e6-cc25780e8786,77,,,"[15.3, 24.8]",3890525,2,,,,,0.147909,,Left Foot,,,,"[50.2, 30.0]",,High Pass,,35.285267,Incomplete,,,,,,,,,1,From Keeper,Ramazan Özcan,12319.0,Goalkeeper,5,Ingolstadt,189,['fef9b7e0-0930-4fd5-8429-ba6a14d21dc0'],2,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:02.453,Pass,
,,,,,,,,,,,,,,,,,,,2.789685,,,,,,,,,,,,,fef9b7e0-0930-4fd5-8429-ba6a14d21dc0,78,,,"[69.9, 50.1]",3890525,2,,,,,0.88991106,,Head,,,,"[89.1, 73.8]",,High Pass,,30.501312,,,Sandro Wagner,9723.0,,,,,Recovery,1,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,6,Darmstadt 98,872,"['0e06b30a-3529-4f76-8373-a9c230921b59', '4559ec54-2600-40ea-b6e6-cc25780e8786']",4,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:04.618,Pass,
,,,,,,,,,,,,,,,,,,,0.757207,,,,,,,,,,,,,319f1e8f-3bc8-4b94-a840-e399e6e5e963,82,,,"[85.7, 74.7]",3890525,2,,,,,3.0068214,,Right Foot,,,,"[79.8, 75.5]",,Low Pass,,5.9539905,,,Florian Jungwirth,12383.0,,,,,,1,Regular Play,Sandro Wagner,9723.0,Center Forward,6,Darmstadt 98,872,"['b376cc82-afd6-4f66-904f-8ce23e04d6c7', 'fc142553-c0db-48eb-8218-b56ea1967887']",8,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:08.753,Pass,True
,,,,,,,,,,,,,,,,,,,3.098786,,,,,,,,,,,,,3bd30069-49b1-43d0-8906-e4f23f66136d,85,,,"[79.8, 75.5]",3890525,2,,,,,0.0628311,,Left Foot,,,,"[110.0, 77.4]",,High Pass,,30.259708,,,Marcel Heller,9401.0,,,,,,1,Regular Play,Florian Jungwirth,12383.0,Right Back,6,Darmstadt 98,872,['e0121c3e-4547-4a54-b746-760159116c08'],9,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:09.550,Pass,
,,,,,,,,,,,,,,,,,,,1.270405,,,,,,,,,,,,,4b006f62-5f26-43e1-acda-bf12406dc351,89,,,"[116.9, 76.9]",3890525,2,,,,,-1.7755773,,Right Foot,,,,"[111.5, 50.9]",,High Pass,,26.55485,Incomplete,,,,,,,,,1,Regular Play,Marcel Heller,9401.0,Right Wing,6,Darmstadt 98,872,"['321544a2-cca9-4f82-bd57-fa08ca4c39f6', '880b2663-dea9-4215-8e8a-91d737c2ea0f']",13,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:13.464,Pass,True
,,,,,,,,,,,,,,,,,,,2.519071,,,,,,,,,,,,,4406a7d4-377b-48d8-8cd8-888e650250bc,91,,,"[105.1, 28.6]",3890525,2,,,,,1.9423671,,Left Foot,,,,"[96.8, 49.9]",,High Pass,,22.860008,,,Peter Niemeyer,40467.0,,,,,Recovery,1,Regular Play,Konstantin Rausch,11134.0,Left Wing,6,Darmstadt 98,872,['d526aca9-7932-4dfc-8a6e-2a38b5ff5171'],16,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:16.237,Pass,
,,,,,,,,,,,,,,,,,,,1.994173,,,,,,,,,,,,,ad5c12f2-aecf-4669-8b03-da1849bb1ce3,95,,,"[86.7, 48.7]",3890525,2,,,,,-2.3338656,,Left Foot,,,,"[67.0, 28.1]",,Ground Pass,,28.503508,,,Fabian Holland,9222.0,,,,,,1,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,6,Darmstadt 98,872,"['776c8c9a-dd0c-4030-88cd-f7e0d182bf31', '845ce9d7-3c78-4186-a0c9-b98c94d5b652']",21,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:21.211,Pass,True
,,,,,,,,,,,,,,,,,,,3.365613,,,,,,,,,,,,,98240e04-ddb7-4354-a19e-9aab0c7ce620,98,,,"[66.5, 28.7]",3890525,2,,,,,0.61112773,,Left Foot,,,,"[99.9, 52.1]",,High Pass,,40.78137,Incomplete,,,,,,,,,1,Regular Play,Fabian Holland,9222.0,Left Back,6,Darmstadt 98,872,['7aae3079-f677-4bb9-97a2-fbb737b153f6'],24,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:24.323,Pass,
,,,,,,,,,,,,,,,,,,,1.53861,,,,,,,,,,,,,7aae3079-f677-4bb9-97a2-fbb737b153f6,99,,,"[20.2, 28.0]",3890525,2,,,,,0.7853982,,Head,,,,"[36.8, 44.6]",,High Pass,,23.475945,Incomplete,,Pascal Groß,3097.0,,,,,Recovery,1,Regular Play,Robert Bauer,8394.0,Left Back,6,Darmstadt 98,872,"['44223ea9-c1a2-4d35-b34e-64d37be0bffe', '4b7b0d09-f3dd-4dc7-b7c3-b5bdd22d6b10', '98240e04-ddb7-4354-a19e-9aab0c7ce620']",27,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:27.689,Pass,
,,,,,,,,,,,,,,,,,,,1.358746,,,,,,,,,,,,,44223ea9-c1a2-4d35-b34e-64d37be0bffe,101,,,"[83.3, 35.5]",3890525,2,,,,,0.93538857,,Right Foot,,,,"[96.5, 53.4]",,Low Pass,,22.240728,Incomplete,,,,,,,,Recovery,1,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,6,Darmstadt 98,872,"['7aae3079-f677-4bb9-97a2-fbb737b153f6', '9e37dde9-bb30-4792-93f3-2a122f0f04c6']",29,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:29.228,Pass,
,,,,,,,,,,,,,,,,,,,5.508929,,,,,,,,,,,,,9e37dde9-bb30-4792-93f3-2a122f0f04c6,102,,,"[23.6, 26.7]",3890525,2,,,,,-0.3837149,,Left Foot,,,,"[88.0, 0.7]",,Low Pass,,69.45042,Out,,Dario Lezcano,9113.0,,,,,Recovery,1,Regular Play,Robert Bauer,8394.0,Left Back,6,Darmstadt 98,872,"['321d8632-5abc-4dad-8e48-96f23066776a', '44223ea9-c1a2-4d35-b34e-64d37be0bffe']",30,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:30.586,Pass,
,,,,,,,,,,,,,,,,,,,1.964423,,,,,,,,,,,,,293c9e71-84fc-48d7-84e6-db951c20b83f,104,,,"[49.2, 80.0]",3890525,2,,,,,-0.34464732,,,,,,"[68.7, 73.0]",,High Pass,,20.71835,Incomplete,,Sandro Wagner,9723.0,,,,,Throw-in,1,From Throw In,Florian Jungwirth,12383.0,Right Back,7,Darmstadt 98,872,"['7ccfc886-7a5b-4293-a6e9-42237d8396d6', 'be75bad5-56b0-4af5-9c24-f461613305de']",50,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:50.956,Pass,
,,,,,,,,,,,,,,,,,,,2.845253,,,,,,,,,,,,,6ae943f0-283a-425e-a47e-be0d026b67d5,108,,,"[51.6, 6.8]",3890525,2,,,,,-0.019997334,,Right Foot,,,,"[86.6, 6.1]",,High Pass,,35.007,Incomplete,,Dario Lezcano,9113.0,,,,,,1,From Throw In,Robert Bauer,8394.0,Left Back,7,Darmstadt 98,872,"['2bf061a5-49d0-4b7f-87f3-e5d3a2a6e686', '7aed0147-83b3-472f-a1c8-70a8bcae7e41']",53,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:53.709,Pass,
,,,,,,,,,,,,,,,,,,,1.34366,,,,,,,,,,,,,2bf061a5-49d0-4b7f-87f3-e5d3a2a6e686,111,,,"[33.5, 74.0]",3890525,2,,,,True,0.34515765,,,,,,"[42.4, 77.2]",,High Pass,,9.457801,Incomplete,,Florian Jungwirth,12383.0,,,,,Recovery,1,From Throw In,Aytac Sulu,9217.0,Right Center Back,7,Darmstadt 98,872,"['079f99fb-3be1-4f96-ab8f-38e67fe2af47', '2ea92e14-9722-44e2-afa1-7004adcb1c49', '6ae943f0-283a-425e-a47e-be0d026b67d5', '9831a87d-6c16-43c5-b8ca-3832127de5cf']",56,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:56.555,Pass,True
