50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.665057,,,,,,,,,,,,4bb73570-2bb3-478d-9568-dd74561e7532,16,,"[36.5, 31.9]",3890556,0,,,,,1.4191043,,Left Foot,,,"[41.3, 63.3]",,Ground Pass,,31.764761,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,From Kick Off,Dante Bonfim da Costa Santos,3197.0,Left Center Back,2,Wolfsburg,179,['b995199f-5550-47d8-b6e0-cd8b9b80819a'],8,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:08.399,Pass,
,,,,,,,,,,,,,,,,,1.484288,,,,,,,,,,,,1c6f409b-6eb5-4002-8ca7-a6b919329b6a,20,,"[59.6, 75.1]",3890556,0,,,,,-0.11864543,,Right Foot,,,"[89.8, 71.5]",,High Pass,,30.413813,,,Daniel Caligiuri,8521.0,,,,,,1,From Kick Off,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,2,Wolfsburg,179,"['0e70fc0e-b5cc-42a2-bdc2-63b0621db29b', '255b12d6-0357-4517-b19f-fb16ad87304a']",13,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:13.700,Pass,True
,,,,,,,,,,,,,,,,,2.409019,,,,,,,,,,,,c0d386dc-bbad-421b-a048-d58c44ab5429,22,,"[89.8, 71.5]",3890556,0,,,,,-0.6414378,abbe1666-728d-40fc-9ed0-43ddd26eaf05,Head,,,"[113.1, 54.1]",,Low Pass,,29.080061,,,Max Kruse,8386.0,True,,,,,1,From Kick Off,Daniel Caligiuri,8521.0,Right Midfield,2,Wolfsburg,179,['606cd32e-2cd5-4461-878d-03046a707a9a'],15,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:15.224,Pass,
,,,,,,,,,,,,,,,,,2.42798,,,,,,,,,,,,dc53dc62-ea59-4488-90db-c855cb267138,27,,"[6.0, 36.0]",3890556,0,,,,,-0.9837362,,Right Foot,,,"[22.3, 11.5]",,Ground Pass,,29.426859,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,Goal Kick,1,From Goal Kick,Mitchell James Langerak,37112.0,Goalkeeper,3,VfB Stuttgart,174,['efa95cd8-452c-4a3c-b194-f79b8cb3a6c1'],38,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:38.978,Pass,
,,,,,,,,,,,,,,,,,4.575012,,,,,,,,,,,,097c6b67-5b12-417a-8287-06fa9f4fa0e3,30,,"[28.8, 5.7]",3890556,0,,,,,0.049418774,,Left Foot,,,"[93.5, 8.9]",,High Pass,,64.77908,,,Artem Kravets,27639.0,,,,,,1,From Goal Kick,Emiliano Adrián Insúa Zapata,12626.0,Left Back,3,VfB Stuttgart,174,['7e9908f9-db4c-4876-89cf-47170194327e'],44,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:44.098,Pass,
,,,,,,,,,,,,,,,,,0.402286,,,,,,,,,,,,1a21471b-79c4-4dae-80eb-28afce6bf8c7,34,,"[95.0, 6.0]",3890556,0,,,,,3.1415927,,Right Foot,,,"[90.4, 6.0]",,Low Pass,,4.6,,,Christian Gentner,8959.0,,,,,,1,From Goal Kick,Artem Kravets,27639.0,Center Forward,3,VfB Stuttgart,174,['ade48fdf-7200-4437-a893-af74991c8d59'],49,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:49.513,Pass,
,,,,,,,,,,,,,,,,,0.466414,,,,,,,,,,,,2e5c77c9-40cf-402c-8411-a7bcdc34ee92,37,,"[91.6, 6.5]",3890556,0,,,,,0.027770637,,Right Foot,,,"[98.8, 6.7]",,Ground Pass,,7.2027774,,,Artem Kravets,27639.0,,,,,,1,From Goal Kick,Christian Gentner,8959.0,Left Defensive Midfield,3,VfB Stuttgart,174,['e8c26a3a-32a5-4a55-86e9-d5ae85be2308'],50,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:50.265,Pass,
,,,,,,,,,,,,,,,,,0.894173,,,,,,,,,,,,dfc2f566-e809-4a66-a72f-7ef1cf79d014,52,,"[113.1, 9.6]",3890556,0,,,,,1.4657301,,Left Foot,True,,"[116.0, 37.1]",,Low Pass,,27.652487,Incomplete,,Timo Werner,5557.0,,,,,,1,From Goal Kick,Filip Kostić,5591.0,Left Wing,3,VfB Stuttgart,174,"['950a5563-bcfe-430b-afb9-a3047baa8889', 'eb93debb-7aef-4381-80ce-206ef91b4290']",56,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:56.641,Pass,
,,,,,,,,,,,,,,,,,1.261477,,,,,,,,,,,,005723d8-1d85-4ca2-b5f9-fe306e5997d8,55,,"[14.0, 37.9]",3890556,1,,True,,,-0.7988848,,Right Foot,,,"[39.6, 11.6]",,Ground Pass,,36.70218,,,Marcel Schäfer,40469.0,,,,,,1,Regular Play,Koen Casteels,8240.0,Goalkeeper,4,Wolfsburg,179,['b3257fd1-75b8-4f31-8691-89953efa9a79'],11,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:11.635,Pass,
,,,,,,,,,,,,,,,,,0.896837,,,,,,,,,,,,f1e20be9-d816-4027-a9b8-5cc03bfcc83f,58,,"[49.3, 6.8]",3890556,1,,,,,2.2628703,,Left Foot,,,"[40.1, 17.9]",,Ground Pass,,14.417004,,,Josuha Guilavogui,8230.0,,,,,,1,Regular Play,Marcel Schäfer,40469.0,Left Back,4,Wolfsburg,179,"['c2fba587-5f3b-4f03-957d-3bbdc355c923', 'fde864bc-94e2-418a-a482-b6ccc45f6ab8']",15,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:15.583,Pass,True
,,,,,,,,,,,,,,,,,2.031866,,,,,,,,,,,,5c452797-ac38-4ff2-956b-6db7e32849fc,61,,"[38.7, 21.8]",3890556,1,,,,,1.6292776,,Right Foot,,,"[36.2, 64.5]",,Ground Pass,,42.77312,,,Ronaldo Aparecido Rodrigues,8516.0,,True,,,,1,Regular Play,Josuha Guilavogui,8230.0,Center Defensive Midfield,4,Wolfsburg,179,['e4e03476-3fca-46bf-9d4c-a2310e22abcd'],17,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:17.537,Pass,
,,,,,,,,,,,,,,,,,1.431654,,,,,,,,,,,,a85184e9-0e52-489c-932a-d7f7e26e70a5,64,,"[37.4, 68.3]",3890556,1,,,,,0.5506756,,Right Foot,,,"[48.8, 75.3]",,Ground Pass,,13.377593,,,Adelino André Vieira Freitas,10790.0,,,,,,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,4,Wolfsburg,179,['49cc84fd-24d0-47fe-9a84-03d3bb75fb13'],20,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:20.546,Pass,
,,,,,,,,,,,,,,,,,0.954218,,,,,,,,,,,,89519afb-f1a3-4e3a-a451-4cbee845ba07,68,,"[48.5, 76.1]",3890556,1,,,,,0.13050403,,Right Foot,,,"[64.5, 78.2]",,Ground Pass,,16.137224,,,Daniel Caligiuri,8521.0,,,,,,1,Regular Play,Adelino André Vieira Freitas,10790.0,Right Back,4,Wolfsburg,179,"['4bae0cc4-3b1c-4844-b479-0df5f99c71c8', 'ea3ed488-22b2-4f8c-b009-ee77e7b6f816']",23,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:23.001,Pass,True
,,,,,,,,,,,,,,,,,0.489861,,,,,,,,,,,,935d2505-a3eb-4ac0-83f7-d1700f866ffb,70,,"[64.5, 78.2]",3890556,1,,,,,-1.7856117,,Right Foot,,,"[63.3, 72.7]",,Ground Pass,,5.6293874,,,Paul Seguin,23267.0,,,,,,1,Regular Play,Daniel Caligiuri,8521.0,Right Midfield,4,Wolfsburg,179,['488bccee-8926-4a9a-b60e-e809e14b53a9'],23,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:23.955,Pass,
,,,,,,,,,,,,,,,,,3.547741,,,,,,,,,,,,d0af4ecd-af07-42de-9595-13271c66fbba,74,,"[63.7, 76.3]",3890556,1,,,,,0.0,,Right Foot,,,"[94.6, 76.3]",,High Pass,,30.9,Incomplete,,Daniel Caligiuri,8521.0,,,,,,1,Regular Play,Paul Seguin,23267.0,Right Center Midfield,4,Wolfsburg,179,"['5b6f6abe-dfe5-4d4a-a273-c47a419e3254', '71491e08-4814-4f4d-9aae-fee833b9d9c4', '745831e5-d925-4789-90b4-7dda12ae4316']",25,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:25.257,Pass,True
,,,,,,,,,,,,,,,,,1.88194,,,,,,,,,,,,3933baee-f43b-43b7-9a42-42a112e7a262,78,,"[26.2, 4.8]",3890556,1,,,,,2.4638844,,Left Foot,,,"[13.9, 14.7]",,Ground Pass,,15.789237,,,Timo Baumgartl,8956.0,,,,,,1,Regular Play,Emiliano Adrián Insúa Zapata,12626.0,Left Back,5,VfB Stuttgart,174,['a67b9f83-552c-4a39-8992-56dc1276b00f'],29,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:29.991,Pass,
,,,,,,,,,,,,,,,,,2.325749,,,,,,,,,,,,78fddbcf-eb69-430a-a4b9-b39af74279ba,81,,"[16.1, 21.7]",3890556,1,,,,,1.5707964,,Right Foot,,,"[16.1, 53.0]",,Ground Pass,,31.3,,,Daniel Schwaab,8270.0,,,,,,1,Regular Play,Timo Baumgartl,8956.0,Left Center Back,5,VfB Stuttgart,174,['31af5114-ae0f-4b12-8809-5a6fda0c76dd'],33,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:33.073,Pass,
,,,,,,,,,,,,,,,,,1.533749,,,,,,,,,,,,0c44df07-c170-474c-b55a-e128a5d263bb,84,,"[21.8, 51.1]",3890556,1,,,,,-1.5503074,,Right Foot,,,"[22.3, 26.7]",,Ground Pass,,24.405123,,,Timo Baumgartl,8956.0,,,,,,1,Regular Play,Daniel Schwaab,8270.0,Right Center Back,5,VfB Stuttgart,174,['927edada-f7fb-4616-a397-511fd4f1afeb'],36,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:36.786,Pass,
,,,,,,,,,,,,,,,,,0.849201,,,,,,,,,,,,b3cd4d75-bc24-409b-a0a7-d436a3419aa0,87,,"[27.4, 26.0]",3890556,1,,,,,-0.28473043,,Right Foot,,,"[35.6, 23.6]",,Ground Pass,,8.5440035,,,Christian Gentner,8959.0,,,,,,1,Regular Play,Timo Baumgartl,8956.0,Left Center Back,5,VfB Stuttgart,174,['4c476692-9cab-47bf-91e7-212ecd7f1601'],40,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:40.561,Pass,
,,,,,,,,,,,,,,,,,0.876569,,,,,,,,,,,,85f62161-799b-4c24-904e-8fb3f06eefac,89,,"[35.6, 23.6]",3890556,1,,,,,3.0604703,,Right Foot,,,"[23.3, 24.6]",,Ground Pass,,12.340584,,,Timo Baumgartl,8956.0,,,,,,1,Regular Play,Christian Gentner,8959.0,Left Defensive Midfield,5,VfB Stuttgart,174,['33344ac6-1468-40e0-a6aa-36a4253a2aa2'],41,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:41.410,Pass,
,,,,,,,,,,,,,,,,,5.512004,,,,,,,,,,,,08bc7a34-e6e5-4d4a-b949-a57784f23c8d,92,,"[29.3, 24.6]",3890556,1,,,,,-0.24375279,,Left Foot,,,"[106.1, 5.5]",,High Pass,,79.139435,Incomplete,,Filip Kostić,5591.0,,,,,,1,Regular Play,Timo Baumgartl,8956.0,Left Center Back,5,VfB Stuttgart,174,"['97f961ee-962e-462e-be20-66fd021c6532', '9c2d555f-a864-456e-81c1-94efcf6b131d']",46,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:46.649,Pass,
,,,,,,,,,,,,,,,,,1.56913,,,,,,,,,,,,97f961ee-962e-462e-be20-66fd021c6532,95,,"[14.0, 74.6]",3890556,1,,,,,-2.029613,,Left Foot,,,"[5.8, 58.0]",,Ground Pass,,18.514858,,,Koen Casteels,8240.0,,,,,Recovery,1,Regular Play,Adelino André Vieira Freitas,10790.0,Right Back,6,Wolfsburg,179,"['08bc7a34-e6e5-4d4a-b949-a57784f23c8d', '200eb900-bc7c-40c0-8efd-b8a2a6183102', '8ca8ec25-cff5-40cb-ae04-ad093bb9e5d9']",52,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:52.161,Pass,True
,,,,,,,,,,,,,,,,,3.425735,,,,,,,,,,,,b398af61-9831-4e39-9063-431e783f897f,98,,"[5.3, 57.2]",3890556,1,,,,,0.69293076,,Right Foot,,,"[27.1, 75.3]",,High Pass,,28.334608,Incomplete,,,,,,,,,1,Regular Play,Koen Casteels,8240.0,Goalkeeper,6,Wolfsburg,179,"['4daf3cb0-3db3-4e83-8fe8-6e1cf0aec4f7', 'c69cccf5-5ef6-4d24-b903-a5c4bf7098cc']",53,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:53.730,Pass,True
,,,,,,,,,,,,,,,,,1.746669,,,,,,,,,,,,4daf3cb0-3db3-4e83-8fe8-6e1cf0aec4f7,99,,"[93.0, 4.8]",3890556,1,,,,,1.4346075,,Left Foot,,,"[96.7, 31.8]",,High Pass,,27.252338,Incomplete,,Timo Werner,5557.0,,,,,Recovery,1,Regular Play,Daniel Didavi,8243.0,Center Attacking Midfield,6,Wolfsburg,179,"['39b0a775-85e9-4008-ad2a-8b136ed94b12', 'ace076af-536c-4c5d-a745-709a637c4c5f', 'b398af61-9831-4e39-9063-431e783f897f']",57,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:57.156,Pass,
,,,,,,,,,,,,,,,,,0.943295,,,,,,,,,,,,9b8da839-1585-4925-8d87-a5f968057c2b,102,,"[82.7, 19.7]",3890556,2,,,,,0.17593962,,Right Foot,,,"[96.2, 22.1]",,High Pass,,13.711674,Incomplete,,Artem Kravets,27639.0,,,,,Recovery,1,Regular Play,Christian Gentner,8959.0,Left Defensive Midfield,6,Wolfsburg,179,"['6dc84e82-9717-4bc4-bce2-8c5bca1ac9f0', 'd15e08b1-ffc2-4151-879c-98d36b103163']",0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:00.650,Pass,
,,,,,,,,,,,,,,,,,1.472777,,,,,,,,,,,,534a34be-7e8a-409c-8b0d-7b4879b76287,106,,"[42.3, 68.3]",3890556,2,,,,,-0.93206465,,Right Foot,,,"[49.8, 58.2]",,High Pass,,12.580143,Incomplete,,Paul Seguin,23267.0,,,,,Recovery,1,Regular Play,Daniel Caligiuri,8521.0,Right Midfield,6,Wolfsburg,179,"['9b166f68-12a3-49a3-aafd-6b3b0d5727d9', 'f95750ea-0425-4933-a744-44fd6d55e7fc']",4,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:04.527,Pass,
,,,,,,,,,,,,,,,,,1.200727,,,,,,,,,,,,f95750ea-0425-4933-a744-44fd6d55e7fc,108,,"[70.3, 21.9]",3890556,2,,,,True,-1.5707964,,,,,"[70.3, 15.6]",,Low Pass,,6.3,Incomplete,,Timo Werner,5557.0,,,,,Recovery,1,Regular Play,Lukas Rupp,11395.0,Right Defensive Midfield,6,Wolfsburg,179,"['3f347e09-a39f-4b75-bb93-279ce9f18f6c', '534a34be-7e8a-409c-8b0d-7b4879b76287', 'a8528f92-b3dc-410e-91b8-65fb714d5feb', 'f9f5cbf1-cb6b-4c88-a670-ae3d787a7dcb']",6,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:06.000,Pass,True
,,,,,,,,,,,,,,,,,0.972243,,,,,,,,,,,,a8528f92-b3dc-410e-91b8-65fb714d5feb,111,,"[49.8, 64.5]",3890556,2,,,,,-1.5468488,,Right Foot,,,"[50.2, 47.8]",,Ground Pass,,16.70479,,,André Schürrle,10281.0,,,,,Recovery,1,Regular Play,Daniel Caligiuri,8521.0,Right Midfield,6,Wolfsburg,179,"['b7d399bf-dc96-4f0a-ac84-2b0ca23de336', 'f95750ea-0425-4933-a744-44fd6d55e7fc']",7,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:07.201,Pass,
,,,,,,,,,,,,,,,,,1.952476,,,,,,,,,,,,68427659-7fd9-48d0-8198-9677a48464b1,118,,"[58.0, 43.5]",3890556,2,,,,,-1.998131,,Left Foot,,,"[48.3, 22.2]",,Ground Pass,,23.404701,,,Marcel Schäfer,40469.0,,,,,Recovery,1,Regular Play,Max Kruse,8386.0,Center Forward,6,Wolfsburg,179,"['26321e3c-0b7e-4732-8630-fc5cff8a980b', 'cdc70f01-890e-4421-94bc-634ff5974644']",10,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:10.152,Pass,True
,,,,,,,,,,,,,,,,,0.848797,,,,,,,,,,,,a333682b-b4ca-451c-9867-9987087c04a8,122,,"[57.7, 11.9]",3890556,2,,,,,0.39276066,,Left Foot,,,"[71.7, 17.7]",,Ground Pass,,15.153877,,,Max Kruse,8386.0,,,,,,1,Regular Play,Marcel Schäfer,40469.0,Left Back,6,Wolfsburg,179,"['7cb77303-9139-4df7-93f0-2e1226b30a99', 'f6796e7e-ab6a-4ccf-ab31-a369fa87e052']",14,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:14.465,Pass,True
,,,,,,,,,,,,,,,,,1.043432,,,,,,,,,,,,591874b7-a10d-422c-8f7c-f876c35f6641,126,,"[70.0, 12.8]",3890556,2,,,,,2.1900387,,Right Foot,,,"[63.3, 22.2]",,Ground Pass,,11.543396,,,Maximilian Arnold,8235.0,,,,,,1,Regular Play,Max Kruse,8386.0,Center Forward,6,Wolfsburg,179,"['0075dc03-7efe-401c-9443-bb89b1826dc6', '44705d3f-4208-4e8a-ab36-42fdc9362528']",15,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:15.968,Pass,True
