50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.618229,,,,,,,,,,,,,28dfacaa-7d5b-4e9b-b228-723e1a55b568,17,,,"[52.6, 66.8]",3890514,0,,,,,-1.8642321,,Right Foot,,,"[48.4, 52.9]",,Ground Pass,,14.520675,,,Florian Grillitsch,11396.0,,,,,,1,From Kick Off,Alejandro Gálvez Jimena,6924.0,Right Center Back,2,Werder Bremen,176,['8c0963d1-b04b-4569-8ad8-7187cf655ec0'],13,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:13.211,Pass,
,,,,,,,,,,,,,,,,,,,,2.024903,,,,,,,,,,,,,40a69935-b36c-46e3-8073-571988049911,20,,,"[46.5, 54.0]",3890514,0,,,,,2.0219965,,Right Foot,,,"[37.1, 73.4]",,Ground Pass,,21.557365,,,Alejandro Gálvez Jimena,6924.0,,,,,,1,From Kick Off,Florian Grillitsch,11396.0,Center Defensive Midfield,2,Werder Bremen,176,['fe80f62a-2405-41a9-a194-44c9516b8c6d'],15,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:15.471,Pass,
,,,,,,,,,,,,,,,,,,,,2.662025,,,,,,,,,,,,,9606c787-1de2-4063-a0bf-daed2771d1e5,23,,,"[35.4, 71.8]",3890514,0,,,,,-2.580839,,Right Foot,,,"[10.4, 56.1]",,Ground Pass,,29.52101,,,Felix Wiedwald,23269.0,,,,,,1,From Kick Off,Alejandro Gálvez Jimena,6924.0,Right Center Back,2,Werder Bremen,176,['c368cab4-9599-442d-94f6-a302db4b2ba6'],17,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:17.574,Pass,
,,,,,,,,,,,,,,,,,,,,3.400606,,,,,,,,,,,,,2be70a19-72fc-41e2-919a-276b47ab88f4,25,,,"[10.6, 57.8]",3890514,0,,,,,-0.017108597,,Right Foot,,,"[63.2, 56.9]",,High Pass,,52.6077,Incomplete,,Levin Mete Öztunali,8554.0,,,,,,1,From Kick Off,Felix Wiedwald,23269.0,Goalkeeper,2,Werder Bremen,176,"['56959feb-b1f8-496b-bcc5-ad59ffc1f39b', '8cc245a0-d6dd-4442-8b5c-4023ee9d3da2']",20,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:20.236,Pass,
,,,,,,,,,,,,,,,,,,,,0.246887,,,,,,,,,,,,,56959feb-b1f8-496b-bcc5-ad59ffc1f39b,27,,,"[56.9, 23.2]",3890514,0,,,,True,-0.09966865,,,,,"[57.9, 23.1]",,High Pass,,1.0049876,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,Recovery,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Werder Bremen,176,"['2be70a19-72fc-41e2-919a-276b47ab88f4', '5cbdeca6-5050-4e45-98c9-6dab9b690346', '80298e7e-868f-4dec-817a-922a26f45fc5', '86805289-b3d4-41c2-a43e-29e127c16a42']",23,,,,,,,,,,,,,,,,,Augsburg,172,00:00:23.636,Pass,True
,,,,,,,,,,,,,,,,,,,,1.494956,,,,,,,,,,,,,be4e33d3-485f-4ea5-b2a2-78eebf36f11b,34,,,"[49.4, 68.2]",3890514,0,,,,,1.3831565,,Right Foot,,,"[50.9, 76.1]",,High Pass,,8.041144,,,Theodor Gebre Selassie,8396.0,,,,,,1,From Kick Off,Clemens Fritz,20010.0,Right Center Midfield,2,Werder Bremen,176,"['9b646d82-16b6-4005-ac02-384a68b029e7', 'e686ab3e-f358-4825-92c8-c32a50922a9b']",26,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:26.349,Pass,True
,,,,,,,,,,,,,,,,,,,,3.522069,,,,,,,,,,,,,411eb6a8-4034-4330-84bf-b8e398ac463d,40,,,"[56.1, 73.7]",3890514,0,,,,,-0.9192091,,Right Foot,,,"[96.6, 20.6]",,High Pass,,66.78218,Incomplete,,Santiago García,26359.0,,True,,,Free Kick,1,From Free Kick,Alejandro Gálvez Jimena,6924.0,Right Center Back,3,Werder Bremen,176,"['82ed2457-8ec3-4f0b-9be1-9b22b3b621ea', 'af6a8ccf-fd99-456e-8f75-c16c858db786']",47,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:47.129,Pass,
,,,,,,,,,,,,,,,,,,,,2.919421,,,,,,,,,,,,,af6a8ccf-fd99-456e-8f75-c16c858db786,42,,,"[23.5, 59.5]",3890514,0,,,,,0.4517748,,Head,,,"[54.0, 74.3]",,High Pass,,33.90118,,,Alfreð Finnbogason,5514.0,,,,,Recovery,1,From Free Kick,Daniel Tawiah Opare,9400.0,Right Back,3,Werder Bremen,176,"['411eb6a8-4034-4330-84bf-b8e398ac463d', '78ec83f9-f20f-4513-b943-92981aa33895']",50,,,,,,,,,,,,,,,,,Augsburg,172,00:00:50.651,Pass,
,,,,,,,,,,,,,,,,,,,,1.786294,,,,,,,,,,,,,9bc72243-aef4-459a-bfd5-a561a3d194cb,45,,,"[55.2, 74.5]",3890514,0,,,,,-2.5985277,,Head,,,"[44.1, 67.8]",,Low Pass,,12.965339,Incomplete,,Christoph Janker,24117.0,,,,,,1,From Free Kick,Alfreð Finnbogason,5514.0,Center Forward,3,Werder Bremen,176,"['78ad54a8-3601-46c2-8069-9ccc4a1f1ae4', '8316843f-0e61-48de-8a10-8d04a741aed5', 'd45bbd98-2d6c-4ba5-ac38-4f8b1c4162f2']",53,,,,,,,,,,,,,,,,,Augsburg,172,00:00:53.651,Pass,True
,,,,,,,,,,,,,,,,,,,,3.402185,,,,,,,,,,,,,d45bbd98-2d6c-4ba5-ac38-4f8b1c4162f2,47,,,"[76.0, 12.3]",3890514,0,,,,,-3.0635393,,Head,,,"[40.2, 9.5]",,High Pass,,35.90933,,,Jannik Vestergaard,8815.0,,,,,Recovery,1,From Free Kick,Santiago García,26359.0,Left Back,3,Werder Bremen,176,"['9bc72243-aef4-459a-bfd5-a561a3d194cb', 'c21be5d7-7092-40bc-a67b-f0f1c88fada3']",55,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:55.437,Pass,
,,,,,,,,,,,,,,,,,,,,3.061336,,,,,,,,,,,,,c0df13d1-276c-4fba-92f2-05abe4206e52,50,,,"[35.2, 8.9]",3890514,0,,,,,2.2695434,,Left Foot,,,"[12.6, 35.8]",,Ground Pass,,35.133602,,,Felix Wiedwald,23269.0,,,,,,1,From Free Kick,Jannik Vestergaard,8815.0,Left Center Back,3,Werder Bremen,176,['d1e2d80c-a480-4a13-b24e-cbb80784d249'],59,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:59.262,Pass,
,,,,,,,,,,,,,,,,,,,,3.474845,,,,,,,,,,,,,d2a177d0-c613-4f0c-ab52-0d137cbf0ea0,53,,,"[12.9, 36.7]",3890514,1,,,,,0.13673826,,Right Foot,,,"[64.5, 43.8]",,High Pass,,52.086178,,,Anthony Ujah,12624.0,,,,,,1,From Free Kick,Felix Wiedwald,23269.0,Goalkeeper,3,Werder Bremen,176,['635e8f42-d32a-4b0c-9506-1509bfe797b5'],2,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:02.558,Pass,
,,,,,,,,,,,,,,,,,,,,1.15548,,,,,,,,,,,,,c43c56b8-20ab-49d3-9b17-273581647298,55,,,"[64.5, 43.8]",3890514,1,,,,,0.45830005,,Head,,,"[72.0, 47.5]",,Low Pass,,8.363014,Unknown,,Levin Mete Öztunali,8554.0,,,,,,1,From Free Kick,Anthony Ujah,12624.0,Center Forward,3,Werder Bremen,176,['41abb4e9-bb17-4f03-95dd-4deacf5b3e98'],6,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:06.073,Pass,
,,,,,,,,,,,,,,,,,,,,2.854319,,,,,,,,,,,,,aff61105-7cb1-44ed-9ce7-1be14468fa5f,59,,,"[46.6, 31.1]",3890514,1,,,,,-0.39696723,,Right Foot,,,"[95.5, 10.6]",,High Pass,,53.0232,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,Free Kick,1,From Free Kick,Daniel Baier,8317.0,Left Defensive Midfield,4,Augsburg,172,"['3d3e2d97-2f16-40fa-a6bd-011bacb5e26b', 'e12de89a-db6b-4960-b441-cbfd37eda18e']",27,,,,,,,,,,,,,,,,,Augsburg,172,00:01:27.784,Pass,
,,,,,,,,,,,,,,,,,,,,1.519356,,,,,,,,,,,,,3d3e2d97-2f16-40fa-a6bd-011bacb5e26b,62,,,"[24.6, 69.5]",3890514,1,,,,True,-1.0636978,,,,,"[29.6, 60.5]",,High Pass,,10.29563,,,Florian Grillitsch,11396.0,,,,,Recovery,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,5,Werder Bremen,176,"['33b7b455-d9cf-40e0-b13b-8af29bfb6b73', '9bcf8294-72d9-4554-9879-2eb73c44955f', 'aff61105-7cb1-44ed-9ce7-1be14468fa5f']",30,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:30.638,Pass,True
,,,,,,,,,,,,,,,,,,,,1.619922,,,,,,,,,,,,,a129ec1c-65ad-4704-90e5-e1c4d2c215e5,65,,,"[30.2, 60.3]",3890514,1,,,,True,-0.4160645,,,,,"[38.8, 56.5]",,High Pass,,9.402127,,,Clemens Fritz,20010.0,,,,,,1,Regular Play,Florian Grillitsch,11396.0,Center Defensive Midfield,5,Werder Bremen,176,"['70fc60e6-463b-4cda-b98b-21b318d15080', '9ee02013-4a6b-4fd4-9b87-a84e68671c52']",32,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:32.158,Pass,True
,,,,,,,,,,,,,,,,,,,,2.462674,,,,,,,,,,,,,b4905ebf-3690-4852-b378-f1377a0dd3e7,69,,,"[41.3, 52.3]",3890514,1,,,,,-1.4859891,,Right Foot,,,"[45.1, 7.6]",,Ground Pass,,44.86123,,,Santiago García,26359.0,,True,,,,1,Regular Play,Clemens Fritz,20010.0,Right Center Midfield,5,Werder Bremen,176,"['cf0ab2e4-0989-4a0d-9da8-82f1bcedca1b', 'e54c613a-7533-4dd7-8825-c03d58e4ee96']",35,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:35.411,Pass,True
,,,,,,,,,,,,,,,,,,,,1.894727,,,,,,,,,,,,,bbda2bf5-753b-490a-8b28-47e1340369d9,72,,,"[64.9, 1.2]",3890514,1,,,,,0.012944261,,Left Foot,,,"[95.8, 1.6]",,High Pass,,30.90259,,,Fin Bartels,8389.0,,,,,,1,Regular Play,Santiago García,26359.0,Left Back,5,Werder Bremen,176,['d65c20e6-1543-404a-82b4-165d5df73d3e'],42,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:42.049,Pass,
,,,,,,,,,,,,,,,,,,,,1.941884,,,,,,,,,,,,,81d0b406-a53a-433c-8d9d-d32ceed51b95,79,,,"[10.9, 78.5]",3890514,1,,,,,-0.6682894,,Right Foot,,,"[50.8, 47.0]",,High Pass,,50.835617,,,Halil Altıntop,40462.0,,,,,,1,Regular Play,Daniel Tawiah Opare,9400.0,Right Back,6,Augsburg,172,['1b53c9e6-adf7-41d7-9079-ef1bff3fa0cf'],48,,,,,,,,,,,,,,,,,Augsburg,172,00:01:48.871,Pass,
,,,,,,,,,,,,,,,,,,,,2.821544,,,,,,,,,,,,,0785e53a-a3f2-4dae-997d-59bd3a5ba70b,83,,,"[53.6, 40.9]",3890514,1,,,,,-1.2793396,,Left Foot,,,"[63.2, 8.9]",,Ground Pass,,33.40898,,,Philipp Max,8319.0,,,,,,1,Regular Play,Halil Altıntop,40462.0,Center Attacking Midfield,6,Augsburg,172,"['54fdcb59-2204-4fff-9dac-7eb66dbd3be2', '5a5bfc98-4b9b-465b-9076-aec2d4bab643']",52,,,,,,,,,,,,,,,,,Augsburg,172,00:01:52.939,Pass,True
,,,,,,,,,,,,,,,,,,,,0.201898,,,,,,,,,,,,,d340e3ab-3da2-4af5-9973-f87f64a5ffab,86,,,"[80.1, 4.2]",3890514,1,,,,,1.1932662,,Left Foot,,,"[82.4, 10.0]",,High Pass,,6.239391,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,,1,Regular Play,Philipp Max,8319.0,Left Back,6,Augsburg,172,"['238d4ad9-8645-49b4-b6e4-7905f9bf8f6e', '3c8c21bd-60e6-4161-8d01-c390dbd782be']",57,,,,,,,,,,,,,,,,,Augsburg,172,00:01:57.420,Pass,
,,,,,,,,,,,,,,,,,,,,2.946988,,,,,,,,,,,,,b8dca1cb-d030-4717-9bd2-397c85be6df2,91,,,"[6.4, 53.8]",3890514,2,,True,,,-0.25693762,,Keeper Arm,,,"[31.9, 47.1]",,Ground Pass,,26.365507,,,Florian Grillitsch,11396.0,,,,,,1,Regular Play,Felix Wiedwald,23269.0,Goalkeeper,7,Werder Bremen,176,['aff65c42-609f-44da-898c-cb3f951783bf'],12,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:12.997,Pass,
,,,,,,,,,,,,,,,,,,,,1.666713,,,,,,,,,,,,,754e0af6-e661-4eca-aa60-642e62d32713,93,,,"[38.8, 44.8]",3890514,2,,,,,-1.5498204,,Right Foot,,,"[39.4, 16.2]",,Ground Pass,,28.606293,,,Jannik Vestergaard,8815.0,,,,,,1,Regular Play,Florian Grillitsch,11396.0,Center Defensive Midfield,7,Werder Bremen,176,['5ea95611-9f6f-4926-8d67-8929859b71b6'],20,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:20.985,Pass,
,,,,,,,,,,,,,,,,,,,,2.112871,,,,,,,,,,,,,d09bbb58-3799-4aea-97ba-7acf607b8ca7,96,,,"[39.4, 16.2]",3890514,2,,,,,1.5562342,,Right Foot,,,"[40.0, 57.4]",,Ground Pass,,41.20437,,,Alejandro Gálvez Jimena,6924.0,,True,,,,1,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,7,Werder Bremen,176,['28946ea7-c92f-4e70-9268-8de68146bd83'],24,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:24.040,Pass,
,,,,,,,,,,,,,,,,,,,,0.757927,,,,,,,,,,,,,6848062d-aea7-4cdd-94b9-f7c7632dad19,99,,,"[64.3, 73.6]",3890514,2,,,,,0.21373883,,Right Foot,,,"[77.2, 76.4]",,Ground Pass,,13.200378,,,Theodor Gebre Selassie,8396.0,,,,,,1,Regular Play,Alejandro Gálvez Jimena,6924.0,Right Center Back,7,Werder Bremen,176,['537a2fbd-e0dc-466b-bac1-5ce264955026'],32,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:32.291,Pass,
,,,,,,,,,,,,,,,,,,,,1.501063,,,,,,,,,,,,,ce2b6852-590c-4e94-8606-c101d2c29f43,102,,,"[77.2, 74.9]",3890514,2,,,,,3.0819619,,Right Foot,,,"[63.8, 75.7]",,Ground Pass,,13.42386,,,Alejandro Gálvez Jimena,6924.0,,,,,,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,7,Werder Bremen,176,['3275bd41-2e85-4244-95a7-026dd4d00cd6'],34,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:34.729,Pass,
,,,,,,,,,,,,,,,,,,,,1.472329,,,,,,,,,,,,,c76e43f8-954f-4758-9424-9d48fab3dc01,105,,,"[62.2, 73.9]",3890514,2,,,,,-2.3474228,,Right Foot,,,"[50.9, 62.4]",,Ground Pass,,16.122654,,,Florian Grillitsch,11396.0,,,,,,1,Regular Play,Alejandro Gálvez Jimena,6924.0,Right Center Back,7,Werder Bremen,176,['a0efd081-c2fc-4816-816b-811c7e1ac1a5'],37,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:37.116,Pass,
,,,,,,,,,,,,,,,,,,,,3.35107,,,,,,,,,,,,,689ec807-8afc-48ef-855a-ebebcf9b86b9,108,,,"[52.3, 59.0]",3890514,2,,,,,-0.8684522,,Right Foot,,,"[95.8, 7.6]",,High Pass,,67.33654,Incomplete,,Santiago García,26359.0,,True,,,,1,Regular Play,Florian Grillitsch,11396.0,Center Defensive Midfield,7,Werder Bremen,176,"['033cec15-7fe9-4f2c-a4b0-e3a8624e8100', '5cf8a9db-2603-4afa-bb2c-c4f7df48dff5']",40,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:40.382,Pass,
,,,,,,,,,,,,,,,,,,,,1.569364,,,,,,,,,,,,,5cf8a9db-2603-4afa-bb2c-c4f7df48dff5,110,,,"[24.3, 72.5]",3890514,2,,,,,-0.50569403,,Head,,,"[36.4, 65.8]",,High Pass,,13.831124,Incomplete,,Christoph Janker,24117.0,,,,,Recovery,1,Regular Play,Daniel Tawiah Opare,9400.0,Right Back,7,Werder Bremen,176,"['3895f3f5-f4c2-4557-8a11-5997f04bb30e', '689ec807-8afc-48ef-855a-ebebcf9b86b9', 'f52472e1-f69d-44f2-874e-22541cf54dd5']",43,,,,,,,,,,,,,,,,,Augsburg,172,00:02:43.733,Pass,
,,,,,,,,,,,,,,,,,,,,2.249402,,,,,,,,,,,,,aa55a66b-c33a-431d-9902-4fcb8214cf3b,113,,,"[32.8, 63.9]",3890514,2,,,,,-0.4048918,,Right Foot,,,"[47.5, 57.6]",,High Pass,,15.993123,Incomplete,,Alfreð Finnbogason,5514.0,,,,,Recovery,1,Regular Play,Alexander Esswein,8574.0,Right Midfield,7,Werder Bremen,176,"['6bdf5413-d1e1-4200-a747-1e8914615e57', '6c9bfd39-5736-4775-96e7-cd61f0872776']",45,,,,,,,,,,,,,,,,,Augsburg,172,00:02:45.901,Pass,
