50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,3.853894,,,,,,,,,,,,,dc6c6ad0-b991-45a4-896f-58bf9bd38ae8,16,,,"[7.4, 34.0]",3890283,0,,,,-0.5857804,,Left Foot,,,"[38.6, 13.3]",High Pass,,37.442356,,,Incomplete,,Jérôme Gondorf,8388.0,,,,,,,1,From Kick Off,Christian Mathenia,8306.0,Goalkeeper,2,Darmstadt 98,872,"['3ede84fd-4e3f-4ad8-a70a-46941535f36f', 'b2c32054-890f-405c-be6a-c6d939013722']",8,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:08.449,Pass,
,,,,,,,,,,,,,,,,,,,1.714896,,,,,,,,,,,,,b2c32054-890f-405c-be6a-c6d939013722,19,,,"[81.5, 66.8]",3890283,0,,,True,-1.0565966,,,,,"[88.9, 53.7]",High Pass,,15.045597,,,Incomplete,,Kevin Volland,8215.0,,,,,,Recovery,1,From Kick Off,Mark Uth,8387.0,Right Midfield,2,Darmstadt 98,872,"['55068abd-d40e-44e2-a142-24d5d6b492ce', '58a81abc-561d-45d2-94c6-f8494e943236', 'dc6c6ad0-b991-45a4-896f-58bf9bd38ae8', 'dde55be0-b97d-425a-86da-e11adee4bdf3']",12,,,,,,,,,,,,,,,Hoffenheim,175,00:00:12.303,Pass,True
,,,,,,,,,,,,,,,,,,,1.436148,,,,,,,,,,,,,87e4f698-27e1-45d0-a1bb-85ac01131d85,23,,,"[30.0, 20.2]",3890283,0,,,,-1.5192956,,Head,,,"[30.5, 10.5]",Low Pass,,9.712878,,,,,Fabian Holland,9222.0,,,,,,Recovery,1,From Kick Off,Peter Niemeyer,40467.0,Right Defensive Midfield,2,Darmstadt 98,872,['78eaa404-361c-4094-95f3-90ca977e2275'],17,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:17.579,Pass,
,,,,,,,,,,,,,,,,,,,1.625882,,,,,,,,,,,,,1ec3e675-43c1-4e10-888a-632e7aa11a5e,26,,,"[30.7, 10.5]",3890283,0,,,,0.049495146,,Left Foot,,,"[63.0, 12.1]",High Pass,,32.339603,,,Incomplete,,Marco Sailer,400612.0,,,,,,,1,From Kick Off,Fabian Holland,9222.0,Left Back,2,Darmstadt 98,872,"['bd1f0693-35f2-4395-a1b5-594036d627df', 'c9864f16-0791-4b6a-8d0c-f2d8ccc0db54']",19,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:19.135,Pass,
,,,,,,,,,,,,,,,,,,,0.584297,,,,,,,,,,,,,6c6d2942-0807-4e83-85ff-0acb73b5d857,29,,,"[48.0, 16.0]",3890283,0,,,,-0.1729534,,Right Foot,,,"[64.6, 13.1]",Ground Pass,,16.85141,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,Recovery,1,From Kick Off,Jérôme Gondorf,8388.0,Left Defensive Midfield,2,Darmstadt 98,872,"['8565b5a6-9956-45d7-8cdd-9d0ef125192a', '8e1aa642-6d3d-4525-b2ee-654807517c4c']",21,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:21.813,Pass,
,,,,,,,,,,,,,,,,,,,4.008817,,,,,,,,,,,,,dc133385-5444-494a-895b-55ccc2206c10,34,,,"[56.0, 4.7]",3890283,0,,,,0.40337586,,Left Foot,,,"[103.8, 25.1]",High Pass,,51.971146,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,,1,From Kick Off,Konstantin Rausch,11134.0,Left Midfield,2,Darmstadt 98,872,"['200a4ea6-d085-44c3-b374-ffe944bf579c', 'c57d5317-c8b4-4a88-a4d6-def19feea763']",26,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:26.407,Pass,
,,,,,,,,,,,,,,,,,,,1.577604,,,,,,,,,,,,,6fb12416-e5f1-4ea9-bd5e-f35082f492e9,38,,,"[16.1, 54.3]",3890283,0,,,,-1.0145051,,Keeper Arm,,,"[25.8, 38.7]",Ground Pass,,18.369812,,,,,Niklas Süle,6322.0,,,,,,,1,Regular Play,Oliver Baumann,8393.0,Goalkeeper,3,Hoffenheim,175,['e3473e73-dc44-4b7d-ac39-2a7841269faa'],31,,,,,,,,,,,,,,,Hoffenheim,175,00:00:31.407,Pass,
,,,,,,,,,,,,,,,,,,,1.626687,,,,,,,,,,,,,f8c7c64c-e7fa-4a71-9da3-f160c95dc1ac,41,,,"[25.5, 39.2]",3890283,0,,,,1.2924967,,Left Foot,,,"[30.1, 55.3]",Ground Pass,,16.744253,,,,,Fabian Lukas Schär,5537.0,,,,,,,1,Regular Play,Niklas Süle,6322.0,Left Center Back,3,Hoffenheim,175,['992d810f-e73b-42e1-94be-003091ddc7a7'],34,,,,,,,,,,,,,,,Hoffenheim,175,00:00:34.202,Pass,
,,,,,,,,,,,,,,,,,,,0.979565,,,,,,,,,,,,,fe57d7e5-7e2d-4f51-aaf2-9e165d34b964,44,,,"[33.2, 57.8]",3890283,0,,,,-1.5875546,,Right Foot,,,"[32.9, 39.9]",Ground Pass,,17.902514,,,,,Pirmin Schwegler,8556.0,,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,3,Hoffenheim,175,['24de9f1c-ddff-4cd7-8475-b1e725ba3e9e'],37,,,,,,,,,,,,,,,Hoffenheim,175,00:00:37.484,Pass,
,,,,,,,,,,,,,,,,,,,1.378946,,,,,,,,,,,,,11ca3ce7-12fa-41bd-bfda-0a8573068983,47,,,"[37.3, 51.8]",3890283,0,,,,1.0679531,,Left Foot,,,"[42.8, 61.8]",Ground Pass,,11.412712,,,,,Fabian Lukas Schär,5537.0,,,,,,,1,Regular Play,Pirmin Schwegler,8556.0,Left Defensive Midfield,3,Hoffenheim,175,['a5bda2c9-3b70-457a-8815-7b67ecd45df4'],41,,,,,,,,,,,,,,,Hoffenheim,175,00:00:41.116,Pass,
,,,,,,,,,,,,,,,,,,,1.134925,,,,,,,,,,,,,3b6da6f6-ea3d-487e-968f-ae61674c14c3,49,,,"[43.7, 63.6]",3890283,0,,,,-1.9636668,,Right Foot,,,"[39.1, 52.5]",Ground Pass,,12.015407,,,,,Pirmin Schwegler,8556.0,,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,3,Hoffenheim,175,['84d4a7d2-dd8c-485e-bf6b-54391a527b40'],42,,,,,,,,,,,,,,,Hoffenheim,175,00:00:42.495,Pass,
,,,,,,,,,,,,,,,,,,,1.686536,,,,,,,,,,,,,5db98fa1-1734-4d59-a911-65da2dca191e,52,,,"[45.1, 49.7]",3890283,0,,,,-1.6731564,,Right Foot,,,"[41.7, 16.6]",Ground Pass,,33.274162,,,,,Niklas Süle,6322.0,,,,,,,1,Regular Play,Pirmin Schwegler,8556.0,Left Defensive Midfield,3,Hoffenheim,175,['69268d2a-6a0d-4c7d-ab9b-07dbda45c739'],45,,,,,,,,,,,,,,,Hoffenheim,175,00:00:45.315,Pass,
,,,,,,,,,,,,,,,,,,,1.192091,,,,,,,,,,,,,94552adc-9f63-4e63-bf20-0556e18c5cc7,55,,,"[47.4, 15.4]",3890283,0,,,,1.8779949,,Right Foot,,,"[42.8, 29.9]",Ground Pass,,15.212166,,,,,Pirmin Schwegler,8556.0,,,,,,,1,Regular Play,Niklas Süle,6322.0,Left Center Back,3,Hoffenheim,175,['9ecd07a9-d956-42f3-bc2e-720af2093f73'],49,,,,,,,,,,,,,,,Hoffenheim,175,00:00:49.818,Pass,
,,,,,,,,,,,,,,,,,,,1.718379,,,,,,,,,,,,,fa9c6759-192d-48e8-8247-d573e280eb20,59,,,"[45.4, 31.8]",3890283,0,,,,1.5819483,,Left Foot,,,"[45.1, 58.7]",Ground Pass,,26.901672,,,,,Fabian Lukas Schär,5537.0,,,,,,,1,Regular Play,Pirmin Schwegler,8556.0,Left Defensive Midfield,3,Hoffenheim,175,"['55c702ee-1cbe-4f09-8a4c-aa6166129400', 'da84e6dd-8474-413b-8b26-991cd68fa20a']",53,,,,,,,,,,,,,,,Hoffenheim,175,00:00:53.228,Pass,True
,,,,,,,,,,,,,,,,,,,2.470967,,,,,,,,,,,,,10d6d60d-8ae4-4a1c-9dcb-162d176b36d2,62,,,"[44.9, 55.8]",3890283,0,,,,-2.2768433,,Right Foot,,,"[25.8, 33.4]",Ground Pass,,29.437561,,,,,Oliver Baumann,8393.0,,,,,,,1,Regular Play,Fabian Lukas Schär,5537.0,Right Center Back,3,Hoffenheim,175,['12e03058-afd5-49b1-a86e-d677e0ad1ece'],56,,,,,,,,,,,,,,,Hoffenheim,175,00:00:56.173,Pass,
,,,,,,,,,,,,,,,,,,,1.910299,,,,,,,,,,,,,0786d5ed-0678-4094-b03f-5672584b68f4,65,,,"[25.3, 33.2]",3890283,0,,,,-0.90583163,,Right Foot,,,"[39.1, 15.6]",Ground Pass,,22.365152,,,,,Niklas Süle,6322.0,,,,,,,1,Regular Play,Oliver Baumann,8393.0,Goalkeeper,3,Hoffenheim,175,['a7a2c49a-7557-4482-885a-4545dbf49aad'],58,,,,,,,,,,,,,,,Hoffenheim,175,00:00:58.764,Pass,
,,,,,,,,,,,,,,,,,,,1.688714,,,,,,,,,,,,,4fa2d0d0-7f07-46b7-bf8b-b6fddf3fc846,68,,,"[38.0, 16.6]",3890283,1,,,,-0.46086597,,Right Foot,,,"[66.8, 2.3]",Ground Pass,,32.15478,,,,,Jin-Su Kim,40538.0,,,,,,,1,Regular Play,Niklas Süle,6322.0,Left Center Back,3,Hoffenheim,175,['f09270a3-437e-40f5-bf7c-85afff794c45'],2,,,,,,,,,,,,,,,Hoffenheim,175,00:01:02.227,Pass,
,,,,,,,,,,,,,,,,,,,1.770034,,,,,,,,,,,,,78a85c50-da85-409c-b046-3d9ad640d73f,71,,,"[65.9, 1.8]",3890283,1,,,,0.18448114,,Left Foot,,,"[86.8, 5.7]",Low Pass,,21.260761,,,,,Kevin Kuranyi,19836.0,,,,,,,1,Regular Play,Jin-Su Kim,40538.0,Left Back,3,Hoffenheim,175,['b09175f6-ee58-429f-9e00-ab725c1317c8'],4,,,,,,,,,,,,,,,Hoffenheim,175,00:01:04.068,Pass,
,,,,,,,,,,,,,,,,,,,2.559444,,,,,,,,,,,,,e521dedc-39b0-4b47-b394-8cc674e77993,80,,,"[45.2, 76.2]",3890283,1,,,,-0.3471102,,Right Foot,,,"[83.9, 62.2]",High Pass,,41.154465,,,Unknown,,Dominik Stroh-Engel,40481.0,,,,,,Free Kick,1,From Free Kick,György Garics,20522.0,Right Back,4,Darmstadt 98,872,['85796204-e9c4-41c6-bc4a-70ba7210b089'],28,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:28.258,Pass,
,,,,,,,,,,,,,,,,,,,2.040882,,,,,,,,,,,,,24ce5df4-cd58-4dfe-ae5b-60ee0fcf4b0b,84,,,"[31.7, 21.8]",3890283,1,,,,1.5897216,,Right Foot,,,"[31.1, 53.5]",Ground Pass,,31.705677,,,,,Fabian Lukas Schär,5537.0,,,,,,Free Kick,1,From Free Kick,Niklas Süle,6322.0,Left Center Back,5,Hoffenheim,175,['c50903f2-7077-4368-9e1f-9fa228fc6f1d'],39,,,,,,,,,,,,,,,Hoffenheim,175,00:01:39.054,Pass,
,,,,,,,,,,,,,,,,,,,1.354404,,,,,,,,,,,,,1613ef6e-aacc-40a6-b88f-81eb1cc242e8,87,,,"[32.9, 56.4]",3890283,1,,,,0.9723774,,Right Foot,,,"[44.9, 74.0]",Ground Pass,,21.301643,,,,,Pavel Kadeřábek,9397.0,,,,,,,1,From Free Kick,Fabian Lukas Schär,5537.0,Right Center Back,5,Hoffenheim,175,['59dd56b4-c62e-4d12-94ef-3bc4d2cd1b12'],43,,,,,,,,,,,,,,,Hoffenheim,175,00:01:43.134,Pass,
,,,,,,,,,,,,,,,,,,,1.791952,,,,,,,,,,,,,b32c4315-e5a0-4e42-a312-f1c8bade6c33,90,,,"[44.9, 73.9]",3890283,1,,,,-0.030014079,,Right Foot,,,"[88.2, 72.6]",High Pass,,43.31951,,,,,Kevin Volland,8215.0,,,,,,,1,From Free Kick,Pavel Kadeřábek,9397.0,Right Back,5,Hoffenheim,175,['61f37209-a8a9-4369-94c7-83fb68642956'],45,,,,,,,,,,,,,,,Hoffenheim,175,00:01:45.583,Pass,
,,,,,,,,,,,,,,,,,,,1.331026,,,,,,,,,,,,,1277eba3-6581-4425-b81e-c12982d286c4,94,,,"[99.3, 71.6]",3890283,1,,,,-2.6301227,,Left Foot,,,"[83.8, 62.9]",Ground Pass,,17.774702,,,,,Pirmin Schwegler,8556.0,,,,,,,1,From Free Kick,Kevin Volland,8215.0,Center Attacking Midfield,5,Hoffenheim,175,"['57008dcb-1fa3-4368-ac9c-9449ffa826e0', 'd2a224d0-5122-434b-863c-08affd2b8a78']",52,,,,,,,,,,,,,,,Hoffenheim,175,00:01:52.431,Pass,True
,,,,,,,,,,,,,,,,,,,0.845043,,,,,,,,,,,,,95fa3404-7b35-4c7c-8537-85c1269508d4,96,,,"[83.8, 62.2]",3890283,1,,,,0.15499674,,Left Foot,,,"[99.8, 64.7]",Ground Pass,,16.194136,,,Incomplete,,Mark Uth,8387.0,,,,,,,1,From Free Kick,Pirmin Schwegler,8556.0,Left Defensive Midfield,5,Hoffenheim,175,"['41b918db-2a8a-4f45-aded-d8a76c9cea26', '71528e95-862e-4501-b880-be52127de658']",53,,,,,,,,,,,,,,,Hoffenheim,175,00:01:53.762,Pass,
,,,,,,,,,,,,,,,,,,,1.289393,,,,,,,,,,,,,3f0987cb-fa35-454c-ad0a-2804d77257c7,101,,,"[23.8, 16.5]",3890283,1,,,,-0.13909595,,Left Foot,,,"[38.8, 14.4]",High Pass,,15.146287,,,Incomplete,,Marco Sailer,400612.0,,,,,,,1,From Free Kick,Luca Caldirola,9404.0,Left Center Back,5,Hoffenheim,175,"['5c2e537f-ec55-4403-8f6f-958a81f50592', '8da10437-1033-4b28-9f26-7a96ffd36d06', 'bc4964c8-9b20-46a5-b4e1-5660120f75a4']",55,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:55.522,Pass,True
,,,,,,,,,,,,,True,,,,,,4.529392,,,,,,,,,,,,,bc4964c8-9b20-46a5-b4e1-5660120f75a4,103,,,"[81.3, 65.7]",3890283,1,,,,0.29519135,,Head,,,"[113.2, 75.4]",High Pass,,33.342167,,,Incomplete,,Mark Uth,8387.0,,,,,,Interception,1,From Free Kick,Eugen Polanski,8404.0,Right Defensive Midfield,5,Hoffenheim,175,"['1718dbd5-fa4f-40fe-9da3-6f7084b844cd', '3f0987cb-fa35-454c-ad0a-2804d77257c7', '42abee4f-df5d-46c3-9356-8211102c6695']",56,,,,,,,,,,,,,,,Hoffenheim,175,00:01:56.811,Pass,
,,,,,,,,,,,,,,,,,,,1.121842,,,,,,,,,,,,,d784b030-56b4-489f-8e7b-0fca51cfc0d6,107,,,"[98.9, 80.0]",3890283,2,,,,-1.0664189,,,,,"[105.8, 67.5]",Low Pass,,14.277955,,,,,Mark Uth,8387.0,,,,,,Throw-in,1,From Throw In,Pavel Kadeřábek,9397.0,Right Back,6,Hoffenheim,175,['de0099ad-38b7-4fc2-9eaa-52bd0a7d170c'],7,,,,,,,,,,,,,,,Hoffenheim,175,00:02:07.918,Pass,
,,,,,,,,,,,,,,,,,,,1.450511,,,,,,,,,,,,,123c2d4e-8f54-4b2d-9c65-163c1b360297,110,,,"[106.4, 69.1]",3890283,2,,,,1.833791,,Left Foot,,,"[105.7, 71.7]",Low Pass,,2.6925824,,,,,Pavel Kadeřábek,9397.0,,,,,,,1,From Throw In,Mark Uth,8387.0,Right Midfield,6,Hoffenheim,175,"['8e6051b5-9512-4011-8bb1-cbfc56f496d7', 'eb35ca0c-8286-4cf1-a0ea-c02a9155d7c8']",9,,,,,,,,,,,,,,,Hoffenheim,175,00:02:09.040,Pass,True
,,,,,,,,,,,,,,,,,,,0.847503,,,,,,,,,,,,,319304dc-1bc9-4b0e-aca3-e855d0dc1fda,116,,,"[108.7, 68.7]",3890283,2,,,,-3.0475314,,Right Foot,,,"[103.4, 68.2]",Ground Pass,,5.3235326,,,,,Mark Uth,8387.0,,,,,,Recovery,1,From Throw In,Pavel Kadeřábek,9397.0,Right Back,6,Hoffenheim,175,['0bd867e6-f4a0-4272-aa98-4aabbf3a59a0'],12,,,,,,,,,,,,,,,Hoffenheim,175,00:02:12.122,Pass,
,,,,,,,,,,,,,,,,,,,1.024624,,,,,,,,,,,,,560e63ac-4884-4d56-8bdf-3b3355f2b310,124,,,"[14.4, 9.2]",3890283,2,,,,0.44394574,,Left Foot,,,"[22.6, 13.1]",Ground Pass,,9.080198,,,,,Konstantin Rausch,11134.0,,,,,,,1,Regular Play,Fabian Holland,9222.0,Left Back,7,Darmstadt 98,872,['c7352602-ffc4-453e-a7fd-d63b70a13c4c'],14,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:14.773,Pass,
,,,,,,,,,,,,,,,,,,,3.504507,,,,,,,,,,,,,6d3fd88e-60ae-4660-b296-0327fd658c5c,130,,,"[30.5, 14.7]",3890283,2,,,,0.0032894618,,Right Foot,,,"[91.3, 14.9]",High Pass,,60.800327,,,,,Dominik Stroh-Engel,40481.0,,,,,,Free Kick,1,From Free Kick,Christian Mathenia,8306.0,Goalkeeper,8,Darmstadt 98,872,['fb08d774-48f2-4dbd-a6f4-fec0b5225f44'],53,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:53.467,Pass,
