50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.288395,,,,,,,,,,,,,34b9a8ab-78cd-427b-9bb6-173c154b63b4,21,,"[44.4, 47.6]",3890532,0,,,,,-3.1054242,,Left Foot,,,,"[14.0, 46.5]",,Ground Pass,,30.419895,,,,Ørjan Håskjold Nyland,10483.0,,,,,Recovery,1,From Goal Kick,Romain Brégerie,13332.0,Right Center Back,3,Ingolstadt,189,"['1c0212e2-98ba-42d3-8db8-4076d6af6e8e', '9232a462-5f9a-4e93-914b-9fa126b40058']",35,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:35.821,Pass,
,,,,,,,,,,,,,,,,,,3.850708,,,,,,,,,,,,,28fd1c0d-37f3-4552-9902-d5819b3c9b57,24,,"[9.2, 53.4]",3890532,0,,,,,0.1925428,,Right Foot,,,,"[68.7, 65.0]",,High Pass,,60.620213,,Incomplete,,Moritz Hartmann,40464.0,,,,,,1,From Goal Kick,Ørjan Håskjold Nyland,10483.0,Goalkeeper,3,Ingolstadt,189,"['778626e6-3936-40f5-955e-ecba0c318f08', 'a5dbe5a0-6354-46fb-9898-4d7ea1a81f72']",40,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:40.248,Pass,
,,,,,,,,,,,,,,,,,,5.118152,,,,,,,,,,,,,594db1a8-7366-4551-806b-9b6af8b8c8d2,27,,"[62.9, 58.8]",3890532,0,,,,,0.3234737,,Left Foot,,,,"[115.1, 76.3]",,High Pass,,55.055336,,,,Dario Lezcano,9113.0,,,,,Recovery,1,From Goal Kick,Pascal Groß,3097.0,Right Center Midfield,3,Ingolstadt,189,['32279e19-4d58-4ae1-8e53-d1cc51d56bad'],45,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:45.404,Pass,
,,,,,,,,,,,,,,,,,,3.145584,,,,,,,,,,,,,0e8a92ae-d469-46fa-b1e1-0b615d8fa917,31,,"[113.0, 76.3]",3890532,0,,,,,-1.4216965,,Right Foot,True,,,"[120.0, 29.7]",,High Pass,,47.122818,,Out,,Mathew Leckie,5481.0,,True,,,,1,From Goal Kick,Dario Lezcano,9113.0,Center Forward,3,Ingolstadt,189,"['6deb804a-11c1-4223-98bd-6bd22d0d7382', '9d64f864-3c1e-4040-a710-b2882f4216af']",50,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:50.682,Pass,True
,,,,,,,,,,,,,,,,,,2.675511,,,,,,,,,,,,,b74d7e69-585c-43d5-8ad5-536187dc6a8a,33,,"[6.0, 44.0]",3890532,1,,,,,0.7005258,,Right Foot,,,,"[44.9, 76.8]",,High Pass,,50.88271,,,,Felix Klaus,8551.0,,,,,Goal Kick,1,From Goal Kick,Ron-Robert Zieler,8947.0,Goalkeeper,4,Hannover 96,178,['e31ed85f-2c0a-471e-8982-3173ad5c0d89'],17,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:17.101,Pass,
,,,,,,,,,,,,,,,,,,0.326072,,,,,,,,,,,,,973ab777-dc37-48b5-a346-ed6a937c26c4,35,,"[44.9, 76.5]",3890532,1,,,,,0.48689923,,Head,,,,"[50.0, 79.2]",,High Pass,,5.770615,,Out,,Noah-Joel Sarenren-Bazee,21311.0,,,,,,1,From Goal Kick,Felix Klaus,8551.0,Left Wing,4,Hannover 96,178,['e91f91f4-fd60-4f60-a103-ce2479fac0a9'],19,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:19.817,Pass,
,,,,,,,,,,,,,,,,,,1.793046,,,,,,,,,,,,,9557c4f7-549a-446c-85ff-47513f4f7368,37,,"[67.1, 0.1]",3890532,1,,,,,0.3999043,,,,,,"[96.2, 12.4]",,High Pass,,31.59272,,,,Mathew Leckie,5481.0,,,,,Throw-in,1,From Throw In,Markus Suttner,3221.0,Left Back,5,Ingolstadt,189,['257e645d-9cf0-40b7-af6c-f023afaa3ec0'],35,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:35.730,Pass,
,,,,,,,,,,,,,,,,,,0.827153,,,,,,,,,,,,,08f98c30-f305-4d49-b815-9a7d781f8441,41,,"[27.6, 68.4]",3890532,1,,,,,-0.6005411,,Right Foot,,,,"[34.9, 63.4]",,Low Pass,,8.848164,,,,Manuel Schmiedebach,8543.0,,,,,Recovery,1,From Throw In,Hiroki Sakai,3530.0,Right Back,5,Ingolstadt,189,['42acd52a-df61-4a84-ae02-0e5d0323c346'],38,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:38.261,Pass,
,,,,,,,,,,,,,,,,,,0.874887,,,,,,,,,,,,,42fba9d3-8fdb-4f1e-bd02-0af8f94aadab,47,,"[85.8, 10.7]",3890532,1,,,,,-3.0118902,,Right Foot,,,,"[78.9, 9.8]",,High Pass,,6.958448,,,,Markus Suttner,3221.0,,,,,,1,From Throw In,Mathew Leckie,5481.0,Left Wing,5,Ingolstadt,189,['48a10539-df10-4378-bcf7-c5fb04f79e69'],40,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:40.513,Pass,
,,,,,,,,,,,,,,,,,,2.038155,,,,,,,,,,,,,c9919904-4bb7-4d9e-94b6-1a025774f062,51,,"[80.5, 12.8]",3890532,1,,,,,1.5750698,,Left Foot,,,,"[80.3, 59.6]",,Low Pass,,46.800426,,,,Danny Vieira da Costa,8676.0,,True,,,,1,From Throw In,Markus Suttner,3221.0,Left Back,5,Ingolstadt,189,['7b3655b4-940f-46fd-8b0a-b8fbca8c3d4d'],42,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:42.587,Pass,
,,,,,,,,,,,,,,,,,,0.723744,,,,,,,,,,,,,5c2e2db8-ed76-4ca3-aa65-ec6390e2f457,55,,"[87.6, 64.3]",3890532,1,,,,,-0.27346098,,Right Foot,,,,"[95.8, 62.0]",,Ground Pass,,8.516455,,,,Pascal Groß,3097.0,,,,,,1,From Throw In,Danny Vieira da Costa,8676.0,Right Back,5,Ingolstadt,189,"['541cea6c-c3a7-4e06-8291-9dc017b4d798', 'c31ad62e-3729-4153-9a83-ace8e4378da7']",47,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:47.109,Pass,True
,,,,,,,,,,,,,,,,,,0.693728,,,,,,,,,,,,,9be8b500-d53d-474a-b261-b48352461466,58,,"[95.8, 62.0]",3890532,1,,,,,-1.9624963,,Right Foot,,,,"[93.9, 57.4]",,Ground Pass,,4.976947,,,,Danny Vieira da Costa,8676.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,5,Ingolstadt,189,['8b5f348d-2ef4-4086-a491-138eb6279049'],47,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:47.902,Pass,
,,,,,,,,,,,,,,,,,,1.001482,,,,,,,,,,,,,4b35bdde-e196-434e-9c59-b19e101f0355,74,,"[15.9, 4.7]",3890532,1,,,,,0.89213383,,Left Foot,,,,"[20.9, 10.9]",,Ground Pass,,7.964923,,,,Manuel Schmiedebach,8543.0,,,,,,1,Regular Play,Miiko Martín Albornoz Inola,13126.0,Left Back,6,Hannover 96,178,['b77bec59-5942-4873-8641-222ae287c94b'],56,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:56.879,Pass,
,,,,,,,,,,,,,,,,,,1.104791,,,,,,,,,,,,,3111846b-cedb-48a3-82a0-08d1ff8b3095,76,,"[20.9, 10.9]",3890532,1,,,,,-0.55616623,,Right Foot,,,,"[35.7, 1.7]",,Ground Pass,,17.426416,,,,Hiroshi Kiyotake,38524.0,,,,,,1,Regular Play,Manuel Schmiedebach,8543.0,Left Defensive Midfield,6,Hannover 96,178,['b61c8d40-cf2a-40ef-9c20-c1ed3049fd55'],57,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:57.881,Pass,
,,,,,,,,,,,,,,,,,,0.60231,,,,,,,,,,,,,58a20f86-a584-4fea-a841-1343c456b83d,80,,"[35.0, 2.1]",3890532,1,,,,,3.063971,,Right Foot,,,,"[26.0, 2.8]",,Ground Pass,,9.027182,,,,Miiko Martín Albornoz Inola,13126.0,,,,,,1,Regular Play,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,6,Hannover 96,178,['61fbb57f-a752-48a3-b1d9-4ff5358b9336'],59,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:59.054,Pass,
,,,,,,,,,,,,,,,,,,1.49139,,,,,,,,,,,,,2cee09dd-ffb9-41c2-82a4-6205c65d7e40,83,,"[26.0, 2.8]",3890532,1,,,,,0.18143578,,Right Foot,,,,"[53.8, 7.9]",,Ground Pass,,28.263935,,,,Ádám Szalai,8407.0,,,,,,1,Regular Play,Miiko Martín Albornoz Inola,13126.0,Left Back,6,Hannover 96,178,['dfaa18cb-61e8-4e8e-ab35-4d2c45f3f29a'],59,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:59.707,Pass,
,,,,,,,,,,,,,,,,,,0.990993,,,,,,,,,,,,,77f8c1b4-f3e6-4be9-a567-180436f193eb,87,,"[53.8, 7.9]",3890532,2,,,,,2.416989,,Right Foot,,,,"[47.7, 13.3]",,Ground Pass,,8.146778,,,,Hiroshi Kiyotake,38524.0,,,,,,1,Regular Play,Ádám Szalai,8407.0,Center Forward,6,Hannover 96,178,['a07614af-ebaa-40b5-8e72-24a9206176ea'],1,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:01.318,Pass,
,,,,,,,,,,,,,,,,,,0.997977,,,,,,,,,,,,,c585f0b6-7e0f-48d4-a5dd-f5c1a1681313,91,,"[53.2, 15.1]",3890532,2,,,,,-0.35548553,,Right Foot,,,,"[69.9, 8.9]",,Ground Pass,,17.813759,,,,Ádám Szalai,8407.0,,,,,,1,Regular Play,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,6,Hannover 96,178,"['56dd5172-307b-4017-bcb6-80f358942506', 'c13f70b6-d681-4120-bc51-2b5b2ab5182e']",3,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:03.677,Pass,True
,,,,,,,,,,,,,,,,,,3.31443,,,,,,,,,,,,,49fb31b2-698d-40bf-97c6-894024a90c7b,104,,"[7.0, 44.1]",3890532,3,,True,,,0.044589847,,Right Foot,,,,"[83.2, 47.5]",,High Pass,,76.27582,,Incomplete,,Dario Lezcano,9113.0,,,,,Goal Kick,1,From Goal Kick,Ørjan Håskjold Nyland,10483.0,Goalkeeper,8,Ingolstadt,189,"['3bf9b309-ed60-4cdd-8a7a-c7ca0e9c11d7', 'a3625ec9-534f-4676-88ef-4e98b2a8f183']",27,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:27.297,Pass,
,,,,,,,,,,,,,,,,,,0.925367,,,,,,,,,,,,,a3625ec9-534f-4676-88ef-4e98b2a8f183,106,,"[36.9, 32.6]",3890532,3,,,,True,-0.42331076,,,,,,"[46.0, 28.5]",,High Pass,,9.980982,,Incomplete,,Manuel Schmiedebach,8543.0,,,,,Recovery,1,From Goal Kick,Salif Sané,5664.0,Left Center Back,8,Ingolstadt,189,"['24c41264-c4ff-422a-af09-7c8d2dfb3a52', '49fb31b2-698d-40bf-97c6-894024a90c7b', 'aed524d0-f1a3-43d2-85b4-a12c38c8e57c', 'c37294a1-f9bd-4d4b-b6e5-cb7e32a9dcb9']",30,,,,,,,,,,,,,,,,,Hannover 96,178,00:03:30.611,Pass,True
,,,,,,,,,,,,,,,,,,2.880431,,,,,,,,,,,,,aed524d0-f1a3-43d2-85b4-a12c38c8e57c,110,,"[74.1, 51.6]",3890532,3,,,,,-0.5538544,,Left Foot,,,,"[104.5, 32.8]",,High Pass,,35.74353,,,,Mathew Leckie,5481.0,,,,,Recovery,1,From Goal Kick,Pascal Groß,3097.0,Right Center Midfield,8,Ingolstadt,189,"['5f4b1532-21e9-4c9a-a260-620a3b1eaa05', 'a3625ec9-534f-4676-88ef-4e98b2a8f183', 'b335dfea-ac6f-4cd3-9ed6-820423ffdcbf']",31,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:31.536,Pass,True
,,,,,,,,,,,,,,,,,,1.143144,,,,,,,,,,,,,2dad33f5-c8f4-44b8-97b5-4c9aab928f78,118,,"[4.8, 59.4]",3890532,3,,,,,1.2228576,,Left Foot,,,,"[11.8, 78.7]",,High Pass,,20.530222,,Out,,,,,,,,,1,Regular Play,Hiroki Sakai,3530.0,Right Back,9,Hannover 96,178,['aed24254-7bb3-487e-b652-74b49474ebfc'],39,,,,,,,,,,,,,,,,,Hannover 96,178,00:03:39.978,Pass,True
,,,,,,,,,,,,,,,,,,2.199579,,,,,,,,,,,,,0b6abd21-1ee7-4e27-9c79-67fd9bc76866,119,,"[108.2, 0.1]",3890532,3,,,,,1.4246074,,,True,,,"[113.0, 32.7]",,High Pass,,32.95148,,Incomplete,,Dario Lezcano,9113.0,,,,,Throw-in,1,From Throw In,Markus Suttner,3221.0,Left Back,10,Ingolstadt,189,"['7c338c45-920c-453a-92a9-fcdbd4d68880', 'e829f481-a23f-4114-90b8-25c95120cd05']",56,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:56.185,Pass,
,,,,,,,,,,,,,,,,,,2.365177,,,,,,,,,,,,,8bf025af-eee1-45ca-a7c4-b7dbd3d290a3,124,,"[73.3, 30.0]",3890532,4,,,,True,-0.4455773,,,,,,"[80.0, 26.8]",,High Pass,,7.4249578,,Unknown,,Roger de Oliveira Bernardo,40459.0,,,,,Recovery,1,From Throw In,Benjamin Hübner,8405.0,Left Center Back,10,Ingolstadt,189,"['4dc928f6-d5d8-434e-99bc-cf36ae4d37d7', '8f56d7a6-c869-442f-b3c4-0d17f0fa8447']",1,,,,,,,,,,,,,,,,,Ingolstadt,189,00:04:01.549,Pass,True
,,,,,,,,,,,,,,,,,,1.310819,,,,,,,,,,,,,8143ae27-e578-4d83-b6ba-7fc3f15c889b,128,,"[40.1, 53.3]",3890532,4,,True,,,-1.8844169,,Right Foot,,,,"[31.7, 27.4]",,Ground Pass,,27.228111,,,,Salif Sané,5664.0,,,,,Free Kick,1,From Free Kick,Alexander Milosevic,23341.0,Right Center Back,11,Hannover 96,178,['777475aa-d64d-40ab-a012-f316a8401bfc'],24,,,,,,,,,,,,,,,,,Hannover 96,178,00:04:24.893,Pass,
,,,,,,,,,,,,,,,,,,2.039043,,,,,,,,,,,,,54c64349-7ae8-418d-a991-27705dd425bf,130,,"[31.7, 27.4]",3890532,4,,,,,1.9065231,,Right Foot,,,,"[23.5, 50.9]",,Ground Pass,,24.889557,,,,Ron-Robert Zieler,8947.0,,,,,,1,From Free Kick,Salif Sané,5664.0,Left Center Back,11,Hannover 96,178,['921c8e28-0c01-4187-8e89-5572dc7b5d8b'],26,,,,,,,,,,,,,,,,,Hannover 96,178,00:04:26.289,Pass,
,,,,,,,,,,,,,,,,,,1.387998,,,,,,,,,,,,,93d63232-f8d4-497c-b0e6-11323b3e996a,134,,"[22.1, 53.8]",3890532,4,,,,,1.2449973,,Right Foot,,,,"[27.1, 68.6]",,Ground Pass,,15.621779,,,,Alexander Milosevic,23341.0,,,,,,1,From Free Kick,Ron-Robert Zieler,8947.0,Goalkeeper,11,Hannover 96,178,"['9eed4cb3-2c04-434d-aa08-814c49bccf1a', 'b26db5a7-bd4f-4066-a777-74fb5b03b622']",28,,,,,,,,,,,,,,,,,Hannover 96,178,00:04:28.897,Pass,True
,,,,,,,,,,,,,,,,,,6.222802,,,,,,,,,,,,,5223d156-c515-4521-bb46-215e720a6a01,138,,"[38.0, 75.3]",3890532,4,,,,,-0.6523053,,Right Foot,,,,"[106.6, 22.9]",,High Pass,,86.32335,,Incomplete,,Felix Klaus,8551.0,,True,,,,1,From Free Kick,Alexander Milosevic,23341.0,Right Center Back,11,Hannover 96,178,"['8c394711-98ba-42c9-899d-2f5e52d6a041', 'c2c6544e-29a5-4068-b48b-486934523d98', 'cde925e1-9c88-420f-a627-ed755dd0c87d']",31,,,,,,,,,,,,,,,,,Hannover 96,178,00:04:31.857,Pass,True
,,,,,,,,,,,,,,,,,,2.44182,,,,,,,,,,,,,71734995-1a6e-4ba7-b0c1-b012660f75a1,143,,"[14.2, 42.0]",3890532,4,,,,,-0.38347548,,Drop Kick,,,,"[72.2, 18.6]",,High Pass,,62.542465,,Incomplete,,Alfredo Morales,12304.0,,,,,,1,Regular Play,Ørjan Håskjold Nyland,10483.0,Goalkeeper,12,Ingolstadt,189,"['1f18bfaf-b828-45dc-b2f4-0a06d0439794', '4a690485-d7a7-4464-8d1b-19206b27770a']",53,,,,,,,,,,,,,,,,,Ingolstadt,189,00:04:53.157,Pass,
