50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.369713,,,,,,,,,,,,,,,9d7f07e7-d64b-4c86-b04c-608764a4ad3b,16,,"[97.5, 8.8]",3890416,0,,,,2.0187385,,Head,,,,"[90.1, 24.2]",High Pass,,17.085667,,,Incomplete,,Roger de Oliveira Bernardo,40459.0,,,,,,1,From Throw In,Mathew Leckie,5481.0,Left Wing,3,Ingolstadt,189,"['56f2cba9-a486-4b97-9e9e-958f02a699c2', 'dcfba173-4e03-4b96-bc99-2511bc446475']",25,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:25.128,Pass,
,,,,,,,,,,,,,,,,1.858531,,,,,,,,,,,,,,,61caf084-1793-473a-9aa2-38d7ba8b0bb5,21,,"[29.1, 55.3]",3890416,0,,,,-0.12102722,,Right Foot,,,,"[51.3, 52.6]",Ground Pass,,22.363586,,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,4,FSV Mainz 05,177,"['a3941859-fff4-40c5-8c34-2212845a90cd', 'eddae622-7eac-4f48-a686-350241cf0eed']",27,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:27.397,Pass,True
,,,,,,,,,,,,,,,,1.186266,,,,,,,,,,,,,,,664e5034-4c8c-4491-b721-6310fe0ac955,27,,"[52.4, 47.9]",3890416,0,,,,-1.5350972,,Right Foot,,,,"[53.0, 31.1]",Ground Pass,,16.81071,,,,,Danny Latza,8539.0,,,,,Free Kick,1,From Free Kick,Julian Baumgartlinger,20037.0,Right Defensive Midfield,5,FSV Mainz 05,177,['d5f13f06-cba7-44fe-8a0a-3b18846d4fe4'],43,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:43.028,Pass,
,,,,,,,,,,,,,,,,1.714514,,,,,,,,,,,,,,,a27a6122-b16c-4df0-b237-57a45ca461d7,30,,"[53.0, 31.1]",3890416,0,,,,-2.2318394,,Right Foot,,,,"[41.1, 15.8]",Ground Pass,,19.382982,,,,,Stefan Bell,8559.0,,,,,,1,From Free Kick,Danny Latza,8539.0,Left Defensive Midfield,5,FSV Mainz 05,177,['f9391320-b87e-4bf5-8779-0a85ff5e44d4'],44,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:44.887,Pass,
,,,,,,,,,,,,,,,,4.78603,,,,,,,,,,,,,,,a60d5605-8821-49d3-a6c5-455ef47d6ae8,34,,"[43.9, 11.5]",3890416,0,,,,0.0830225,,Left Foot,,,,"[113.6, 17.3]",High Pass,,69.9409,,,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,,1,From Free Kick,Stefan Bell,8559.0,Left Center Back,5,FSV Mainz 05,177,"['c3a03a12-b14c-40bf-b2b6-6291f7cd1f57', 'eb323bd1-b085-41bd-8f62-d57c1ab3843c']",49,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:49.338,Pass,
,,,,,,,,,,,,,,,,2.94183,,,,,,,,,,,,,,,3ab6cf21-7d70-4764-aedf-bfe70c15561d,39,,"[21.9, 56.2]",3890416,1,,,,0.13744274,,Left Foot,,,,"[84.8, 64.9]",High Pass,,63.498817,,,Incomplete,,Elias Kachunga,2968.0,,,,,,1,Regular Play,Ramazan Özcan,12319.0,Goalkeeper,6,Ingolstadt,189,"['5069533f-705e-430c-ba86-5ca0d2165197', 'a94212fe-2991-4d66-9570-28cf0ebdc691']",15,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:15.130,Pass,
,,,,,,,,,,,,,,,,2.063468,,,,,,,,,,,,,,,5069533f-705e-430c-ba86-5ca0d2165197,41,,"[35.3, 15.2]",3890416,1,,,,-0.18462041,,Head,,,,"[51.9, 12.1]",High Pass,,16.886978,,,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,Recovery,1,Regular Play,Danny Latza,8539.0,Left Defensive Midfield,6,Ingolstadt,189,"['3ab6cf21-7d70-4764-aedf-bfe70c15561d', '53910e29-d2ec-403d-81ee-3ad0c72524fe', 'b5bbc952-9235-4f72-83d9-7fb9806ba6de']",18,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:18.072,Pass,
,,,,,,,,,,,,,,,,1.231125,,,,,,,,,,,,,,,b5bbc952-9235-4f72-83d9-7fb9806ba6de,43,,"[68.2, 68.0]",3890416,1,,,,-0.38979116,,Head,,,,"[86.7, 60.4]",High Pass,,20.00025,,,,,Elias Kachunga,2968.0,,,,,Recovery,1,Regular Play,Danny Vieira da Costa,8676.0,Right Back,6,Ingolstadt,189,"['5069533f-705e-430c-ba86-5ca0d2165197', 'f16bdb84-6fa2-4ac6-8830-02552858360f']",20,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:20.136,Pass,
,,,,,,,,,,,,,,,,1.049213,,,,,,,,,,,,,,,618362cc-1b3f-403f-8cad-9e45800bb220,48,,"[82.7, 63.4]",3890416,1,,,,1.4106413,,Right Foot,,,,"[84.8, 76.4]",Ground Pass,,13.168523,,,,,Pascal Groß,3097.0,,,,,,1,Regular Play,Elias Kachunga,2968.0,Center Forward,6,Ingolstadt,189,"['a0e2fc2a-93f3-4adf-b2eb-7fe32f49d50a', 'c0a8ddda-1c2c-46fd-9ec7-befe457bae33', 'dfb3da1c-02f7-467a-b069-814e522513f5']",22,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:22.650,Pass,True
,,,,,,,,,,,,,,,,3.319712,,,,,,,,,,,,,,,f8107216-f665-4223-9bf5-129b07be81c8,51,,"[82.1, 60.1]",3890416,1,,,,-1.6497685,,Left Foot,,,,"[78.8, 18.4]",High Pass,,41.83037,,,,,Robert Bauer,8394.0,,True,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,6,Ingolstadt,189,['1618a0e5-586d-43ef-8c85-18646a717c05'],28,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:28.091,Pass,
,,,,,,,,,,,,,,,,2.947668,,,,,,,,,,,,,,,420ae6b2-68ee-4a9c-9e75-0742fd58e77c,55,,"[73.7, 13.1]",3890416,1,,,,-0.053384345,,Left Foot,,,,"[113.0, 11.0]",High Pass,,39.356068,,,Incomplete,,Mathew Leckie,5481.0,,,,,,1,Regular Play,Robert Bauer,8394.0,Left Back,6,Ingolstadt,189,"['1e35180f-6cbc-48d0-8a41-03e94b7b8138', '3e73b7e7-8429-4c7a-8773-9cafd7e6ca9b', '559f46e5-550f-48dd-ae9c-2e94cf8794c7']",33,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:33.187,Pass,True
,,,,,,,,,,,,,,,,2.412938,,,,,,,,,,,,,,,79a78c5e-9738-4bab-b592-1ec8c16f6959,58,,"[112.5, 0.1]",3890416,1,,,,1.588036,,,True,,,"[111.9, 34.9]",High Pass,,34.805172,,,Incomplete,,Elias Kachunga,2968.0,,,,,Throw-in,1,From Throw In,Robert Bauer,8394.0,Left Back,7,Ingolstadt,189,"['2fdebd54-96fb-4c9f-bc6d-287fff18f727', 'b74e4e47-1a16-42c6-b56b-5f6d3f6a1e01']",51,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:51.586,Pass,
,,,,,,,,,,,,,,,,1.938758,,,,,,,,,,,,,,,d0502167-d456-4d65-b5ed-2656704a93e9,62,,"[29.7, 50.0]",3890416,1,,,True,2.1345448,,,,,,"[18.7, 67.4]",Low Pass,,20.585432,,,Incomplete,,Christian Clemens,9098.0,,,,,Recovery,1,From Throw In,Jhon Andrés Córdoba Copete,8817.0,Center Forward,7,Ingolstadt,189,"['3ea82b10-e8a1-4ee1-81a9-85f73091015d', 'c55ea83e-e96f-4aaf-a444-f7ee32d39fd0', 'efa66eee-6217-4be8-8e99-8769cc58bd2f']",55,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:01:55.835,Pass,True
,,,,,,,,,,,,,,,,1.701334,,,,,,,,,,,,,,,c55ea83e-e96f-4aaf-a444-f7ee32d39fd0,64,,"[101.4, 12.7]",3890416,1,,,,1.2903113,,Right Foot,True,,,"[110.1, 42.9]",High Pass,,31.428171,,,Incomplete,,Elias Kachunga,2968.0,,,,,Recovery,1,From Throw In,Robert Bauer,8394.0,Left Back,7,Ingolstadt,189,"['2e5537f3-0231-4f4b-85ac-0455b26dd2ec', 'd0502167-d456-4d65-b5ed-2656704a93e9', 'da41bfb8-5a93-4b64-b3da-5ae45c43b2f7']",57,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:57.774,Pass,
,,,,,,,,,,,,,,,,1.706337,,,,,,,,,,,,,,,8dee2107-e5bf-4648-b984-27555c1f57ef,69,,"[23.0, 55.7]",3890416,2,,,,-0.84898275,,Right Foot,,,,"[35.5, 41.5]",Ground Pass,,18.91798,,,,,Danny Latza,8539.0,,,,,Free Kick,1,From Free Kick,Julian Baumgartlinger,20037.0,Right Defensive Midfield,8,FSV Mainz 05,177,['dee9daf0-b64b-4e51-ad34-8fe80424b555'],13,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:13.436,Pass,
,,,,,,,,,,,,,,,,1.412495,,,,,,,,,,,,,,,9d0d61d8-88b2-4e72-8bbf-dad83c441a6f,73,,"[34.9, 34.8]",3890416,2,,,,-2.336589,,Left Foot,,,,"[22.4, 21.8]",Ground Pass,,18.034689,,,,,Stefan Bell,8559.0,,,,,,1,From Free Kick,Danny Latza,8539.0,Left Defensive Midfield,8,FSV Mainz 05,177,"['b5e45b2b-3f13-42e4-be1a-89c23a1c14bb', 'c08a43ef-0f70-4e1d-b84f-7a2331aa39da']",16,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:16.115,Pass,True
,,,,,,,,,,,,,,,,1.418995,,,,,,,,,,,,,,,7096049b-38e3-4e11-a377-7aa51f8c9397,76,,"[22.4, 21.8]",3890416,2,,,,-1.1321435,,Right Foot,,,,"[30.0, 5.6]",Ground Pass,,17.894133,,,,,Gaëtan Bussmann,18399.0,,,,,,1,From Free Kick,Stefan Bell,8559.0,Left Center Back,8,FSV Mainz 05,177,['a8f26327-07cc-4568-900e-4ef9c14322d0'],18,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:18.555,Pass,
,,,,,,,,,,,,,,,,0.801357,,,,,,,,,,,,,,,cec7bb83-e12b-4b44-aee6-80e5b9f003f5,80,,"[28.1, 3.5]",3890416,2,,,,0.109850116,,Left Foot,,,,"[41.7, 5.0]",Ground Pass,,13.68247,,,,,Yunus Mallı,8679.0,,,,,,1,From Free Kick,Gaëtan Bussmann,18399.0,Left Back,8,FSV Mainz 05,177,['6d2b113a-4015-4a2d-bc96-4597b52ba9c1'],21,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:21.248,Pass,
,,,,,,,,,,,,,,,,0.459182,,,,,,,,,,,,,,,c08996ec-8d53-4482-bc42-c59e22f82bf6,84,,"[42.7, 9.5]",3890416,2,,,,-1.2942824,,Right Foot,,,,"[44.8, 2.1]",Ground Pass,,7.692204,,,,,Jairo Samperio Bustara,6925.0,,,,,,1,From Free Kick,Yunus Mallı,8679.0,Center Attacking Midfield,8,FSV Mainz 05,177,"['02b57aac-077c-4563-998d-25fbad10bb8b', '40b7f9df-7544-4faf-a0e9-7a240a398a18']",22,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:22.089,Pass,True
,,,,,,,,,,,,,,,,1.477347,,,,,,,,,,,,,,,e0e1d1e9-9f3c-47ba-967a-ce64fd9a0a4e,96,,"[70.2, 72.1]",3890416,2,True,,,2.8406725,,Right Foot,,,,"[64.4, 73.9]",Ground Pass,,6.0728908,,,,,Pascal Groß,3097.0,,,,,Free Kick,1,From Free Kick,Marvin Matip,9106.0,Right Center Back,10,Ingolstadt,189,['998b98d4-264f-4650-a28e-3da17b327b4f'],33,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:33.090,Pass,
,,,,,,,,,,,,,,,,2.152405,,,,,,,,,,,,,,,91d71101-e05b-4304-9172-dd09502fcadf,98,,"[62.8, 72.1]",3890416,2,,,,-0.080138884,,Right Foot,,,,"[101.4, 69.0]",High Pass,,38.72428,,,,,Elias Kachunga,2968.0,,,,,,1,From Free Kick,Pascal Groß,3097.0,Right Center Midfield,10,Ingolstadt,189,['ef55de29-3ac8-4169-9ed8-0f094fcb814f'],35,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:35.211,Pass,
,,,,,,,,,,,,,,,,0.08684,,,,,,,,,,,,,,,c2e6476b-9849-4ea7-80ce-d78d93747ee6,105,,"[116.5, 60.6]",3890416,2,,,,-1.5707964,,Right Foot,,,,"[116.5, 56.4]",Low Pass,,4.2,,,Incomplete,,Moritz Hartmann,40464.0,,,,,,1,From Free Kick,Elias Kachunga,2968.0,Center Forward,10,Ingolstadt,189,"['642daf34-df46-48ce-950d-357a24f0fb25', 'f292d4f8-81e2-4e5b-8447-300a6b040583']",43,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:43.965,Pass,
,,,,,,,,,,,,,,,,1.559162,,,,,,,,,,,,,,,301ece1c-8308-4dbf-be62-805f0b60341f,109,,"[23.2, 25.9]",3890416,2,,,,-0.22397718,,Right Foot,,,,"[49.1, 20.0]",High Pass,,26.563509,,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,Recovery,1,Regular Play,Yunus Mallı,8679.0,Center Attacking Midfield,11,FSV Mainz 05,177,"['25de4f20-8d3c-4255-a67a-06be3608dd2a', 'ea250d38-f046-4d78-bb96-d676e9fa3884']",46,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:46.693,Pass,True
,,,,,,,,,,,,,,,,1.025781,,,,,,,,,,,,,,,f44537d7-9d07-44ae-8541-f2702edc7836,112,,"[42.9, 13.6]",3890416,2,,,,-2.608949,,Right Foot,,,,"[33.4, 8.0]",Ground Pass,,11.027693,,,,,Gaëtan Bussmann,18399.0,,,,,,1,Regular Play,Jhon Andrés Córdoba Copete,8817.0,Center Forward,11,FSV Mainz 05,177,['6b14ac4b-ddc5-4cc5-9b64-58024e5bd828'],51,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:51.321,Pass,
,,,,,,,,,,,,,,,,2.825748,,,,,,,,,,,,,,,a5347eec-992f-491e-9265-95ec9d0755c4,116,,"[37.4, 5.6]",3890416,2,,,,0.13769981,,Left Foot,,,,"[90.8, 13.0]",High Pass,,53.910297,,,,,Jairo Samperio Bustara,6925.0,,,,,,1,Regular Play,Gaëtan Bussmann,18399.0,Left Back,11,FSV Mainz 05,177,"['630657fe-70fe-467d-874f-28d6154dcd88', 'f2aa44d6-c749-496a-9fe5-fe3092a3e5e8']",53,,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:02:53.569,Pass,True
,,,,,,,,,,,,,,,,1.638867,,,,,,,,,,,,,,,5c65cb3d-3588-4a08-a31f-8ce5164f28b2,123,,"[15.5, 65.7]",3890416,2,,,,-2.1682966,,Right Foot,,,,"[4.0, 48.8]",Ground Pass,,20.441624,,,,,Ramazan Özcan,12319.0,,,,,,1,Regular Play,Marvin Matip,9106.0,Right Center Back,12,Ingolstadt,189,['b9c11757-00ea-4bbb-9b5b-e77d3bd572de'],59,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:59.306,Pass,
,,,,,,,,,,,,,,,,2.181789,,,,,,,,,,,,,,,4971da09-e2b1-4140-ba68-7c1cad90105a,127,,"[12.4, 30.6]",3890416,3,,,,0.2896331,,Left Foot,,,,"[57.7, 44.1]",High Pass,,47.268806,,,,,Moritz Hartmann,40464.0,,,,,,1,Regular Play,Ramazan Özcan,12319.0,Goalkeeper,12,Ingolstadt,189,"['31212808-545c-49f0-b561-59c788b6ce1a', '4995d095-ce4d-464d-b5c5-f9e660fd3720']",4,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:04.515,Pass,True
,,,,,,,,,,,,,,,,2.06574,,,,,,,,,,,,,,,872a447e-6bc1-4f7c-aa8a-e2e2ebb5f7af,133,,"[65.5, 42.3]",3890416,3,,,,0.98422843,,Right Foot,,,,"[86.9, 74.5]",High Pass,,38.662643,,,,,Moritz Hartmann,40464.0,,,,,Free Kick,1,From Free Kick,Pascal Groß,3097.0,Right Center Midfield,13,Ingolstadt,189,['4dc0b687-3b42-45c1-a86f-a292ebb746ef'],37,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:37.227,Pass,
,,,,,,,,,,,,,,,,1.243319,,,,,,,,,,,,,,,5af86131-5def-4c17-9d6a-7522073a4a4b,136,,"[90.6, 74.3]",3890416,3,,,,3.1082716,,Other,,,,"[84.6, 74.5]",Low Pass,,6.0033326,,,,,Danny Vieira da Costa,8676.0,,,,,,1,From Free Kick,Moritz Hartmann,40464.0,Right Wing,13,Ingolstadt,189,['5847c3b0-fcf1-4728-9204-8f7545f22ccb'],39,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:39.509,Pass,
,,,,,,,,,,,,,,,,1.042435,,,,,,,,,,,,,,,75d59b64-aee3-423c-9d5b-10ce74a3c59f,138,,"[84.6, 74.5]",3890416,3,,,,-0.42317128,,Right Foot,,,,"[97.7, 68.6]",High Pass,,14.367324,,,,,Moritz Hartmann,40464.0,,,,,,1,From Free Kick,Danny Vieira da Costa,8676.0,Right Back,13,Ingolstadt,189,['673e6f59-2c67-4bd3-9a13-635fceded388'],40,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:40.752,Pass,
