ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.307412,,,,,,,,,,,,843bf309-e441-4c7c-8dc0-c256ea77ca6d,16,,"[49.8, 22.7]",3890328,0,,,,-1.7450668,,Right Foot,,,,"[47.3, 8.5]",,Ground Pass,,14.418391,,,Dennis Aogo,8958.0,,,,,,1,From Kick Off,Leon Goretzka,6324.0,Left Defensive Midfield,2,Schalke 04,181,['e795a1d7-d9d3-4336-b16b-f6c58cb22c7b'],6,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:06.617,Pass,
,,,,,,,,,,,,,,,,0.746333,,,,,,,,,,,,ad37a786-0aed-4d2d-b5fc-e034c57e8d21,18,,"[46.2, 8.5]",3890328,0,,,,2.8911495,,Left Foot,,,,"[33.3, 11.8]",,Ground Pass,,13.315405,,,Roman Neustädter,16534.0,,,,,,1,From Kick Off,Dennis Aogo,8958.0,Left Back,2,Schalke 04,181,['48639d02-bd2c-4082-9097-b4c271521d4c'],7,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:07.925,Pass,
,,,,,,,,,,,,,,,,1.287455,,,,,,,,,,,,77eb4b32-3349-421e-b8e6-8aa05e2b6694,21,,"[33.7, 13.5]",3890328,0,,,,1.8084086,,Right Foot,,,,"[30.6, 26.3]",,Ground Pass,,13.170042,,,Johannes Geis,6717.0,,,,,,1,From Kick Off,Roman Neustädter,16534.0,Left Center Back,2,Schalke 04,181,['fad6bd17-b4be-48cd-961c-24700efdff8a'],10,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:10.237,Pass,
,,,,,,,,,,,,,,,,1.810058,,,,,,,,,,,,02b4b0cd-92a4-491f-b27a-a6dcaaae17b8,24,,"[32.9, 39.9]",3890328,0,,,,1.2580726,,Right Foot,,,,"[42.6, 69.9]",,Ground Pass,,31.529192,,,Joël Andre Job Matip,3502.0,,,,,,1,From Kick Off,Johannes Geis,6717.0,Right Defensive Midfield,2,Schalke 04,181,['fa48df56-b044-47ed-98cc-957364d9ce97'],12,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:12.757,Pass,
,,,,,,,,,,,,,,,,0.780153,,,,,,,,,,,,0183e36c-ffc3-4a3d-810b-6564cff1ba96,27,,"[62.3, 70.1]",3890328,0,,,,0.31475767,,Right Foot,,,,"[79.5, 75.7]",,Ground Pass,,18.08867,Incomplete,,Max Meyer,8508.0,,,,,,1,From Kick Off,Joël Andre Job Matip,3502.0,Right Center Back,2,Schalke 04,181,"['15be3bde-2b04-46fa-b8b2-2ecc284b5951', '6b468852-0c21-4dc9-af32-edddd52c0bfc']",18,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:18.110,Pass,
,,,,,,,,,,,,,,,,0.519945,,,,,,,,,,,,31ca4f1e-c161-48db-afd4-bcbf7523d902,32,,"[51.7, 2.4]",3890328,0,,,,0.57133746,,Left Foot,,,,"[58.7, 6.9]",,Ground Pass,,8.321658,Incomplete,,Yannick Gerhardt,8231.0,,,,,,1,From Kick Off,Leonardo Bittencourt,8826.0,Left Midfield,2,Schalke 04,181,"['43443c03-6b4a-4550-b529-76e829736a7b', 'dfa44a0c-ebb8-45fc-b973-52ac9cdc93ae']",21,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:21.048,Pass,
,,,,,,,,,,,,,,,,1.17637,,,,,,,,,,,,c04fe36a-1c66-4d1d-aa54-c0e9fd7cea3b,39,,"[83.9, 62.9]",3890328,0,,,,-1.0522357,,Right Foot,,,,"[94.4, 44.5]",,Ground Pass,,21.185137,,,Klaas-Jan Huntelaar,8060.0,,,,,,1,From Kick Off,Uilson de Souza Paula Júnior,30312.0,Right Back,2,Schalke 04,181,['34c6fee1-14d5-4294-88a3-b7f1b9e750cf'],26,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:26.045,Pass,
,,,,,,,,,,,,,,,,1.622814,,,,,,,,,,,,45e3598e-2b47-4370-9adb-e8c937853ca0,41,,"[94.4, 44.5]",3890328,0,,,,0.77182436,,Right Foot,,,,"[105.6, 55.4]",,High Pass,,15.6285,Incomplete,,Franco Matías Di Santo,8512.0,,,,,,1,From Kick Off,Klaas-Jan Huntelaar,8060.0,Left Center Forward,2,Schalke 04,181,"['03e23765-f8c7-4ff4-82e1-0e58e5b08bf3', '3257cddb-4122-4c0f-9cf1-f27f5b96fcaf']",27,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:27.222,Pass,
,,,,,,,,,,,,,,,,1.116832,,,,,,,,,,,,3db3af9b-07e9-41a7-866f-046b6a371880,45,,"[34.2, 33.0]",3890328,0,,,,2.172251,,Other,,,,"[30.7, 38.1]",,Low Pass,,6.185467,,,Marcel Risse,8823.0,,,,,Recovery,1,Regular Play,Yūya Ōsako,5679.0,Center Attacking Midfield,3,FC Köln,186,"['aaf534ad-e9b3-4774-8978-996ba50a3696', 'ecd3cf9b-d1aa-4baa-920f-b8c18039f5a4']",29,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:29.851,Pass,True
,,,,,,,,,,,,,,,,0.570844,,,,,,,,,,,,f07a0aea-581f-4756-8873-57fa92d225a8,48,,"[30.7, 38.1]",3890328,0,,,,0.14334005,,Right Foot,,,,"[40.4, 39.5]",,Low Pass,,9.80051,,,Yūya Ōsako,5679.0,,,,,,1,Regular Play,Marcel Risse,8823.0,Right Midfield,3,FC Köln,186,['9dbb1e21-1581-4d2f-9f1f-4cbcce53c81e'],31,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:31.037,Pass,
,,,,,,,,,,,,,,,,2.482702,,,,,,,,,,,,956e1978-dc7f-4f35-b1ff-7d724c63a499,51,,"[51.1, 44.2]",3890328,0,,,,-0.8930474,,Right Foot,,,,"[80.4, 7.8]",,High Pass,,46.7274,,,Leonardo Bittencourt,8826.0,,,,,,1,Regular Play,Yūya Ōsako,5679.0,Center Attacking Midfield,3,FC Köln,186,['bb8eb3bf-8924-4f95-9a91-a1801ab8ba9f'],33,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:33.532,Pass,
,,,,,,,,,,,,,,,,1.271067,,,,,,,,,,,,9709e661-08b4-4c94-a368-90d81ee6c84b,54,,"[102.2, 11.7]",3890328,0,,,,1.2706959,,Right Foot,True,,,"[111.7, 42.4]",,High Pass,,32.136272,Incomplete,,Anthony Modeste,23486.0,,,,,,1,Regular Play,Leonardo Bittencourt,8826.0,Left Midfield,3,FC Köln,186,"['9267218f-74ef-422e-840e-5c24cacbe55c', 'b7210ed9-26ca-4d5b-8ecf-f6e90cfbd033']",40,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:40.201,Pass,
,,,,,,,,,,,,,,,,1.484895,,,,,,,,,,,,089b0b8d-192f-4971-ad87-a6daadfe2385,57,,"[120.0, 0.1]",3890328,1,,,,1.8118713,,Left Foot,,,,"[111.1, 36.3]",,High Pass,,37.27801,Incomplete,True,Frederik Hillesborg Sørensen,8829.0,,,Outswinging,,Corner,1,From Corner,Jonas Hector,6040.0,Left Back,4,FC Köln,186,"['6ace491c-c4d4-43be-b547-2d830a27bff9', 'b07a6760-668d-41af-b330-e09622b55dd2']",7,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:07.238,Pass,
,,,,,,,,,,,,,,,,1.940274,,,,,,,,,,,,b9605a09-0781-4d24-a911-ec459335bd07,64,,"[7.0, 36.1]",3890328,1,True,,,-0.35338557,,Right Foot,,,,"[53.9, 18.8]",,Ground Pass,,49.989,,,Roman Neustädter,16534.0,,,,,Goal Kick,1,From Goal Kick,Ralf Fährmann,8517.0,Goalkeeper,5,Schalke 04,181,['f329486f-19e8-4bd3-9e84-f35d3de02698'],25,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:25.446,Pass,
,,,,,,,,,,,,,,,,0.555643,,,,,,,,,,,,ef24f7d1-f3c8-420d-98c2-c509096661b3,66,,"[70.8, 10.9]",3890328,1,,,,-0.08314123,,Right Foot,,,,"[84.0, 9.8]",,Ground Pass,,13.245754,Incomplete,,Dennis Aogo,8958.0,,,,,,1,From Goal Kick,Roman Neustädter,16534.0,Left Center Back,5,Schalke 04,181,"['0ccc18e6-5fce-4c7f-b77c-f9b83b14d543', '44486736-7e54-4842-ab26-06b1e65177a7']",33,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:33.504,Pass,
,,,,,,,,,,,,,,,,1.222373,,,,,,,,,,,,b4cb2d76-2ea5-437f-8840-be612d792402,70,,"[34.7, 72.2]",3890328,1,,,,-0.65903914,,Right Foot,,,,"[52.0, 58.8]",,High Pass,,21.88264,,,Yūya Ōsako,5679.0,,,,,,1,Regular Play,Marcel Risse,8823.0,Right Midfield,6,FC Köln,186,['e2e8ffaf-ca61-4bd1-b7a4-c7ab3580a87c'],35,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:35.328,Pass,
,,,,,,,,,,,,,,,,0.9798,,,,,,,,,,,,4a77aa10-93cd-43d2-bbb5-a9be7d41173a,72,,"[52.0, 58.6]",3890328,1,,,,2.9051366,,Right Foot,,,,"[43.7, 60.6]",,Ground Pass,,8.537564,,,Matthias Lehmann,8827.0,,,,,,1,Regular Play,Yūya Ōsako,5679.0,Center Attacking Midfield,6,FC Köln,186,['affea937-5f4f-4f54-8512-1f5b38da48fb'],36,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:36.550,Pass,
,,,,,,,,,,,,,,,,0.599915,,,,,,,,,,,,44c76f7d-e6e3-46db-9b62-0845f8c2a7dd,76,,"[45.9, 61.7]",3890328,1,,,,-0.2122705,,Right Foot,,,,"[57.5, 59.2]",,Ground Pass,,11.866339,,,Yūya Ōsako,5679.0,,,,,,1,Regular Play,Matthias Lehmann,8827.0,Right Defensive Midfield,6,FC Köln,186,"['5420f9bd-e398-4b62-bbbc-07b915db596d', 'e1343dd5-2a44-453d-9fb0-582570e727ce']",37,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:37.629,Pass,True
,,,,,,,,,,,,,,,,1.127963,,,,,,,,,,,,3e72903a-8b3e-4e26-aeb2-1b6109ffd278,79,,"[61.1, 57.8]",3890328,1,,,,-1.4288993,,Right Foot,,,,"[63.6, 40.3]",,Ground Pass,,17.67767,,,Yannick Gerhardt,8231.0,,,,,,1,Regular Play,Yūya Ōsako,5679.0,Center Attacking Midfield,6,FC Köln,186,['9ad41a76-d18e-4b84-ad25-06c58873d42c'],39,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:39.214,Pass,
,,,,,,,,,,,,,,,,1.514847,,,,,,,,,,,,68f9acf8-4e04-4056-98ca-83dc579116a5,82,,"[70.6, 34.9]",3890328,1,,,,-0.6465709,,Left Foot,,,,"[91.4, 19.2]",,Ground Pass,,26.060123,,,Leonardo Bittencourt,8826.0,,,,,,1,Regular Play,Yannick Gerhardt,8231.0,Left Defensive Midfield,6,FC Köln,186,['b6e8ae6f-888e-4637-a2ec-d2ff63a25fea'],41,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:41.493,Pass,
,,,,,,,,,,,,,,,,1.779419,,,,,,,,,,,,5be5e5d2-7a9a-4053-9eab-a34110595ee4,87,,"[11.4, 55.6]",3890328,1,True,,,-1.0770944,,Keeper Arm,,,,"[24.8, 30.7]",,Low Pass,,28.276669,,,Roman Neustädter,16534.0,,,,,,1,Regular Play,Ralf Fährmann,8517.0,Goalkeeper,7,Schalke 04,181,['51a12127-ca62-48a5-b038-554470f87608'],51,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:51.956,Pass,
,,,,,,,,,,,,,,,,1.221036,,,,,,,,,,,,7b4a519b-381e-4337-ae73-e87f0ee111f3,89,,"[26.1, 26.3]",3890328,1,,,,-0.84644693,,Right Foot,,,,"[45.3, 4.6]",,Ground Pass,,28.974644,,,Dennis Aogo,8958.0,,,,,,1,Regular Play,Roman Neustädter,16534.0,Left Center Back,7,Schalke 04,181,['6c051061-8ee0-47a3-9724-dfd869c1b8e7'],55,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:55.344,Pass,
,,,,,,,,,,,,,,,,0.823431,,,,,,,,,,,,71045b0a-30a6-4f83-9cba-4fe1599be018,92,,"[47.9, 5.4]",3890328,1,,,,1.1959556,,Left Foot,,,,"[50.3, 11.5]",,Ground Pass,,6.5551505,,,Max Meyer,8508.0,,,,,,1,Regular Play,Dennis Aogo,8958.0,Left Back,7,Schalke 04,181,['aa372325-a453-46a6-9be9-9bd002bf4072'],57,,,,,,,,,,,,,,,,,,Schalke 04,181,00:01:57.972,Pass,
,,,,,,,,,,,,,,,,1.69622,,,,,,,,,,,,300831bd-f9fd-4de3-9aa1-57f720b7fd56,95,,"[49.5, 11.5]",3890328,2,,,,2.438932,,Right Foot,,,,"[38.4, 20.9]",,Ground Pass,,14.545446,,,Johannes Geis,6717.0,,,,,,1,Regular Play,Max Meyer,8508.0,Left Midfield,7,Schalke 04,181,['ad626d2c-6aeb-49a5-add5-940e2724f5ed'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:00.097,Pass,
,,,,,,,,,,,,,,,,1.921047,,,,,,,,,,,,b449498f-bb5d-4011-b233-d35c6845bbf8,98,,"[42.3, 39.1]",3890328,2,,,,1.4525763,,Left Foot,,,,"[45.4, 65.2]",,Ground Pass,,26.283455,,,Joël Andre Job Matip,3502.0,,,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,7,Schalke 04,181,['e349f9a6-1c43-4a84-b5a4-928c92d162bd'],3,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:03.657,Pass,
,,,,,,,,,,,,,,,,0.974232,,,,,,,,,,,,e967ae7b-4855-4287-b9d5-6867ffc2f7c2,101,,"[57.0, 68.4]",3890328,2,,,,0.31705576,,Right Foot,,,,"[82.6, 76.8]",,Ground Pass,,26.942904,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,Regular Play,Joël Andre Job Matip,3502.0,Right Center Back,7,Schalke 04,181,['4209ecfb-656a-4255-bacf-d4addfefe426'],8,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:08.828,Pass,
,,,,,,,,,,,,,,,,0.814959,,,,,,,,,,,,729efc0e-dc1a-4f63-9d1a-70456773b1fe,105,,"[98.6, 74.0]",3890328,2,,,,-0.7464568,,Right Foot,,,,"[110.6, 62.9]",,Low Pass,,16.34656,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,7,Schalke 04,181,"['6d43fff2-6230-485c-bb03-106c38a82384', 'dbefade0-4f80-433e-9603-066f40d5e45c']",12,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:12.702,Pass,
,,,,,,,,,,,,,,,,3.074548,,,,,,,,,,,,8981e663-9979-4fc4-8197-93d9c4fe2d8e,109,,"[4.7, 10.0]",3890328,2,,,,-0.36900485,,Left Foot,,,,"[30.3, 0.1]",,High Pass,,27.447586,Out,,,,,,,,,1,Regular Play,Dominique Heintz,8828.0,Left Center Back,7,Schalke 04,181,,15,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:15.429,Pass,
,,,,,,,,,,,,,,,,1.555449,,,,,,,,,,,,b3b66dc4-b1c8-4d2d-8543-a78aabc473bb,110,,"[91.9, 80.0]",3890328,2,,,,-0.4814631,,,,,,"[109.7, 70.7]",,High Pass,,20.083078,Incomplete,,,,,,,,Throw-in,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,8,Schalke 04,181,['c69883f5-a84c-4a3a-81d3-e6af76abe47e'],29,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:29.498,Pass,
,,,,,,,,,,,,,,,,1.132163,,,,,,,,,,,,a68be276-6007-4f29-84dd-1403e55d7bea,112,,"[106.1, 80.0]",3890328,2,,,,-0.44843966,,,,,,"[116.7, 74.9]",,High Pass,,11.763078,,,Leroy Sané,3053.0,,,,,Throw-in,1,From Throw In,Uilson de Souza Paula Júnior,30312.0,Right Back,9,Schalke 04,181,['4cfc7ff6-c428-416a-85b9-a3415b522b21'],43,,,,,,,,,,,,,,,,,,Schalke 04,181,00:02:43.735,Pass,
,,,,,,,,,,,,,,,,1.870994,,,,,,,,,,,,a10af980-c9b2-487b-8e3c-df736d6350b7,118,,"[10.1, 0.1]",3890328,3,,,,0.34374362,,,,,,"[45.3, 12.7]",,High Pass,,37.387165,,,Yūya Ōsako,5679.0,,,,,Throw-in,1,From Throw In,Jonas Hector,6040.0,Left Back,10,FC Köln,186,['3368d867-3788-4e7b-9857-ab2d1d4ce10d'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:03:00.699,Pass,
,,,,,,,,,,,,,,,,0.981137,,,,,,,,,,,,4025c481-70cb-478b-bbd6-f7678ea405cb,122,,"[42.8, 11.1]",3890328,3,,,,-1.7612314,,Right Foot,,,,"[41.2, 2.8]",,Low Pass,,8.45281,,,Leonardo Bittencourt,8826.0,,,,,,1,From Throw In,Yūya Ōsako,5679.0,Center Attacking Midfield,10,FC Köln,186,['b741ca4d-c2bf-4233-a0ef-107c9fcf8632'],3,,,,,,,,,,,,,,,,,,FC Köln,186,00:03:03.575,Pass,
,,,,,,,,,,,,,,,,2.607349,,,,,,,,,,,,cf19bf02-6e80-433e-bec9-6f1057a9aead,134,,"[62.9, 3.9]",3890328,3,,,,2.8317463,,Left Foot,,,,"[37.6, 12.0]",,Ground Pass,,26.565014,,,Dominique Heintz,8828.0,,,,,Free Kick,1,From Free Kick,Jonas Hector,6040.0,Left Back,11,FC Köln,186,['78465865-05ed-4c13-853b-c2941caa7b55'],28,,,,,,,,,,,,,,,,,,FC Köln,186,00:03:28.619,Pass,
,,,,,,,,,,,,,,,,2.984751,,,,,,,,,,,,17c1be44-8a14-455b-a5d8-3b9b56f12c02,137,,"[36.5, 12.4]",3890328,3,,,,2.4576414,,Left Foot,,,,"[8.9, 34.9]",,Ground Pass,,35.609127,,,Timo Horn,8821.0,,,,,,1,From Free Kick,Dominique Heintz,8828.0,Left Center Back,11,FC Köln,186,['26a1e168-465c-471f-b567-5b0f640e320b'],31,,,,,,,,,,,,,,,,,,FC Köln,186,00:03:31.433,Pass,
