50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,3.325271,,,,,,,,,,,,,3293fe3f-622f-40ea-aeb9-23ee1fd4a567,16,,"[67.8, 10.1]",3890340,0,,,,,0.50959224,,Head,,,,"[95.0, 25.3]",,High Pass,,31.158947,,Incomplete,,Ádám Szalai,8407.0,,,,,,Recovery,1,From Kick Off,Jeremy Toljan,8392.0,Left Back,2,Hamburger SV,171,"['25cf50cf-b50b-42ee-92ae-0d531036fe4a', 'd6b6d686-df96-49d6-919f-4f912b1e0ca9', 'f2c8a183-2de0-4a6b-8931-7df31bc9d617']",9,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:09.007,Pass,
,,,,,,,,,,,,,,,2.601305,,,,,,,,,,,,,f2c8a183-2de0-4a6b-8931-7df31bc9d617,18,,"[25.1, 54.8]",3890340,0,,,,,-1.2851236,,Head,,,,"[33.5, 26.2]",,High Pass,,29.808052,,,,Ivo Iličević,24740.0,,,,,,Recovery,1,From Kick Off,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,2,Hamburger SV,171,"['3293fe3f-622f-40ea-aeb9-23ee1fd4a567', '49bf7167-79cd-4375-8351-2722c532ecd0']",12,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:12.332,Pass,
,,,,,,,,,,,,,,,0.380517,,,,,,,,,,,,,e15d7173-2d6d-49a0-a0fc-f3fe8534a6d8,21,,"[37.3, 23.3]",3890340,0,,,,,-1.9127462,,Right Foot,,,,"[35.2, 17.4]",,Ground Pass,,6.2625875,,Incomplete,,Matthias Ostrzolek,8547.0,,,,,,,1,From Kick Off,Ivo Iličević,24740.0,Left Wing,2,Hamburger SV,171,"['5d6128a7-d311-443b-89f6-ae3a37fe3989', 'ca51553e-e4a0-4ff6-b5b2-c1cb75b2eece']",15,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:15.238,Pass,
,,,,,,,,,,,,,,,1.276435,,,,,,,,,,,,,9a4a3bf9-00bc-47b1-b081-25ea705c3e0b,26,,"[87.0, 74.8]",3890340,0,,,,,-1.3903005,,Right Foot,,,,"[89.5, 61.1]",,Ground Pass,,13.926234,,Incomplete,,,,,,,,,,1,From Kick Off,Tobias Strobl,12321.0,Right Back,2,Hamburger SV,171,"['45b587df-044b-4ea5-b9f3-d6247a5532e2', 'b3866a88-e1ba-4e75-95ae-7b0a8ba04c43']",18,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:18.458,Pass,True
,,,,,,,,,,,,,,,1.13489,,,,,,,,,,,,,e0ea5395-b989-451f-92f3-970a3354058e,30,,"[30.1, 14.2]",3890340,0,,,,,-2.799196,,Left Foot,,,,"[20.0, 10.6]",,Ground Pass,,10.722406,,,,Matthias Ostrzolek,8547.0,,,,,,,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,"['8406b906-903b-4e66-a34c-7e51daa1593d', 'ffd5a185-653f-4716-924f-27abb768fd6b']",20,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:20.869,Pass,True
,,,,,,,,,,,,,,,3.490416,,,,,,,,,,,,,987dc847-4fca-484a-b135-90705d5f9051,32,,"[20.4, 10.0]",3890340,0,,,,,0.06241881,,Left Foot,,,,"[57.2, 12.3]",,High Pass,,36.871803,,Unknown,,Ivo Iličević,24740.0,,,,,,,1,From Kick Off,Matthias Ostrzolek,8547.0,Left Back,2,Hamburger SV,171,['315be5bb-1cd3-43dd-b4f9-f97743a9ba6f'],22,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:22.004,Pass,
,,,,,,,,,,,,,,,2.22356,,,,,,,,,,,,,c36a740c-8936-4737-824c-b7ff52ae9f83,36,,"[52.6, 12.7]",3890340,0,,,,,0.3741044,,Left Foot,,,,"[93.1, 28.6]",,High Pass,,43.509308,,Incomplete,,Nicolai Müller,8302.0,,,,,,Free Kick,1,From Free Kick,Lewis Harry Holtby,8891.0,Left Defensive Midfield,3,Hamburger SV,171,"['82571fe2-7441-4b73-b415-1d267158b4ff', 'd87ae045-c323-4957-b0ac-b360899c76aa']",37,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:37.557,Pass,
,,,,,,,,,,,,,,,0.276514,,,,,,,,,,,,,62c65afa-6f16-4554-bb66-62ea82e78d3e,43,,"[7.0, 44.1]",3890340,0,,True,,,0.41106454,,Right Foot,,,,"[26.5, 52.6]",,Ground Pass,,21.272047,,,,Tobias Strobl,12321.0,,,,,,Goal Kick,1,From Goal Kick,Oliver Baumann,8393.0,Goalkeeper,4,Hoffenheim,175,['49c3fef0-879a-403f-9e98-b024ec29dfcd'],58,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:58.736,Pass,
,,,,,,,,,,,,,,,2.110296,,,,,,,,,,,,,1359cd8d-b9d7-446c-8a51-bac0ae7519ea,45,,"[42.4, 78.4]",3890340,1,,,,,-0.52009445,,Right Foot,,,,"[87.8, 52.4]",,High Pass,,52.317875,,Incomplete,,,,,,,,,,1,From Goal Kick,Tobias Strobl,12321.0,Right Back,4,Hoffenheim,175,['26c2880f-0437-4cad-9199-5e5538aaa555'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:00.302,Pass,
,,,,,,,,,,,,,,,2.955193,,,,,,,,,,,,,26c2880f-0437-4cad-9199-5e5538aaa555,46,,"[32.3, 27.7]",3890340,1,,,,,-1.1120992,,Head,,,,"[44.3, 3.4]",,High Pass,,27.101477,,,,Ivo Iličević,24740.0,,,,,,Recovery,1,Regular Play,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,5,Hamburger SV,171,"['1359cd8d-b9d7-446c-8a51-bac0ae7519ea', '8f89f571-7ede-4fa6-952e-56378c679d1f']",2,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:02.412,Pass,
,,,,,,,,,,,,,,,1.105789,,,,,,,,,,,,,fa0e6ef2-44d1-432c-a422-79f6493763c2,49,,"[43.5, 3.8]",3890340,1,,,,,2.9441972,,Right Foot,,,,"[34.0, 5.7]",,Ground Pass,,9.688137,,,,Matthias Ostrzolek,8547.0,,,,,,,1,Regular Play,Ivo Iličević,24740.0,Left Wing,5,Hamburger SV,171,['f56b4bc8-5b87-4100-b576-976afafa60d1'],5,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:05.681,Pass,
,,,,,,,,,,,,,,,0.641445,,,,,,,,,,,,,db5c0110-bdd2-410f-8258-54ad0724803c,53,,"[33.3, 5.5]",3890340,1,,,,,0.5803982,,Left Foot,,,,"[39.4, 9.5]",,Ground Pass,,7.2945185,,,,Lewis Harry Holtby,8891.0,,,,,,,1,Regular Play,Matthias Ostrzolek,8547.0,Left Back,5,Hamburger SV,171,"['12ac5f8b-cef6-4681-b3b9-9ea555e21ad9', 'd2e35ac0-efed-48cb-847b-38bd5e964e9f']",7,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:07.258,Pass,True
,,,,,,,,,,,,,,,1.094953,,,,,,,,,,,,,9442605d-1f52-4132-b90e-1bbca135b631,56,,"[39.0, 10.8]",3890340,1,,,,,2.78421,,Left Foot,,,,"[23.2, 16.7]",,Ground Pass,,16.865646,,,,Cleber Janderson Pereira Reis,40468.0,,,,,,,1,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,5,Hamburger SV,171,['f93e9eba-c054-4b74-b761-4c4f2dc73269'],8,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:08.334,Pass,
,,,,,,,,,,,,,,,1.43881,,,,,,,,,,,,,0a4d59e1-c097-4cb0-a4df-e80d07a747be,58,,"[25.1, 19.7]",3890340,1,,,,,-1.242394,,Right Foot,,,,"[29.7, 6.2]",,Ground Pass,,14.262188,,,,Matthias Ostrzolek,8547.0,,,,,,,1,Regular Play,Cleber Janderson Pereira Reis,40468.0,Left Center Back,5,Hamburger SV,171,['09648948-6921-45cc-a85c-927e510e0c37'],9,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:09.429,Pass,
,,,,,,,,,,,,,,,0.157705,,,,,,,,,,,,,924b8bf8-bf74-4bda-812d-1fd7d6f48cf5,62,,"[22.7, 3.8]",3890340,1,,,,,0.13255154,,Left Foot,,,,"[25.7, 4.2]",,Low Pass,,3.026549,,Incomplete,,Ivo Iličević,24740.0,,,,,,,1,Regular Play,Matthias Ostrzolek,8547.0,Left Back,5,Hamburger SV,171,"['767a8f04-7e04-4258-ab16-86734967caf8', '958065d6-0805-4b52-9804-8d70b0db4344', 'eda89a60-73d3-4410-be41-a30aacdc3a30']",12,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:12.525,Pass,True
,,,,,,,,,,,,,,,1.470948,,,,,,,,,,,,,e8b20d4a-f932-47c7-b9b3-f311c77bb5db,65,,"[31.5, 0.1]",3890340,1,,,,,1.427213,,,,,,"[32.7, 8.4]",,High Pass,,8.386298,,,,Lewis Harry Holtby,8891.0,,,,,,Throw-in,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,6,Hamburger SV,171,['206266f7-bcf1-485e-91b6-a39c57e21c28'],20,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:20.884,Pass,
,,,,,,,,,,,,,,,1.260917,,,,,,,,,,,,,e0a93569-381a-4278-9e35-cb84b2d8b8c6,68,,"[32.9, 9.6]",3890340,1,,,,,-0.018516403,,Left Foot,,,,"[65.3, 9.0]",,High Pass,,32.405556,,Incomplete,,Michael Gregoritsch,8309.0,,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,6,Hamburger SV,171,"['0ecae66c-dc69-45c3-9134-25ab8134e3f8', 'b25c785e-b3e1-401e-82e4-d36d3ba94402']",22,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:22.433,Pass,
,,,,,,,,,,,,,,,1.053232,,,,,,,,,,,,,0ecae66c-dc69-45c3-9134-25ab8134e3f8,70,,"[54.8, 71.1]",3890340,1,,,,,-0.59551316,,Right Foot,,,,"[76.2, 56.6]",,Low Pass,,25.849758,,,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,Recovery,1,Regular Play,Niklas Süle,6322.0,Right Center Back,7,Hoffenheim,175,"['987fb64d-f88a-4129-8237-fa0119a0b9e3', 'e0a93569-381a-4278-9e35-cb84b2d8b8c6']",23,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:23.694,Pass,
,,,,,,,,,,,,,,,0.502677,,,,,,,,,,,,,a0fc091a-d9e9-4cc4-bfc7-4c20b76ab7ba,75,,"[74.2, 56.4]",3890340,1,,,,,1.6745887,,Right Foot,,,,"[73.2, 66.0]",,Ground Pass,,9.651943,,,,Ádám Szalai,8407.0,,,,,,,1,Regular Play,Eduardo Jesús Vargas Rojas,27317.0,Left Center Forward,7,Hoffenheim,175,"['45be7f3b-8b92-47e1-8b36-8e92b29fc973', '5623c745-28fb-4e80-beb0-22a634c24993']",26,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:26.002,Pass,True
,,,,,,,,,,,,,,,1.290164,,,,,,,,,,,,,deb24250-8188-42eb-aaea-3ed048bbe092,78,,"[73.2, 66.0]",3890340,1,,,,,-0.7786869,,Right Foot,,,,"[80.7, 58.6]",,Ground Pass,,10.536128,,,,Jonathan Schmid,8311.0,,,,,,,1,Regular Play,Ádám Szalai,8407.0,Right Center Forward,7,Hoffenheim,175,['7cf16847-7fa8-45ab-af84-2148a6ed082f'],26,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:26.516,Pass,
,,,,,,,,,,,,,,,1.980077,,,,,,,,,,,,,217ffce4-dc11-4153-af46-8b5223698d85,84,,"[80.2, 56.1]",3890340,1,,,,,-0.6202495,,Right Foot,,,,"[112.4, 33.1]",,High Pass,,39.570698,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Jonathan Schmid,8311.0,Left Midfield,8,Hoffenheim,175,['7fda9814-121d-48dc-bd4b-acdc26132cbe'],58,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:58.855,Pass,
,,,,,,,,,,,,,,,1.91994,,,,,,,,,,,,,42446bed-b0bb-484b-b0df-c4b1794ce057,90,,"[6.0, 36.0]",3890340,2,,,,,-0.9515177,,Right Foot,,,,"[19.9, 16.5]",,Ground Pass,,23.947025,,,,Cleber Janderson Pereira Reis,40468.0,,,,,,Goal Kick,1,From Goal Kick,René Adler,8560.0,Goalkeeper,9,Hamburger SV,171,['5e4acd44-7eb7-4ca2-9ac2-a59a00194b8e'],19,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:19.494,Pass,
,,,,,,,,,,,,,,,4.227314,,,,,,,,,,,,,892aa905-9913-447b-a859-f305e2f1abb9,94,,"[29.1, 14.4]",3890340,2,,,,,0.078025386,,Right Foot,,,,"[108.4, 20.6]",,High Pass,,79.542,,Incomplete,,Michael Gregoritsch,8309.0,,,,,,,1,From Goal Kick,Cleber Janderson Pereira Reis,40468.0,Left Center Back,9,Hamburger SV,171,"['8669be58-a6d4-4809-9423-945f37aac5cf', 'a5dca167-dfd5-4056-9ba9-9944638f61e8', 'b33959de-8817-4085-93dd-32c2f15d976c']",23,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:23.472,Pass,True
,,,,,,,,,,,,,,,1.54139,,,,,,,,,,,,,c286fc80-c46d-41ec-8e55-0294475b405d,98,,"[13.9, 58.8]",3890340,2,,,,,0.5880026,,Keeper Arm,,,,"[21.4, 63.8]",,Ground Pass,,9.013878,,,,Niklas Süle,6322.0,,,,,,,1,Regular Play,Oliver Baumann,8393.0,Goalkeeper,10,Hoffenheim,175,['b683a153-81d6-4aef-a5f8-792b95edf188'],29,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:29.053,Pass,
,,,,,,,,,,,,,,,2.370994,,,,,,,,,,,,,9447f3de-b562-4254-838b-6abcc3ad8be1,101,,"[21.4, 63.8]",3890340,2,,,,,-1.3743124,,Right Foot,,,,"[29.8, 21.6]",,Ground Pass,,43.027897,,,,Ermin Bičakčić,9396.0,,,True,,,,1,Regular Play,Niklas Süle,6322.0,Right Center Back,10,Hoffenheim,175,['32fa9830-c129-4073-a233-2b8f7a34941a'],31,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:31.940,Pass,
,,,,,,,,,,,,,,,1.572784,,,,,,,,,,,,,341c5b1e-027d-4684-a8f2-13a924616a50,104,,"[35.8, 22.3]",3890340,2,,,,,-0.9775673,,Right Foot,,,,"[44.7, 9.1]",,Ground Pass,,15.920113,,,,Jeremy Toljan,8392.0,,,,,,,1,Regular Play,Ermin Bičakčić,9396.0,Left Center Back,10,Hoffenheim,175,['476d6254-ee8b-4b55-a686-355c3355b5fc'],36,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:36.092,Pass,
,,,,,,,,,,,,,,,1.048888,,,,,,,,,,,,,ebe7004f-1b05-4c77-8490-ea71650f3e62,107,,"[39.2, 10.3]",3890340,2,,,,,2.0174,,Left Foot,,,,"[32.4, 24.5]",,Ground Pass,,15.744205,,,,Ermin Bičakčić,9396.0,,,,,,,1,Regular Play,Jeremy Toljan,8392.0,Left Back,10,Hoffenheim,175,['5d753b7a-ee0f-4a8f-9de0-22cf5fc0dab7'],38,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:38.877,Pass,
,,,,,,,,,,,,,,,2.001474,,,,,,,,,,,,,7021cf6a-6b95-4eac-9fed-6d22c1b5acc5,110,,"[32.2, 29.3]",3890340,2,,,,,1.359703,,Right Foot,,,,"[39.1, 61.5]",,Ground Pass,,32.93099,,,,Niklas Süle,6322.0,,,,,,,1,Regular Play,Ermin Bičakčić,9396.0,Left Center Back,10,Hoffenheim,175,['556abfc5-17a9-43c4-966f-eaafb91d2056'],41,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:41.067,Pass,
,,,,,,,,,,,,,,,1.276703,,,,,,,,,,,,,117cd40b-6936-42db-86c6-e9b837eb1bb3,114,,"[41.3, 61.9]",3890340,2,,,,,0.051050495,,Right Foot,,,,"[68.7, 63.3]",,Ground Pass,,27.435743,,Incomplete,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,,1,Regular Play,Niklas Süle,6322.0,Right Center Back,10,Hoffenheim,175,"['118a4d81-d08f-40fb-abd6-89f52fa12566', '1656ed60-907d-45cf-92d4-6a3b94872885', '36d10a43-c66c-4452-a501-7b5caf13f05c']",44,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:44.314,Pass,True
,,,,,,,,,,,,,,,0.863798,,,,,,,,,,,,,25ab3c74-3542-43d0-8666-30fb3537f1ed,119,,"[57.2, 16.3]",3890340,2,,,,,0.07006058,,Left Foot,,,,"[74.3, 17.5]",,Ground Pass,,17.142054,,,,Michael Gregoritsch,8309.0,,,,,,,1,Regular Play,Matthias Ostrzolek,8547.0,Left Back,10,Hoffenheim,175,"['440d8115-372c-440b-8a1f-78e0ecf70f27', 'e123ac38-b505-4277-9674-006b0100cae3']",46,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:46.194,Pass,True
,,,,,,,,,,,,,,,1.632455,,,,,,,,,,,,,4894bde9-da69-42b8-b650-247cb50a672c,122,,"[74.7, 17.5]",3890340,2,,,,,0.9742323,,Left Foot,,,,"[83.8, 30.9]",,Ground Pass,,16.19784,,Incomplete,,Pierre-Michel Lasogga,8895.0,,,,,,,1,Regular Play,Michael Gregoritsch,8309.0,Center Attacking Midfield,10,Hoffenheim,175,"['335616d4-1dc4-40e6-9aba-d8d402ea3f34', 'b8d52990-cc08-469b-b012-b2db23674856']",47,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:47.240,Pass,
