50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.104347,,,,,,,,,,,,93412061-2ff2-4328-a68c-76bf8efdc6b5,17,,,"[32.0, 43.1]",3890396,0,,,,,-1.5029395,,Right Foot,,,,"[33.4, 22.5]",,Ground Pass,20.647518,,,,,Emir Spahić,26791.0,,,,,,,1,From Kick Off,Cleber Janderson Pereira Reis,40468.0,Right Center Back,2,Hamburger SV,171,['b4e92493-6454-4336-9a6a-05152d044f1a'],6,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:06.891,Pass,
,,,,,,,,,,,,,,,,,,,2.846858,,,,,,,,,,,,377e74ee-4a31-4044-a824-cf3de40d6b70,20,,,"[38.9, 13.3]",3890396,0,,,,,0.64230305,,Left Foot,,,,"[79.0, 43.3]",,High Pass,50.080036,,,Incomplete,,Pierre-Michel Lasogga,8895.0,,,,,,,1,From Kick Off,Emir Spahić,26791.0,Left Center Back,2,Hamburger SV,171,"['2e320a80-4e13-4687-9a37-e7d0824bbd33', '5637dd8b-abfe-47e8-948f-f066284596fa']",10,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:10.458,Pass,
,,,,,,,,,,,,,,,,,,,1.353692,,,,,,,,,,,,99cd542f-a274-4b75-aea0-5fe75e158c99,27,,,"[71.4, 32.7]",3890396,0,,,,,-1.0058023,,Right Foot,,,,"[78.5, 21.5]",,Ground Pass,13.260844,,,,,André Schürrle,10281.0,,,,,,,1,Regular Play,Max Kruse,8386.0,Center Forward,3,Wolfsburg,179,['979ef482-dd8a-40ce-bb53-2dc72261c2ae'],17,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:17.994,Pass,
,,,,,,,,,,,,,,,,,,,0.990884,,,,,,,,,,,,230eaf91-51f1-45bd-a8ae-eff2eaae3058,35,,,"[94.0, 21.7]",3890396,0,,,,,2.0462081,,Right Foot,,,,"[85.3, 38.6]",,Ground Pass,19.007893,,,,,Julian Draxler,3186.0,,,,,,,1,Regular Play,André Schürrle,10281.0,Left Midfield,3,Wolfsburg,179,['0528caba-7a72-40b1-aa2f-1b9e55b55090'],25,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:25.211,Pass,
,,,,,,,,,,,,,,,,,,,1.823298,,,,,,,,,,,,a81b663b-3532-4c62-adaa-d6f0fe2e6534,41,,,"[80.1, 32.7]",3890396,0,,,,,-2.597181,,Right Foot,,,,"[65.4, 23.8]",,Ground Pass,17.184296,,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,,1,Regular Play,Julian Draxler,3186.0,Right Center Midfield,3,Wolfsburg,179,['0e32f8b2-509b-4cb2-91eb-109ece31ccdd'],30,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:30.843,Pass,
,,,,,,,,,,,,,,,,,,,2.239423,,,,,,,,,,,,0735fb1d-63fc-49e3-a756-a44bd26a07cc,44,,,"[70.9, 24.0]",3890396,0,,,,,1.7844653,,Left Foot,,,,"[64.0, 55.8]",,High Pass,32.539974,,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,,1,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,3,Wolfsburg,179,['5847caa0-5b17-4cab-9403-ae6e529edcb2'],34,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:34.054,Pass,
,,,,,,,,,,,,,,,,,,,0.986331,,,,,,,,,,,,48f0d3a0-1313-4c09-b494-48238101b85e,47,,,"[66.3, 56.5]",3890396,0,,,,,0.14382756,,Right Foot,,,,"[80.8, 58.6]",,Ground Pass,14.651279,,,,,Maximilian Arnold,8235.0,,,,,,,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,3,Wolfsburg,179,['d941598f-1be4-4199-bdd2-5eeecfa5e281'],38,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:38.492,Pass,
,,,,,,,,,,,,,,,,,,,1.277942,,,,,,,,,,,,277afdcb-f846-49ba-998a-9c0d0a54220f,55,,,"[26.7, 22.0]",3890396,0,,,,,-2.1815224,,Left Foot,,,,"[15.5, 6.0]",,Ground Pass,19.530489,,,,,Matthias Ostrzolek,8547.0,,,,,,,1,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,3,Wolfsburg,179,['46b6798b-435e-4849-bf2f-fea55c279187'],42,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:42.287,Pass,
,,,,,,,,,,,,,,,,,,,4.201219,,,,,,,,,,,,2f7cb818-8ef6-49d4-8243-ee9c4d35923e,58,,,"[19.2, 2.3]",3890396,0,,,,,0.11567842,,Left Foot,,,,"[76.0, 8.9]",,High Pass,57.182163,,,Incomplete,,Pierre-Michel Lasogga,8895.0,,,,,,,1,Regular Play,Matthias Ostrzolek,8547.0,Left Back,3,Wolfsburg,179,"['5c010fb0-db60-450c-8107-82cf45c5311b', 'a5dae576-c0b3-4ce2-8b6c-80735582c822']",45,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:45.213,Pass,
,,,,,,,,,,,,,,,,,,,1.647056,,,,,,,,,,,,a5dae576-c0b3-4ce2-8b6c-80735582c822,60,,,"[44.1, 71.2]",3890396,0,,,,,-1.6506263,,Head,,,,"[42.5, 51.2]",,High Pass,20.063898,,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,Recovery,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,3,Wolfsburg,179,"['22fcf323-29d2-4696-b979-0663fd0a0344', '2f7cb818-8ef6-49d4-8243-ee9c4d35923e']",49,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:49.414,Pass,
,,,,,,,,,,,,,,,,,,,1.616523,,,,,,,,,,,,b86abc3e-7530-415d-93bd-3f480b646671,63,,,"[42.3, 46.4]",3890396,0,,,,,-1.125219,,Left Foot,,,,"[55.1, 19.6]",,High Pass,29.699831,,,,,Marcel Schäfer,40469.0,,,,,,,1,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,3,Wolfsburg,179,['a901d7e7-1935-4f02-b4a0-36322805e6da'],52,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:52.192,Pass,
,,,,,,,,,,,,,,,,,,,0.120542,,,,,,,,,,,,0a243868-cc17-424e-a199-7d00c238a4db,66,,,"[70.7, 6.1]",3890396,0,,,,,0.8276266,,Left Foot,,,,"[74.1, 9.8]",,Low Pass,5.0249376,,,Incomplete,,André Schürrle,10281.0,,,,,,,1,Regular Play,Marcel Schäfer,40469.0,Left Back,3,Wolfsburg,179,"['c756538c-855f-43d1-a8b7-6af08916bd17', 'd95ec51e-e405-491a-a1d4-9a29898808b8']",57,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:57.788,Pass,
,,,,,,,,,,,,,,,,,,,1.835882,,,,,,,,,,,,be66dcdf-b5cc-471f-bdf9-ccef2950381b,69,,,"[82.8, 0.1]",3890396,1,,,,,0.56050956,,,,,,"[101.6, 11.9]",,Low Pass,22.196396,,,,,Maximilian Arnold,8235.0,,,,,,Throw-in,1,From Throw In,Marcel Schäfer,40469.0,Left Back,4,Wolfsburg,179,['e06cb824-da14-4eca-8660-6b2669a078ff'],10,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:10.881,Pass,
,,,,,,,,,,,,,,,,,,,1.308393,,,,,,,,,,,,0bdddc29-4d03-4be9-8620-d945878cec4c,75,,,"[17.6, 69.4]",3890396,1,,,,,0.13365224,,Right Foot,,,,"[29.5, 71.0]",,High Pass,12.007081,,,,,Nicolai Müller,8302.0,,,,,,Recovery,1,Regular Play,Cleber Janderson Pereira Reis,40468.0,Right Center Back,5,Hamburger SV,171,['1f2bda10-b231-4d3e-bf7c-141e04cac6fb'],14,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:14.268,Pass,
,,,,,,,,,,,,,,,,,,,0.965669,,,,,,,,,,,,584e6db8-c7b0-4fb2-8e85-9a7269a697fa,77,,,"[29.0, 71.0]",3890396,1,,,,,-1.5707964,,Head,,,,"[29.0, 65.7]",,Low Pass,5.3,,,,,Gideon Jung,8323.0,,,,,,,1,Regular Play,Nicolai Müller,8302.0,Right Wing,5,Hamburger SV,171,['e1d59572-92ca-41ab-a248-e666e86a5079'],15,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:15.663,Pass,
,,,,,,,,,,,,,,,,,,,0.164183,,,,,,,,,,,,1b2a2578-bb87-47c1-9e98-a20c36f430bd,80,,,"[35.5, 65.3]",3890396,1,,,,,0.5317241,,Right Foot,,,,"[38.9, 67.3]",,Ground Pass,3.9446166,,,Incomplete,,Michael Gregoritsch,8309.0,,,,,,,1,Regular Play,Gideon Jung,8323.0,Right Defensive Midfield,5,Hamburger SV,171,"['42c05cc9-9f81-4641-a6cb-013c4a0aa7d4', '4567c089-3e6e-46ec-8e54-dbcdc815bab5']",18,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:18.443,Pass,
,,,,,,,,,,,,,,,,,,,0.628242,,,,,,,,,,,,c205f4aa-57ec-4c24-bdae-025e1ed88e76,86,,,"[77.6, 8.0]",3890396,1,,,,,-2.6405792,,Right Foot,,,,"[73.4, 5.7]",,Ground Pass,4.788528,,,,,Marcel Schäfer,40469.0,,,,,,,1,Regular Play,Maximilian Arnold,8235.0,Left Center Midfield,6,Wolfsburg,179,['50c4136f-bfb2-473e-a257-fd9c1b4abf81'],21,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:21.175,Pass,
,,,,,,,,,,,,,,,,,,,1.013603,,,,,,,,,,,,583d4277-c0e9-4769-b8b1-2e2e4dff0774,89,,,"[73.4, 5.7]",3890396,1,,,,,2.8309941,,Left Foot,,,,"[57.2, 10.9]",,Ground Pass,17.014112,,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,,1,Regular Play,Marcel Schäfer,40469.0,Left Back,6,Wolfsburg,179,['5a2cf70b-012c-4b7a-b04d-30d4b55e9a8f'],22,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:22.525,Pass,
,,,,,,,,,,,,,,,,,,,0.781473,,,,,,,,,,,,245e7426-b99b-4969-bf86-46c99ba4d3d7,93,,,"[62.7, 8.2]",3890396,1,,,,,0.583373,,Left Foot,,,,"[72.7, 14.8]",,Ground Pass,11.981652,,,,,André Schürrle,10281.0,,,,,,,1,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,6,Wolfsburg,179,['bd72c735-13da-4a66-9919-a9377a779e31'],26,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:26.217,Pass,
,,,,,,,,,,,,,,,,,,,0.646222,,,,,,,,,,,,77d48d83-4f16-4687-9806-ad678c4e8fe5,95,,,"[73.2, 15.1]",3890396,1,,,,,-1.3108562,,Left Foot,,,,"[75.7, 5.7]",,Ground Pass,9.726768,,,,,Marcel Schäfer,40469.0,,,,,,,1,Regular Play,André Schürrle,10281.0,Left Midfield,6,Wolfsburg,179,['d79de6d4-4a32-4374-9e62-cbee1fcb0305'],26,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:26.998,Pass,
,,,,,,,,,,,,,,,,,,,0.658492,,,,,,,,,,,,b7cf731d-bbdb-4edd-a102-ae8f6e8cb9a8,98,,,"[76.4, 5.7]",3890396,1,,,,,0.47076494,,Left Foot,,,,"[87.6, 11.4]",,Ground Pass,12.56702,,,,,Max Kruse,8386.0,,,,,,,1,Regular Play,Marcel Schäfer,40469.0,Left Back,6,Wolfsburg,179,['1fd9360e-18d8-4df9-b38d-a83d4739a83b'],28,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:28.537,Pass,
,,,,,,,,,,,,,,,,,,,3.111343,,,,,,,,,,,,f0f65033-0711-47da-b698-382a9618a188,100,,,"[87.6, 11.4]",3890396,1,,,,,0.58581203,,No Touch,,,,"[108.7, 25.4]",,Ground Pass,25.322124,,True,Incomplete,,André Schürrle,10281.0,,,,,,,1,Regular Play,Max Kruse,8386.0,Center Forward,6,Wolfsburg,179,"['11d3a1bd-a5bc-44b6-9faa-dabf2fd3ef7c', '85dfe5dd-124c-4156-83d2-cbab01f89260']",29,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:29.196,Pass,
,,,,,,,,,,,,,,,,,,,1.765197,,,,,,,,,,,,ea4ccbb6-cc3c-486e-97b5-730d9d141852,104,,,"[13.5, 57.3]",3890396,1,,,,,0.648332,,Keeper Arm,,,,"[20.1, 62.3]",,Ground Pass,8.280097,,,,,Cleber Janderson Pereira Reis,40468.0,,,,,,,1,From Keeper,René Adler,8560.0,Goalkeeper,7,Hamburger SV,171,['b162326e-b6bd-42b9-a623-5626e01ba3dc'],38,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:38.812,Pass,
,,,,,,,,,,,,,,,,,,,2.930996,,,,,,,,,,,,42a28df7-ffa4-498c-bdde-d82039969856,107,,,"[24.0, 55.9]",3890396,1,,,,,-0.88262755,,Right Foot,,,,"[69.8, 0.2]",,High Pass,72.11192,,,,,Matthias Ostrzolek,8547.0,,,True,,,,1,From Keeper,Cleber Janderson Pereira Reis,40468.0,Right Center Back,7,Hamburger SV,171,['77f2d1c4-b410-41c8-be7e-fa10048b67b5'],44,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:44.550,Pass,
,,,,,,,,,,,,,,,,,,,1.476116,,,,,,,,,,,,3cf79dad-5252-4a6e-8453-1da32b956ff8,113,,,"[76.9, 0.1]",3890396,1,,True,,,2.827554,,,,,,"[65.2, 3.9]",,Low Pass,12.301626,,,,,Ivo Iličević,24740.0,,,,,,Throw-in,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,8,Hamburger SV,171,['05a694ac-19c7-4a8a-a614-88cb95b0a317'],54,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:54.185,Pass,
,,,,,,,,,,,,,,,,,,,0.578859,,,,,,,,,,,,1373dbe3-ff51-49a4-8fbb-00ddf261a685,119,,,"[68.7, 27.0]",3890396,2,,,,,0.96299434,,Right Foot,,,,"[73.5, 33.9]",,Ground Pass,8.405355,,,,,Nicolai Müller,8302.0,,,,,,,1,From Throw In,Ivo Iličević,24740.0,Left Wing,8,Hamburger SV,171,['94a1c929-3c85-4fa4-b37e-42e560138c56'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:00.201,Pass,
,,,,,,,,,,,,,,,,,,,0.59709,,,,,,,,,,,,cd97a42d-4c91-4239-a38b-e04892b9aba1,123,,,"[75.8, 36.2]",3890396,2,,,,,-0.24497867,,Right Foot,,,,"[80.6, 35.0]",,Ground Pass,4.9477267,,,,,Pierre-Michel Lasogga,8895.0,,,,,,,1,From Throw In,Nicolai Müller,8302.0,Right Wing,8,Hamburger SV,171,"['3a756f40-fbf9-42b3-9fdb-efba3a9d3356', '5ec54bdd-a31b-478e-8d59-3d38fff46290']",1,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:01.567,Pass,True
,,,,,,,,,,,,,,,,,,,0.61935,,,,,,,,,,,,7211d8f7-1436-4f54-a43a-f2436b6bd880,126,,,"[80.6, 35.0]",3890396,2,,,,,-1.7156088,,Right Foot,,,,"[79.9, 30.2]",,Ground Pass,4.8507733,,,,,Nicolai Müller,8302.0,,,,,,,1,From Throw In,Pierre-Michel Lasogga,8895.0,Center Forward,8,Hamburger SV,171,['bab1acea-d5f4-41c0-a0a1-cf13de40c5b6'],2,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:02.245,Pass,
,,,,,,,,,,,,,,,,,,,1.684265,,,,,,,,,,,,209c39c2-0865-4b7e-bdba-bc30259a741f,132,,,"[84.5, 22.9]",3890396,2,,,,,0.6013574,,Left Foot,,,,"[111.9, 41.7]",,High Pass,33.229504,,,Incomplete,,Cleber Janderson Pereira Reis,40468.0,,,,,,Free Kick,1,From Free Kick,Lewis Harry Holtby,8891.0,Left Defensive Midfield,9,Hamburger SV,171,"['afc8d2fc-27cc-4ab1-9965-b10d986084a2', 'f503a68b-e32e-4c07-873b-8010d5ef52f9']",56,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:56.716,Pass,
,,,,,,,,,,,,,,,,,,,2.659449,,,,,,,,,,,,af6472e7-2b07-422d-949e-8d83bac26411,140,,,"[85.4, 59.1]",3890396,3,,,,,-0.48175427,,Right Foot,,,,"[105.1, 48.8]",,High Pass,22.23016,,,Incomplete,,Michael Gregoritsch,8309.0,,,,,,Recovery,1,From Free Kick,Gotoku Sakai,6339.0,Right Back,9,Hamburger SV,171,"['0c2c508c-38c9-4b7e-850c-d86b9d7d582c', '9318f71b-6c2a-42ce-a815-6365000134fa']",2,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:03:02.930,Pass,
,,,,,,,,,,,,,,,,,,,0.545483,,,,,,,,,,,,c613c81d-fa76-4bbe-91e7-849e3ffb2d62,148,,,"[23.7, 38.6]",3890396,3,,,,,0.28309578,,Right Foot,,,,"[29.2, 40.2]",,Ground Pass,5.7280016,,,,,Julian Draxler,3186.0,,,,,,Recovery,1,Regular Play,Adelino André Vieira Freitas,10790.0,Right Midfield,10,Wolfsburg,179,['cd2bfc24-c701-4d6b-a888-e6088f27fecd'],9,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:03:09.190,Pass,
