50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.068966,,,,,,,,,,,,,,bad3ceea-0453-44de-9419-d543b059b3c9,19,,"[64.5, 67.1]",3890546,0,,,,-0.09368468,,Right Foot,,,,"[79.4, 65.7]",,Ground Pass,,14.965628,,,,,Clemens Fritz,20010.0,,,,,,1,From Throw In,Jannik Vestergaard,8815.0,Right Center Back,3,Werder Bremen,176,"['ae700b0b-7115-48b6-9744-372ecf0f6dc2', 'e600cbd5-5f41-49fc-9228-5ca7838291ce']",17,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:17.292,Pass,True
,,,,,,,,,,,,,,,,,1.105366,,,,,,,,,,,,,,ae5036d8-610d-45c9-869e-f36f413e321f,22,,"[79.5, 66.3]",3890546,0,,,,1.4288993,,Right Foot,,,,"[81.2, 78.2]",,Ground Pass,,12.020815,,,,,Sambou Yatabaré,23660.0,,,,,,1,From Throw In,Clemens Fritz,20010.0,Left Defensive Midfield,3,Werder Bremen,176,['a6b01873-d6ef-4529-b18d-4a1f4c0333ce'],18,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:18.401,Pass,
,,,,,,,,,,,,,,,,,0.39361,,,,,,,,,,,,,,7f0e388a-c99a-413a-b74c-93e8040832a8,25,,"[82.2, 77.9]",3890546,0,,,,-0.9006743,,Right Foot,,,,"[86.4, 72.6]",,Ground Pass,,6.762396,,,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,From Throw In,Sambou Yatabaré,23660.0,Right Wing,3,Werder Bremen,176,['f948dd7b-fd05-4a89-beb2-0ebcb6f69533'],20,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:20.137,Pass,
,,,,,,,,,,,,,,,,,1.615131,,,,,,,,,,,,,,373a3db9-cda9-4a03-9b9f-9bb760707b6f,28,,"[86.9, 71.8]",3890546,0,,,,0.5191461,,Right Foot,,,,"[99.5, 79.0]",,Low Pass,,14.512064,,,,,Sambou Yatabaré,23660.0,,,,,,1,From Throw In,Claudio Miguel Pizarro Bossio,11132.0,Center Forward,3,Werder Bremen,176,['6f8d8a63-9908-4441-98b3-e0d080614cb1'],20,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:20.897,Pass,
,,,,,,,,,,,,,,,,,1.818764,,,,,,,,,,,,,,b1e5f474-00f8-4a7e-8429-cca3fe29f03f,34,,"[22.6, 6.6]",3890546,0,,,,2.0947156,,Other,,,,"[20.0, 11.1]",,Low Pass,,5.1971145,,,,,Federico Barba,17520.0,,,,,Recovery,1,From Throw In,Daniel Didavi,8243.0,Left Center Midfield,3,Werder Bremen,176,['e8e623c0-d141-4b21-a8ba-fef9031dd6e8'],26,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:26.785,Pass,
,,,,,,,,,,,,,,,,,0.702872,,,,,,,,,,,,,,1cfff5b7-e64a-45fe-913d-15d3b79d5140,37,,"[20.9, 10.2]",3890546,0,,,,-1.3003602,,Left Foot,,,,"[23.7, 0.1]",,Low Pass,,10.480935,,,Out,,,,,,,,,1,From Throw In,Federico Barba,17520.0,Left Center Back,3,Werder Bremen,176,['fbdf9419-811f-427e-ba26-ec450fbf4b0c'],28,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:28.603,Pass,True
,,,,,,,,,,,,,,,,,1.66272,,,,,,,,,,,,,,fd8e5abf-99ce-4f6d-b540-607a5d828bf5,38,,"[93.1, 80.0]",3890546,0,,,,-0.16514868,,,,,,"[112.3, 76.8]",,Low Pass,,19.46484,,,,,Zlatko Junuzović,8762.0,,,,,Throw-in,1,From Throw In,Theodor Gebre Selassie,8396.0,Right Back,4,Werder Bremen,176,['687b6ac4-2f54-45f0-a777-65d3b5b6a14e'],35,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:35.084,Pass,
,,,,,,,,,,,,,,,,,0.70197,,,,,,,,,,,,,,a4076757-e9fa-44f7-bb56-d6546d48a38c,42,,"[112.6, 76.2]",3890546,0,,,,-1.7894653,,Right Foot,,,,"[111.2, 69.9]",,Ground Pass,,6.453681,,,,,Sambou Yatabaré,23660.0,,,,,,1,From Throw In,Zlatko Junuzović,8762.0,Center Attacking Midfield,4,Werder Bremen,176,"['7acb7c3b-dc30-44af-bfc9-81d7ce7efe17', '8fa7d2cf-5664-463a-bd18-b26469f5e479']",36,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:36.777,Pass,True
,,,,,,,,,,,,,,,,,0.274119,,,,,,,,,,,,,,ea03df15-c72c-49c7-b633-a9b52dd834a1,46,,"[117.9, 58.2]",3890546,0,,,,-1.5707964,,Right Foot,True,,,"[117.9, 49.0]",,Ground Pass,,9.2,,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,From Throw In,Sambou Yatabaré,23660.0,Right Wing,4,Werder Bremen,176,"['22fb86e0-eb24-4e27-b5a2-6c145e97ec4d', 'ed5cb6e5-378a-4013-a45d-d2f0b5b1649b']",39,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:39.918,Pass,
,,,,,,,,,,,,,,,,,1.79592,,,,,,,,,,,,,,702d3584-3b82-48d1-926e-df48b2c005cf,49,,"[120.0, 80.0]",3890546,0,,,,-1.8080554,38f543f5-6c67-44ff-8f71-ee8e263ac0e4,Right Foot,,,,"[110.4, 40.3]",,High Pass,,40.844215,,,,True,Jannik Vestergaard,8815.0,True,,Outswinging,,Corner,1,From Corner,Zlatko Junuzović,8762.0,Center Attacking Midfield,5,Werder Bremen,176,['0da969f6-2b25-4fc7-9c47-0c6c7be39551'],57,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:57.406,Pass,
,,,,,,,,,,,,,,,,,2.868391,,,,,,,,,,,,,,b2e87fee-de47-408b-b7dc-c021e516f30f,53,,"[6.0, 36.0]",3890546,1,True,,,-0.20401798,,Right Foot,,,,"[14.7, 34.2]",,Ground Pass,,8.884255,,,,,Federico Barba,17520.0,,,,,Goal Kick,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,6,VfB Stuttgart,174,['c85fcf51-241a-4e1f-af85-b67f7a81ca37'],17,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:17.434,Pass,
,,,,,,,,,,,,,,,,,2.896279,,,,,,,,,,,,,,0dcda111-2f9e-4ac9-a3a6-9df00def795f,55,,"[14.5, 34.5]",3890546,1,True,,,2.0623252,,Right Foot,,,,"[9.2, 44.4]",,Ground Pass,,11.229425,,,,,Przemysław Tytoń,9082.0,,,,,,1,From Goal Kick,Federico Barba,17520.0,Left Center Back,6,VfB Stuttgart,174,['3693e94b-8d18-4cb2-9c74-7eab23b60100'],20,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:20.494,Pass,
,,,,,,,,,,,,,,,,,2.624362,,,,,,,,,,,,,,552d8235-6d6f-4762-aff1-b447f6818073,57,,"[7.8, 46.1]",3890546,1,,,,0.0,,Right Foot,,,,"[62.6, 46.1]",,High Pass,,54.8,,,Incomplete,,Martin Harnik,8557.0,,,,,,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,6,VfB Stuttgart,174,"['2a87d02f-e87f-4bb5-a3c6-b1a9a9f8fbac', 'd9e1476e-955b-4027-bb11-33e827f48655']",25,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:25.071,Pass,
,,,,,,,,,,,,,,,,,2.114555,,,,,,,,,,,,,,2a87d02f-e87f-4bb5-a3c6-b1a9a9f8fbac,59,,"[57.5, 34.0]",3890546,1,,,True,0.69528145,,,,,,"[75.6, 49.1]",,High Pass,,23.571592,,,Incomplete,,Zlatko Junuzović,8762.0,,,,,Recovery,1,From Goal Kick,Papiss Mison Djilobodji,3774.0,Left Center Back,6,VfB Stuttgart,174,"['1a4b93b9-cd24-44e9-8021-6e05c494f4d2', '331e39c2-4b69-4996-a087-45bae951c6fe', '552d8235-6d6f-4762-aff1-b447f6818073', 'cca00fff-2aca-4112-bd52-4dc14a272e99']",27,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:27.696,Pass,True
,,,,,,,,,,,,,,,,,1.772802,,,,,,,,,,,,,,cca00fff-2aca-4112-bd52-4dc14a272e99,62,,"[44.5, 31.0]",3890546,1,,,,0.7642149,,Left Foot,,,,"[68.6, 54.1]",,High Pass,,33.38293,,,Incomplete,,Filip Kostić,5591.0,,,,,Recovery,1,From Goal Kick,Federico Barba,17520.0,Left Center Back,6,VfB Stuttgart,174,"['2a87d02f-e87f-4bb5-a3c6-b1a9a9f8fbac', '4018fabc-343c-40fd-ab77-63f010ab0587', '782fbf9d-b6b2-47d4-b6e1-14718ca4e48d']",29,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:29.810,Pass,
,,,,,,,,,,,,,,,,,1.085286,,,,,,,,,,,,,,4018fabc-343c-40fd-ab77-63f010ab0587,64,,"[51.5, 26.0]",3890546,1,,,,2.1375256,,Right Foot,,,,"[45.9, 34.8]",,Low Pass,,10.430724,,,,,Papiss Mison Djilobodji,3774.0,,,,,Recovery,1,From Goal Kick,Fin Bartels,8389.0,Left Wing,6,VfB Stuttgart,174,"['98950773-527f-4ce3-8394-ed30e5522aa1', 'cca00fff-2aca-4112-bd52-4dc14a272e99']",31,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:31.583,Pass,
,,,,,,,,,,,,,,,,,1.218392,,,,,,,,,,,,,,5b4c2619-eda6-4f6b-af67-4e51e051b6f2,66,,"[44.4, 35.1]",3890546,1,,,,-0.2622969,,Right Foot,,,,"[70.1, 28.2]",,High Pass,,26.61015,,,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,From Goal Kick,Papiss Mison Djilobodji,3774.0,Left Center Back,6,VfB Stuttgart,174,"['541bd394-0f53-4df6-a126-bcdc7cc6671f', 'a3dc2015-663a-44d0-b700-9c8c9642fa7b']",32,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:32.668,Pass,
,,,,,,,,,,,,,,,,,1.449486,,,,,,,,,,,,,,a3dc2015-663a-44d0-b700-9c8c9642fa7b,68,,"[50.0, 51.9]",3890546,1,,,,0.5317241,,Right Foot,,,,"[63.6, 59.9]",,Low Pass,,15.778466,,,Incomplete,,Alexandru Iulian Maxim,8550.0,,,,,Recovery,1,From Goal Kick,Georg Niedermeier,40470.0,Right Center Back,6,VfB Stuttgart,174,"['5b4c2619-eda6-4f6b-af67-4e51e051b6f2', '86ef84c3-c441-47dd-8be5-854e85b510ce', 'f52ed125-0798-437a-a925-c08d0c4b674b']",33,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:33.887,Pass,
,,,,,,,,,,,,,,,,,0.367344,,,,,,,,,,,,,,e0bfec00-e4dd-4434-9c07-b4084251caa2,73,,"[72.2, 5.4]",3890546,1,,,,-0.11065722,,Right Foot,,,,"[77.6, 4.8]",,Low Pass,,5.433231,,,Incomplete,,Zlatko Junuzović,8762.0,,,,,,1,From Goal Kick,Fin Bartels,8389.0,Left Wing,6,VfB Stuttgart,174,"['1bdcdd02-d140-47ec-9ed6-9d3d5856e9b4', 'f848ae8c-440d-4ab3-acb3-e2663b2f6486']",39,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:39.491,Pass,
,,,,,,,,,,,,,,,,,1.111506,,,,,,,,,,,,,,c0126a3b-05f7-4ee3-ac8b-b8d8654da376,77,,"[22.3, 65.2]",3890546,1,,,,-1.0082984,,Left Foot,,,,"[28.1, 56.0]",,Ground Pass,,10.875661,,,,,Daniel Didavi,8243.0,,,,,Recovery,1,From Goal Kick,Matthias Zimmermann,11370.0,Right Back,6,VfB Stuttgart,174,"['4b0159bf-d6ef-4a28-961d-8dabf82a1378', 'ee6b8bb4-4e4f-4186-9215-07df160edd93']",41,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:41.126,Pass,True
,,,,,,,,,,,,,,,,,1.123769,,,,,,,,,,,,,,9119e6fb-b138-4e6e-af72-4f81e49b66b8,79,,"[27.5, 56.4]",3890546,1,,,,0.8675657,,Right Foot,,,,"[31.4, 61.0]",,Ground Pass,,6.0307546,,,,,Lukas Rupp,11395.0,,,,,,1,From Goal Kick,Daniel Didavi,8243.0,Left Center Midfield,6,VfB Stuttgart,174,['ce963502-3292-4efd-9f01-5dc0e9517518'],42,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:42.238,Pass,
,,,,,,,,,,,,,,,,,0.627375,,,,,,,,,,,,,,cf09cb75-d783-4f72-bbb0-2bc6b0d7b68d,83,,"[41.2, 68.5]",3890546,1,,,,1.4585935,,Right Foot,,,,"[42.0, 75.6]",,Ground Pass,,7.1449285,,,,,Alexandru Iulian Maxim,8550.0,,,,,,1,From Goal Kick,Lukas Rupp,11395.0,Right Center Midfield,6,VfB Stuttgart,174,['aa5a348a-f34b-431f-b6c0-ed1e5b47062a'],46,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:46.794,Pass,
,,,,,,,,,,,,,,,,,1.174861,,,,,,,,,,,,,,d78aaa4f-cd16-4859-a385-56899f30c02a,85,,"[43.1, 75.8]",3890546,1,,,,-0.66669285,,Right Foot,,,,"[61.4, 61.4]",,Ground Pass,,23.286263,,,Incomplete,,Martin Harnik,8557.0,,,,,,1,From Goal Kick,Alexandru Iulian Maxim,8550.0,Right Midfield,6,VfB Stuttgart,174,"['ad7e0c3c-6e9f-4027-94ff-2579ac1f0be1', 'ebc30486-e3ed-489b-8351-ad7e1feb449c']",47,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:47.422,Pass,
,,,,,,,,,,,True,,,,,,1.493709,,,,,,,,,,,,,,ad7e0c3c-6e9f-4027-94ff-2579ac1f0be1,88,,"[58.7, 18.7]",3890546,1,,,,0.17349572,,Left Foot,,,,"[68.4, 20.4]",,Ground Pass,,9.847842,,,,,Clemens Fritz,20010.0,,,,,Interception,1,Regular Play,Papiss Mison Djilobodji,3774.0,Left Center Back,7,Werder Bremen,176,"['0cdde958-b305-4604-afd1-447c87235e9d', 'cd700660-953b-4665-8de1-dce3b97adeea', 'd78aaa4f-cd16-4859-a385-56899f30c02a']",48,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:48.597,Pass,True
,,,,,,,,,,,,,,,,,4.872362,,,,,,,,,,,,,,0f2a2a12-0efb-47a4-9181-3bbdbf44265c,92,,"[68.1, 19.8]",3890546,1,,,,-0.5093301,,Right Foot,,,,"[102.3, 0.7]",,Low Pass,,39.17206,,,Out,,Zlatko Junuzović,8762.0,,,,,,1,Regular Play,Clemens Fritz,20010.0,Left Defensive Midfield,7,Werder Bremen,176,"['6ff280fc-0f53-4711-9f95-36f6e41a6797', 'c3016d96-da22-4d39-abb9-d6695bcf2d21']",50,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:50.117,Pass,True
,,,,,,,,,,,,,,,,,1.723237,,,,,,,,,,,,,,6d4b2a0d-c33c-49ff-ad58-c45ef01d7be2,94,,"[17.3, 80.0]",3890546,2,,,,-0.20786273,,,,,,"[44.8, 74.2]",,High Pass,,28.104982,,,Incomplete,,Alexandru Iulian Maxim,8550.0,,,,,Throw-in,1,From Throw In,Matthias Zimmermann,11370.0,Right Back,8,VfB Stuttgart,174,"['6d774247-acee-4239-9b43-44d8aa015b54', '9a5535a8-3e03-4d3d-a0d3-f313e2b3f97b']",7,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:07.516,Pass,
,,,,,,,,,,,,,,,,,1.456618,,,,,,,,,,,,,,6d774247-acee-4239-9b43-44d8aa015b54,96,,"[75.3, 5.9]",3890546,2,,,,0.70540047,,Head,,,,"[88.1, 16.8]",,High Pass,,16.812199,,,,,Zlatko Junuzović,8762.0,,,,,Recovery,1,Regular Play,Santiago García,26359.0,Left Back,9,Werder Bremen,176,"['114e6cb0-c6e0-4fad-bfa9-15bc5ad0b336', '6d4b2a0d-c33c-49ff-ad58-c45ef01d7be2']",9,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:09.240,Pass,
,,,,,,,,,,,,,,,,,1.325954,,,,,,,,,,,,,,28636691-a278-4682-8288-2e7ba869415e,98,,"[88.1, 16.8]",3890546,2,,,,-1.237552,,Head,,,,"[92.6, 3.8]",,Low Pass,,13.756817,,,,,Fin Bartels,8389.0,,,,,,1,Regular Play,Zlatko Junuzović,8762.0,Center Attacking Midfield,9,Werder Bremen,176,['3cf6516b-c062-4436-92fa-5edb9da29c3a'],10,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:10.696,Pass,
,,,,,,,,,,,,,,,,,1.150887,,,,,,,,,,,,,,295b0904-1d7c-40b7-82df-3d13976ec4a2,109,,"[7.5, 67.7]",3890546,2,,,,-0.25811112,,Left Foot,,,,"[20.0, 64.4]",,Ground Pass,,12.928264,,,,,Lukas Rupp,11395.0,,,,,,1,Regular Play,Daniel Schwaab,8270.0,Center Defensive Midfield,10,VfB Stuttgart,174,['c0c00db0-5be0-4000-b4cb-6afc194bfcb4'],19,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:19.494,Pass,
