50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.304139,,,,,,,,,,,,,,,34f43c1d-9c66-43b9-ba77-7eb87ce0402b,17,,,"[38.4, 67.7]",3890388,0,,,,,-2.0074234,,Right Foot,,,"[27.9, 45.2]",,Ground Pass,24.829418,,,,Sven Bender,8216.0,,,,,,,1,From Kick Off,Neven Subotić,4430.0,Right Center Back,2,Borussia Dortmund,180,['f7f60730-af23-4cbe-810c-2469574e5858'],8,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:08.606,Pass,
,,,,,,,,,,,,,,,,1.382604,,,,,,,,,,,,,,,9e05c41d-972d-4d94-bf22-085ff39176b9,20,,,"[27.9, 45.5]",3890388,0,,,,,3.1112988,,Left Foot,,,"[11.4, 46.0]",,Ground Pass,16.507574,,,,Roman Bürki,8225.0,,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['5d03a1e8-520d-462d-9dea-ef055b1b6313'],11,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:11.116,Pass,
,,,,,,,,,,,,,,,,1.722364,,,,,,,,,,,,,,,9573d409-7962-4f37-a3a1-382d7c109d80,23,,,"[11.9, 46.2]",3890388,0,,,,,1.3200469,,Right Foot,,,"[19.2, 74.7]",,Ground Pass,29.420061,,,,Neven Subotić,4430.0,,,,,,,1,From Kick Off,Roman Bürki,8225.0,Goalkeeper,2,Borussia Dortmund,180,['97a2962e-efaf-4ce3-a1f1-f1dbd04b85b6'],12,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:12.667,Pass,
,,,,,,,,,,,,,,,,2.230643,,,,,,,,,,,,,,,17bb36f5-47f2-4f69-9602-9f8ed5d55bd2,27,,,"[19.3, 69.3]",3890388,0,,,,,-1.9999748,,Left Foot,,,"[5.8, 39.8]",,Ground Pass,32.442257,,,,Roman Bürki,8225.0,,,,,,,1,From Kick Off,Neven Subotić,4430.0,Right Center Back,2,Borussia Dortmund,180,"['76bb8deb-9ba1-4368-8d07-fa753dc7db0d', 'abcb5183-dde3-4eed-b66a-760d3ebb9051']",17,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:17.153,Pass,True
,,,,,,,,,,,,,,,,2.096574,,,,,,,,,,,,,,,7f28b5f9-7dae-494a-bb30-d0a35265abf5,30,,,"[5.8, 39.8]",3890388,0,,,,,-0.9106301,,Left Foot,,,"[24.2, 16.1]",,Ground Pass,30.004166,,,,Sven Bender,8216.0,,,,,,,1,From Kick Off,Roman Bürki,8225.0,Goalkeeper,2,Borussia Dortmund,180,['8d99550f-c62f-47c6-8366-361946402be9'],19,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:19.670,Pass,
,,,,,,,,,,,,,,,,0.855582,,,,,,,,,,,,,,,8b629d05-9b22-40c2-a308-74d863f87389,34,,,"[27.3, 14.2]",3890388,0,,,,,-0.042830933,,Left Foot,,,"[41.3, 13.6]",,Ground Pass,14.012852,,,,Gonzalo Castro Randon,8233.0,,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['d389acb1-22a4-4438-a921-314af2df577c'],22,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:22.722,Pass,
,,,,,,,,,,,,,,,,0.93373,,,,,,,,,,,,,,,c0f8ed5c-4e28-47b3-95f5-775265a5f3c6,36,,,"[40.7, 13.6]",3890388,0,,,,,2.0220606,,Right Foot,,,"[34.4, 26.6]",,Ground Pass,14.446107,,,,Matthias Ginter,8808.0,,,,,,,1,From Kick Off,Gonzalo Castro Randon,8233.0,Left Center Midfield,2,Borussia Dortmund,180,['54942bb5-2264-441e-abef-a1133f9a1449'],23,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:23.578,Pass,
,,,,,,,,,,,,,,,,0.669864,,,,,,,,,,,,,,,07c34f1b-747f-4c3b-8339-e7cd8ab8f2e1,38,,,"[34.4, 26.7]",3890388,0,,,,,-2.4030352,,Right Foot,,,"[27.7, 20.6]",,Low Pass,9.060905,,,,Sven Bender,8216.0,,,,,,,1,From Kick Off,Matthias Ginter,8808.0,Center Defensive Midfield,2,Borussia Dortmund,180,['c8d7286c-9a71-4425-bdf4-06538d1658d3'],24,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:24.511,Pass,
,,,,,,,,,,,,,,,,1.827408,,,,,,,,,,,,,,,1e0f0315-4814-4494-add5-d0c9c49e0efd,41,,,"[27.7, 20.8]",3890388,0,,,,,1.5292977,,Right Foot,,,"[28.9, 49.7]",,Low Pass,28.924902,,,,Neven Subotić,4430.0,,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['ca4df222-7ab1-42e3-8833-1ae1eb4347e6'],25,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:25.338,Pass,
,,,,,,,,,,,,,,,,1.248118,,,,,,,,,,,,,,,9ffd8187-cc65-4f51-be4c-9747dd293e0c,44,,,"[48.7, 55.3]",3890388,0,,,,,-0.22923194,,Right Foot,,,"[72.7, 49.7]",,Ground Pass,24.644674,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,,1,From Kick Off,Neven Subotić,4430.0,Right Center Back,2,Borussia Dortmund,180,['1ea59d13-2bde-4868-a188-04337b35cc36'],30,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:30.400,Pass,
,,,,,,,,,,,,,,,,2.490478,,,,,,,,,,,,,,,e0bc5fcb-6874-43bc-8b06-24962731674c,48,,,"[79.3, 39.4]",3890388,0,,,,,-1.1489447,,Right Foot,,,"[94.2, 6.2]",,Ground Pass,36.390247,,,,Marcel Schmelzer,11458.0,,,,,,,1,From Kick Off,Pierre-Emerick Aubameyang,3712.0,Center Forward,2,Borussia Dortmund,180,['be2dbce7-6d6f-4857-a683-67516e648db5'],33,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:33.665,Pass,
,,,,,,,,,,,,,,,,1.217318,,,,,,,,,,,,,,,16164a84-cc45-462b-bf64-ae18234173a8,51,,,"[109.0, 8.9]",3890388,0,,,,,1.1034857,,Left Foot,True,,"[120.0, 30.7]",,Low Pass,24.418026,,Out,,Marco Reus,5559.0,,,,,,,1,From Kick Off,Marcel Schmelzer,11458.0,Left Back,2,Borussia Dortmund,180,['bfb66096-7b5f-431c-8f65-5e146eb7bfe7'],38,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:38.045,Pass,
,,,,,,,,,,,,,,,,2.428317,,,,,,,,,,,,,,,4c6d1d41-60f3-47f0-8857-ed683097c7b9,53,,,"[7.0, 44.1]",3890388,0,,True,,,1.1963089,,Left Foot,,,"[14.9, 64.2]",,Ground Pass,21.59676,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,Goal Kick,1,From Goal Kick,Diego Orlando Benaglio,4600.0,Goalkeeper,3,Wolfsburg,179,['a089e2ce-2f57-4649-a8e8-dcccc15723e4'],59,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:59.430,Pass,
,,,,,,,,,,,,,,,,1.776545,,,,,,,,,,,,,,,c7c51832-e78e-4f0b-8030-caf8dfa0f50e,55,,,"[14.9, 64.3]",3890388,1,,,,,-2.1078413,,Right Foot,,,"[7.1, 51.2]",,Ground Pass,15.246311,,,,Diego Orlando Benaglio,4600.0,,,,,,,1,From Goal Kick,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,3,Wolfsburg,179,['5519988a-2c02-403a-98ac-011afa0e8348'],2,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:02.589,Pass,
,,,,,,,,,,,,,,,,1.849347,,,,,,,,,,,,,,,15cd90a5-c11a-40ec-a642-e3dfbc72377b,58,,,"[8.0, 51.0]",3890388,1,,,,,0.043351818,,Right Foot,,,"[51.8, 52.9]",,High Pass,43.84119,,Incomplete,,André Schürrle,10281.0,,,,,,,1,From Goal Kick,Diego Orlando Benaglio,4600.0,Goalkeeper,3,Wolfsburg,179,"['08de5805-91d6-4a2e-a7c3-e974dc0dbe62', '4caa4580-5d41-4f8d-9185-9c7b346a2325']",4,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:04.446,Pass,
,,,,,,,,,,,,,,,,3.047173,,,,,,,,,,,,,,,08de5805-91d6-4a2e-a7c3-e974dc0dbe62,60,,,"[68.3, 27.2]",3890388,1,,,,,-0.21320452,,Head,,,"[97.4, 20.9]",,High Pass,29.774149,,,,Marco Reus,5559.0,,,,,,Recovery,1,From Goal Kick,Matthias Ginter,8808.0,Center Defensive Midfield,3,Wolfsburg,179,"['15cd90a5-c11a-40ec-a642-e3dfbc72377b', '3f76326e-b32e-410f-a339-3bf7b198f34b']",6,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:06.295,Pass,
,,,,,,,,,,,,,,,,0.631545,,,,,,,,,,,,,,,a8d753b7-f242-4ae9-a5f3-1a4901b716cc,63,,,"[95.1, 12.6]",3890388,1,,,,,3.0111895,,Right Foot,,,"[89.0, 13.4]",,Low Pass,6.1522355,,Incomplete,,Gonzalo Castro Randon,8233.0,,,,,,,1,From Goal Kick,Marco Reus,5559.0,Left Wing,3,Wolfsburg,179,"['0a20b147-802e-418e-ba85-ec0e7808d8af', '4a93d240-768e-43f0-84d5-d429f7336a0c']",10,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:10.466,Pass,
,,,,,,,,,,,,,,,,0.589879,,,,,,,,,,,,,,,d9302289-31df-487c-8ea0-711b062bce1e,68,,,"[92.5, 7.9]",3890388,1,,,,,2.5748634,,Right Foot,,,"[88.1, 10.7]",,Ground Pass,5.215362,,,,Gonzalo Castro Randon,8233.0,,,,,,Recovery,1,Regular Play,Marco Reus,5559.0,Left Wing,4,Borussia Dortmund,180,['e4091549-47e0-4e55-b632-0df4721e730f'],12,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:12.561,Pass,
,,,,,,,,,,,,,,,,0.971629,,,,,,,,,,,,,,,304fddcb-f002-49a6-93db-c70831f3095e,72,,,"[88.1, 11.8]",3890388,1,,,,,1.5815102,,Right Foot,,,"[87.8, 39.8]",,Ground Pass,28.001608,,,,Henrikh Mkhitaryan,3275.0,,,,,,,1,Regular Play,Gonzalo Castro Randon,8233.0,Left Center Midfield,4,Borussia Dortmund,180,['a4cb4629-92a0-456b-9fbc-90964259ad31'],14,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:14.136,Pass,
,,,,,,,,,,,,,,,,0.669652,,,,,,,,,,,,,,,4cbdf585-9beb-4b54-9177-4ff1cf0e6b58,74,,,"[87.8, 39.8]",3890388,1,,,,,-2.573488,,Left Foot,,,"[83.1, 36.8]",,Ground Pass,5.575841,,,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Henrikh Mkhitaryan,3275.0,Right Wing,4,Borussia Dortmund,180,['d2922100-32a2-40c8-996a-7c120ad8f4ea'],15,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:15.107,Pass,
,,,,,,,,,,,,,,,,1.720612,,,,,,,,,,,,,,,9cd26cf4-68f5-4fa2-bac7-90c0621db213,85,,,"[86.1, 41.0]",3890388,2,,,,,-0.39036638,,Head,,,"[107.0, 32.4]",,High Pass,22.600222,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,Recovery,1,From Free Kick,İlkay Gündoğan,10287.0,Right Center Midfield,5,Borussia Dortmund,180,"['37279a82-15ec-4ac4-b9ae-8c8b7f610e32', '66613e11-3d0a-4fee-add5-5ff238efe606']",15,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:15.313,Pass,
,,,,,,,,,,,,,,,,0.876983,,,,,,,,,,,,,,,b8979bfb-3864-4ce3-a395-8fd51205b96f,89,,,"[100.5, 0.1]",3890388,2,,,,,0.26916748,,,,,"[109.2, 2.5]",,Low Pass,9.024965,,Incomplete,,Pierre-Emerick Aubameyang,3712.0,,,,,,Throw-in,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,6,Borussia Dortmund,180,"['380f60fb-93ad-420b-8d81-fa693c8383d4', '6009a01b-6e6a-417d-b318-ef1af598249c']",39,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:39.108,Pass,
,,,,,,,,,,,,,,,,0.731374,,,,,,,,,,,,,,,862ed34f-2f9f-4bff-8267-ae33fc004d06,92,,,"[97.4, 0.1]",3890388,2,,,,,1.1540941,,,,,"[100.1, 6.2]",,Low Pass,6.670832,,,,Pierre-Emerick Aubameyang,3712.0,,,,,,Throw-in,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,7,Borussia Dortmund,180,['f40ccff1-1533-4719-b596-b119d60dda3a'],51,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:51.051,Pass,
,,,,,,,,,,,,,,,,0.662113,,,,,,,,,,,,,,,e88b5541-471a-45f5-838d-227ccc7b8469,96,,,"[98.2, 1.4]",3890388,2,,,,,3.1266685,,Right Foot,,,"[91.5, 1.5]",,Ground Pass,6.700746,,,,Marcel Schmelzer,11458.0,,,,,,,1,From Throw In,Pierre-Emerick Aubameyang,3712.0,Center Forward,7,Borussia Dortmund,180,"['4825829e-6973-4ed4-b1c5-7c91afc4bd4c', '645cd42e-0964-48ad-b995-d9799d11e54c']",53,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:53.408,Pass,True
,,,,,,,,,,,,,,,,0.65822,,,,,,,,,,,,,,,11f7ef17-1d6b-4e6c-a421-9148ce012e08,99,,,"[89.8, 2.0]",3890388,2,,,,,1.19029,,Right Foot,,,"[92.4, 8.5]",,Ground Pass,7.0007143,,,,Marco Reus,5559.0,,,,,,,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,7,Borussia Dortmund,180,['6e495cb0-eb7b-4535-81f9-5a0bb7f2a0f7'],54,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:54.571,Pass,
,,,,,,,,,,,,,,,,0.924853,,,,,,,,,,,,,,,11945835-cb8b-4ff4-9494-dcb9ad5b4b9f,102,,,"[92.4, 8.1]",3890388,2,,,,,3.0341647,,Left Foot,,,"[82.2, 9.2]",,Ground Pass,10.259142,,,,Matthias Ginter,8808.0,,,,,,,1,From Throw In,Marco Reus,5559.0,Left Wing,7,Borussia Dortmund,180,"['a5c7719f-b0cc-4902-a6c7-641e12fb029d', 'e90b808d-1e8a-46ce-9a6e-1b03f457f1e3']",55,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:55.229,Pass,True
,,,,,,,,,,,,,,,,1.314198,,,,,,,,,,,,,,,d23e5f25-00e0-4e5d-a89a-8161014a8453,105,,,"[82.4, 8.9]",3890388,2,,,,,1.5409545,,Right Foot,,,"[82.8, 22.3]",,Ground Pass,13.405969,,,,İlkay Gündoğan,10287.0,,,,,,,1,From Throw In,Matthias Ginter,8808.0,Center Defensive Midfield,7,Borussia Dortmund,180,['efbe7b2a-683b-488c-b5f1-912f50ae4650'],56,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:56.194,Pass,
,,,,,,,,,,,,,,,,0.610145,,,,,,,,,,,,,,,9cabcc06-e601-4711-abd0-cc7339a9af2c,108,,,"[82.8, 22.3]",3890388,2,,,,,0.022218565,,Right Foot,,,"[91.8, 22.5]",,Ground Pass,9.002222,,,,Henrikh Mkhitaryan,3275.0,,,,,,,1,From Throw In,İlkay Gündoğan,10287.0,Right Center Midfield,7,Borussia Dortmund,180,['6349e7be-3443-425e-8f63-9e59cd2a44ca'],57,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:57.548,Pass,
,,,,,,,,,,,,,,,,1.424657,,,,,,,,,,,,,,,bac56fcc-d660-4634-be64-9a559792a5a1,115,,,"[86.3, 19.6]",3890388,3,,,,,0.8596416,1c23d54c-5b19-4d1f-9544-2d567ed607c4,Right Foot,,,"[108.7, 45.6]",,High Pass,34.31851,,,,Łukasz Piszczek,5658.0,True,,,,,Free Kick,1,From Free Kick,İlkay Gündoğan,10287.0,Right Center Midfield,8,Borussia Dortmund,180,['89a6901c-867e-4117-a89a-13bde8fed7a9'],34,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:34.675,Pass,
,,,,,,,,,,,,,,,,1.134618,,,,,,,,,,,,,,,13d6fe7a-0d21-418f-af0f-75b0c4d84e8a,120,,,"[120.0, 80.0]",3890388,4,,,,,-2.3152816,,Right Foot,,,"[111.8, 71.1]",,Ground Pass,12.101653,,,,İlkay Gündoğan,10287.0,,,,,,Corner,1,From Corner,Henrikh Mkhitaryan,3275.0,Right Wing,9,Borussia Dortmund,180,['e04f86cd-4c0a-4664-918a-ceabc5292ab4'],1,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:01.786,Pass,
,,,,,,,,,,,,,,,,0.372394,,,,,,,,,,,,,,,b025bf5d-6645-4fba-ad58-6a3e0af9cd88,123,,,"[113.7, 69.9]",3890388,4,,,,,-1.3718504,,Right Foot,,,"[116.2, 57.5]",,High Pass,12.649506,,Incomplete,,Łukasz Piszczek,5658.0,,,,,,,1,From Corner,İlkay Gündoğan,10287.0,Right Center Midfield,9,Borussia Dortmund,180,"['29052a54-8e7c-45bd-8b73-3f5562857d33', '8883c398-b874-4b9c-aab9-3e17d213fb61']",4,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:04:04.040,Pass,
