bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.101056,,,,,,,,,,,,,,7999e15d-fcf3-41e6-98e2-bcf5a09b623e,18,,"[26.1, 2.4]",3890540,0,,,,1.8705012,,Right Foot,,,"[18.9, 25.7]",,Ground Pass,,24.387087,,,,,André Ramalho Silva,9363.0,,,,,,1,Regular Play,Julian Brandt,5555.0,Left Wing,3,Bayer Leverkusen,904,"['49e8059a-5a72-4153-9e6c-48a1573434eb', 'eef71d01-1393-45d8-a90f-ca8690c87a22']",10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:10.297,Pass,True
,,,,,,,,,,,,,,,,,2.896978,,,,,,,,,,,,,,b6239b2b-dc48-4cff-9c85-1643cb0b13bb,21,,"[18.9, 25.7]",3890540,0,,,,-0.12637214,,Left Foot,,,"[67.7, 19.5]",,Low Pass,,49.192276,,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,1,Regular Play,André Ramalho Silva,9363.0,Right Center Back,3,Bayer Leverkusen,904,"['0d6485cd-1ef0-4cc5-a4d9-c89d7eddcd4e', '64dc0b85-0f18-4b09-a24a-bf7b50ae99b7']",12,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:12.426,Pass,
,,,,,,,,,,,,,,,,,1.578029,,,,,,,,,,,,,,0d6485cd-1ef0-4cc5-a4d9-c89d7eddcd4e,23,,"[52.4, 60.6]",3890540,0,,,,-0.376242,,Right Foot,,,"[84.8, 47.8]",,High Pass,,34.83676,,,,,Vedad Ibišević,8571.0,,,,,Recovery,1,Regular Play,Fabian Lustenberger,8965.0,Left Center Back,3,Bayer Leverkusen,904,"['6d334270-3418-4521-b885-e1d12fca0a2e', 'b6239b2b-dc48-4cff-9c85-1643cb0b13bb']",15,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:15.323,Pass,
,,,,,,,,,,,,,,,,,1.401153,,,,,,,,,,,,,,b5385b95-9966-4d96-bf67-4648dc251866,25,,"[84.8, 47.5]",3890540,0,,,,-2.2374892,,Other,,,"[80.0, 41.4]",,High Pass,,7.7620873,,,Incomplete,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,Regular Play,Vedad Ibišević,8571.0,Right Center Forward,3,Bayer Leverkusen,904,"['20f37d35-dc65-486f-bbe8-5118dd196583', 'f0ab51ee-b72a-4ceb-abcd-d9c6a84a0517']",16,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:16.901,Pass,
,,,,,,,,,,,,,,,,,1.650911,,,,,,,,,,,,,,20f37d35-dc65-486f-bbe8-5118dd196583,27,,"[40.1, 38.7]",3890540,0,,,,0.46845526,,Right Foot,,,"[56.7, 47.1]",,Low Pass,,18.604301,,,,,Karim Bellarabi,8213.0,,,,,Recovery,1,Regular Play,Kevin Kampl,8222.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['53da17fb-53df-44b5-9919-068e9038a03a', 'b5385b95-9966-4d96-bf67-4648dc251866']",18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:18.302,Pass,
,,,,,,,,,,,,,,,,,0.594996,,,,,,,,,,,,,,5329b14a-1430-4d00-aae7-8c04f67e426a,30,,"[89.7, 41.8]",3890540,0,,,,-0.74665785,,Right Foot,,,"[96.4, 35.6]",,Ground Pass,,9.128527,,,,,Javier Hernández Balcázar,3058.0,,,,,,1,Regular Play,Karim Bellarabi,8213.0,Right Wing,3,Bayer Leverkusen,904,['559a917d-be84-47ab-88dd-ded60818587c'],23,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:23.933,Pass,
,,,,,,,,,,,,,,,,,3.251361,,,,,,,,,,,,,,afe106fa-4ba4-4133-8433-a76fb8c98888,36,,"[9.7, 38.6]",3890540,0,,,,-0.22729562,,Right Foot,,,"[68.5, 25.0]",,High Pass,,60.3523,,,,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,Regular Play,Rune Almenning Jarstein,8577.0,Goalkeeper,4,Hertha Berlin,173,['61bb69a2-d5c7-4538-9430-ac3f790e51a3'],47,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:47.552,Pass,
,,,,,,,,,,,,,,,,,1.388909,,,,,,,,,,,,,,13fa4841-13b5-41b0-8fbd-83db1a3ad879,39,,"[68.5, 25.0]",3890540,0,,,True,1.2207514,,,,,"[73.1, 37.6]",,High Pass,,13.413426,,,Incomplete,,Mitchell Weiser,8576.0,,,,,,1,Regular Play,Salomon Armand Magloire Kalou,8575.0,Left Center Forward,4,Hertha Berlin,173,"['03bf51fa-09db-43e1-9a09-6f32d5aaa676', '1d617744-21a2-4de1-8ae0-1134d8c7fec9', 'fd77fe3c-6460-4a5d-87bc-a1bae3dac632']",50,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:50.803,Pass,True
,,,,,,,,,,,,,,,,,4.319861,,,,,,,,,,,,,,1d617744-21a2-4de1-8ae0-1134d8c7fec9,42,,"[47.0, 42.5]",3890540,0,,,,-0.31362066,,Right Foot,,,"[95.1, 26.9]",,High Pass,,50.56649,,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,Interception,1,Regular Play,Benjamin Henrichs,8211.0,Left Back,4,Hertha Berlin,173,"['13fa4841-13b5-41b0-8fbd-83db1a3ad879', '38a9a3f4-6b61-4937-b287-d6c015b3de01', '4ee48e02-8668-47a1-8ec6-16e1954d130b']",52,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:52.192,Pass,
,,,,,,,,,,,,,,,,,0.9823,,,,,,,,,,,,,,7f707160-909b-4289-b9c5-b025b686bbdf,46,,"[24.2, 58.5]",3890540,1,,,,-0.74984,,Right Foot,,,"[37.3, 46.3]",,Ground Pass,,17.901117,,,,,Niklas Stark,8570.0,,,,,,1,Regular Play,Sebastian Langkamp,8580.0,Right Center Back,4,Hertha Berlin,173,['3bb4bfb4-699a-4bf9-84aa-c2b046ba14c6'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:00.695,Pass,
,,,,,,,,,,,,,,,,,1.530682,,,,,,,,,,,,,,5dbe1ccd-67b7-4be2-9ed2-e7a663e580e8,49,,"[41.9, 42.9]",3890540,1,,,,-2.3932147,,Right Foot,,,"[26.5, 28.6]",,Ground Pass,,21.01547,,,,,Fabian Lustenberger,8965.0,,,,,,1,Regular Play,Niklas Stark,8570.0,Right Defensive Midfield,4,Hertha Berlin,173,['1d16a450-9e44-457f-aee9-8895a2d4a53b'],3,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:03.437,Pass,
,,,,,,,,,,,,,,,,,1.363438,,,,,,,,,,,,,,ca3dbe7f-8851-448c-93aa-776e1023911a,51,,"[26.5, 28.1]",3890540,1,,,,-0.8611747,,Right Foot,,,"[47.8, 3.3]",,Low Pass,,32.691437,,,,,Marvin Plattenhardt,5569.0,,,,,,1,Regular Play,Fabian Lustenberger,8965.0,Left Center Back,4,Hertha Berlin,173,['8f37be46-7e8f-49ff-ac16-a102e17c8b63'],4,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:01:04.968,Pass,
,,,,,,,,,,,,,,,,,1.890205,,,,,,,,,,,,,,aa49d332-a75a-4085-9337-d281acf804d8,55,,"[77.2, 80.0]",3890540,1,,,,-1.169656,,,,,"[89.5, 51.0]",,High Pass,,31.500635,,,,,Hakan Çalhanoğlu,7039.0,,,,,Throw-in,1,From Throw In,Karim Bellarabi,8213.0,Right Wing,5,Bayer Leverkusen,904,['762788d1-37b1-46de-bbda-887faa6b976e'],9,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:09.998,Pass,
,,,,,,,,,,,,,,,,,0.870727,,,,,,,,,,,,,,05e5f883-6ffa-4f2e-bbe5-77dc252534b4,59,,"[90.7, 51.2]",3890540,1,,,,-2.50012,,Right Foot,,,"[82.8, 45.3]",,Low Pass,,9.860021,,,,,Charles Mariano Aránguiz Sandoval,8210.0,,,,,,1,From Throw In,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,5,Bayer Leverkusen,904,"['1077e91b-1a72-4415-a75c-b5f0860f674b', '5b3f9b03-1b05-4cd8-914c-fccd1fe018e6']",11,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:11.934,Pass,True
,,,,,,,,,,,,,,,,,1.941322,,,,,,,,,,,,,,fb892d31-07ff-47ac-97cb-45a2cdedfdf1,61,,"[83.1, 45.3]",3890540,1,,,,-0.45396268,,Left Foot,,,"[99.7, 37.2]",,High Pass,,18.470787,,,Incomplete,,Julian Brandt,5555.0,,,,,,1,From Throw In,Charles Mariano Aránguiz Sandoval,8210.0,Left Defensive Midfield,5,Bayer Leverkusen,904,"['1fad7e50-7912-491b-bc79-613992419a6b', '6951c13d-3893-452e-b512-93f98d04647a']",12,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:12.805,Pass,
,,,,,,,,,,,,,,,,,1.34287,,,,,,,,,,,,,,585e1746-40f5-4e82-8842-d5ef83008bc5,68,,"[61.0, 40.1]",3890540,2,True,,,2.5899377,,Right Foot,,,"[31.1, 58.5]",,Ground Pass,,35.107975,,,,,Niklas Stark,8570.0,,,,,Kick Off,1,From Kick Off,Salomon Armand Magloire Kalou,8575.0,Left Center Forward,6,Hertha Berlin,173,['3cd769b2-ed7f-40be-b0ea-d55dd16ce493'],7,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:07.812,Pass,
,,,,,,,,,,,,,,,,,3.017463,,,,,,,,,,,,,,285c2087-710b-4d1b-88d6-0f1b70e2837c,70,,"[34.0, 61.9]",3890540,2,True,,,0.2173325,,Right Foot,,,"[97.4, 75.9]",,High Pass,,64.927345,,,Incomplete,,Mitchell Weiser,8576.0,,,,,,1,From Kick Off,Niklas Stark,8570.0,Right Defensive Midfield,6,Hertha Berlin,173,"['49048d12-bfcc-4cb1-9f48-143c639347f4', 'c6572a26-5eee-4ec7-9aeb-08d53133f3b6']",11,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:11.405,Pass,
,,,,,,,,,,,,,,,,,1.972383,,,,,,,,,,,,,,2279e21c-a273-4f46-9643-09f446a07b23,73,,"[14.3, 17.0]",3890540,2,True,,,1.9448408,,Left Foot,,,"[5.9, 38.4]",,Ground Pass,,22.989563,,,,,Bernd Leno,15581.0,,,,,,1,Regular Play,Christoph Kramer,8805.0,Left Center Back,7,Bayer Leverkusen,904,['80981ab4-7b2e-48b8-a1f8-b8748a390066'],18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:18.214,Pass,
,,,,,,,,,,,,,,,,,3.819952,,,,,,,,,,,,,,3c90f5c9-0351-46c3-a6b3-3066eb613253,76,,"[7.9, 39.2]",3890540,2,,,,0.132652,,Right Foot,,,"[73.1, 47.9]",,High Pass,,65.777885,,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,1,Regular Play,Bernd Leno,15581.0,Goalkeeper,7,Bayer Leverkusen,904,"['56d4ea10-a3a4-42dd-bc4b-68b03c52ef19', 'ddc9f4cf-2a69-4ec2-a742-aa7fbbdd0a4c', 'f9d135be-ba86-4820-b187-e9330f458b11']",21,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:21.979,Pass,True
,,,,,,,,,,,,,,,,,2.731032,,,,,,,,,,,,,,56d4ea10-a3a4-42dd-bc4b-68b03c52ef19,78,,"[47.0, 32.2]",3890540,2,,,,0.0,,Head,,,"[75.9, 32.2]",,High Pass,,28.9,,,Incomplete,,Salomon Armand Magloire Kalou,8575.0,,,,,Recovery,1,Regular Play,Fabian Lustenberger,8965.0,Left Center Back,7,Bayer Leverkusen,904,"['04a9e8d1-5314-4407-a090-99aced1b81bc', '10425f9e-a1cf-41e9-8c56-f776f73f03c8', '3c90f5c9-0351-46c3-a6b3-3066eb613253']",25,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:25.799,Pass,
,,,,,,,,,,,,,,,,,1.104484,,,,,,,,,,,,,,04a9e8d1-5314-4407-a090-99aced1b81bc,81,,"[44.2, 47.9]",3890540,2,,,True,-0.6274333,,,,,"[57.3, 38.4]",,Low Pass,,16.182089,,,,,Charles Mariano Aránguiz Sandoval,8210.0,,,,,Recovery,1,Regular Play,André Ramalho Silva,9363.0,Right Center Back,7,Bayer Leverkusen,904,"['0b305f97-7c76-46f1-b2c1-eac307f3b0ec', '56d4ea10-a3a4-42dd-bc4b-68b03c52ef19', '8ad42e88-5a02-492f-bc86-03d1ece366d5']",28,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:28.530,Pass,True
,,,,,,,,,,,,,,,,,0.656108,,,,,,,,,,,,,,ad59e1cc-babd-4577-a10c-f1295043f0ef,84,,"[57.0, 37.9]",3890540,2,,,,-1.489012,,Right Foot,,,"[57.5, 31.8]",,Low Pass,,6.1204576,,,Incomplete,,Julian Brandt,5555.0,,,,,,1,Regular Play,Charles Mariano Aránguiz Sandoval,8210.0,Left Defensive Midfield,7,Bayer Leverkusen,904,"['02f6540b-ed77-484b-b6af-d3b50f104b2f', 'f99260b3-14eb-4537-8a1a-b5b6a59223c6']",30,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:30.064,Pass,
,,,,,,,,,,,,,,,,,4.748294,,,,,,,,,,,,,,8bdc0f95-5eb0-4806-849d-8347e82234b9,89,,"[70.3, 52.1]",3890540,2,,,,0.264584,,Right Foot,,,"[110.9, 63.1]",,Ground Pass,,42.063763,,,Incomplete,,Salomon Armand Magloire Kalou,8575.0,,,,,,1,Regular Play,Mitchell Weiser,8576.0,Right Midfield,7,Bayer Leverkusen,904,"['5f7252c2-010d-4587-a81f-1b1463bed255', '82e0e91c-43ef-4e93-8047-a5e17a5a7b75', 'bd0f47d2-9040-45af-9739-97ac4c7e28d4']",32,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:32.478,Pass,True
,,,,,,,,,,,,,,,,,2.842442,,,,,,,,,,,,,,f76325a1-ef59-4df7-b854-696994a5e46e,93,,"[17.6, 39.0]",3890540,2,,,,0.48030013,,Right Foot,,,"[70.0, 66.3]",,High Pass,,59.08511,,,Incomplete,,Karim Bellarabi,8213.0,,,,,,1,Regular Play,Bernd Leno,15581.0,Goalkeeper,7,Bayer Leverkusen,904,"['79040954-abdc-48bb-a9d2-f679165e0b41', '9494caea-5b0a-47d6-bffa-0a3c8684c8e0']",49,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:49.614,Pass,
,,,,,,,,,,,,,,,,,2.042044,,,,,,,,,,,,,,9494caea-5b0a-47d6-bffa-0a3c8684c8e0,95,,"[50.1, 13.8]",3890540,2,,,,-0.3659207,,Head,,,"[60.8, 9.7]",,High Pass,,11.458621,,,Incomplete,,Per Ciljan Skjelbred,8578.0,,,,,Recovery,1,Regular Play,Tolga Ciğerci,30439.0,Left Midfield,7,Bayer Leverkusen,904,"['db27350c-3b6e-4c6d-b925-4c8752be7f7f', 'e656b416-d8fa-48f1-8cc0-b9d531446fe9', 'f76325a1-ef59-4df7-b854-696994a5e46e']",52,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:52.456,Pass,
,,,,,,,,,,,,,,,,,2.16038,,,,,,,,,,,,,,db27350c-3b6e-4c6d-b925-4c8752be7f7f,97,,"[59.3, 70.4]",3890540,2,,,True,-0.53614604,,,,,"[80.0, 58.1]",,High Pass,,24.07862,,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,Recovery,1,Regular Play,Lars Bender,8969.0,Right Back,7,Bayer Leverkusen,904,"['826bcfd3-d0be-4d8b-8ee5-45b3e8f16d26', '9494caea-5b0a-47d6-bffa-0a3c8684c8e0', 'cbd11654-a475-4aaf-a682-43ca512280f3', 'dfa7f683-a553-4fd5-9718-311b8b8dc3e8']",54,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:54.499,Pass,True
,,,,,,,,,,,,,,,,,1.560073,,,,,,,,,,,,,,cbd11654-a475-4aaf-a682-43ca512280f3,100,,"[40.1, 22.0]",3890540,2,,,,-1.9999748,,Head,,,"[34.7, 10.2]",,Low Pass,,12.976903,,,,,Marvin Plattenhardt,5569.0,,,,,Recovery,1,Regular Play,Fabian Lustenberger,8965.0,Left Center Back,8,Hertha Berlin,173,"['a03dc65a-e4f9-4068-9e68-78713803fd8c', 'db27350c-3b6e-4c6d-b925-4c8752be7f7f']",56,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:56.659,Pass,
,,,,,,,,,,,,,,,,,1.583917,,,,,,,,,,,,,,792e80f3-f261-4bff-ae02-18bdf4601ab2,104,,"[34.0, 5.6]",3890540,2,,,,-0.41670227,,Left Foot,,,"[46.2, 0.2]",,High Pass,,13.341664,,,Out,,Tolga Ciğerci,30439.0,,,,,,1,Regular Play,Marvin Plattenhardt,5569.0,Left Back,8,Hertha Berlin,173,"['9fb39b3c-8cc0-4b97-8dbb-4c691f46b585', 'a6f51690-968d-47a9-8baf-52a620e99e38']",58,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:58.299,Pass,True
