50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.696169,,,,,,,,,,,,,,,c7874bd4-9236-437e-aa50-f99fd60bc78e,18,,,"[30.3, 4.6]",3890517,0,,,,,0.12169778,,Right Foot,,,"[44.2, 6.3]",Ground Pass,,14.003571,,,Moritz Hartmann,40464.0,,,,,,1,Regular Play,Robert Bauer,8394.0,Left Back,3,Ingolstadt,189,"['bc594de1-2f2f-4c4e-80fb-52fbe983c845', 'd358b4ba-864a-4a78-819a-004da7e01f33']",9,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:09.459,Pass,True
,,,,,,,,,,,,,,,,,,,1.195959,,,,,,,,,,,,,,,a88e6903-4744-4b50-a486-6711210bc71e,21,,,"[70.3, 80.0]",3890517,0,,,,,-0.732194,,,,,"[79.2, 72.0]",High Pass,,11.967038,,,André Hahn,8322.0,,,,,Throw-in,1,From Throw In,Nico Elvedi,8814.0,Right Center Back,4,Borussia Mönchengladbach,185,['40b38c24-5c01-4e21-b375-87d904f92fa3'],18,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:18.191,Pass,
,,,,,,,,,,,,,,,,,,,1.08426,,,,,,,,,,,,,,,06ae171f-d150-4430-8b7f-86f66cb1733b,25,,,"[79.2, 72.0]",3890517,0,,,,,0.5404195,,Right Foot,,,"[83.7, 74.7]",Low Pass,,5.2478566,,,Nico Elvedi,8814.0,,,,,,1,From Throw In,André Hahn,8322.0,Right Center Forward,4,Borussia Mönchengladbach,185,['a4e6392f-ad0e-49b8-8e39-26fe95373d35'],20,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:20.523,Pass,
,,,,,,,,,,,,,,,,,,,0.601328,,,,,,,,,,,,,,,1a73ddf8-fe09-4445-97a1-c0bb73be0696,28,,,"[62.3, 75.3]",3890517,0,,,,,-0.25900578,,Right Foot,,,"[74.0, 72.2]",Ground Pass,,12.103719,,,Lars Edi Stindl,8806.0,,,,,,1,From Throw In,Nico Elvedi,8814.0,Right Center Back,4,Borussia Mönchengladbach,185,['a062c70a-c9b4-4d05-96db-7990cfc81ffc'],22,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:22.772,Pass,
,,,,,,,,,,,,,,,,,,,0.437984,,,,,,,,,,,,,,,d64d8508-ac16-4191-b03a-96525670da90,31,,,"[74.0, 72.2]",3890517,0,,,,,0.52807444,,Right Foot,,,"[76.4, 73.6]",Low Pass,,2.7784889,Incomplete,,Fabian Johnson,11283.0,,,,,,1,From Throw In,Lars Edi Stindl,8806.0,Center Attacking Midfield,4,Borussia Mönchengladbach,185,"['09fc1ef0-edb9-4f76-b77f-a79d7f3a2b2d', '5a01d8b0-8b33-4c81-8b82-204e5916f4b5', 'e6b06020-63df-42d2-998e-5531cf977da6']",23,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:23.373,Pass,True
,,,,,,,,,,,,,,,,,,,0.895843,,,,,,,,,,,,,,,aacdf66f-4aa5-4aa0-906e-d82506b2df1f,34,,,"[77.2, 80.0]",3890517,0,,,,,-0.68767124,,,,,"[88.4, 70.8]",Low Pass,,14.494137,Incomplete,,Lars Edi Stindl,8806.0,,,,,Throw-in,1,From Throw In,Nico Elvedi,8814.0,Right Center Back,5,Borussia Mönchengladbach,185,"['cf0ef908-a7bf-4fb4-8d28-597dbfd8bd95', 'f67abaa0-5a98-4ba2-998d-2b9c98e27c36']",33,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:33.672,Pass,
,,,,,,,,,,,,,,,,,,,2.25197,,,,,,,,,,,,,,,cf0ef908-a7bf-4fb4-8d28-597dbfd8bd95,36,,,"[31.7, 9.3]",3890517,0,,,,,-0.08636472,,Left Foot,,,"[54.8, 7.3]",High Pass,,23.186419,,,Dario Lezcano,9113.0,,,,,Interception,1,Regular Play,Max Christiansen,12551.0,Left Center Midfield,6,Ingolstadt,189,"['6be595c9-cb50-414d-abb9-c3c604000ea3', 'aacdf66f-4aa5-4aa0-906e-d82506b2df1f']",34,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:34.568,Pass,
,,,,,,,,,,,,,,,,,,,0.784791,,,,,,,,,,,,,,,c0d904fb-d4ce-4593-8880-8519923ccc15,38,,,"[55.4, 6.6]",3890517,0,,,,,2.1156602,,Right Foot,,,"[51.4, 13.2]",High Pass,,7.7175126,,,Moritz Hartmann,40464.0,,,,,,1,Regular Play,Dario Lezcano,9113.0,Center Forward,6,Ingolstadt,189,['d713dad1-00aa-47af-9da3-91669b8b08de'],36,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:36.820,Pass,
,,,,,,,,,,,,,,,,,,,2.147146,,,,,,,,,,,,,,,a1be7d8b-a459-4abf-9286-3c460ea9c61f,41,,,"[72.2, 63.9]",3890517,0,,,,,-2.8657868,,Right Foot,,,"[45.7, 56.4]",High Pass,,27.540878,,,Håvard Nordtveit,8395.0,,,,,Recovery,1,Regular Play,Mahmoud Dahoud,8238.0,Right Defensive Midfield,7,Borussia Mönchengladbach,185,['c3c9bf5e-4815-4272-8e92-c515b4ee5f57'],38,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:38.098,Pass,
,,,,,,,,,,,,,,,,,,,2.946196,,,,,,,,,,,,,,,a27da59c-0247-4ccc-b7bc-98da0d9695fb,44,,,"[45.7, 56.4]",3890517,0,,,,,-2.8665526,,Left Foot,,,"[9.2, 46.1]",Ground Pass,,37.925453,,,Yann Sommer,5550.0,,,,,,1,Regular Play,Håvard Nordtveit,8395.0,Left Center Back,7,Borussia Mönchengladbach,185,['c7a7b879-27ca-43bd-881c-f17306f475fb'],40,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:40.485,Pass,
,,,,,,,,,,,,,,,,,,,3.180504,,,,,,,,,,,,,,,299d82ed-2565-42a3-9b3d-886f3e642298,48,,,"[10.1, 41.4]",3890517,0,,,,,-0.047323477,,Left Foot,,,"[65.0, 38.8]",High Pass,,54.961533,Incomplete,,André Hahn,8322.0,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,7,Borussia Mönchengladbach,185,"['5614e131-9376-4d38-bc5b-22d3f9a0b359', 'b3bade14-a4a6-48dd-b508-eca069f19323', 'd366bfa5-3391-45e4-8a57-e769274a35ab']",45,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:45.735,Pass,True
,,,,,,,,,,,,,,,,,,,3.620068,,,,,,,,,,,,,,,31d666cf-a1db-4a82-b3a6-c8fff1cf893c,55,,,"[65.0, 28.1]",3890517,1,,,,,-0.54471415,,Right Foot,,,"[109.4, 1.2]",High Pass,,51.9131,Out,,Moritz Hartmann,40464.0,,,,,Free Kick,1,From Free Kick,Pascal Groß,3097.0,Right Center Midfield,8,Ingolstadt,189,['26f62b60-362d-44e1-b76c-b7caa2f26e30'],33,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:33.235,Pass,
,,,,,,,,,,,,,,,,,,,1.099127,,,,,,,,,,,,,,,b1fea6be-08ec-44fa-8a04-d6a124bb7bb6,57,,,"[16.2, 80.0]",3890517,1,,,,,-0.3972371,,,,,"[33.6, 72.7]",High Pass,,18.869287,Incomplete,,André Hahn,8322.0,,,,,Throw-in,1,From Throw In,Nico Elvedi,8814.0,Right Center Back,9,Borussia Mönchengladbach,185,"['4ad10d86-03b1-466d-a93c-4049bcd196cc', '7c4de70f-176e-4e71-ba5e-8778f5d0d5b3']",47,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:47.499,Pass,
,,,,,,,,,,,,,,,,,,,2.455531,,,,,,,,,,,,,,,9e8061a6-9b44-4733-aece-bde4cd59db1f,63,,,"[38.6, 65.8]",3890517,1,,,,,0.42988658,,Right Foot,,,"[66.3, 78.5]",High Pass,,30.47261,Out,,Thorgan Hazard,5632.0,,,,,,1,From Throw In,Lars Edi Stindl,8806.0,Center Attacking Midfield,9,Borussia Mönchengladbach,185,['2021e18e-6ef0-466e-b641-4a33c06e3ac0'],50,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:50.076,Pass,
,,,,,,,,,,,,,,,,,,,1.774437,,,,,,,,,,,,,,,5108a257-3da0-4dff-8c99-c68b6db83f83,65,,,"[55.0, 0.1]",3890517,2,,,,,0.25640172,,,,,"[81.7, 7.1]",High Pass,,27.602354,Incomplete,,Moritz Hartmann,40464.0,,,,,Throw-in,1,From Throw In,Robert Bauer,8394.0,Left Back,10,Ingolstadt,189,"['13e2e003-5db7-4227-8248-484ed7d34518', 'b6dccd40-b186-4bf7-b796-9bf1b29cf5de']",5,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:05.643,Pass,
,,,,,,,,,,,,,,,,,,,0.893516,,,,,,,,,,,,,,,8dd36e57-700d-4542-90aa-94a0a755103d,69,,,"[34.1, 73.2]",3890517,2,,,,True,0.08749534,,,,,"[39.8, 73.7]",Low Pass,,5.7218876,,,Fabian Johnson,11283.0,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Center Back,11,Borussia Mönchengladbach,185,"['0ec7ad90-e2df-45c7-ad52-4ae6edb7eaa6', '679e5b27-0a55-4619-8048-c6bfd0aa97d7']",9,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:09.079,Pass,True
,,,,,,,,,,,,,,,,,,,1.758517,,,,,,,,,,,,,,,b3cbe09d-d614-432d-b6e7-082222cbe034,72,,,"[39.8, 73.9]",3890517,2,,,,,-0.29592603,,Left Foot,,,"[56.2, 68.9]",High Pass,,17.145262,Incomplete,,André Hahn,8322.0,,,,,,1,Regular Play,Fabian Johnson,11283.0,Right Wing Back,11,Borussia Mönchengladbach,185,"['42cad65a-8ba2-41a4-9171-61ac21417c2d', '5e448609-4607-49fb-b661-baf5d58a939a']",10,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:10.082,Pass,
,,,,,,,,,,,,,,,,,,,2.070075,,,,,,,,,,,,,,,42cad65a-8ba2-41a4-9171-61ac21417c2d,74,,,"[63.9, 11.2]",3890517,2,,,,,0.41822433,,Head,,,"[89.1, 22.4]",High Pass,,27.576801,Incomplete,,Moritz Hartmann,40464.0,,,,,Recovery,1,Regular Play,Benjamin Hübner,8405.0,Left Center Back,11,Borussia Mönchengladbach,185,"['3a42b650-b219-479b-8bcf-79509925aa4f', 'b3cbe09d-d614-432d-b6e7-082222cbe034', 'ff76513e-c08c-479e-8b7d-1097ba207784']",11,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:11.840,Pass,
,,,,,,,,,,,,,,,,,,,1.330956,,,,,,,,,,,,,,,3a42b650-b219-479b-8bcf-79509925aa4f,76,,,"[31.0, 57.7]",3890517,2,,,,,0.40715253,,Head,,,"[47.0, 64.6]",High Pass,,17.424408,Incomplete,,André Hahn,8322.0,,,,,Recovery,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,11,Borussia Mönchengladbach,185,"['26c534e7-e90a-452a-b687-f080c0619f4c', '42cad65a-8ba2-41a4-9171-61ac21417c2d', '7703e6ea-d403-4f25-8f36-3e251e3c914a']",13,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:13.910,Pass,
,,,,,,,,,,,,,,,,,,,1.429053,,,,,,,,,,,,,,,7703e6ea-d403-4f25-8f36-3e251e3c914a,78,,,"[73.1, 15.5]",3890517,2,,,,,1.2271057,,Head,,,"[76.5, 25.0]",High Pass,,10.090095,Incomplete,,Pascal Groß,3097.0,,,,,Recovery,1,Regular Play,Max Christiansen,12551.0,Left Center Midfield,11,Borussia Mönchengladbach,185,"['3a42b650-b219-479b-8bcf-79509925aa4f', '87f73f24-a574-47f7-8563-483883b62b6c', '92537994-5c0d-4bb4-9b71-675325c7bdb1']",15,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:15.241,Pass,
,,,,,,,,,,,,,,,,,,,1.758961,,,,,,,,,,,,,,,87f73f24-a574-47f7-8563-483883b62b6c,80,,,"[43.6, 55.1]",3890517,2,,,,,-0.9920814,,Head,,,"[53.4, 40.1]",High Pass,,17.91759,,,Thorgan Hazard,5632.0,,,,,Recovery,1,Regular Play,Mahmoud Dahoud,8238.0,Right Defensive Midfield,11,Borussia Mönchengladbach,185,"['7703e6ea-d403-4f25-8f36-3e251e3c914a', 'd4d7e081-eb62-4dbb-b4fe-f4ac8a109db4']",16,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:16.670,Pass,
,,,,,,,,,,,,,,,,,,,1.369919,,,,,,,,,,,,,,,fd29aa5e-f3de-4ab0-b21d-28c2fbd6c08e,82,,,"[52.4, 41.1]",3890517,2,,,,,-2.0212433,,Head,,,"[46.5, 28.9]",Low Pass,,13.551753,,,Oscar Wendt,8809.0,,,,,,1,Regular Play,Thorgan Hazard,5632.0,Left Center Forward,11,Borussia Mönchengladbach,185,['b14e889b-6430-425e-b963-06dc8fe9a5f1'],18,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:18.469,Pass,
,,,,,,,,,,,,,,,,,,,1.833292,,,,,,,,,,,,,,,d756cd00-ed52-4412-ae21-a8fe8e9d5f31,85,,,"[38.4, 15.8]",3890517,2,,,,,2.6746984,,Right Foot,,,"[13.8, 28.2]",Ground Pass,,27.548502,,,Yann Sommer,5550.0,,,,,,1,Regular Play,Oscar Wendt,8809.0,Left Wing Back,11,Borussia Mönchengladbach,185,['02e15788-f1d6-4323-992e-96067523ebbc'],21,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:21.601,Pass,
,,,,,,,,,,,,,,,,,,,2.619144,,,,,,,,,,,,,,,da36a308-881e-4629-a129-c63f71b06176,89,,,"[12.2, 19.9]",3890517,2,,,,,-0.23438686,,Left Foot,,,"[61.2, 8.2]",High Pass,,50.377476,Incomplete,,Thorgan Hazard,5632.0,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,11,Borussia Mönchengladbach,185,"['5804c18f-ba3a-45cf-8cb8-71e75e374174', '5bb40a7f-bd94-4641-a569-6d54d353d48d', 'd1f603dd-b535-4954-b10a-2cdb3092fa95']",25,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:25.493,Pass,True
,,,,,,,,,,,,,,,,,,,3.417107,,,,,,,,,,,,,,,57793605-b48b-4b7d-80e0-a09acfdadd51,93,,,"[51.2, 0.1]",3890517,2,,,,,0.12521558,,,,,"[79.8, 3.7]",High Pass,,28.825684,Incomplete,,Oscar Wendt,8809.0,,,,,Throw-in,1,From Throw In,Håvard Nordtveit,8395.0,Left Center Back,12,Borussia Mönchengladbach,185,"['30dac57b-4626-44a3-a4d5-932bf8f01ef3', '49be3a18-690c-4175-a707-3521999588c6']",45,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:45.617,Pass,
,,,,,,,,,,,,,,,,,,,1.208411,,,,,,,,,,,,,,,30dac57b-4626-44a3-a4d5-932bf8f01ef3,96,,,"[40.3, 76.4]",3890517,2,,,,True,-3.0648208,,,,,"[31.2, 75.7]",High Pass,,9.1268835,,,Pascal Groß,3097.0,,,,,Recovery,1,Regular Play,Marvin Matip,9106.0,Right Center Back,13,Ingolstadt,189,"['57793605-b48b-4b7d-80e0-a09acfdadd51', 'b46efc15-a1b8-4090-884c-f7871cb66fcd', 'e92d561a-e7ff-4ed8-8e27-381c36915c8c']",49,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:49.034,Pass,True
,,,,,,,,,,,,,,,,,,,1.752363,,,,,,,,,,,,,,,66aa33d3-dbbc-416c-9100-415105fb76a3,100,,,"[40.0, 77.6]",3890517,2,,,,,-0.49484104,,Right Foot,,,"[66.5, 63.3]",High Pass,,30.112123,,,Dario Lezcano,9113.0,,,,,,1,Regular Play,Pascal Groß,3097.0,Right Center Midfield,13,Ingolstadt,189,"['3c410832-21c6-4675-9441-8a9d7dd47e03', '4adf74ee-1c8e-4e9d-aa84-8cc0fddc3a4d']",51,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:51.906,Pass,True
,,,,,,,,,,,,,,,,,,,2.799183,,,,,,,,,,,,,,,b8944515-6690-4335-bf9c-c9e235fa2e35,107,,,"[67.7, 29.0]",3890517,2,,,,,-0.30656734,,Right Foot,,,"[95.5, 20.2]",Low Pass,,29.159561,,,Robert Bauer,8394.0,,,,,,1,Regular Play,Max Christiansen,12551.0,Left Center Midfield,13,Ingolstadt,189,['d0538b89-16eb-409b-9f4d-5a3dcdbd703c'],58,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:58.710,Pass,
,,,,,,,,,,,,,,,,,,,0.97253,,,,,,,,,,,,,,,3d8eb75c-ccb0-44ab-981f-53f74d064348,110,,,"[96.5, 19.0]",3890517,3,,,,,1.2506009,,Left Foot,,,"[102.9, 38.3]",High Pass,,20.33347,,,Dario Lezcano,9113.0,,,,,,1,Regular Play,Robert Bauer,8394.0,Left Back,13,Ingolstadt,189,['41991aac-8ef6-44b9-8072-166f093e290b'],2,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:02.127,Pass,
,,,,,,,,,,,,,,,,,,,0.898533,,,,,,,,,,,,,,,6361b821-4eb6-4d09-9466-092a67c65e7b,113,,,"[102.9, 35.7]",3890517,3,,,,,2.0125895,,Right Foot,,,"[99.4, 43.1]",Low Pass,,8.185964,Incomplete,,Pascal Groß,3097.0,,,,,,1,Regular Play,Dario Lezcano,9113.0,Center Forward,13,Ingolstadt,189,"['4c02a785-a18f-4337-a05b-698277600a23', 'e3665fe0-463e-423e-b6e3-bb98057402e3']",4,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:04.283,Pass,
