50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.538926,,,,,,,,,,,,,,,7afcec2c-0546-433d-ac6f-9b1bb661c2c4,16,,"[32.2, 45.9]",3890400,0,,,,,-1.5319054,,Right Foot,,,,"[33.2, 20.2]",Ground Pass,,25.719448,,,Dominique Heintz,8828.0,,,,,,1,From Kick Off,Dominik Maroh,11286.0,Right Center Back,2,FC Köln,186,['be0865b6-8e0c-4f10-9b05-e75fc4f4917b'],10,,,,,,,,,,,,,,,,,FC Köln,186,00:00:10.033,Pass,
,,,,,,,,,,,,,,,,0.732353,,,,,,,,,,,,,,,223e3073-668a-4ee8-af1c-e70a15fc6062,19,,"[35.7, 16.8]",3890400,0,,,,,-0.62548506,,Left Foot,,,,"[50.1, 6.4]",Ground Pass,,17.762882,,,Kevin Vogt,8397.0,,,,,,1,From Kick Off,Dominique Heintz,8828.0,Left Center Back,2,FC Köln,186,['f075acda-f407-464e-803e-894ed8bb7678'],13,,,,,,,,,,,,,,,,,FC Köln,186,00:00:13.470,Pass,
,,,,,,,,,,,,,,,,2.537411,,,,,,,,,,,,,,,8e990eb0-9e3b-4821-ad64-516153203ee0,25,,"[42.0, 8.6]",3890400,1,,,,,0.6577934,,Left Foot,,,,"[71.9, 31.7]",High Pass,,37.78386,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Dominique Heintz,8828.0,Left Center Back,3,FC Köln,186,['ea92dd36-39a4-4380-948d-877a61428470'],1,,,,,,,,,,,,,,,,,FC Köln,186,00:01:01.518,Pass,
,,,,,,,,,,,,,,,,1.380645,,,,,,,,,,,,,,,ea92dd36-39a4-4380-948d-877a61428470,26,,"[48.2, 48.4]",3890400,1,,,,,-0.35937598,,Head,,,,"[66.3, 41.6]",High Pass,,19.335201,,,Anthony Ujah,12624.0,,,,,Recovery,1,From Counter,Philipp Bargfrede,8390.0,Center Defensive Midfield,4,Werder Bremen,176,"['0a914e77-b483-4bc5-a332-d332d730fc7b', '8e990eb0-9e3b-4821-ad64-516153203ee0']",4,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:04.055,Pass,
,,,,,,,,,,,,,,,,1.260725,,,,,,,,,,,,,,,d7641a39-d976-4dea-8a90-8e12cf407843,28,,"[65.9, 41.7]",3890400,1,,,,,-0.6779005,,Right Foot,,,,"[73.6, 35.5]",Ground Pass,,9.885848,,,Florian Grillitsch,11396.0,,,,,,1,From Counter,Anthony Ujah,12624.0,Center Forward,4,Werder Bremen,176,['bce4afb4-33f2-4206-84de-009d7c87bbc6'],5,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:05.436,Pass,
,,,,,,,,,,,,,,,,2.495955,,,,,,,,,,,,,,,60831e00-4731-43de-a489-fa7e25673cc8,31,,"[76.0, 33.8]",3890400,1,,,,,-0.6565479,,Right Foot,,,,"[93.0, 20.7]",Ground Pass,,21.461826,,,Levin Mete Öztunali,8554.0,,,,,,1,From Counter,Florian Grillitsch,11396.0,Left Center Midfield,4,Werder Bremen,176,['a2c38049-42e2-48c3-821d-7adee194a3ac'],7,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:07.014,Pass,
,,,,,,,,,,,,,,,,3.849611,,,,,,,,,,,,,,,ce499e77-07d1-41bc-ac56-990ef8d671b0,37,,"[6.0, 36.0]",3890400,1,,,,,0.1750998,,Left Foot,,,,"[72.7, 47.8]",High Pass,,67.73573,Incomplete,,Anthony Modeste,23486.0,,,,,Goal Kick,1,From Goal Kick,Timo Horn,8821.0,Goalkeeper,5,FC Köln,186,"['35973443-d0f6-432c-b69e-87db999851a0', '43c5af2b-ba7d-41d6-8793-68e113577957']",39,,,,,,,,,,,,,,,,,FC Köln,186,00:01:39.638,Pass,
,,,,,,,,,,,,,,,,1.538946,,,,,,,,,,,,,,,43c5af2b-ba7d-41d6-8793-68e113577957,40,,"[47.4, 32.3]",3890400,1,,,,True,1.0682462,,,,,,"[54.6, 45.4]",High Pass,,14.948244,,,Fin Bartels,8389.0,,,,,Recovery,1,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,6,Werder Bremen,176,"['ce499e77-07d1-41bc-ac56-990ef8d671b0', 'f3a4e059-cae6-4bfb-a706-b558124d09f2', 'fe13346d-a1c5-4190-8da0-51d1d367a37b']",43,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:43.488,Pass,True
,,,,,,,,,,,,,,,,0.358015,,,,,,,,,,,,,,,4ce9872e-f72a-4a74-92f3-c18821ddf26d,43,,"[53.3, 48.4]",3890400,1,,,,,-0.54428047,,Right Foot,,,,"[57.1, 46.1]",Low Pass,,4.4418464,Incomplete,,Florian Grillitsch,11396.0,,,,,,1,Regular Play,Fin Bartels,8389.0,Right Midfield,6,Werder Bremen,176,"['b9cd0dbd-e69b-4a49-a5e1-02d629592803', 'fa3864f7-08e9-4c0b-a3b0-8aa08114acbe']",46,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:46.079,Pass,
,,,,,,,,,,,,,,,,2.344983,,,,,,,,,,,,,,,bcba1310-91cc-40ef-a85a-c6fb0007c695,46,,"[57.1, 54.6]",3890400,1,,,,,1.7506498,,Other,,,,"[54.7, 67.8]",Low Pass,,13.416408,,,Theodor Gebre Selassie,8396.0,,,,,Recovery,1,Regular Play,Fin Bartels,8389.0,Right Midfield,6,Werder Bremen,176,['c2eef1ae-9f8e-49a3-acf6-2de9543e4dd5'],47,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:47.508,Pass,
,,,,,,,,,,,,,,,,1.822866,,,,,,,,,,,,,,,50121197-f93a-48e5-93de-a968e219f483,48,,"[54.7, 68.7]",3890400,1,,,,,0.27223578,,Right Foot,,,,"[78.7, 75.4]",Ground Pass,,24.917664,,,Fin Bartels,8389.0,,,,,,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,6,Werder Bremen,176,['a3592b19-c664-4f16-9f0a-101f0834a4ec'],49,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:49.853,Pass,
,,,,,,,,,,,,,,,,0.947551,,,,,,,,,,,,,,,c42c0a4e-7c6a-469b-92d0-6a576303b342,51,,"[112.3, 74.3]",3890400,1,,,,,-1.6547569,,Right Foot,,,,"[110.6, 54.1]",Low Pass,,20.271408,Incomplete,,,,,,,,,1,Regular Play,Fin Bartels,8389.0,Right Midfield,6,Werder Bremen,176,['3082542b-8bd6-40d7-83c2-c2e3db8ce691'],55,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:55.941,Pass,
,,,,,,,,,,,,,,,,1.951534,,,,,,,,,,,,,,,8d680bdc-c513-4505-a63a-ed3ec5ef842c,53,,"[76.7, 68.2]",3890400,2,,,,,0.6067672,,Right Foot,,,,"[93.7, 80.0]",Ground Pass,,20.69396,Out,,Theodor Gebre Selassie,8396.0,,,,,Recovery,1,Regular Play,Alejandro Gálvez Jimena,6924.0,Right Center Back,6,Werder Bremen,176,['744859c8-bb63-4421-b773-b08f1734693e'],0,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:00.635,Pass,
,,,,,,,,,,,,,,,,1.776626,,,,,,,,,,,,,,,63a66cd6-4787-48a2-9bc7-16c26e68411b,55,,"[32.9, 0.1]",3890400,2,,,,,0.7442592,,,,,,"[54.4, 19.9]",Low Pass,,29.22824,,,Anthony Modeste,23486.0,,,,,Throw-in,1,From Throw In,Jonas Hector,6040.0,Left Back,7,FC Köln,186,['869d9168-7bd8-4421-80e1-6ebc7a72107d'],14,,,,,,,,,,,,,,,,,FC Köln,186,00:02:14.918,Pass,
,,,,,,,,,,,,,,,,1.680316,,,,,,,,,,,,,,,ca156380-6142-45d6-8375-70d497ac37f8,65,,"[72.2, 52.6]",3890400,2,,,,,1.3105981,,Right Foot,,,,"[76.3, 68.0]",Ground Pass,,15.936437,,,Philipp Bargfrede,8390.0,,,,,Free Kick,1,From Free Kick,Jannik Vestergaard,8815.0,Left Center Back,9,Werder Bremen,176,['75ce13c9-2183-410d-8460-0fb22dc22f03'],33,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:33.131,Pass,
,,,,,,,,,,,,,,,,0.813438,,,,,,,,,,,,,,,8fa37cf7-a306-4fda-b026-60bd79d02fb7,68,,"[85.3, 69.4]",3890400,2,,,,,1.0464756,,Right Foot,,,,"[90.1, 77.7]",Ground Pass,,9.588014,,,Fin Bartels,8389.0,,,,,,1,From Free Kick,Philipp Bargfrede,8390.0,Center Defensive Midfield,9,Werder Bremen,176,['793d2e23-e46c-49d5-8be2-616006ee2552'],36,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:36.451,Pass,
,,,,,,,,,,,,,,,,1.194486,,,,,,,,,,,,,,,b9d7d816-a626-4270-98d1-b327e8babfd7,71,,"[92.0, 78.0]",3890400,2,,,,,0.07080343,,Right Foot,,,,"[106.1, 79.0]",Ground Pass,,14.135417,,,Theodor Gebre Selassie,8396.0,,,,,,1,From Free Kick,Fin Bartels,8389.0,Right Midfield,9,Werder Bremen,176,['5969b12a-4086-4e04-b258-6beb4929a022'],38,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:38.324,Pass,
,,,,,,,,,,,,,,,,1.397093,,,,,,,,,,,,,,,433088e8-b884-40ee-b5ea-c4c63a75f2a9,75,,"[118.4, 73.3]",3890400,2,,,,,-2.3162158,,Right Foot,,,,"[114.8, 69.4]",Ground Pass,,5.307542,,,Clemens Fritz,20010.0,,,,,,1,From Free Kick,Theodor Gebre Selassie,8396.0,Right Back,9,Werder Bremen,176,['5f129f20-4f83-4274-a33f-30180101335f'],42,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:42.271,Pass,
,,,,,,,,,,,,,,,,0.207656,,,,,,,,,,,,,,,b3f89c6a-4dc8-4b0b-a2cd-6cdfa87715fc,79,,"[118.1, 59.2]",3890400,2,,,,,-1.5707964,,Right Foot,,,,"[118.1, 55.8]",Ground Pass,,3.4,Incomplete,,Anthony Ujah,12624.0,,,,,,1,From Free Kick,Clemens Fritz,20010.0,Right Center Midfield,9,Werder Bremen,176,"['3b3cfbe0-9ab5-42af-89ac-b94d238c29b0', 'ccd4ab6a-a421-4513-ba3e-2f7669725441']",45,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:45.622,Pass,
,,,,,,,,,,,,,,,,2.060884,,,,,,,,,,,,,,,ea26799c-714d-40af-8aa2-914ebda301ed,82,,"[120.0, 80.0]",3890400,3,,,,,-2.8208196,,Right Foot,,,,"[89.3, 69.8]",Ground Pass,,32.350117,,,Clemens Fritz,20010.0,,,,,Corner,1,From Corner,Florian Grillitsch,11396.0,Left Center Midfield,10,Werder Bremen,176,['f677c0c7-f34a-44e6-be3f-21ee17d1303d'],9,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:09.811,Pass,
,,,,,,,,,,,,,,,,0.178851,,,,,,,,,,,,,,,b4ad23df-f6ae-4d03-af65-46f4575b7fc3,85,,"[89.7, 69.8]",3890400,3,,,,,-0.60298276,,Right Foot,,,,"[95.8, 65.6]",High Pass,,7.406079,Incomplete,,,,,,,,,1,From Corner,Clemens Fritz,20010.0,Right Center Midfield,10,Werder Bremen,176,['33d20b98-d601-4eb1-aac8-ab999e655e34'],13,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:13.172,Pass,
,,,,,,,,,,,,,,,,0.481307,,,,,,,,,,,,,,,36a380bf-9539-4424-975b-a117e21d2717,91,,"[60.0, 40.0]",3890400,4,,,,,-1.6233793,,Right Foot,,,,"[59.9, 38.1]",Ground Pass,,1.9026297,,,Yūya Ōsako,5679.0,,,,,Kick Off,1,From Kick Off,Anthony Modeste,23486.0,Center Forward,11,FC Köln,186,['44a5ead8-8af4-4ed2-b904-5bb6f93b056d'],8,,,,,,,,,,,,,,,,,FC Köln,186,00:04:08.316,Pass,
,,,,,,,,,,,,,,,,1.24459,,,,,,,,,,,,,,,c6272277-a1af-478b-aa4c-ff5667e0fa2e,93,,"[59.9, 38.7]",3890400,4,,,,,3.1162815,,Right Foot,,,,"[52.0, 38.9]",Ground Pass,,7.902531,,,Matthias Lehmann,8827.0,,,,,,1,From Kick Off,Yūya Ōsako,5679.0,Center Attacking Midfield,11,FC Köln,186,['13e2fc2c-8609-4419-adca-12ee511ac595'],8,,,,,,,,,,,,,,,,,FC Köln,186,00:04:08.798,Pass,
,,,,,,,,,,,,,,,,1.246645,,,,,,,,,,,,,,,b5c99dda-f78d-4dd2-af4b-ddd87a99ffcd,96,,"[50.6, 39.8]",3890400,4,,,,,2.3386524,,Right Foot,,,,"[36.6, 54.3]",Ground Pass,,20.155643,,,Dominik Maroh,11286.0,,,,,,1,From Kick Off,Matthias Lehmann,8827.0,Right Defensive Midfield,11,FC Köln,186,['7199dc88-76a8-48fd-b069-f5389105117f'],11,,,,,,,,,,,,,,,,,FC Köln,186,00:04:11.053,Pass,
,,,,,,,,,,,,,,,,1.493489,,,,,,,,,,,,,,,d41537f4-a17b-46c7-aa12-4078004fcc73,99,,"[38.1, 50.4]",3890400,4,,,,,-1.6226017,,Right Foot,,,,"[36.7, 23.4]",Ground Pass,,27.036272,,,Dominique Heintz,8828.0,,,,,,1,From Kick Off,Dominik Maroh,11286.0,Right Center Back,11,FC Köln,186,['5e424325-624e-49e5-8751-12d06c8b4849'],14,,,,,,,,,,,,,,,,,FC Köln,186,00:04:14.394,Pass,
,,,,,,,,,,,,,,,,1.780053,,,,,,,,,,,,,,,3eb7689f-1f26-473e-abf8-ddb2bb53d3be,102,,"[43.2, 16.8]",3890400,4,,,,,1.8505548,,Left Foot,,,,"[38.0, 34.9]",Ground Pass,,18.832153,,,Dominik Maroh,11286.0,,,,,,1,From Kick Off,Dominique Heintz,8828.0,Left Center Back,11,FC Köln,186,['6aa01334-35c1-4dde-9192-a6024e1806a0'],18,,,,,,,,,,,,,,,,,FC Köln,186,00:04:18.255,Pass,
,,,,,,,,,,,,,,,,2.295044,,,,,,,,,,,,,,,58aafe90-b907-4fab-8e2a-766c53adc34a,105,,"[46.3, 46.4]",3890400,4,,,,,-1.6468823,,Right Foot,,,,"[44.6, 24.1]",Ground Pass,,22.364704,,,Dominique Heintz,8828.0,,,,,,1,From Kick Off,Dominik Maroh,11286.0,Right Center Back,11,FC Köln,186,['530196d6-9a7b-4645-a646-b469328db262'],24,,,,,,,,,,,,,,,,,FC Köln,186,00:04:24.647,Pass,
,,,,,,,,,,,,,,,,1.127397,,,,,,,,,,,,,,,b259aa1a-dbeb-40c9-a3c9-8ceacb00eba4,108,,"[55.8, 9.7]",3890400,4,,,,,-0.5164039,,Left Foot,,,,"[67.6, 3.0]",Ground Pass,,13.569451,,,Jonas Hector,6040.0,,,,,,1,From Kick Off,Dominique Heintz,8828.0,Left Center Back,11,FC Köln,186,['65a08473-1670-4145-8127-5656298fb96a'],29,,,,,,,,,,,,,,,,,FC Köln,186,00:04:29.377,Pass,
,,,,,,,,,,,,,,,,1.137642,,,,,,,,,,,,,,,423cac97-2ffb-4dc6-9009-66c64e53cc79,110,,"[67.3, 2.8]",3890400,4,,,,,3.097596,,Left Foot,,,,"[51.4, 3.5]",Ground Pass,,15.915401,,,Dominique Heintz,8828.0,,,,,,1,From Kick Off,Jonas Hector,6040.0,Left Back,11,FC Köln,186,['9d463ada-6c9a-44fc-b784-1bb97821433c'],30,,,,,,,,,,,,,,,,,FC Köln,186,00:04:30.504,Pass,
,,,,,,,,,,,,,,,,1.371492,,,,,,,,,,,,,,,a250153e-d5fa-4a3a-8843-d013378b142b,114,,"[44.9, 9.0]",3890400,4,,,,,2.0324318,,Left Foot,,,,"[35.0, 28.9]",Ground Pass,,22.22656,,,Dominik Maroh,11286.0,,,,,,1,From Kick Off,Dominique Heintz,8828.0,Left Center Back,11,FC Köln,186,['ed05e4e6-010e-4baa-bb4c-12c23ff0ca4f'],33,,,,,,,,,,,,,,,,,FC Köln,186,00:04:33.266,Pass,
,,,,,,,,,,,,,,,,1.385333,,,,,,,,,,,,,,,937dc31e-830d-4b0a-a302-d4e1612c7d2b,117,,"[38.6, 47.7]",3890400,4,,,,,1.255088,,Right Foot,,,,"[45.1, 67.6]",Ground Pass,,20.93466,,,Paweł Olkowski,9459.0,,,,,,1,From Kick Off,Dominik Maroh,11286.0,Right Center Back,11,FC Köln,186,['ddf3c96f-99fb-4884-ad13-4a2e5f1ef9f1'],36,,,,,,,,,,,,,,,,,FC Köln,186,00:04:36.943,Pass,
,,,,,,,,,,,,,,,,2.840214,,,,,,,,,,,,,,,bd1ae4ad-9536-42c1-97d8-da037daef3dd,120,,"[56.2, 74.2]",3890400,4,,,,,-0.16061562,,Right Foot,,,,"[92.0, 68.4]",Ground Pass,,36.26679,Incomplete,,Yūya Ōsako,5679.0,,,,,,1,From Kick Off,Paweł Olkowski,9459.0,Right Back,11,FC Köln,186,"['e558bf24-ea4b-43ce-9eef-735b7feee424', 'f7bceb07-0275-4a10-89f5-add4e10a3f40']",39,,,,,,,,,,,,,,,,,FC Köln,186,00:04:39.597,Pass,
,,,,,,,,,,,,,,,,2.154215,,,,,,,,,,,,,,,77e09359-0cb0-4670-bb41-bb6931722a5c,124,,"[24.4, 12.0]",3890400,4,,,,,2.4479992,,Right Foot,,,,"[7.2, 26.3]",Ground Pass,,22.368057,,,Felix Wiedwald,23269.0,,,,,,1,Regular Play,Jannik Vestergaard,8815.0,Left Center Back,12,Werder Bremen,176,['1bc93ad7-9739-42b5-b3d9-b27fab2e5ce7'],43,,,,,,,,,,,,,,,,,Werder Bremen,176,00:04:43.184,Pass,
,,,,,,,,,,,,,,,,3.314403,,,,,,,,,,,,,,,aaebf6aa-3e68-4b3d-974a-3f1208093568,127,,"[7.7, 26.8]",3890400,4,,,,,-0.21214375,,Right Foot,,,,"[59.7, 15.6]",High Pass,,53.192482,Incomplete,,Levin Mete Öztunali,8554.0,,,,,,1,Regular Play,Felix Wiedwald,23269.0,Goalkeeper,12,Werder Bremen,176,"['997ac66c-e1b0-4472-a83b-573e62a8a509', 'e55bfa65-c354-4d0a-862a-c03a02d29bf4']",45,,,,,,,,,,,,,,,,,Werder Bremen,176,00:04:45.418,Pass,
