50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.357204,,,,,,,,,,,a6507324-f6e1-4c44-9ef0-94ceddc890d5,17,,"[7.3, 39.7]",3890462,0,,,,-0.44047886,,Left Foot,,,,"[52.7, 18.3]",,High Pass,,50.190834,,,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,"['4f056b1e-78f5-4f64-a05f-51bcf2216717', 'f5575742-c89e-4f5b-b90c-578439ed5a02']",9,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:09.228,Pass,
,,,,,,,,,,,,,,,,,,0.627852,,,,,,,,,,,f5575742-c89e-4f5b-b90c-578439ed5a02,19,,"[67.4, 61.8]",3890462,0,,,,0.28783143,,Head,,,,"[82.6, 66.3]",,Low Pass,,15.852129,,,,,Thorgan Hazard,5632.0,,,,,Recovery,1,Regular Play,Ibrahima Traoré,11285.0,Right Midfield,3,Borussia Mönchengladbach,185,"['a6507324-f6e1-4c44-9ef0-94ceddc890d5', 'd65d0354-0e10-4eec-935c-ba39128056c0']",11,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:11.585,Pass,
,,,,,,,,,,,,,,,,,,1.597489,,,,,,,,,,,6a3f963b-85ad-45fd-a341-aa342bf0b9dd,25,,"[74.7, 80.0]",3890462,0,,,,-1.204402,,,,,,"[81.3, 62.8]",,Low Pass,,18.422812,,,,,Mahmoud Dahoud,8238.0,,,,,Throw-in,1,From Throw In,Nico Elvedi,8814.0,Right Back,4,Borussia Mönchengladbach,185,['3aef56bb-d0cc-44a8-845a-9edef8e633a6'],23,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:23.736,Pass,
,,,,,,,,,,,,,,,,,,1.133919,,,,,,,,,,,79a68334-1b82-4a45-b472-6c7b53d21083,29,,"[81.3, 62.8]",3890462,0,,,,-2.562953,,Right Foot,,,,"[68.9, 54.7]",,Ground Pass,,14.811145,,,,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Mahmoud Dahoud,8238.0,Right Defensive Midfield,4,Borussia Mönchengladbach,185,['09966647-c88e-4f3f-971b-0d4937630023'],26,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:26.538,Pass,
,,,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,f9c0c9d8-b811-4ba5-a2a4-b71fbe465c95,32,,"[64.2, 46.4]",3890462,0,,,,-1.903154,,Left Foot,,,,"[53.5, 15.4]",,Ground Pass,,32.794662,,,,,Håvard Nordtveit,8395.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,4,Borussia Mönchengladbach,185,['5cd9b578-abfb-4f2f-968f-a637bcfac2c7'],28,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:28.937,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,c2f61b65-7380-4181-969b-9092f1b39033,35,,"[54.4, 12.6]",3890462,0,,,,1.9428029,,Right Foot,,,,"[40.9, 47.2]",,Ground Pass,,37.140408,,,,,Andreas Christensen,3959.0,,,,,,1,From Throw In,Håvard Nordtveit,8395.0,Left Center Back,4,Borussia Mönchengladbach,185,['27cf5c87-ec8d-4894-8f84-323c4811f544'],34,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:34.766,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,9cf3e16d-7ba8-4d40-b05d-3648305cef75,38,,"[40.0, 53.6]",3890462,0,,,,1.0435513,,Right Foot,,,,"[53.1, 76.1]",,Ground Pass,,26.035744,,,,,Nico Elvedi,8814.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,4,Borussia Mönchengladbach,185,['3a23181e-3586-42ed-8b8d-31cea7bff655'],38,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:38.272,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,97bc7e94-e45e-4a69-894d-a4f41505493a,41,,"[46.7, 76.3]",3890462,0,,,,-2.3677769,,Right Foot,,,,"[33.6, 63.5]",,Ground Pass,,18.315294,,,,,Andreas Christensen,3959.0,,,,,,1,From Throw In,Nico Elvedi,8814.0,Right Back,4,Borussia Mönchengladbach,185,['2e6ec49e-d10c-4189-a94a-2552e11d42eb'],41,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:41.339,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,b599429c-bfdc-4570-8cdd-975ae90341d4,45,,"[33.6, 63.1]",3890462,0,,,,-1.6203641,,Right Foot,,,,"[31.7, 24.8]",,Ground Pass,,38.3471,,,,,Håvard Nordtveit,8395.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,4,Borussia Mönchengladbach,185,"['9c38bb79-2871-440e-a824-ac0286781246', 'ea7dcd5c-482f-48b9-80db-c1cc916ce10b']",44,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:44.005,Pass,True
,,,,,,,,,,,,,,,,,,1.397752,,,,,,,,,,,fc8e2e09-a859-4712-ab42-1dae880f20b7,48,,"[39.6, 14.3]",3890462,0,,,,-0.28783143,,Right Foot,,,,"[70.0, 5.3]",,Ground Pass,,31.704258,,,,,Oscar Wendt,8809.0,,,,,,1,From Throw In,Håvard Nordtveit,8395.0,Left Center Back,4,Borussia Mönchengladbach,185,['c2e6ccaa-e0b3-40f9-aabb-a2016e5620b9'],47,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:47.439,Pass,
,,,,,,,,,,,,,,,,,,1.225909,,,,,,,,,,,d8a6ebfc-5a72-4c01-83dc-634ee665646b,52,,"[79.8, 5.7]",3890462,0,,,,0.59933996,,Left Foot,,,,"[89.9, 12.6]",,Ground Pass,,12.231925,,,,,Fabian Johnson,11283.0,,,,,,1,From Throw In,Oscar Wendt,8809.0,Left Back,4,Borussia Mönchengladbach,185,"['10eee333-a568-4a32-86cd-18ecfe43c199', '5e1c7bff-8dbe-4cff-b8ad-e386b8714aa6']",50,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:50.493,Pass,True
,,,,,,,,,,,,,,,,,,1.161982,,,,,,,,,,,9cdbfbb4-68d9-4858-9741-40c7038c900b,60,,"[30.2, 72.7]",3890462,0,,,,0.08154951,,Right Foot,,,,"[51.0, 74.4]",,Ground Pass,,20.869356,,,,,Raúl Marcelo Bobadilla,8807.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,5,Augsburg,172,['16d06435-ead3-4a03-85e1-2eeaebb953e1'],55,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:55.253,Pass,
,,,,,,,,,,,,,,,,,,1.20007,,,,,,,,,,,f5c2e2a5-ede4-40d4-9844-b07d0128e3ef,63,,"[51.0, 74.4]",3890462,0,,,,3.1246452,,Right Foot,,,,"[39.2, 74.6]",,Ground Pass,,11.801695,,,,,Paul Verhaegh,8237.0,,,,,,1,Regular Play,Raúl Marcelo Bobadilla,8807.0,Right Wing,5,Augsburg,172,['248d9258-f0e8-41c0-9fee-20b37f80665a'],56,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:56.835,Pass,
,,,,,,,,,,,,,,,,,,2.713543,,,,,,,,,,,759a840d-689c-4e02-897b-7abca6c9e72c,66,,"[26.6, 72.2]",3890462,0,,,,-2.1048403,,Right Foot,,,,"[8.8, 42.1]",,Ground Pass,,34.969273,,,,,Marwin Hitz,8314.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,5,Augsburg,172,['5c95a1ce-cd01-4fbf-be74-52a3b6a029d1'],58,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:58.963,Pass,
,,,,,,,,,,,,,,,,,,1.938165,,,,,,,,,,,e206a590-15c9-46bc-854e-e4403b77c352,69,,"[8.8, 42.1]",3890462,1,,,,-1.1840644,,Right Foot,,,,"[17.8, 20.0]",,Ground Pass,,23.862314,,,,,Ragnar Klavan,4174.0,,,,,,1,Regular Play,Marwin Hitz,8314.0,Goalkeeper,5,Augsburg,172,['2f82c703-0e43-4ac5-bdad-519b0f98153c'],1,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:01.757,Pass,
,,,,,,,,,,,,,,,,,,1.349554,,,,,,,,,,,ee73ce79-9723-4ae5-902a-5f1853094f92,72,,"[25.3, 7.8]",3890462,1,,,,-0.25255427,,Left Foot,,,,"[37.7, 4.6]",,Ground Pass,,12.806249,,,,,Philipp Max,8319.0,,,,,,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,5,Augsburg,172,['2ff821c4-7a03-4b52-b1f3-9d25609a0c2e'],5,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:05.278,Pass,
,,,,,,,,,,,,,,,,,,0.611603,,,,,,,,,,,484c6416-76a9-46a6-bd3e-81aac5b4c085,76,,"[34.9, 5.1]",3890462,1,,,,-2.954042,,Left Foot,,,,"[21.2, 2.5]",,Ground Pass,,13.944533,,,,,Ragnar Klavan,4174.0,,,,,,1,Regular Play,Philipp Max,8319.0,Left Back,5,Augsburg,172,"['a6b871ae-6b28-465e-ba6e-ef5fdfabeef0', 'e4cc143d-f01d-4ef8-94bd-93dc7512dbfc']",7,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:07.673,Pass,True
,,,,,,,,,,,,,,,,,,2.645351,,,,,,,,,,,7acb5ea4-64f6-45d6-92ae-391638d11fec,80,,"[21.2, 2.5]",3890462,1,,,,0.2489627,,Left Foot,,,,"[74.3, 16.0]",,High Pass,,54.789234,,,Incomplete,,Alfreð Finnbogason,5514.0,,,,,,1,Regular Play,Ragnar Klavan,4174.0,Left Center Back,5,Augsburg,172,"['0e263085-b28e-4b0f-b370-0ab4ab6f7bba', '98ef1463-68ad-44f5-8f26-2a79098a72b5', 'f66a13c2-ac7c-4a1a-851c-01c77e65c0c2']",9,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:09.056,Pass,True
,,,,,,,,,,,,,,,,,,2.029669,,,,,,,,,,,f66a13c2-ac7c-4a1a-851c-01c77e65c0c2,83,,"[45.8, 64.1]",3890462,1,,,True,-0.4098276,,,,,,"[58.0, 58.8]",,High Pass,,13.301504,,,,,Granit Xhaka,3500.0,,,,,Recovery,1,Regular Play,Andreas Christensen,3959.0,Right Center Back,6,Borussia Mönchengladbach,185,"['20ca621a-5618-4750-91fc-2d282cec142a', '7acb5ea4-64f6-45d6-92ae-391638d11fec', '7d4b08df-8c02-4a25-99ee-75aa5062b785']",11,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:11.701,Pass,True
,,,,,,,,,,,,,,,,,,1.108016,,,,,,,,,,,3f49c63f-dd44-49e1-8fc2-90dd0398ded6,85,,"[58.0, 58.8]",3890462,1,,,,2.2840765,,Head,,,,"[45.8, 72.9]",,Low Pass,,18.645374,,,,,Nico Elvedi,8814.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Borussia Mönchengladbach,185,['1743add1-8681-4a07-9b7e-da25e20f417b'],13,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:13.771,Pass,
,,,,,,,,,,,,,,,,,,2.359999,,,,,,,,,,,cff40eeb-5d97-4699-8dfd-959f23a89f52,89,,"[41.3, 73.3]",3890462,1,,,,-2.5417738,,Right Foot,,,,"[10.3, 52.1]",,Ground Pass,,37.555824,,,,,Yann Sommer,5550.0,,,,,,1,Regular Play,Nico Elvedi,8814.0,Right Back,6,Borussia Mönchengladbach,185,"['f66594ad-c17e-4ce4-8629-f62e54fabcd7', 'fe0a0073-5495-4a6f-9049-864609f8fe5c']",16,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:16.654,Pass,True
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,4eb75245-bace-4dcc-84bc-9e1ce020b333,92,,"[10.7, 53.0]",3890462,1,,,,-1.0297025,,Right Foot,,,,"[23.8, 31.2]",,Ground Pass,,25.433247,,,,,Håvard Nordtveit,8395.0,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,6,Borussia Mönchengladbach,185,['1ba09a10-5cce-48f0-a650-225af27fc96e'],19,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:19.588,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,e93958e6-c123-4f0d-8196-bd0f5a4df962,95,,"[29.1, 24.8]",3890462,1,,,,0.7288547,,Right Foot,,,,"[37.5, 32.3]",,Ground Pass,,11.260995,,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Håvard Nordtveit,8395.0,Left Center Back,6,Borussia Mönchengladbach,185,['729ae2ce-4c8f-4367-a69d-cd456d6b1ec5'],23,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:23.225,Pass,
,,,,,,,,,,,,,,,,,,1.029179,,,,,,,,,,,29581cbf-1e2d-4bef-b04c-8827427280c6,98,,"[47.7, 23.7]",3890462,1,,,,-3.0866022,,Left Foot,,,,"[36.8, 23.1]",,Ground Pass,,10.916501,,,,,Håvard Nordtveit,8395.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Borussia Mönchengladbach,185,['c2f14854-fe6c-4894-a67c-d9fdeaf31dc5'],27,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:27.435,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,162393a3-9a6f-438b-a72d-620a5c05694f,101,,"[37.3, 28.2]",3890462,1,,,,0.90198416,,Right Foot,,,,"[47.1, 40.6]",,Ground Pass,,15.805062,,,,,Mahmoud Dahoud,8238.0,,,,,,1,Regular Play,Håvard Nordtveit,8395.0,Left Center Back,6,Borussia Mönchengladbach,185,['7387a837-3da5-43d2-9cfc-a1ea2c300982'],31,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:31.421,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,cf3ad3f2-6d07-49d9-8371-bafbbc4224dc,104,,"[45.0, 36.1]",3890462,1,,,,-1.5228331,,Right Foot,,,,"[46.2, 11.1]",,Ground Pass,,25.028784,,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Mahmoud Dahoud,8238.0,Right Defensive Midfield,6,Borussia Mönchengladbach,185,['5c1be515-27ce-4feb-b7c9-fcda6a76899c'],33,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:33.740,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,73f2cbfe-23ab-4730-8493-a70078d4ce88,107,,"[46.2, 10.2]",3890462,1,,,,2.4497976,,Right Foot,,,,"[32.8, 21.3]",,Ground Pass,,17.400288,,,,,Håvard Nordtveit,8395.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Borussia Mönchengladbach,185,['31f65660-bec2-4beb-a94a-b13af8ec2f6e'],36,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:36.254,Pass,
,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,0a0edba1-b7c8-4691-89f4-bbc787a92606,110,,"[46.9, 36.3]",3890462,1,,,,0.771855,,Right Foot,,,,"[91.8, 80.0]",,High Pass,,62.655407,,,Out,,,,,True,,,,1,Regular Play,Håvard Nordtveit,8395.0,Left Center Back,6,Borussia Mönchengladbach,185,,42,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:42.982,Pass,
,,,,,,,,,,,,,,,,,,1.571105,,,,,,,,,,,78c80f42-836b-4fcd-b448-0a7911a9fa99,111,,"[31.5, 0.1]",3890462,1,,,,0.11900029,,,,,,"[49.9, 2.3]",,High Pass,,18.531055,,,,,Caiuby Francisco da Silva,8303.0,,,,,Throw-in,1,From Throw In,Philipp Max,8319.0,Left Back,7,Augsburg,172,['791f5bef-dc1d-4953-86d7-bb94da4beacd'],59,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:59.470,Pass,
,,,,,,,,,,,,,,,,,,1.083762,,,,,,,,,,,d67cc126-64ab-403e-94f7-36a0bcdaf1d5,113,,"[49.9, 2.3]",3890462,2,,,True,0.6287963,,,,,,"[58.7, 8.7]",,High Pass,,10.881176,,,Incomplete,,Alfreð Finnbogason,5514.0,,,,,,1,From Throw In,Caiuby Francisco da Silva,8303.0,Left Wing,7,Augsburg,172,"['6471e019-9eb0-43c9-9fcb-d544d16747fc', '794df7ce-d005-42cb-bd7f-d741ea596b4a', 'bfcdca95-b3aa-4ff6-951a-7c55adadb563']",1,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:01.081,Pass,True
,,,,,,,,,,,,,,,,,,1.236358,,,,,,,,,,,6471e019-9eb0-43c9-9fcb-d544d16747fc,116,,"[61.4, 71.4]",3890462,2,,,,-0.043767653,,Head,,,,"[75.1, 70.8]",,High Pass,,13.713133,,,,,Raffael Caetano de Araújo,8810.0,,,,,Recovery,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,8,Borussia Mönchengladbach,185,"['d071b873-c4c2-47aa-b790-d29453b5a382', 'd67cc126-64ab-403e-94f7-36a0bcdaf1d5']",2,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:02.165,Pass,
,,,,,,,,,,,,,,,,,,1.559999,,,,,,,,,,,12bb2884-adc3-449a-9a70-163c4ac81f0b,118,,"[75.1, 70.8]",3890462,2,,,,-2.1369207,,Head,,,,"[68.3, 60.1]",,High Pass,,12.677934,,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Raffael Caetano de Araújo,8810.0,Left Center Forward,8,Borussia Mönchengladbach,185,['13d500f0-5abb-4822-9ce3-11b33b24a354'],3,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:03.689,Pass,
