50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.141264,,,,,,,,,,,,,fc7b4606-eb1d-4500-b9cc-65c769348985,17,,"[36.7, 21.5]",3788756,0,,,,,-0.75338066,,Right Foot,,,"[51.2, 7.9]",,Ground Pass,,19.879889,,,,Martin Hinteregger,8307.0,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Center Back,2,Austria,915,['14bbec0f-1ae0-4869-a8de-bc13f9a5574a'],10,,,,,,,,,,,,,,,,Austria,915,00:00:10.786,Pass,
,,,,,,,,,,,,,,,,,,1.444779,,,,,,,,,,,,,66bfc7da-e967-4ccb-a53f-cbc205aa8176,21,,"[52.8, 8.9]",3788756,0,,,,,0.67856014,,Left Foot,,,"[71.9, 24.3]",,Ground Pass,,24.535076,,,,Michael Gregoritsch,8309.0,,,,,,1,From Kick Off,Martin Hinteregger,8307.0,Left Center Back,2,Austria,915,"['7167d3ab-fcd4-4b0a-b2ee-8d85b90eea42', '733bfd32-94fc-4f24-950e-a6fa10995cbc']",12,,,,,,,,,,,,,,,,Austria,915,00:00:12.399,Pass,True
,,,,,,,,,,,,,,,,,,0.59441,,,,,,,,,,,,,35650027-b0c1-4b25-8fe1-0f3aaa298d18,25,,"[73.7, 25.8]",3788756,0,,,,,0.3281199,,No Touch,,,"[78.4, 27.4]",,Ground Pass,,4.9648767,True,,,Christoph Baumgartner,24977.0,,,,,,1,From Kick Off,Michael Gregoritsch,8309.0,Left Center Forward,2,Austria,915,"['c94ff942-090f-4154-9281-42a3e0e2d3c5', 'f62d864b-768b-4e44-9125-9cfd0e6e9edb']",13,,,,,,,,,,,,,,,,Austria,915,00:00:13.883,Pass,True
,,,,,,,,,,,,,,,,,,0.504744,,,,,,,,,,,,,f14123ef-4856-4b97-8c74-17f4a96067c4,29,,"[41.7, 53.3]",3788756,0,,,,,0.07485985,,Right Foot,,,"[45.7, 53.6]",,Ground Pass,,4.0112343,,,,Matthijs de Ligt,8069.0,,,,,Recovery,1,Regular Play,Stefan de Vrij,7787.0,Right Center Back,3,Netherlands,941,['f1f6114f-fc49-4720-a1e9-ae1a6ce075b3'],15,,,,,,,,,,,,,,,,Netherlands,941,00:00:15.083,Pass,
,,,,,,,,,,,,,,,,,,0.604207,,,,,,,,,,,,,b187bc76-5275-49bc-9b5f-7c9818768ea3,33,,"[45.7, 53.6]",3788756,0,,,,,1.7488892,,Right Foot,,,"[44.8, 58.6]",,Ground Pass,,5.080354,,,,Marten de Roon,6994.0,,,,,,1,Regular Play,Matthijs de Ligt,8069.0,Center Back,3,Netherlands,941,"['05a7b08a-92c5-4940-81b7-4e4977874d95', '6acf8814-3c38-4d64-b0a1-64d51d664ca8']",16,,,,,,,,,,,,,,,,Netherlands,941,00:00:16.218,Pass,True
,,,,,,,,,,,,,,,,,,0.854943,,,,,,,,,,,,,7a85e8a0-e26f-48f4-866a-49cc9e21557d,36,,"[44.8, 60.1]",3788756,0,,,,,-0.6998929,,Right Foot,,,"[56.2, 50.5]",,Low Pass,,14.903691,,,,Wout Weghorst,7829.0,,,,,,1,Regular Play,Marten de Roon,6994.0,Right Defensive Midfield,3,Netherlands,941,['56128944-6f3c-4192-9f01-b92399dad905'],16,,,,,,,,,,,,,,,,Netherlands,941,00:00:16.822,Pass,
,,,,,,,,,,,,,,,,,,1.936838,,,,,,,,,,,,,ca1abb7b-5ebe-4ca4-ad6c-b6d6b4e32c67,39,,"[56.2, 50.5]",3788756,0,,,,,-1.2564257,,Right Foot,,,"[61.5, 34.2]",,Low Pass,,17.14001,,Incomplete,,Memphis Depay,2988.0,,,,,,1,Regular Play,Wout Weghorst,7829.0,Right Center Forward,3,Netherlands,941,"['6d57e6e1-4c72-4de3-9e1c-c9e3662265d8', '8d246f32-dbc7-4073-96c7-29c3f4126c3b']",17,,,,,,,,,,,,,,,,Netherlands,941,00:00:17.733,Pass,
,,,,,,,,,,,,,,,,,,2.187681,,,,,,,,,,,,,b0e11231-a722-4553-8ed4-3249fed85c5d,46,,"[64.5, 48.7]",3788756,0,,,,,-1.906661,,Right Foot,,,"[54.9, 21.2]",,Ground Pass,,29.127478,,,,Martin Hinteregger,8307.0,,,,,Free Kick,1,From Free Kick,Aleksandar Dragović,3969.0,Right Center Back,5,Austria,915,['faeac29c-5648-4362-8436-844f600b9459'],30,,,,,,,,,,,,,,,,Austria,915,00:00:30.508,Pass,
,,,,,,,,,,,,,,,,,,2.577332,,,,,,,,,,,,,bc1d62b6-a03f-4ebe-9120-db1681ecd6d9,50,,"[65.7, 17.8]",3788756,0,,,,,2.8040776,,Left Foot,,,"[39.2, 27.1]",,Ground Pass,,28.084515,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Free Kick,Martin Hinteregger,8307.0,Left Center Back,5,Austria,915,"['c1eb6aa6-c83d-46bf-afce-6e3e0f5e151f', 'cfb0be55-1912-4252-9052-2361c69b9d01']",36,,,,,,,,,,,,,,,,Austria,915,00:00:36.874,Pass,True
,,,,,,,,,,,,,,,,,,1.525178,,,,,,,,,,,,,412eea24-2bb2-48ac-b8a9-442ec6ce5922,54,,"[36.4, 24.3]",3788756,0,,,,,-0.8673041,,Left Foot,,,"[48.7, 9.8]",,Ground Pass,,19.014206,,,,Martin Hinteregger,8307.0,,,,,,1,From Free Kick,David Olatukunbo Alaba,8220.0,Center Back,5,Austria,915,"['4e4ff9cb-4432-4bca-85cf-6255bdef5043', 'ad073bde-b502-43ff-816e-dd3bbd0733e9']",41,,,,,,,,,,,,,,,,Austria,915,00:00:41.571,Pass,True
,,,,,,,,,,,,,,,,,,1.417492,,,,,,,,,,,,,7c1265bc-96e2-4c91-afda-e94e36a72d2c,58,,"[41.7, 4.6]",3788756,0,,,,,0.14784937,,Right Foot,,,"[55.8, 6.7]",,Ground Pass,,14.255526,,,,Marcel Sabitzer,8518.0,,,,,,1,From Free Kick,Martin Hinteregger,8307.0,Left Center Back,5,Austria,915,"['a45ff6df-3757-4e2b-affc-07123034ebd2', 'cb17bb2a-56ce-4d13-b8ab-bdb77f5241b2']",44,,,,,,,,,,,,,,,,Austria,915,00:00:44.092,Pass,True
,,,,,,,,,,,,,,,,,,0.918301,,,,,,,,,,,,,c0dfde22-f58d-4279-8bd1-36b8ecd9dbf1,61,,"[55.8, 6.7]",3788756,0,,,,,-0.035699114,,Right Foot,,,"[64.2, 6.4]",,Ground Pass,,8.405355,,,,Andreas Ulmer,8777.0,,,,,,1,From Free Kick,Marcel Sabitzer,8518.0,Left Center Midfield,5,Austria,915,['7c29ca09-3dfc-4311-b982-c2f093ad3db7'],46,,,,,,,,,,,,,,,,Austria,915,00:00:46.598,Pass,
,,,,,,,,,,,,,,,,,,0.926038,,,,,,,,,,,,,3e951099-13d3-494e-851d-50c8cc8b3207,65,,"[63.9, 7.9]",3788756,0,,,,,2.3871124,,Right Foot,,,"[58.9, 12.6]",,Ground Pass,,6.8622155,,Incomplete,,Marcel Sabitzer,8518.0,,,,,,1,From Free Kick,Andreas Ulmer,8777.0,Left Wing Back,5,Austria,915,"['5a3daa65-ba37-4d66-bcf3-7cb17f79c416', '7a89cfa3-39eb-4a6d-ac93-cc932758466c', '9b8c5036-1a56-4cb3-859f-3da084fa6625']",48,,,,,,,,,,,,,,,,Austria,915,00:00:48.215,Pass,True
,,,,,,,,,,,,,,,,,,1.254541,,,,,,,,,,,,,bcee6905-4111-40db-88a8-3fa114f729e9,70,,"[53.4, 32.6]",3788756,0,,,,,2.9200637,,Right Foot,,,"[42.3, 35.1]",,Ground Pass,,11.378049,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Free Kick,Konrad Laimer,8506.0,Right Center Midfield,5,Austria,915,['b8c7e770-6a93-4096-88f3-605b24f0ff57'],52,,,,,,,,,,,,,,,,Austria,915,00:00:52.273,Pass,
,,,,,,,,,,,,,,,,,,1.157485,,,,,,,,,,,,,510a12d3-60c5-427f-91da-237355c7ebf0,74,,"[51.5, 24.3]",3788756,0,,,,,-1.2511599,,Left Foot,,,"[56.2, 10.1]",,Ground Pass,,14.957606,,,,Martin Hinteregger,8307.0,,,,,,1,From Free Kick,David Olatukunbo Alaba,8220.0,Center Back,5,Austria,915,['83237cd1-bb0d-42c8-a276-0783268cfff1'],56,,,,,,,,,,,,,,,,Austria,915,00:00:56.886,Pass,
,,,,,,,,,,,,,,,,,,2.108337,,,,,,,,,,,,,910c78d3-d433-4114-9a5a-8289b5e412e7,77,,"[65.1, 11.0]",3788756,0,,,,,0.36555535,,Left Foot,,,"[94.1, 22.1]",,High Pass,,31.051731,,,,Christoph Baumgartner,24977.0,,,,,,1,From Free Kick,Martin Hinteregger,8307.0,Left Center Back,5,Austria,915,['198470ce-ad03-4728-a47a-429785ffa0ea'],59,,,,,,,,,,,,,,,,Austria,915,00:00:59.693,Pass,
,,,,,,,,,,,,,,,,,,0.730582,,,,,,,,,,,,,df06cb0d-fc72-466a-95f1-093af0bdc4cc,81,,"[95.3, 23.4]",3788756,1,,,,,-1.5707964,,Other,,,"[95.3, 14.7]",,Low Pass,,8.7,,,,Andreas Ulmer,8777.0,,,,,,1,From Free Kick,Christoph Baumgartner,24977.0,Right Center Forward,5,Austria,915,"['15492458-d431-4990-a49f-a7670e132869', '56dd0cea-0a2f-4c2d-a0d3-b6bee1ee89ba']",1,,,,,,,,,,,,,,,,Austria,915,00:01:01.909,Pass,True
,,,,,,,,,,,,,,,,,,5.26241,,,,,,,,,,,,,9e3d45ee-5f94-461d-8bdf-3fa06220f44e,93,,"[9.0, 72.8]",3788756,1,,,,,-0.10626486,,Right Foot,,,"[61.5, 67.2]",,High Pass,,52.79782,,Incomplete,,Wout Weghorst,7829.0,,,,,,1,From Free Kick,Marten de Roon,6994.0,Right Defensive Midfield,5,Austria,915,"['181f9b6a-7c03-42ea-b2e1-99e49e272dfd', '490aa7d9-537b-42e7-b149-100f97e2a6ea']",10,,,,,,,,,,,,,,,,Netherlands,941,00:01:10.752,Pass,
,,,,,,,,,,,,,,,,,,1.545214,,,,,,,,,,,,,7600f3c9-6691-4167-a882-54f7bf4afc96,97,,"[55.8, 20.9]",3788756,1,,,,,1.7404882,,Left Foot,,,"[50.3, 53.0]",,Ground Pass,,32.567776,,,,Aleksandar Dragović,3969.0,,,,,,1,From Free Kick,David Olatukunbo Alaba,8220.0,Center Back,5,Austria,915,['6a98e38b-0d41-41d8-8d0d-d04949b3b7ee'],18,,,,,,,,,,,,,,,,Austria,915,00:01:18.439,Pass,
,,,,,,,,,,,,,,,,,,1.260177,,,,,,,,,,,,,daf71f83-b670-489d-969e-33e1837303c4,100,,"[50.6, 52.1]",3788756,1,,,,,-1.7452347,,Right Foot,,,"[46.3, 27.7]",,Ground Pass,,24.775997,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Free Kick,Aleksandar Dragović,3969.0,Right Center Back,5,Austria,915,['faa6f307-daf7-4948-8933-d15262079f0e'],22,,,,,,,,,,,,,,,,Austria,915,00:01:22.000,Pass,
,,,,,,,,,,,,,,,,,,1.939747,,,,,,,,,,,,,4c3c3b86-2518-4e46-ae7e-48f5dcd63d4c,103,,"[39.2, 43.1]",3788756,1,,,,,3.0538187,,Left Foot,,,"[14.2, 45.3]",,Ground Pass,,25.096613,,,,Daniel Bachmann,21532.0,,,,,,1,From Free Kick,David Olatukunbo Alaba,8220.0,Center Back,5,Austria,915,['0a0c095c-4a2d-4504-861d-74974e6f40fb'],24,,,,,,,,,,,,,,,,Austria,915,00:01:24.510,Pass,
,,,,,,,,,,,,,,,,,,2.193621,,,,,,,,,,,,,fc0f761e-79c2-4f6e-bb14-4ed2a358fdfd,106,,"[17.3, 36.3]",3788756,1,,,,,-0.91323745,,Right Foot,,,"[37.3, 10.4]",,Ground Pass,,32.723232,,,,Martin Hinteregger,8307.0,,,,,,1,From Free Kick,Daniel Bachmann,21532.0,Goalkeeper,5,Austria,915,['d6b36a92-37db-4281-ae21-60d39d426607'],28,,,,,,,,,,,,,,,,Austria,915,00:01:28.396,Pass,
,,,,,,,,,,,,,,,,,,1.931446,,,,,,,,,,,,,eb9b3d09-8a0c-4a93-bad1-b18e4d6bb5bd,109,,"[44.4, 11.0]",3788756,1,,,,,1.9388714,,Left Foot,,,"[35.8, 33.3]",,Ground Pass,,23.900837,,,,David Olatukunbo Alaba,8220.0,,,,,,1,From Free Kick,Martin Hinteregger,8307.0,Left Center Back,5,Austria,915,['91917a5a-3d1b-47ae-9758-7c96aad77ff4'],32,,,,,,,,,,,,,,,,Austria,915,00:01:32.715,Pass,
,,,,,,,,,,,,,,,,,,1.549686,,,,,,,,,,,,,bbff992c-4675-42b3-8ac8-ea7a8a6e5107,112,,"[49.4, 52.1]",3788756,1,,,,,1.273564,,Left Foot,,,"[56.2, 74.3]",,Ground Pass,,23.218096,,,,Stefan Lainer,8779.0,,,,,,1,From Free Kick,David Olatukunbo Alaba,8220.0,Center Back,5,Austria,915,['44312874-e71d-43af-8ebf-c6c229e2471e'],39,,,,,,,,,,,,,,,,Austria,915,00:01:39.187,Pass,
,,,,,,,,,,,,,,,,,,1.094008,,,,,,,,,,,,,5e4d7bbe-7472-4163-89c2-c9a39e896f8c,116,,"[57.1, 75.8]",3788756,1,,,,,-2.8929973,,Right Foot,,,"[44.1, 72.5]",,Ground Pass,,13.412308,,,,Aleksandar Dragović,3969.0,,,,,,1,From Free Kick,Stefan Lainer,8779.0,Right Wing Back,5,Austria,915,"['0649e4d2-3b78-4841-b9b9-6dd99a74b46c', '09c8ee06-5f18-4336-b455-c4061536c74f']",41,,,,,,,,,,,,,,,,Austria,915,00:01:41.050,Pass,True
,,,,,,,,,,,,,,,,,,0.758395,,,,,,,,,,,,,13a5b45d-123d-41a0-aaa7-a90677ae422b,119,,"[45.7, 72.1]",3788756,1,,,,,0.16514868,,Right Foot,,,"[57.1, 74.0]",,Ground Pass,,11.557249,,,,Christoph Baumgartner,24977.0,,,,,,1,From Free Kick,Aleksandar Dragović,3969.0,Right Center Back,5,Austria,915,['175529b9-14d1-4fee-910b-ced6faaa05c9'],42,,,,,,,,,,,,,,,,Austria,915,00:01:42.184,Pass,
,,,,,,,,,,,,,,,,,,0.587164,,,,,,,,,,,,,5056940e-0400-4cb8-b2a9-78560fc52eab,123,,"[51.2, 72.8]",3788756,1,,,,,2.8156228,,Right Foot,,,"[44.1, 75.2]",,Ground Pass,,7.4946647,,,,Stefan Lainer,8779.0,,,,,,1,From Free Kick,Christoph Baumgartner,24977.0,Right Center Forward,5,Austria,915,['e81b21e8-efcd-4507-b93c-96d7b352de06'],44,,,,,,,,,,,,,,,,Austria,915,00:01:44.212,Pass,
,,,,,,,,,,,,,,,,,,1.387172,,,,,,,,,,,,,d87fadb0-ab9f-4ad5-9062-92ed28edcf7b,126,,"[44.1, 75.2]",3788756,1,,,,,2.9955804,,Right Foot,,,"[37.3, 76.2]",,Ground Pass,,6.873136,,,,Aleksandar Dragović,3969.0,,,,,,1,From Free Kick,Stefan Lainer,8779.0,Right Wing Back,5,Austria,915,['9caec022-490e-469b-8b24-59af0dccced6'],44,,,,,,,,,,,,,,,,Austria,915,00:01:44.840,Pass,
,,,,,,,,,,,,,,,,,,2.827675,,,,,,,,,,,,,e91d3526-84a4-4df0-a0f4-45f303641b54,129,,"[37.3, 76.2]",3788756,1,,,,,-2.539035,,Left Foot,,,"[5.9, 54.6]",,Ground Pass,,38.111942,,,,Daniel Bachmann,21532.0,,,,,,1,From Free Kick,Aleksandar Dragović,3969.0,Right Center Back,5,Austria,915,['676ff73b-74cc-4216-b805-0c998bf32aef'],46,,,,,,,,,,,,,,,,Austria,915,00:01:46.482,Pass,
,,,,,,,,,,,,,,,,,,2.337297,,,,,,,,,,,,,cbb381ac-b0a0-4e40-8793-58d0869943a0,132,,"[6.2, 54.2]",3788756,1,,,,,-1.0315998,,Right Foot,,,"[27.8, 18.1]",,Ground Pass,,42.068634,,,,Martin Hinteregger,8307.0,,,,,,1,From Free Kick,Daniel Bachmann,21532.0,Goalkeeper,5,Austria,915,['4ec5a6a8-4878-4b1c-b143-6ccf327ed0c3'],51,,,,,,,,,,,,,,,,Austria,915,00:01:51.959,Pass,
,,,,,,,,,,,,,,,,,,2.043818,,,,,,,,,,,,,0de63764-1860-497a-b236-6a02aead30fb,135,,"[27.8, 18.1]",3788756,1,,,,,0.34045026,,Right Foot,,,"[54.9, 27.7]",,Ground Pass,,28.75013,,,,Christoph Baumgartner,24977.0,,,,,,1,From Free Kick,Martin Hinteregger,8307.0,Left Center Back,5,Austria,915,['20ac6b23-0a38-43d4-af53-44e15dd4dc98'],57,,,,,,,,,,,,,,,,Austria,915,00:01:57.819,Pass,
,,,,,,,,,,,,,,,,,,1.005403,,,,,,,,,,,,,2375827e-3c22-4c2d-86b9-f66e7123beb1,139,,"[55.8, 28.9]",3788756,1,,,,,-1.3924781,,Right Foot,,,"[58.9, 11.7]",,Ground Pass,,17.477127,,,,Marcel Sabitzer,8518.0,,,,,,1,From Free Kick,Christoph Baumgartner,24977.0,Right Center Forward,5,Austria,915,['c1238b38-0a8e-4cbf-baf3-09f5dcc989da'],59,,,,,,,,,,,,,,,,Austria,915,00:01:59.903,Pass,
,,,,,,,,,,,,,,,,,,0.647419,,,,,,,,,,,,,39f7a78f-e586-4d0a-828e-67360feea974,146,,"[62.1, 66.9]",3788756,2,,,,,-1.1148212,,Right Foot,,,"[69.8, 51.2]",,Ground Pass,,17.486567,,,,Georginio Wijnaldum,3567.0,,,,,,1,Regular Play,Marten de Roon,6994.0,Right Defensive Midfield,6,Netherlands,941,['7cbd95dd-fadb-47c7-8a09-c7e98817f4e0'],4,,,,,,,,,,,,,,,,Netherlands,941,00:02:04.324,Pass,
