ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.21925,,,,,,,,,,,,,8d2ac0f3-cd4a-4a68-938a-8c7418818673,19,,"[27.8, 69.0]",3775597,0,,,,,0.111890264,,Right Foot,,,,"[45.6, 71.0]",,Ground Pass,,17.912006,,,,Jackie Groenen,10654.0,,,,,,1,From Kick Off,Amy Turner,31533.0,Right Center Back,2,Manchester United,1475,['bae8fb4e-25c7-4251-b0c2-5ce07c1d0550'],9,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:09.781,Pass,
,,,,,,,,,,,,,,,,,0.865625,,,,,,,,,,,,,321e6e77-43b6-496e-a629-6cf18a58abc1,21,,"[46.0, 71.0]",3775597,0,,,,,0.87029994,,Right Foot,,,,"[50.3, 76.1]",,Low Pass,,6.670832,,Incomplete,,Ella Toone,31534.0,,,,,,1,From Kick Off,Jackie Groenen,10654.0,Left Defensive Midfield,2,Manchester United,1475,"['4a415cc3-50a1-48ab-893b-5328c88dfb86', 'ff1b5c72-c314-4fa7-a378-89d8a9e4a2ca']",11,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:11.000,Pass,
,,,,,,,,,,,,,,,,,2.985157,,,,,,,,,,,,,ec0c6c9e-65e9-4667-b922-8d16e4f10a77,27,,"[30.0, 76.5]",3775597,0,,,,True,-0.20401798,,,,,,"[50.3, 72.3]",,Low Pass,,20.72993,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Martha Harris,32618.0,Right Back,2,Manchester United,1475,"['2e6a2fd2-c5eb-46d5-8b46-3ef5a3c17b96', '89f90dc8-2a99-46db-9104-34266ea800fa']",18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:18.023,Pass,True
,,,,,,,,,,,,,,,,,2.245143,,,,,,,,,,,,,2e6a2fd2-c5eb-46d5-8b46-3ef5a3c17b96,28,,"[69.8, 7.8]",3775597,0,,,,,-3.1120446,,Right Foot,,,,"[49.5, 7.2]",,Ground Pass,,20.308865,,,,Lia Wälti,10405.0,,,,,Recovery,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,3,Arsenal WFC,968,"['ba0aab8c-3e64-4a06-ad29-d95953c78e1a', 'ec0c6c9e-65e9-4667-b922-8d16e4f10a77']",21,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:21.008,Pass,
,,,,,,,,,,,,,,,,,1.619411,,,,,,,,,,,,,742b331a-3a4f-4b7a-bdbb-b38e8135f765,31,,"[41.3, 9.8]",3775597,0,,,,,1.7177017,,Right Foot,,,,"[35.1, 51.7]",,Ground Pass,,42.356228,,,,Carlotte Wubben-Moy,49697.0,,True,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['33f2a1c2-8442-491c-8e85-26162db59b83'],25,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:25.829,Pass,
,,,,,,,,,,,,,,,,,2.014499,,,,,,,,,,,,,49d5a6d5-f997-4134-bcc0-5e680d1ceded,34,,"[33.4, 55.3]",3775597,0,,,,,-1.9869337,,Right Foot,,,,"[21.6, 28.6]",,Ground Pass,,29.191265,,,,Manuela Zinsberger,10237.0,,,,,,1,Regular Play,Carlotte Wubben-Moy,49697.0,Right Center Back,3,Arsenal WFC,968,['4fc32d81-7673-48de-921d-3059afad1fcd'],28,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:28.583,Pass,
,,,,,,,,,,,,,,,,,1.82253,,,,,,,,,,,,,32f1425e-7dcf-4fdc-9425-e2680df5c102,37,,"[21.6, 28.2]",3775597,0,,,,,-1.340128,,Right Foot,,,,"[24.7, 15.0]",,Ground Pass,,13.55913,,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,3,Arsenal WFC,968,['b1db86ec-0e65-4e08-8b1c-5325823108c7'],31,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:31.968,Pass,
,,,,,,,,,,,,,,,,,1.036788,,,,,,,,,,,,,a61710d0-0f8e-4c26-8379-83c7818c9261,41,,"[39.4, 7.9]",3775597,0,,,,,-0.12486993,,Left Foot,,,,"[63.3, 4.9]",,Ground Pass,,24.08755,,,,Caitlin Jade Foord,11338.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,"['802cb0fa-e3e2-4913-971d-e005c8d97245', '8971c9a0-4bea-4af4-92bc-829193e3315f']",36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:36.621,Pass,True
,,,,,,,,,,,,,,,,,0.997024,,,,,,,,,,,,,1e9ae718-a36a-4f11-8784-2456432ad554,45,,"[63.8, 4.4]",3775597,0,,,,,-2.961739,,Right Foot,,,,"[55.0, 2.8]",,Low Pass,,8.944272,,Incomplete,,,,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Left Wing,3,Arsenal WFC,968,['73e30507-ed87-484e-84f8-4d157f231e2c'],37,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:37.792,Pass,
,,,,,,,,,,,,,,,,,1.580846,,,,,,,,,,,,,298de404-c427-417a-9966-1d1ab36b3369,47,,"[62.6, 0.1]",3775597,0,,,,,0.34428528,,,,,,"[87.7, 9.1]",,High Pass,,26.66477,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Katie McCabe,15620.0,Left Back,4,Arsenal WFC,968,['ae743071-6ac5-4b6a-996d-feeb29a35422'],56,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:56.861,Pass,
,,,,,,,,,,,,,,,,,4.292487,,,,,,,,,,,,,2f936e32-101c-400f-b66d-6b07a84efae6,54,,"[73.4, 7.7]",3775597,1,,True,,,-0.030033885,,Right Foot,,,,"[120.0, 6.3]",,Ground Pass,,46.621025,,Out,,,,,,,,Free Kick,1,From Free Kick,Katie McCabe,15620.0,Left Back,6,Arsenal WFC,968,,19,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:19.258,Pass,
,,,,,,,,,,,,,,,,,0.899794,,,,,,,,,,,,,e1020c37-7242-4360-aa5f-06bb46b2c1db,55,,"[7.0, 44.1]",3775597,1,,True,,,-1.2575202,,Right Foot,,,,"[11.6, 29.9]",,Ground Pass,,14.926487,,,,Millie Turner,31536.0,,,,,Goal Kick,1,From Goal Kick,Mary Alexandra Earps,31538.0,Goalkeeper,7,Manchester United,1475,['6c77ea51-a7f8-4a36-b322-a030b545b74b'],39,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:39.281,Pass,
,,,,,,,,,,,,,,,,,1.04128,,,,,,,,,,,,,18a1ed90-9a4b-456e-97af-fe6f6a500447,57,,"[11.6, 29.9]",3775597,1,,True,,,1.8253167,,Right Foot,,,,"[8.4, 42.2]",,Ground Pass,,12.709445,,,,Mary Alexandra Earps,31538.0,,,,,,1,From Goal Kick,Millie Turner,31536.0,Left Center Back,7,Manchester United,1475,['4165870e-fd62-4969-b65c-a083591d44ab'],40,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:40.706,Pass,
,,,,,,,,,,,,,,,,,1.617283,,,,,,,,,,,,,8522d80d-8715-476a-acb2-d9d8b778568d,59,,"[6.5, 47.2]",3775597,1,,,,,1.1444979,,Right Foot,,,,"[16.9, 70.1]",,Ground Pass,,25.150944,,,,Amy Turner,31533.0,,,,,,1,From Goal Kick,Mary Alexandra Earps,31538.0,Goalkeeper,7,Manchester United,1475,['20617626-0da5-4e31-b3ab-ddb2907624d6'],43,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:43.145,Pass,
,,,,,,,,,,,,,,,,,1.333629,,,,,,,,,,,,,7dfb17c5-7640-4df8-a07a-5d048e7ce43b,62,,"[24.0, 72.7]",3775597,1,,,,,0.13821092,,Right Foot,,,,"[50.6, 76.4]",,Ground Pass,,26.856098,,,,Martha Harris,32618.0,,,,,,1,From Goal Kick,Amy Turner,31533.0,Right Center Back,7,Manchester United,1475,['15a4931d-6439-4c64-8e48-a47d11d822e4'],47,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:47.557,Pass,
,,,,,,,,,,,,,,,,,0.829315,,,,,,,,,,,,,9bef5479-7454-45d4-a591-5dd0c52711fc,66,,"[43.5, 76.6]",3775597,1,,,,,3.1035159,,Left Foot,,,,"[33.0, 77.0]",,Ground Pass,,10.507616,,Incomplete,,Amy Turner,31533.0,,,,,,1,From Goal Kick,Martha Harris,32618.0,Right Back,7,Manchester United,1475,"['1671d3d8-d32a-4644-8747-ea63980e6f64', '9104214a-9425-459b-8397-f1d828a60c73']",52,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:52.342,Pass,
,,,,,,,,,,,,,,,,,0.614889,,,,,,,,,,,,,d359c833-dcf6-4399-9dcf-57e78d45a681,71,,"[85.4, 7.2]",3775597,1,,,,,1.9956285,,Right Foot,,,,"[81.6, 15.6]",,Ground Pass,,9.219544,,,,Caitlin Jade Foord,11338.0,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,8,Arsenal WFC,968,"['759cc438-2c77-4d72-b4e2-0ef93962d5d5', '86394e53-1d05-4f60-8d6b-5b7184fe5cb2']",54,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:54.375,Pass,True
,,,,,,,,,,,,,,,,,2.239909,,,,,,,,,,,,,246b083f-4880-427b-95ed-5f63af97fbe7,74,,"[88.8, 19.4]",3775597,1,,,,,0.20401798,,Right Foot,,,,"[109.1, 23.6]",,Ground Pass,,20.72993,,,,Vivianne Miedema,15623.0,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Left Wing,8,Arsenal WFC,968,['a14a7912-5fb6-456f-b0dc-67f8a3254c35'],56,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:56.978,Pass,
,,,,,,,,,,,,,,,,,0.065706,,,,,,,,,,,,,9c676bd8-7f02-4265-b789-e15f3263f922,77,,"[112.0, 25.3]",3775597,1,,,,,1.4352686,,Left Foot,,,,"[112.9, 31.9]",,Ground Pass,,6.661081,,Incomplete,,Bethany Mead,15619.0,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,8,Arsenal WFC,968,"['b3f9ba83-6b73-4451-85a6-e76d83ab36ba', 'e8609590-486a-4d49-b64f-120d6876891e']",59,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:59.241,Pass,
,,,,,,,,,,,,,,,,,0.452603,,,,,,,,,,,,,2c6e7605-6481-4042-a745-ce46e778ef2b,84,,"[61.0, 40.1]",3775597,2,,True,,,3.0252376,,Right Foot,,,,"[45.6, 41.9]",,Ground Pass,,15.504838,,,,Katie Zelem,31540.0,,,,,Kick Off,1,From Kick Off,Lucy Staniforth,15562.0,Center Attacking Midfield,9,Manchester United,1475,['e64485a7-a832-4476-be65-e08bed8f7bb1'],40,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:40.869,Pass,
,,,,,,,,,,,,,,,,,1.518945,,,,,,,,,,,,,13d97a3c-a586-4cec-90bf-e3792f1d9b16,86,,"[43.9, 40.8]",3775597,2,,True,,,-1.139439,,Right Foot,,,,"[57.8, 10.6]",,Ground Pass,,33.2453,,,,Ona Batlle Pascual,46639.0,,,,,,1,From Kick Off,Katie Zelem,31540.0,Right Defensive Midfield,9,Manchester United,1475,['d4c4c9d6-4bba-45f5-8bec-840c1debc2aa'],43,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:43.865,Pass,
,,,,,,,,,,,,,,,,,1.172236,,,,,,,,,,,,,0b5d8cbf-5a91-4bca-8e76-cacd79288876,88,,"[52.0, 11.1]",3775597,2,,,,,-0.48995733,,Right Foot,,,,"[64.0, 4.7]",,Ground Pass,,13.6,,,,Lauren James,31531.0,,,,,,1,From Kick Off,Ona Batlle Pascual,46639.0,Left Back,9,Manchester United,1475,['32cc5e4f-0e73-42e4-a379-d6887a2ddd91'],45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:45.508,Pass,
,,,,,,,,,,,,,,,,,3.101702,,,,,,,,,,,,,10ba1f5f-49a6-45ab-bb85-44dd114334cb,91,,"[71.7, 28.8]",3775597,2,,,,,1.4033962,,Right Foot,,,,"[79.0, 72.0]",,Ground Pass,,43.812443,,,,Martha Harris,32618.0,,True,,,,1,From Kick Off,Lauren James,31531.0,Left Wing,9,Manchester United,1475,['34d986d1-5e6e-458d-8962-6ed5aa498e56'],52,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:52.193,Pass,
,,,,,,,,,,,,,,,,,0.519398,,,,,,,,,,,,,8072cdd2-3cde-40f6-b238-78dbd86e4a64,94,,"[83.9, 74.2]",3775597,2,,,,,-0.15913673,,Right Foot,,,,"[92.0, 72.9]",,Ground Pass,,8.203658,,Incomplete,,Jackie Groenen,10654.0,,,,,,1,From Kick Off,Martha Harris,32618.0,Right Back,9,Manchester United,1475,"['769c7d53-8269-4665-8362-a85e67de1f9c', 'bc6ab443-fa5c-40b3-b0e4-fc698cdc81d3']",57,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:57.048,Pass,
,,,,,,,,,,,,,,,,,0.69876,,,,,,,,,,,,,c158589d-fb40-4c84-b377-e952c55148f2,97,,"[97.2, 80.0]",3775597,3,,True,,,-2.0200565,,,,,,"[91.8, 68.8]",,High Pass,,12.433825,,,,Katie Zelem,31540.0,,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Right Back,10,Manchester United,1475,['4f8ec6c7-5e30-4a1e-b5b3-2577be73e05b'],8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:08.268,Pass,
,,,,,,,,,,,,,,,,,1.460159,,,,,,,,,,,,,09e9a2d1-b9ae-4406-a8ac-0a188af8ae0d,99,,"[91.6, 69.5]",3775597,3,,True,,,-1.8925469,,Right Foot,,,,"[90.3, 65.6]",,Low Pass,,4.110961,,,,Ella Toone,31534.0,,,,,,1,From Throw In,Katie Zelem,31540.0,Right Defensive Midfield,10,Manchester United,1475,['21d2c64c-0a6d-416f-9617-bfde3ff7fc07'],10,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:10.371,Pass,
,,,,,,,,,,,,,,,,,0.707325,,,,,,,,,,,,,5c126d97-50b9-4720-b284-dee1e45bb43e,101,,"[88.4, 64.1]",3775597,3,,,,,0.24053425,,Right Foot,,,,"[93.7, 65.4]",,Ground Pass,,5.4571056,,,,Jackie Groenen,10654.0,,,,,,1,From Throw In,Ella Toone,31534.0,Right Wing,10,Manchester United,1475,['c63044ed-e2bd-47df-8755-71b100b6d1f9'],12,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:12.939,Pass,
,,,,,,,,,,,,,,,,,0.779949,,,,,,,,,,,,,cb51abf3-83ae-4430-a907-85b2fc5ffe34,105,,"[85.0, 71.8]",3775597,3,,,,,-1.401018,,Right Foot,,,,"[86.2, 64.8]",,Ground Pass,,7.1021123,,,,Ella Toone,31534.0,,,,,,1,From Throw In,Jackie Groenen,10654.0,Left Defensive Midfield,10,Manchester United,1475,['04b7f147-fb98-4f0f-a252-cb9917bf2eae'],17,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:17.299,Pass,
,,,,,,,,,,,,,,,,,0.853887,,,,,,,,,,,,,711fe0df-3ce3-419c-ad25-ffd9d076b23d,107,,"[86.2, 64.3]",3775597,3,,,,,1.6270748,,Right Foot,,,,"[85.8, 71.4]",,Ground Pass,,7.1112585,,,,Jackie Groenen,10654.0,,,,,,1,From Throw In,Ella Toone,31534.0,Right Wing,10,Manchester United,1475,['dbbf8791-c453-4da1-9321-2a8d1f6e28f9'],18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:18.079,Pass,
,,,,,,,,,,,,,,,,,0.296385,,,,,,,,,,,,,4cd6c946-38f7-4ead-b0ec-3a4fa0d24776,110,,"[85.8, 71.2]",3775597,3,,,,,0.45577377,,Right Foot,,,,"[90.9, 73.7]",,Ground Pass,,5.6797886,,Incomplete,,Martha Harris,32618.0,,,,,,1,From Throw In,Jackie Groenen,10654.0,Left Defensive Midfield,10,Manchester United,1475,"['4eb45cde-b67d-4735-97d1-5c2d02bf87bc', 'c00b5383-a73a-40f3-b26c-46e230eafef4']",19,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:19.400,Pass,
,,,,,,,,,,,,,,,,,0.843516,,,,,,,,,,,,,a4c5f421-f411-4adc-9cc2-9e5247b00a3e,113,,"[93.1, 80.0]",3775597,3,,,,,-1.825421,,,,,,"[91.2, 72.7]",,Low Pass,,7.543209,,,,Lucy Staniforth,15562.0,,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Right Back,11,Manchester United,1475,['06ec929c-97aa-4e2f-8384-4a197bcf331a'],30,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:30.376,Pass,
,,,,,,,,,,,,,,,,,0.577378,,,,,,,,,,,,,9369ae72-b1e7-49d8-9f7f-44a2b62b8174,115,,"[91.2, 72.5]",3775597,3,,,,,2.2292216,,Right Foot,,,,"[87.1, 77.8]",,Low Pass,,6.700746,,,,Martha Harris,32618.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Center Attacking Midfield,11,Manchester United,1475,['82e671b2-82f1-413c-9c64-e64abb86de4f'],31,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:31.219,Pass,
,,,,,,,,,,,,,,,,,0.953802,,,,,,,,,,,,,7b956212-30e1-474d-b545-1f99c73dec19,118,,"[85.0, 77.8]",3775597,3,,,,,-0.38191882,,Right Foot,,,,"[97.2, 72.9]",,Low Pass,,13.1472435,,Incomplete,,,,,,,,,1,From Throw In,Martha Harris,32618.0,Right Back,11,Manchester United,1475,['e28b025e-bd2d-4c8c-a822-0efc99d5f6b3'],33,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:33.563,Pass,
