50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.753799,,,,,,,,,,,f94a0919-22e7-48bb-a3d1-003ee32ed723,37,,,"[71.2, 45.0]",3775547,0,,,,-2.506876,,Right Foot,,,,"[60.2, 36.9]",,Low Pass,,13.660527,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,3,Manchester City WFC,746,['f7dc5622-3b78-4afe-be3c-56b54bc9f644'],30,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:30.725,Pass,
,,,,,,,,,,,,,,,,,,,0.954565,,,,,,,,,,,567cfc28-20d5-47ce-9fa9-e459bb1ffee6,41,,,"[64.8, 27.9]",3775547,0,,,,-0.35485104,,Left Foot,,,,"[87.2, 19.6]",,Ground Pass,,23.88828,,,Ellen White,10180.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Center Back,3,Manchester City WFC,746,['b2243963-7a4f-4a84-8674-f04945bb4c50'],34,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:34.860,Pass,
,,,,,,,,,,,,,,,,,,,1.359156,,,,,,,,,,,2f94337f-66db-4049-b974-5a52a59502fe,44,,,"[98.9, 14.6]",3775547,0,,,,-0.55085754,,Right Foot,,,,"[112.9, 6.0]",,Ground Pass,,16.43046,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Ellen White,10180.0,Center Forward,3,Manchester City WFC,746,['ed48d815-9c8f-4733-bde4-5325a2151f75'],38,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:38.420,Pass,
,,,,,,,,,,,,,,,,,,,1.578833,,,,,,,,,,,d209ac40-6dae-4c1a-b335-82b19d647be0,47,,,"[112.9, 6.0]",3775547,0,,,,3.1140766,,Left Foot,,,,"[102.0, 6.3]",,Ground Pass,,10.904128,,,Esme Beth Morgan,4649.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Wing,3,Manchester City WFC,746,['20286c15-56ec-4259-baed-2383d53af05a'],41,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:41.098,Pass,
,,,,,,,,,,,,,,,,,,,1.871861,,,,,,,,,,,45a25f56-9643-4a85-ba66-eb9078808c45,50,,,"[100.8, 6.7]",3775547,0,,,,2.7916806,,Left Foot,,,,"[79.7, 14.4]",,Ground Pass,,22.461077,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Left Back,3,Manchester City WFC,746,['815045b5-490f-49ac-9d62-e9dc83cfd0f4'],43,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:43.710,Pass,
,,,,,,,,,,,,,,,,,,,2.803422,,,,,,,,,,,cdddbf03-1977-44c1-b153-848536904b01,53,,,"[79.7, 16.7]",3775547,0,,,,1.9486474,,Left Foot,,,,"[66.8, 49.2]",,Ground Pass,,34.966557,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Center Back,3,Manchester City WFC,746,['449e5498-e1d4-4b35-a7ed-397c8e41762a'],46,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:46.066,Pass,
,,,,,,,,,,,,,,,,,,,3.768588,,,,,,,,,,,af425eac-33eb-42a8-a5a5-c5cef18de109,56,,,"[66.6, 50.8]",3775547,0,,,,-0.46686822,,Right Foot,,,,"[116.2, 25.8]",,High Pass,,55.544216,,Incomplete,Ellen White,10180.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,"['5f181109-e711-439f-9be0-f3967489b4ed', '789a33ee-2593-46f9-9476-ea03f05a8295']",51,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:51.738,Pass,
,,,,,,,,,,,,,,,,,,,5.517243,,,,,,,,,,,9acee841-0f5c-49d1-b33e-0ad4769bbe81,61,,,"[13.9, 43.9]",3775547,1,,,,0.30669352,,Drop Kick,,,,"[102.0, 71.8]",,High Pass,,92.41223,,Incomplete,Claudia Walker,15580.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,3,Manchester City WFC,746,"['6dcc4c93-677a-4613-b298-533be921d1b5', 'f125567a-36cd-4914-b900-c09066de19c3']",15,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:15.950,Pass,
,,,,,,,,,,,,,,,,,,,1.545571,,,,,,,,,,,67c2a802-bd51-4ff6-bae9-595b9d9db767,66,,,"[7.9, 7.5]",3775547,1,,,,1.5707964,,Right Foot,,,,"[7.9, 16.5]",,Ground Pass,,9.0,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Left Back,3,Manchester City WFC,746,"['a85e5aae-8ed2-4007-882a-5e77acfc8889', 'e7dc0c8e-44e2-4100-98ce-6a3685ac16fa']",23,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:23.346,Pass,True
,,,,,,,,,,,,,,,,,,,1.537645,,,,,,,,,,,b89b2aad-3b0b-4270-a0eb-0c5177ba2de8,69,,,"[7.9, 16.3]",3775547,1,,,,-1.04473,,Left Foot,,,,"[16.9, 0.8]",,High Pass,,17.923449,,Out,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Center Back,3,Manchester City WFC,746,['eb3f5e24-2607-4921-aa78-d24b17892cd5'],26,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:26.216,Pass,
,,,,,,,,,,,,,,,,,,,1.09956,,,,,,,,,,,e2589481-340a-4b9b-af15-3ae7a8bc3502,71,,,"[110.8, 80.0]",3775547,1,,,,-1.2490457,,,,,,"[115.5, 65.9]",,High Pass,,14.862705,,,Sarah Emma Mayling,19500.0,,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Wing Back,4,Birmingham City WFC,969,['939a3b9c-817f-40ae-94e5-03ae92cff57b'],48,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:48.864,Pass,
,,,,,,,,,,,,,,,,,,,1.387523,,,,,,,,,,,5bf4097f-b922-4d50-82a9-643164a8a7ab,74,,,"[115.5, 65.9]",3775547,1,,,True,-1.9309895,,,,,,"[112.6, 58.2]",,High Pass,,8.228001,,Incomplete,Ruesha Littlejohn,35406.0,,,,,,,1,From Throw In,Sarah Emma Mayling,19500.0,Right Defensive Midfield,4,Birmingham City WFC,969,"['5c05c9ad-3887-4e87-87ea-15722f6fe36c', 'c471b9f8-6796-4f39-8c2b-ec7d2500ecad', 'e54edbea-fe67-4643-a856-9098377147c0']",50,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:50.155,Pass,True
,,,,,,,,,,,,,,,,,,,1.082113,,,,,,,,,,,94ca3865-8ceb-4741-86be-514163941812,79,,,"[3.1, 25.2]",3775547,1,,,,-1.706324,,Right Foot,,,,"[2.5, 20.8]",,Low Pass,,4.4407206,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Laura Coombs,19416.0,Center Defensive Midfield,5,Manchester City WFC,746,"['8c582057-3448-4909-853d-aee1129fac03', 'cd1eb62f-9a38-4905-9a5d-359d9f5d9d13']",53,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:53.142,Pass,True
,,,,,,,,,,,,,,,,,,,1.388018,,,,,,,,,,,dce7eb18-9390-4967-b2b3-a6d9ad026bfd,81,,,"[2.7, 21.5]",3775547,1,,,,0.07982998,,Right Foot,,,,"[17.7, 22.7]",,Low Pass,,15.047923,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Center Back,5,Manchester City WFC,746,['f39f7d51-0eb9-46c0-9e7f-6b83fc368df7'],54,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:54.224,Pass,
,,,,,,,,,,,,,,,,,,,0.48736,,,,,,,,,,,4e027a52-c8df-4ada-afb0-e51a59b5cde7,85,,,"[20.6, 25.2]",3775547,1,,,,-1.1861916,,Right Foot,,,,"[22.3, 21.0]",,Low Pass,,4.5310044,,Incomplete,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,"['005b73d6-d89e-4855-b2f1-9089656f3e83', '9b82eaa3-18fe-43b5-9636-610a9c74b37f', 'a8fe9a33-e729-455a-900a-b2fa98bec953']",56,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:56.563,Pass,True
,,,,,,,,,,,,,,,,,,,2.581336,,,,,,,,,,,f64688fc-cb26-423b-8bba-13d1f66a1577,94,,,"[55.4, 10.4]",3775547,2,,,,0.06937489,,Left Foot,,,,"[88.5, 12.7]",,Ground Pass,,33.179813,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,['63d28493-2d9b-4552-b001-334b38b0452b'],3,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:03.603,Pass,
,,,,,,,,,,,,,,,,,,,0.414919,,,,,,,,,,,a178bf68-4888-4510-86e3-fa55f695337c,97,,,"[113.3, 22.5]",3775547,2,,,,1.7910451,,Left Foot,,,,"[111.8, 29.2]",,Low Pass,,6.8658576,,Incomplete,Ellen White,10180.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Wing,5,Manchester City WFC,746,"['945b78f3-3f1f-4669-a979-2f088221069b', 'fb84707f-89d6-49a5-8c76-6baf6f4508d2']",9,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:09.209,Pass,
,,,,,,,,,,,,,,,,,,,1.350967,,,,,,,,,,,317722d2-b019-4d49-b07c-12d4be733644,100,,,"[112.4, 11.5]",3775547,2,,,,2.0481417,,Right Foot,,,,"[106.4, 23.1]",,Ground Pass,,13.059862,,,Caroline Weir,10188.0,,,,,,Recovery,1,Regular Play,Lauren Hemp,15555.0,Left Wing,5,Manchester City WFC,746,['47dd8a47-89b2-4e2d-8025-9d4819d985c3'],12,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:12.293,Pass,
,,,,,,,,,,,,,,,,,,,1.315386,,,,,,,,,,,e9c9bfa2-de9d-4f20-8018-f2959e46bfe9,103,,,"[106.4, 23.1]",3775547,2,,,,-0.7204011,,Left Foot,,,,"[115.4, 15.2]",,Ground Pass,,11.975391,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,['c86ee64c-3fce-4faf-91ce-262ea01a0e65'],14,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:14.972,Pass,
,,,,,,,,,,,,,,,,,,,0.28151,,,,,,,,,,,5894219b-3c6f-45f0-abbf-08dcf901e45c,106,,,"[115.4, 15.2]",3775547,2,,,,1.7777885,,Left Foot,,True,,"[113.3, 25.2]",,Low Pass,,10.218122,,Incomplete,,,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Wing,5,Manchester City WFC,746,['9c7309bd-989a-4bef-88af-114dfde80e02'],16,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:16.887,Pass,
,,,,,,,,,,,,,,,,,,,1.590151,,,,,,,,,,,03fb32c5-4439-4e69-9578-d337675ed337,108,,,"[120.0, 0.1]",3775547,2,,,,1.5707964,,Right Foot,,,,"[120.0, 30.4]",,High Pass,True,30.3,,Out,,,,,,Inswinging,,Corner,1,From Corner,Chloe Kelly,15570.0,Right Wing,6,Manchester City WFC,746,,54,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:54.851,Pass,
,,,,,,,,,,,,,,,,,,,2.697803,,,,,,,,,,,83d999ce-9355-489b-a683-ec9af7af7c04,109,,,"[6.0, 44.0]",3775547,3,,,,-0.123766065,,Right Foot,,,,"[68.7, 36.2]",,High Pass,,63.183304,,Incomplete,Lucy Whipp,31566.0,,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,7,Birmingham City WFC,969,"['a35c7db7-3d2e-4dbf-9c3b-77cba9e60d3e', 'a3ad67e9-14fd-4b8d-b41e-260158a82de1']",32,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:32.152,Pass,
,,,,,,,,,,,,,,,,,,,0.773185,,,,,,,,,,,69f6faf0-47e1-4625-8e37-7bc94e46b5fb,116,,,"[63.3, 38.3]",3775547,3,,,,-3.009041,,Right Foot,,,,"[57.3, 37.5]",,Ground Pass,,6.053098,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Chloe Kelly,15570.0,Right Wing,8,Manchester City WFC,746,['9136279e-529c-4675-8a0f-4d9200b586ec'],37,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:37.795,Pass,
,,,,,,,,,,,,,,,,,,,0.781313,,,,,,,,,,,94407d65-413d-4e9b-8022-e9b698b592ca,119,,,"[57.3, 37.5]",3775547,3,,,,-0.68461716,,Right Foot,,,,"[62.2, 33.5]",,Ground Pass,,6.325346,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,8,Manchester City WFC,746,['06087df9-c3e0-4347-92fe-29b806c5ba6c'],38,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:38.962,Pass,
,,,,,,,,,,,,,,,,,,,1.217527,,,,,,,,,,,e6d1990a-b617-4cbf-8320-8c7617a1624e,121,,,"[62.2, 33.5]",3775547,3,,,,-2.7204032,,Left Foot,,,,"[49.7, 27.9]",,Ground Pass,,13.69708,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,8,Manchester City WFC,746,['53a6adab-13b8-4e49-9d63-24205d6c842e'],39,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:39.744,Pass,
,,,,,,,,,,,,,,,,,,,1.064147,,,,,,,,,,,d7eddf76-9eab-4a75-8621-07e7562e6f63,124,,,"[49.7, 27.9]",3775547,3,,,,-0.111535184,,Right Foot,,,,"[62.2, 26.5]",,Ground Pass,,12.5781555,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Center Back,8,Manchester City WFC,746,['03bb8b25-2d8f-4543-ac72-70602bc8bdb3'],42,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:42.068,Pass,
