50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.399783,,,,,,,,,,,,,,,49454d4b-507f-46a9-a682-55329016ce5a,16,,"[7.0, 41.0]",19752,0,,,1.1284221,,,Right Foot,,,,"[16.0, 60.0]",,Ground Pass,21.023796,,Jill Scott,10172.0,,,,,,1,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,3,Manchester City WFC,746,['4b704847-06f0-445c-9079-9a4a44bfe4ca'],17,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:17.708,Pass,
,,,,,,,,,,,,,1.384438,,,,,,,,,,,,,,,8af19566-bcb1-4fa1-8aaf-36bdd56a251c,19,,"[19.0, 61.0]",19752,0,,,-0.348771,,,Right Foot,,,,"[30.0, 57.0]",,Ground Pass,11.7046995,,Keira Walsh,4658.0,,,,,,1,From Throw In,Jill Scott,10172.0,Right Center Midfield,3,Manchester City WFC,746,['946f68d5-ce3e-46e6-8061-1450341eb059'],20,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:20.479,Pass,
,,,,,,,,,,,,,0.8208,,,,,,,,,,,,,,,e9c4d300-565f-47b5-ab8d-f942f99d1b74,23,,"[36.0, 71.0]",19752,0,,,1.3734008,,,Right Foot,,,,"[37.0, 76.0]",,Ground Pass,5.0990195,,Gemma Bonner,15554.0,,,,,,1,From Throw In,Keira Walsh,4658.0,Center Defensive Midfield,3,Manchester City WFC,746,['2483ccf3-8b6f-4f90-b0ec-b09c11348d2e'],25,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:25.275,Pass,
,,,,,,,,,,,,,1.369505,,,,,,,,,,,,,,,a7c2f77b-a677-4db9-bbb2-cc1b02b1350b,26,,"[37.0, 76.0]",19752,0,,,-2.5722795,,,Right Foot,,,,"[12.0, 60.0]",,Ground Pass,29.681644,,Stephanie Houghton,10185.0,,,,,,1,From Throw In,Gemma Bonner,15554.0,Right Back,3,Manchester City WFC,746,['a022604d-842f-4c73-b8ab-3f474d10385c'],26,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:26.136,Pass,
,,,,,,,,,,,,,1.429349,,,,,,,,,,,,,,,3f6d9932-af9d-4c41-9bcb-1fadd005fa39,29,,"[12.0, 60.0]",19752,0,,,-1.6756732,,,Right Foot,,,,"[10.0, 41.0]",,Ground Pass,19.104973,,Ellie Roebuck,4637.0,,,,,,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,['e79b22f1-ca9a-41ee-995a-d602b0f21a21'],29,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:29.029,Pass,
,,,,,,,,,,,,,1.265641,,,,,,,,,,,,,,,7d0ce953-e16c-43fb-b065-dd735076d0f8,32,,"[15.0, 36.0]",19752,0,,,-0.98279375,,,Right Foot,,,,"[23.0, 24.0]",,Ground Pass,14.422205,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,3,Manchester City WFC,746,['8eaa10dd-47aa-4c67-a006-c9e03a4e573a'],32,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:32.160,Pass,
,,,,,,,,,,,,,1.215171,,,,,,,,,,,,,,,f4bcb0ac-4da6-42ba-a54d-e426bf30e187,35,,"[23.0, 24.0]",19752,0,,,0.9272952,,,Right Foot,,,,"[29.0, 32.0]",,Ground Pass,10.0,,Keira Walsh,4658.0,,,,,,1,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Manchester City WFC,746,['310d67f3-8e41-4f9b-9bc2-1f6b2d003340'],34,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:34.229,Pass,
,,,,,,,,,,,,,2.435824,,,,,,,,,,,,,,,d1b710fc-192f-4a50-98ec-72c23d581ba7,38,,"[31.0, 31.0]",19752,0,,,2.70175,,,Right Foot,,,,"[14.0, 39.0]",,Ground Pass,18.788294,,Ellie Roebuck,4637.0,,,,,,1,From Throw In,Keira Walsh,4658.0,Center Defensive Midfield,3,Manchester City WFC,746,['b71adad1-ec88-4889-8de9-06f11a35d248'],37,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:37.506,Pass,
,,,,,,,,,,,,,1.741145,,,,,,,,,,,,,,,ba2d28c7-4be5-440f-854c-748cb7734d87,41,,"[16.0, 43.0]",19752,0,,,0.9600704,,,Right Foot,,,,"[30.0, 63.0]",,Ground Pass,24.41311,,Stephanie Houghton,10185.0,,,,,,1,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,3,Manchester City WFC,746,['8fdfa358-e350-4d5e-8ccd-88fe64d419e8'],41,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:41.380,Pass,
,,,,,,,,,,,,,5.7065,,,,,,,,,,,,,,,7b3666af-a000-4ad5-bf37-b6298ea086ad,44,,"[37.0, 67.0]",19752,0,,,-0.07304057,,,Right Foot,,,,"[119.0, 61.0]",,High Pass,82.219215,,Nikita Parris,4654.0,,,,,,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,['e4f686c7-aa97-4a8c-8671-6475809f6abf'],45,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:45.439,Pass,
,,,,,,,,,,,,,3.577137,,,,,,,,,,,,,,,4fc7c68f-e9c6-4955-8691-d519b20f3683,48,,"[6.0, 40.0]",19752,1,,,-0.22049376,,,Right Foot,,,,"[64.0, 27.0]",,High Pass,59.439045,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Anke Preuß,15626.0,Goalkeeper,4,Liverpool WFC,966,['af00f92f-3a0b-4ca8-a5c5-eefb1bef7434'],17,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:17.448,Pass,
,,,,,,,,,,,,,1.4414,,,,,,,,,,,,,,,af00f92f-3a0b-4ca8-a5c5-eefb1bef7434,49,,"[57.0, 54.0]",19752,1,,,0.11065722,,,Head,,,,"[75.0, 56.0]",,High Pass,18.110771,,Nikita Parris,4654.0,,,,,Recovery,1,From Goal Kick,Stephanie Houghton,10185.0,Right Center Back,4,Liverpool WFC,966,"['24caab14-0d45-4af9-963d-70af5238bac5', '4fc7c68f-e9c6-4955-8691-d519b20f3683']",21,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:21.025,Pass,
,,,,,,,,,,,,,1.665963,,,,,,,,,,,,,,,35cb8705-9786-4ee4-af80-eee59139914f,53,,"[49.0, 25.0]",19752,1,,,-0.4048918,,,Left Foot,,,,"[63.0, 19.0]",,High Pass,15.231546,,Yana Daniëls,10093.0,,,,,Recovery,1,From Goal Kick,Rhiannon Roberts,19779.0,Center Defensive Midfield,4,Liverpool WFC,966,['d4146eb0-3fa6-49e6-bd41-1cd3c1b04e60'],23,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:23.244,Pass,
,,,,,,,,,,,,,1.056133,,,,,,,,,,,,,,,83a5f1ec-39b7-41f2-9bd2-6765fe1459cf,57,,"[63.0, 20.0]",19752,1,,,1.6539376,,,Left Foot,,,,"[62.0, 32.0]",,Ground Pass,12.0415945,,Christie Murray,15628.0,,,,,,1,From Goal Kick,Yana Daniëls,10093.0,Left Midfield,4,Liverpool WFC,966,['6049e592-9eea-4111-9d69-1b304b192b4c'],26,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:26.142,Pass,
,,,,,,,,,,,,,4.709471,,,,,,,,,,,,,,,30d7358d-a946-496a-8cf6-23e70d0dc8a0,62,,"[63.0, 31.0]",19752,1,,,-0.52662724,,,Left Foot,,,,"[106.0, 6.0]",,High Pass,49.73932,Incomplete,Rinsola Babajide,15613.0,,,,,,1,From Goal Kick,Christie Murray,15628.0,Right Center Midfield,4,Liverpool WFC,966,"['98bc0049-7c1f-4db0-b684-8c7fddaeb8fd', 'f3c9e47d-57d9-42dd-b5f5-f3b97d55ec98', 'f67b927e-ee0c-4d62-b897-1a359f6c67ff']",27,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:27.440,Pass,True
,,,,,,,,,,,,,3.441356,,,,,,,,,,,,,,,defa9052-b5b2-4168-b925-ba5b7bdb5820,70,,"[66.0, 6.0]",19752,2,,,0.826471,,,Right Foot,,,,"[101.0, 44.0]",,High Pass,51.662365,Incomplete,,,,,,,Free Kick,1,From Free Kick,Laura Coombs,19416.0,Left Center Midfield,5,Liverpool WFC,966,['5c5e16e4-48a2-4ae8-99e2-6a8e31c94950'],1,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:01.987,Pass,
,,,,,,,,,,,,,1.302401,,,,,,,,,,,,,,,3891bf59-48f4-4e44-9eef-6c637f8b3cef,72,,"[20.0, 37.0]",19752,2,,,-0.24497867,,,Head,,,,"[24.0, 36.0]",,High Pass,4.1231055,,Caroline Weir,10188.0,,,,,Recovery,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,6,Manchester City WFC,746,['d45ffc3d-77c1-493e-8f60-896423ea2b9a'],8,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:08.744,Pass,
,,,,,,,,,,,,,1.224709,,,,,,,,,,,,,,,7e2142f2-e6cb-48bf-9a22-8f457aae4af2,74,,"[24.0, 36.0]",19752,2,,,-1.487655,,,Head,,,,"[25.0, 24.0]",,High Pass,12.0415945,,Esme Beth Morgan,4649.0,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,6,Manchester City WFC,746,['2aadc11e-175e-4381-a9cb-471535b78856'],10,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:10.087,Pass,
,,,,,,,,,,,,,1.124305,,,,,,,,,,,,,,,41d20949-f2a2-420c-9718-71e27e141ebe,76,,"[24.0, 23.0]",19752,2,,,0.21866895,,,Head,,,,"[33.0, 25.0]",,High Pass,9.219544,Incomplete,,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Left Back,6,Manchester City WFC,746,['a48c0262-4cfe-4294-bd7b-f788bf843553'],11,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:11.538,Pass,
,,,,,,,,,,,,,0.1874,,,,,,,,,,,,,,,4b68eb81-4a1e-41b4-844a-c68038afd51d,79,,"[91.0, 63.0]",19752,2,,,0.0,,,Right Foot,,,,"[94.0, 63.0]",,Ground Pass,3.0,Incomplete,Niamh Charles,15631.0,,,,,,1,Regular Play,Christie Murray,15628.0,Right Center Midfield,7,Liverpool WFC,966,"['356681a0-7b72-4c4e-b73e-c67c169bc6ad', 'f75d99bc-9aba-4140-b775-20db1d60aeeb']",13,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:13.460,Pass,
,,,,,,,,,,,,,3.302096,,,,,,,,,,,,,,,aba21d1a-11ca-4691-8225-721c780ebfa3,82,,"[79.0, 64.0]",19752,2,,,-2.766322,,,Right Foot,,,,"[46.0, 51.0]",,Ground Pass,35.468296,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,Recovery,1,Regular Play,Laura Coombs,19416.0,Left Center Midfield,7,Liverpool WFC,966,['a7f157a0-51d8-4578-bf33-1a0bfe900899'],15,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:15.591,Pass,
,,,,,,,,,,,,,5.584983,,,,,,,,,,,,,,,6d9ab5cd-fb9a-40dc-a659-f6a7685637ca,85,,"[51.0, 53.0]",19752,2,,,-0.058755822,,,Right Foot,,,,"[119.0, 49.0]",,Ground Pass,68.117546,Incomplete,Laura Coombs,19416.0,,,,,,1,Regular Play,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,7,Liverpool WFC,966,"['13e14004-02c6-453b-a800-722917097a9b', '2905ee29-ed64-4bac-ae12-78e8d4c2397d']",20,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:20.524,Pass,
,,,,,,,,,,,,,3.024347,,,,,,,,,,,,,,,0f52565b-d7ce-445d-93cf-46d8306585a2,90,,"[8.0, 34.0]",19752,2,,,1.1705557,,,Keeper Arm,,,,"[19.0, 60.0]",,Ground Pass,28.231188,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,8,Manchester City WFC,746,['289e5c2e-d3c0-4180-9699-853bf887f053'],30,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:30.320,Pass,
,,,,,,,,,,,,,1.221374,,,,,,,,,,,,,,,5a1d097b-05cd-45a9-ace7-60676f033e48,93,,"[23.0, 62.0]",19752,2,,,-1.6396528,,,Right Foot,,,,"[21.0, 33.0]",,Ground Pass,29.068884,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,8,Manchester City WFC,746,['d2501b87-f613-4ef5-a325-2678a9505df7'],36,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:36.225,Pass,
,,,,,,,,,,,,,1.325273,,,,,,,,,,,,,,,2c55f7fd-f745-421d-b33b-0ba79f51f645,96,,"[21.0, 33.0]",19752,2,,,-0.94200003,,,Right Foot,,,,"[29.0, 22.0]",,Ground Pass,13.601471,,Keira Walsh,4658.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,8,Manchester City WFC,746,['32433f1e-a625-40a7-b635-dd99f0cfcf12'],38,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:38.745,Pass,
,,,,,,,,,,,,,4.126227,,,,,,,,,,,,,,,1c3b5704-b051-4beb-9487-d97c52737770,99,,"[37.0, 30.0]",19752,2,,,-0.20018107,,,Right Foot,,,,"[106.0, 16.0]",,High Pass,70.40597,Incomplete,Esme Beth Morgan,4649.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,8,Manchester City WFC,746,"['128a3846-0205-4909-ae1f-8c6263d0ad78', 'de4635d1-624d-45cd-b5d2-c23e7d64a342']",42,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:42.472,Pass,
,,,,,,,,,,,,,1.027595,,,,,,,,,,,,,,,5a76cf86-3193-4553-bae4-861ff8a7f242,102,,"[106.0, 1.0]",19752,2,,,1.6421038,,,,,,,"[105.0, 15.0]",,High Pass,14.035668,,Caroline Weir,10188.0,,,,,Throw-in,1,From Throw In,Esme Beth Morgan,4649.0,Left Back,9,Manchester City WFC,746,['e0fec4c6-d076-4b16-8443-0ad582e1778d'],59,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:59.535,Pass,
,,,,,,,,,,,,,1.25385,,,,,,,,,,,,,,,97dcc24d-e838-4a33-9619-2c089205fa51,106,,"[105.0, 15.0]",19752,3,,,-1.1071488,,,Left Foot,,,,"[110.0, 5.0]",,Ground Pass,11.18034,,Esme Beth Morgan,4649.0,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Center Midfield,9,Manchester City WFC,746,"['4bb7064e-a0bf-45cb-96a5-a08f22522f48', 'ba12cd04-2f25-46e7-b21d-9b0ff02c7c9f']",0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:00.660,Pass,True
,,,,,,,,,,,,,1.078,,,,,,,,,,,,,,,bbecf8b6-b60f-4aba-9113-8e9f46c2de59,108,,"[109.0, 5.0]",19752,3,,,1.670465,f7088c32-4bd2-45a4-8e61-d65031ef1d8e,,Left Foot,,,,"[107.0, 25.0]",,Low Pass,20.09975,,Nikita Parris,4654.0,True,,,,,1,From Throw In,Esme Beth Morgan,4649.0,Left Back,9,Manchester City WFC,746,"['ba12cd04-2f25-46e7-b21d-9b0ff02c7c9f', 'ee839249-0868-43bf-8f2c-2611729e0980']",1,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:01.914,Pass,True
,,,,,,,,,,,,,3.408082,,,,,,,,,,,,,,,4887bc13-de35-4849-aebd-8051936e78a8,117,,"[15.0, 48.0]",19752,3,,,-0.016665123,,,Drop Kick,,,,"[75.0, 47.0]",,High Pass,60.00833,Incomplete,,,,,,,,1,From Keeper,Anke Preuß,15626.0,Goalkeeper,10,Liverpool WFC,966,['bea7dc05-1cb4-4ef0-aa4c-0c8a835fd905'],18,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:18.601,Pass,
,,,,,,,,,,,,,2.646518,,,,,,,,,,,,,,,bea7dc05-1cb4-4ef0-aa4c-0c8a835fd905,118,,"[46.0, 34.0]",19752,3,,,-0.066568166,,,Right Foot,,,,"[76.0, 32.0]",,High Pass,30.066593,,Nikita Parris,4654.0,,,,,Recovery,1,From Counter,Stephanie Houghton,10185.0,Right Center Back,11,Manchester City WFC,746,"['4887bc13-de35-4849-aebd-8051936e78a8', 'de96fb67-e6bb-4003-af2b-376282d3e3e9']",22,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:22.009,Pass,
,,,,,,,,,,,,,2.6277,,,,,,,,,,,,,,,7f235033-6621-4f0a-ba53-ecf79ef5d1bc,125,,"[75.0, 30.0]",19752,5,,,0.43069252,,,Left Foot,,,,"[112.0, 47.0]",,High Pass,40.718548,Incomplete,,,,,,,Free Kick,1,From Free Kick,Caroline Weir,10188.0,Left Center Midfield,12,Manchester City WFC,746,['5941855d-a699-40e1-8d74-7bdee81fcec5'],6,,,,,,,,,,,,,,,,Manchester City WFC,746,00:05:06.296,Pass,
,,,,,,,,,,,,,1.588,,,,,,,,,,,,,,,dede5416-a253-4512-8eb5-c06b83e31734,130,,"[16.0, 1.0]",19752,5,,,0.124354996,,,,,,,"[40.0, 4.0]",,High Pass,24.186773,Incomplete,,,,,,,Throw-in,1,From Throw In,Leigh-Anne Robe,15630.0,Left Back,13,Liverpool WFC,966,['cd600613-208f-44d4-9616-feb9e6d63731'],30,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:30.649,Pass,
,,,,,,,,,,,,,0.7418,,,,,,,,,,,,,,,cd600613-208f-44d4-9616-feb9e6d63731,131,,"[81.0, 77.0]",19752,5,,,-0.32175055,,,Head,,,,"[87.0, 75.0]",,Low Pass,6.3245554,,Tessa Wullaert,10099.0,,,,,Recovery,1,Regular Play,Gemma Bonner,15554.0,Right Back,14,Manchester City WFC,746,"['a217bf2d-1761-4f61-b91f-1105d86124fe', 'dede5416-a253-4512-8eb5-c06b83e31734']",32,,,,,,,,,,,,,,,,Manchester City WFC,746,00:05:32.237,Pass,
