ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.943507,,,,,,,,,,,c74c9d48-10c0-4a88-9dc8-edcc14fa29ef,18,,,"[21.5, 73.3]",2275106,0,,,,0.42366892,,Right Foot,,,,"[31.7, 77.9]",,Ground Pass,,11.1892805,,,,Katie Robinson,21059.0,,,,,,,1,From Kick Off,Faye Bryson,15578.0,Right Back,2,Bristol City WFC,973,"['85452b95-3522-4d8e-a332-aa565aa096db', '98d292ab-6136-45a1-839e-af4b63264a07']",14,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:14.049,Pass,True
,,,,,,,,,,,,,,,1.492636,,,,,,,,,,,ccdc23a5-c404-42cd-8236-7ce8b93e4344,22,,,"[30.5, 77.7]",2275106,0,,,,-3.0599563,,Right Foot,,,,"[19.5, 76.8]",,Ground Pass,,11.0367565,,,,Faye Bryson,15578.0,,,,,,,1,From Kick Off,Katie Robinson,21059.0,Center Forward,2,Bristol City WFC,973,"['5f0f0dc2-4fd0-4886-ad5e-bb8296c737dc', 'd5c5ae46-97e1-4339-8aa2-4df55e5a4254']",16,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:16.041,Pass,True
,,,,,,,,,,,,,,,0.702267,,,,,,,,,,,986b09ae-0f55-4878-9b2a-3a7969d0c8b8,26,,,"[16.6, 76.4]",2275106,0,,,,-0.9529306,,Left Foot,,,,"[27.9, 60.5]",,Ground Pass,,19.506409,,,,Frankie Brown,10171.0,,,,,,,1,From Kick Off,Faye Bryson,15578.0,Right Back,2,Bristol City WFC,973,"['d0c42296-afc5-4a81-8a63-a4cee7442e57', 'efdc1c7a-93b7-490f-a8b3-3d32abb87663']",18,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:18.934,Pass,True
,,,,,,,,,,,,,,,1.270013,,,,,,,,,,,4d072015-a479-46a6-bec4-f186e535e37e,31,,,"[88.2, 17.1]",2275106,0,,,,2.2430434,,Left Foot,,,,"[84.3, 22.0]",,Low Pass,,6.2625875,,,,Keira Walsh,4658.0,,,,,,Recovery,1,Regular Play,Lauren Hemp,15555.0,Left Midfield,3,Manchester City WFC,746,"['2320dbfc-b696-400c-86a6-bebb862d8dda', '8964ce55-c9d3-4898-9c9b-8734e39e7a4c']",21,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:21.016,Pass,True
,,,,,,,,,,,,,,,0.887951,,,,,,,,,,,1c7e5b77-c3bf-46c2-b300-001c93a59552,35,,,"[84.1, 21.4]",2275106,0,,,,-2.2794225,,Right Foot,,,,"[81.1, 17.9]",,Low Pass,,4.609772,,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Right Defensive Midfield,3,Manchester City WFC,746,"['51bcc9fe-a6fd-461f-aecf-7499503ec376', '5be37cdc-dd67-413c-a694-723d0c1767a5']",22,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:22.366,Pass,True
,,,,,,,,,,,,,,,1.183512,,,,,,,,,,,1d3c498a-56ca-4c56-b0ba-2c25ef089571,39,,,"[80.3, 17.1]",2275106,0,,,,-0.9446596,,Left Foot,,,,"[88.4, 5.9]",,Ground Pass,,13.822083,,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,3,Manchester City WFC,746,"['144dcfaf-5291-46df-acbb-b50c12a26e30', 'f5de7119-c6e9-439f-9aa7-14e3dbdfc206']",23,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:23.334,Pass,True
,,,,,,,,,,,,,,,0.619087,,,,,,,,,,,b6587643-b65a-45a5-bdfd-371a40333fa8,43,,,"[88.0, 5.3]",2275106,0,,,,-2.5748634,,Left Foot,,,,"[84.7, 3.2]",,Ground Pass,,3.9115214,,,,Demi Stokes,4651.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Midfield,3,Manchester City WFC,746,"['d044baf0-f549-49a5-ba9f-7db831a18c1c', 'dca71e8c-fc80-4ece-b462-155a8bc8aa9d']",24,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:24.707,Pass,True
,,,,,,,,,,,,,,,1.0276,,,,,,,,,,,0d1bc8f5-3293-46c3-b4bd-ecf80560caab,51,,,"[4.0, 78.3]",2275106,0,,,,-0.012577953,,Right Foot,,,,"[19.9, 78.1]",,Ground Pass,,15.9012575,,,,Faye Bryson,15578.0,,,,,,,1,Regular Play,Yana Daniëls,10093.0,Right Wing,3,Manchester City WFC,746,['65ac6d38-0cd2-4407-aca8-338b3cbfd05d'],31,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:31.690,Pass,
,,,,,,,,,,,,,,,1.779525,,,,,,,,,,,d63fc989-6974-4d32-b17f-e528a6400f0a,57,,,"[7.8, 68.1]",2275106,0,,,,-0.022659011,,Right Foot,,,,"[43.1, 67.3]",,High Pass,,35.309063,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Yana Daniëls,10093.0,Right Wing,3,Manchester City WFC,746,['12cb84bf-d620-4395-b9f0-085e97548d8e'],34,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:34.815,Pass,
,,,,,,,,,,,,,,,1.500724,,,,,,,,,,,12cb84bf-d620-4395-b9f0-085e97548d8e,58,,,"[77.0, 12.8]",2275106,0,,,,-0.8021564,,Head,,,,"[85.8, 3.7]",,High Pass,,12.658989,,,,Caroline Weir,10188.0,,,,,,Recovery,1,Regular Play,Keira Walsh,4658.0,Right Defensive Midfield,3,Manchester City WFC,746,"['241cdbde-d00b-4cf7-b240-0bd11d59342e', 'd63fc989-6974-4d32-b17f-e528a6400f0a']",36,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:36.595,Pass,
,,,,,,,,,,,,,,,1.138908,,,,,,,,,,,2a6be376-32c3-4409-a54d-5093986c74da,62,,,"[84.9, 2.4]",2275106,0,,,,0.8339038,,Left Foot,,,,"[94.7, 13.2]",,Low Pass,,14.583552,,,,Demi Stokes,4651.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,3,Manchester City WFC,746,"['147378ce-9130-4dd3-b3c0-11cd8532aed7', '2459aa32-6520-4ea7-8ef7-b17573234fc8']",39,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:39.078,Pass,True
,,,,,,,,,,,,,,,1.809631,,,,,,,,,,,15c6a364-66a5-4f90-ba59-ddd94e0d6984,67,,,"[95.3, 11.2]",2275106,1,,,,1.0788925,a057ba1d-15f1-443b-bc96-4e49ceafb599,Left Foot,True,,,"[111.0, 40.5]",True,High Pass,,33.241238,,,,Gemma Bonner,15554.0,,,,,,Free Kick,1,From Free Kick,Caroline Weir,10188.0,Left Defensive Midfield,4,Manchester City WFC,746,['9ef3f5d2-1130-40c9-81f0-2c4b5d377bc4'],14,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:14.147,Pass,
,,,,,,,,,,,,,,,1.388696,,,,,,,,,,,8389ce95-dc0e-4a42-b2d0-c992af332247,71,,,"[61.0, 40.1]",2275106,1,,,,2.9139032,,Left Foot,,,,"[52.8, 42.0]",,Ground Pass,,8.417244,,,,Olivia Chance,24925.0,,,,,,Kick Off,1,From Kick Off,Yana Daniëls,10093.0,Right Wing,5,Bristol City WFC,973,['8b89cd9b-7ec7-49e6-8e9c-1bc80794af46'],49,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:49.745,Pass,
,,,,,,,,,,,,,,,2.502406,,,,,,,,,,,6656cdb3-0dfa-41ec-9bc7-ff70651fa29d,73,,,"[51.9, 42.0]",2275106,1,,,,1.8444114,,Left Foot,,,,"[41.6, 78.7]",,Ground Pass,,38.117973,,,,Faye Bryson,15578.0,,,,,,,1,From Kick Off,Olivia Chance,24925.0,Left Defensive Midfield,5,Bristol City WFC,973,['c32b0c37-ecb1-4461-af35-0761586b2a07'],51,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:51.134,Pass,
,,,,,,,,,,,,,,,2.485471,,,,,,,,,,,1b452bc6-0736-4ef0-b970-af35700a969c,76,,,"[44.0, 70.2]",2275106,1,,,,0.11552428,,Right Foot,,,,"[73.3, 73.6]",,High Pass,,29.49661,,,,Ga-Eul Jeon,35407.0,,,,,,,1,From Kick Off,Faye Bryson,15578.0,Right Back,5,Bristol City WFC,973,['bf505819-87d7-46d9-8252-eb92562ea7e5'],54,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:54.636,Pass,
,,,,,,,,,,,,,,,1.791112,,,,,,,,,,,707eff3e-c724-47b8-a0ef-03302da0826e,80,,,"[73.8, 74.8]",2275106,2,,,,2.4780369,,Other,,,,"[68.3, 79.1]",,Ground Pass,,6.981404,,,,Faye Bryson,15578.0,,,,,,,1,From Kick Off,Ga-Eul Jeon,35407.0,Center Attacking Midfield,5,Bristol City WFC,973,['058c72f3-13ef-4832-80a8-81f675ebc7bb'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:00.254,Pass,
,,,,,,,,,,,,,,,1.253061,,,,,,,,,,,0211ef49-fe78-449d-a371-5dedbc3926e3,82,,,"[69.4, 78.9]",2275106,2,,,,-0.20707268,,Right Foot,,,,"[81.3, 76.4]",,Ground Pass,,12.15977,,,,Yana Daniëls,10093.0,,,,,,,1,From Kick Off,Faye Bryson,15578.0,Right Back,5,Bristol City WFC,973,['3ec04f25-d1fc-4bc8-aa26-4e0a8a1fda4a'],2,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:02.045,Pass,
,,,,,,,,,,,,,,,1.230073,,,,,,,,,,,f43bdd21-0e7f-4786-92c8-c0e0ac694e11,89,,,"[111.8, 78.3]",2275106,2,,,,-1.5989139,,Right Foot,True,,,"[110.9, 46.3]",,High Pass,,32.012653,,Incomplete,,Charlie Wellings,15563.0,,,,,,,1,From Kick Off,Yana Daniëls,10093.0,Right Wing,5,Bristol City WFC,973,"['39cb31cf-5cdb-4693-b849-f95da97973b5', '40e4598e-88f9-4378-8df7-f71f963ea977']",7,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:07.637,Pass,
,,,,,,,,,,,,,,,1.405071,,,,,,,,,,,6392160d-1db0-498a-baae-c562a614e9cd,92,,,"[37.5, 18.7]",2275106,2,,,,-2.1390831,,Head,,,,"[32.2, 10.4]",,Low Pass,,9.847842,,,,Caroline Weir,10188.0,,,,,,Recovery,1,Regular Play,Ellen White,10180.0,Left Center Forward,6,Manchester City WFC,746,['ad507153-9aa3-4ba8-9228-8068163d97ee'],11,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:11.376,Pass,
,,,,,,,,,,,,,,,1.142294,,,,,,,,,,,ae53bebf-b9bd-4f60-b9b4-4663b2daecb1,96,,,"[33.0, 7.3]",2275106,2,,,,-0.082842454,,Left Foot,,,,"[60.7, 5.0]",,Low Pass,,27.795322,,Incomplete,,Ellen White,10180.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,6,Manchester City WFC,746,"['1cd55ef1-cb0d-4ef9-be60-2c234a8ef57f', '4f6f3e6c-15b0-4a9d-bcc7-0b944d615727']",14,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:14.091,Pass,
,,,,,,,,,,,,,,,1.00761,,,,,,,,,,,618e2087-0e95-46ab-a8b3-bf82d6aeb668,99,,,"[60.3, 0.1]",2275106,2,,,,2.287338,,,,,,"[57.6, 3.2]",,Low Pass,,4.110961,,,,Caroline Weir,10188.0,,,,,,Throw-in,1,From Throw In,Demi Stokes,4651.0,Left Back,7,Manchester City WFC,746,['e30078a6-802c-4d59-ba29-598696f928f3'],28,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:28.455,Pass,
,,,,,,,,,,,,,,,1.896994,,,,,,,,,,,4f8b7258-7d6c-4c44-85fb-921c1c240c9d,102,,,"[56.4, 3.7]",2275106,2,,,,3.0580182,,Right Foot,,,,"[37.3, 5.3]",,Ground Pass,,19.166899,,,,Gemma Bonner,15554.0,,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Defensive Midfield,7,Manchester City WFC,746,['3008e876-ba9e-4552-b84b-d55d47de1406'],30,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:30.223,Pass,
,,,,,,,,,,,,,,,2.164108,,,,,,,,,,,cb4527d9-ddf9-464e-9b30-2370cb4a6f24,105,,,"[35.5, 5.3]",2275106,2,,,,1.8943262,,Right Foot,,,,"[24.2, 39.0]",,Ground Pass,,35.544056,,,,Ellie Roebuck,4637.0,,,,,,,1,From Throw In,Gemma Bonner,15554.0,Left Center Back,7,Manchester City WFC,746,['6dcab85c-c6e8-4eb0-8f75-fcfc485f70da'],32,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:32.705,Pass,
,,,,,,,,,,,,,,,1.865762,,,,,,,,,,,b88a6a0f-095d-40d7-a2ee-f73bb5e4e3a5,108,,,"[24.7, 46.5]",2275106,2,,,,1.1356108,,Right Foot,,,,"[35.3, 69.3]",,Ground Pass,,25.143587,,,,Stephanie Houghton,10185.0,,,,,,,1,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,7,Manchester City WFC,746,['afb640ee-dfee-4d90-bc7c-a45547e07c68'],36,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:36.030,Pass,
,,,,,,,,,,,,,,,2.336126,,,,,,,,,,,6c7f384b-51a1-4091-9436-b24aeb17632c,111,,,"[36.2, 67.5]",2275106,2,,,,-1.6723871,,Right Foot,,,,"[32.0, 26.3]",,Ground Pass,,41.413525,,,,Gemma Bonner,15554.0,,,True,,,,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,7,Manchester City WFC,746,['ad2dee5f-4b56-4eea-8455-4f730f2295e0'],38,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:38.939,Pass,
,,,,,,,,,,,,,,,0.999306,,,,,,,,,,,b1fcffda-7469-4779-8dc3-0ad972957fc1,114,,,"[32.0, 26.3]",2275106,2,,,,-0.8995494,,Right Foot,,,,"[45.9, 8.8]",,Ground Pass,,22.348602,,,,Caroline Weir,10188.0,,,,,,,1,From Throw In,Gemma Bonner,15554.0,Left Center Back,7,Manchester City WFC,746,['c72556a2-9dd9-4637-bda3-687418450e57'],42,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:42.234,Pass,
,,,,,,,,,,,,,,,1.034321,,,,,,,,,,,cc22554b-6432-4042-a963-40fff7c45cfd,118,,,"[47.2, 5.3]",2275106,2,,,,-0.35595775,,Left Foot,,,,"[55.0, 2.4]",,Ground Pass,,8.321658,,,,Demi Stokes,4651.0,,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Defensive Midfield,7,Manchester City WFC,746,"['aebbd186-29b4-471f-99f0-9e335a084b93', 'f647d604-a536-46eb-9f1a-dfff6aacfe5a']",44,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:44.841,Pass,True
,,,,,,,,,,,,,,,1.076003,,,,,,,,,,,9a2ad361-f491-4ea7-ab3d-3da32eca1601,121,,,"[53.4, 2.2]",2275106,2,,,,0.18845835,,Left Foot,,,,"[72.8, 5.9]",,Ground Pass,,19.749683,,,,Ellen White,10180.0,,,,,,,1,From Throw In,Demi Stokes,4651.0,Left Back,7,Manchester City WFC,746,['69652b3c-d3aa-4d89-8cc1-080b21d15e68'],46,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:46.792,Pass,
,,,,,,,,,,,,,,,0.770186,,,,,,,,,,,4b44b273-0d88-45e4-afd4-b0f7ab7945fa,125,,,"[71.7, 6.1]",2275106,2,,,,-1.4858946,,Right Foot,,,,"[72.1, 1.4]",,Ground Pass,,4.7169905,,,,Lauren Hemp,15555.0,,,,,,,1,From Throw In,Ellen White,10180.0,Left Center Forward,7,Manchester City WFC,746,"['ba3a4de3-4d04-49c1-8f25-19bc411d0498', 'c65569aa-1c30-4b16-b5c0-5129f5a0858c']",48,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:48.009,Pass,True
,,,,,,,,,,,,,,,1.706739,,,,,,,,,,,5b98f183-a064-44e5-bf39-b7e6fadd27f9,128,,,"[71.3, 0.8]",2275106,2,,,,3.0851555,,Left Foot,,,,"[53.6, 1.8]",,Ground Pass,,17.728226,,,,Demi Stokes,4651.0,,,,,,,1,From Throw In,Lauren Hemp,15555.0,Left Midfield,7,Manchester City WFC,746,['95463be2-0d80-4d2f-b325-93dae3dc8672'],49,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:49.806,Pass,
,,,,,,,,,,,,,,,0.738152,,,,,,,,,,,01526ec0-47b6-48b8-a3b0-abbfdd265e52,131,,,"[52.1, 1.8]",2275106,2,,,,1.9622015,,Left Foot,,,,"[49.5, 8.1]",,Ground Pass,,6.8154235,,,,Keira Walsh,4658.0,,,,,,,1,From Throw In,Demi Stokes,4651.0,Left Back,7,Manchester City WFC,746,['4757b595-a453-4f61-89f2-03493f261e59'],51,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:51.945,Pass,
,,,,,,,,,,,,,,,0.888724,,,,,,,,,,,f49bb966-8783-479c-8f75-c39079d7a9af,134,,,"[49.5, 8.1]",2275106,2,,,,-1.2060615,,Left Foot,,,,"[51.6, 2.6]",,Ground Pass,,5.8872743,,,,Demi Stokes,4651.0,,,,,,,1,From Throw In,Keira Walsh,4658.0,Right Defensive Midfield,7,Manchester City WFC,746,['74e6e9da-f956-45c6-9b5e-99f9971f9c2e'],52,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:52.764,Pass,
,,,,,,,,,,,,,,,1.934403,,,,,,,,,,,df5f185d-2c66-4c13-9f51-9ad897416e58,137,,,"[51.6, 2.6]",2275106,2,,,,2.4224365,,Left Foot,,,,"[29.9, 21.6]",,High Pass,,28.842503,,,,Gemma Bonner,15554.0,,,,,,,1,From Throw In,Demi Stokes,4651.0,Left Back,7,Manchester City WFC,746,['abb46c24-40d7-447c-bbd5-c1b32b4645d7'],54,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:54.916,Pass,
