50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.384174,,,,,,,,,,,,69186c5b-8b8e-4eff-8c58-4e5fbeac36c6,20,,"[117.4, 20.7]",2275063,0,,,,2.0514395,,Left Foot,True,True,"[110.1, 34.7]",,Ground Pass,,15.78892,,Incomplete,,,,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Center Attacking Midfield,3,Chelsea FCW,971,['646473c5-dd4e-4b10-8075-65eaaaa88e76'],18,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:18.239,Pass,
,,,,,,,,,,,,,,,1.375164,,,,,,,,,,,,646473c5-dd4e-4b10-8075-65eaaaa88e76,21,,"[10.0, 45.4]",2275063,0,,,,0.10639285,,Right Foot,,,"[20.3, 46.5]",,Ground Pass,,10.358571,,,,Jill Roord,10650.0,,,,,,Recovery,1,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Chelsea FCW,971,"['69186c5b-8b8e-4eff-8c58-4e5fbeac36c6', 'f30109c5-f127-4bf6-9107-4eec73402531']",19,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:19.623,Pass,
,,,,,,,,,,,,,,,2.375257,,,,,,,,,,,,ba90445c-8f64-496d-92f1-6b44c1351015,27,,"[99.4, 35.5]",2275063,0,,,,-2.180255,,Right Foot,,,"[84.6, 14.3]",,Ground Pass,,25.85498,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,Recovery,1,From Throw In,Erin Cuthbert,4660.0,Right Midfield,3,Chelsea FCW,971,['b6bb7dea-cd88-42b8-aead-6848e08b5c2d'],22,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:22.702,Pass,
,,,,,,,,,,,,,,,1.674354,,,,,,,,,,,,c5427d49-5874-478b-aae2-cdd20e6ed0a3,31,,"[84.4, 8.5]",2275063,0,,,,-2.7941244,,Right Foot,,,"[65.9, 1.8]",,Ground Pass,,19.675873,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,3,Chelsea FCW,971,['f373969c-f4af-4746-b5ab-f9b2fb0022ab'],27,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:27.093,Pass,
,,,,,,,,,,,,,,,4.114104,,,,,,,,,,,,70e8380f-bc40-4747-b1cd-c474ab47b85e,34,,"[65.9, 1.8]",2275063,0,,,,0.1863522,,Left Foot,,,"[120.0, 12.0]",,High Pass,,55.053158,,Out,,,,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,,28,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:28.807,Pass,
,,,,,,,,,,,,,,,1.335634,,,,,,,,,,,,cf7c1378-4035-4706-bdf6-5889d73ba410,35,,"[7.0, 44.1]",2275063,0,,,,-1.3392526,,Right Foot,,,"[9.9, 31.8]",,Ground Pass,,12.637246,,,,Jennifer Patricia Beattie,17524.0,,,,,,Goal Kick,1,From Goal Kick,Manuela Zinsberger,10237.0,Goalkeeper,4,Arsenal WFC,968,['f1c056ce-12e3-44b9-b442-787b397f919e'],50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:50.801,Pass,
,,,,,,,,,,,,,,,2.534467,,,,,,,,,,,,4ae90a6a-3fcd-47aa-877f-c0e1f4c7a3a5,38,,"[9.0, 31.8]",2275063,0,,,,1.5707964,,Right Foot,,,"[9.0, 59.4]",,Ground Pass,,27.6,,,,Leah Williamson,18999.0,,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,4,Arsenal WFC,968,['b9a57610-dd39-44ff-b0a1-31038c8e82d3'],53,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:53.142,Pass,
,,,,,,,,,,,,,,,2.280371,,,,,,,,,,,,49a17815-a7ab-4d70-bcad-4579c2c606ea,41,,"[10.3, 59.6]",2275063,0,,,,-1.5707964,,Right Foot,,,"[10.3, 29.0]",,Ground Pass,,30.6,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Right Center Back,4,Arsenal WFC,968,['5971fb9e-5c2e-490b-b5b4-8724d78e2446'],56,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:56.398,Pass,
,,,,,,,,,,,,,,,1.393817,,,,,,,,,,,,615ee30f-4253-4474-9ec3-b4faceeed0aa,45,,"[10.1, 28.3]",2275063,1,,,,-0.9305955,,Right Foot,,,"[28.2, 4.0]",,Ground Pass,,30.300165,,,,Katie McCabe,15620.0,,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,4,Arsenal WFC,968,['8ad8d3cc-fd2c-4994-848b-70192b9580d8'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:00.188,Pass,
,,,,,,,,,,,,,,,2.638355,,,,,,,,,,,,584e3356-c304-45f4-b4c3-43b770916460,48,,"[28.2, 4.0]",2275063,1,,,,0.41167134,,Left Foot,,,"[70.8, 22.6]",,High Pass,,46.483547,,Incomplete,,Kim Little,15616.0,,,,,,,1,From Goal Kick,Katie McCabe,15620.0,Left Back,4,Arsenal WFC,968,"['5fd0891e-c780-4b20-b112-73e97acf0819', '7b7eade7-b75a-4650-a160-3c6fe09c9fad']",3,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:03.291,Pass,
,,,,,,,,,,,,,,,1.052399,,,,,,,,,,,,d46f3a6d-988a-4eb3-a949-1569f932cc0d,51,,"[54.4, 50.5]",2275063,1,,,,0.93141043,,Head,,,"[57.3, 54.4]",,Low Pass,,4.860041,,,,Sophie Louise Ingle,15549.0,,,,,,Recovery,1,From Goal Kick,So-Yun Ji,4647.0,Left Center Midfield,4,Arsenal WFC,968,['a31ca647-da39-4407-b600-35aa9ec5e004'],8,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:08.047,Pass,
,,,,,,,,,,,,,,,5.672202,,,,,,,,,,,,3519c87b-c258-48b2-8564-1f69422ca20e,54,,"[57.3, 54.4]",2275063,1,,,,-0.7596969,,Left Foot,,,"[97.2, 16.5]",,High Pass,,55.031082,,Incomplete,,,,,,,,,,1,From Goal Kick,Sophie Louise Ingle,15549.0,Right Center Midfield,4,Arsenal WFC,968,['3dce0b49-4a3c-4c66-9721-9196824e1038'],9,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:09.218,Pass,
,,,,,,,,,,,,,,,2.501272,,,,,,,,,,,,3dce0b49-4a3c-4c66-9721-9196824e1038,56,,"[22.9, 63.6]",2275063,1,,,,0.42963707,,Right Foot,,,"[50.4, 76.2]",,Ground Pass,,30.249132,,,,Lisa Evans,10179.0,,,,,,Recovery,1,From Goal Kick,Leah Williamson,18999.0,Right Center Back,4,Arsenal WFC,968,"['3519c87b-c258-48b2-8564-1f69422ca20e', '419f9a47-44ff-4dd8-84e4-970d336dde77', '7f2d1554-7762-4d48-8a52-e3c214ef7e98']",14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:14.890,Pass,True
,,,,,,,,,,,,,,,2.313775,,,,,,,,,,,,585b226c-213b-4b23-8f94-9241e3c9d263,59,,"[50.4, 76.2]",2275063,1,,,,-0.06957393,,Right Foot,,,"[79.1, 74.2]",,Ground Pass,,28.769602,,Incomplete,,Danielle van de Donk,10658.0,,,,,,,1,From Goal Kick,Lisa Evans,10179.0,Right Back,4,Arsenal WFC,968,"['3c6e6628-5ae6-47cf-b921-827a176bd305', '90b08075-17fb-466f-bd2d-45022cdbd379']",18,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:18.444,Pass,
,,,,,,,,,,,,,,,0.919254,,,,,,,,,,,,90b08075-17fb-466f-bd2d-45022cdbd379,61,,"[41.0, 5.9]",2275063,1,,,,0.34555557,,Left Foot,,,"[48.5, 8.6]",,Ground Pass,,7.971198,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,Recovery,1,From Goal Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Arsenal WFC,968,"['585b226c-213b-4b23-8f94-9241e3c9d263', 'a923ca94-338d-43ff-ac7c-f2071e38cce7']",20,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:20.758,Pass,
,,,,,,,,,,,,,,,6.310661,,,,,,,,,,,,3fec02ad-3348-4e3f-9bad-1a34c5382029,65,,"[47.9, 4.8]",2275063,1,,,,-0.06555146,,Left Foot,,,"[93.6, 1.8]",,High Pass,,45.798363,,Incomplete,,,,,,,,,,1,From Goal Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Arsenal WFC,968,['db87338f-3e5b-4cb4-bba9-5f4c73f93c28'],23,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:23.473,Pass,
,,,,,,,,,,,,,,,1.715933,,,,,,,,,,,,3f968f48-ef51-4579-aa1d-cbe8c908d3b0,68,,"[26.9, 76.6]",2275063,1,,,,-2.0200565,,Right Foot,,,"[13.4, 48.6]",,Ground Pass,,31.084562,,,,Manuela Zinsberger,10237.0,,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Right Center Back,4,Arsenal WFC,968,['da5a02e5-becf-43d7-b531-1133f283b98e'],31,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:31.966,Pass,
,,,,,,,,,,,,,,,1.291489,,,,,,,,,,,,1b6b094b-4a07-4248-8ac1-c51aac492ac4,71,,"[15.1, 45.3]",2275063,1,,,,-1.0101093,,Right Foot,,,"[25.9, 28.1]",,Ground Pass,,20.309603,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Goal Kick,Manuela Zinsberger,10237.0,Goalkeeper,4,Arsenal WFC,968,['1f693d0e-36b1-437f-91cf-c97d2fb63c0f'],35,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:35.263,Pass,
,,,,,,,,,,,,,,,2.50239,,,,,,,,,,,,42044c3e-6279-4a4f-90fd-62cdc48b8758,75,,"[27.5, 29.2]",2275063,1,,,,2.2455373,,Right Foot,,,"[12.7, 47.7]",,Ground Pass,,23.691559,,,,Manuela Zinsberger,10237.0,,,,,,,1,From Goal Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,4,Arsenal WFC,968,"['7a0eb867-9caa-4770-b7d9-7d25a5295945', 'a7c9346c-8dab-4774-bbf3-04e7e9e1611c']",37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:37.035,Pass,True
,,,,,,,,,,,,,,,3.342453,,,,,,,,,,,,37ce1a12-8501-45a3-a2ca-69393c7ab50a,78,,"[12.7, 47.7]",2275063,1,,,,-0.033813745,,Right Foot,,,"[60.0, 46.1]",,High Pass,,47.327053,,,,Jill Roord,10650.0,,,,,,,1,From Goal Kick,Manuela Zinsberger,10237.0,Goalkeeper,4,Arsenal WFC,968,"['985385fd-6695-4807-8c48-09d5b14eb5df', 'a7c9346c-8dab-4774-bbf3-04e7e9e1611c']",39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:39.657,Pass,True
,,,,,,,,,,,,,,,0.16802,,,,,,,,,,,,4c606513-3688-4cd9-8f21-e8c03d8dea77,81,,"[60.0, 46.1]",2275063,1,,,True,-0.09065989,,,,,"[62.2, 45.9]",,Low Pass,,2.209072,,Incomplete,,Vivianne Miedema,15623.0,,,,,,,1,From Goal Kick,Jill Roord,10650.0,Center Attacking Midfield,4,Arsenal WFC,968,"['1b0fd157-729b-4879-8cee-3febed0427b0', '1f8681f5-c9ef-4eab-9a70-82b3e3b66c8a', 'f31fc889-79e7-42c2-8e07-8a63d62b8318']",42,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:42.999,Pass,True
,,,,,,,,,,,,,,,0.989119,,,,,,,,,,,,4ff8a9b1-2e60-4b4a-9c6a-a107a0b75714,86,,"[62.1, 39.0]",2275063,1,,,,1.0358412,,Right Foot,,,"[70.1, 52.5]",,Ground Pass,,15.692355,,,,Erin Cuthbert,4660.0,,,,,,,1,Regular Play,Sophie Louise Ingle,15549.0,Right Center Midfield,5,Chelsea FCW,971,['5933d277-6fe7-4d3d-b2ba-3b059bd418a8'],46,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:46.647,Pass,
,,,,,,,,,,,,,,,1.270702,,,,,,,,,,,,052f2b12-d2ec-4531-9d95-e74aaa73ad70,89,,"[65.4, 49.4]",2275063,1,,,,-2.0684114,,Right Foot,,,"[56.6, 33.2]",,Ground Pass,,18.435835,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Right Midfield,5,Chelsea FCW,971,['e8329c1b-82d9-40dd-8a1f-4ad465f99cda'],50,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:50.308,Pass,
,,,,,,,,,,,,,,,1.7518,,,,,,,,,,,,1101cdbf-6a7e-4290-b177-ec2bb4637bcc,92,,"[59.9, 29.1]",2275063,1,,,,-1.1876197,,Left Foot,,,"[70.3, 3.3]",,Ground Pass,,27.81726,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,5,Chelsea FCW,971,['ca2276fd-cc75-4562-8e84-b83b6b1fbccb'],53,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:53.952,Pass,
,,,,,,,,,,,,,,,4.236326,,,,,,,,,,,,06e160c6-d499-4276-ab14-95020ec3775d,95,,"[69.9, 3.9]",2275063,1,,,,0.06712589,,Left Foot,,,"[117.5, 7.1]",,Ground Pass,,47.707443,,,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,5,Chelsea FCW,971,['997060cc-da70-4d7e-ac9a-9d11d90eb46f'],56,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:56.648,Pass,
,,,,,,,,,,,,,,,0.739916,,,,,,,,,,,,023f95ed-5d50-4919-af60-7de3832d2ec3,101,,"[14.9, 75.5]",2275063,2,,,,-1.9460671,,Right Foot,,,"[12.3, 68.9]",,Ground Pass,,7.093659,,,,Lia Wälti,10405.0,,,,,,Recovery,1,Regular Play,Danielle van de Donk,10658.0,Right Wing,6,Arsenal WFC,968,['bc275c34-d01d-421f-9246-3f7803dbce68'],4,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:04.166,Pass,
,,,,,,,,,,,,,,,0.981762,,,,,,,,,,,,66457c24-694d-4c53-bed4-01f81047d883,104,,"[12.7, 68.9]",2275063,2,,,,1.8215055,,Right Foot,,,"[10.6, 77.1]",,Ground Pass,,8.464632,,,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Defensive Midfield,6,Arsenal WFC,968,['935f9150-08a9-4f25-8a2a-bde092cb8581'],5,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:05.753,Pass,
,,,,,,,,,,,,,,,1.658433,,,,,,,,,,,,54881781-35ce-42f7-8348-58ef4c983a8e,108,,"[12.7, 77.9]",2275063,2,,,,0.18863922,,Right Foot,,,"[23.7, 80.0]",,High Pass,,11.198661,,Out,,,,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Wing,6,Arsenal WFC,968,,7,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:07.586,Pass,
,,,,,,,,,,,,,,,0.761364,,,,,,,,,,,,65645bb8-6142-4be1-9824-d5f252d6b016,109,,"[84.4, 0.1]",2275063,2,,,,0.5599398,,,,,"[91.1, 4.3]",,Low Pass,,7.9075913,,,,So-Yun Ji,4647.0,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,7,Chelsea FCW,971,['4c7bed97-918d-4294-b6bf-b06861f36107'],18,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:18.746,Pass,
,,,,,,,,,,,,,,,1.261875,,,,,,,,,,,,9fdb2d8e-d1ac-44da-a28a-8d9302a724f5,112,,"[87.1, 3.5]",2275063,2,,,,-3.0872529,,Right Foot,,,"[63.2, 2.2]",,Low Pass,,23.93533,,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,So-Yun Ji,4647.0,Left Center Midfield,7,Chelsea FCW,971,['65e75035-a39a-4513-9946-2f3689ab9a2a'],21,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:21.075,Pass,
,,,,,,,,,,,,,,,2.207333,,,,,,,,,,,,3ac5c25e-0358-4a98-925f-cd0709287510,115,,"[63.0, 5.9]",2275063,2,,,,2.077207,,Left Foot,,,"[49.3, 30.6]",,Ground Pass,,28.244999,,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,7,Chelsea FCW,971,['1b048030-0221-40fd-b206-482561cbd371'],23,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:23.699,Pass,
,,,,,,,,,,,,,,,1.233675,,,,,,,,,,,,2f6b0cad-1c60-4fc5-8a8b-f3a8450a67cc,118,,"[51.1, 35.0]",2275063,2,,,,1.4000611,,Right Foot,,,"[55.1, 58.2]",,Ground Pass,,23.542303,,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,7,Chelsea FCW,971,['ef8f2c8c-1056-48d2-9d8c-5371eb501181'],27,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:27.632,Pass,
,,,,,,,,,,,,,,,1.30327,,,,,,,,,,,,d8de5f3b-78d4-4fbf-9a8d-017b674da26f,121,,"[55.1, 58.2]",2275063,2,,,,-0.69155693,,Right Foot,,,"[64.4, 50.5]",,Ground Pass,,12.073939,,,,Sophie Louise Ingle,15549.0,,,,,,,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,7,Chelsea FCW,971,['73a63f97-a969-466c-8507-a445a66af658'],29,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:29.852,Pass,
