ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.605177,,,,,,,,,,,,37cc9524-7569-4476-8786-80277080e5e1,16,,"[28.0, 30.0]",19756,0,,,,True,-0.4636476,,,,,"[52.0, 18.0]",,High Pass,,26.832815,,Claudia Walker,15580.0,,,,,,Recovery,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,4,Birmingham City WFC,969,"['8a47dfcd-4b8f-482a-b961-f0cda3b5c864', 'ac3b8ecc-5b6a-43f1-af45-a14aac07aea0', 'b10ea551-eb4f-40d9-a078-10119d7a5454']",36,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:36.868,Pass,True
,,,,,,,,,,,,,,,,1.134846,,,,,,,,,,,,15837b33-108c-47d4-afc8-0e55f9890ced,20,,"[49.0, 21.0]",19756,0,,,,,2.8430936,,Right Foot,,,"[23.0, 29.0]",,Low Pass,,27.202942,,Kerys Harrop,15569.0,,,,,,,1,Regular Play,Claudia Walker,15580.0,Left Wing,4,Birmingham City WFC,969,"['6c102e3e-6c2e-4127-a27d-a3dcbdb01bcc', '77bdba77-f368-4e78-8e0b-8a3864eac819']",39,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:39.611,Pass,True
,,,,,,,,,,,,,,,,2.590995,,,,,,,,,,,,721fe07c-dd52-4741-9b17-b82992a31db1,23,,"[20.0, 26.0]",19756,0,,,,,2.0899425,,Right Foot,,,"[8.0, 47.0]",,Ground Pass,,24.186773,,Hannah Hampton,22032.0,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,4,Birmingham City WFC,969,['ae217f6e-177a-4d5f-887c-adf451a45d30'],42,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:42.324,Pass,
,,,,,,,,,,,,,,,,2.4914,,,,,,,,,,,,83634e09-f534-4759-ba42-98971f43ced0,27,,"[10.0, 52.0]",19756,0,,,,,0.13255154,,Right Foot,,,"[70.0, 60.0]",,High Pass,,60.530983,Incomplete,,,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,4,Birmingham City WFC,969,['95b05a92-a7b2-4b1f-ad6c-6a6c2b7d9c5c'],48,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:48.982,Pass,
,,,,,,,,,,,,,,,,1.2794,,,,,,,,,,,,95b05a92-a7b2-4b1f-ad6c-6a6c2b7d9c5c,28,,"[51.0, 21.0]",19756,0,,,,,0.5404195,,Head,,,"[66.0, 30.0]",,Low Pass,,17.492855,,Inessa Kaagman,15579.0,,,,,,Recovery,1,Regular Play,Siri Worm,15572.0,Left Center Back,5,Everton LFC,967,"['83634e09-f534-4759-ba42-98971f43ced0', 'f18c0b86-bc1b-4319-9352-57190635cf10']",51,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:51.474,Pass,
,,,,,,,,,,,,,,,,1.0028,,,,,,,,,,,,fee96c74-6002-4622-a941-7c4a3e70c0ad,31,,"[69.0, 29.0]",19756,0,,,,,2.782822,,Left Foot,,,"[61.0, 32.0]",,Low Pass,,8.5440035,,Abbey-Leigh Stringer,15573.0,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Center Attacking Midfield,5,Everton LFC,967,['c52d298f-3ed4-4c91-9983-0041828034a0'],52,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:52.776,Pass,
,,,,,,,,,,,,,,,,0.3697,,,,,,,,,,,,5ea4485e-526d-4614-b7bf-9ccb8cd4feff,33,,"[61.0, 30.0]",19756,0,,,,,-1.2924967,,Right Foot,,,"[63.0, 23.0]",,Ground Pass,,7.28011,,Inessa Kaagman,15579.0,,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,5,Everton LFC,967,['4cf28da3-3766-4c56-a841-baaefd52b59a'],53,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:53.779,Pass,
,,,,,,,,,,,,,,,,3.1139,,,,,,,,,,,,d13af68a-e306-45d8-914b-70db1774a3c1,35,,"[62.0, 23.0]",19756,0,,,,,3.1058936,,Right Foot,,,"[34.0, 24.0]",,High Pass,,28.01785,,Megan Finnigan,18254.0,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Center Attacking Midfield,5,Everton LFC,967,['c1cf4a3a-cf69-44a5-9596-6c69c6a0ff94'],54,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:54.149,Pass,
,,,,,,,,,,,,,,,,2.3539,,,,,,,,,,,,5e4c0176-9361-47c8-84b7-231cf0bd29ad,39,,"[32.0, 27.0]",19756,0,,,,,0.096473776,,Right Foot,,,"[63.0, 30.0]",,High Pass,,31.144823,,Inessa Kaagman,15579.0,,,,,,,1,Regular Play,Megan Finnigan,18254.0,Center Back,5,Everton LFC,967,"['7c4eff2f-053e-4909-8559-ccb64546d2dc', 'a0634680-43cf-409e-8021-0e70a1404451']",57,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:57.318,Pass,True
,,,,,,,,,,,,,,,,2.8181,,,,,,,,,,,,9d4b0c8b-d3f8-46ba-942e-5fcc226797e6,55,,"[51.0, 20.0]",19756,2,,,,,-0.31475767,,Left Foot,,,"[94.0, 6.0]",,High Pass,,45.221676,Incomplete,Chantelle Boye-Hlorkah,15556.0,,,,,,Free Kick,1,From Free Kick,Siri Worm,15572.0,Left Center Back,6,Everton LFC,967,"['16efdc0e-5486-46a0-a347-89076dd8d6fd', 'd87673d8-5e75-45c2-a1f0-ca934b36e4f8']",21,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:21.669,Pass,
,,,,,,,,,,,,,,,,2.0343,,,,,,,,,,,,16efdc0e-5486-46a0-a347-89076dd8d6fd,57,,"[27.0, 75.0]",19756,2,,,,True,-1.7975951,,,,,"[24.0, 62.0]",,High Pass,,13.341664,Incomplete,,,,,,,,Recovery,1,From Free Kick,Meaghan Sargeant,19502.0,Right Back,6,Everton LFC,967,"['9d4b0c8b-d3f8-46ba-942e-5fcc226797e6', 'afd05757-699d-424c-98b5-4f1d44f2c05e', 'be9a904f-a649-4a83-8da0-39c0aad77fdd']",24,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:24.487,Pass,True
,,,,,,,,,,,,,,,,1.6876,,,,,,,,,,,,afd05757-699d-424c-98b5-4f1d44f2c05e,59,,"[97.0, 19.0]",19756,2,,,,,-0.7853982,,Head,,,"[98.0, 18.0]",,High Pass,,1.4142135,Incomplete,,,,,,,,Recovery,1,From Free Kick,Simone Magill,15559.0,Right Center Forward,6,Everton LFC,967,"['16efdc0e-5486-46a0-a347-89076dd8d6fd', 'fb7b7854-52c9-48e0-b3d1-f0f4d199997e']",26,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:26.522,Pass,
,,,,,,,,,,,,,,,,0.1112,,,,,,,,,,,,fb7b7854-52c9-48e0-b3d1-f0f4d199997e,60,,"[23.0, 63.0]",19756,2,,,,,0.0,,Right Foot,,,"[24.0, 63.0]",,High Pass,,1.0,Incomplete,,,,,,,,Recovery,1,From Free Kick,Aoife Mannion,19503.0,Right Center Back,6,Everton LFC,967,"['5b454ab3-e309-4998-89ae-50e4f626da7c', 'afd05757-699d-424c-98b5-4f1d44f2c05e']",28,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:28.209,Pass,
,,,,,,,,,,,,,,,,2.9128,,,,,,,,,,,,b742639c-1e8d-4310-9f1a-17346a68c2e1,63,,"[21.0, 39.0]",19756,2,,,,,0.040793683,,Left Foot,,,"[70.0, 41.0]",,High Pass,,49.0408,Incomplete,Ellen White,10180.0,,,,,,Recovery,1,From Free Kick,Kerys Harrop,15569.0,Left Center Back,6,Everton LFC,967,"['4a04584d-d9db-4185-889e-0d734e9b3505', '5a795790-d76e-4123-8fb8-bb0bbea13a68', 'd39ea158-5e08-43f3-84d9-b6d02d1853bb']",30,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:30.677,Pass,True
,,,,,,,,,,,,,,,,1.741638,,,,,,,,,,,,5a795790-d76e-4123-8fb8-bb0bbea13a68,65,,"[51.0, 40.0]",19756,2,,,,,-0.34302393,,Head,,,"[65.0, 35.0]",,Low Pass,,14.866069,Incomplete,,,,,,,,Recovery,1,From Free Kick,Megan Finnigan,18254.0,Center Back,6,Everton LFC,967,"['b742639c-1e8d-4310-9f1a-17346a68c2e1', 'e01cc8a9-1fbe-4740-8384-60a23719186c']",33,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:33.589,Pass,
,,,,,,,,,,,,,,,,1.598719,,,,,,,,,,,,a444d58f-5a23-423e-85d2-c438f7b70d32,74,,"[49.0, 31.0]",19756,2,,,,,-0.35877067,,Left Foot,,,"[65.0, 25.0]",,Low Pass,,17.088007,,Claudia Walker,15580.0,,,,,,,1,Regular Play,Hayley Ladd,19501.0,Left Defensive Midfield,7,Birmingham City WFC,969,"['3bb83942-c793-4b0a-a8f2-0d154ff56408', 'b6ff1c41-cbce-4f09-96da-4920ddc96622']",39,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:39.984,Pass,True
,,,,,,,,,,,,,,,,1.235074,,,,,,,,,,,,14cd6dad-8df7-4547-8d36-666656d28e24,78,,"[61.0, 29.0]",19756,2,,,,,2.0899425,,Left Foot,,,"[57.0, 36.0]",,Low Pass,,8.062258,,Hayley Ladd,19501.0,,,,,,,1,Regular Play,Claudia Walker,15580.0,Left Wing,7,Birmingham City WFC,969,"['6f442ca8-2bc2-4ad3-981c-5206e84ad376', '8a793121-81e8-4a59-868c-f124e02d0dc5']",42,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:42.493,Pass,True
,,,,,,,,,,,,,,,,2.379493,,,,,,,,,,,,c30e107a-4de6-4dfc-be6f-e0942b0de21f,82,,"[64.0, 31.0]",19756,2,,,,,-1.19029,,Right Foot,,,"[74.0, 6.0]",,Ground Pass,,26.925823,,Paige Williams,15567.0,,,,,,,1,Regular Play,Hayley Ladd,19501.0,Left Defensive Midfield,7,Birmingham City WFC,969,"['99bc9cef-2d3b-46f7-b120-91f13dc67c6b', 'f9e2f749-2b38-4391-b332-b52ce409ef01']",45,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:45.493,Pass,True
,,,,,,,,,,,,,,,,3.537196,,,,,,,,,,,,1f13abcd-8b0f-4183-86fa-7d006ff0f68c,85,,"[77.0, 11.0]",19756,2,,,,,0.6518691,,Left Foot,,,"[115.0, 40.0]",,High Pass,,47.801674,Incomplete,Ellen White,10180.0,,,,,,,1,Regular Play,Paige Williams,15567.0,Left Back,7,Birmingham City WFC,969,"['1c86a1a1-6f77-4a22-8be6-5379c146c363', '37c1d34c-59f2-4d95-a8a6-e2ece5f7b4ad']",48,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:48.883,Pass,
,,,,,,,,,,,,,,,,1.766958,,,,,,,,,,,,93d53b0e-e29a-4073-9cdf-e1afc23745f4,89,,"[13.0, 36.0]",19756,2,,,,,-1.4288993,,Right Foot,,,"[15.0, 22.0]",,Ground Pass,,14.142136,,Siri Worm,15572.0,,,,,,,1,Regular Play,Kirstie Levell,15576.0,Goalkeeper,7,Birmingham City WFC,969,['e54ded81-af9a-41bc-a04f-90b77bb268d3'],57,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:57.135,Pass,
,,,,,,,,,,,,,,,,3.198453,,,,,,,,,,,,07562c88-cd15-4304-9f20-e197db691123,92,,"[20.0, 16.0]",19756,3,,,,,0.20997351,,Left Foot,,,"[81.0, 29.0]",,High Pass,,62.369865,Incomplete,,,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Center Back,7,Birmingham City WFC,969,['9addea85-34cc-4e03-a545-cbe09f5a414c'],0,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:00.339,Pass,
,,,,,,,,,,,,,,,,1.8037,,,,,,,,,,,,7f152bbf-0351-4972-95f5-2def5cd103a7,95,,"[42.0, 58.0]",19756,3,,,,,0.24497867,,Right Foot,,,"[54.0, 61.0]",,Low Pass,,12.369317,Incomplete,,,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,7,Birmingham City WFC,969,['a12d78a1-519e-4384-b5b0-a7ecf55f3ac7'],4,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:04.932,Pass,
,,,,,,,,,,,,,,,,0.8683,,,,,,,,,,,,43d125e4-e57b-49ab-afab-85248748c55d,98,,"[58.0, 27.0]",19756,3,,,,,-1.5707964,,Left Foot,,,"[58.0, 18.0]",,Ground Pass,,9.0,,Angharad James,15577.0,,,,,,Recovery,1,Regular Play,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,8,Everton LFC,967,"['ba0b0567-301b-4c5f-9ad5-867c1ee90938', 'c1c212da-0936-474f-9f15-4b7fabd47dec']",7,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:07.985,Pass,True
,,,,,,,,,,,,,,,,2.130889,,,,,,,,,,,,95f62dbe-09ab-4b33-bf81-0ab2f7ceabf1,106,,"[74.0, 80.0]",19756,3,,,,,-0.42285392,,,,,"[94.0, 71.0]",,High Pass,,21.931713,,Ellen White,10180.0,,,,,,Throw-in,1,From Throw In,Meaghan Sargeant,19502.0,Right Back,9,Birmingham City WFC,969,['438cf3d6-dc74-4710-9cbb-eb986218a142'],25,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:25.855,Pass,
,,,,,,,,,,,,,,,,1.5471,,,,,,,,,,,,7a8fb247-0fc5-4f78-9e59-bb4c64886ba0,111,,"[41.0, 7.0]",19756,3,,,,,0.90975314,,Right Foot,,,"[48.0, 16.0]",,Low Pass,,11.401754,,Inessa Kaagman,15579.0,,,,,,Recovery,1,Regular Play,Danielle Turner,15571.0,Left Wing Back,10,Everton LFC,967,['9c45d9fd-248b-428d-ad72-79ae796f80c8'],29,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:29.099,Pass,
,,,,,,,,,,,,,,,,2.8447,,,,,,,,,,,,d5cbabe0-a19c-46ce-9806-a647e7259cf5,114,,"[50.0, 16.0]",19756,3,,,,,2.010639,,Left Foot,,,"[42.0, 33.0]",,High Pass,,18.788294,,Abbey-Leigh Stringer,15573.0,,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Center Attacking Midfield,10,Everton LFC,967,"['6af94e66-0368-4c6c-9967-dc25f32dd5f4', 'd4962c8c-1d3e-478e-bce4-3f9e61e7f4cd']",30,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:30.646,Pass,True
,,,,,,,,,,,,,,,,2.829617,,,,,,,,,,,,49c1e9a7-2c7c-49b9-9f35-2956f520dfc5,117,,"[41.0, 34.0]",19756,3,,,,,2.0647378,,Right Foot,,,"[27.0, 60.0]",,Ground Pass,,29.529646,,Taylor Hinds,19687.0,,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,10,Everton LFC,967,['807e5f42-bd25-4a1c-acb2-ba178b18b34a'],35,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:35.165,Pass,
,,,,,,,,,,,,,,,,1.8936,,,,,,,,,,,,70f68c7d-24a8-4571-a882-3b8b77c33688,120,,"[35.0, 73.0]",19756,3,,,,,-0.32175055,,Right Foot,,,"[74.0, 60.0]",,High Pass,,41.109608,Incomplete,Simone Magill,15559.0,,,,,,,1,Regular Play,Taylor Hinds,19687.0,Right Wing Back,10,Everton LFC,967,"['bb458e6d-2b6d-42cc-9b54-8e7027669d2c', 'e46946e7-a2b0-4e7d-b4f3-1dd4713886a7']",40,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:40.199,Pass,
,,,,,,,,,,,,,,,,2.601979,,,,,,,,,,,,bb458e6d-2b6d-42cc-9b54-8e7027669d2c,123,,"[47.0, 21.0]",19756,3,,,,True,-0.6202495,,,,,"[75.0, 1.0]",,High Pass,,34.4093,Out,,,,,,,,Recovery,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,10,Everton LFC,967,"['70f68c7d-24a8-4571-a882-3b8b77c33688', '955a3f99-0066-4a53-924e-870c87d3a2be']",42,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:42.092,Pass,True
,,,,,,,,,,,,,,,,1.0636,,,,,,,,,,,,20e7ac71-e5e6-4ce1-be8b-538bd565ff7c,124,,"[57.0, 80.0]",19756,4,,,,,-0.6202495,,,,,"[71.0, 70.0]",,Low Pass,,17.20465,,Simone Magill,15559.0,,,,,,Throw-in,1,From Throw In,Taylor Hinds,19687.0,Right Wing Back,11,Everton LFC,967,['eb6851c2-761d-42c2-a417-cd468e5b91c2'],4,,,,,,,,,,,,,,,,,Everton LFC,967,00:04:04.651,Pass,
,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,c62dc4df-277f-44c1-b7ca-317922cf7dd5,126,,"[71.0, 70.0]",19756,4,,,,,-1.5707964,,Head,,,"[71.0, 67.0]",,Low Pass,,3.0,Incomplete,,,,,,,,,1,From Throw In,Simone Magill,15559.0,Right Center Forward,11,Everton LFC,967,['cd7648f2-eda6-4de6-8cc6-6802bdf6fed4'],5,,,,,,,,,,,,,,,,,Everton LFC,967,00:04:05.714,Pass,
,,,,,,,,,,,,,,,,2.0527,,,,,,,,,,,,64e07871-d890-4749-9f40-01866f037a1f,128,,"[57.0, 73.0]",19756,4,,,,,-0.63274884,,Head,,,"[72.0, 62.0]",,High Pass,,18.601076,,Simone Magill,15559.0,,,,,,Recovery,1,From Throw In,Emma Brownlie,23547.0,Right Center Back,11,Everton LFC,967,['3647c2e6-939d-4855-b7fa-df8afa434db1'],7,,,,,,,,,,,,,,,,,Everton LFC,967,00:04:07.784,Pass,
,,,,,,,,,,,,,,,,1.062718,,,,,,,,,,,,8a743340-9e38-40d5-8cb8-27a2996d09cc,132,,"[71.0, 58.0]",19756,4,,,,,-2.0344439,,Right Foot,,,"[68.0, 52.0]",,Ground Pass,,6.708204,,Abbey-Leigh Stringer,15573.0,,,,,,,1,From Throw In,Simone Magill,15559.0,Right Center Forward,11,Everton LFC,967,"['368e7922-e8f6-46b3-8439-e3dbe20c2b28', '3a462f73-3a8e-42f3-8807-0816d14f1220']",11,,,,,,,,,,,,,,,,,Everton LFC,967,00:04:11.617,Pass,True
