ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.4081,,,,,,,,,,,07f7b530-f429-4f61-ae7e-d9d9e7ed48af,15,,,"[87.0, 56.0]",19802,0,,,,0.98279375,,Right Foot,,,"[89.0, 59.0]",,Ground Pass,,3.6055512,,Incomplete,,Rachel Mclauchlan,10195.0,,,,,,,1,From Kick Off,Olivia Fergusson,15718.0,Right Center Forward,2,Yeovil Town LFC,970,"['e74d73fe-c7e9-4b5a-af17-e29f373001e4', 'febf7368-99ea-467d-ac79-523d13bdd67c']",9,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:09.254,Pass,
,,,,,,,,,,,,,,,,,,1.369154,,,,,,,,,,,a83b7593-dbf8-4539-9694-30ce6b0fdad6,18,,,"[25.0, 21.0]",19802,0,,,,0.6435011,,Right Foot,,,"[33.0, 27.0]",,Ground Pass,,10.0,,,,Megan Connolly,23413.0,,,,,,Recovery,1,Regular Play,Danielle Buet,20034.0,Left Center Back,3,Brighton & Hove Albion WFC,965,['5e73596f-cc22-455f-a46c-fe0d176bda29'],10,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:10.914,Pass,
,,,,,,,,,,,,,,,,,,1.812123,,,,,,,,,,,821e7afe-5922-48c6-9a52-e3f6c4e93142,25,,,"[38.0, 31.0]",19802,0,,,,1.6041173,,Right Foot,,,"[37.0, 61.0]",,Ground Pass,,30.016663,,,,Victoria Williams,16395.0,,,,,,,1,Regular Play,Megan Connolly,23413.0,Left Defensive Midfield,3,Brighton & Hove Albion WFC,965,"['11a95489-1b51-4088-add9-24be77137452', '5123c01f-fedd-4f5e-9f1e-80ecaf394876']",14,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:14.185,Pass,True
,,,,,,,,,,,,,,,,,,1.966013,,,,,,,,,,,375a65b5-0c55-4729-80c1-cede42c36f71,30,,,"[43.0, 59.0]",19802,0,,,,-1.6030432,,Left Foot,,,"[42.0, 28.0]",,Ground Pass,,31.016125,,,,Danielle Buet,20034.0,,,,,,,1,Regular Play,Victoria Williams,16395.0,Right Back,3,Brighton & Hove Albion WFC,965,"['474b2afb-fce5-479b-a146-d9be98f3828e', 'f4e2813b-c38b-4d68-9b44-1cd1e85d88f9']",19,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:19.890,Pass,True
,,,,,,,,,,,,,,,,,,0.885011,,,,,,,,,,,eea0bcf1-7adc-4da5-9272-46cd94525da9,34,,,"[42.0, 30.0]",19802,0,,,,0.0,,Left Foot,,,"[57.0, 30.0]",,Ground Pass,,15.0,,Incomplete,,Kayleigh Green,16400.0,,,,,,,1,Regular Play,Danielle Buet,20034.0,Left Center Back,3,Brighton & Hove Albion WFC,965,"['19d6c8f0-1da2-416e-8e8e-7b0672263c6f', '6fda56c6-c624-4f19-a400-f2da80065a52', '87c8b72b-7a48-42c0-bc39-c1c8e3411821']",23,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:23.099,Pass,True
,,,,,,,,,,,,,,,,,,1.1023,,,,,,,,,,,6eb6b0eb-3023-4e9d-883d-78de7c1cc60c,38,,,"[71.0, 55.0]",19802,0,,,,-0.7454195,,Right Foot,,,"[84.0, 43.0]",,Ground Pass,,17.691807,,,,Olivia Fergusson,15718.0,,,,,,,1,Regular Play,Georgia Evans,15707.0,Left Defensive Midfield,3,Brighton & Hove Albion WFC,965,['200285db-0e8d-4c2f-8c88-3da95a2051d2'],25,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:25.258,Pass,
,,,,,,,,,,,,,,,,,,0.6131,,,,,,,,,,,21c21513-7c63-4179-8bc4-d6bed6c185c5,48,,,"[40.0, 18.0]",19802,0,,,,0.8567056,,Right Foot,,,"[53.0, 33.0]",,Ground Pass,,19.849434,,Incomplete,,,,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Left Center Forward,3,Brighton & Hove Albion WFC,965,['d6a65878-199e-4222-8176-8c4db4bf9975'],32,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:32.861,Pass,
,,,,,,,,,,,,,,,,,,1.7423,,,,,,,,,,,e73799c0-76e2-4f66-b426-a0b738b7ff0a,50,,,"[56.0, 37.0]",19802,0,,,,-0.5585993,,Left Foot,,,"[72.0, 27.0]",,Ground Pass,,18.867962,,,,Emily Donovan,15705.0,,,,,,Recovery,1,Regular Play,Ellie Mason,15715.0,Left Center Back,4,Yeovil Town LFC,970,['1d7ac13a-c8be-49b7-99a3-b0010a53f6b8'],34,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:34.838,Pass,
,,,,,,,,,,,,,,,,,,1.5516,,,,,,,,,,,3015eb40-242a-4fe8-8cb9-9ac6898ec4b7,54,,,"[80.0, 13.0]",19802,0,,,,1.6575347,,Right Foot,,,"[78.0, 36.0]",,Ground Pass,,23.086792,,Unknown,,Georgia Evans,15707.0,,,,,,,1,Regular Play,Emily Donovan,15705.0,Left Midfield,4,Yeovil Town LFC,970,['bdf81ca2-6348-435f-8629-16d738fd4159'],41,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:41.339,Pass,
,,,,,,,,,,,,,,,,,,1.7006,,,,,,,,,,,fa5cfa45-31b8-4d6e-bb7f-8e76bc8128de,59,,,"[76.0, 34.0]",19802,1,,,,0.23860933,50b7883c-a44d-4fd9-a12a-4526bb07f21d,Right Foot,,,"[113.0, 43.0]",,High Pass,,38.078865,,,,Ellie Mason,15715.0,True,,,,,Free Kick,1,From Free Kick,Hannah Short,15717.0,Right Center Back,5,Yeovil Town LFC,970,['aab1aaa2-0063-4247-b6ce-ae612a49122e'],25,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:25.823,Pass,
,,,,,,,,,,,,,,,,,,2.32714,,,,,,,,,,,7e292b70-21d5-45b1-aaaf-5b7be40f0a08,64,,,"[7.0, 37.0]",19802,1,,,,1.3439975,,Left Foot,,,"[13.0, 63.0]",,Ground Pass,,26.683329,,,,Fern Whelan,19420.0,,,,,,Goal Kick,1,From Goal Kick,Sophie Harris,23290.0,Goalkeeper,6,Brighton & Hove Albion WFC,965,['0ab58177-d092-469a-b428-d5016bea22e8'],42,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:42.639,Pass,
,,,,,,,,,,,,,,,,,,2.518854,,,,,,,,,,,e5612545-abb0-4d76-a3ed-2494fe5ba34f,67,,,"[26.0, 66.0]",19802,1,,,,-2.329174,,Right Foot,,,"[8.0, 47.0]",,Ground Pass,,26.172504,,,,Sophie Harris,23290.0,,,,,,,1,From Goal Kick,Fern Whelan,19420.0,Right Center Back,6,Brighton & Hove Albion WFC,965,['7db6d032-122b-4290-a0c3-683233737832'],48,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:48.219,Pass,
,,,,,,,,,,,,,,,,,,1.796169,,,,,,,,,,,6b83e930-43e6-4989-a120-199564bf1f6d,70,,,"[14.0, 57.0]",19802,1,,,,0.042527534,,Right Foot,,,"[61.0, 59.0]",,High Pass,,47.042534,,Incomplete,,,,,,,,,,1,From Goal Kick,Sophie Harris,23290.0,Goalkeeper,6,Brighton & Hove Albion WFC,965,['b248f58c-da6e-4fd7-90a3-a7bfa86990b4'],55,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:55.247,Pass,
,,,,,,,,,,,,,,,,,,1.9439,,,,,,,,,,,cff3ee0b-932f-4caa-8389-10bc3e11fc5a,77,,,"[16.0, 33.0]",19802,2,,,,-0.18534794,,Drop Kick,,,"[64.0, 24.0]",,High Pass,,48.83646,,Incomplete,,,,,,,,,,1,From Keeper,Megan Walsh,15709.0,Goalkeeper,7,Yeovil Town LFC,970,['63dea20c-4d77-4f95-b7d6-85a41adccbed'],18,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:18.101,Pass,
,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,63dea20c-4d77-4f95-b7d6-85a41adccbed,78,,,"[57.0, 57.0]",19802,2,,,,2.3561945,,Head,,,"[40.0, 74.0]",,High Pass,,24.04163,,,,Victoria Williams,16395.0,,,,,,Recovery,1,Regular Play,Chloe Peplow,16397.0,Right Defensive Midfield,8,Brighton & Hove Albion WFC,965,"['84725e8a-e690-4f57-a8a6-6b586c58c5da', 'cff3ee0b-932f-4caa-8389-10bc3e11fc5a']",20,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:20.045,Pass,
,,,,,,,,,,,,,,,,,,2.4098,,,,,,,,,,,9b13d4a3-e9ae-4958-b49c-c5394c95034e,81,,,"[40.0, 74.0]",19802,2,,,True,-0.81569195,,,,,"[56.0, 57.0]",,Low Pass,,23.345236,,Incomplete,,Ellie Brazil,16393.0,,,,,,,1,Regular Play,Victoria Williams,16395.0,Right Back,8,Brighton & Hove Albion WFC,965,"['2a23df7f-1ee9-425b-9103-3ae9216d03ec', '6e0fcde9-231d-4b9f-9ec3-36673a97c527', '7de155a6-b070-48d2-9334-9b3380236091']",22,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:22.230,Pass,True
,,,,,,,,,,,,,,,,,,2.577097,,,,,,,,,,,6e0fcde9-231d-4b9f-9ec3-36673a97c527,83,,,"[65.0, 24.0]",19802,2,,,,-2.5252957,,Left Foot,,,"[41.0, 7.0]",,High Pass,,29.410883,,Incomplete,,Megan Alexander,15710.0,,,,,,Recovery,1,Regular Play,Georgia Evans,15707.0,Left Defensive Midfield,8,Brighton & Hove Albion WFC,965,"['7ac4c626-d3a4-4c8c-a06a-85d453cfa4c3', '91940a51-cb19-43fc-96f8-53c4bd31af35', '9b13d4a3-e9ae-4958-b49c-c5394c95034e']",24,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:24.640,Pass,
,,,,,,,,,,,,,,,,,,1.95066,,,,,,,,,,,f7dc3ac6-d304-4dcf-ac60-433ca199e96a,87,,,"[86.0, 80.0]",19802,2,,,,-0.049958397,,Right Foot,,,"[106.0, 79.0]",,Ground Pass,,20.024984,,,,Kate Natkiel,16399.0,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Left Center Forward,8,Brighton & Hove Albion WFC,965,['53c3fc9e-9bd4-47ae-98ab-c79639b40e27'],29,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:29.620,Pass,
,,,,,,,,,,,,,,,,,,1.544,,,,,,,,,,,894ead1e-9227-451c-a98e-998ab916f9c7,93,,,"[120.0, 80.0]",19802,3,,,,-1.6313283,,Right Foot,,,"[118.0, 47.0]",,High Pass,,33.06055,,Incomplete,,,,,True,,Straight,,Corner,1,From Corner,Megan Connolly,23413.0,Left Defensive Midfield,9,Brighton & Hove Albion WFC,965,['28a36743-5496-4ec5-9686-22102b43728c'],6,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:06.871,Pass,
,,,,,,,,,,,,,,,,,,2.5265,,,,,,,,,,,bced8c6c-3eb5-45de-a996-c704ffd8173b,97,,,"[50.0, 3.0]",19802,3,,,,0.69473827,,Left Foot,,,"[68.0, 18.0]",,Ground Pass,,23.43075,,Incomplete,,Olivia Fergusson,15718.0,,,,,,,1,From Corner,Emily Donovan,15705.0,Left Midfield,9,Brighton & Hove Albion WFC,965,"['1714907e-eb11-412a-9257-231db3050c53', '3cfc1c1f-7f6a-4af5-b189-8742f7f56773']",14,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:03:14.665,Pass,
,,,,,,,,,,,,,,,,,,0.944345,,,,,,,,,,,0157d096-3ca9-466b-a810-447f3952e533,101,,,"[53.0, 58.0]",19802,3,,,,0.551655,,Right Foot,,,"[66.0, 66.0]",,Ground Pass,,15.264338,,,,Megan Connolly,23413.0,,,,,,,1,From Corner,Danielle Buet,20034.0,Left Center Back,9,Brighton & Hove Albion WFC,965,['4dad9c85-bec4-4600-96b4-f9e7b318418b'],19,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:19.328,Pass,
,,,,,,,,,,,,,,,,,,0.993598,,,,,,,,,,,72c47e29-fc90-4f6a-9110-88dfb874d081,105,,,"[68.0, 57.0]",19802,3,,,,1.7681919,,Right Foot,,,"[65.0, 72.0]",,Ground Pass,,15.297058,,,,Chloe Peplow,16397.0,,,,,,,1,From Corner,Megan Connolly,23413.0,Left Defensive Midfield,9,Brighton & Hove Albion WFC,965,['9b0759d0-fc3a-4eaa-8199-3ab4873d5d3a'],22,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:22.860,Pass,
,,,,,,,,,,,,,,,,,,0.990181,,,,,,,,,,,ade30806-3d54-4768-b3f2-d3f17a9a93af,108,,,"[66.0, 75.0]",19802,3,,,,0.23374318,,Right Foot,,,"[87.0, 80.0]",,Ground Pass,,21.587032,,,,Kate Natkiel,16399.0,,,,,,,1,From Corner,Chloe Peplow,16397.0,Right Defensive Midfield,9,Brighton & Hove Albion WFC,965,['91383978-6e7d-4251-8428-159f51712be1'],24,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:24.752,Pass,
,,,,,,,,,,,,,,,,,,1.39951,,,,,,,,,,,62bddec8-1e12-49ac-b876-9040ac4bb4c8,114,,,"[86.0, 80.0]",19802,3,,,,-3.0584514,,,,,"[74.0, 79.0]",,Low Pass,,12.0415945,,,,Victoria Williams,16395.0,,,,,,Throw-in,1,From Throw In,Kate Natkiel,16399.0,Right Midfield,10,Brighton & Hove Albion WFC,965,['df84f107-f70a-4321-a447-723ec0edc5bf'],31,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:31.678,Pass,
,,,,,,,,,,,,,,,,,,2.524619,,,,,,,,,,,4453fa5f-2c3d-498e-a97f-a9c1c4bf8009,118,,,"[74.0, 74.0]",19802,3,,,,-2.3053908,,Right Foot,,,"[46.0, 43.0]",,Ground Pass,,41.773197,,,,Danielle Buet,20034.0,,,,,,,1,From Throw In,Victoria Williams,16395.0,Right Back,10,Brighton & Hove Albion WFC,965,"['21e07f13-f10e-47ed-be3d-363122f0a345', '6f6dda62-e54e-4378-9d8c-be69b3dd87b8']",36,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:36.310,Pass,True
,,,,,,,,,,,,,,,,,,1.9173,,,,,,,,,,,b773eef6-fd24-4331-9be5-d6b6ac5d5167,121,,,"[48.0, 33.0]",19802,3,,,,0.0,,Right Foot,,,"[85.0, 33.0]",,High Pass,,37.0,,,,Ellie Brazil,16393.0,,,,,,,1,From Throw In,Danielle Buet,20034.0,Left Center Back,10,Brighton & Hove Albion WFC,965,['93514843-aed1-4ca7-adfa-e2d8e3cb2d33'],41,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:41.729,Pass,
,,,,,,,,,,,,,,,,,,1.826113,,,,,,,,,,,458eb632-190e-4cc6-a232-39a01a786282,124,,,"[83.0, 35.0]",19802,3,,,,2.158799,,Other,,,"[79.0, 41.0]",,Low Pass,,7.2111025,,,,Megan Connolly,23413.0,,,,,,,1,From Throw In,Ellie Brazil,16393.0,Right Center Forward,10,Brighton & Hove Albion WFC,965,"['6a14a480-088e-4246-a1b8-64cab805bd0d', 'a9862dcd-dad7-4f4f-b9bd-a5e0dd7f25ac']",43,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:43.646,Pass,True
,,,,,,,,,,,,,,,,,,2.061644,,,,,,,,,,,3e242a27-c67a-42c7-8df6-cc823035cce6,128,,,"[79.0, 40.0]",19802,3,,,,0.9151007,,Right Foot,,,"[99.0, 66.0]",,Low Pass,,32.80244,,,,Kate Natkiel,16399.0,,,,,,,1,From Throw In,Megan Connolly,23413.0,Left Defensive Midfield,10,Brighton & Hove Albion WFC,965,"['813e8214-6b0f-4db7-bc88-9929506e8b9b', 'e39e10e2-c074-4666-b83c-13d1ca79f4d0']",46,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:46.823,Pass,True
,,,,,,,,,,,,,,,,,,1.538676,,,,,,,,,,,e7d06cac-e79b-4e6c-8fe5-c556840bba98,133,,,"[106.0, 61.0]",19802,3,,,,-1.2360595,,Left Foot,True,,"[114.0, 38.0]",,High Pass,,24.351591,,Incomplete,,Ellie Brazil,16393.0,,,,,,,1,From Throw In,Kate Natkiel,16399.0,Right Midfield,10,Brighton & Hove Albion WFC,965,"['2af0a8bf-751c-446a-ad09-31742c98addc', '62c6fced-c853-4f4f-8d42-af863fe4bf76', 'bc5704e6-3196-4231-ba9c-d2a1126fd3d7']",51,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:51.798,Pass,True
,,,,,,,,,,,,,,,,,,1.407607,,,,,,,,,,,469b32fb-4c29-405d-89b7-68641a1d1a38,139,,,"[47.0, 74.0]",19802,4,,,,-0.6435011,,Left Foot,,,"[63.0, 62.0]",,Ground Pass,,20.0,,,,Rachel Mclauchlan,10195.0,,,,,,,1,From Throw In,Anne-Marie Heatherson,15714.0,Left Center Forward,10,Brighton & Hove Albion WFC,965,['f2ed9f02-cb0c-4dc5-aef3-e9f7f7875c44'],0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:04:00.471,Pass,
