50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.925656,,,,,,,,,,,,,7a726438-99c4-4a39-849a-84a8a3e48b9c,25,,,"[118.5, 8.6]",2275052,0,,,,2.4161227,,Right Foot,,,,"[113.2, 13.3]",,Ground Pass,,7.083784,,Incomplete,Léa Le Garrec,31529.0,,,,,,,1,Regular Play,Aileen Whelan,16374.0,Left Wing,3,Brighton & Hove Albion WFC,965,"['2f2ed075-0a88-43a6-90b6-f02c1cbe82ab', 'b12ec7ae-5101-41c5-bdf2-b049df702fe0', 'be0ee5b3-140f-4598-98a8-a34955f3a62b']",19,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:19.133,Pass,True
,,,,,,,,,,,,,,,,,1.519072,,,,,,,,,,,,,55d9f8b4-8935-40e3-874f-101579e08842,28,,,"[2.7, 55.3]",2275052,0,,,,0.3281199,,Right Foot,,,,"[35.6, 66.5]",,High Pass,,34.754135,,Incomplete,Bethany England,15550.0,,,,,,Recovery,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Brighton & Hove Albion WFC,965,"['78444ed0-b78a-4174-94a3-2d1b3775b2be', '9cd79ff5-d346-4521-89a8-470237c7f2fe']",22,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:22.282,Pass,
,,,,,,,,,,,,,,,,,1.819524,,,,,,,,,,,,,a794a91c-101d-464d-8f81-20af6ef4c466,33,,,"[81.3, 23.1]",2275052,0,,,,-3.0316482,,Left Foot,,,,"[65.9, 21.4]",,Ground Pass,,15.493547,,,Victoria Williams,16395.0,,,,,,,1,Regular Play,Felicity Gibbons,16392.0,Left Back,3,Brighton & Hove Albion WFC,965,"['1ada834d-1ff9-4e08-aeb5-8ca460d2febe', 'df6ec9be-05e7-4888-b8fc-9bc184be08c0']",27,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:27.095,Pass,True
,,,,,,,,,,,,,,,,,1.997025,,,,,,,,,,,,,c8e10c2c-f9b4-416c-857d-a8c13de51cc9,36,,,"[65.9, 21.4]",2275052,0,,,,1.9278264,,Left Foot,,,,"[56.5, 46.6]",,Low Pass,,26.896097,,,Danique Kerkdijk,16383.0,,,,,,,1,Regular Play,Victoria Williams,16395.0,Right Center Back,3,Brighton & Hove Albion WFC,965,['30120d9b-6a48-42e1-9423-641be47098da'],28,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:28.994,Pass,
,,,,,,,,,,,,,,,,,2.196168,,,,,,,,,,,,,c1a73248-f59d-43ed-adf1-bf96737f5304,39,,,"[58.6, 56.0]",2275052,0,,,,-0.5760747,,Right Foot,,,,"[93.7, 33.2]",,High Pass,,41.855106,,,Léa Le Garrec,31529.0,,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Left Center Back,3,Brighton & Hove Albion WFC,965,['24cff6ee-8ab6-4ba2-b435-f043196c7c71'],33,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:33.161,Pass,
,,,,,,,,,,,,,,,,,2.035514,,,,,,,,,,,,,7aa63e35-5734-4ca5-80aa-65b4ed2ea989,41,,,"[93.7, 33.2]",2275052,0,,,,1.5832957,,Head,,,,"[93.5, 49.2]",,High Pass,,16.00125,,Incomplete,Iniabasi Anefiok Umotong,16378.0,,,,,,,1,Regular Play,Léa Le Garrec,31529.0,Right Center Midfield,3,Brighton & Hove Albion WFC,965,"['a49f9a44-89b6-4ee9-aff1-556e600f18cc', 'c40a6827-c1d8-476f-b413-c0fb82d6265e']",35,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:35.443,Pass,
,,,,,,,,,,,,,,,,,1.464276,,,,,,,,,,,,,a49f9a44-89b6-4ee9-aff1-556e600f18cc,43,,,"[27.5, 31.8]",2275052,0,,,,1.3570778,,Left Foot,,,,"[35.4, 68.2]",,Low Pass,,37.247417,,,Erin Cuthbert,4660.0,,,,,,Recovery,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Chelsea FCW,971,"['75171b9b-5832-4e07-a0c3-60ae32ccd43b', '7aa63e35-5734-4ca5-80aa-65b4ed2ea989']",37,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:37.479,Pass,
,,,,,,,,,,,,,,,,,1.279796,,,,,,,,,,,,,272b6b74-72e7-42be-8619-b7edb24161a3,46,,,"[56.4, 62.4]",2275052,0,,,,2.401848,,Right Foot,,,,"[46.1, 71.8]",,Ground Pass,,13.944533,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Right Midfield,4,Chelsea FCW,971,['b064ec61-9332-4fc9-8f16-dd31414d3b4a'],44,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:44.370,Pass,
,,,,,,,,,,,,,,,,,1.45735,,,,,,,,,,,,,fa86330e-9bc5-4eac-a9ae-ad601d419a15,49,,,"[47.0, 70.5]",2275052,0,,,,-2.0959604,,Right Foot,,,,"[34.6, 49.1]",,Ground Pass,,24.732973,,,Millie Bright,4642.0,,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,4,Chelsea FCW,971,['e6b8b4de-4d30-4092-8852-a7cee4c08d57'],46,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:46.503,Pass,
,,,,,,,,,,,,,,,,,1.610998,,,,,,,,,,,,,c247bc69-6dd8-40db-b139-50f108415a9f,52,,,"[36.1, 44.0]",2275052,0,,,,0.9989344,,Right Foot,,,,"[54.7, 72.9]",,Ground Pass,,34.368153,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,4,Chelsea FCW,971,['4b3524b5-fd59-48e6-8a39-4679c0b74c42'],51,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:51.404,Pass,
,,,,,,,,,,,,,,,,,4.683542,,,,,,,,,,,,,1f94c414-fef9-4ca9-af8f-4bafe481048a,55,,,"[56.2, 69.9]",2275052,0,,,,-0.24386673,,Right Foot,,,,"[119.7, 54.1]",,High Pass,,65.43615,,Out,Drew Spence,4638.0,,,,Through Ball,True,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,4,Chelsea FCW,971,['de9e474e-709c-4ddf-b05a-86bef3e7d5fa'],54,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:54.625,Pass,
,,,,,,,,,,,,,,,,,1.603321,,,,,,,,,,,,,75fefb28-887d-4844-b46e-4e77a4df3535,57,,,"[7.0, 37.0]",2275052,1,,,,-1.4692945,,Right Foot,,,,"[9.2, 15.4]",,Ground Pass,,21.711748,,,Victoria Williams,16395.0,,,,,,Goal Kick,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,5,Brighton & Hove Albion WFC,965,['36293431-ae25-4b2a-a817-0876aac719c1'],12,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:12.723,Pass,
,,,,,,,,,,,,,,,,,1.79592,,,,,,,,,,,,,c9a65982-85c7-4f3a-a2ad-13db6e16623e,60,,,"[16.7, 11.5]",2275052,1,,,,0.2931869,,Left Foot,,,,"[43.2, 19.5]",,High Pass,,27.681221,,,Iniabasi Anefiok Umotong,16378.0,,,,,,,1,From Goal Kick,Victoria Williams,16395.0,Right Center Back,5,Brighton & Hove Albion WFC,965,['44f6fb9b-bab5-4b8c-be6e-7c918f042fdd'],18,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:18.057,Pass,
,,,,,,,,,,,,,,,,,1.754355,,,,,,,,,,,,,386b8560-91ba-4eaa-b7d2-38510c3b0180,64,,,"[41.7, 26.5]",2275052,1,,,,0.40249944,,Right Foot,,,,"[51.8, 30.8]",,Ground Pass,,10.977249,,,Megan Connolly,23413.0,,,,,,,1,From Goal Kick,Iniabasi Anefiok Umotong,16378.0,Center Forward,5,Brighton & Hove Albion WFC,965,['a1986072-e79e-4990-872e-c72b16f7897a'],20,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:20.730,Pass,
,,,,,,,,,,,,,,,,,1.601302,,,,,,,,,,,,,05fb16dc-c1e2-459d-861a-de599d1b25cd,68,,,"[52.4, 31.2]",2275052,1,,,,-1.126074,,Right Foot,,,,"[64.6, 5.6]",,Low Pass,,28.35842,,,Léa Le Garrec,31529.0,,,,,,,1,From Goal Kick,Megan Connolly,23413.0,Left Center Midfield,5,Brighton & Hove Albion WFC,965,"['32e0889d-df88-43c9-8162-68232c060f03', 'e0e3af3c-0b4a-4e6a-8466-32d5b4808c9f']",22,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:22.657,Pass,True
,,,,,,,,,,,,,,,,,1.087507,,,,,,,,,,,,,ca274180-1cf6-4cb6-b557-99deb74ffe10,71,,,"[65.9, 5.6]",2275052,1,,,,2.070143,,Right Foot,,,,"[62.9, 11.1]",,Low Pass,,6.264982,,,Felicity Gibbons,16392.0,,,,,,,1,From Goal Kick,Léa Le Garrec,31529.0,Right Center Midfield,5,Brighton & Hove Albion WFC,965,['551603f2-c90f-4a91-be62-9578de58e672'],24,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:24.299,Pass,
,,,,,,,,,,,,,,,,,2.426062,,,,,,,,,,,,,7f87caf4-b253-4e14-a29e-3e42f00eded5,75,,,"[43.5, 80.0]",2275052,1,,,,-2.4497714,,,,,,"[26.6, 66.0]",,High Pass,,21.945614,,,Millie Bright,4642.0,,,,,,Throw-in,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,6,Chelsea FCW,971,['ec1255e8-eed1-4ab4-b34f-41fa1f580970'],33,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:33.439,Pass,
,,,,,,,,,,,,,,,,,1.740518,,,,,,,,,,,,,cd34be84-2299-4769-aed8-16b8910c17f9,78,,,"[28.8, 55.1]",2275052,1,,,,-1.5554719,,Right Foot,,,,"[29.2, 29.0]",,Ground Pass,,26.103065,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['25aa64ba-4322-4494-80fe-abd5a337c905'],37,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:37.693,Pass,
,,,,,,,,,,,,,,,,,1.501916,,,,,,,,,,,,,dcc5a6b2-7fcc-42b6-8bac-065c85f1305c,81,,,"[34.1, 23.5]",2275052,1,,,,-1.1854199,,Left Foot,,,,"[42.7, 2.3]",,Ground Pass,,22.877937,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['0be57d52-25be-4ed1-92ff-c2f0159c63e6'],40,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:40.879,Pass,
,,,,,,,,,,,,,,,,,1.003905,,,,,,,,,,,,,d2b5489d-5944-4bf0-839e-29e10c3da579,84,,,"[49.3, 1.4]",2275052,1,,,,0.013512691,,Left Foot,,,,"[64.1, 1.6]",,Ground Pass,,14.801352,,,Guro Reiten,10514.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,6,Chelsea FCW,971,['a895d6d4-8fc5-4601-9c46-8832076d3e5f'],44,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:44.009,Pass,
,,,,,,,,,,,,,,,,,1.241624,,,,,,,,,,,,,29f3a4c5-cad4-47e3-b50a-02db8ba839ad,87,,,"[64.1, 1.6]",2275052,1,,,,3.1078217,,Left Foot,,,,"[49.3, 2.1]",,Ground Pass,,14.808443,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Throw In,Guro Reiten,10514.0,Left Midfield,6,Chelsea FCW,971,['98b07d3c-1ceb-4bd7-833c-0b791e989fbd'],45,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:45.687,Pass,
,,,,,,,,,,,,,,,,,1.25563,,,,,,,,,,,,,8a89598b-7f79-4490-bf51-d5984a5990e5,90,,,"[47.4, 2.1]",2275052,1,,,,2.1982002,,Left Foot,,,,"[35.0, 19.2]",,Ground Pass,,21.122736,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,6,Chelsea FCW,971,['aabcfe01-8c32-487d-8025-414bbbad3907'],47,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:47.733,Pass,
,,,,,,,,,,,,,,,,,1.704383,,,,,,,,,,,,,6664d87d-2996-466f-aa76-482f024387a6,93,,,"[36.7, 16.4]",2275052,1,,,,1.5977359,,Left Foot,,,,"[35.8, 49.8]",,Ground Pass,,33.412125,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['690cf6aa-c95d-4e54-96df-7aa0bbb6e29c'],50,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:50.341,Pass,
,,,,,,,,,,,,,,,,,4.846447,,,,,,,,,,,,,530340c9-b823-4595-8333-0a7989e08c1c,96,,,"[42.3, 47.6]",2275052,1,,,,-0.53653413,,Right Foot,,,,"[103.0, 11.5]",,High Pass,,70.62365,,Pass Offside,Guro Reiten,10514.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['dd7d9292-622c-49bb-931f-244daef3d1ef'],53,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:53.971,Pass,
,,,,,,,,,,,,,,,,,2.770752,,,,,,,,,,,,,efd7c260-a515-4b37-a019-01348bbdcbc0,98,,,"[22.1, 74.0]",2275052,2,,,,-0.122856386,,Right Foot,,,,"[79.6, 66.9]",,High Pass,,57.93669,,Incomplete,Léa Le Garrec,31529.0,,,,,,Free Kick,1,From Free Kick,Matilde Lundorf Skovsen,31528.0,Right Back,7,Brighton & Hove Albion WFC,965,"['3385b648-3061-4a0f-92e0-7342d3693eff', '7608567b-c3bc-472b-8e8c-1c44aede6f54']",24,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:24.282,Pass,
,,,,,,,,,,,,,,,,,1.047001,,,,,,,,,,,,,3385b648-3061-4a0f-92e0-7342d3693eff,100,,,"[41.4, 14.1]",2275052,2,,,,0.46926552,,Head,,,,"[48.5, 17.7]",,High Pass,,7.9605274,,,Sophie Louise Ingle,15549.0,,,,,,Recovery,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Chelsea FCW,971,"['3eebee6e-12d9-49a3-ba8b-e177e61d51d0', 'efd7c260-a515-4b37-a019-01348bbdcbc0']",27,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:27.053,Pass,
,,,,,,,,,,,,,,,,,1.497952,,,,,,,,,,,,,fdd76acf-c2c5-4568-9187-4f890c688338,103,,,"[42.9, 19.4]",2275052,2,,,,2.967216,,Left Foot,,,,"[23.6, 22.8]",,Ground Pass,,19.597193,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Sophie Louise Ingle,15549.0,Center Defensive Midfield,8,Chelsea FCW,971,['5f0f18f2-c2b0-4c4b-acca-dfee3875f054'],29,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:29.751,Pass,
,,,,,,,,,,,,,,,,,1.792058,,,,,,,,,,,,,b840a94e-2f43-4a25-8a38-b69dde716b92,106,,,"[35.6, 21.8]",2275052,2,,,,-0.79050016,,Right Foot,,,,"[55.1, 2.1]",,Ground Pass,,27.718946,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,8,Chelsea FCW,971,['73dff0a1-d535-4263-9718-54dcabc90e9e'],35,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:35.054,Pass,
,,,,,,,,,,,,,,,,,1.250469,,,,,,,,,,,,,0d52e557-d2ab-4bb7-9bc9-f5d704d3738b,109,,,"[64.5, 2.7]",2275052,2,,,,-0.09065989,,Left Foot,,,,"[78.8, 1.4]",,Ground Pass,,14.35897,,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Chelsea FCW,971,['89cc1875-bc08-4c72-9d85-95da3341b574'],39,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:39.127,Pass,
,,,,,,,,,,,,,,,,,0.729214,,,,,,,,,,,,,bf0745b4-0fa2-4219-875c-4b8c68cad4eb,112,,,"[89.3, 2.7]",2275052,2,,,,1.5954827,,Right Foot,,,,"[89.1, 10.8]",,Ground Pass,,8.1024685,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,8,Chelsea FCW,971,['c12413be-dc8c-41dd-a342-32c245c7e55a'],42,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:42.831,Pass,
,,,,,,,,,,,,,,,,,0.581003,,,,,,,,,,,,,dd8f7458-76ce-4dde-a058-100f1dc0f0af,115,,,"[90.6, 7.6]",2275052,2,,,,-2.3969882,,Left Foot,,,,"[85.5, 2.9]",,Ground Pass,,6.935416,,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Chelsea FCW,971,['c364bb40-8ec4-4930-b1a6-9b27f7d5e6df'],44,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:44.408,Pass,
