ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.8444,,,,,,,,,4ca9ea45-c73b-44bf-a922-d237fd2c0e3d,14,,"[51.0, 14.0]",19760,0,,,-3.0309355,,,Left Foot,,,"[42.0, 13.0]",,Ground Pass,9.055386,,Sophie Louise Ingle,15549.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,3,Chelsea FCW,971,['e6e9690b-f82e-4f05-a072-eb50df2cbeee'],10,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:10.773,Pass,
,,,,,,,,,,3.988,,,,,,,,,312a8f16-ec34-491f-bc6a-b0d5aedc2a37,17,,"[42.0, 13.0]",19760,0,,,0.07677189,,,Right Foot,,,"[68.0, 15.0]",,High Pass,26.076809,,Ramona Bachmann,4659.0,,,,,,1,Regular Play,Sophie Louise Ingle,15549.0,Center Defensive Midfield,3,Chelsea FCW,971,['b4d16735-21d1-4d73-876d-8d0f234a7fdf'],11,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:11.658,Pass,
,,,,,,,,,,2.133155,,,,,,,,,860ffd43-a8fd-45ec-8594-aa4946bdf77b,20,,"[66.0, 17.0]",19760,0,,,1.6951513,,,Other,,,"[63.0, 41.0]",,Ground Pass,24.186773,,Sophie Louise Ingle,15549.0,,,,,,1,Regular Play,Ramona Bachmann,4659.0,Center Forward,3,Chelsea FCW,971,['07f35cef-ac64-4bc7-ab08-82385e2888a0'],17,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:17.978,Pass,
,,,,,,,,,,1.6711,,,,,,,,,ed92210b-8a5a-4c4c-9b09-2fc6f665c845,23,,"[62.0, 41.0]",19760,0,,,0.43662715,,,Right Foot,,,"[92.0, 55.0]",,Low Pass,33.105892,,Erin Cuthbert,4660.0,,,,,,1,Regular Play,Sophie Louise Ingle,15549.0,Center Defensive Midfield,3,Chelsea FCW,971,['fea7fce4-00cd-4ca5-a25d-275a0abcf619'],21,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:21.116,Pass,
,,,,,,,,,,1.7269,,,,,,,,,4adfce0a-6470-4669-a803-81f48acd0e7f,28,,"[43.0, 1.0]",19760,0,,,0.19118446,,,,,,"[74.0, 7.0]",,High Pass,31.575306,,Amber Gaylor,15711.0,,,,,Throw-in,1,From Throw In,Megan Alexander,15710.0,Left Back,4,Yeovil Town LFC,970,['8aa32b06-abee-4bcf-a601-65c82ff8385c'],41,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:41.251,Pass,
,,,,,,,,,,1.0955,,,,,,,,,f1a2f98a-c55d-4756-b2a1-489983055f4f,31,,"[74.0, 7.0]",19760,0,,True,2.070143,,,,,,"[68.0, 18.0]",,Low Pass,12.529964,,Bonnie Horwood,15713.0,,,,,,1,From Throw In,Amber Gaylor,15711.0,Left Wing,4,Yeovil Town LFC,970,"['8d441e0c-afdb-4e82-acfb-88a9b75a0bef', '8e9d9e32-c435-4497-b360-2dc016086ce6']",43,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:43.058,Pass,True
,,,,,,,,,,2.403,,,,,,,,,1c36dd5e-dc50-4697-b8a6-61c419e6e906,33,,"[68.0, 18.0]",19760,0,,,-0.30587888,,,Head,,,"[87.0, 12.0]",,Low Pass,19.924858,Incomplete,Ellie Mason,15715.0,,,,,,1,From Throw In,Bonnie Horwood,15713.0,Center Attacking Midfield,4,Yeovil Town LFC,970,"['139543de-df09-4bc2-869b-cba2f4d113b5', '4abad1cb-ffc7-493f-8463-554e6d30f309']",44,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:44.209,Pass,
,,,,,,,,,,1.0808,,,,,,,,,ce74d7dd-f23a-4a1d-b06d-deb79dc00a80,36,,"[89.0, 1.0]",19760,1,,,0.8329813,,,,,,"[99.0, 12.0]",,Low Pass,14.866069,,Ellie Mason,15715.0,,,,,Throw-in,1,From Throw In,Megan Alexander,15710.0,Left Back,5,Yeovil Town LFC,970,['9322f27a-6f45-44f4-add5-324e29dc88ce'],2,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:02.077,Pass,
,,,,,,,,,,4.0831,,,,,,,,,efaea76a-edc2-4774-91df-30c3a9c78820,39,,"[99.0, 12.0]",19760,1,,,-0.14189705,,,Left Foot,,,"[120.0, 9.0]",,High Pass,21.213203,Out,Anne-Marie Heatherson,15714.0,,,,,,1,From Throw In,Ellie Mason,15715.0,Left Center Midfield,5,Yeovil Town LFC,970,['26c6c7d1-28f6-41f6-8310-a22a8db6dd17'],3,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:03.198,Pass,
,,,,,,,,,,1.854544,,,,,,,,,dadcadf7-86d0-4494-aa48-fc7713dbe56e,42,,"[6.0, 36.0]",19760,1,,,-0.72989964,,,Right Foot,,,"[25.0, 19.0]",,Ground Pass,25.495098,,Magdalena Lilly Eriksson,4633.0,,,,,Goal Kick,1,From Goal Kick,Carly Mitchell Telford,19421.0,Goalkeeper,6,Chelsea FCW,971,['b6a81cec-895f-4146-bfd9-629e633d8f43'],31,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:31.475,Pass,
,,,,,,,,,,3.0735,,,,,,,,,aa00f08a-8550-4d03-8500-5005d34db2dc,45,,"[35.0, 19.0]",19760,1,,,2.1910458,,,Right Foot,,,"[20.0, 40.0]",,Ground Pass,25.806976,,Carly Mitchell Telford,19421.0,,,,,,1,From Goal Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['418ffd4c-7c5c-4b03-8fad-c2125f9bdba9'],35,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:35.886,Pass,
,,,,,,,,,,1.7797,,,,,,,,,d2c6a5b4-5fad-4976-973f-2b62c84e2dc5,48,,"[20.0, 40.0]",19760,1,,,1.3734008,,,Right Foot,,,"[24.0, 60.0]",,Ground Pass,20.396078,,Millie Bright,4642.0,,,,,,1,From Goal Kick,Carly Mitchell Telford,19421.0,Goalkeeper,6,Chelsea FCW,971,['d9bd019f-5c90-4155-939b-da543c34b308'],39,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:39.175,Pass,
,,,,,,,,,,0.9716,,,,,,,,,bd6650d6-9be6-4822-86c3-01df09c207cb,51,,"[27.0, 62.0]",19760,1,,,1.1441689,,,Right Foot,,,"[32.0, 73.0]",,Ground Pass,12.083046,,Hannah Jayne Blundell,17275.0,,,,,,1,From Goal Kick,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['8737ea0c-ec9c-429b-a576-cbad02258ce0'],42,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:42.542,Pass,
,,,,,,,,,,1.669592,,,,,,,,,65bed371-2892-4cee-9c93-4365cc176544,55,,"[30.0, 73.0]",19760,1,,,-2.176341,,,Right Foot,,,"[21.0, 60.0]",,Ground Pass,15.811388,,Millie Bright,4642.0,,,,,,1,From Goal Kick,Hannah Jayne Blundell,17275.0,Right Back,6,Chelsea FCW,971,"['314b7cde-eda5-451a-a9db-cede8ac152fe', 'ae2f7831-c903-4356-91e9-6622a03cdc0d']",44,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:44.484,Pass,True
,,,,,,,,,,2.216808,,,,,,,,,15028092-2f3a-462d-8909-b6fea2ea3c2f,58,,"[21.0, 58.0]",19760,1,,,-2.0005586,,,Left Foot,,,"[10.0, 34.0]",,Ground Pass,26.400757,,Carly Mitchell Telford,19421.0,,,,,,1,From Goal Kick,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['a600232d-7535-4a10-8a39-c55148350a02'],46,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:46.767,Pass,
,,,,,,,,,,2.416005,,,,,,,,,a57983b5-fffe-47a6-b569-ccefc725e84c,61,,"[11.0, 35.0]",19760,1,,,-0.8139618,,,Right Foot,,,"[28.0, 17.0]",,Ground Pass,24.758837,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Goal Kick,Carly Mitchell Telford,19421.0,Goalkeeper,6,Chelsea FCW,971,['fa6b2175-9969-4754-a2f2-a49cea44be22'],49,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:49.024,Pass,
,,,,,,,,,,3.948114,,,,,,,,,c467fdea-3251-4b40-8b10-9166b147be35,64,,"[66.0, 18.0]",19760,1,,,1.1747149,,,Left Foot,,,"[89.0, 73.0]",,High Pass,59.615433,,Erin Cuthbert,4660.0,,True,,,,1,From Goal Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['bf88214a-427e-4cd5-8b1b-18cd9b5694fa'],57,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:57.478,Pass,
,,,,,,,,,,1.037847,,,,,,,,,692a3c20-4a1d-4bba-9a6d-1652df0d1224,67,,"[88.0, 63.0]",19760,2,,,0.4636476,,,Right Foot,,,"[106.0, 72.0]",,Ground Pass,20.12461,,Hannah Jayne Blundell,17275.0,,,,,,1,From Goal Kick,Erin Cuthbert,4660.0,Right Wing,6,Chelsea FCW,971,['237d8e09-111a-4d29-89a3-86e4ea192896'],3,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:03.757,Pass,
,,,,,,,,,,1.532799,,,,,,,,,3f1bdf84-89c3-48e3-abb3-9e80132682c2,70,,"[100.0, 51.0]",19760,2,,,-2.9304993,,,Right Foot,,,"[86.0, 48.0]",,Ground Pass,14.3178215,Incomplete,Erin Cuthbert,4660.0,,,,,,1,From Goal Kick,Hannah Jayne Blundell,17275.0,Right Back,6,Chelsea FCW,971,"['bea4e639-8635-4089-9ae8-e0c6c482cda0', 'ec0764fa-2bad-4f3e-92c6-21e87a3b7197']",11,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:11.117,Pass,
,,,,,,,,,,1.472501,,,,,,,,,1c030885-3255-4355-9eee-cc66abd5e5c7,74,,"[36.0, 33.0]",19760,2,,,0.36397895,,,Right Foot,,,"[57.0, 41.0]",,Ground Pass,22.472204,,Anne-Marie Heatherson,15714.0,,,,,,1,Regular Play,Bonnie Horwood,15713.0,Center Attacking Midfield,7,Yeovil Town LFC,970,['84e829b8-34e2-4ae4-8fb3-9a96cb5ecd21'],13,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:13.618,Pass,
,,,,,,,,,,1.341493,,,,,,,,,0b1c9800-c8be-4815-85ad-fed7a0245e5a,78,,"[54.0, 42.0]",19760,2,,,-2.709185,,,Left Foot,,,"[41.0, 36.0]",,Ground Pass,14.3178215,,Ellie Mason,15715.0,,,,,,1,Regular Play,Anne-Marie Heatherson,15714.0,Center Forward,7,Yeovil Town LFC,970,['2aebfa33-624f-41fd-95bb-341885c94602'],17,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:17.402,Pass,
,,,,,,,,,,0.727,,,,,,,,,3cc2c6f8-f56a-4855-b875-978250a80672,81,,"[41.0, 36.0]",19760,2,,,-0.41241044,,,Left Foot,,,"[57.0, 29.0]",,Ground Pass,17.464249,Incomplete,,,,,,,,1,Regular Play,Ellie Mason,15715.0,Left Center Midfield,7,Yeovil Town LFC,970,['ae103f72-85b8-4369-b995-6228204e3a6b'],18,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:18.784,Pass,
,,,,,,,,,,0.7963,,,,,,,,,455ed8af-ef73-46ca-bc23-6712700d57d4,88,,"[56.0, 27.0]",19760,2,,,1.2924967,,,Right Foot,,,"[58.0, 34.0]",,Ground Pass,7.28011,,Ellie Mason,15715.0,,,,,,1,Regular Play,Bonnie Horwood,15713.0,Center Attacking Midfield,7,Yeovil Town LFC,970,['4abee887-886e-4bae-aa68-cb3722315a98'],23,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:23.363,Pass,
,,,,,,,,,,1.0175,,,,,,,,,f3dc167d-562c-4ff6-895b-a709f57878ab,97,,"[66.0, 39.0]",19760,2,,,-1.4056476,,,Right Foot,,,"[68.0, 27.0]",,Ground Pass,12.165525,,Karen Julia Carney,15553.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,7,Yeovil Town LFC,970,['07da015b-063a-4b88-9fff-dba0a464f32c'],26,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:26.930,Pass,
,,,,,,,,,,2.8999,,,,,,,,,ea048d29-8739-4fd2-84ca-86da2c6376f4,100,,"[70.0, 34.0]",19760,2,,,0.1746722,,,Right Foot,,,"[104.0, 40.0]",,High Pass,34.525352,Incomplete,Erin Cuthbert,4660.0,,,,,,1,Regular Play,Karen Julia Carney,15553.0,Left Wing,7,Yeovil Town LFC,970,"['9f125925-32bd-462d-9127-808ddc79df92', 'c4d943ca-6fba-44cd-a235-8268e88237c8']",29,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:29.831,Pass,
,,,,,,,,,,3.4283,,,,,,,,,6e4c1ebc-8be5-40ea-a7fe-81bc3e8ce753,104,,"[21.0, 36.0]",19760,2,,,0.07919907,,,Drop Kick,,,"[84.0, 41.0]",,High Pass,63.1981,Incomplete,,,,,,,,1,Regular Play,Megan Walsh,15709.0,Goalkeeper,7,Yeovil Town LFC,970,['11b91c3d-1e61-42b5-a4e4-4561a6212486'],43,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:43.193,Pass,
,,,,,,,,,,5.711447,,,,,,,,,11b91c3d-1e61-42b5-a4e4-4561a6212486,105,,"[37.0, 40.0]",19760,2,,,-1.9818609,,,Head,,,"[20.0, 1.0]",,Low Pass,42.544094,Out,Jonna Ann-Charlotte Andersson,10222.0,,,,,Recovery,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,7,Yeovil Town LFC,970,"['5dd48d2e-8042-4e23-a4b5-2bb1c7bdffd2', '6e4c1ebc-8be5-40ea-a7fe-81bc3e8ce753']",46,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:46.621,Pass,
,,,,,,,,,,0.9344,,,,,,,,,45d4d5b4-0460-4695-9895-215f990e8265,107,,"[108.0, 80.0]",19760,3,,,-2.714965,,,,,,"[97.0, 75.0]",,Low Pass,12.083046,,Georgia Evans,15707.0,,,,,Throw-in,1,From Throw In,Amy Goddard,15708.0,Right Back,8,Yeovil Town LFC,970,['a6787fab-bfcb-43bb-a578-f08f9799b2f5'],15,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:03:15.551,Pass,
,,,,,,,,,,0.6375,,,,,,,,,50830dd2-6a24-4c5a-be4e-6099f9384f85,110,,"[97.0, 75.0]",19760,3,,,1.3258177,,,Right Foot,,,"[98.0, 79.0]",,Ground Pass,4.1231055,,Amy Goddard,15708.0,,,,,,1,From Throw In,Georgia Evans,15707.0,Right Center Midfield,8,Yeovil Town LFC,970,['892fdb9b-5b68-440e-80ef-d7e294fc5d64'],16,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:03:16.580,Pass,
,,,,,,,,,,1.0267,,,,,,,,,7710af4d-41da-40bf-ad5c-a6e292d77d94,113,,"[98.0, 78.0]",19760,3,,,-0.6435011,,,Left Foot,,,"[102.0, 75.0]",,High Pass,5.0,Incomplete,,,,,,,,1,From Throw In,Amy Goddard,15708.0,Right Back,8,Yeovil Town LFC,970,['c44ed538-1e30-4322-b562-512fcc1fd2e0'],17,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:03:17.970,Pass,
,,,,,,,,,,2.4738,,,,,,,,,ed81f9f1-136f-4bd2-afd2-bba5498637b0,115,,"[93.0, 78.0]",19760,3,,,-1.6475682,,,Head,,,"[92.0, 65.0]",,Low Pass,13.038404,Incomplete,,,,,,,Recovery,1,From Throw In,Amy Goddard,15708.0,Right Back,8,Yeovil Town LFC,970,['c7308e61-f898-46e4-bd0e-27be1df1f8e6'],20,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:03:20.591,Pass,
,,,,,,,,,,2.5983,,,,,,,,,c7308e61-f898-46e4-bd0e-27be1df1f8e6,116,,"[29.0, 16.0]",19760,3,,,-0.5144513,,,Right Foot,,,"[52.0, 3.0]",,High Pass,26.41969,,So-Yun Ji,4647.0,,,,,Recovery,1,Regular Play,Sophie Louise Ingle,15549.0,Center Defensive Midfield,9,Chelsea FCW,971,"['2728e06d-a71f-4ca8-958a-81c952e6374a', 'ed81f9f1-136f-4bd2-afd2-bba5498637b0']",23,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:23.065,Pass,
,,,,,,,,,,1.462,,,,,,,,,9b391889-186c-4649-9cf3-f994ec0f7408,119,,"[71.0, 13.0]",19760,3,,,0.36717382,,,Right Foot,,,"[84.0, 18.0]",,Ground Pass,13.928389,Incomplete,Erin Cuthbert,4660.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,9,Chelsea FCW,971,"['00a57837-ea41-4685-b681-b8368972e40d', 'caa89e83-3b89-4591-b59c-a691d63e1ba8']",27,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:27.508,Pass,
,,,,,,,,,,1.1349,,,,,,,,,b4e4e252-80c8-4ec1-8620-3b10f4bd1781,122,,"[78.0, 1.0]",19760,3,,,1.487655,,,,,,"[79.0, 13.0]",,Low Pass,12.0415945,,So-Yun Ji,4647.0,,,,,Throw-in,1,From Throw In,Karen Julia Carney,15553.0,Left Wing,10,Chelsea FCW,971,['579c8d3a-815a-4c8b-a3e7-16d92fd3f802'],37,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:37.872,Pass,
,,,,,,,,,,0.9964,,,,,,,,,5ec11d35-47a6-45d5-8ffe-e4c923f9daad,125,,"[79.0, 13.0]",19760,3,,,-1.4711276,,,Right Foot,,,"[80.0, 3.0]",,Ground Pass,10.049875,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Throw In,So-Yun Ji,4647.0,Left Center Midfield,10,Chelsea FCW,971,['03b90d95-bfa1-4b5e-ab75-2e22fca6626e'],39,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:39.087,Pass,
,,,,,,,,,,1.945668,,,,,,,,,f61066d9-c7fe-41ea-993e-fef27f4b0cc0,131,,"[76.0, 11.0]",19760,3,,,1.9264323,,,Right Foot,,,"[63.0, 46.0]",,Low Pass,37.336308,,Millie Bright,4642.0,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,10,Chelsea FCW,971,['ed64798b-b85e-4126-ae5d-f018f19c0d78'],44,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:44.489,Pass,
,,,,,,,,,,3.917364,,,,,,,,,5459b2b0-4d2e-428a-bb6e-085ba1a5138d,135,,"[73.0, 51.0]",19760,3,,,0.08673834,,,Right Foot,,,"[119.0, 55.0]",,Ground Pass,46.173584,Out,Hannah Jayne Blundell,17275.0,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,10,Chelsea FCW,971,['fb2125c8-346b-4435-8204-792f4402bf8a'],49,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:49.173,Pass,
