bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.748891,,,,,,,,,,,,,6f5d4d6e-5bf3-4e58-9506-7b5eef9256e9,18,,"[70.4, 16.7]",2275057,0,,,,,0.15536426,,Right Foot,,,"[87.0, 19.3]",,Low Pass,,16.802382,Incomplete,Erin Cuthbert,4660.0,,,,,,,1,From Kick Off,Sophie Louise Ingle,15549.0,Left Center Midfield,2,Chelsea FCW,971,"['6d2e10a9-1e2b-4e0f-b62d-b55fe4a3f768', 'cc273344-8613-4bc3-9a60-a5d14e79a64a']",11,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:11.064,Pass,
,,,,,,,,,,,,,,,,,,1.190129,,,,,,,,,,,,,cc273344-8613-4bc3-9a60-a5d14e79a64a,20,,"[33.1, 60.8]",2275057,0,,,,,-0.17539422,,Left Foot,,,"[41.0, 59.4]",,Low Pass,,8.023091,Incomplete,Kate Longhurst,18147.0,,,,,,Recovery,1,From Kick Off,Cecilie Redisch Kvamme,31553.0,Right Wing Back,2,Chelsea FCW,971,"['6f5d4d6e-5bf3-4e58-9506-7b5eef9256e9', '90e77f5e-905e-4b93-9a3e-f370c8904303', 'fd50f928-b370-40b8-8b42-afdd156591dc']",11,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:11.813,Pass,
,,,,,,,,,,,,,,,,,,1.230571,,,,,,,,,,,,,fd50f928-b370-40b8-8b42-afdd156591dc,22,,"[79.1, 20.7]",2275057,0,,,,,-0.84247893,,Right Foot,,,"[89.0, 9.6]",,Low Pass,,14.8734665,,Bethany England,15550.0,,,,,,Interception,1,From Kick Off,Sophie Louise Ingle,15549.0,Left Center Midfield,2,Chelsea FCW,971,"['215d8c99-a62a-48de-806b-2349258b8374', 'cc273344-8613-4bc3-9a60-a5d14e79a64a']",13,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:13.003,Pass,
,,,,,,,,,,,,,,,,,,0.820315,,,,,,,,,,,,,f6c51a73-fd0f-4c26-a8ce-7d2d0ad66e20,25,,"[91.6, 10.4]",2275057,0,,,,,-2.9441972,,Right Foot,,,"[88.6, 9.8]",,Low Pass,,3.0594118,,Guro Reiten,10514.0,,,,,,,1,From Kick Off,Bethany England,15550.0,Left Center Forward,2,Chelsea FCW,971,['9f145791-3626-4e62-bf7b-cbc48ff0c82b'],14,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:14.261,Pass,
,,,,,,,,,,,,,,,,,,1.208902,,,,,,,,,,,,,c4166f72-3e2b-4677-8ef1-76f3b210ea88,28,,"[87.7, 8.7]",2275057,0,,,,,0.99558073,,Left Foot,,,"[99.5, 26.9]",,High Pass,,21.690552,Incomplete,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Kick Off,Guro Reiten,10514.0,Left Midfield,2,Chelsea FCW,971,"['ac8544ea-0e22-4947-97ff-f3b51a1e6bd2', 'dcdd0bc3-f173-407a-a2f1-f8b3abb2e963']",15,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:15.742,Pass,
,,,,,,,,,,,,,,,,,,0.933365,,,,,,,,,,,,,52bec3cf-50ec-4f7e-8205-21f83e18253e,31,,"[85.1, 21.1]",2275057,0,,,,,1.0153025,,Head,,,"[92.3, 32.7]",,High Pass,,13.652839,,Drew Spence,4638.0,,,,,,Recovery,1,From Kick Off,Sophie Louise Ingle,15549.0,Left Center Midfield,2,Chelsea FCW,971,['39d0f3a1-4446-472c-aec6-879d701084f9'],18,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:18.296,Pass,
,,,,,,,,,,,,,,,,,,0.410482,,,,,,,,,,,,,42810595-37fa-49a7-92a0-962b083c93a9,34,,"[89.7, 29.9]",2275057,0,,,,,0.39951548,,Right Foot,,,"[94.2, 31.8]",,Low Pass,,4.88467,Incomplete,Bethany England,15550.0,,,,,,,1,From Kick Off,Drew Spence,4638.0,Right Center Midfield,2,Chelsea FCW,971,"['b7c3b535-d23d-4d4e-9491-7abd8f865e4a', 'f779ebde-93ff-4a62-a0ae-9b7b85ba169d']",19,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:19.347,Pass,
,,,,,,,,,,,,,,,,,,1.957773,,,,,,,,,,,,,c7e94dfa-4637-4738-a830-b0a2dd81fadf,44,,"[35.9, 47.4]",2275057,0,,,,,2.2397425,,Right Foot,,,"[24.2, 62.2]",,Ground Pass,,18.866108,,Cecilie Redisch Kvamme,31553.0,,,,,,,1,Regular Play,Kate Longhurst,18147.0,Center Defensive Midfield,3,West Ham United LFC,972,"['5468d55e-a087-4be4-a17d-93265cc48b10', 'd5eed11b-99e3-4683-bf5b-e425fc7ff48e']",23,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:23.564,Pass,True
,,,,,,,,,,,,,,,,,,0.199809,,,,,,,,,,,,,f84755fb-9879-478a-9b34-d174ce86bdd2,47,,"[24.4, 63.7]",2275057,0,,,,,0.61629695,,Right Foot,,,"[29.2, 67.1]",,Ground Pass,,5.8821764,Incomplete,,,,,,,,,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,3,West Ham United LFC,972,['e6549451-2350-449d-8dd0-22bd29801376'],25,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:25.562,Pass,
,,,,,,,,,,,,,,,,,,1.011113,,,,,,,,,,,,,7bf5c0cc-da0f-4933-96cd-a7b1d5aae497,49,,"[32.9, 80.0]",2275057,0,,,,,-0.33109608,,,,,"[48.9, 74.5]",,Low Pass,,16.918924,,Leanne Kiernan,18146.0,,,,,,Throw-in,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,4,West Ham United LFC,972,['21712164-0f02-4d87-a7ff-d1b18a11b2c8'],37,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:37.174,Pass,
,,,,,,,,,,,,,,,,,,0.193091,,,,,,,,,,,,,121650b2-630d-487d-984e-0bd8ff442e05,54,,"[80.1, 3.6]",2275057,0,,,,,2.8501358,,Left Foot,,,"[78.1, 4.2]",,Ground Pass,,2.0880613,Incomplete,,,,,,,,Recovery,1,From Throw In,Guro Reiten,10514.0,Left Midfield,4,West Ham United LFC,972,"['77c2c449-c7f5-47d0-844a-a9ead26e5932', 'd59c0f88-f771-4b17-868f-5d6962f6ac3d']",39,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:39.477,Pass,True
,,,,,,,,,,,,,,,,,,0.83442,,,,,,,,,,,,,fce30cc9-eb80-42bd-8410-ab511424fbc3,56,,"[79.6, 0.1]",2275057,0,,,,,0.6540827,,,,,"[88.6, 7.0]",,Low Pass,,11.340635,,Bethany England,15550.0,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,5,Chelsea FCW,971,['7bb6548b-e66f-4f10-9322-896db72b2ac7'],48,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:48.117,Pass,
,,,,,,,,,,,,,,,,,,0.764389,,,,,,,,,,,,,8ddc783a-3c83-4970-a8ca-e9291bff4d16,59,,"[89.0, 7.0]",2275057,0,,,,,-2.9347186,,Right Foot,,,"[80.9, 5.3]",,Ground Pass,,8.276473,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Throw In,Bethany England,15550.0,Left Center Forward,5,Chelsea FCW,971,['b0f322f6-c42e-456a-8764-b068e88e741d'],48,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:48.991,Pass,
,,,,,,,,,,,,,,,,,,1.37743,,,,,,,,,,,,,1cb3d414-22f6-4dc7-a8f3-f485d38b74b3,62,,"[80.9, 5.3]",2275057,0,,,,,0.7524431,,Left Foot,,,"[90.3, 14.1]",,Ground Pass,,12.876335,Incomplete,Bethany England,15550.0,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,5,Chelsea FCW,971,"['aa3d2d69-cb27-465e-ac66-1b8dca4dbc35', 'b6c44cd8-ee48-450b-8430-5c66a7df014c']",50,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:50.114,Pass,
,,,,,,,,,,,,,,,,,,1.200908,,,,,,,,,,,,,e7221aa5-5869-4331-80c1-73a8975859fc,67,,"[28.3, 74.2]",2275057,0,,,,,0.2602896,,Right Foot,,,"[48.2, 79.5]",,High Pass,,20.593689,Out,Alisha Lehmann,18153.0,,,,,,,1,From Throw In,Kate Longhurst,18147.0,Center Defensive Midfield,5,Chelsea FCW,971,['a80c940e-ccde-417d-961d-492134dcb3ca'],53,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:53.262,Pass,
,,,,,,,,,,,,,,,,,,0.847997,,,,,,,,,,,,,7b7dc0e6-6e76-49c6-b8a9-0ab42feccb5e,69,,"[69.8, 0.1]",2275057,1,,,,,0.84215534,,,,,"[78.1, 9.4]",,Low Pass,,12.465152,,Erin Cuthbert,4660.0,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,6,Chelsea FCW,971,['c5c5a6e9-c571-4ae5-8d62-a4ede55a145a'],13,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:13.485,Pass,
,,,,,,,,,,,,,,,,,,0.260001,,,,,,,,,,,,,96a01428-145f-4489-8ff5-f21bd37dc5ec,78,,"[50.1, 24.8]",2275057,1,,,,,0.32175055,,Right Foot,,,"[54.6, 26.3]",,High Pass,,4.7434163,Incomplete,,,,,,,,Recovery,1,From Throw In,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,"['8cf4878a-3065-4cfc-a6d1-b82b1b462177', 'c48e389c-92cf-4da8-9aaf-4420252ec417']",18,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:18.046,Pass,True
,,,,,,,,,,,,,,,,,,1.427908,,,,,,,,,,,,,8f307d50-7f08-428d-87e4-7685f0a1af82,80,,"[55.1, 52.3]",2275057,1,,,,,0.38831872,,Other,,,"[61.7, 55.0]",,Low Pass,,7.1309185,Incomplete,,,,,,,,Recovery,1,From Throw In,Kate Longhurst,18147.0,Center Defensive Midfield,6,Chelsea FCW,971,['beced5f0-8d4d-49f8-8782-4a62cde8e3d1'],19,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:19.372,Pass,
,,,,,,,,,,,,,,,,,,0.89083,,,,,,,,,,,,,beced5f0-8d4d-49f8-8782-4a62cde8e3d1,81,,"[58.4, 25.1]",2275057,1,,,,,0.61466295,,Right Foot,,,"[63.5, 28.7]",,High Pass,,6.2425957,,Drew Spence,4638.0,,,,,,Recovery,1,From Throw In,Erin Cuthbert,4660.0,Right Center Forward,6,Chelsea FCW,971,"['8f307d50-7f08-428d-87e4-7685f0a1af82', 'b8779ccd-d68b-4081-abff-871acd964efc']",20,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:20.800,Pass,
,,,,,,,,,,,,,,,,,,1.435561,,,,,,,,,,,,,8df18ef0-3111-4fe6-ab6f-c176b73ffe44,85,,"[64.0, 28.0]",2275057,1,,,,,0.52127606,,Right Foot,,,"[74.1, 33.8]",,High Pass,,11.646888,Incomplete,,,,,,,,,1,From Throw In,Drew Spence,4638.0,Right Center Midfield,6,Chelsea FCW,971,"['15e03c8f-2e9c-4713-9bd0-eabdd1fe6b6f', '8c96f15b-fe12-4b7f-805d-99b524bfd01a']",22,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:22.415,Pass,True
,,,,,,,,,,,,,,,,,,1.826562,,,,,,,,,,,,,15e03c8f-2e9c-4713-9bd0-eabdd1fe6b6f,86,,"[46.0, 46.3]",2275057,1,,,,,-0.04777239,,Head,,,"[71.1, 45.1]",,High Pass,,25.12867,Incomplete,Leanne Kiernan,18146.0,,,,,,Recovery,1,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Center Back,6,Chelsea FCW,971,"['33dcb42f-2916-478a-9f81-6a8a89405e76', '8df18ef0-3111-4fe6-ab6f-c176b73ffe44', 'c92d5499-0e4b-4df8-8610-2c02c622f2ba']",23,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:23.850,Pass,
,,,,,,,,,,,,,,,,,,1.553076,,,,,,,,,,,,,33dcb42f-2916-478a-9f81-6a8a89405e76,88,,"[49.0, 35.0]",2275057,1,,,,True,0.5191461,,,,,"[54.6, 38.2]",,High Pass,,6.449806,Incomplete,Erin Cuthbert,4660.0,,,,,,Recovery,1,From Throw In,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,"['15e03c8f-2e9c-4713-9bd0-eabdd1fe6b6f', '324078c4-628f-48b3-abd4-f7988a6812fc', 'af3eab58-9e9f-4c2e-af54-e859d6d7eeec', 'cdeb9868-6950-4bc5-b535-741b041e640e']",25,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:25.677,Pass,True
,,,,,,,,,,,,,,,,,,0.943202,,,,,,,,,,,,,7d09acf8-1ff7-4f4c-af0a-4350d38b9b77,94,,"[87.0, 33.6]",2275057,1,,,,,-0.5942137,,Right Foot,,,"[98.1, 26.1]",,Ground Pass,,13.396268,Pass Offside,Alisha Lehmann,18153.0,,,,,,,1,From Counter,Kenza Dali,15421.0,Left Center Midfield,7,West Ham United LFC,972,"['9e20d98c-e05f-46d8-aaa6-5b8dd9b8a266', 'ba0adedc-be8f-4f58-be43-13aa462d975c']",31,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:31.080,Pass,True
,,,,,,,,,,,,,,,,,,3.054256,,,,,,,,,,,,,3cc4ac1b-86cc-4dac-8638-3addf480f9a6,96,,"[20.9, 44.3]",2275057,2,,,,,-0.59204024,,Right Foot,,,"[72.2, 9.8]",,High Pass,,61.821842,Incomplete,Guro Reiten,10514.0,,,,,,Free Kick,1,From Free Kick,Carly Mitchell Telford,19421.0,Goalkeeper,8,Chelsea FCW,971,"['7d9586e4-aa1a-4d07-b6d1-206e7c0eb70a', 'aa1afd51-60c4-487d-b02a-e312ac145d1a']",1,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:01.331,Pass,
,,,,,,,,,,,,,,,,,,4.228271,,,,,,,,,,,,,8b705eec-391b-42e7-837d-f7f527aa5323,99,,"[48.2, 74.2]",2275057,2,,True,,,0.03775982,,Right Foot,,,"[93.2, 75.9]",,Low Pass,,45.0321,Incomplete,,,,,,,,,1,From Free Kick,Cecilie Redisch Kvamme,31553.0,Right Wing Back,8,Chelsea FCW,971,['7e66068d-53dc-44c7-951d-38155ac1034f'],5,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:05.800,Pass,
,,,,,,,,,,,,,,,,,,2.148951,,,,,,,,,,,,,7e66068d-53dc-44c7-951d-38155ac1034f,100,,"[26.9, 4.2]",2275057,2,,,,,2.5197685,,Right Foot,,,"[2.9, 21.4]",,Ground Pass,,29.526937,,Carly Mitchell Telford,19421.0,,,,,,Recovery,1,From Free Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,8,Chelsea FCW,971,"['2c757336-3fc1-4b3a-8c24-3e3d147c1aaf', '8b705eec-391b-42e7-837d-f7f527aa5323']",10,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:10.028,Pass,
,,,,,,,,,,,,,,,,,,2.45827,,,,,,,,,,,,,00d2dd81-5c62-408e-86ad-da553158c69b,104,,"[3.9, 22.7]",2275057,2,,,,,0.13217288,,Left Foot,,,"[38.5, 27.3]",,High Pass,,34.90444,,Drew Spence,4638.0,,,,,,,1,From Free Kick,Carly Mitchell Telford,19421.0,Goalkeeper,8,Chelsea FCW,971,"['07e99015-3e07-481c-a54f-6dda5db372a7', 'bded6333-cda0-452e-85e6-b6b933751c92']",12,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:12.257,Pass,True
,,,,,,,,,,,,,,,,,,0.710724,,,,,,,,,,,,,ee5b8f71-662d-46d0-8d43-13ad7cfb383e,108,,"[39.3, 27.6]",2275057,2,,,,,2.683933,,Right Foot,,,"[32.6, 30.9]",,Ground Pass,,7.4686007,,Sophie Louise Ingle,15549.0,,,,,,,1,From Free Kick,Drew Spence,4638.0,Right Center Midfield,8,Chelsea FCW,971,"['4fed47cd-14b9-499e-8eb4-935aad0025df', '5b96cc26-1a38-43c8-82c1-7efaf350ebe3']",16,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:16.049,Pass,True
,,,,,,,,,,,,,,,,,,1.166568,,,,,,,,,,,,,9940650c-9353-4732-b4fe-63a7ce9642be,111,,"[32.6, 30.9]",2275057,2,,,,,1.323699,,Left Foot,,,"[38.2, 53.1]",,Ground Pass,,22.895414,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Free Kick,Sophie Louise Ingle,15549.0,Left Center Midfield,8,Chelsea FCW,971,['127a3cac-6c6f-4aa7-a0c4-6c8b6e5a8232'],16,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:16.837,Pass,
,,,,,,,,,,,,,,,,,,1.909016,,,,,,,,,,,,,35420d61-fc5e-4002-a9f2-3cfbbe6457eb,114,,"[51.9, 61.0]",2275057,2,,,,,1.659846,,Right Foot,,,"[50.9, 72.2]",,Ground Pass,,11.2445545,,Hannah Jayne Blundell,17275.0,,,,,,,1,From Free Kick,Maren Nævdal Mjelde,10395.0,Right Midfield,8,Chelsea FCW,971,['d0192a04-3aef-4e90-bd74-135e6a6d170b'],19,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:19.630,Pass,
