50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.314269,,,,,,,,,,,,a2d27697-b5d4-437e-9b32-4ca4e76828aa,19,,,"[37.0, 21.0]",19774,0,,,-0.5191461,,,Left Foot,,,,"[44.0, 17.0]",,Ground Pass,8.062258,,Poppy Pattinson,17274.0,,,,,,1,From Kick Off,Frankie Brown,10171.0,Left Center Back,2,Bristol City WFC,973,['906476b3-70a1-4251-9b85-223e8f42ab1b'],10,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:10.415,Pass,
,,,,,,,,,,,,1.071701,,,,,,,,,,,,18d4701f-6489-4763-b96d-f8964e3ab502,22,,,"[44.0, 13.0]",19774,0,,,0.27829966,,,Left Foot,,,,"[58.0, 17.0]",,Ground Pass,14.56022,,Ella Rutherford,16388.0,,,,,,1,From Kick Off,Poppy Pattinson,17274.0,Left Back,2,Bristol City WFC,973,['4e38492c-6ae3-41a5-a0c9-525f463aec82'],12,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:12.947,Pass,
,,,,,,,,,,,,0.1176,,,,,,,,,,,,f8a365b6-25c9-47d9-9ea5-6bed3b8b5b17,34,,,"[28.0, 70.0]",19774,0,,,0.0,,,Right Foot,,,,"[30.0, 70.0]",,High Pass,2.0,Incomplete,,,,,,,,1,From Kick Off,Angharad James,15577.0,Right Center Midfield,2,Bristol City WFC,973,['e2e1324e-d175-4532-8b13-c0a656cafedb'],21,,,,,,,,,,,,,,,Everton LFC,967,00:00:21.406,Pass,
,,,,,,,,,,,,0.8583,,,,,,,,,,,,82197435-64d2-40f2-920c-9e8016c984c1,36,,,"[33.0, 55.0]",19774,0,,,0.066568166,,,Right Foot,,,,"[48.0, 56.0]",,Low Pass,15.033297,Incomplete,Inessa Kaagman,15579.0,,,,,Recovery,1,From Kick Off,Dominique Bruinenberg,15558.0,Left Center Midfield,2,Bristol City WFC,973,"['d022e5bc-a869-452e-ba33-bcf0bd6e84d9', 'deab77b1-cdc2-43f0-b5e5-5068ae8df1b0']",23,,,,,,,,,,,,,,,Everton LFC,967,00:00:23.165,Pass,
,,,,,,,,,,,,1.279782,,,,,,,,,,,,29bf6c13-f5cb-4234-b683-ae2f1e2e6324,41,,,"[74.0, 26.0]",19774,0,,,-2.0344439,,,Right Foot,,,,"[68.0, 14.0]",,Ground Pass,13.416408,,Poppy Pattinson,17274.0,,,,,,1,From Kick Off,Carla Humphrey,16384.0,Right Defensive Midfield,2,Bristol City WFC,973,['e20ecc7a-b008-4c0a-9bb5-fcca51a8b12e'],27,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:27.747,Pass,
,,,,,,,,,,,,2.000162,,,,,,,,,,,,57129f79-bac6-4ec9-a3f3-40aad925d4ea,45,,,"[68.0, 15.0]",19774,0,,,2.8430936,,,Left Foot,,,,"[55.0, 19.0]",,Ground Pass,13.601471,,Frankie Brown,10171.0,,,,,,1,From Kick Off,Poppy Pattinson,17274.0,Left Back,2,Bristol City WFC,973,['5650bc03-82ad-49f1-96fd-344be0d628e1'],30,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:30.065,Pass,
,,,,,,,,,,,,1.671799,,,,,,,,,,,,4486aece-6341-4c8f-9e72-17b5ee5b814b,48,,,"[60.0, 22.0]",19774,0,,,0.67474097,,,Right Foot,,,,"[95.0, 50.0]",,High Pass,44.82187,,Lucy Hope,16386.0,,,,,,1,From Kick Off,Frankie Brown,10171.0,Left Center Back,2,Bristol City WFC,973,['a032449e-d3d0-4e1e-92cd-16de20d8aaeb'],33,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:33.958,Pass,
,,,,,,,,,,,,1.2723,,,,,,,,,,,,deb4ebdf-1594-453d-8af3-a9208c0999a5,54,,,"[43.0, 37.0]",19774,0,,,0.0,,,Left Foot,,,,"[60.0, 37.0]",,Low Pass,17.0,Incomplete,Inessa Kaagman,15579.0,,,,,Recovery,1,From Kick Off,Dominique Bruinenberg,15558.0,Left Center Midfield,2,Bristol City WFC,973,"['3a11600b-7a5a-47ae-847c-b2b19eb17076', 'db438f18-dc3c-4dc6-b68b-ea12e4d7aaf6']",38,,,,,,,,,,,,,,,Everton LFC,967,00:00:38.723,Pass,
,,,,,,,,,,,,3.045525,,,,,,,,,,,,d919a221-1950-486c-8da7-223a22f2111c,59,,,"[57.0, 45.0]",19774,0,,,-2.847358,,,Left Foot,,,,"[24.0, 35.0]",,Ground Pass,34.48188,,Sophie Baggaley,16376.0,,,,,,1,From Kick Off,Danique Kerkdijk,16383.0,Right Center Back,2,Bristol City WFC,973,['603439a0-2e38-4433-9d10-80c497185be4'],41,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:41.768,Pass,
,,,,,,,,,,,,1.292928,,,,,,,,,,,,4a256593-974a-4c2f-8e05-b7765707eee1,62,,,"[24.0, 35.0]",19774,0,,,-0.39479113,,,Right Foot,,,,"[36.0, 30.0]",,Ground Pass,13.0,,Frankie Brown,10171.0,,,,,,1,From Kick Off,Sophie Baggaley,16376.0,Goalkeeper,2,Bristol City WFC,973,['8851a14f-c0e7-423a-be6c-59ee3566d895'],44,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:44.940,Pass,
,,,,,,,,,,,,2.660038,,,,,,,,,,,,45866a92-7fc5-4add-ba54-daf96f236b53,65,,,"[45.0, 30.0]",19774,0,,,-0.071307465,,,Right Foot,,,,"[87.0, 27.0]",,High Pass,42.107006,,Lucy Hope,16386.0,,,,,,1,From Kick Off,Frankie Brown,10171.0,Left Center Back,2,Bristol City WFC,973,['5778c2de-8f6d-4fa7-bb6a-25fb2ea5f589'],48,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:48.795,Pass,
,,,,,,,,,,,,2.091708,,,,,,,,,,,,dc20b1a9-caf6-41d7-8465-abc3070c0edb,67,,,"[87.0, 27.0]",19774,0,,True,1.19029,,,,,,,"[93.0, 42.0]",,High Pass,16.155495,Incomplete,Juliette Kemppi,16390.0,,,,,,1,From Kick Off,Lucy Hope,16386.0,Center Attacking Midfield,2,Bristol City WFC,973,"['2f0d0cf2-b256-4a4b-a16e-b252aa9a0ed9', '8815ab26-780c-4e2a-a444-f4092022b479', 'a882e3a8-4dfc-4ee3-8f06-740fc8eead86']",51,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:51.690,Pass,True
,,,,,,,,,,,,1.495642,,,,,,,,,,,,2f0d0cf2-b256-4a4b-a16e-b252aa9a0ed9,70,,,"[28.0, 39.0]",19774,0,,,0.0,,,Head,,,,"[31.0, 39.0]",,Low Pass,3.0,,Dominique Bruinenberg,15558.0,,,,,Recovery,1,Regular Play,Gabrielle George,15575.0,Left Center Back,3,Everton LFC,967,"['dc20b1a9-caf6-41d7-8465-abc3070c0edb', 'e19aa77e-7fbd-4716-9a8a-29bdf5328e9f']",53,,,,,,,,,,,,,,,Everton LFC,967,00:00:53.782,Pass,
,,,,,,,,,,,,1.7171,,,,,,,,,,,,9d5565c3-d55c-472b-b977-d9af174f68d0,74,,,"[34.0, 42.0]",19774,0,,,0.26625204,,,Right Foot,,,,"[45.0, 45.0]",,Ground Pass,11.401754,,Angharad James,15577.0,,,,,,1,Regular Play,Dominique Bruinenberg,15558.0,Left Center Midfield,3,Everton LFC,967,['f7114823-27d3-4dff-aa0b-809f8cb5ddc1'],55,,,,,,,,,,,,,,,Everton LFC,967,00:00:55.325,Pass,
,,,,,,,,,,,,1.738839,,,,,,,,,,,,0fb4945f-79b1-4b99-8587-b2fecce72788,77,,,"[44.0, 42.0]",19774,0,,,-2.158799,,,Right Foot,,,,"[40.0, 36.0]",,Low Pass,7.2111025,,Chloe Kelly,15570.0,,,,,,1,Regular Play,Angharad James,15577.0,Right Center Midfield,3,Everton LFC,967,['5a776ad8-1946-40da-95c8-a957d8d9b671'],57,,,,,,,,,,,,,,,Everton LFC,967,00:00:57.221,Pass,
,,,,,,,,,,,,2.727678,,,,,,,,,,,,78007bd2-f30f-437b-b256-5383e236ba91,81,,,"[47.0, 33.0]",19774,1,,,-0.7419473,,,Right Foot,,,,"[71.0, 11.0]",,Low Pass,32.55764,,Taylor Hinds,19687.0,,,,,,1,Regular Play,Chloe Kelly,15570.0,Left Midfield,3,Everton LFC,967,"['39162f24-f8fc-4a13-bd53-7cddf3476690', 'fd4f5500-a4d3-4c7f-a5f2-1f80108d2421']",0,,,,,,,,,,,,,,,Everton LFC,967,00:01:00.836,Pass,True
,,,,,,,,,,,,2.712206,,,,,,,,,,,,d42fa197-9c5c-4722-808d-9e94bc6f13ae,85,,,"[86.0, 9.0]",19774,1,,,1.240499,,,Right Foot,,,,"[98.0, 44.0]",,Low Pass,37.0,Incomplete,Simone Magill,15559.0,,,,,,1,Regular Play,Taylor Hinds,19687.0,Left Back,3,Everton LFC,967,"['08ed9766-adc4-4713-8d8b-50a40d69b134', 'b433900a-d6c6-4884-a67e-c323b4c51ce4']",7,,,,,,,,,,,,,,,Everton LFC,967,00:01:07.329,Pass,
,,,,,,,,,,,,1.418567,,,,,,,,,,,,b433900a-d6c6-4884-a67e-c323b4c51ce4,87,,,"[23.0, 37.0]",19774,1,,,0.9025069,,,Left Foot,,,,"[38.0, 56.0]",,Ground Pass,24.207438,,Carla Humphrey,16384.0,,,,,Recovery,1,Regular Play,Poppy Pattinson,17274.0,Left Back,4,Bristol City WFC,973,"['4efa89b4-f4f7-4e2b-9734-5197424803ba', 'd42fa197-9c5c-4722-808d-9e94bc6f13ae']",10,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:10.041,Pass,
,,,,,,,,,,,,0.631626,,,,,,,,,,,,e93c7c87-d7c8-499d-90da-5962a40a2bd0,89,,,"[38.0, 56.0]",19774,1,,,-2.5213432,,,Right Foot,,,,"[31.0, 51.0]",,Ground Pass,8.602325,,Julie Biesmans,10095.0,,,,,,1,Regular Play,Carla Humphrey,16384.0,Right Defensive Midfield,4,Bristol City WFC,973,['f4f23b8d-8d8d-482e-b7b0-866a0f039903'],11,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:11.460,Pass,
,,,,,,,,,,,,0.7845,,,,,,,,,,,,faa8201c-a160-479e-88e8-2d9c3a6b0650,93,,,"[31.0, 53.0]",19774,1,,,2.896614,,,Right Foot,,,,"[23.0, 55.0]",,Ground Pass,8.246211,,Danique Kerkdijk,16383.0,,,,,,1,Regular Play,Julie Biesmans,10095.0,Left Defensive Midfield,4,Bristol City WFC,973,['7db7679f-8ea4-4e2b-8402-158070abf8cb'],13,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:13.338,Pass,
,,,,,,,,,,,,0.1917,,,,,,,,,,,,60619c8a-b1a5-4958-a276-325e89778dac,96,,,"[23.0, 55.0]",19774,1,,,-0.32175055,,,Right Foot,,,,"[26.0, 54.0]",,Low Pass,3.1622777,Incomplete,Julie Biesmans,10095.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,4,Bristol City WFC,973,"['a8c938de-57ee-4db3-b261-af729492a459', 'ee20320d-96f5-48f3-916d-e986ebfc46c3']",14,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:14.291,Pass,
,,,,,,,,,,,,6.1772,,,,,,,,,,,,21f4188e-5cad-4c79-a2ec-c588a0546dbd,106,,,"[21.0, 54.0]",19774,2,,,-0.06241881,,,Right Foot,,,,"[101.0, 49.0]",,High Pass,80.1561,Incomplete,Juliette Kemppi,16390.0,,,,,Recovery,1,Other,Sophie Baggaley,16376.0,Goalkeeper,7,Bristol City WFC,973,"['645c0823-9803-4b67-9eae-5ad5441af7d3', '9bfcb4a2-7313-4ada-b7ef-4ad26c8e1e71']",55,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:55.992,Pass,
,,,,,,,,,,,,1.766855,,,,,,,,,,,,645c0823-9803-4b67-9eae-5ad5441af7d3,108,,,"[20.0, 32.0]",19774,3,,,-1.3734008,,,Right Foot,,,,"[23.0, 17.0]",,Low Pass,15.297058,,Gabrielle George,15575.0,,,,,Recovery,1,Regular Play,Kirstie Levell,15576.0,Goalkeeper,8,Everton LFC,967,"['21f4188e-5cad-4c79-a2ec-c588a0546dbd', 'd22f047b-524c-4982-8ffa-d4b396ce2fbb']",2,,,,,,,,,,,,,,,Everton LFC,967,00:03:02.169,Pass,
,,,,,,,,,,,,0.975949,,,,,,,,,,,,3c636ecc-b772-4b53-aefe-7905a1c72bf1,112,,,"[24.0, 17.0]",19774,3,,,-0.21866895,,,Left Foot,,,,"[42.0, 13.0]",,Ground Pass,18.439089,,Dominique Bruinenberg,15558.0,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,8,Everton LFC,967,['309c6b9d-9ef7-438e-9f38-d079bbc1b845'],4,,,,,,,,,,,,,,,Everton LFC,967,00:03:04.044,Pass,
,,,,,,,,,,,,1.047429,,,,,,,,,,,,a1ce1a14-fd74-4002-aa5c-0240b45d18fd,115,,,"[42.0, 13.0]",19774,3,,,-2.2896264,,,Right Foot,,,,"[35.0, 5.0]",,Low Pass,10.630146,,Taylor Hinds,19687.0,,,,,,1,Regular Play,Dominique Bruinenberg,15558.0,Left Center Midfield,8,Everton LFC,967,['8f642e56-4398-4192-a4e7-5e0c6fe7831d'],5,,,,,,,,,,,,,,,Everton LFC,967,00:03:05.060,Pass,
,,,,,,,,,,,,1.674149,,,,,,,,,,,,6842833a-78cc-42c0-a3e0-7450a1d1f5d8,120,,,"[36.0, 4.0]",19774,3,,,0.59619915,,,Right Foot,,,,"[64.0, 23.0]",,High Pass,33.83785,Incomplete,Inessa Kaagman,15579.0,,,,,,1,Regular Play,Taylor Hinds,19687.0,Left Back,8,Everton LFC,967,"['98d7b7db-0e2d-47d6-b336-ac279d26f9c7', 'c197d96c-bcf4-471b-a918-df556aff8515']",6,,,,,,,,,,,,,,,Everton LFC,967,00:03:06.936,Pass,
,,,,,,,,,,,,1.634995,,,,,,,,,,,,1762b34d-8c99-4c03-96b9-355142edc191,125,,,"[60.0, 57.0]",19774,3,,,-2.1421337,,,Right Foot,,,,"[51.0, 43.0]",,Ground Pass,16.643316,,Poppy Pattinson,17274.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,9,Bristol City WFC,973,['29932024-e5fc-4ade-87ca-cfec5e16091a'],9,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:09.886,Pass,
,,,,,,,,,,,,1.977505,,,,,,,,,,,,faa745a8-3a18-4200-b3e3-54a13d990352,129,,,"[36.0, 47.0]",19774,3,,,-2.9945142,,,Left Foot,,,,"[9.0, 43.0]",,Ground Pass,27.294687,,Sophie Baggaley,16376.0,,,,,,1,Regular Play,Poppy Pattinson,17274.0,Left Back,9,Bristol City WFC,973,['fc479e5c-9cc4-4599-92c8-93890ca25846'],13,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:13.749,Pass,
,,,,,,,,,,,,1.242444,,,,,,,,,,,,fbc9c471-340b-4ede-9dac-99f088bea927,132,,,"[16.0, 44.0]",19774,3,,,-1.1341692,,,Right Foot,,,,"[23.0, 29.0]",,Ground Pass,16.552946,,Frankie Brown,10171.0,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,9,Bristol City WFC,973,['519eabb8-bd2b-4314-be01-10e32550ecfd'],19,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:19.220,Pass,
,,,,,,,,,,,,1.28094,,,,,,,,,,,,8bf7e719-ee9e-43b2-a672-475759c54a80,135,,,"[38.0, 27.0]",19774,3,,,-0.72989964,,,Right Foot,,,,"[57.0, 10.0]",,Ground Pass,25.495098,,Poppy Pattinson,17274.0,,,,,,1,Regular Play,Frankie Brown,10171.0,Left Center Back,9,Bristol City WFC,973,['1c005610-ae81-450c-a600-78baaec23fe5'],24,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:24.693,Pass,
,,,,,,,,,,,,1.324951,,,,,,,,,,,,3a0bfaba-e3df-4c85-ae6e-10bda9a2e9c4,141,,,"[54.0, 73.0]",19774,3,,,-1.4056476,,,Left Foot,,,,"[56.0, 61.0]",,Low Pass,12.165525,,Angharad James,15577.0,,,,,,1,From Counter,Simone Magill,15559.0,Right Midfield,10,Everton LFC,967,['075273fb-2199-45d9-87b8-e863508b5dfb'],28,,,,,,,,,,,,,,,Everton LFC,967,00:03:28.103,Pass,
,,,,,,,,,,,,0.955896,,,,,,,,,,,,ed5ef5cf-381c-45c0-861b-27698ba17fbe,145,,,"[57.0, 61.0]",19774,3,,,2.2142975,,,Right Foot,,,,"[54.0, 65.0]",,Ground Pass,5.0,,Megan Finnigan,18254.0,,,,,,1,From Counter,Angharad James,15577.0,Right Center Midfield,10,Everton LFC,967,['5490e436-1c50-44a1-9b60-346b361ac0a4'],29,,,,,,,,,,,,,,,Everton LFC,967,00:03:29.446,Pass,
,,,,,,,,,,,,1.579373,,,,,,,,,,,,f7f8b901-55c6-47d4-b506-cd66dca576c9,156,,,"[14.0, 29.0]",19774,3,,,-1.3734008,,,Keeper Arm,,,,"[16.0, 19.0]",,Ground Pass,10.198039,,Gabrielle George,15575.0,,,,,,1,From Counter,Kirstie Levell,15576.0,Goalkeeper,10,Everton LFC,967,['c0eec25d-d0e2-4477-97b4-0938c2a00d1d'],42,,,,,,,,,,,,,,,Everton LFC,967,00:03:42.262,Pass,
,,,,,,,,,,,,1.978951,,,,,,,,,,,,c29b5dd0-fb7b-4789-a1aa-60c5591daca8,160,,,"[15.0, 16.0]",19774,3,,,1.9832067,,,Left Foot,,,,"[8.0, 32.0]",,Ground Pass,17.464249,,Kirstie Levell,15576.0,,,,,,1,From Counter,Gabrielle George,15575.0,Left Center Back,10,Everton LFC,967,"['159419a6-8691-44fd-a19b-aaeb73b5344f', 'f346741b-f769-45c0-945f-9fe1e14927fe']",44,,,,,,,,,,,,,,,Everton LFC,967,00:03:44.342,Pass,True
