ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.125352,,,,,,,,1a1aa69c-7e1f-49bf-92a4-682e0b82ef6a,35,,"[74.0, 19.0]",19753,0,,,,-0.066568166,,,Left Foot,,,,"[89.0, 18.0]",,Ground Pass,15.033297,,Remi Allen,18149.0,,,,,,1,From Kick Off,Mayumi Pacheco,15724.0,Left Back,2,Reading WFC,974,['d5315eb8-ded9-4557-b79b-73c929326dd1'],32,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:32.409,Pass,
,,,,,,,,,,,1.363943,,,,,,,,feabb287-acf6-4be9-8b80-474e16765a60,38,,"[83.0, 11.0]",19753,0,,,,2.1025205,,,Right Foot,,,,"[73.0, 28.0]",,Ground Pass,19.723083,,Molly Bartrip,21021.0,,,,,,1,From Kick Off,Remi Allen,18149.0,Left Midfield,2,Reading WFC,974,['7748dd99-60bd-4e95-8c2c-c95e434376b8'],35,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:35.144,Pass,
,,,,,,,,,,,2.38606,,,,,,,,da93e53c-3be0-49f1-aacb-b10023f08c9b,41,,"[68.0, 30.0]",19753,0,,,,1.1071488,,,Right Foot,,,,"[92.0, 78.0]",,High Pass,53.66563,,Natasha Harding,15725.0,,True,,,,1,From Kick Off,Molly Bartrip,21021.0,Right Center Midfield,2,Reading WFC,974,['3b263b3c-41c0-42e8-9c1c-54920f52cb5b'],38,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:38.235,Pass,
,,,,,,,,,,,1.849101,,,,,,,,a0765439-4d8d-4694-ae96-14fda0c0b935,45,,"[105.0, 78.0]",19753,0,,,,-1.442473,,,Right Foot,True,,,"[109.0, 47.0]",,High Pass,31.257,Incomplete,Lauren Bruton,15726.0,,,,,,1,From Kick Off,Natasha Harding,15725.0,Right Back,2,Reading WFC,974,"['c0d4a3f9-1129-47e9-8e10-d7e8494f67b3', 'da33873d-0b83-47a3-a8ae-8646185d4828']",43,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:43.522,Pass,
,,,,,,,,,,,0.620118,,,,,,,,7c93b04d-fb46-45e6-b657-f920b0a5c106,48,,"[108.0, 50.0]",19753,0,,,,-1.7681919,feba1eb4-0c03-4b76-b169-b696d5347e1f,,Right Foot,,,,"[107.0, 45.0]",,Ground Pass,5.0990195,,Lauren Bruton,15726.0,True,,,,Recovery,1,From Kick Off,Jade Moore,10190.0,Right Midfield,2,Reading WFC,974,['612f9207-dd34-4561-bc5b-871773ccb5fd'],45,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:45.673,Pass,
,,,,,,,,,,,3.829994,,,,,,,,4e2796ad-0fe5-4b32-aac1-a37f1e5654b5,56,,"[15.0, 38.0]",19753,1,,,,0.8097836,,,Right Foot,,,,"[55.0, 80.0]",,High Pass,58.0,Out,Loren Dykes,16391.0,,True,,,,1,From Kick Off,Sophie Baggaley,16376.0,Goalkeeper,2,Reading WFC,974,['0ba3dacd-d536-4f39-9a25-9cde02347a7f'],1,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:01.390,Pass,
,,,,,,,,,,,0.735668,,,,,,,,506069c1-6601-49a3-aa3f-3925979b4c4a,58,,"[55.0, 1.0]",19753,1,,,,0.7853982,,,,,,,"[65.0, 11.0]",,Low Pass,14.142136,,Fara Williams,10251.0,,,,,Throw-in,1,From Throw In,Mayumi Pacheco,15724.0,Left Back,3,Reading WFC,974,['d44a05e7-ce11-4445-ad0a-35bb99600278'],32,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:32.053,Pass,
,,,,,,,,,,,0.938123,,,,,,,,7ab9a1ae-20dd-49a8-8370-a30cfda0f18a,61,,"[65.0, 11.0]",19753,1,,,,-2.6011732,,,Left Foot,,,,"[55.0, 5.0]",,Ground Pass,11.661903,,Mayumi Pacheco,15724.0,,,,,,1,From Throw In,Fara Williams,10251.0,Left Center Midfield,3,Reading WFC,974,['91e29fb9-957b-494a-ae05-d3b42d014713'],32,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:32.829,Pass,
,,,,,,,,,,,2.462941,,,,,,,,d678e8be-2c9d-49b7-819a-6eb0670f5683,64,,"[57.0, 6.0]",19753,1,,,,1.960113,,,Left Foot,,,,"[41.0, 45.0]",,High Pass,42.154476,,Kirstyn Pearce,18152.0,,,,,,1,From Throw In,Mayumi Pacheco,15724.0,Left Back,3,Reading WFC,974,['32b38ac0-622b-412f-9cef-24a28360e24a'],34,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:34.617,Pass,
,,,,,,,,,,,2.054403,,,,,,,,7856d5b8-c815-4b4b-9207-aa1472981fe1,67,,"[52.0, 59.0]",19753,1,,,,-0.022218565,,,Right Foot,,,,"[97.0, 58.0]",,High Pass,45.01111,,Fara Williams,10251.0,,,,,,1,From Throw In,Kirstyn Pearce,18152.0,Right Center Back,3,Reading WFC,974,['75d2624e-b062-4c11-8af6-6cc24dfa986a'],41,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:41.510,Pass,
,,,,,,,,,,,1.6483,,,,,,,,11acc65d-cbe2-4757-9a52-8155bbf1d58d,70,,"[97.0, 58.0]",19753,1,,,True,2.485897,,,,,,,"[84.0, 68.0]",,High Pass,16.40122,,Jade Moore,10190.0,,,,,,1,From Throw In,Fara Williams,10251.0,Left Center Midfield,3,Reading WFC,974,"['aa75d2ef-4334-4e28-a111-e7c40452f682', 'f731a553-82cc-44f7-8968-93181d481ff5']",43,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:43.574,Pass,True
,,,,,,,,,,,1.892809,,,,,,,,11121b78-0ff7-4ec7-b8a7-a9276f4f58c0,73,,"[85.0, 69.0]",19753,1,,,,1.9890207,,,Other,,,,"[81.0, 78.0]",,Low Pass,9.848858,,Natasha Harding,15725.0,,,,,,1,From Throw In,Jade Moore,10190.0,Right Midfield,3,Reading WFC,974,['7f3d5235-582b-4760-9be9-00cb65dbb2ee'],45,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:45.526,Pass,
,,,,,,,,,,,0.273257,,,,,,,,ca489396-4cb9-4424-98c5-2dbbe7788431,75,,"[83.0, 79.0]",19753,1,,,,-0.27829966,,,Right Foot,,,,"[90.0, 77.0]",,Ground Pass,7.28011,,Jade Moore,10190.0,,,,,,1,From Throw In,Natasha Harding,15725.0,Right Back,3,Reading WFC,974,['e44c1042-ceab-4486-87aa-eceea67ad621'],47,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:47.419,Pass,
,,,,,,,,,,,2.09194,,,,,,,,f67a462b-95e1-4f7e-9145-537eadda4f55,79,,"[34.0, 1.0]",19753,2,,,,0.19739556,,,,,,,"[49.0, 4.0]",,High Pass,15.297058,,Juliette Kemppi,16390.0,,,,,Throw-in,1,From Throw In,Gemma Evans,16381.0,Left Back,4,Bristol City WFC,973,['f523fb6b-d7f6-427c-97d9-21307e346eb7'],3,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:03.822,Pass,
,,,,,,,,,,,2.028099,,,,,,,,046badc5-f5ae-4cf7-86c0-7d0195db0cfe,83,,"[77.0, 79.0]",19753,2,,,,-2.953371,,,Left Foot,,,,"[56.0, 75.0]",,Ground Pass,21.377558,,Josanne Potter,10198.0,,,,,Recovery,1,Regular Play,Natasha Harding,15725.0,Right Back,5,Reading WFC,974,['04d913bb-9191-4b6a-a28e-4b56ba9bd5dd'],6,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:06.644,Pass,
,,,,,,,,,,,1.585677,,,,,,,,75bccb9e-4627-495b-ac4c-2c0f8fc2e0d4,86,,"[54.0, 70.0]",19753,2,,,,-1.5308176,,,Left Foot,,,,"[55.0, 45.0]",,Ground Pass,25.019993,,Mayumi Pacheco,15724.0,,,,,,1,Regular Play,Josanne Potter,10198.0,Left Center Back,5,Reading WFC,974,['916bf434-a5be-48e5-809d-bfd887b7b0e4'],9,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:09.539,Pass,
,,,,,,,,,,,2.75107,,,,,,,,15d4c503-3dd7-49c4-ac74-ec6b1640485c,92,,"[47.0, 26.0]",19753,2,,,,2.8890383,,,Right Foot,,,,"[16.0, 34.0]",,Ground Pass,32.01562,,Grace Moloney,15719.0,,,,,Recovery,1,Regular Play,Remi Allen,18149.0,Left Midfield,5,Reading WFC,974,['c4be1033-85a2-4232-b361-2d38c803c559'],15,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:15.228,Pass,
,,,,,,,,,,,2.042831,,,,,,,,5728d17f-3120-4a54-8927-8eaf888cc6e3,95,,"[20.0, 44.0]",19753,2,,,,0.9600704,,,Right Foot,,,,"[34.0, 64.0]",,Ground Pass,24.41311,,Kirstyn Pearce,18152.0,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,5,Reading WFC,974,['e54dff2e-af29-4890-b11a-dd26fab73dc5'],19,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:19.804,Pass,
,,,,,,,,,,,4.30627,,,,,,,,99c8e7c3-3b9c-4462-9251-893eaa5f6a0c,98,,"[45.0, 71.0]",19753,2,,,,-0.39707944,,,Right Foot,,,,"[107.0, 45.0]",,High Pass,67.23094,Incomplete,,,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,5,Reading WFC,974,['60799e2a-aa9b-4b6b-acc4-c9efbc648251'],24,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:24.962,Pass,
,,,,,,,,,,,1.565448,,,,,,,,ed083128-f308-480c-bca2-5e4599494cfc,101,,"[16.0, 34.0]",19753,2,,,,-0.9272952,,,Keeper Arm,,,,"[34.0, 10.0]",,Low Pass,30.0,,Gemma Evans,16381.0,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,6,Bristol City WFC,973,['7d9ea7c9-8151-4883-b94f-45a633bc22c1'],30,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:30.075,Pass,
,,,,,,,,,,,1.46556,,,,,,,,cec4ab6e-5f40-4e90-b5a5-68d00cf56bb8,104,,"[34.0, 13.0]",19753,2,,,,0.9272952,,,Left Foot,,,,"[40.0, 21.0]",,Ground Pass,10.0,,Julie Biesmans,10095.0,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Back,6,Bristol City WFC,973,['0c0e778b-7108-4ae4-83c6-68ef5bc17cd7'],32,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:32.271,Pass,
,,,,,,,,,,,0.788064,,,,,,,,0edc8536-085b-41cb-9456-ada57a0b0d99,108,,"[41.0, 9.0]",19753,2,,,,-2.2794225,,,Right Foot,,,,"[35.0, 2.0]",,Ground Pass,9.219544,,Gemma Evans,16381.0,,,,,,1,Regular Play,Julie Biesmans,10095.0,Right Center Midfield,6,Bristol City WFC,973,['6511e531-6710-425d-b5a8-176118cc6ba6'],37,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:37.089,Pass,
,,,,,,,,,,,1.548729,,,,,,,,d1bf484a-05df-4269-af50-3342ef2b2d59,111,,"[36.0, 3.0]",19753,2,,,,0.39479113,,,Left Foot,,,,"[48.0, 8.0]",,Ground Pass,13.0,,Lucy Hope,16386.0,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Back,6,Bristol City WFC,973,['0d812117-9a8a-4d5b-9c30-f41c658482a4'],38,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:38.507,Pass,
,,,,,,,,,,,1.392461,,,,,,,,380e9e37-3a4f-493c-9710-f4fab397b5b8,118,,"[81.0, 77.0]",19753,2,,,,-1.4000611,e0ab204a-1475-4656-b43f-78f9214d8e72,,Right Foot,,,,"[86.0, 48.0]",,High Pass,29.427877,,Lauren Bruton,15726.0,True,,,,Recovery,1,Regular Play,Jade Moore,10190.0,Right Midfield,7,Reading WFC,974,"['22931ac4-ce3e-44fe-bb4b-8be9e15c6279', 'a4913f10-9340-41fe-8cc1-51fe3530a3a4']",42,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:42.041,Pass,True
,,,,,,,,,,,2.007633,,,,,,,,12c895c8-9f93-47ba-89ce-32984ce41a1c,127,,"[12.0, 46.0]",19753,2,,,,0.30587888,,,Keeper Arm,,,,"[31.0, 52.0]",,High Pass,19.924858,,Carla Humphrey,16384.0,,,,,,1,From Keeper,Sophie Baggaley,16376.0,Goalkeeper,9,Bristol City WFC,973,['2dc57146-f1bb-4ca2-9478-a16ce471626b'],51,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:51.544,Pass,
,,,,,,,,,,,1.247408,,,,,,,,55b2c400-d19a-4e1f-89e1-9075b845fe04,130,,"[40.0, 64.0]",19753,2,,,,-0.7853982,,,Right Foot,,,,"[48.0, 56.0]",,Ground Pass,11.313708,,Ella Rutherford,16388.0,,,,,,1,From Keeper,Carla Humphrey,16384.0,Left Center Midfield,9,Bristol City WFC,973,['e6432bfd-4313-4c40-be60-98448f72c1f2'],54,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:54.874,Pass,
,,,,,,,,,,,2.285318,,,,,,,,6ff77637-6a73-40ff-a1d0-9d1453d8edd2,137,,"[88.0, 23.0]",19753,3,,,,0.49934673,c3268c66-5412-4ee8-96a1-46177d28a3c8,,Right Foot,,,,"[110.0, 35.0]",,Ground Pass,25.059929,,Brooke Chaplen,15723.0,True,,Through Ball,True,,1,From Counter,Fara Williams,10251.0,Left Center Midfield,10,Reading WFC,974,['861b0341-c79a-4e3b-b3ef-2b845ed0d78f'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:00.052,Pass,
,,,,,,,,,,,2.73204,,,,,,,,f4276bb7-9e07-4764-a468-dd8a3ba89b2c,142,,"[14.0, 35.0]",19753,3,,,,-1.017502,,,Right Foot,,,,"[35.0, 1.0]",,High Pass,39.962482,Out,Gemma Evans,16381.0,,,,,,1,From Keeper,Sophie Baggaley,16376.0,Goalkeeper,11,Bristol City WFC,973,['2018c429-e6f6-4b16-b094-5d2ad7f9d464'],18,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:18.589,Pass,
,,,,,,,,,,,1.286419,,,,,,,,b10fc121-8206-4a1f-8fd5-1e1921f2976a,144,,"[86.0, 80.0]",19753,3,,,,-0.7853982,,,,,,,"[99.0, 67.0]",,Low Pass,18.384777,,Lauren Bruton,15726.0,,,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,12,Reading WFC,974,['bde23d92-c4ca-466d-85f4-2657331dedc1'],35,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:35.844,Pass,
,,,,,,,,,,,2.441392,,,,,,,,aafaed8b-97d3-4576-9d7c-9b904098c739,149,,"[77.0, 69.0]",19753,3,,,,-0.7853982,,,Head,,,,"[97.0, 49.0]",,High Pass,28.284271,Pass Offside,Brooke Chaplen,15723.0,,,,,Recovery,1,From Throw In,Molly Bartrip,21021.0,Right Center Midfield,12,Reading WFC,974,['34e2ea34-75ee-4e9f-bf07-e9c79c7502b4'],40,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:40.886,Pass,
,,,,,,,,,,,3.34268,,,,,,,,46363b80-e8ec-4021-8f90-06671a97d4d1,151,,"[23.0, 41.0]",19753,4,,,,-0.5803982,,,Right Foot,,,,"[84.0, 1.0]",,High Pass,72.94518,Out,Poppy Pattinson,17274.0,,True,,,Free Kick,1,From Free Kick,Sophie Baggaley,16376.0,Goalkeeper,13,Bristol City WFC,973,['84bf91ba-1cd2-4267-bccf-a074d740722f'],2,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:02.324,Pass,
,,,,,,,,,,,2.675721,,,,,,,,5dd75019-f683-4c98-a0f3-799ffc7b5485,153,,"[37.0, 80.0]",19753,4,,,,-1.7088023,,,,,,,"[32.0, 44.0]",,Low Pass,36.345562,,Josanne Potter,10198.0,,,,,Throw-in,1,From Throw In,Natasha Harding,15725.0,Right Back,14,Reading WFC,974,['dc737bcc-f06f-41df-8bec-9b0d87de770b'],13,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:13.027,Pass,
