ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,27af5de6-11a1-41e3-a31b-999cd7bf60fa,1883,,,"[51.1, 33.6]",3775658,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kirsty Hanson,31532.0,Left Wing,109,Manchester United,1475,['ce6f5ec9-a648-4553-9ed8-a761b48f489d'],14,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:14.396,Ball Recovery,True
,True,,,,,,,,,,,,,,,0.0,,,,,,,,,0b779810-fd88-4ddf-afe9-fa44f9f2c8d3,1891,,,"[46.3, 39.9]",3775658,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,109,Manchester United,1475,,18,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:18.168,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,fbcf6f3a-8830-446c-8c7e-f325d437e5be,1893,,,"[74.9, 54.3]",3775658,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ella Toone,31534.0,Right Wing,109,Manchester United,1475,['e2dae703-1ae6-4fcc-a340-6f9e87cdf504'],20,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:20.305,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,9a2348cc-d03d-4079-a2ba-76124d290951,1902,,,"[56.4, 20.8]",3775658,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,110,Manchester City WFC,746,['10a15729-227f-4bf5-b936-f47c0fb364b4'],24,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:24.366,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,fea4a4cf-da4e-47f1-8704-5ea0ea19f155,1912,,,"[117.7, 56.7]",3775658,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Chloe Kelly,15570.0,Right Wing,110,Manchester City WFC,746,['d9c207be-055c-448c-928a-5ad7d236bf55'],34,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:34.383,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,bfcbaa8d-824f-4127-a49c-28e157b92e89,1943,,,"[94.9, 6.9]",3775658,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Caroline Weir,10188.0,Left Center Midfield,111,Manchester City WFC,746,,21,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:21.728,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,bdee9bb5-70d2-48c4-b519-88ff82b6096e,1956,,,"[15.0, 8.2]",3775658,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,112,Manchester United,1475,['b8dc08cb-fdea-4826-a0e1-8f86fcfac24d'],36,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:36.910,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,7ca401b1-6d00-4824-830a-25c7df477c76,1972,,,"[51.0, 11.4]",3775658,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kirsty Hanson,31532.0,Left Wing,112,Manchester United,1475,,46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:46.105,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,21a5cd15-1138-4ac1-b679-e66c912d15d8,1977,,,"[63.6, 47.9]",3775658,47,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Abby Dahlkemper,5081.0,Left Center Back,113,Manchester City WFC,746,['5bb0999e-2195-4a53-bf73-c16746fd3e17'],49,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:49.498,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,9113cd63-b863-4d6d-82f7-7b321669be9c,2037,,,"[47.0, 51.3]",3775658,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,114,Manchester United,1475,,45,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:45.597,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,77afaf83-1723-4522-8911-96d9b7ed31df,2047,,,"[63.8, 29.2]",3775658,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Zelem,31540.0,Right Center Midfield,114,Manchester United,1475,['e5ba2a1c-66fb-4398-a8f1-1d3f7a10a121'],53,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:53.291,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,b5f6b619-804b-4fe1-8d2a-ab3be75e7ab3,2060,,,"[109.4, 25.1]",3775658,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Center Forward,114,Manchester United,1475,,2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:04:02.129,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,23d679da-2d7f-42aa-99fe-1f2039a68257,2099,,,"[4.2, 40.3]",3775658,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,117,Manchester City WFC,746,['f2dbf57f-ade7-4579-8d14-a64a89e445cf'],57,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:57.646,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,23888e90-96b2-467b-b7ba-2b9c8ff17ce4,2241,,,"[87.2, 57.8]",3775658,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,123,Manchester City WFC,746,,51,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:07:51.353,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,f2729933-92c1-415f-b66c-b38a3493b529,2342,,,"[75.8, 16.1]",3775658,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Kirsty Hanson,31532.0,Left Wing,127,Manchester City WFC,746,['e2da9174-5809-4afe-9a69-f4c6de649b3e'],38,,,,,,,,,,,,,,,,,,Manchester United,1475,00:10:38.169,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,651d9ed7-303d-4c9d-8ede-4a572696c2f1,2377,,,"[57.0, 41.7]",3775658,56,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Back,129,Manchester City WFC,746,['f9199c10-9b7f-4dcb-82de-e303609fc8af'],24,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:11:24.365,Ball Recovery,
,True,,,,,,,,,,,,,,,0.0,,,,,,,,,848d11ea-d5d9-4874-8e48-b2664f814af0,2440,,,"[106.4, 35.3]",3775658,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Amy Turner,31533.0,Right Center Back,134,Manchester United,1475,,50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:13:50.487,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,dbbe00b3-3ad3-4675-b1cb-32c49d0d2138,2441,,,"[14.0, 44.4]",3775658,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,134,Manchester United,1475,,50,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:13:50.637,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,9100c093-6fdc-4f5e-a2d0-0f89ee45939e,2457,,,"[109.8, 26.0]",3775658,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Christen Annemarie Press,6817.0,Center Forward,135,Manchester United,1475,,13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:13.450,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,afb8f548-ecf7-477a-a24b-81357306ea86,2467,,,"[89.5, 52.8]",3775658,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jackie Groenen,10654.0,Center Attacking Midfield,136,Manchester United,1475,,55,,,,,,,,,,,,,,,,,,Manchester United,1475,00:14:55.246,Ball Recovery,
,True,,,,,,,,,,,,,,,0.0,,,,,,,,,9020f87e-cb08-4a0b-a68e-8c91ce77fa3b,2535,,,"[118.1, 6.2]",3775658,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Caroline Weir,10188.0,Left Center Midfield,139,Manchester City WFC,746,['a0828f4e-464f-4cf5-9697-a88c357a87f0'],59,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:16:59.957,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,4d138c20-0af9-43be-b2cb-415f37953c8b,2560,,,"[62.1, 11.2]",3775658,62,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,142,Manchester City WFC,746,['69568d83-bd84-455b-b8c5-19ae55590bc9'],23,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:17:23.322,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,ca593732-d0ee-4741-bf72-ada2dc02fb70,2604,,,"[73.8, 76.3]",3775658,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucy Bronze,10178.0,Right Back,144,Manchester United,1475,,26,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:18:26.058,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,15bc554f-4c9f-4870-9bfb-f054a9dbd3d1,2654,,,"[42.2, 46.3]",3775658,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Katie Zelem,31540.0,Right Center Midfield,149,Manchester City WFC,746,,50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:20:50.364,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,e1124c47-0479-4247-8e02-b20421b60a94,2672,,,"[55.7, 77.0]",3775658,66,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Chloe Kelly,15570.0,Right Wing,149,Manchester City WFC,746,['eb91ab04-6ad4-4a2b-90a3-ad5cb614488d'],12,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:21:12.223,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,219a8157-36c4-423d-99b5-08ddcaa5ff30,2728,,,"[28.4, 26.7]",3775658,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Millie Turner,31536.0,Left Center Back,151,Manchester United,1475,,6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:06.564,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,b4bf773f-ca1c-4ea3-a6d3-7fe3ebc5a2a9,2774,,,"[41.7, 68.6]",3775658,67,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maria Thorisdottir,4636.0,Right Back,153,Manchester United,1475,['a76297ba-e442-48e6-9ba1-5e92f28679c2'],45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:22:45.276,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,3f53e0a2-3705-4d07-b978-b48673cb37f4,2804,,,"[95.4, 25.7]",3775658,68,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kirsty Hanson,31532.0,Left Wing,155,Manchester United,1475,['2a53c4d2-4081-4759-bb7d-3a2ac240dc99'],14,,,,,,,,,,,,,,,,,,Manchester United,1475,00:23:14.817,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,70a26866-4969-494a-a7c3-0ec2e86b224e,2816,,,"[56.6, 26.1]",3775658,68,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,155,Manchester United,1475,,22,,,,,,,,,,,,,,,,,,Manchester United,1475,00:23:22.823,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,37e3d32f-a4eb-42b7-b795-189a01e08529,2887,,,"[111.2, 38.3]",3775658,70,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Hemp,15555.0,Left Wing,160,Manchester City WFC,746,,21,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:25:21.466,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,9fbfcf67-195b-4934-a544-b0c8f3411f42,2926,,,"[36.3, 75.3]",3775658,71,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jessica Sigsworth,31535.0,Right Center Forward,162,Manchester United,1475,,54,,,,,,,,,,,,,,,,,,Manchester United,1475,00:26:54.570,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,ae14baeb-e88d-43aa-a9ef-9f758d2d6f1d,2941,,,"[82.3, 35.4]",3775658,72,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Ona Batlle Pascual,46639.0,Left Back,163,Manchester United,1475,,40,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:40.792,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,4dac4241-0d03-4160-ab7f-f51f6a1f6d63,2949,,,"[73.2, 30.4]",3775658,72,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,164,Manchester City WFC,746,['19126af8-50b6-407a-ab40-501f82dfafcc'],48,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:27:48.969,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,17d429f4-e835-4a03-8ce1-c0e94b0d6bf1,3060,,,"[40.5, 45.4]",3775658,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Zelem,31540.0,Left Center Midfield,173,Manchester United,1475,,50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:31:50.359,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,c62ff4d9-40a2-487f-8d97-385ba7a32a39,3074,,,"[58.8, 68.2]",3775658,77,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,174,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:32:00.479,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,4694b01e-9136-4058-94b7-815ff0a441cc,3087,,,"[22.1, 9.0]",3775658,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kirsty Hanson,31532.0,Left Midfield,175,Manchester City WFC,746,['196cb44a-8ea2-422e-bff7-877007795a94'],36,,,,,,,,,,,,,,,,,,Manchester United,1475,00:32:36.377,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,1bc2e98c-f588-40c4-8cc7-dfe2b8ce16fa,3094,,,"[78.7, 32.4]",3775658,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lauren Hemp,15555.0,Left Wing,175,Manchester City WFC,746,['c155a3ea-9ba7-4886-8704-76fe68be6b04'],41,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:32:41.362,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,ae789214-ae33-4a7d-be05-3a1b374e7a68,3181,,,"[118.9, 33.1]",3775658,83,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Hemp,15555.0,Left Wing,191,Manchester City WFC,746,,13,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:13.506,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,b77ef146-d72a-43ad-8e74-50b777fed3df,3189,,,"[98.0, 23.9]",3775658,83,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,191,Manchester City WFC,746,"['04abf67f-22b1-4bf7-8697-5a77361c8bcb', '0ba04e04-1935-4e18-9b81-43408702a499']",18,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:18.027,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,cda41bb4-5e13-4b85-b190-3045631b16c5,3248,,,"[13.2, 67.0]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jackie Groenen,10654.0,Right Center Midfield,195,Manchester United,1475,,50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:40:50.836,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,d888a31e-fa0d-4d92-b9dd-8db55bb3c03b,3342,,,"[73.6, 21.4]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,201,Manchester City WFC,746,['049ecece-7c6d-4082-b4b1-4c2b284c3779'],44,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:44.461,Ball Recovery,
,True,,,,,,,,,,,,,,,0.0,,,,,,,,,ac21cea9-8e11-497e-851c-44c199afe60c,3352,,,"[90.1, 33.0]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,201,Manchester City WFC,746,"['779d448d-7330-4ad4-b5bc-3d917d565837', '8dec300c-29fb-492e-92c2-900e05bcff1b']",49,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:49.820,Ball Recovery,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,8e173a8a-f3d8-4727-84f8-2839fb17dabd,3370,,,"[35.9, 55.7]",3775658,88,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jackie Groenen,10654.0,Right Center Midfield,202,Manchester United,1475,,2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:43:02.602,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,fe3193ed-5be2-4a54-b945-6ae650e384aa,3407,,,"[78.9, 15.1]",3775658,88,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Zelem,31540.0,Left Center Midfield,204,Manchester United,1475,,52,,,,,,,,,,,,,,,,,,Manchester United,1475,00:43:52.666,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,b9edf151-168d-4f3c-981d-71584fe039de,3412,,,"[40.8, 57.4]",3775658,88,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,205,Manchester City WFC,746,,54,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:43:54.320,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,f0d6c97b-10b9-42ae-9a05-b8bb5a681cbe,3468,,,"[103.7, 6.4]",3775658,90,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rosemary Kathleen Lavelle,4949.0,Center Forward,209,Manchester City WFC,746,,49,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:45:49.584,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,67e7cab3-53df-45a6-ae37-ae462ca8fc9b,3497,,,"[72.7, 60.1]",3775658,91,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jessica Sigsworth,31535.0,Right Center Forward,212,Manchester United,1475,,46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:46:46.131,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,9a963d4e-3fb3-4cf3-8497-a77025ce9f70,3523,,,"[10.3, 33.3]",3775658,92,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kirsty Hanson,31532.0,Left Midfield,214,Manchester City WFC,746,,23,,,,,,,,,,,,,,,,,,Manchester United,1475,00:47:23.228,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,15cfd87e-b5fa-4696-b0aa-fa0a217bf498,3553,,,"[39.0, 33.9]",3775658,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,216,Manchester United,1475,,16,,,,,,,,,,,,,,,,,,Manchester United,1475,00:48:16.792,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,e14fbd1a-9936-43e8-a885-66229e3e8055,3563,,,"[2.7, 72.9]",3775658,93,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,217,Manchester City WFC,746,,29,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:48:29.880,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,e3e7d559-4195-4b99-b3b7-91c0d3a92a55,3581,,,"[16.1, 39.2]",3775658,93,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Back,217,Manchester City WFC,746,['4d4131cf-4fac-4501-b96e-ae7bceae686c'],41,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:48:41.424,Ball Recovery,
,True,,,,,,,,,,,,,,,0.0,,,,,,,,,1dca23c7-cf42-4dab-a392-67cfefd46432,3597,,,"[47.7, 66.3]",3775658,94,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Katie Zelem,31540.0,Left Center Midfield,219,Manchester United,1475,['db7f2fdb-a498-44b8-a381-fd70d14988ee'],23,,,,,,,,,,,,,,,,,,Manchester United,1475,00:49:23.643,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,4f167ba2-c2f0-4dcf-9c22-7b2000a2981b,3608,,,"[33.9, 30.6]",3775658,94,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,221,Manchester United,1475,,30,,,,,,,,,,,,,,,,,,Manchester United,1475,00:49:30.533,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,39d97e84-822c-4132-945b-4d6d6086fa30,3626,,,"[83.7, 46.3]",3775658,94,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Zelem,31540.0,Left Center Midfield,222,Manchester City WFC,746,,45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:49:45.139,Ball Recovery,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,0ec5ed98-267f-4657-8ad3-8b8ec734188a,37,,,"[117.0, 69.7]",3775658,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ella Toone,31534.0,Right Wing,4,Manchester United,1475,['6ee72677-24e5-4b7c-a65f-81e3dcefb622'],2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:02.010,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,04364760-e1a9-4b09-902b-b6a4425d43bd,231,,,"[71.3, 60.0]",3775658,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,11,Manchester United,1475,"['a5e2645f-5caa-468c-a1df-1166ab051ec2', 'e9fc58c2-0b1c-4963-827e-9fdc58bd9735']",40,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:40.121,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,bacac92b-dc86-464b-866f-bac336813990,1047,,,"[40.9, 75.4]",3775658,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Center Attacking Midfield,53,Manchester United,1475,['34cf278c-a930-4a1e-a299-b5d46b0b2895'],2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:24:02.769,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,111caaa0-7dda-41f8-9cad-e7079d4dd65f,1086,,,"[103.1, 67.4]",3775658,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Georgia Stanway,4643.0,Right Center Midfield,56,Manchester City WFC,746,['d592be80-a38b-4506-a6e4-65d39c330fc9'],37,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:25:37.202,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,b82e1877-7e06-4b97-9240-624244a3d6d3,1159,,,"[45.1, 31.9]",3775658,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hayley Ladd,19501.0,Left Center Midfield,59,Manchester United,1475,['b6824edd-cefd-4fda-be47-204cb795e6ec'],19,,,,,,,,,,,,,,,,,,Manchester United,1475,00:27:19.252,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,66dc38e4-f0ee-4830-ada1-207605c09751,1414,,,"[47.1, 65.7]",3775658,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Georgia Stanway,4643.0,Right Center Midfield,72,Manchester City WFC,746,['af9976c7-7f84-4d25-9128-2620b36c8c41'],59,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:33:59.944,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,a9bfc163-d710-41ff-aa2b-60ca841aa65c,1465,,,"[89.1, 77.7]",3775658,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Center Attacking Midfield,77,Manchester United,1475,"['504888cc-7cee-46cd-8a5b-822ac4443b26', '58c8244f-3baa-4841-9671-4ad3009dca61']",31,,,,,,,,,,,,,,,,,,Manchester United,1475,00:35:31.468,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,c6deb740-d90a-4be0-b28f-5b2009d38710,1481,,,"[6.2, 3.6]",3775658,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alex Greenwood,10252.0,Left Back,78,Manchester United,1475,['70c971d4-0aec-426f-ae8d-74688a7ed012'],55,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:35:55.987,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,558581f1-ca4b-4b07-855e-f735c69b0057,1553,,,"[44.9, 69.2]",3775658,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ella Toone,31534.0,Right Wing,91,Manchester United,1475,"['05c4f47a-99de-4106-b3df-14daa27dfc18', 'b15a0b21-5b63-4c33-8b0a-d10770d40f3c', 'faa532df-7776-43e5-86a1-c47cd14abf72']",36,,,,,,,,,,,,,,,,,,Manchester United,1475,00:37:36.220,Dispossessed,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,d0ed0602-6b42-4248-9ae9-fc7299a01a99,1604,,,"[108.8, 51.3]",3775658,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellen White,10180.0,Center Forward,95,Manchester City WFC,746,['677c4abe-fe35-4f0f-8d46-431551ccc283'],4,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:39:04.008,Dispossessed,True
