50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.849713,,,,,,,,,,,,,,,f7d091a6-540a-4959-9124-a2c88750f68d,19,,"[46.5, 7.1]",2275061,0,,,,,2.546523,,Left Foot,,,"[33.5, 15.9]",Ground Pass,,15.698407,,,Jasmine Matthews,15618.0,,,,,,Recovery,1,Regular Play,Gemma Evans,16381.0,Left Back,3,Bristol City WFC,973,"['60ecab17-b4a0-46a1-a3f3-c58302793878', '680e2e32-9e01-4f60-9365-d031b6f5c5f0']",9,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:09.436,Pass,True
,,,,,,,,,,,,,,,,2.413515,,,,,,,,,,,,,,,a556a0d7-159c-4b48-a946-3c17c7648e7e,22,,"[29.5, 24.9]",2275061,0,,,,,2.4490638,,Left Foot,,,"[7.2, 43.4]",Ground Pass,,28.974817,,,Sophie Baggaley,16376.0,,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Right Center Back,3,Bristol City WFC,973,['0eda0535-9ddd-4949-bdc3-f226df18349f'],11,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:11.851,Pass,
,,,,,,,,,,,,,,,,2.310142,,,,,,,,,,,,,,,dc5af7f0-6f5c-442d-af42-2bcc5958ed57,25,,"[13.2, 42.4]",2275061,0,,,,,-0.78817594,,Right Foot,,,"[49.1, 6.3]",High Pass,,50.911884,,,Yana Daniëls,10093.0,,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,3,Bristol City WFC,973,['96b5a617-e133-4b88-8425-f88de00d2443'],16,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:16.060,Pass,
,,,,,,,,,,,,,,,,1.272321,,,,,,,,,,,,,,,d1b616f8-647e-4dd8-8141-49ef2980fd04,31,,"[54.1, 0.1]",2275061,0,,,,,0.43436727,,,,,"[73.5, 9.1]",High Pass,,21.385977,,,Abigail Harrison,23412.0,,,,,,Throw-in,1,From Throw In,Gemma Evans,16381.0,Left Back,4,Bristol City WFC,973,['510fe2f5-00e1-4ace-bc8b-0c637a78675c'],29,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:29.413,Pass,
,,,,,,,,,,,,,,,,1.307085,,,,,,,,,,,,,,,f4ba2e12-23a7-4f83-96da-2860e915f367,35,,"[72.7, 8.6]",2275061,0,,,,,1.811156,,Right Foot,,,"[70.2, 18.8]",Low Pass,,10.5019045,Incomplete,,Yana Daniëls,10093.0,,,,,,,1,From Throw In,Abigail Harrison,23412.0,Center Forward,4,Bristol City WFC,973,"['b5e4ad9f-3e16-45b7-bc53-c0e78bab12d7', 'c4667962-779b-4dad-b776-51d210134211', 'd889d5f2-235b-42a4-b981-4710226ab512']",30,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:30.928,Pass,True
,,,,,,,,,,,,,,,,1.669592,,,,,,,,,,,,,,,d9554222-421f-46d5-a752-24844381c507,39,,"[51.5, 50.6]",2275061,0,,,,,3.0475314,,Right Foot,,,"[35.6, 52.1]",Ground Pass,,15.970598,,,Victoria Williams,16395.0,,,,,,,1,Regular Play,Danielle Buet,20034.0,Right Center Midfield,5,Brighton & Hove Albion WFC,965,['d7f3da72-04b7-425b-9d3c-81de5c8f8bd3'],33,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:33.706,Pass,
,,,,,,,,,,,,,,,,5.158617,,,,,,,,,,,,,,,f759b595-344b-493a-b426-2ecfbc371055,43,,"[34.8, 51.9]",2275061,0,,,,,2.5956705,,Left Foot,,,"[5.5, 69.7]",Ground Pass,,34.283085,Incomplete,,Megan Walsh,15709.0,,,,,,,1,Regular Play,Victoria Williams,16395.0,Left Center Back,5,Brighton & Hove Albion WFC,965,"['8ccdd9b1-7352-494a-9c54-7280a752c1f0', 'd349d9eb-91bf-476b-b577-36e37ded25a4', 'd911a4c8-dc1f-4990-aa11-dfcf096ee1eb']",35,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:35.495,Pass,True
,,,,,,,,,,,,,,,,1.136136,,,,,,,,,,,,,,,d349d9eb-91bf-476b-b577-36e37ded25a4,45,,"[114.6, 10.4]",2275061,0,,,,,1.6673939,,Left Foot,True,True,"[112.1, 36.2]",Low Pass,,25.920841,Incomplete,,Charlie Wellings,15563.0,,,,,,Recovery,1,Regular Play,Abigail Harrison,23412.0,Center Forward,5,Brighton & Hove Albion WFC,965,"['8243fdd0-739f-4840-bb5d-09758f11d540', '91ef658a-f536-4d49-9743-f937813dd5fa', 'f759b595-344b-493a-b426-2ecfbc371055']",40,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:40.654,Pass,
,,,,,,,,,,,,,,,,0.806182,,,,,,,,,,,,,,,8243fdd0-739f-4840-bb5d-09758f11d540,47,,"[8.0, 43.9]",2275061,0,,,,,1.7158381,,Other,,,"[6.7, 52.8]",Low Pass,,8.994443,,,Fern Whelan,19420.0,,,,,,Recovery,1,Regular Play,Victoria Williams,16395.0,Left Center Back,5,Brighton & Hove Albion WFC,965,"['5242ec11-4d83-406e-976b-886cbf633ce4', 'd349d9eb-91bf-476b-b577-36e37ded25a4']",41,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:41.790,Pass,
,,,,,,,,,,,,,,,,1.264365,,,,,,,,,,,,,,,4a3b8987-bb12-4287-972d-4030f949f345,50,,"[5.4, 51.1]",2275061,0,,,,,-0.7170118,,Right Foot,,,"[9.3, 47.7]",Ground Pass,,5.1739736,,,Victoria Williams,16395.0,,,,,,,1,Regular Play,Fern Whelan,19420.0,Right Center Back,5,Brighton & Hove Albion WFC,965,['e4e3b605-a441-45d1-863c-36db943be028'],42,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:42.676,Pass,
,,,,,,,,,,,,,,,,0.80711,,,,,,,,,,,,,,,eb872c34-9d8e-46ce-8827-700351f3e535,54,,"[8.1, 55.5]",2275061,0,,,,,0.68305427,,Right Foot,,,"[18.3, 63.8]",Low Pass,,13.150285,Incomplete,,Matilde Lundorf Skovsen,31528.0,,,,,,,1,Regular Play,Victoria Williams,16395.0,Left Center Back,5,Brighton & Hove Albion WFC,965,"['a96c1f07-b7da-4580-abcd-371a7c1b7c03', 'd243053e-215a-4217-9f7e-fdaf57c37434']",45,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:45.584,Pass,
,,,,,,,,,,,,,,,,1.611991,,,,,,,,,,,,,,,0b5533b8-df0f-4176-96e2-95dadafecab4,58,,"[99.7, 0.1]",2275061,1,,,,,1.2079297,,,,,"[106.8, 18.8]",High Pass,,20.0025,Incomplete,,Abigail Harrison,23412.0,,,,,,Throw-in,1,From Throw In,Gemma Evans,16381.0,Left Back,6,Bristol City WFC,973,"['077af561-0381-46fe-ab88-2b951fdde33b', '9b25727b-f129-4227-b060-cf489d12d90e']",3,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:03.091,Pass,
,,,,,,,,,,,,,,,,1.943583,,,,,,,,,,,,,,,36fa967c-3b69-450f-97b4-5b2652ccb070,61,,"[106.8, 0.1]",2275061,1,,,,,1.2850507,,,,,"[112.0, 17.8]",Low Pass,,18.448034,,,Abigail Harrison,23412.0,,,,,,Throw-in,1,From Throw In,Gemma Evans,16381.0,Left Back,7,Bristol City WFC,973,['0415e641-aaee-4393-a122-c0ab6e2865c9'],18,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:18.410,Pass,
,,,,,,,,,,,,,,,,1.371285,,,,,,,,,,,,,,,62bd2891-79b0-4fba-9c16-842f0391b8a4,66,,"[7.2, 67.5]",2275061,1,,,,,-1.5515679,,Head,,,"[7.3, 62.3]",High Pass,,5.2009616,,,Ellie Brazil,16393.0,,,,,,Recovery,1,Regular Play,Megan Connolly,23413.0,Center Defensive Midfield,8,Brighton & Hove Albion WFC,965,['32665eb6-87d6-4d3b-bef2-977ac96084d2'],20,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:20.979,Pass,
,,,,,,,,,,,,,,,,2.107271,,,,,,,,,,,,,,,f02029f5-0fc9-4618-a05e-5622bc18d456,70,,"[5.4, 62.6]",2275061,1,,,,,1.8622531,,Right Foot,,,"[1.5, 75.6]",Ground Pass,,13.572398,,,Megan Connolly,23413.0,,,,,,,1,Regular Play,Ellie Brazil,16393.0,Right Wing,8,Brighton & Hove Albion WFC,965,"['42b3bb6f-9f89-415e-9e88-95538bf9e4c7', 'c399331a-54d2-4c9b-94b1-38d9e4a3cd57']",23,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:23.797,Pass,True
,,,,,,,,,,,,,,,,0.074996,,,,,,,,,,,,,,,1e516e2d-4eb1-440b-89b1-b7b789e609df,74,,"[1.5, 74.9]",2275061,1,,,,,0.11065722,,Right Foot,,,"[3.3, 75.1]",Low Pass,,1.811077,Incomplete,,,,,,,,,,1,Regular Play,Megan Connolly,23413.0,Center Defensive Midfield,8,Brighton & Hove Albion WFC,965,['624613f3-0fcf-4371-bf8d-6bc5a33604da'],26,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:26.051,Pass,
,,,,,,,,,,,,,,,,1.696629,,,,,,,,,,,,,,,b79f2cff-8ee8-4d04-8078-4e97aa802814,77,,"[99.4, 0.1]",2275061,1,,,,,0.68496203,,,,,"[113.6, 11.7]",Low Pass,,18.335758,,,Abigail Harrison,23412.0,,,,,,Throw-in,1,From Throw In,Gemma Evans,16381.0,Left Back,9,Bristol City WFC,973,['7583e685-0721-4a34-b2de-9187e781d9c2'],37,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:37.736,Pass,
,,,,,,,,,,,,,,,,0.694698,,,,,,,,,,,,,,,f105c724-08d7-47d2-b29f-a8c910760505,81,,"[112.1, 5.2]",2275061,1,,,,,-2.9791036,,Right Foot,,,"[106.0, 4.2]",Low Pass,,6.1814237,,,Gemma Evans,16381.0,,,,,,,1,From Throw In,Abigail Harrison,23412.0,Center Forward,9,Bristol City WFC,973,"['3020895c-1a94-4d15-8fb7-b9cf4a423624', '3c0ba48f-e279-4dd9-87a6-30b9449e1eed']",40,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:40.613,Pass,True
,,,,,,,,,,,,,,,,1.471482,,,,,,,,,,,,,,,90cbcd06-5c39-44ac-a0a7-4c61aa0fbfb4,85,,"[109.6, 3.2]",2275061,1,,,,,0.21765062,,Left Foot,,,"[120.0, 5.5]",Ground Pass,,10.651291,Out,,Abigail Harrison,23412.0,,,,,,,1,From Throw In,Gemma Evans,16381.0,Left Back,9,Bristol City WFC,973,"['93b52e76-4216-48d4-ae7b-a8268d11f855', '9b313f83-cd28-4f27-9608-9525692e5036']",41,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:41.760,Pass,True
,,,,,,,,,,,,,,,,2.08736,,,,,,,,,,,,,,,a0e48557-b9e6-40f5-a5e9-e1263b2929c0,87,,"[6.0, 44.0]",2275061,1,,,,,-1.6614562,,Right Foot,,,"[3.9, 20.9]",Ground Pass,,23.195257,,,Victoria Williams,16395.0,,,,,,Goal Kick,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,10,Brighton & Hove Albion WFC,965,['250549cf-d1b2-42aa-a839-f3bd4bce173d'],56,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:56.229,Pass,
,,,,,,,,,,,,,,,,1.809969,,,,,,,,,,,,,,,d0c965c9-6e9f-490e-a709-952a260c8b17,90,,"[11.2, 13.0]",2275061,2,,,,,0.039136633,,Left Foot,,,"[44.4, 14.3]",High Pass,,33.22544,Incomplete,,Aileen Whelan,16374.0,,,,,,,1,From Goal Kick,Victoria Williams,16395.0,Left Center Back,10,Brighton & Hove Albion WFC,965,"['306112d6-08b8-4222-af6e-791a3f118097', 'b64659b6-33c4-4b44-afd1-ab55c004ccba']",0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:00.558,Pass,
,,,,,,,,,,,,,,,,2.146208,,,,,,,,,,,,,,,b64659b6-33c4-4b44-afd1-ab55c004ccba,92,,"[75.7, 65.8]",2275061,2,,,,,-1.2197654,,Head,,,"[80.9, 51.6]",High Pass,,15.1221695,,,Carla Humphrey,16384.0,,,,,,Recovery,1,Regular Play,Loren Dykes,16391.0,Right Back,11,Bristol City WFC,973,"['1a331efa-3395-4e18-8150-cbf15830e7ed', 'd0c965c9-6e9f-490e-a709-952a260c8b17']",2,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:02.368,Pass,
,,,,,,,,,,,,,,,,0.489096,,,,,,,,,,,,,,,63601859-2c87-44ab-9d4a-d8eaf8c4d300,96,,"[73.6, 53.2]",2275061,2,,,,,-2.1240907,,Right Foot,,,"[71.5, 49.8]",Ground Pass,,3.9962482,,,Frankie Brown,10171.0,,,,,,,1,Regular Play,Carla Humphrey,16384.0,Right Center Midfield,11,Bristol City WFC,973,"['be6f507b-abb7-4de9-a409-9dfe412ad65b', 'ca389d7e-e242-4ea6-9083-f67495a05e9e']",6,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:06.262,Pass,True
,,,,,,,,,,,,,,,,1.382986,,,,,,,,,,,,,,,9295125f-5b0c-4cfa-b0c0-f21dff3780bd,99,,"[72.0, 49.7]",2275061,2,,,,,-0.17623469,,Right Foot,,,"[86.6, 47.1]",Ground Pass,,14.8296995,,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Frankie Brown,10171.0,Center Defensive Midfield,11,Bristol City WFC,973,['da94d905-e592-4b54-9ee8-94de80616191'],6,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:06.791,Pass,
,,,,,,,,,,,,,,,,0.083132,,,,,,,,,,,,,,,c7dce4df-10f1-4f1a-9d2b-e17024cbbb90,103,,"[84.2, 39.3]",2275061,2,,,,,-0.27829966,,Left Foot,,,"[86.3, 38.7]",Ground Pass,,2.184033,Incomplete,,Yana Daniëls,10093.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Left Wing,11,Bristol City WFC,973,"['48b40f51-74b1-478b-9261-7f1c0235cf14', '5bb5f35f-2f4a-41ef-8c14-35495e5db16b']",9,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:09.212,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,96a97561-30d5-4cde-bf88-821f5c5dc563,111,,"[43.4, 60.8]",2275061,2,,,,,-2.2367656,,Right Foot,,,"[26.9, 39.8]",Ground Pass,,26.706741,,,Megan Walsh,15709.0,,,,,,Free Kick,1,From Free Kick,Fern Whelan,19420.0,Right Center Back,13,Brighton & Hove Albion WFC,965,['09a1fb33-71bf-44e5-88c2-9b9c54f7271d'],23,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:23.988,Pass,
,,,,,,,,,,,,,,,,2.036975,,,,,,,,,,,,,,,ea8191fc-f37b-4fab-9ea6-564b4ec1c086,114,,"[26.9, 39.8]",2275061,2,,,,,-0.9512611,,Right Foot,,,"[45.8, 13.3]",Low Pass,,32.549347,,,Victoria Williams,16395.0,,,,,,,1,From Free Kick,Megan Walsh,15709.0,Goalkeeper,13,Brighton & Hove Albion WFC,965,['6f688aa1-4222-457e-9570-dafb53a66706'],26,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:26.974,Pass,
,,,,,,,,,,,,,,,,0.990855,,,,,,,,,,,,,,,0d417441-c5c1-4af1-9126-4fa0e76d6f7b,117,,"[51.3, 10.2]",2275061,2,,,,,-0.39152956,,Right Foot,,,"[73.1, 1.2]",Ground Pass,,23.584742,,,Felicity Gibbons,16392.0,,,,,,,1,From Free Kick,Victoria Williams,16395.0,Left Center Back,13,Brighton & Hove Albion WFC,965,['422d5e47-abb3-4c67-ad9c-56a98d9630d6'],30,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:30.485,Pass,
,,,,,,,,,,,,,,,,1.5067,,,,,,,,,,,,,,,0f31d017-aa08-4ad3-92eb-c668aea0cce6,121,,"[72.2, 2.1]",2275061,2,,,,,0.96299434,,Left Foot,,,"[75.4, 6.7]",High Pass,,5.6035705,,,Léa Le Garrec,31529.0,,,,,,,1,From Free Kick,Felicity Gibbons,16392.0,Left Back,13,Brighton & Hove Albion WFC,965,"['ad4f5a49-1b3e-41b5-a53b-b7ead40fe967', 'b697b149-7b72-4f3d-84f8-65cdd402f480']",32,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:32.224,Pass,True
,,,,,,,,,,,,,,,,0.55858,,,,,,,,,,,,,,,b1cd31d8-fac1-4a8a-9f97-615b28b9db2d,125,,"[70.4, 7.5]",2275061,2,,,,,-2.2175548,,Right Foot,,,"[66.7, 2.6]",Ground Pass,,6.140033,,,Felicity Gibbons,16392.0,,,,,,,1,From Free Kick,Léa Le Garrec,31529.0,Left Center Midfield,13,Brighton & Hove Albion WFC,965,"['e7f6d234-b07c-45e3-8c26-e9b209dbcfc6', 'f07d8325-29a8-479c-bbbb-b371c064aa8c']",34,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:34.372,Pass,True
