50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.046704,,,,,,,,,,,,205e23dd-5833-4b80-b661-cf474979ceec,18,,,"[35.4, 17.4]",3775644,0,,,,1.316276,,Right Foot,,"[45.0, 54.3]",,Ground Pass,,38.128334,,,Abbie McManus,4648.0,,,,,,,1,From Kick Off,Millie Turner,31536.0,Left Center Back,2,Manchester United,1475,['da925850-5403-48fe-83b2-eef1231cbb78'],12,,,,,,,,,,,,,,,,Manchester United,1475,00:00:12.674,Pass,
,,,,,,,,,,,,,,,,,1.515023,,,,,,,,,,,,8d8b1b9f-9037-4d61-af6a-5cda70e041bd,21,,,"[51.4, 61.8]",3775644,0,,,,0.6854612,,Right Foot,,"[71.7, 78.4]",,Ground Pass,,26.223082,,,Amy Turner,31533.0,,,,,,,1,From Kick Off,Abbie McManus,4648.0,Right Center Back,2,Manchester United,1475,['66db999b-e6b1-4bed-b43b-829443f2c3b6'],16,,,,,,,,,,,,,,,,Manchester United,1475,00:00:16.680,Pass,
,,,,,,,,,,,,,,,,,1.208247,,,,,,,,,,,,8fe8b942-2540-4d4c-81fd-d52baf54baca,27,,,"[85.8, 80.0]",3775644,0,,,,-0.53783554,,,,"[102.9, 69.8]",,High Pass,,19.911053,,Incomplete,Alessia Russo,47521.0,,,,,,Throw-in,1,From Throw In,Amy Turner,31533.0,Right Back,3,Manchester United,1475,"['491af572-b7e4-4019-94e3-36b5a46fe5be', 'd86d25ae-05db-49da-b749-d821c73c47de']",25,,,,,,,,,,,,,,,,Manchester United,1475,00:00:25.371,Pass,
,,,,,,,,,,,,,,,,,0.977639,,,,,,,,,,,,d86d25ae-05db-49da-b749-d821c73c47de,29,,,"[17.2, 10.3]",3775644,0,,,,1.598567,,Head,,"[17.0, 17.5]",,Low Pass,,7.2027774,,Incomplete,,,,,,,,Recovery,1,From Throw In,Siri Worm,15572.0,Left Back,3,Manchester United,1475,"['6bc6b634-de4f-4e3d-bcb4-9d59236d1f4c', '8fe8b942-2540-4d4c-81fd-d52baf54baca']",26,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:26.580,Pass,
,,,,,,,,,,,,,,,,,1.788623,,,,,,,,,,,,63dc464f-f010-429f-8f8a-17db110f9cb5,34,,,"[109.5, 61.2]",3775644,0,,,,1.0091728,,Right Foot,,"[115.1, 70.1]",,Ground Pass,,10.515227,,,Christen Annemarie Press,6817.0,,,,,,,1,From Throw In,Jackie Groenen,10654.0,Center Attacking Midfield,3,Manchester United,1475,"['aa3a6f57-f927-4b56-8e7f-5b1b2c2ea083', 'bc0c35a7-d197-439e-8454-085124ac90a2']",30,,,,,,,,,,,,,,,,Manchester United,1475,00:00:30.452,Pass,True
,,,,,,,,,,,,,,,,,1.279931,,,,,,,,,,,,5fb8f70f-e2af-4724-93ad-442e7ad42e6b,37,,,"[115.1, 70.1]",3775644,0,,,,-1.5908605,de885b9f-949f-4fac-85d6-84495167e78f,Right Foot,True,"[114.5, 40.2]",,High Pass,,29.90602,,,Katie Zelem,31540.0,True,,,,,,1,From Throw In,Christen Annemarie Press,6817.0,Center Forward,3,Manchester United,1475,['f2a0daa8-4567-4a0a-ab56-2f12e602d86d'],32,,,,,,,,,,,,,,,,Manchester United,1475,00:00:32.290,Pass,
,,,,,,,,,,,,,,,,,2.000673,,,,,,,,,,,,34a9204e-1784-4d32-8072-69fd9e5e45dd,43,,,"[2.0, 25.8]",3775644,0,,,,-0.43240777,,Left Foot,,"[33.2, 11.4]",,High Pass,,34.36277,,Incomplete,Rosella Ayane,21048.0,,,,,,,1,Regular Play,Shelina Laura Zadorsky,5074.0,Left Center Back,4,Tottenham Hotspur Women,749,"['98c1ef31-0d28-4e5b-99fc-8a01690f78a4', 'b9d1f671-2cdb-41ca-9f86-51f72d4791d0']",36,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:36.510,Pass,
,,,,,,,,,,,,,,,,,2.025053,,,,,,,,,,,,b9d1f671-2cdb-41ca-9f86-51f72d4791d0,45,,,"[86.9, 68.7]",3775644,0,,,True,-0.9456878,,,,"[93.9, 59.0]",,High Pass,,11.962023,,Incomplete,,,,,,,,Recovery,1,Regular Play,Amy Turner,31533.0,Right Back,4,Tottenham Hotspur Women,749,"['34a9204e-1784-4d32-8072-69fd9e5e45dd', '4fd9d298-9f63-43d1-8c44-d6633e5d4a7f', 'de8b3d08-329f-428e-b62a-0f2449848497']",38,,,,,,,,,,,,,,,,Manchester United,1475,00:00:38.510,Pass,True
,,,,,,,,,,,,,,,,,0.738408,,,,,,,,,,,,4a22d7d0-08a8-4b34-9d1b-c2bdca766711,50,,,"[39.5, 23.8]",3775644,0,,,,1.0158006,,Right Foot,,"[45.7, 33.8]",,Ground Pass,,11.766053,,,Gemma Suzanne Davison,15721.0,,,,,,,1,Regular Play,Josie Green,4865.0,Left Defensive Midfield,4,Tottenham Hotspur Women,749,['b8750712-91e3-49f5-83ef-e103b873a805'],41,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:41.901,Pass,
,,,,,,,,,,,,,,,,,1.252595,,,,,,,,,,,,de688926-9b64-45f7-b285-0046d5851dab,56,,,"[46.4, 34.4]",3775644,0,,,,2.483704,,Right Foot,,"[42.0, 37.8]",,Ground Pass,,5.5605755,,,Alanna Stephanie Kennedy,5078.0,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Center Attacking Midfield,4,Tottenham Hotspur Women,749,"['73fd3452-0171-4a8e-bd33-e8aa526824f6', 'e4f331c0-125b-4513-bdf0-c306c023c799']",43,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:43.991,Pass,True
,,,,,,,,,,,,,,,,,1.681264,,,,,,,,,,,,bccf8cb7-85b2-4c03-a759-2d87ff3312ac,59,,,"[44.5, 38.1]",3775644,0,,,,-1.4067899,,Right Foot,,"[49.2, 9.7]",,Ground Pass,,28.786282,,,Siri Worm,15572.0,,,,,,,1,Regular Play,Alanna Stephanie Kennedy,5078.0,Right Defensive Midfield,4,Tottenham Hotspur Women,749,['9b8d2160-b5ac-4a25-80ca-cc58a6d349c4'],48,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:48.125,Pass,
,,,,,,,,,,,,,,,,,1.266934,,,,,,,,,,,,e2b76b55-65c6-42b3-aaa1-f714b45fc294,62,,,"[47.2, 10.0]",3775644,0,,,,2.5792255,,Left Foot,,"[35.3, 17.5]",,Ground Pass,,14.066272,,,Shelina Laura Zadorsky,5074.0,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,4,Tottenham Hotspur Women,749,['7cb5c2a6-4add-464e-99fe-59571a27d7a4'],50,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:50.799,Pass,
,,,,,,,,,,,,,,,,,4.322998,,,,,,,,,,,,b271b32a-f222-45b7-b0eb-f5d809529224,66,,,"[44.8, 20.0]",3775644,0,,,,0.8960554,,Left Foot,,"[87.2, 73.0]",,High Pass,,67.873116,,,Ashleigh Neville,4848.0,,,True,,,,1,Regular Play,Shelina Laura Zadorsky,5074.0,Left Center Back,4,Tottenham Hotspur Women,749,"['0ef19e0a-16e0-4016-b036-38e6926cc0ac', 'e614742a-360c-4681-8837-4cf591f1ab48']",56,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:56.201,Pass,True
,,,,,,,,,,,,,,,,,0.867602,,,,,,,,,,,,45608968-6333-4b69-a3a9-6f24d3c70dda,74,,,"[36.4, 3.4]",3775644,1,,,,0.07084896,,Left Foot,,"[51.9, 4.5]",,Ground Pass,,15.538983,,,Tobin Powell Heath,5013.0,,,,,,,1,Regular Play,Leah Galton,31539.0,Left Back,5,Manchester United,1475,"['49517685-f7ac-43ad-94ae-c71139237c90', 'efa55563-ad50-4ae2-9fd1-2c16b9a70f70']",3,,,,,,,,,,,,,,,,Manchester United,1475,00:01:03.421,Pass,True
,,,,,,,,,,,,,,,,,2.596457,,,,,,,,,,,,d13b469b-9355-485d-b3c9-bbae456d1bf6,80,,,"[78.1, 5.4]",3775644,1,,,,0.9762965,,Right Foot,,"[104.4, 44.3]",,High Pass,,46.956364,,,Alessia Russo,47521.0,,,,,,Free Kick,1,From Free Kick,Katie Zelem,31540.0,Left Defensive Midfield,6,Manchester United,1475,['280196d2-c4cc-43cc-86bb-8e05aa0fd734'],50,,,,,,,,,,,,,,,,Manchester United,1475,00:01:50.714,Pass,
,,,,,,,,,,,,,,,,,0.154495,,,,,,,,,,,,58d93174-c55c-4267-b4b3-f7bbe85a921a,83,,,"[104.2, 45.4]",3775644,1,,,True,0.18763977,,,,"[120.0, 48.4]",,High Pass,,16.082289,,Out,,,,,,,,,1,From Free Kick,Alessia Russo,47521.0,Right Wing,6,Manchester United,1475,['ce45b55c-074f-46a8-b386-ac71b9287cc6'],53,,,,,,,,,,,,,,,,Manchester United,1475,00:01:53.311,Pass,True
,,,,,,,,,,,,,,,,,1.527087,,,,,,,,,,,,4c7f1e64-5a69-474a-9368-89c8495c72bf,84,,,"[120.0, 80.0]",3775644,2,,,,-1.6554989,,Left Foot,,"[117.3, 48.2]",,High Pass,True,31.914417,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Tobin Powell Heath,5013.0,Left Wing,7,Manchester United,1475,['0364b0cd-a15e-470b-a513-34702ca153b0'],40,,,,,,,,,,,,,,,,Manchester United,1475,00:02:40.768,Pass,
,,,,,,,,,,,,,,,,,2.13195,,,,,,,,,,,,4d869ed4-a091-4df1-b871-66b18e3784d4,86,,,"[105.8, 34.6]",3775644,2,,,,0.78110635,,Head,,"[117.5, 46.2]",,High Pass,,16.47574,,Incomplete,,,,,,,,Recovery,1,From Corner,Christen Annemarie Press,6817.0,Center Forward,7,Manchester United,1475,['279b89b2-a485-43ff-bf40-e1da260b6c0d'],43,,,,,,,,,,,,,,,,Manchester United,1475,00:02:43.521,Pass,
,,,,,,,,,,,,,,,,,2.300882,,,,,,,,,,,,ffc188bb-688e-4435-af3b-4572f8e78786,89,,,"[11.8, 41.1]",3775644,2,,,,1.3248334,,Keeper Arm,,"[17.8, 65.0]",,Ground Pass,,24.641632,,,Hannah Godfrey,31552.0,,,,,,,1,From Counter,Rebecca Leigh Spencer,18158.0,Goalkeeper,8,Tottenham Hotspur Women,749,['5820e838-d5ce-4104-9397-4d555dc4e79c'],51,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:51.425,Pass,
,,,,,,,,,,,,,,,,,5.004152,,,,,,,,,,,,2ea9478d-9e02-4f98-9c17-991ec6f4976f,92,,,"[40.0, 73.1]",3775644,2,,,,-0.23215441,6f7c86e3-3f51-406c-8326-608553d741ab,Right Foot,,"[108.1, 57.0]",,High Pass,,69.97728,,,Rosella Ayane,21048.0,True,,,Through Ball,True,,1,From Counter,Hannah Godfrey,31552.0,Right Center Back,8,Tottenham Hotspur Women,749,['18274704-0dc3-4eb8-a516-7a2ee346fd04'],57,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:57.550,Pass,
,,,,,,,,,,,,,,,,,1.616111,,,,,,,,,,,,ba13a760-91c8-48a5-a7d4-233469809cca,97,,,"[20.8, 72.4]",3775644,3,True,,,-1.4551417,,Right Foot,,"[25.9, 28.5]",,Ground Pass,,44.195248,,,Millie Turner,31536.0,,,True,,,,1,Regular Play,Amy Turner,31533.0,Right Back,9,Manchester United,1475,['1dd0ade4-0f5e-4a8c-b5c1-4ece6617febc'],19,,,,,,,,,,,,,,,,Manchester United,1475,00:03:19.183,Pass,
,,,,,,,,,,,,,,,,,2.449717,,,,,,,,,,,,3092da7c-a44c-4161-a7c2-4f1c16a618db,99,,,"[27.6, 25.9]",3775644,3,True,,,-0.47029203,,Right Foot,,"[63.6, 7.6]",,Ground Pass,,40.384277,,,Tobin Powell Heath,5013.0,,,,,,,1,Regular Play,Millie Turner,31536.0,Left Center Back,9,Manchester United,1475,['5bcb47f6-58f2-4e31-818c-be45610afeb9'],21,,,,,,,,,,,,,,,,Manchester United,1475,00:03:21.005,Pass,
,,,,,,,,,,,,,,,,,0.949499,,,,,,,,,,,,f3349445-4eb0-4bd6-9315-a16dc9d5ed9d,104,,,"[85.1, 18.1]",3775644,3,,,,0.5519951,,Right Foot,,"[101.5, 28.2]",,High Pass,,19.260582,,Incomplete,,,,,,,,,1,Regular Play,Tobin Powell Heath,5013.0,Left Wing,9,Manchester United,1475,['7bceff94-235e-4275-9580-4a195218973a'],27,,,,,,,,,,,,,,,,Manchester United,1475,00:03:27.424,Pass,
,,,,,,,,,,,,,,,,,3.057706,,,,,,,,,,,,ec2942fc-b4a7-4ff3-ae78-3c7fb51e3470,106,,,"[31.1, 32.0]",3775644,3,,,,-2.173473,,Right Foot,,"[23.6, 21.1]",,Low Pass,,13.231024,,,Siri Worm,15572.0,,,,,,Recovery,1,Regular Play,Josie Green,4865.0,Left Defensive Midfield,9,Manchester United,1475,['68a04540-c23a-4bf5-9ee7-864d69577c67'],31,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:31.018,Pass,
,,,,,,,,,,,,,,,,,2.090959,,,,,,,,,,,,b444d060-e7e3-48d7-9e67-92ea0f2524f2,110,,,"[23.2, 21.6]",3775644,3,,,,-0.5408302,,Left Foot,,"[59.0, 0.1]",,High Pass,,41.75991,,Out,,,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,9,Manchester United,1475,['1d70e684-a80e-47ac-be50-247d509ab5bc'],34,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:34.196,Pass,True
,,,,,,,,,,,,,,,,,1.104651,,,,,,,,,,,,d9ad06a1-aeba-4bcc-8e37-fa3c0c4c75d1,111,,,"[63.9, 80.0]",3775644,3,,,,-1.815775,,,,"[61.9, 72.0]",,High Pass,,8.246211,,,Hayley Ladd,19501.0,,,,,,Throw-in,1,From Throw In,Amy Turner,31533.0,Right Back,10,Manchester United,1475,['5adcfe31-0fe7-4e8d-acd4-1c16b37de934'],40,,,,,,,,,,,,,,,,Manchester United,1475,00:03:40.464,Pass,
,,,,,,,,,,,,,,,,,0.936418,,,,,,,,,,,,3b17540d-1c6e-4a24-b914-5d4591e68507,115,,,"[60.4, 73.1]",3775644,3,,,,1.0779599,,Right Foot,,"[63.3, 78.5]",,Ground Pass,,6.129437,,,Amy Turner,31533.0,,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Defensive Midfield,10,Manchester United,1475,['00340df8-8c0a-4d3d-8a65-72e34c07c050'],42,,,,,,,,,,,,,,,,Manchester United,1475,00:03:42.578,Pass,
,,,,,,,,,,,,,,,,,1.523516,,,,,,,,,,,,dbf1da3b-6986-4df4-b3a1-bd4e3c53caee,118,,,"[62.0, 78.5]",3775644,3,,,,-0.5476883,,Right Foot,,"[76.1, 69.9]",,Low Pass,,16.51575,,,Alessia Russo,47521.0,,,,,,,1,From Throw In,Amy Turner,31533.0,Right Back,10,Manchester United,1475,"['13dc7bc5-14d2-43a3-9e3f-26249f8dd136', '8e4dd72a-4c1c-4093-a953-817f6e5d5c37']",43,,,,,,,,,,,,,,,,Manchester United,1475,00:03:43.514,Pass,True
,,,,,,,,,,,,,,,,,1.527702,,,,,,,,,,,,a43704aa-fc11-42cb-a5c2-e4e50d607c08,125,,,"[40.0, 2.4]",3775644,3,,,,2.5845358,,Left Foot,,"[22.5, 13.3]",,Ground Pass,,20.616983,,,Shelina Laura Zadorsky,5074.0,,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,11,Tottenham Hotspur Women,749,['2416e09d-a0b3-41c4-8ba6-b77d5efc811a'],49,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:49.713,Pass,
,,,,,,,,,,,,,,,,,1.756868,,,,,,,,,,,,0573768a-dc37-4752-9400-188f2d51218f,128,,,"[25.0, 17.4]",3775644,3,,,,1.8747972,,Left Foot,,"[18.6, 37.8]",,Ground Pass,,21.380365,,,Hannah Godfrey,31552.0,,,,,,,1,Regular Play,Shelina Laura Zadorsky,5074.0,Left Center Back,11,Tottenham Hotspur Women,749,['1f2d4187-2c2a-4b66-b1f8-df2480bbde66'],52,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:52.522,Pass,
,,,,,,,,,,,,,,,,,1.836072,,,,,,,,,,,,2ef8f35b-f39f-4629-97e7-c56afc4d7abf,131,,,"[19.0, 43.5]",3775644,3,,,,-1.306704,,Right Foot,,"[24.3, 23.9]",,Ground Pass,,20.30394,,,Shelina Laura Zadorsky,5074.0,,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,11,Tottenham Hotspur Women,749,['f6fd3134-d61e-429c-be70-333d2d17e58c'],57,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:57.459,Pass,
,,,,,,,,,,,,,,,,,1.1935,,,,,,,,,,,,4fc7fe66-9a4e-4c7c-82fd-4c8dfb7fe5e5,134,,,"[30.9, 23.5]",3775644,4,,,,-0.096473776,,Left Foot,,"[52.6, 21.4]",,Ground Pass,,21.801376,,,Gemma Suzanne Davison,15721.0,,,,,,,1,Regular Play,Shelina Laura Zadorsky,5074.0,Left Center Back,11,Tottenham Hotspur Women,749,['f9f8a389-77e1-4ae6-b809-a1b195f3a7ed'],1,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:01.131,Pass,
,,,,,,,,,,,,,,,,,3.829205,,,,,,,,,,,,795ff2cd-b993-4b86-a218-2126d79048c5,138,,,"[53.7, 18.0]",3775644,4,,,,-0.14594814,,Right Foot,,"[98.6, 11.4]",,Ground Pass,,45.382484,,Incomplete,Angela Addison,31550.0,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Center Attacking Midfield,11,Tottenham Hotspur Women,749,"['291da497-74e2-4607-a4a9-736ea4bf54f4', '2dc0a25e-61cb-4b2b-8f62-96b07a48bcfc', '3685a812-c967-443d-a5e9-71e64dfed538']",3,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:03.419,Pass,True
