ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.115535,,,,,,,,,,,f2682cb6-afce-4244-b840-b1702b3a16ad,14,,"[42.5, 7.5]",3775626,0,,,,-2.7246945,,Right Foot,,,"[35.5, 4.4]",,Low Pass,,7.655717,,,Caroline Siems,46536.0,,,,,,1,From Throw In,Nadine Hanssen,46539.0,Center Attacking Midfield,3,Aston Villa,2647,['12f453ab-ebc6-49b3-a64d-87d5abe37610'],23,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:23.946,Pass,
,,,,,,,,,,,,,,1.334707,,,,,,,,,,,b73eb597-7b2d-4764-925b-1097840fe55e,18,,"[31.9, 4.4]",3775626,0,,,,2.929635,,Left Foot,,,"[16.1, 7.8]",,Ground Pass,,16.161682,,,Anita Amma Ankyewah Asante,4657.0,,,,,,1,From Throw In,Caroline Siems,46536.0,Left Back,3,Aston Villa,2647,"['03ff8cc8-a213-46f1-9871-63c937532e97', 'cb9691a6-3275-46d9-a707-cf302c99132f']",25,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:25.775,Pass,True
,,,,,,,,,,,,,,2.199328,,,,,,,,,,,0cdf4a1e-6a32-424d-b87d-5d1ea77d296b,21,,"[17.2, 10.3]",3775626,0,,,,0.21195763,,Right Foot,,,"[56.7, 18.8]",,High Pass,,40.40421,,,Ramona Petzelberger,46533.0,,,,,,1,From Throw In,Anita Amma Ankyewah Asante,4657.0,Left Center Back,3,Aston Villa,2647,['cc15e8ef-149c-4a53-abad-5060c34e4a17'],29,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:29.542,Pass,
,,,,,,,,,,,,,,0.738193,,,,,,,,,,,7f4da80c-3fb9-4c35-a8f8-8d903768e2f8,24,,"[56.3, 17.9]",3775626,0,,,,2.1357007,,Other,,,"[51.8, 25.0]",,Low Pass,,8.405951,,,Nadine Hanssen,46539.0,,,,,,1,From Throw In,Ramona Petzelberger,46533.0,Left Wing,3,Aston Villa,2647,"['09e3c477-c66e-44e2-93c3-514e3f532f62', 'a5209463-1e21-4b12-bd8a-0b67aeaa4188']",31,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:31.741,Pass,True
,,,,,,,,,,,,,,0.617641,,,,,,,,,,,b5ecfece-104b-478a-a547-e353da37c3ab,36,,"[67.9, 32.1]",3775626,0,,,,0.7853982,,Left Foot,,,"[70.5, 34.7]",,Ground Pass,,3.6769552,,,Georgia Stanway,4643.0,,,,,,1,From Throw In,Lauren Hemp,15555.0,Left Wing,3,Aston Villa,2647,['8aa33292-a38c-4701-a151-b3bf2509ffcd'],38,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:38.649,Pass,
,,,,,,,,,,,,,,0.285879,,,,,,,,,,,0bff648e-4f96-4426-800b-458ef4fa2b42,44,,"[56.3, 47.5]",3775626,0,,,,-1.2742505,,Right Foot,,,"[57.4, 43.9]",,Ground Pass,,3.764306,Incomplete,,Ramona Petzelberger,46533.0,,,,,,1,From Throw In,Nadine Hanssen,46539.0,Center Attacking Midfield,3,Aston Villa,2647,"['a64d761d-02f5-4e5b-80e3-650e07c2e258', 'c48f4aa7-e09c-4980-80d3-0d8a208c4ca8']",41,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:41.647,Pass,
,,,,,,,,,,,,,,2.137767,,,,,,,,,,,30658ea1-2204-45bd-8a66-82e0c708b8c6,50,,"[64.1, 72.1]",3775626,0,,,,-2.5049512,,Left Foot,,,"[43.0, 56.5]",,Ground Pass,,26.240618,,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Back,4,Manchester City WFC,746,['ec8532ed-9efd-40dd-9d73-78081ab832f0'],47,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:47.574,Pass,
,,,,,,,,,,,,,,1.219551,,,,,,,,,,,5aaba864-9525-4ad4-a465-cca9969c02e5,53,,"[44.0, 55.1]",3775626,0,,,,-1.5887156,,Right Foot,,,"[43.5, 27.2]",,Ground Pass,,27.90448,,,Esme Beth Morgan,4649.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['7eabc731-c7a6-4e2d-a87e-5d43f7e1d020'],51,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:51.568,Pass,
,,,,,,,,,,,,,,1.698107,,,,,,,,,,,8b886b71-df7a-4679-9c24-091bbddbdba3,56,,"[46.4, 23.0]",3775626,0,,,,-1.2918557,,Right Foot,,,"[52.3, 2.4]",,Ground Pass,,21.428253,,,Lucy Bronze,10178.0,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Left Center Back,4,Manchester City WFC,746,['524a7900-fdb6-45ed-a3ef-63dd0c47bb4f'],54,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:54.495,Pass,
,,,,,,,,,,,,,,0.751886,,,,,,,,,,,28d048d4-f988-41f7-8a13-c252f1d258e2,59,,"[52.3, 2.4]",3775626,0,,,,1.0098956,,Right Foot,,,"[57.2, 10.2]",,Ground Pass,,9.211406,,,Georgia Stanway,4643.0,,,,,,1,Regular Play,Lucy Bronze,10178.0,Left Back,4,Manchester City WFC,746,['283eb364-7bcc-4e2a-8f9f-4d9c9bc6a858'],57,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:57.265,Pass,
,,,,,,,,,,,,,,1.611391,,,,,,,,,,,5cc76361-6596-43d6-ac9f-685d0c157055,62,,"[57.2, 10.2]",3775626,0,,,,-3.1099827,,Right Foot,,,"[31.9, 9.4]",,Ground Pass,,25.312645,,,Esme Beth Morgan,4649.0,,,,,,1,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,4,Manchester City WFC,746,['4eba1c0f-af2e-43f1-9deb-3bbad57c8ae0'],58,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:58.161,Pass,
,,,,,,,,,,,,,,1.493978,,,,,,,,,,,5f71c181-ee95-4d2f-98a4-9b41c33bdbc3,65,,"[30.8, 19.6]",3775626,1,,,,1.4999275,,Right Foot,,,"[33.1, 52.0]",,Ground Pass,,32.481533,,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Left Center Back,4,Manchester City WFC,746,['897b8c80-4141-4965-92ef-5deb576bffdc'],1,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:01.642,Pass,
,,,,,,,,,,,,,,2.12254,,,,,,,,,,,a13098fc-1b24-44d2-a6aa-7631c2eeb5c3,68,,"[35.7, 54.9]",3775626,1,,,,0.21890216,,Right Foot,,,"[81.1, 65.0]",,High Pass,,46.50989,Incomplete,,Chloe Kelly,15570.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,"['1683e9a1-fad5-4f04-b127-2969a66d0dd7', '37b84fe1-e89c-40bc-9834-1b3d037ac520']",4,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:04.521,Pass,
,,,,,,,,,,,,,,1.602939,,,,,,,,,,,37b84fe1-e89c-40bc-9834-1b3d037ac520,70,,"[39.0, 15.1]",3775626,1,,,,0.098850325,,Right Foot,,,"[51.1, 16.3]",,High Pass,,12.159359,,,Chloe Arthur,10193.0,,,,,Interception,1,Regular Play,Caroline Siems,46536.0,Left Back,4,Manchester City WFC,746,"['62d59db8-e345-440f-8f8a-86a203a24afa', 'a13098fc-1b24-44d2-a6aa-7631c2eeb5c3']",6,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:06.643,Pass,
,,,,,,,,,,,,,,2.11356,,,,,,,,,,,b4a5bc37-4a6a-4318-a291-6780de91287c,74,,"[50.6, 15.8]",3775626,1,,,,-1.9490904,,Left Foot,,,"[44.4, 0.2]",,Low Pass,,16.7869,Out,,Shania Hayles,19499.0,,,,,,1,Regular Play,Chloe Arthur,10193.0,Left Defensive Midfield,4,Manchester City WFC,746,['4bc06868-5101-4fc4-b6a0-7da56cc11d35'],8,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:08.718,Pass,
,,,,,,,,,,,,,,1.417782,,,,,,,,,,,412ba373-778f-437e-87c0-ac5fbf4bfa2a,76,,"[84.4, 80.0]",3775626,1,,,,-1.6475682,,,,,"[83.3, 65.7]",,Low Pass,,14.342245,,,Ellen White,10180.0,,,,,Throw-in,1,From Throw In,Janine Elizabeth Beckie,4992.0,Right Back,5,Manchester City WFC,746,['7d13ff93-45bc-4c06-acec-9aa1d81661e1'],18,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:18.486,Pass,
,,,,,,,,,,,,,,0.945515,,,,,,,,,,,8cc467be-dd87-4abc-9641-e52be85b6c31,80,,"[78.8, 66.0]",3775626,1,,,,-1.5792707,,Left Foot,,,"[78.7, 54.2]",,Ground Pass,,11.800424,,,Georgia Stanway,4643.0,,,,,,1,From Throw In,Ellen White,10180.0,Center Forward,5,Manchester City WFC,746,"['4d394cc5-bc13-47d0-886f-ca7e2c352ed0', '61e4f1c9-9644-4005-8601-400801499b61']",23,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:23.093,Pass,True
,,,,,,,,,,,,,,1.088368,,,,,,,,,,,a299f17b-9d2f-44af-9086-3fb1029a6705,93,,"[63.6, 43.8]",3775626,1,,,,-2.3704793,,Right Foot,,,"[56.5, 36.9]",,Ground Pass,,9.900505,,,Esme Beth Morgan,4649.0,,,,,,1,From Throw In,Laura Coombs,19416.0,Left Center Midfield,5,Manchester City WFC,746,['967c2526-a598-4c38-aeb6-ee95b671cd79'],28,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:28.001,Pass,
,,,,,,,,,,,,,,1.410368,,,,,,,,,,,704c33be-7c3a-4184-b377-d6e388707811,96,,"[56.5, 36.9]",3775626,1,,,,1.8640993,,Left Foot,,,"[52.0, 51.8]",,Ground Pass,,15.564704,,,Stephanie Houghton,10185.0,,,,,,1,From Throw In,Esme Beth Morgan,4649.0,Left Center Back,5,Manchester City WFC,746,['a74ee23e-49fe-4e24-94e2-eacbf9e7c952'],29,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:29.380,Pass,
,,,,,,,,,,,,,,2.084523,,,,,,,,,,,02c4f6dc-2173-4db6-9d5d-b01b35d086f4,99,,"[52.2, 50.4]",3775626,1,,,,-1.4711276,,Right Foot,,,"[56.3, 9.4]",,Ground Pass,,41.20449,,,Lucy Bronze,10178.0,,True,,,,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,5,Manchester City WFC,746,['9b604743-1a2d-44d7-a28a-7084f92959d3'],31,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:31.991,Pass,
,,,,,,,,,,,,,,0.731574,,,,,,,,,,,dcdb968d-0f7e-450a-bd7e-ef0cbb32e93c,102,,"[56.3, 9.4]",3775626,1,,,,-0.5656031,,Right Foot,,,"[67.8, 2.1]",,Ground Pass,,13.621306,,,Lauren Hemp,15555.0,,,,,,1,From Throw In,Lucy Bronze,10178.0,Left Back,5,Manchester City WFC,746,['b571243e-346d-42bb-a170-a68d891da4fc'],35,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:35.737,Pass,
,,,,,,,,,,,,,,1.069174,,,,,,,,,,,2e962f2e-a4a6-4d6f-b6f6-4416ab7a2afc,106,,"[67.2, 2.1]",3775626,1,,,,3.016129,,Left Foot,,,"[56.1, 3.5]",,Ground Pass,,11.18794,,,Lucy Bronze,10178.0,,,,,,1,From Throw In,Lauren Hemp,15555.0,Left Wing,5,Manchester City WFC,746,['4d72d6fc-7292-4a2b-8769-13ad2f243ee8'],37,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:37.476,Pass,
,,,,,,,,,,,,,,2.096632,,,,,,,,,,,78c86991-ba5a-4c7c-a989-5e9d5e43c171,109,,"[54.2, 7.8]",3775626,1,,,,2.010016,,Right Foot,,,"[43.3, 31.0]",,Ground Pass,,25.632986,,,Stephanie Houghton,10185.0,,,,,,1,From Throw In,Lucy Bronze,10178.0,Left Back,5,Manchester City WFC,746,['7beac62d-8de6-4c57-8087-a556fdf14c99'],40,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:40.360,Pass,
,,,,,,,,,,,,,,0.99654,,,,,,,,,,,6f8c2e9e-9e22-4b84-afa8-3a9a072e59d8,112,,"[46.8, 46.3]",3775626,1,,,,0.47469687,,Right Foot,,,"[68.4, 57.4]",,Ground Pass,,24.285181,,,Jill Scott,10172.0,,,,,,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,5,Manchester City WFC,746,['18f49834-70f1-424b-88ef-ea94ea21bcf3'],44,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:44.274,Pass,
,,,,,,,,,,,,,,2.580494,,,,,,,,,,,d70b10e2-d174-455d-9791-ca006feed93a,115,,"[78.0, 60.6]",3775626,1,,,,-0.17548126,,Right Foot,,,"[106.2, 55.6]",,Ground Pass,,28.639832,,,Chloe Kelly,15570.0,,,,,,1,From Throw In,Jill Scott,10172.0,Center Defensive Midfield,5,Manchester City WFC,746,['037f2ee7-766d-46b3-b96d-ece8e512e410'],46,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:46.931,Pass,
,,,,,,,,,,,,,,1.496883,,,,,,,,,,,4dcfd543-8b42-495f-b1a8-d2d1c530d558,118,,"[106.2, 55.6]",3775626,1,,,,-1.1326905,6b116605-0bc6-4dd0-9548-a7070de410f2,Right Foot,,,"[116.6, 33.4]",True,Low Pass,,24.5153,,,Lauren Hemp,15555.0,,,,,,1,From Throw In,Chloe Kelly,15570.0,Right Wing,5,Manchester City WFC,746,['e0dd83b1-d93a-453c-a1e4-4e7ddcd34dd2'],49,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:49.811,Pass,
,,,,,,,,,,,,,,1.857338,,,,,,,,,,,5088b5b8-742b-4510-9fd6-68c7155dc735,122,,"[61.0, 40.1]",3775626,2,True,,,2.7492526,,Right Foot,,,"[52.3, 43.7]",,Ground Pass,,9.415413,,,Nadine Hanssen,46539.0,,,,,Kick Off,1,From Kick Off,Shania Hayles,19499.0,Center Forward,6,Aston Villa,2647,['21a15ba0-af07-47b8-9547-c871ff576f6b'],40,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:40.275,Pass,
,,,,,,,,,,,,,,2.736374,,,,,,,,,,,bdd4d8fe-63ec-49f5-9c23-6d65df908cef,124,,"[52.3, 43.7]",3775626,2,True,,,1.5707964,,Right Foot,,,"[52.3, 60.2]",,Ground Pass,,16.5,Incomplete,,,,,,,,,1,From Kick Off,Nadine Hanssen,46539.0,Center Attacking Midfield,6,Aston Villa,2647,['e5a7f88e-ed2a-464e-9972-2efd86cd9d1a'],43,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:43.606,Pass,
,,,,,,,,,,,,,,3.088662,,,,,,,,,,,e5a7f88e-ed2a-464e-9972-2efd86cd9d1a,125,,"[67.8, 19.9]",3775626,2,,,,-1.9384664,,Right Foot,,,"[62.6, 6.4]",,Low Pass,,14.466859,,,Lucy Bronze,10178.0,,,,,Recovery,1,From Kick Off,Laura Coombs,19416.0,Left Center Midfield,6,Aston Villa,2647,"['08d08a18-e589-4fc3-9c3a-17592c571d0e', 'bdd4d8fe-63ec-49f5-9c23-6d65df908cef']",46,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:46.342,Pass,
,,,,,,,,,,,,,,1.047749,,,,,,,,,,,99de68c7-cb23-469a-b9fa-6ded3782edb3,128,,"[63.1, 80.0]",3775626,2,,,,-1.5707964,,,,,"[63.1, 71.4]",,Low Pass,,8.6,,,Marisa Ewers,15565.0,,,,,Throw-in,1,From Throw In,Asmita Ale,46541.0,Right Back,7,Aston Villa,2647,['a6cf98df-563a-4414-bf1a-01efb37233bc'],58,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:58.603,Pass,
,,,,,,,,,,,,,,2.688977,,,,,,,,,,,a98e9839-b96b-48ca-be8c-f1fc3256693b,132,,"[62.7, 70.7]",3775626,3,,,,-2.1331322,,Right Foot,,,"[50.6, 51.5]",,Ground Pass,,22.694714,,,Anita Amma Ankyewah Asante,4657.0,,,,,,1,From Throw In,Marisa Ewers,15565.0,Right Defensive Midfield,7,Aston Villa,2647,"['0a83b78f-258f-4e85-ab93-bf2eb7c36a38', '1279f8ba-fc1a-4f98-835e-9a865d149fb3']",0,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:03:00.833,Pass,True
,,,,,,,,,,,,,,1.35259,,,,,,,,,,,ed692dc4-22bd-4ac4-9f1f-29fb9426f6b9,134,,"[50.6, 51.5]",3775626,3,,,,-1.7043253,,Right Foot,,,"[47.0, 24.7]",,Ground Pass,,27.04071,,,Caroline Siems,46536.0,,,,,,1,From Throw In,Anita Amma Ankyewah Asante,4657.0,Left Center Back,7,Aston Villa,2647,['8072a465-d99b-4af5-b90b-0183a268cfcb'],3,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:03:03.522,Pass,
,,,,,,,,,,,,,,0.646059,,,,,,,,,,,7b1f53dd-4989-4118-8072-e0d8777e77d2,137,,"[52.3, 25.5]",3775626,3,,,,0.044841714,,Right Foot,,,"[67.9, 26.2]",,High Pass,,15.615697,Incomplete,,Nadine Hanssen,46539.0,,,,,,1,From Throw In,Caroline Siems,46536.0,Left Back,7,Aston Villa,2647,"['64ba4d5f-1003-430c-a239-63616460161d', 'c4066dd9-0beb-4a1b-adf6-1197fe5115d9']",6,,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:03:06.879,Pass,
