50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.737722,,,,,,,,,,,781f8338-5a24-4d0f-bf99-2745c4ae97b3,21,,,"[57.7, 71.0]",2275108,0,,,,0.04455648,,Right Foot,,,"[73.4, 71.7]",,Low Pass,,15.715597,Incomplete,,Yana Daniëls,10093.0,,,,,,,1,Regular Play,Loren Dykes,16391.0,Right Back,3,Bristol City WFC,973,"['a6927905-973e-46fe-8912-62324996d029', 'd370458a-7f73-4c2e-b2cc-9dcb74379cbf', 'e3c62e80-5f7e-4017-8f35-57085366e9a1']",13,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:13.949,Pass,True
,,,,,,,,,,,,,,2.897892,,,,,,,,,,,38f36af3-e2d7-4a55-aa0b-dce20bcc1c2d,25,,,"[47.1, 5.4]",2275108,0,,,,0.22131445,,Left Foot,,,"[79.1, 12.6]",,High Pass,,32.8,Incomplete,,Bethany England,15550.0,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,3,Bristol City WFC,973,"['dfb07403-51c6-4787-9bb6-8de7ed4e066e', 'e3139895-b50c-46d9-be32-14e9dc9b9315']",15,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:15.955,Pass,
,,,,,,,,,,,,,,1.665282,,,,,,,,,,,c16308e3-5e16-4be9-9d9d-054690789f78,29,,,"[35.5, 54.5]",2275108,0,,,,-1.8547741,,Right Foot,,,"[29.4, 33.6]",,Ground Pass,,21.772001,,,Jasmine Matthews,15618.0,,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Center Back,3,Bristol City WFC,973,['ef2430ac-1034-4f86-8a66-ee9db9a41922'],20,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:20.006,Pass,
,,,,,,,,,,,,,,1.60392,,,,,,,,,,,4008eaa9-c80f-4a06-88d5-c2840fcc7af5,33,,,"[30.5, 29.4]",2275108,0,,,,-0.473126,,Left Foot,,,"[64.1, 12.2]",,High Pass,,37.746525,Incomplete,,,,,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Left Center Back,3,Bristol City WFC,973,"['2f6230a2-41ef-4f33-9ab2-147fac6f844d', 'a3570d7e-1b87-49bd-819e-6de6ac9e2687']",23,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:23.094,Pass,True
,,,,,,,,,,,,,,2.422665,,,,,,,,,,,b2495c5c-11bd-43c0-b573-6f2eae76396d,36,,,"[51.3, 59.0]",2275108,0,,,,0.34223187,,Right Foot,,,"[83.3, 70.4]",,High Pass,,33.969986,Incomplete,,Francesca Kirby,4641.0,,,,,,Recovery,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Bristol City WFC,973,"['08d0fdcf-9497-4862-8d80-d51b73dbaf31', '36a0a1f2-e744-4cdc-8e2a-4e72fd5fa0ea', 'a591576e-8a11-43ed-9247-7d9249437b63']",26,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:26.020,Pass,True
,,,,,,,,,,,,,,1.915357,,,,,,,,,,,08d0fdcf-9497-4862-8d80-d51b73dbaf31,38,,,"[36.8, 9.7]",2275108,0,,,,0.44725564,,Head,,,"[49.1, 15.6]",,Low Pass,,13.641848,,,Yana Daniëls,10093.0,,,,,,Recovery,1,Regular Play,Gemma Evans,16381.0,Left Back,3,Bristol City WFC,973,"['b2495c5c-11bd-43c0-b573-6f2eae76396d', 'd7e466ad-147f-4c75-8d77-da04ed2c978a']",28,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:28.443,Pass,
,,,,,,,,,,,,,,1.010673,,,,,,,,,,,00d4621c-4cd2-44ce-95b6-6c7032519e31,41,,,"[52.1, 27.8]",2275108,0,,,,2.573488,,Right Foot,,,"[42.7, 33.8]",,Ground Pass,,11.151682,,,Frankie Brown,10171.0,,,,,,,1,Regular Play,Yana Daniëls,10093.0,Center Attacking Midfield,3,Bristol City WFC,973,['d78245cb-128d-4602-aaa4-bcb7dd0ed343'],30,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:30.515,Pass,
,,,,,,,,,,,,,,6.966406,,,,,,,,,,,5255869a-3e5a-4ab2-9010-ed455ab1d66c,44,,,"[42.6, 33.8]",2275108,0,,,,-0.48590982,,Left Foot,,,"[103.0, 1.9]",,High Pass,,68.30644,,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Frankie Brown,10171.0,Right Center Midfield,3,Bristol City WFC,973,['8d0b90e1-2276-497f-9c0b-ceb10018aa91'],31,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:31.726,Pass,
,,,,,,,,,,,,,,1.318905,,,,,,,,,,,3692590f-2a90-4598-93c1-0c9505eca6cd,47,,,"[110.5, 2.2]",2275108,0,,,,1.9370519,,Right Foot,,,"[107.7, 9.5]",,Ground Pass,,7.8185678,,,Olivia Chance,24925.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Left Midfield,3,Bristol City WFC,973,['a36f222a-0843-4452-aaaa-a522e605ad0e'],40,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:40.500,Pass,
,,,,,,,,,,,,,,0.738403,,,,,,,,,,,c664a1e5-3400-4172-b169-d9c50c9e12eb,54,,,"[107.0, 19.2]",2275108,0,,,,1.2402483,,Right Foot,,,"[110.5, 29.4]",,High Pass,,10.783784,Incomplete,,,,,,,,,,1,Regular Play,Olivia Chance,24925.0,Left Center Midfield,3,Bristol City WFC,973,['9cb04760-9b9f-49f4-bff0-92dad84cfa73'],43,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:43.294,Pass,
,,,,,,,,,,,,,,0.499682,,,,,,,,,,,62e5262d-2280-4764-886c-5ee4b03259aa,58,,,"[22.5, 55.2]",2275108,0,,,,2.6590793,,Right Foot,,,"[18.3, 57.4]",,Ground Pass,,4.7413077,,,Sophie Louise Ingle,15549.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,3,Bristol City WFC,973,['7a46ed6f-9018-4b1b-b7f1-048de9249729'],46,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:46.008,Pass,
,,,,,,,,,,,,,,2.00721,,,,,,,,,,,755fa353-0cb0-423a-9657-578b30cad5be,60,,,"[18.3, 57.4]",2275108,0,,,,0.12206667,,Left Foot,,,"[45.2, 60.7]",,High Pass,,27.10166,Incomplete,,Francesca Kirby,4641.0,,,,,,,1,Regular Play,Sophie Louise Ingle,15549.0,Right Center Midfield,3,Bristol City WFC,973,"['cc7bae49-e80d-4120-ae61-4f269838063e', 'e2dc0524-0886-4dcc-8153-8c2303f0c369']",46,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:46.508,Pass,
,,,,,,,,,,,,,,1.316034,,,,,,,,,,,e2dc0524-0886-4dcc-8153-8c2303f0c369,62,,,"[74.9, 19.4]",2275108,0,,,,-0.689539,,Head,,,"[86.3, 10.0]",,Low Pass,,14.775656,,,Charlie Wellings,15563.0,,,,,,Recovery,1,Regular Play,Jasmine Matthews,15618.0,Left Center Back,3,Bristol City WFC,973,"['755fa353-0cb0-423a-9657-578b30cad5be', '8969723e-d6d0-4643-b667-6f865725c29b']",48,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:48.515,Pass,
,,,,,,,,,,,,,,2.199324,,,,,,,,,,,387e2f33-1cbb-4cbd-a450-098958b2de89,65,,,"[84.1, 9.5]",2275108,0,,,,-3.1157362,,Left Foot,,,"[60.9, 8.9]",,Ground Pass,,23.207758,,,Gemma Evans,16381.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Left Midfield,3,Bristol City WFC,973,['3105852c-5bc4-4fbe-b119-10936ced262d'],51,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:51.167,Pass,
,,,,,,,,,,,,,,0.775916,,,,,,,,,,,19df1254-8f68-4998-b354-021f6b12440c,68,,,"[61.0, 8.9]",2275108,0,,,,-0.7522977,,Left Foot,,,"[68.8, 1.6]",,Ground Pass,,10.683165,,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Back,3,Bristol City WFC,973,['dbafdee4-fe5c-4e4b-9999-ac46b2b2c456'],54,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:54.821,Pass,
,,,,,,,,,,,,,,1.512448,,,,,,,,,,,0faebffb-53e3-449b-bb33-6aaf97ac83db,72,,,"[67.9, 1.6]",2275108,0,,,,-2.9912212,,Right Foot,,,"[61.3, 0.6]",,Ground Pass,,6.675328,,,Gemma Evans,16381.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Left Midfield,3,Bristol City WFC,973,"['82fdfa20-cb76-4c97-99d0-57f05b690a75', '9b266e3d-016c-4555-ac7e-e9981c55a061']",57,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:57.208,Pass,True
,,,,,,,,,,,,,,1.614766,,,,,,,,,,,9b712cda-300c-4981-b681-9b3b28893174,75,,,"[57.6, 1.7]",2275108,1,,,,2.3388553,,Left Foot,,,"[49.1, 10.5]",,Ground Pass,,12.234786,,,Jasmine Matthews,15618.0,,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Back,3,Bristol City WFC,973,['f2c57917-6c12-4acf-95ea-a70fec840336'],0,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:00.089,Pass,
,,,,,,,,,,,,,,1.591536,,,,,,,,,,,defc1e45-6d1f-4bea-ac41-655835581260,79,,,"[50.4, 8.1]",2275108,1,,,,-0.3412467,,Left Foot,,,"[71.8, 0.5]",,High Pass,,22.709469,,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Left Center Back,3,Bristol City WFC,973,"['3da0d67a-cfb5-406c-b3b4-3ed011c01fe9', '4b65d6aa-9efd-4efe-95ff-ec49acab044f']",3,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:03.643,Pass,True
,,,,,,,,,,,,,,6.448994,,,,,,,,,,,6e7ae85f-91bf-4515-bb0c-7984fc710d16,82,,,"[71.2, 2.2]",2275108,1,,,,0.10294063,,Right Foot,,,"[119.6, 7.2]",,Low Pass,,48.657578,Out,,Abigail Harrison,23412.0,,,,,,,1,Regular Play,Charlie Wellings,15563.0,Left Midfield,3,Bristol City WFC,973,['09c544ea-f494-46ef-ba93-174e4e9c1975'],6,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:06.347,Pass,
,,,,,,,,,,,,,,2.489458,,,,,,,,,,,4be78228-a7d7-4c8c-9c0e-525230cd98f1,86,,,"[7.0, 44.1]",2275108,1,,,,-0.98279375,,Right Foot,,,"[33.0, 5.1]",,High Pass,,46.872166,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,Goal Kick,1,From Goal Kick,Ann-Katrin Berger,15560.0,Goalkeeper,4,Chelsea FCW,971,['fc430fb9-6709-43bd-85d6-6cff50191f06'],26,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:26.859,Pass,
,,,,,,,,,,,,,,1.982976,,,,,,,,,,,31b1ad47-ff19-42ec-9325-a2e51cabe3e2,89,,,"[34.7, 5.7]",2275108,1,,,,0.96671796,,Right Foot,,,"[49.4, 27.0]",,High Pass,,25.880108,Incomplete,,So-Yun Ji,4647.0,,,,,,,1,From Goal Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Chelsea FCW,971,"['162e9ca9-4fc2-4168-a844-7aec3840fce4', '2e02b67a-0865-474c-9b36-975756593c11']",29,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:29.429,Pass,
,,,,,,,,,,,,,,1.301176,,,,,,,,,,,ed880488-84ec-4ceb-b3b0-aa3d3585a950,95,,,"[75.4, 77.7]",2275108,1,,,,-0.09691763,,Left Foot,,,"[82.6, 77.0]",,Ground Pass,,7.2339478,,,Frankie Brown,10171.0,,,,,,,1,From Goal Kick,Loren Dykes,16391.0,Right Back,4,Chelsea FCW,971,"['12bd3448-4c61-4e93-82d3-bd25739bab69', '40a349c6-6d48-456d-a571-c851dcf73307']",34,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:34.265,Pass,True
,,,,,,,,,,,,,,0.049126,,,,,,,,,,,0d216ca6-d9d1-4b9d-8b98-228fd59916b5,98,,,"[84.8, 78.1]",2275108,1,,,,-0.47249693,,Right Foot,,,"[89.3, 75.8]",,Ground Pass,,5.0537114,Incomplete,,Carla Humphrey,16384.0,,,,,,,1,From Goal Kick,Frankie Brown,10171.0,Right Center Midfield,4,Chelsea FCW,971,"['4b761694-2c73-4778-ac36-3cd289588efb', '677f68ed-0446-4e45-a6cf-b20d196e08e8']",36,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:36.117,Pass,
,,,,,,,,,,,,,,1.057502,,,,,,,,,,,f6b18f03-8d1a-4c4f-a629-1830440fd69f,101,,,"[97.6, 80.0]",2275108,1,,,,-2.347998,,,,,"[85.5, 67.7]",,High Pass,,17.253984,,,Frankie Brown,10171.0,,,,,,Throw-in,1,From Throw In,Loren Dykes,16391.0,Right Back,5,Bristol City WFC,973,['82297eb5-1405-41c2-a3d9-81794c9b5cd0'],46,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:46.855,Pass,
,,,,,,,,,,,,,,0.93638,,,,,,,,,,,e0758b09-025f-49d3-b1f6-8ae0353ffc80,105,,,"[85.7, 69.5]",2275108,1,,,,-0.08984754,,Right Foot,,,"[96.8, 68.5]",,Low Pass,,11.144954,Incomplete,,,,,,,,,,1,From Throw In,Frankie Brown,10171.0,Right Center Midfield,5,Bristol City WFC,973,['50b324ca-b7e8-46ec-bc90-d35983a831ba'],47,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:47.968,Pass,
,,,,,,,,,,,,,,1.685975,,,,,,,,,,,50b324ca-b7e8-46ec-bc90-d35983a831ba,106,,,"[23.3, 11.6]",2275108,1,,,,0.6278902,,Left Foot,,,"[43.0, 25.9]",,Low Pass,,24.342966,,,Bethany England,15550.0,,,,,,Recovery,1,Regular Play,Guro Reiten,10514.0,Left Midfield,6,Chelsea FCW,971,"['3c33036b-baf9-49d4-9620-e3452f9c8a1b', 'e0758b09-025f-49d3-b1f6-8ae0353ffc80']",48,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:48.904,Pass,
,,,,,,,,,,,,,,1.91704,,,,,,,,,,,2ad25322-9d4b-48f5-8d2e-24b756f41d72,109,,,"[43.6, 24.1]",2275108,1,,,,-0.7974458,,Right Foot,,,"[60.0, 7.3]",,Ground Pass,,23.47765,,,Francesca Kirby,4641.0,,,,,,,1,Regular Play,Bethany England,15550.0,Left Center Forward,6,Chelsea FCW,971,['9f4db4d3-60d2-4851-a126-119a6a988a0c'],51,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:51.195,Pass,
,,,,,,,,,,,,,,2.679225,,,,,,,,,,,8bd31db8-99aa-43c7-82bb-16e12c6f9733,113,,,"[63.1, 11.2]",2275108,1,,,,-0.25407758,,Right Foot,,,"[88.9, 4.5]",,Ground Pass,,26.65577,,,Guro Reiten,10514.0,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Center Forward,6,Chelsea FCW,971,"['47c03742-b373-4fd2-b899-94b29c404dce', '9c3db103-f515-4445-833d-679ae5dcf2fa']",53,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:53.837,Pass,True
,,,,,,,,,,,,,,0.992775,,,,,,,,,,,0302d7aa-ffce-4c63-a8c2-a7606c84dd1c,116,,,"[112.2, 12.9]",2275108,1,,,,1.5288363,,Left Foot,True,,"[113.3, 39.1]",,Low Pass,,26.223082,Incomplete,,Bethany England,15550.0,,,,,,,1,Regular Play,Guro Reiten,10514.0,Left Midfield,6,Chelsea FCW,971,"['a6b96836-aea4-47fd-a24a-b0a8e56291b8', 'ae187f0c-81b8-4925-a7a3-a6d4495ddb1d']",58,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:58.950,Pass,
,,,,,,,,,,,,,,0.239663,,,,,,,,,,,855e6612-0299-43e4-b887-aef2b571fd91,122,,,"[8.5, 53.8]",2275108,2,,,,0.71883,,Left Foot,,,"[10.1, 55.2]",,High Pass,,2.1260293,Incomplete,,,,,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Center Back,6,Chelsea FCW,971,['6d0dcf0b-3c3c-4c2d-a869-1f6cd17847b7'],2,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:02.328,Pass,
,,,,,,,,,,,,,,0.79302,,,,,,,,,,,21c2e5aa-1747-4fe6-b7aa-6f36e089ff55,125,,,"[120.0, 32.1]",2275108,2,,,,2.5506747,34acf3e2-790a-4150-ba38-830b62da9d53,Right Foot,,,"[112.1, 37.4]",True,Low Pass,,9.513149,,,Guro Reiten,10514.0,,,,,,Recovery,1,Regular Play,Bethany England,15550.0,Left Center Forward,6,Chelsea FCW,971,['83a9df77-d1a1-4c1a-8c24-445f94ee23c9'],4,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:04.775,Pass,
,,,,,,,,,,,,,,1.020132,,,,,,,,,,,659df486-6280-4755-842c-da29b1a0dce6,130,,,"[60.0, 40.0]",2275108,2,,,,-2.5482426,,Right Foot,,,"[47.1, 31.3]",,Ground Pass,,15.559563,,,Olivia Chance,24925.0,,,,,,Kick Off,1,From Kick Off,Abigail Harrison,23412.0,Center Forward,7,Bristol City WFC,973,['e000c6ee-dfbb-4a7f-8e8c-47210cb474bf'],50,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:50.234,Pass,
