50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.792237,,,,,,,,,,,,,,,81841b74-cedc-4cfb-8e41-8ebcb269e0ee,19,,"[39.8, 3.8]",2275034,0,,,,,0.5285717,,Right Foot,,,,"[52.3, 11.1]",Ground Pass,,14.475496,,,Melissa Lawley,15547.0,,,,,,1,From Kick Off,Leigh-Anne Robe,15630.0,Left Back,2,Liverpool WFC,966,['8cfcc2ac-203b-43f4-a890-7155d57eec3d'],9,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:09.060,Pass,
,,,,,,,,,,,,,,,0.756689,,,,,,,,,,,,,,,fada8a1a-e2db-4474-8ae8-146c29b1cad5,27,,"[72.2, 64.7]",2275034,0,,,,,1.1818395,,Right Foot,,,,"[74.7, 70.8]",Ground Pass,,6.59242,,,Ria Percival,18145.0,,,,,,1,From Kick Off,Rosella Ayane,21048.0,Right Midfield,2,Liverpool WFC,966,['b2d56611-22fd-4e00-af4c-20e5833abbaf'],14,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:14.813,Pass,
,,,,,,,,,,,,,,,1.219186,,,,,,,,,,,,,,,d7d912cb-12d0-4d7e-b3fa-3633871f86e8,36,,"[22.4, 1.0]",2275034,0,,,,,0.1269728,,,,,,"[36.5, 2.8]",High Pass,,14.214429,,,Niamh Charles,15631.0,,,,,Throw-in,1,From Throw In,Leigh-Anne Robe,15630.0,Left Back,3,Liverpool WFC,966,['83f6a458-17e3-42e7-b977-2f1e0b23205d'],34,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:34.476,Pass,
,,,,,,,,,,,,,,,0.950184,,,,,,,,,,,,,,,41454f8d-8db8-4847-8a45-4060b08d07cd,38,,"[36.0, 2.2]",2275034,0,,,,True,0.32792333,,,,,,"[45.7, 5.5]",High Pass,,10.245975,Incomplete,,Melissa Lawley,15547.0,,,,,,1,From Throw In,Niamh Charles,15631.0,Left Wing,3,Liverpool WFC,966,"['15ce15d0-d1e9-4bf1-8e54-de80d972b2ef', '625142a0-b22b-49c7-8b00-11ba358bf177', '68429881-df90-4a0a-8cd9-1871ba2aca90']",35,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:35.711,Pass,True
,,,,,,,,,,,,,,,0.983364,,,,,,,,,,,,,,,15ce15d0-d1e9-4bf1-8e54-de80d972b2ef,41,,"[75.3, 75.5]",2275034,0,,,,,0.09966865,,Right Foot,,,,"[78.3, 75.8]",Ground Pass,,3.0149627,Incomplete,,,,,,,,Recovery,1,From Throw In,Chloe Peplow,16397.0,Center Defensive Midfield,3,Liverpool WFC,966,"['2698377a-efcc-4bf0-8d4e-0d5545499666', '41454f8d-8db8-4847-8a45-4060b08d07cd']",36,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:36.661,Pass,
,,,,,,,,,,,,,,,0.243927,,,,,,,,,,,,,,,a85977cf-9f94-4fcd-b44a-f406f9d382d3,45,,"[111.6, 15.5]",2275034,0,,,,,1.2835149,,Left Foot,,,,"[112.9, 19.9]",Low Pass,,4.588028,Incomplete,,Courtney Sweetman-Kirk,15611.0,,,,,,1,From Throw In,Melissa Lawley,15547.0,Center Attacking Midfield,3,Liverpool WFC,966,"['97440770-dbf4-49c9-b1c0-b85398581501', '98faab9a-a6d9-4436-924f-b95e114bc597']",48,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:48.052,Pass,
,,,,,,,,,,,,,,,1.431818,,,,,,,,,,,,,,,3fda0b39-bebf-450b-8aeb-9b067f25a605,48,,"[120.0, 1.0]",2275034,1,,,,,1.8190494,,Right Foot,,,,"[110.9, 36.9]",High Pass,True,37.03539,Incomplete,,Jade Bailey,21854.0,,,Inswinging,,Corner,1,From Corner,Melissa Lawley,15547.0,Center Attacking Midfield,4,Liverpool WFC,966,"['05b4e101-9ee1-4ebd-a102-5664c2498318', '3e2db5ef-495f-4876-813f-680ea16f2848']",17,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:17.166,Pass,
,,,,,,,,,,,,,,,1.922268,,,,,,,,,,,,,,,70ea87d7-c410-4c6c-a0be-1dc36b3f11ea,51,,"[105.2, 1.0]",2275034,1,,,,,1.3982184,,,,,,"[109.0, 22.8]",High Pass,,22.128714,Incomplete,,Courtney Sweetman-Kirk,15611.0,,,,,Throw-in,1,From Throw In,Leigh-Anne Robe,15630.0,Left Back,5,Liverpool WFC,966,"['a8387d4f-af3f-4efa-9105-46ad7cee1eb2', 'cc086645-5ed8-42dd-9167-5b6025a10165']",37,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:37.845,Pass,
,,,,,,,,,,,,,,,1.340428,,,,,,,,,,,,,,,36874d3e-16e6-417d-858a-29848dd74374,54,,"[75.1, 10.0]",2275034,1,,,,,0.5024973,,Left Foot,,,,"[86.2, 16.1]",Low Pass,,12.665702,,,Jade Bailey,21854.0,,,,,Recovery,1,From Throw In,Niamh Fahey,19777.0,Left Center Back,5,Liverpool WFC,966,['6e8031b2-7e08-4262-9db4-b4fb280be71c'],41,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:41.455,Pass,
,,,,,,,,,,,,,,,1.629951,,,,,,,,,,,,,,,be124f9e-6fd2-460e-86ef-0b1fed1483d7,57,,"[86.2, 16.1]",2275034,1,,,,,0.9709774,,Right Foot,,,,"[96.8, 31.6]",High Pass,,18.777912,Incomplete,,Courtney Sweetman-Kirk,15611.0,,,,,,1,From Throw In,Jade Bailey,21854.0,Left Center Midfield,5,Liverpool WFC,966,"['54cf6836-7770-49bf-9091-84adf3a4c8b1', 'd400c1f0-af2e-436d-b4d5-5dd93f709397']",42,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:42.916,Pass,
,,,,,,,,,,,,,,,0.678135,,,,,,,,,,,,,,,f84e7694-0df5-47a4-98a4-e964bcfdae32,61,,"[88.4, 18.0]",2275034,1,,,,,-0.5150728,,Right Foot,,,,"[93.7, 15.0]",Low Pass,,6.090156,,,Melissa Lawley,15547.0,,,,,Recovery,1,From Throw In,Jade Bailey,21854.0,Left Center Midfield,5,Liverpool WFC,966,['6436dddb-70ed-44cf-922a-3e43acb07a90'],47,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:47.910,Pass,
,,,,,,,,,,,,,,,1.460706,,,,,,,,,,,,,,,4575f7c6-d3c7-4c97-9040-5e6a29a482f0,69,,"[78.7, 1.0]",2275034,2,,,,,0.7853982,,,,,,"[87.7, 10.0]",Low Pass,,12.727922,,,Melissa Lawley,15547.0,,,,,Throw-in,1,From Throw In,Leigh-Anne Robe,15630.0,Left Back,6,Liverpool WFC,966,['3ed3bd1e-ef36-4f73-99e2-8aa3e322f225'],24,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:24.454,Pass,
,,,,,,,,,,,,,,,2.202284,,,,,,,,,,,,,,,49fcf7bf-d607-4de2-a166-7f2dbfa1f011,75,,"[81.0, 11.0]",2275034,3,,,,,0.8838054,,Right Foot,,,,"[109.3, 45.5]",High Pass,,44.622192,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Melissa Lawley,15547.0,Center Attacking Midfield,7,Liverpool WFC,966,['578102c4-22fa-40e0-8604-fd13103837b7'],2,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:02.694,Pass,
,,,,,,,,,,,,,,,1.60405,,,,,,,,,,,,,,,e60e8651-db26-4c31-a328-81589116d2b9,80,,"[107.1, 75.0]",2275034,3,,,,,-2.9091833,,Right Foot,,,,"[90.2, 71.0]",Ground Pass,,17.366922,,,Rebecca Jane,18144.0,,,,,,1,From Free Kick,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,7,Liverpool WFC,966,['81137943-4034-4f21-96e9-e52ef60dfe71'],10,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:10.376,Pass,
,,,,,,,,,,,,,,,0.959649,,,,,,,,,,,,,,,4eac9356-de3d-4b25-a57a-ab1318b453f9,87,,"[94.6, 71.0]",2275034,3,,,,,-1.0802139,,Right Foot,True,,,"[107.9, 46.1]",Low Pass,,28.229418,Incomplete,,Niamh Charles,15631.0,,,,,,1,From Free Kick,Rebecca Jane,18144.0,Right Back,7,Liverpool WFC,966,"['641f35db-6b0d-48fe-9915-5c0e61e7704d', 'eb662403-a96b-4488-b9dc-cf9bebd2996c']",14,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:14.580,Pass,
,,,,,,,,,,,,,,,1.810766,,,,,,,,,,,,,,,1e6890a0-0128-40b6-bbec-ffc8b5cd28d9,94,,"[4.2, 21.1]",2275034,3,,,,,-0.69601434,,Left Foot,,,,"[27.3, 1.8]",High Pass,,30.101496,Out,,,,,,,,,1,From Free Kick,Siri Worm,15572.0,Left Back,7,Liverpool WFC,966,['7edbe568-2ce2-472c-964b-a80a6928cbd1'],19,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:19.920,Pass,True
,,,,,,,,,,,,,,,1.479791,,,,,,,,,,,,,,,a9aa4fa6-f293-4304-9877-ad2d25d98a48,95,,"[91.6, 80.0]",2275034,3,,,,,-0.86498433,,,,,,"[106.6, 62.4]",High Pass,,23.124878,,,Niamh Charles,15631.0,,,,,Throw-in,1,From Throw In,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,8,Liverpool WFC,966,['3a99eac4-493d-4a73-9a2c-619ce0c2b952'],27,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:27.228,Pass,
,,,,,,,,,,,,,,,1.258912,,,,,,,,,,,,,,,8cf7f0dc-52a5-4846-8e00-20f056cafba7,98,,"[106.5, 63.6]",2275034,3,,,,,1.4898922,,Right Foot,,,,"[107.1, 71.0]",Ground Pass,,7.4242845,,,Jessica Anne Clarke,15218.0,,,,,,1,From Throw In,Niamh Charles,15631.0,Left Wing,8,Liverpool WFC,966,['62c8f99f-557e-4dac-b093-61558f2c3b2c'],29,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:29.976,Pass,
,,,,,,,,,,,,,,,0.978809,,,,,,,,,,,,,,,3bb24b35-541d-4daa-91f5-71d444557ee5,102,,"[105.7, 71.7]",2275034,3,,,,,-2.621625,,Right Foot,,,,"[92.6, 64.2]",Ground Pass,,15.095033,,,Rebecca Jane,18144.0,,,,,,1,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,8,Liverpool WFC,966,['92e444c8-d717-46cf-9f9d-b07897e38610'],33,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:33.970,Pass,
,,,,,,,,,,,,,,,0.581238,,,,,,,,,,,,,,,21fd42d1-5036-460c-add0-88fc22c0725a,105,,"[92.6, 64.2]",2275034,3,,,,,-1.3787483,,Right Foot,,,,"[94.0, 57.0]",Ground Pass,,7.3348484,,,Melissa Lawley,15547.0,,,,,,1,From Throw In,Rebecca Jane,18144.0,Right Back,8,Liverpool WFC,966,['534b9bd9-4e3e-4539-8b39-f20824f24192'],35,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:35.427,Pass,
,,,,,,,,,,,,,,,1.130686,,,,,,,,,,,,,,,bc2c91bc-16ab-46a0-be26-99a76ee49c36,111,,"[99.5, 56.6]",2275034,4,,,,,-2.1745458,6c38087a-a598-4ed7-886e-25c97ba5808b,Right Foot,,,,"[95.5, 50.8]",Ground Pass,,7.045566,,,Amy Rodgers,19417.0,True,,,,Free Kick,1,From Free Kick,Melissa Lawley,15547.0,Center Attacking Midfield,9,Liverpool WFC,966,['5a2c222b-1b37-4ff6-a2a7-c0fa63e19fd6'],23,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:23.045,Pass,
,,,,,,,,,,,,,,,1.517722,,,,,,,,,,,,,,,4dd42bb1-5d1f-4ad1-a56f-d4f7e6e8d09b,115,,"[7.0, 45.0]",2275034,4,,,,,1.5772897,,Right Foot,,,,"[6.9, 60.4]",Ground Pass,,15.400325,,,Hannah Godfrey,31552.0,,,,,Goal Kick,1,From Goal Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,10,Tottenham Hotspur Women,749,['17744d3a-91b4-4cdb-8607-0a8b428d7f97'],38,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:38.413,Pass,
,,,,,,,,,,,,,,,2.716375,,,,,,,,,,,,,,,1c05c475-9dd6-4493-9110-3b73d08f2bb7,118,,"[18.6, 69.3]",2275034,4,,,,,-2.1305933,,Right Foot,,,,"[4.5, 46.8]",Ground Pass,,26.552965,,,Rebecca Leigh Spencer,18158.0,,,,,,1,From Goal Kick,Hannah Godfrey,31552.0,Right Center Back,10,Tottenham Hotspur Women,749,['f45d41cd-eb4c-47db-b47d-4b5fdf732804'],43,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:43.561,Pass,
,,,,,,,,,,,,,,,2.837869,,,,,,,,,,,,,,,d4a879ec-b78b-4e25-96b1-d6cf0560b6f8,121,,"[7.3, 46.8]",2275034,4,,,,,-0.88275105,,Right Foot,,,,"[40.1, 6.9]",High Pass,,51.651234,,,Siri Worm,15572.0,,,,,,1,From Goal Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,10,Tottenham Hotspur Women,749,['def2f886-65b5-4648-a48b-72920dd20e3f'],47,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:47.586,Pass,
,,,,,,,,,,,,,,,1.330111,,,,,,,,,,,,,,,e4928d19-17b9-4e72-9cfd-62778cc48b6e,125,,"[41.1, 6.1]",2275034,4,,,,,1.0025095,,Right Foot,,,,"[46.4, 14.4]",Ground Pass,,9.847842,,,Chloe Peplow,16397.0,,,,,,1,From Goal Kick,Siri Worm,15572.0,Left Back,10,Tottenham Hotspur Women,749,['d686d81d-ae43-455f-abea-7023ddfad742'],52,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:52.541,Pass,
,,,,,,,,,,,,,,,1.843333,,,,,,,,,,,,,,,1056370e-b761-4fc9-a543-d6f7e2b4c8ff,129,,"[40.8, 17.7]",2275034,4,,,,,1.9712545,,Right Foot,,,,"[28.1, 47.7]",Ground Pass,,32.577446,,,Hannah Godfrey,31552.0,,,,,,1,From Goal Kick,Chloe Peplow,16397.0,Center Defensive Midfield,10,Tottenham Hotspur Women,749,['6546abdc-9a0b-45a2-b823-ed6d46e0c9e7'],55,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:55.326,Pass,
,,,,,,,,,,,,,,,2.150435,,,,,,,,,,,,,,,46f3ae59-291d-444f-bf08-a8c792958d13,132,,"[27.3, 50.0]",2275034,4,,,,,0.9590694,,Right Foot,,,,"[46.1, 76.8]",Ground Pass,,32.736523,,,Ashleigh Neville,4848.0,,,,,,1,From Goal Kick,Hannah Godfrey,31552.0,Right Center Back,10,Tottenham Hotspur Women,749,['d1a90f31-ca82-45d8-b2f0-f6b7e1604f4f'],57,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:57.803,Pass,
,,,,,,,,,,,,,,,1.540379,,,,,,,,,,,,,,,17b92a68-75ac-48d6-aa8f-8c6d53115c80,135,,"[58.9, 72.7]",2275034,5,,,,,-0.6478114,,Right Foot,,,,"[70.0, 64.3]",Ground Pass,,13.92013,,,Ria Percival,18145.0,,,,,,1,From Goal Kick,Ashleigh Neville,4848.0,Right Back,10,Tottenham Hotspur Women,749,['a9073980-ea94-493e-ab53-ded7af6487d5'],1,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:05:01.693,Pass,
,,,,,,,,,,,,,,,1.184745,,,,,,,,,,,,,,,95ead342-9569-40b8-97db-a3d54882dfcd,138,,"[70.0, 71.5]",2275034,5,,,,,0.58173966,,Right Foot,,,,"[81.1, 78.8]",Ground Pass,,13.28533,,,Gemma Suzanne Davison,15721.0,,,,,,1,From Goal Kick,Ria Percival,18145.0,Right Center Midfield,10,Tottenham Hotspur Women,749,['639b00dc-eb0b-4869-ac13-6e35a6167c85'],3,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:05:03.897,Pass,
,,,,,,,,,,,,,,,2.505013,,,,,,,,,,,,,,,5dc7343d-6072-4e43-91cf-2b547ddb51a3,141,,"[81.7, 78.5]",2275034,5,,,,,-0.049040403,,Right Foot,,,,"[98.0, 77.7]",Ground Pass,,16.31962,,,Ashleigh Neville,4848.0,,,,,,1,From Goal Kick,Gemma Suzanne Davison,15721.0,Left Midfield,10,Tottenham Hotspur Women,749,['39fe0a85-4998-468f-8ea6-0cba6cbaa743'],6,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:05:06.146,Pass,
,,,,,,,,,,,,,,,0.741772,,,,,,,,,,,,,,,d75dbc73-c756-4ae7-8cb5-86df147e9586,145,,"[115.1, 62.7]",2275034,5,,,,,-1.408829,,Right Foot,True,,,"[117.6, 47.4]",Ground Pass,,15.502903,Incomplete,,Kit Graham,31551.0,,,,,,1,From Goal Kick,Ashleigh Neville,4848.0,Right Back,10,Tottenham Hotspur Women,749,"['804880eb-62f6-4936-b496-ccff89c566d4', 'bf1d622a-6e22-436d-bb37-94553947bab9']",10,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:05:10.685,Pass,
,,,,,,,,,,,,,,,1.734074,,,,,,,,,,,,,,,fc69e996-fb52-40b2-a6d4-a3d8df5fb205,148,,"[120.0, 80.0]",2275034,5,,,,,-1.9525605,,Left Foot,,,,"[114.5, 66.3]",Ground Pass,,14.762791,,,Gemma Suzanne Davison,15721.0,,,,,Corner,1,From Corner,Kit Graham,31551.0,Center Forward,11,Tottenham Hotspur Women,749,['c1e87c1b-10fb-48e6-99b5-6079860ac218'],37,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:05:37.173,Pass,
