bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.482199,,,,,,,,,,,,,,522427c6-19d7-4531-af9e-1859a3119a7c,19,,"[6.0, 44.0]",3825650,1,,,,,0.4446797,,Left Foot,,,,"[65.6, 72.4]",,High Pass,,66.0206,,,Alfred John Momar N''Diaye,5671.0,,,,,,Goal Kick,1,From Goal Kick,Antonio Adán Garrido,6654.0,Goalkeeper,4,Real Betis,218,['290be47c-c9d8-4cb5-9d56-a4867d3dab8f'],9,,,,,,,,,,,,,,,,,Real Betis,218,00:01:09.811,Pass,
,,,,,,,,,,,,,,,,,1.501707,,,,,,,,,,,,,,482f5c44-cf8d-4881-b8af-66366c9c672e,22,,"[65.9, 72.5]",3825650,1,,,,True,0.40079346,,,,,,"[83.6, 80.0]",,High Pass,,19.223423,Out,,,,,,,,,,1,From Goal Kick,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,4,Real Betis,218,['e84fe8e0-f193-4c97-9ea4-38e842f58905'],13,,,,,,,,,,,,,,,,,Real Betis,218,00:01:13.294,Pass,True
,,,,,,,,,,,,,,,,,1.066551,,,,,,,,,,,,,,1912eed8-360d-495e-8936-fc4cca2f83c5,23,,"[42.6, 0.1]",3825650,1,,,,,1.3563247,,,,,,"[44.8, 10.2]",,Low Pass,,10.336827,,,Mikel San José Domínguez,6389.0,,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,5,Athletic Club,215,['35340543-8f50-4c8f-a23d-e181e2ebb483'],21,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:21.495,Pass,
,,,,,,,,,,,,,,,,,2.426199,,,,,,,,,,,,,,8541086e-eff2-4e36-bf05-1929e9080033,29,,"[41.8, 0.1]",3825650,1,,True,,,2.9714475,,,,,,"[19.1, 4.0]",,High Pass,,23.032585,Incomplete,,Aymeric Laporte,4353.0,,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,6,Athletic Club,215,"['20b04abe-6068-42a8-905a-97dbd183830e', '6da4caee-b997-4d5b-8f54-ac2b8931cda3']",31,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:31.528,Pass,
,,,,,,,,,,,,,,,,,2.26929,,,,,,,,,,,,,,fa4ab954-9b78-41e9-aaad-d7f992b85dc9,32,,"[18.1, 0.1]",3825650,1,,True,,,1.8933893,,,,,,"[6.2, 35.7]",,High Pass,,37.536247,,,Gorka Iraizoz Moreno,6576.0,,,,,,Throw-in,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,7,Athletic Club,215,['79760204-585b-4842-a775-ff86b23fd0e8'],38,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:38.353,Pass,
,,,,,,,,,,,,,,,,,3.342552,,,,,,,,,,,,,,2efb9ac3-c4b6-4339-8e41-e811614cb71d,34,,"[6.5, 37.1]",3825650,1,,,,,0.073167585,,Right Foot,,,,"[44.7, 39.9]",,High Pass,,38.30248,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,,1,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,7,Athletic Club,215,['0bc315ea-e879-41d0-a24e-f1ef79084f4d'],40,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:40.730,Pass,
,,,,,,,,,,,,,,,,,1.994627,,,,,,,,,,,,,,8b634a1a-fd74-42cd-bb74-aa8c34efe854,37,,"[46.2, 39.9]",3825650,1,,,,,0.45344388,,Right Foot,,,,"[65.9, 49.5]",,High Pass,,21.914606,Incomplete,,Raúl García Escudero,6391.0,,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,7,Athletic Club,215,"['36c2f12a-e090-4de7-adb9-a983c5acde03', '59960966-431c-48cb-91d2-af681462b705']",44,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:44.085,Pass,
,,,,,,,,,,,,,,,,,1.396963,,,,,,,,,,,,,,36c2f12a-e090-4de7-adb9-a983c5acde03,39,,"[54.2, 30.6]",3825650,1,,,,,0.42243385,,Head,,,,"[74.0, 39.5]",,High Pass,,21.708294,Incomplete,,Daniel Ceballos Fernández,6697.0,,,,,,Recovery,1,From Throw In,Germán Alejandro Pezzella,7161.0,Left Center Back,7,Athletic Club,215,"['4ce0a9c0-541d-44c1-ba2b-4b5fcff72353', '8b634a1a-fd74-42cd-bb74-aa8c34efe854', 'c8d63b40-8011-4ce8-923c-6411bbfdc637']",46,,,,,,,,,,,,,,,,,Real Betis,218,00:01:46.080,Pass,
,,,,,,,,,,,,,,,,,0.650601,,,,,,,,,,,,,,c8d63b40-8011-4ce8-923c-6411bbfdc637,41,,"[46.1, 40.6]",3825650,1,,,,,0.77605265,,Right Foot,,,,"[51.5, 45.9]",,Low Pass,,7.566373,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,Recovery,1,From Throw In,Mikel San José Domínguez,6389.0,Right Defensive Midfield,7,Athletic Club,215,"['27e17e3b-7084-41dd-ba96-a6856c54431d', '36c2f12a-e090-4de7-adb9-a983c5acde03']",47,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:47.476,Pass,
,,,,,,,,,,,,,,,,,0.67803,,,,,,,,,,,,,,03ad14e2-eec7-42e6-a654-1a0fdf084dd4,44,,"[52.2, 44.9]",3825650,1,,,,,-1.2237347,,Right Foot,,,,"[53.9, 40.2]",,Ground Pass,,4.9979997,,,Mikel San José Domínguez,6389.0,,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,7,Athletic Club,215,['d14af2e6-667d-4e52-8ebe-e4d6fd10b325'],48,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:48.247,Pass,
,,,,,,,,,,,,,,,,,1.055637,,,,,,,,,,,,,,4a464908-03e2-410f-b4a6-21ef92091730,47,,"[54.2, 39.8]",3825650,1,,,,,1.1786776,,Right Foot,,,,"[59.7, 53.1]",,Ground Pass,,14.392359,,,Raúl García Escudero,6391.0,,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Defensive Midfield,7,Athletic Club,215,['7be2c7ec-b8ec-4f76-b20b-279301b5242d'],49,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:49.036,Pass,
,,,,,,,,,,,,,,,,,1.408532,,,,,,,,,,,,,,ea6a8754-d63e-47ce-80ca-687390058071,50,,"[81.2, 60.1]",3825650,1,,,,,1.0533086,,Right Foot,,,,"[88.6, 73.1]",,Ground Pass,,14.95861,,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Throw In,Raúl García Escudero,6391.0,Center Attacking Midfield,7,Athletic Club,215,['23be6999-e6ca-49a8-9075-63392adc86e0'],54,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:54.040,Pass,
,,,,,,,,,,,,,,,,,0.855074,,,,,,,,,,,,,,1b2d1309-294c-41c9-a99f-2160dcfbf04d,53,,"[92.3, 77.7]",3825650,1,,,,,-2.376326,,Right Foot,,,,"[84.7, 70.4]",,Ground Pass,,10.538027,,,Raúl García Escudero,6391.0,,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,7,Athletic Club,215,['1f106140-3363-4398-9690-89460437c677'],57,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:57.408,Pass,
,,,,,,,,,,,,,,,,,1.045382,,,,,,,,,,,,,,a3a417fa-bf62-4be9-b45c-ff1aa4790213,56,,"[84.7, 70.4]",3825650,1,,,,,-2.55359,,Right Foot,,,,"[74.2, 63.4]",,Ground Pass,,12.61943,,,Mikel San José Domínguez,6389.0,,,,,,,1,From Throw In,Raúl García Escudero,6391.0,Center Attacking Midfield,7,Athletic Club,215,['418cab32-01e2-4030-985d-c00014b9aa2a'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:59.336,Pass,
,,,,,,,,,,,,,,,,,1.262281,,,,,,,,,,,,,,0aab8297-89b3-4ec1-9a3b-652c0ac507f6,59,,"[75.0, 66.6]",3825650,2,,,,,0.7809929,,Right Foot,,,,"[86.4, 77.9]",,Ground Pass,,16.05148,,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Defensive Midfield,7,Athletic Club,215,['28c2fbea-fa94-4191-8627-66c7bc5c0e8f'],2,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:02.081,Pass,
,,,,,,,,,,,,,,,,,2.285351,,,,,,,,,,,,,,61835fe8-7531-4ed5-86a3-e0a23bb7674b,62,,"[89.2, 78.2]",3825650,2,,,,,-0.39608145,,Left Foot,,,,"[111.2, 69.0]",,Ground Pass,,23.846174,,,Iñaki Williams Arthuer,6393.0,,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,7,Athletic Club,215,['f4e81bdb-64fe-417a-93c2-e344e293bfdd'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:04.818,Pass,
,,,,,,,,,,,,,,,,,0.116381,,,,,,,,,,,,,,fce993ee-3782-498e-aacd-c8ff995324e5,66,,"[114.0, 70.1]",3825650,2,,,,,-1.4229469,,Right Foot,,,,"[114.7, 65.4]",,Ground Pass,,4.7518415,Incomplete,,,,,,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Right Wing,7,Athletic Club,215,['e1c2e2e4-d1c3-4d11-9746-12b8e7a3534b'],7,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:07.522,Pass,
,,,,,,,,,,,,,,,,,1.878906,,,,,,,,,,,,,,e698dba5-e6b6-4e64-a49d-8e48f5d8d534,68,,"[120.0, 80.0]",3825650,2,,,,,-1.791486,,Right Foot,,,,"[110.6, 38.1]",,High Pass,,42.94147,Incomplete,True,Sabin Merino Zuloaga,6666.0,,,True,Outswinging,,Corner,1,From Corner,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,8,Athletic Club,215,"['5d67d86e-4ab1-4e9e-885d-56bd15d1a9b7', 'bafc1ae9-a414-475c-8dc9-6abde8d29b9d']",38,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:38.086,Pass,
,,,,,,,,,,,,,,,,,2.415692,,,,,,,,,,,,,,e583042a-de34-4354-83e0-88bd107f77d5,72,,"[94.4, 57.9]",3825650,2,,,,,-0.3183376,489f4615-7764-41b3-bbe0-93de38c51daf,Right Foot,,,,"[112.0, 52.1]",,High Pass,,18.531055,,,Raúl García Escudero,6391.0,True,,,,,Recovery,1,From Corner,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,8,Athletic Club,215,"['2799a671-ef54-4798-bb72-2f6a504be664', '694e59e1-916d-4b62-87fb-786d509492dd']",42,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:42.013,Pass,True
,,,,,,,,,,,,,,,,,0.875219,,,,,,,,,,,,,,df0559b3-564f-423e-900b-58c1ad26f79e,81,,"[89.8, 18.2]",3825650,2,,,,,-0.7218475,,Left Foot,,,,"[101.5, 7.9]",,Ground Pass,,15.587815,,,Sabin Merino Zuloaga,6666.0,,,,,,,1,From Corner,Aymeric Laporte,4353.0,Left Center Back,8,Athletic Club,215,['cdfdce62-6639-48d3-b56f-609b70dfbf6a'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:50.558,Pass,
,,,,,,,,,,,,,,,,,1.540756,,,,,,,,,,,,,,7fe48569-cfe9-4d69-9cba-d40b9bbb7bee,86,,"[92.6, 3.2]",3825650,2,,,,,-0.096088715,,Right Foot,,,,"[100.9, 2.4]",,Ground Pass,,8.338465,,,Aymeric Laporte,4353.0,,,,,,,1,From Corner,Sabin Merino Zuloaga,6666.0,Left Wing,8,Athletic Club,215,"['6c07cf1d-8279-4ea5-8586-aec9210388e6', '9a405eac-4418-4910-9352-88da039ea72e']",53,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:53.437,Pass,True
,,,,,,,,,,,,,,,,,0.864892,,,,,,,,,,,,,,1d30e05e-8c02-48f5-b169-b1ed9609165a,89,,"[106.1, 5.2]",3825650,2,,,,,1.2955567,,Left Foot,,,,"[112.2, 26.8]",,High Pass,,22.44482,Incomplete,,Mikel San José Domínguez,6389.0,,,,,,,1,From Corner,Aymeric Laporte,4353.0,Left Center Back,8,Athletic Club,215,"['02a3ac76-0075-4d52-b9e3-bf461ad379d8', '4a326a90-a4eb-4e58-943f-fcdd4efb6e5b']",56,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:56.699,Pass,
,,,,,,,,,,,,,,,,,7.035199,,,,,,,,,,,,,,f2c6915b-407f-4fcd-8cec-51c608edc303,93,,"[8.2, 58.1]",3825650,3,,,,,0.1447469,,Right Foot,,,,"[101.5, 71.7]",,High Pass,,94.286,Incomplete,,,,,,,,,,1,From Corner,Rubén Castro Martín,6832.0,Left Center Forward,8,Athletic Club,215,['88c7f53d-b5c5-42a4-b194-7cf53117cbcf'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:03:00.016,Pass,
,,,,,,,,,,,,,,,,,1.670992,,,,,,,,,,,,,,308ca30e-fb96-48a9-9084-ec9b2ee4c7cc,96,,"[21.5, 9.0]",3825650,3,,,,,-0.06426781,,Right Foot,,,,"[41.7, 7.7]",,Ground Pass,,20.241789,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,,1,From Corner,Gorka Iraizoz Moreno,6576.0,Goalkeeper,8,Athletic Club,215,['f3b2a8da-5267-4b7e-a265-5cf06fb60e06'],7,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:07.808,Pass,
,,,,,,,,,,,,,,,,,3.77883,,,,,,,,,,,,,,b8df4d6d-eb2c-4acd-b0f4-54f93c9a4604,99,,"[41.7, 7.7]",3825650,3,,,,,2.310425,,Left Foot,,,,"[16.7, 35.1]",,Ground Pass,,37.09124,,,Gorka Iraizoz Moreno,6576.0,,,,,,,1,From Corner,Mikel Balenziaga Oruesagasti,6789.0,Left Back,8,Athletic Club,215,['0f67c75a-5b24-47b1-8d5c-6b45c7ae264d'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:09.559,Pass,
,,,,,,,,,,,,,,,,,2.998775,,,,,,,,,,,,,,35a4d496-3565-464e-935f-b1a499847fb7,102,,"[16.5, 38.9]",3825650,3,,,,,0.06761685,,Right Foot,,,,"[60.8, 41.9]",,High Pass,,44.401463,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,,1,From Corner,Gorka Iraizoz Moreno,6576.0,Goalkeeper,8,Athletic Club,215,"['03371471-c988-4f95-9455-dca83629c620', 'bf8f8b0d-e7fb-4aac-a5f7-739e99073464']",15,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:15.719,Pass,
,,,,,,,,,,,,,,,,,0.698119,,,,,,,,,,,,,,07dcd560-946b-4edc-95ec-1f7dc802dba1,106,,"[49.3, 42.7]",3825650,3,,,,,0.21711132,,Right Foot,,,,"[56.1, 44.2]",,Ground Pass,,6.963476,,,Daniel Ceballos Fernández,6697.0,,,,,,Recovery,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,9,Real Betis,218,"['1c094d2f-d47a-42a0-9cf9-4e89ee2d05f3', '9516d5ed-d761-44fb-866f-b5a9fd93e9ec']",20,,,,,,,,,,,,,,,,,Real Betis,218,00:03:20.628,Pass,True
,,,,,,,,,,,,,,,,,0.689967,,,,,,,,,,,,,,239cf0ab-5231-48e7-8d95-f91fb3472fef,109,,"[57.0, 45.3]",3825650,3,,,,,1.2153108,,Right Foot,,,,"[63.2, 62.0]",,Low Pass,,17.813759,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,1,Regular Play,Daniel Ceballos Fernández,6697.0,Left Defensive Midfield,9,Real Betis,218,"['1d5cda8f-c37d-4f56-9bae-0f7e5160a051', '5058d41f-a4ad-4742-ac55-d6bf3ebc4480']",21,,,,,,,,,,,,,,,,,Real Betis,218,00:03:21.326,Pass,True
,,,,,,,,,,,,,,,,,1.665266,,,,,,,,,,,,,,92c3132f-bf32-4ef1-8a95-5193f582c371,111,,"[63.7, 61.9]",3825650,3,,,,,-1.2540963,,Right Foot,,,,"[67.6, 50.0]",,Ground Pass,,12.522779,Incomplete,,Daniel Ceballos Fernández,6697.0,,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Right Midfield,9,Real Betis,218,"['02d2235e-b331-4306-a009-fc0b05b98d76', '8ad74af8-0484-4759-8c38-7c7e6696eefd']",22,,,,,,,,,,,,,,,,,Real Betis,218,00:03:22.016,Pass,
,,,,,,,,,,,True,,,,,,1.212287,,,,,,,,,,,,,,02d2235e-b331-4306-a009-fc0b05b98d76,113,,"[52.5, 30.1]",3825650,3,,,,,-2.738477,,Left Foot,,,,"[38.9, 24.3]",,Ground Pass,,14.785128,,,Aymeric Laporte,4353.0,,,,,,Interception,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,10,Athletic Club,215,"['441e1f82-4990-41ce-821c-3e6f242297ca', '92c3132f-bf32-4ef1-8a95-5193f582c371']",23,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:23.681,Pass,
,,,,,,,,,,,,,,,,,0.796089,,,,,,,,,,,,,,b6788f4b-d435-4384-ba55-b866ed457d40,116,,"[39.5, 22.6]",3825650,3,,,,,-0.13504264,,Left Foot,,,,"[57.9, 20.1]",,Low Pass,,18.56906,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,10,Athletic Club,215,['e0d21a2d-f0dd-4d2b-90a4-a271ded1c450'],24,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:24.974,Pass,
