50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.045649,,,,,,,,,,,,,638d6b0e-5105-4f95-a95b-4a4b59f32f1c,20,,"[108.4, 56.6]",3825899,0,,,,,-1.9055332,4b401a9e-6829-4ab4-ac0e-ef23d00fba34,Right Foot,,,,"[105.2, 47.4]",,Ground Pass,,9.740637,,,,Francisco Alcácer García,6402.0,True,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Midfield,3,Valencia,207,['9bf3b0a9-3782-4f28-9066-c9fc986cb787'],9,,,,,,,,,,,,,,,,,,Valencia,207,00:00:09.909,Pass,
,,,,,,,,,,,,,,,,3.457149,,,,,,,,,,,,,bf8a0712-d6ec-4444-b0f6-b7800261313b,24,,"[16.5, 45.7]",3825899,0,,,,,0.5445324,,Right Foot,,,,"[70.0, 78.1]",,High Pass,,62.546062,,Incomplete,,Pedro León Sánchez Gil,6907.0,,,,,,,1,From Keeper,Vicente Guaita Panadero,6625.0,Goalkeeper,4,Getafe,216,"['09a96f23-fd9b-40e2-84f8-01daf911a53f', '86d9cb3f-388c-4cd2-a46c-675913140a0b']",27,,,,,,,,,,,,,,,,,,Getafe,216,00:00:27.425,Pass,
,,,,,,,,,,,,,,,,1.567602,,,,,,,,,,,,,09a96f23-fd9b-40e2-84f8-01daf911a53f,27,,"[50.1, 2.0]",3825899,0,,,,True,0.6678326,,,,,,"[57.2, 7.6]",,High Pass,,9.042677,,,,André Filipe Tavares Gomes,10802.0,,,,,,Recovery,1,From Keeper,Guilherme Magdalena Siqueira,26780.0,Left Back,5,Valencia,207,"['b81fdbcb-2d05-48da-8569-37445ae0ec3a', 'bf8a0712-d6ec-4444-b0f6-b7800261313b', 'f8a8dc70-6134-42be-9e64-78d45089fff3']",30,,,,,,,,,,,,,,,,,,Valencia,207,00:00:30.882,Pass,True
,,,,,,,,,,,,,,,,1.340873,,,,,,,,,,,,,40cd7652-158e-4b22-9615-37b6b643d565,29,,"[57.2, 7.6]",3825899,0,,,,,3.047667,,Head,,,,"[43.4, 8.9]",,Low Pass,,13.861096,,Incomplete,,,,,,,,,,1,From Keeper,André Filipe Tavares Gomes,10802.0,Left Midfield,5,Valencia,207,['f59f2fae-b72e-4c87-b113-0c2bd7d56a24'],32,,,,,,,,,,,,,,,,,,Valencia,207,00:00:32.459,Pass,
,,,,,,,,,,,,,,,,1.08778,,,,,,,,,,,,,ddec0bdb-d6a7-4c56-81ca-1d752e367d6a,35,,"[34.9, 11.3]",3825899,0,,,,,-1.2490457,,Left Foot,,,,"[38.1, 1.7]",,Ground Pass,,10.119288,,,,Guilherme Magdalena Siqueira,26780.0,,,,,,Recovery,1,From Keeper,Aymen Abdennour,4406.0,Left Center Back,5,Valencia,207,['a3271914-0e44-4d6a-943c-a54fd55a14df'],36,,,,,,,,,,,,,,,,,,Valencia,207,00:00:36.652,Pass,
,,,,,,,,,,,,,,,,1.321677,,,,,,,,,,,,,b97ff1cf-2451-49b0-a92c-8627e0dc0f09,39,,"[40.5, 1.1]",3825899,0,,,,,2.6295958,,Left Foot,,,,"[28.4, 7.9]",,Ground Pass,,13.879842,,,,Aymen Abdennour,4406.0,,,,,,,1,From Keeper,Guilherme Magdalena Siqueira,26780.0,Left Back,5,Valencia,207,"['2c5c59a0-29d9-44a5-b7d2-2f1d8cde8894', '6cde7215-01c3-4b76-8cc0-6be940e5338d']",39,,,,,,,,,,,,,,,,,,Valencia,207,00:00:39.081,Pass,True
,,,,,,,,,,,,,,,,0.943913,,,,,,,,,,,,,f621bddf-9f2f-4db0-ac02-e893ca7efffb,42,,"[29.8, 9.0]",3825899,0,,,,,1.224051,,Left Foot,,,,"[34.1, 20.9]",,Ground Pass,,12.653063,,,,Enzo Nicolás Pérez,5741.0,,,,,,,1,From Keeper,Aymen Abdennour,4406.0,Left Center Back,5,Valencia,207,['21773906-4f81-4ab2-97fb-e842a007c810'],42,,,,,,,,,,,,,,,,,,Valencia,207,00:00:42.058,Pass,
,,,,,,,,,,,,,,,,1.493408,,,,,,,,,,,,,9dd0cc6b-eae6-4d47-900a-037b51bfe186,45,,"[36.2, 28.5]",3825899,0,,,,,1.4356601,,Right Foot,,,,"[42.4, 74.1]",,Ground Pass,,46.01956,,,,Antonio Barragán Fernández,6663.0,,,True,,,,1,From Keeper,Enzo Nicolás Pérez,5741.0,Center Defensive Midfield,5,Valencia,207,['44c894ff-99e7-4261-99f6-f332b7cb3497'],47,,,,,,,,,,,,,,,,,,Valencia,207,00:00:47.275,Pass,
,,,,,,,,,,,,,,,,1.583574,,,,,,,,,,,,,3ab59e69-8fa7-4cd3-b032-ddf17b93b08b,48,,"[41.4, 72.8]",3825899,0,,,,,-2.0968628,,Right Foot,,,,"[28.8, 51.1]",,Ground Pass,,25.092827,,,,Shkodran Mustafi,3638.0,,,,,,,1,From Keeper,Antonio Barragán Fernández,6663.0,Right Back,5,Valencia,207,['39f17c4d-d442-43bb-ab7e-243b286db94c'],48,,,,,,,,,,,,,,,,,,Valencia,207,00:00:48.920,Pass,
,,,,,,,,,,,,,,,,1.042849,,,,,,,,,,,,,57414c26-2a17-41bc-9713-842263fd1baf,51,,"[30.4, 50.5]",3825899,0,,,,,-0.1954908,,Right Foot,,,,"[40.5, 48.5]",,Ground Pass,,10.296116,,,,Enzo Nicolás Pérez,5741.0,,,,,,,1,From Keeper,Shkodran Mustafi,3638.0,Right Center Back,5,Valencia,207,['3876601e-36d4-499a-bc7c-da6efd031a8a'],51,,,,,,,,,,,,,,,,,,Valencia,207,00:00:51.525,Pass,
,,,,,,,,,,,,,,,,0.945271,,,,,,,,,,,,,40e7e98c-3709-41d2-ad0a-1df6718e9e76,54,,"[41.7, 46.8]",3825899,0,,,,,-1.1883098,,Right Foot,,,,"[48.7, 29.4]",,Ground Pass,,18.755266,,,,Javier Fuego Martínez,6751.0,,,,,,,1,From Keeper,Enzo Nicolás Pérez,5741.0,Center Defensive Midfield,5,Valencia,207,['6b95d62f-1e16-4795-982d-6a48ac5452d5'],54,,,,,,,,,,,,,,,,,,Valencia,207,00:00:54.765,Pass,
,,,,,,,,,,,,,,,,1.339159,,,,,,,,,,,,,d86ccb3c-9bbe-4c10-93c8-67ee7f43026c,57,,"[61.3, 44.9]",3825899,0,,,,,1.5446829,,Right Foot,,,,"[62.0, 71.7]",,Ground Pass,,26.809141,,,,Antonio Barragán Fernández,6663.0,,,,,,,1,From Keeper,Javier Fuego Martínez,6751.0,Left Center Midfield,5,Valencia,207,['7dd652aa-56a4-4b00-9ab6-50b74659ec6d'],59,,,,,,,,,,,,,,,,,,Valencia,207,00:00:59.897,Pass,
,,,,,,,,,,,,,,,,1.111261,,,,,,,,,,,,,b7b56713-edd0-4939-ab88-308b4cf2199f,60,,"[62.6, 71.8]",3825899,1,,,,,0.10801172,,Right Foot,,,,"[70.9, 72.7]",,Ground Pass,,8.348653,,Incomplete,,Rodrigo Moreno Machado,5718.0,,,,,,,1,From Keeper,Antonio Barragán Fernández,6663.0,Right Back,5,Valencia,207,"['1a5b9012-7121-423c-bee0-dd1f17d8cc34', '74cb4339-a028-4e0e-b87d-da31977bea9f']",2,,,,,,,,,,,,,,,,,,Valencia,207,00:01:02.045,Pass,
,,,,,,,,,,,,,,,,1.815429,,,,,,,,,,,,,415b0bd2-5d89-4bb5-ac80-2523796c4048,65,,"[61.8, 8.7]",3825899,1,,,,,-0.07252216,,Left Foot,,,,"[85.2, 7.0]",,Ground Pass,,23.46167,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,,1,From Keeper,Pablo Sarabia García,6720.0,Left Midfield,5,Valencia,207,['45b89344-a35c-46e8-aba4-dbb3e96264f1'],5,,,,,,,,,,,,,,,,,,Getafe,216,00:01:05.728,Pass,
,,,,,,,,,,,,,,,,1.667838,,,,,,,,,,,,,4c082c81-e5f0-44ce-819f-4dacaad74781,67,,"[85.2, 7.0]",3825899,1,,,,,0.7978975,,Right Foot,,,,"[101.0, 23.2]",,Ground Pass,,22.629185,,Incomplete,,Álvaro Vázquez García,24035.0,,,,,,,1,From Keeper,Damián Nicolás Suárez Suárez,6627.0,Left Back,5,Valencia,207,"['3c84c38b-a9ac-419b-9765-8d76078a1625', '923f8217-332c-4739-ba04-88636c65ac4d']",7,,,,,,,,,,,,,,,,,,Getafe,216,00:01:07.544,Pass,
,,,,,,,,,,,,,,,,1.671811,,,,,,,,,,,,,d4b9991e-78bd-4188-b467-c9da47d04e8d,71,,"[4.3, 74.5]",3825899,1,,,,,-0.47054404,,Right Foot,,,,"[33.2, 59.8]",,Ground Pass,,32.423756,,,,Daniel Parejo Muñoz,6595.0,,,,,,,1,From Keeper,Aymen Abdennour,4406.0,Left Center Back,5,Valencia,207,['6714fa97-7a6a-4a26-8670-e8e8becdcd12'],12,,,,,,,,,,,,,,,,,,Valencia,207,00:01:12.244,Pass,
,,,,,,,,,,,,,,,,1.370208,,,,,,,,,,,,,7e4d0743-70b9-4020-95b8-4d4d7976cffb,73,,"[33.2, 59.8]",3825899,1,,,,,-3.0570488,,Right Foot,,,,"[21.4, 58.8]",,Ground Pass,,11.842297,,,,Antonio Barragán Fernández,6663.0,,,,,,,1,From Keeper,Daniel Parejo Muñoz,6595.0,Right Center Midfield,5,Valencia,207,['a4b5c962-be62-4cf5-a493-baf8c7e164e0'],13,,,,,,,,,,,,,,,,,,Valencia,207,00:01:13.916,Pass,
,,,,,,,,,,,,,,,,1.973071,,,,,,,,,,,,,73593997-b61a-4a6a-a87e-16befb4c350d,76,,"[20.5, 58.8]",3825899,1,,,,,-1.313091,,Right Foot,,,,"[23.9, 45.9]",,Ground Pass,,13.34054,,,,Enzo Nicolás Pérez,5741.0,,,,,,,1,From Keeper,Antonio Barragán Fernández,6663.0,Right Back,5,Valencia,207,"['7dfbd875-7661-4960-8bbc-f5fcfade019f', 'af5b0561-fc19-4bc0-abf1-e0684cd98f13']",15,,,,,,,,,,,,,,,,,,Valencia,207,00:01:15.286,Pass,True
,,,,,,,,,,,,,,,,1.590588,,,,,,,,,,,,,b6c4b861-536c-49b6-9a89-1af2ece67124,79,,"[23.9, 45.6]",3825899,1,,,,,0.18187574,,Left Foot,,,,"[50.0, 50.4]",,Ground Pass,,26.537708,,Incomplete,,,,,,,,,,1,From Keeper,Enzo Nicolás Pérez,5741.0,Center Defensive Midfield,5,Valencia,207,['d2efe92b-70b1-41fd-b090-c195a04c2418'],17,,,,,,,,,,,,,,,,,,Valencia,207,00:01:17.284,Pass,
,,,,,,,,,,,,,,,,1.669345,,,,,,,,,,,,,1d12a9f4-a204-46b0-aaa9-21d179c5ef97,83,,"[70.4, 28.0]",3825899,1,,,,,-2.1045046,,Right Foot,,,,"[62.6, 14.8]",,Ground Pass,,15.332319,,,,Pablo Sarabia García,6720.0,,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Center Defensive Midfield,6,Getafe,216,['ef27c465-a0ab-4ab4-9422-968b53ff5b48'],20,,,,,,,,,,,,,,,,,,Getafe,216,00:01:20.981,Pass,
,,,,,,,,,,,,,,,,1.139508,,,,,,,,,,,,,6d16a440-71ab-4b00-b07e-0150ebe9cb43,86,,"[63.2, 14.3]",3825899,1,,,,,1.2969543,,Left Foot,,,,"[65.7, 23.2]",,Ground Pass,,9.244458,,,,Mehdi Lacen,6745.0,,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Left Midfield,6,Getafe,216,['74c47516-a8b9-4c25-890a-c5b6d2880d6d'],23,,,,,,,,,,,,,,,,,,Getafe,216,00:01:23.517,Pass,
,,,,,,,,,,,,,,,,0.954014,,,,,,,,,,,,,db74f35e-6cd1-4df9-9a46-7b24a5334ef4,90,,"[74.1, 20.0]",3825899,1,,,,,-1.7887088,,Left Foot,,,,"[71.0, 6.0]",,Ground Pass,,14.3391075,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Center Defensive Midfield,6,Getafe,216,['e01d3bab-8884-4d1d-bc1a-7ca2d0656a3f'],26,,,,,,,,,,,,,,,,,,Getafe,216,00:01:26.249,Pass,
,,,,,,,,,,,,,,,,1.335216,,,,,,,,,,,,,e3e06655-8812-4976-9384-0e68a6d062ea,93,,"[68.7, 6.4]",3825899,1,,,,,2.9792411,,Right Foot,,,,"[57.1, 8.3]",,Ground Pass,,11.754574,,,,Pablo Sarabia García,6720.0,,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Left Back,6,Getafe,216,['5e4b725e-bbaf-4933-be58-0d05621efe34'],28,,,,,,,,,,,,,,,,,,Getafe,216,00:01:28.748,Pass,
,,,,,,,,,,,,,,,,1.101627,,,,,,,,,,,,,f87c965c-c75e-4ab6-8dca-8bf7158b2662,97,,"[61.5, 6.9]",3825899,1,,,,,0.9048271,,Left Foot,,,True,"[65.9, 12.5]",,Low Pass,,7.1217976,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Left Midfield,6,Getafe,216,"['2ea583e7-d8f1-436a-85ca-a4279fa5adcc', 'b71aa2da-1a60-4f2f-a205-de3d1aeb43f0']",30,,,,,,,,,,,,,,,,,,Getafe,216,00:01:30.747,Pass,True
,,,,,,,,,,,,,,,,1.13358,,,,,,,,,,,,,42ba059d-8b13-4572-8323-d2a3554f2066,101,,"[65.4, 13.8]",3825899,1,,,,,2.7690384,,Left Foot,,,,"[56.7, 17.2]",,Ground Pass,,9.340771,,,,Álvaro Medrán Just,6736.0,,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Left Back,6,Getafe,216,"['0e2cc9e7-ee60-4f1b-9867-f7ee66c61fa3', 'a0f02c14-a4c7-42c7-b6bc-81559a101473']",32,,,,,,,,,,,,,,,,,,Getafe,216,00:01:32.350,Pass,True
,,,,,,,,,,,,,,,,3.257894,,,,,,,,,,,,,f7a1b553-152c-4d6a-a9d7-7da9de6d6d2e,105,,"[52.3, 24.4]",3825899,1,,,,,0.9555432,,Right Foot,,,,"[89.9, 77.6]",,High Pass,,65.14599,,,,Pedro León Sánchez Gil,6907.0,,,True,,,,1,Regular Play,Álvaro Medrán Just,6736.0,Left Center Midfield,6,Getafe,216,"['99de6dac-e03b-43b4-ba24-e91e25a6e787', 'e947a849-0a31-4e06-ad3b-67a3dd91cc68']",35,,,,,,,,,,,,,,,,,,Getafe,216,00:01:35.784,Pass,True
,,,,,,,,,,,,,,,,1.562446,,,,,,,,,,,,,108b427c-6247-4e2f-adf3-076a19271af2,115,,"[12.6, 42.3]",3825899,2,,True,,,1.0251412,,Left Foot,,,,"[17.7, 50.7]",,Ground Pass,,9.8270035,,,,Shkodran Mustafi,3638.0,,,,,,,1,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,7,Valencia,207,['720afde6-8bac-4334-9788-7dfdd0d9bba5'],1,,,,,,,,,,,,,,,,,,Valencia,207,00:02:01.168,Pass,
,,,,,,,,,,,,,,,,1.384227,,,,,,,,,,,,,440865e4-c0ec-4d60-8db1-9fed2f2cd37e,117,,"[20.2, 50.7]",3825899,2,,,,,0.28463233,,Right Foot,,,,"[43.1, 57.4]",,Ground Pass,,23.860008,,,,Daniel Parejo Muñoz,6595.0,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,7,Valencia,207,['c4b2f0e5-bef0-4517-ae6e-474ce48fd6de'],4,,,,,,,,,,,,,,,,,,Valencia,207,00:02:04.178,Pass,
,,,,,,,,,,,,,,,,0.501806,,,,,,,,,,,,,4b6aef70-c1b1-4404-9b88-3edfd2d5f5a7,120,,"[43.4, 57.0]",3825899,2,,,,,1.5480729,,Right Foot,,,,"[43.8, 74.6]",,High Pass,,17.604546,,,,Antonio Barragán Fernández,6663.0,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,7,Valencia,207,['3c34935f-5153-4800-ab51-f54236f38cc1'],5,,,,,,,,,,,,,,,,,,Valencia,207,00:02:05.576,Pass,
,,,,,,,,,,,,,,,,1.476669,,,,,,,,,,,,,1a1853be-98c2-4e3e-85de-8885454de56b,123,,"[44.6, 75.8]",3825899,2,,,,,-0.8259663,,Right Foot,,,,"[57.6, 61.7]",,Ground Pass,,19.178373,,,,Rodrigo Moreno Machado,5718.0,,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,7,Valencia,207,['e4f7bd5b-da60-4a9e-89fb-b1003eaf9afa'],7,,,,,,,,,,,,,,,,,,Valencia,207,00:02:07.949,Pass,
,,,,,,,,,,,,,,,,1.395794,,,,,,,,,,,,,31c3d419-69fc-4d93-8ae0-2b3351608e87,127,,"[57.5, 45.6]",3825899,2,,,,,-2.383585,,Right Foot,,,,"[50.0, 38.5]",,Ground Pass,,10.327633,,,,Javier Fuego Martínez,6751.0,,,,,,,1,Regular Play,Rodrigo Moreno Machado,5718.0,Right Midfield,7,Valencia,207,['ff05e1fa-aecf-4ccf-ae9d-8be1f0e80ad8'],12,,,,,,,,,,,,,,,,,,Valencia,207,00:02:12.067,Pass,
