ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.700319,,,,,,,,,,,,,ef963c59-9575-420c-b2d7-2b2308743c0a,16,,"[36.3, 61.6]",3825618,0,,,,,-1.9267541,,Right Foot,,,,"[30.5, 46.0]",,Ground Pass,16.643316,,,,,Aythami Artiles Oliva,8440.0,,,,,,,1,From Kick Off,David García Santana,6927.0,Right Center Back,2,Las Palmas,208,['13f12a73-b7c8-48c6-a433-daeb1cd6c9fe'],9,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:09.022,Pass,
,,,,,,,,,,,,,,1.95889,,,,,,,,,,,,,e7a2c15d-dc55-44a3-9823-c7d88d9c5e29,19,,"[35.8, 42.0]",3825618,0,,,,,-0.78698796,,Right Foot,,,,"[67.2, 10.5]",,High Pass,44.477074,,,Incomplete,,Dani Castellano Betancor,6932.0,,,,,,,1,From Kick Off,Aythami Artiles Oliva,8440.0,Center Back,2,Las Palmas,208,"['030a9ba3-358c-4aaa-a0a0-90ea2d9baa8e', '8a59c5ab-dd5d-4c81-b220-c331a0b7a2a0']",12,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:12.941,Pass,
,,,,,,,,,,,,,,2.360135,,,,,,,,,,,,,fc9c8955-f8d1-4975-9533-30123658b174,24,,"[68.2, 80.0]",3825618,0,,,,,-0.4147176,,,,,,"[100.0, 66.0]",,High Pass,34.745358,,,,,Borja González Tomás,6566.0,,,,,,Throw-in,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,3,Eibar,322,['a16c8deb-2f92-4372-b88f-e1576cfc2178'],31,,,,,,,,,,,,,,,,,,Eibar,322,00:00:31.913,Pass,
,,,,,,,,,,,,,,1.231861,,,,,,,,,,,,,36c73f28-bc6b-4ae3-956f-7fa23a7cf8db,28,,"[97.8, 67.5]",3825618,0,,,,,1.0951011,,Other,,,,"[101.2, 74.1]",,Low Pass,7.4242845,,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,From Throw In,Borja González Tomás,6566.0,Center Forward,3,Eibar,322,"['4df4586b-0d7b-4338-b5a3-1a07eae94554', '748abe74-2bdc-4ddc-b721-947ac74c6cab']",34,,,,,,,,,,,,,,,,,,Eibar,322,00:00:34.784,Pass,True
,,,,,,,,,,,,,,1.381717,,,,,,,,,,,,,9bae61c4-0bdb-400c-a79b-fcd92f90c5a7,32,,"[106.2, 73.8]",3825618,0,,,,,-1.7928783,,Right Foot,,,,"[103.4, 61.4]",,Ground Pass,12.712199,,,,,Borja González Tomás,6566.0,,,,,,,1,From Throw In,Saúl Berjón Pérez,24070.0,Right Wing,3,Eibar,322,['18bd7e78-3ace-4679-8e31-e250dd53c81e'],36,,,,,,,,,,,,,,,,,,Eibar,322,00:00:36.301,Pass,
,,,,,,,,,,,,,,0.994883,,,,,,,,,,,,,8b3b4ef4-4fdb-41f5-8ef0-6425a00f9f22,35,,"[103.0, 58.8]",3825618,0,,,,,-1.8382071,03ad4f66-6f98-45dd-8c99-9701dbcc2871,Right Foot,,,,"[99.0, 44.2]",,Ground Pass,15.138032,,,,,Adrián González Morales,6557.0,True,,,,,,1,From Throw In,Borja González Tomás,6566.0,Center Forward,3,Eibar,322,['2d2d022e-7ec5-455f-af99-a15796d88f82'],38,,,,,,,,,,,,,,,,,,Eibar,322,00:00:38.431,Pass,
,,,,,,,,,,,,,,1.299478,,,,,,,,,,,,,f5b2bd2d-1e55-496e-b8f0-844945e50ee7,40,,"[91.8, 13.0]",3825618,0,,,,,0.20539539,,Left Foot,,,,"[106.2, 16.0]",,High Pass,14.709181,,,,,Takashi Inui,5687.0,,,,,,Recovery,1,From Throw In,David Juncà Reñé,6776.0,Left Back,3,Eibar,322,['a030f24b-9d55-488e-8269-815c64bfb9b6'],43,,,,,,,,,,,,,,,,,,Eibar,322,00:00:43.940,Pass,
,,,,,,,,,,,,,,1.296016,,,,,,,,,,,,,da1a00b2-db50-472d-98e7-fa6b7cb2da13,45,,"[105.4, 14.9]",3825618,0,,,,,-1.857331,,Right Foot,,,,"[102.1, 3.7]",,Low Pass,11.6760435,,,,,David Juncà Reñé,6776.0,,,,,,,1,From Throw In,Takashi Inui,5687.0,Left Wing,3,Eibar,322,"['b11d9156-1b95-41f1-a60d-ee1db1fd1b32', 'c292f0bf-c0d6-4f24-a9fa-4b0b057b351b']",45,,,,,,,,,,,,,,,,,,Eibar,322,00:00:45.918,Pass,True
,,,,,,,,,,,,,,2.502467,,,,,,,,,,,,,2dfd1b1b-4dbc-4cb9-a4db-61254edc0f44,48,,"[103.2, 5.3]",3825618,0,,,,,1.3466369,,Left Foot,True,,,"[113.3, 49.6]",,High Pass,45.436768,,,Incomplete,,,,,,True,,,,1,From Throw In,David Juncà Reñé,6776.0,Left Back,3,Eibar,322,['4687fa98-fbc3-4137-b276-b5629cbb82c7'],47,,,,,,,,,,,,,,,,,,Eibar,322,00:00:47.243,Pass,
,,,,,,,,,,,,,,2.373065,,,,,,,,,,,,,80c2ecf2-7d84-416e-b893-d4c59b3fb5bc,50,,"[109.2, 80.0]",3825618,1,,True,,,-1.3061266,,,,,,"[115.0, 58.6]",,Low Pass,22.172054,,,Incomplete,,Saúl Berjón Pérez,24070.0,,,,,,Throw-in,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,4,Eibar,322,"['e8c41fda-27fa-4bbb-9637-0b79948bac55', 'f18787d1-76c3-4949-9b0b-b8159875fe0a']",0,,,,,,,,,,,,,,,,,,Eibar,322,00:01:00.689,Pass,
,,,,,,,,,,,,,,2.189111,,,,,,,,,,,,,cedbf735-bab8-402c-a1a7-fc6a05ac1dc9,54,,"[88.6, 56.0]",3825618,1,,,,,-1.3358356,,Head,,,,"[94.8, 30.1]",,Low Pass,26.631748,,,Incomplete,,Takashi Inui,5687.0,,,,,,Recovery,1,From Throw In,Gonzalo Escalante,6712.0,Right Defensive Midfield,4,Eibar,322,"['32b3ecc5-817c-4837-8e2c-6b69247e93aa', 'ecd961ed-efe6-4053-b6d8-2bc6444a1e03']",5,,,,,,,,,,,,,,,,,,Eibar,322,00:01:05.417,Pass,
,,,,,,,,,,,,,,1.74897,,,,,,,,,,,,,3a4f80b6-2cec-4449-af72-b8ffa2d6fb66,67,,"[17.1, 58.1]",3825618,1,,,,,-2.3978372,,Right Foot,,,,"[4.6, 46.6]",,Ground Pass,16.985289,,,,,Javier Varas Herrera,26753.0,,,,,,,1,From Throw In,David Simón Rodríguez Santana,7906.0,Right Wing Back,4,Eibar,322,['3ffc9023-7573-4452-9c27-15a3b7c5513c'],13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:13.593,Pass,
,,,,,,,,,,,,,,3.050376,,,,,,,,,,,,,3c9cfaf5-6ca0-4600-92e3-245db0b7f35f,70,,"[7.0, 52.6]",3825618,1,,,,,0.01326622,,Right Foot,,,,"[67.3, 53.4]",,High Pass,60.305305,,,Incomplete,,Roque Mesa Quevedo,3610.0,,,,,,,1,From Throw In,Javier Varas Herrera,26753.0,Goalkeeper,4,Eibar,322,"['9ee53c5e-5b3a-4a5a-af73-bf85cb69552b', 'f2254dcf-142e-4e7f-ba33-32c9325cd7f3']",20,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:20.027,Pass,
,,,,,,,,,,,,,,0.9854,,,,,,,,,,,,,f2254dcf-142e-4e7f-ba33-32c9325cd7f3,73,,"[52.8, 26.7]",3825618,1,,,,True,0.0,,,,,,"[63.5, 26.7]",,Low Pass,10.7,,,,,Adrián González Morales,6557.0,,,,,,Recovery,1,From Throw In,Daniel García Carrillo,6775.0,Left Defensive Midfield,4,Eibar,322,"['3c9cfaf5-6ca0-4600-92e3-245db0b7f35f', '9556ea9c-7e22-4061-b6d1-27df1608a8e2', 'a69c6d8d-7505-4526-9ae9-052459fe4fc2']",23,,,,,,,,,,,,,,,,,,Eibar,322,00:01:23.077,Pass,True
,,,,,,,,,,,,,,0.70562,,,,,,,,,,,,,4ab663a3-f4bc-4224-bc99-14ae3f0852e2,76,,"[63.5, 26.9]",3825618,1,,,,,2.7901478,,Left Foot,,,,"[57.5, 29.1]",,Ground Pass,6.3906183,,,,,Daniel García Carrillo,6775.0,,,,,,,1,From Throw In,Adrián González Morales,6557.0,Center Attacking Midfield,4,Eibar,322,['e29d99ff-a671-46c6-ada4-363e96e5961a'],24,,,,,,,,,,,,,,,,,,Eibar,322,00:01:24.070,Pass,
,,,,,,,,,,,,,,2.432655,,,,,,,,,,,,,35ec7914-4386-4540-aa88-3a2a298f77cb,80,,"[52.1, 26.5]",3825618,1,,,,,-1.4095296,,Left Foot,,,,"[55.5, 5.6]",,Ground Pass,21.17475,,,,,David Juncà Reñé,6776.0,,,,,,,1,From Throw In,Daniel García Carrillo,6775.0,Left Defensive Midfield,4,Eibar,322,['c43ce8f9-3ce8-4fee-984c-4acaa749f9b9'],27,,,,,,,,,,,,,,,,,,Eibar,322,00:01:27.190,Pass,
,,,,,,,,,,,,,,0.799999,,,,,,,,,,,,,eff6c5d7-5270-47c1-a61a-e0690032d96e,83,,"[67.9, 3.6]",3825618,1,,,,,0.8752034,,Left Foot,,,,"[77.5, 15.1]",,Ground Pass,14.98032,,,,,Adrián González Morales,6557.0,,,,,,,1,From Throw In,David Juncà Reñé,6776.0,Left Back,4,Eibar,322,['05f1c5e0-5cc2-4eab-9a5e-51bc28c304c7'],30,,,,,,,,,,,,,,,,,,Eibar,322,00:01:30.863,Pass,
,,,,,,,,,,,,,,0.847546,,,,,,,,,,,,,b3b247e6-29c8-47f9-8eeb-314f787bb38b,87,,"[32.3, 67.4]",3825618,1,,,,,0.63873166,,Right Foot,,,,"[42.4, 74.9]",,Ground Pass,12.580143,,,,,David Simón Rodríguez Santana,7906.0,,,,,,Recovery,1,From Throw In,David García Santana,6927.0,Right Center Back,4,Eibar,322,['50a85fa2-cd86-40d6-8950-b6c391083890'],33,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:33.447,Pass,
,,,,,,,,,,,,,,0.122046,,,,,,,,,,,,,0478c209-157b-4140-a3ce-bf397a05f200,91,,"[42.9, 76.1]",3825618,1,,,,,-0.2392316,,Right Foot,,,,"[47.0, 75.1]",,Ground Pass,4.2201896,,,Incomplete,,Roque Mesa Quevedo,3610.0,,,,,,,1,From Throw In,David Simón Rodríguez Santana,7906.0,Right Wing Back,4,Eibar,322,"['61cf48bf-fa02-498c-ac0f-7d1655973d49', '998986cb-6bc3-48d4-ac8a-d606f42935f8', 'b65dba69-80f4-4856-b47a-32da9def3ab6']",35,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:35.097,Pass,True
,,,,,,,,,,,,,,1.572928,,,,,,,,,,,,,605f86ba-86b5-40df-8d20-ec539fcaa533,94,,"[49.4, 80.0]",3825618,1,,,,,-0.16361846,,,,,,"[70.6, 76.5]",,High Pass,21.486973,,,,,David Simón Rodríguez Santana,7906.0,,,,,,Throw-in,1,From Throw In,David García Santana,6927.0,Right Center Back,5,Las Palmas,208,['337ff155-34b8-44c3-8f4d-cf94cbc4eb60'],51,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:51.411,Pass,
,,,,,,,,,,,,,,0.862727,,,,,,,,,,,,,3092c937-ca0a-49f1-9fc9-553e00de9b82,100,,"[74.9, 77.0]",3825618,1,,,,,2.976444,,Left Foot,,,,"[71.9, 77.5]",,Ground Pass,3.0413814,,,Incomplete,,David Simón Rodríguez Santana,7906.0,,,,,,Recovery,1,From Throw In,Jonathan Viera Ramos,10755.0,Left Center Forward,5,Las Palmas,208,"['03c26110-8985-4a6d-a5e3-f55b19a200cc', 'e2bdf2ea-d373-4145-a2e0-c18ca70360ee']",54,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:54.057,Pass,
,,,,,,,,,,,,,,1.083398,,,,,,,,,,,,,03c26110-8985-4a6d-a5e3-f55b19a200cc,102,,"[48.2, 2.6]",3825618,1,,,,,2.5308666,,Right Foot,,,,"[36.2, 11.0]",,Ground Pass,14.647867,,,,,Aleksandar Pantić,27239.0,,,,,,Recovery,1,From Throw In,Takashi Inui,5687.0,Left Wing,5,Las Palmas,208,"['0f2855ea-a89e-411c-be2a-785b22d4a2c0', '3092c937-ca0a-49f1-9fc9-553e00de9b82']",54,,,,,,,,,,,,,,,,,,Eibar,322,00:01:54.920,Pass,
,,,,,,,,,,,,,,1.244974,,,,,,,,,,,,,204cdac3-433e-4dd0-91ef-6c1a637a217b,105,,"[40.2, 12.1]",3825618,1,,,,,-0.11536528,,Right Foot,,,,"[63.5, 9.4]",,Ground Pass,23.455915,,,Incomplete,,Borja González Tomás,6566.0,,,,,,,1,From Throw In,Aleksandar Pantić,27239.0,Left Center Back,5,Las Palmas,208,"['390e8159-ed06-4552-ac38-f70efa154a83', '98f57336-d736-4a91-97e1-f1e4fed290ee']",57,,,,,,,,,,,,,,,,,,Eibar,322,00:01:57.083,Pass,
,,,,,,,,,,,,,,3.08252,,,,,,,,,,,,,331644a9-99e9-40ee-83a0-8b63d1d5f98b,109,,"[57.8, 76.1]",3825618,1,,,,,-0.40361056,,Right Foot,,,,"[95.5, 60.0]",,High Pass,40.9939,,,Incomplete,,Sergio Ezequiel Araújo,8167.0,,,,,,,1,From Throw In,David García Santana,6927.0,Right Center Back,5,Las Palmas,208,"['5d1e7539-7ecb-4ec4-ac22-b0c965ed9fca', '86ea0ca1-ac75-4d4e-8f81-5bad10d8a91f']",59,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:59.639,Pass,
,,,,,,,,,,,,,,0.99086,,,,,,,,,,,,,5d1e7539-7ecb-4ec4-ac22-b0c965ed9fca,111,,"[24.6, 20.1]",3825618,2,,,,,-1.2399826,,Head,,,,"[28.0, 10.2]",,Low Pass,10.467569,,,,,Aleksandar Pantić,27239.0,,,,,,Recovery,1,From Throw In,Mauro Javier Dos Santos,6837.0,Right Center Back,5,Las Palmas,208,"['331644a9-99e9-40ee-83a0-8b63d1d5f98b', '96e9ccf8-adc5-4142-8dcb-416a3ea163f2']",2,,,,,,,,,,,,,,,,,,Eibar,322,00:02:02.721,Pass,
,,,,,,,,,,,,,,1.509851,,,,,,,,,,,,,d1295313-ee29-4978-8d23-9eda6e589764,115,,"[24.4, 3.7]",3825618,2,,,,,0.011951623,,Left Foot,,,,"[49.5, 4.0]",,High Pass,25.101793,,,Incomplete,,,,,,,,,,1,From Throw In,Aleksandar Pantić,27239.0,Left Center Back,5,Las Palmas,208,"['b17eb485-4e95-4e26-8899-52e6f0981070', 'cf0eed8f-7527-480b-9a71-b9181c48e52b']",6,,,,,,,,,,,,,,,,,,Eibar,322,00:02:06.299,Pass,True
,,,,,,,,,,,,,,0.967933,,,,,,,,,,,,,cf0eed8f-7527-480b-9a71-b9181c48e52b,116,,"[70.6, 76.1]",3825618,2,,,,,-0.035699114,,Head,,,,"[81.8, 75.7]",,High Pass,11.207141,,,,,Roque Mesa Quevedo,3610.0,,,,,,Recovery,1,From Throw In,David Simón Rodríguez Santana,7906.0,Right Wing Back,5,Las Palmas,208,"['d1295313-ee29-4978-8d23-9eda6e589764', 'd6d040d4-9b48-400b-94e2-bc68e9e29803']",7,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:07.808,Pass,
,,,,,,,,,,,,,,0.680548,,,,,,,,,,,,,6ddd4f55-c0a0-42c5-aeb8-89d2d0c928e5,123,,"[47.0, 3.4]",3825618,2,,,,,-3.0186207,,Right Foot,,,,"[38.1, 2.3]",,Ground Pass,8.96772,,,,,David Juncà Reñé,6776.0,,,,,,Recovery,1,Regular Play,Takashi Inui,5687.0,Left Wing,6,Eibar,322,['a9b93db0-16dc-42ce-91ec-4df9a16fe919'],11,,,,,,,,,,,,,,,,,,Eibar,322,00:02:11.664,Pass,
,,,,,,,,,,,,,,1.669501,,,,,,,,,,,,,35a0127a-8f60-4637-a78c-7265185fe7ec,127,,"[38.1, 2.8]",3825618,2,,,,,0.24889638,,Left Foot,,,,"[62.1, 8.9]",,High Pass,24.763077,,,Incomplete,,Borja González Tomás,6566.0,,,,,,,1,Regular Play,David Juncà Reñé,6776.0,Left Back,6,Eibar,322,"['728e6d18-f2c9-41f3-97e4-03e77857acbf', '8d3a0b45-d141-49be-9b15-a2f3a790ceee']",13,,,,,,,,,,,,,,,,,,Eibar,322,00:02:13.823,Pass,
,,,,,,,,,,,,,,3.266188,,,,,,,,,,,,,8d3a0b45-d141-49be-9b15-a2f3a790ceee,130,,"[58.0, 71.2]",3825618,2,,,,,-0.10711532,,Right Foot,,,,"[85.9, 68.2]",,High Pass,28.060827,,,Incomplete,,Jonathan Viera Ramos,10755.0,,,,,,Interception,1,Regular Play,David García Santana,6927.0,Right Center Back,6,Eibar,322,"['34f1fb63-1f44-4d26-b31b-d400427574cb', '35a0127a-8f60-4637-a78c-7265185fe7ec', 'c4570c4a-1211-4099-ae26-874b72e1a342', 'd560c369-c92f-42c4-9546-b60745ef275f']",15,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:15.493,Pass,True
,,,,,,,,,,,,,,2.138772,,,,,,,,,,,,,34f1fb63-1f44-4d26-b31b-d400427574cb,132,,"[34.2, 11.9]",3825618,2,,,,,-0.20401798,,Head,,,,"[48.7, 8.9]",,High Pass,14.807093,,,,,Adrián González Morales,6557.0,,,,,,Recovery,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,6,Eibar,322,"['014df657-a252-4b7c-aebd-eba8b5742998', '8d3a0b45-d141-49be-9b15-a2f3a790ceee']",18,,,,,,,,,,,,,,,,,,Eibar,322,00:02:18.759,Pass,
