ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.153129,,,,,,,,,,,,bd00abb0-9697-401f-b0a3-3cf3ee74a4b1,16,,"[56.6, 5.9]",3825664,0,,,,,0.67797023,,Left Foot,,,"[67.9, 15.0]",Low Pass,,14.508618,,,Incomplete,,Ciro Immobile,7788.0,,,,,,1,Regular Play,José Antonio Reyes Calderón,23816.0,Left Wing,3,Sevilla,213,"['3922ff26-7d14-4d39-bfdb-8dedba14138b', 'a93f984e-6a03-40f3-98ba-35937212d200', 'f5506afe-62ed-49b3-a2c9-e495697344cc']",13,,,,,,,,,,,,,,,,Sevilla,213,00:00:13.492,Pass,True
,,,,,,,,True,,,,2.1792,,,,,,,,,,,,f5506afe-62ed-49b3-a2c9-e495697344cc,18,,"[52.2, 65.1]",3825664,0,,,,,-0.23674531,,Right Foot,,,"[83.7, 57.5]",High Pass,,32.40386,,,Incomplete,,,,,,,,Interception,1,Regular Play,Mikel González de Martín Martínez,16622.0,Right Center Back,3,Sevilla,213,"['374d06a8-0f96-4eba-835f-944ef59ea4d0', 'bd00abb0-9697-401f-b0a3-3cf3ee74a4b1']",14,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:14.645,Pass,
,,,,,,,,,,,,1.85201,,,,,,,,,,,,374d06a8-0f96-4eba-835f-944ef59ea4d0,19,,"[36.4, 22.6]",3825664,0,,,,,-1.3880748,,Head,,,"[39.8, 4.2]",Low Pass,,18.711494,,,Incomplete,,Grzegorz Krychowiak,3637.0,,,,,Recovery,1,Regular Play,Marco Andreolli,7948.0,Left Center Back,3,Sevilla,213,"['12d01d5a-00b1-413b-a326-2ec6c4fc0122', '16829f4f-5113-463f-b26c-419a43e74c47', 'f5506afe-62ed-49b3-a2c9-e495697344cc']",16,,,,,,,,,,,,,,,,Sevilla,213,00:00:16.825,Pass,
,,,,,,,,,,,,1.405919,,,,,,,,,,,,8e7017bd-7b77-45f9-b3e9-9b22de2a3357,26,,"[34.4, 13.0]",3825664,0,,,,,2.501823,,Left Foot,,,"[21.5, 22.6]",Ground Pass,,16.080112,,,,,Marco Andreolli,7948.0,,,,,,1,Regular Play,Benoît Trémoulinas,27483.0,Left Back,3,Sevilla,213,['c8d02ba3-89a3-4d8a-a94f-414e1919cbe7'],20,,,,,,,,,,,,,,,,Sevilla,213,00:00:20.382,Pass,
,,,,,,,,,,,,1.184007,,,,,,,,,,,,6a4d6395-6fb8-4868-8a1d-aba0293b67a1,28,,"[21.5, 22.4]",3825664,0,,,,,-0.3783403,,Left Foot,,,"[45.4, 12.9]",Low Pass,,25.718864,,,Incomplete,,Ciro Immobile,7788.0,,,,,,1,Regular Play,Marco Andreolli,7948.0,Left Center Back,3,Sevilla,213,"['51770959-3838-45f7-b541-5ba3ce349409', 'aeaffc6e-519e-4110-b2e3-233dfd768b15']",21,,,,,,,,,,,,,,,,Sevilla,213,00:00:21.788,Pass,
,,,,,,,,,,,,1.293237,,,,,,,,,,,,51770959-3838-45f7-b541-5ba3ce349409,30,,"[74.7, 67.2]",3825664,0,,,,,-0.28605145,,Right Foot,,,"[86.6, 63.7]",Ground Pass,,12.404032,,,,,Xabier Prieto Argarate,6690.0,,,,,Recovery,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,3,Sevilla,213,"['043eecfc-8b0d-421f-82c2-78f3565ecb8a', '6a4d6395-6fb8-4868-8a1d-aba0293b67a1']",22,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:22.972,Pass,
,,,,,,,,,,,,2.208786,,,,,,,,,,,,513436dc-7a15-48b1-80af-2b224d74f9e6,33,,"[86.8, 63.7]",3825664,0,,,,,0.9050981,,Right Foot,,,"[99.6, 80.0]",High Pass,,20.725105,,,Out,,Armindo Tué Na Bangna,8522.0,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,3,Sevilla,213,['d5841204-f959-4e35-a126-7ef7ac945c2c'],24,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:24.305,Pass,
,,,,,,,,,,,,1.456579,,,,,,,,,,,,0b1f408e-3ca7-4d2a-87c6-171295873366,35,,"[21.7, 0.1]",3825664,0,,,,,0.51391965,,,,,"[34.1, 7.1]",High Pass,,14.239382,,,,,Vicente Iborra De La Fuente,3497.0,,,,,Throw-in,1,From Throw In,Benoît Trémoulinas,27483.0,Left Back,4,Sevilla,213,['fc04b3d6-6d4a-4b75-bd37-068af485ad4c'],33,,,,,,,,,,,,,,,,Sevilla,213,00:00:33.747,Pass,
,,,,,,,,,,,,0.642014,,,,,,,,,,,,9344df29-2ddb-4b32-8900-f215762c5663,37,,"[34.1, 7.1]",3825664,0,,,,,0.045944657,,Head,,,"[42.8, 7.5]",Low Pass,,8.70919,,,Incomplete,,José Antonio Reyes Calderón,23816.0,,,,,,1,From Throw In,Vicente Iborra De La Fuente,3497.0,Center Attacking Midfield,4,Sevilla,213,"['126bb9c9-09da-41ff-8ef7-1718c13d79d5', 'f0eadce4-8cca-4c11-ab3d-8c992de5ac79']",35,,,,,,,,,,,,,,,,Sevilla,213,00:00:35.212,Pass,
,,,,,,,,True,,,,0.994344,,,,,,,,,,,,126bb9c9-09da-41ff-8ef7-1718c13d79d5,39,,"[77.3, 72.6]",3825664,0,,,,,-1.9546139,,Head,,,"[75.2, 67.4]",Low Pass,,5.60803,,,,,Rubén Pardo Gutiérrez,6899.0,,,,,Interception,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,5,Real Sociedad,210,"['49c96c81-7264-4b7e-a2d7-8510aefac8f5', '9344df29-2ddb-4b32-8900-f215762c5663']",35,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:35.854,Pass,
,,,,,,,,,,,,1.025715,,,,,,,,,,,,6e36ee3a-7cd8-4ad3-b1db-c12509ed68a6,42,,"[75.2, 67.4]",3825664,0,,,,,0.8563173,,Right Foot,,,"[83.7, 77.2]",Ground Pass,,12.972664,,,,,Armindo Tué Na Bangna,8522.0,,,,,,1,Regular Play,Rubén Pardo Gutiérrez,6899.0,Left Defensive Midfield,5,Real Sociedad,210,['85891391-3a06-4fb6-8b79-eb77ede48296'],36,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:36.889,Pass,
,,,,,,,,,,,,2.169291,,,,,,,,,,,,3be3946b-5149-4cc6-b2bb-cc975cce0242,46,,"[98.8, 76.9]",3825664,0,,,,,-0.67095786,,Right Foot,,,"[108.5, 69.2]",Ground Pass,,12.384668,,,,,Xabier Prieto Argarate,6690.0,,,,,,1,Regular Play,Armindo Tué Na Bangna,8522.0,Right Wing,5,Real Sociedad,210,['31c3348f-37ee-4c60-bc83-f5373e58b523'],42,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:42.783,Pass,
,,,,,,,,,,,,1.170876,,,,,,,,,,,,ec053d91-cd17-41f6-901a-521a26cccce3,50,,"[116.9, 66.3]",3825664,0,,,,,-1.6388727,,Right Foot,True,,"[115.4, 44.3]",High Pass,,22.051077,,,Incomplete,,Sergio Canales Madrazo,6673.0,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,5,Real Sociedad,210,"['b4e5c41c-d010-4869-8d75-6a8d3a393b25', 'cec98b85-1d33-4a2b-abbb-ab076e7c7bf5']",44,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:44.992,Pass,
,,,,,,,,,,,,2.753398,,,,,,,,,,,,5c3bc2b0-5f5d-4854-8909-bd758527ae24,54,,"[11.6, 39.7]",3825664,0,,,,,-0.015973082,,Drop Kick,,,"[74.2, 38.7]",High Pass,,62.607986,,,Incomplete,,Ciro Immobile,7788.0,,,,,,1,From Keeper,Sergio Rico González,6823.0,Goalkeeper,6,Sevilla,213,"['038ac6e0-6984-4ad8-91fc-3f184ecedfad', '2a7a63d0-1e88-4c55-afe3-8c5711dc46f0']",50,,,,,,,,,,,,,,,,Sevilla,213,00:00:50.085,Pass,
,,,,,,,,,,,,2.922071,,,,,,,,,,,,2a7a63d0-1e88-4c55-afe3-8c5711dc46f0,56,,"[45.9, 41.4]",3825664,0,,,,,-0.8130591,,Head,,,"[58.2, 28.4]",High Pass,,17.896648,,,,,Yuri Berchiche Izeta,3023.0,,,,,Recovery,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Real Sociedad,210,"['08f47447-c4a5-4c29-9860-61c2e0268ec1', '5c3bc2b0-5f5d-4854-8909-bd758527ae24']",52,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:52.839,Pass,
,,,,,,,,,,,,1.41019,,,,,,,,,,,,29157cf3-edbf-4036-ad72-7fe1eb69f9fd,64,,"[57.2, 27.6]",3825664,0,,,,,-0.58235294,,Left Foot,,,"[69.5, 19.5]",Ground Pass,,14.727526,,,,,Sergio Canales Madrazo,6673.0,,,,,,1,Regular Play,Yuri Berchiche Izeta,3023.0,Left Back,7,Real Sociedad,210,"['43b00f21-e99d-4e3f-87ab-e07193b116f0', 'e0b21d20-4feb-416b-9daa-04f94c443daf']",58,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:58.423,Pass,True
,,,,,,,,,,,,1.870594,,,,,,,,,,,,28a54ebe-9e13-45e3-8870-7f92b738f8ed,68,,"[62.7, 14.7]",3825664,0,,,,,-3.0411565,,Right Foot,,,"[49.8, 13.4]",Ground Pass,,12.965339,,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Left Wing,7,Real Sociedad,210,"['ae5427c5-99b3-4f52-99be-7b4b23f73218', 'b4436b15-0543-432e-995d-1fd96b3872b6']",59,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:59.956,Pass,True
,,,,,,,,,,,,1.237218,,,,,,,,,,,,1d0fd882-e45d-44e4-b521-d41a14d70624,71,,"[45.1, 4.0]",3825664,1,,,,,2.2951458,,Right Foot,,,"[25.9, 25.7]",Ground Pass,,28.974644,,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Yuri Berchiche Izeta,3023.0,Left Back,7,Real Sociedad,210,['2352fec5-2a1f-42ca-aa11-45d73577c7ea'],3,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:03.110,Pass,
,,,,,,,,,,,,2.362511,,,,,,,,,,,,178aae25-f0d5-4532-a0e3-39d54eaf9497,74,,"[25.9, 25.7]",3825664,1,,,,,0.042527534,,Left Foot,,,"[68.2, 27.5]",High Pass,,42.33828,,,Incomplete,,Imanol Agirretxe Arruti,6677.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Real Sociedad,210,"['5bf3a3e1-e121-4fc8-9888-6938f1b78e82', '8778432e-0eb9-4a5c-aedd-8f4025ecc376']",4,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:04.427,Pass,
,,,,,,,,,,,,1.032586,,,,,,,,,,,,e69ae897-6cdf-4e0d-9549-e8a16c5b41d4,77,,"[39.3, 0.1]",3825664,1,,,,,0.79314995,,,,,"[52.1, 13.1]",High Pass,,18.243902,,,,,Imanol Agirretxe Arruti,6677.0,,,,,Throw-in,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,8,Real Sociedad,210,['ca31f4a8-dae2-46a0-9caa-1850262c6e4f'],19,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:19.145,Pass,
,,,,,,,,,,,,3.982512,,,,,,,,,,,,28056d81-1c97-42e2-b9ea-2c84c4d36876,80,,"[52.1, 13.1]",3825664,1,,,,,1.4568931,,Right Foot,,,"[57.9, 63.8]",High Pass,,51.030678,,,,,Aritz Elustondo Irribaria,6679.0,,True,,,,1,From Throw In,Imanol Agirretxe Arruti,6677.0,Center Forward,8,Real Sociedad,210,['17ab0f30-7d66-49ce-b8b0-4903d7609838'],20,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:20.218,Pass,
,,,,,,,,,,,,2.256834,,,,,,,,,,,,23890a26-48d8-49a0-a65b-5ff2104d9525,84,,"[70.6, 68.5]",3825664,1,,,,,0.49466392,,Right Foot,,,"[87.1, 77.4]",Ground Pass,,18.747267,,,,,Armindo Tué Na Bangna,8522.0,,,,,,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Back,8,Real Sociedad,210,"['02ea8473-2a05-4fbc-b083-24db5a7834d5', '2071286d-60d8-4169-a211-49afc9beab11']",26,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:26.065,Pass,True
,,,,,,,,,,,,1.261812,,,,,,,,,,,,2b1b78ec-c8b0-4de7-b61e-5e9336048f94,87,,"[99.4, 77.4]",3825664,1,,,,,0.03486958,,Right Foot,,,"[108.0, 77.7]",Ground Pass,,8.605231,,,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,From Throw In,Armindo Tué Na Bangna,8522.0,Right Wing,8,Real Sociedad,210,['1973c2c2-2555-4099-bcf2-6ef0568bf2cf'],30,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:30.371,Pass,
,,,,,,,,,,,,0.06582,,,,,,,,,,,,14fc2d36-73a1-4457-b316-75b85f484ae9,90,,"[113.5, 75.5]",3825664,1,,,,,-1.5707964,,Right Foot,,,"[113.5, 70.5]",Ground Pass,,5.0,,,Incomplete,,,,,,,,,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Back,8,Real Sociedad,210,['2cf12011-400e-4593-bef6-c15b21d5fe3a'],33,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:33.910,Pass,
,,,,,,,,,,,,1.705225,,,,,,,,,,,,538797d6-d658-4c3e-8815-80198da594f8,94,,"[13.7, 38.3]",3825664,1,,,,,-1.1416178,,Keeper Arm,,,"[21.8, 20.6]",Ground Pass,,19.465353,,,,,Grzegorz Krychowiak,3637.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,9,Sevilla,213,['a4b27feb-dc64-4905-b3c3-ffda23e67672'],42,,,,,,,,,,,,,,,,Sevilla,213,00:01:42.189,Pass,
,,,,,,,,,,,,2.228199,,,,,,,,,,,,180229a2-b8e7-452d-9a19-e4b0fb65d898,97,,"[20.7, 24.2]",3825664,1,,,,,2.3050263,,Left Foot,,,"[3.1, 43.7]",Ground Pass,,26.268042,,,,,Sergio Rico González,6823.0,,,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,9,Sevilla,213,['86fa77b2-3641-428b-b7f0-1c367dc6130f'],44,,,,,,,,,,,,,,,,Sevilla,213,00:01:44.755,Pass,
,,,,,,,,,,,,2.681153,,,,,,,,,,,,87d91c4e-c3cc-4140-82aa-741e01e097f2,99,,"[4.4, 43.4]",3825664,1,,,,,-1.4760108,,Right Foot,,,"[7.1, 15.0]",Ground Pass,,28.528057,,,,,Marco Andreolli,7948.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,9,Sevilla,213,['0bc7b104-b80e-4752-b02d-f89eeb410bb4'],46,,,,,,,,,,,,,,,,Sevilla,213,00:01:46.984,Pass,
,,,,,,,,,,,,1.639147,,,,,,,,,,,,ae33668c-7892-42c0-8054-aa32a37a1ab9,107,,"[100.9, 69.3]",3825664,2,,,,,-1.2390794,,Left Foot,True,,"[113.3, 33.3]",High Pass,,38.075714,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Sergio Canales Madrazo,6673.0,Left Wing,10,Real Sociedad,210,['9c7a3009-b8c0-433d-8e8c-49763b4a737f'],34,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:34.704,Pass,
,,,,,,,,,,,,4.376205,,,,,,,,,,,,01599213-1824-4117-b732-4b8f5e28d4a7,115,,"[14.4, 39.2]",3825664,3,,True,,,0.1982669,,Right Foot,,,"[80.6, 52.5]",High Pass,,67.52281,,,,,Vicente Iborra De La Fuente,3497.0,,,,,Free Kick,1,From Free Kick,Sergio Rico González,6823.0,Goalkeeper,11,Sevilla,213,['a749f18d-b852-4d4b-9e70-b43900def98a'],5,,,,,,,,,,,,,,,,Sevilla,213,00:03:05.218,Pass,
,,,,,,,,,,,,3.266275,,,,,,,,,,,,2e3d24c3-b157-4b4b-af85-36d3f3b22f94,117,,"[80.3, 52.5]",3825664,3,,,,,0.3330446,,Head,,,"[114.7, 64.4]",High Pass,,36.40014,,,,,Víctor Machín Pérez,6841.0,,,,,,1,From Free Kick,Vicente Iborra De La Fuente,3497.0,Center Attacking Midfield,11,Sevilla,213,['a4ef2f08-fb8a-4eef-9634-89b91bd0b1fd'],9,,,,,,,,,,,,,,,,Sevilla,213,00:03:09.605,Pass,
,,,,,,,,,,,,1.091257,,,,,,,,,,,,c56c032f-bbda-47c6-9b03-e8415d2ef34c,124,,"[6.3, 11.9]",3825664,3,,,,,0.60477954,,Left Foot,,,"[13.1, 16.6]",Ground Pass,,8.266196,,,,,Sergio Canales Madrazo,6673.0,,,,,,1,Regular Play,Yuri Berchiche Izeta,3023.0,Left Back,12,Real Sociedad,210,['eed7ca34-89e8-4a4d-a440-5c2bd7fb42ac'],16,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:16.359,Pass,
,,,,,,,,,,,,1.007434,,,,,,,,,,,,562d3744-396c-4cea-932c-53e50c3f35e8,127,,"[13.1, 16.6]",3825664,3,,,,,2.2455373,,Left Foot,,,"[8.3, 22.6]",Ground Pass,,7.683749,,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Left Wing,12,Real Sociedad,210,['5662b615-8b16-43eb-8ef7-2b6c2af3fe0e'],17,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:17.754,Pass,
,,,,,,,,,,,,1.814249,,,,,,,,,,,,d0652824-10a2-4294-a855-266f39ba2632,131,,"[11.5, 15.0]",3825664,3,,,,,-0.41163644,,Left Foot,,,"[45.4, 0.2]",High Pass,,36.989864,,,Out,,,,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,12,Real Sociedad,210,['8720c545-f36a-4ab6-ba3c-8c573d2b0719'],21,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:21.365,Pass,True
