bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.100781,,,,,,,,,,,,,6e76ff38-c906-4568-a54b-787fed4d96b9,19,,"[35.0, 72.0]",3825657,0,,,,,-1.4011714,,Left Foot,,,,"[38.1, 53.9]",Ground Pass,,18.36355,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,From Kick Off,Cristiano Piccini,11634.0,Right Back,2,Real Betis,218,"['1d73402d-2f3b-4764-a557-53bec68a5c69', 'c8b7fe04-0e52-4f09-9a9c-f23a6da9b03e']",17,,,,,,,,,,,,,,,,Real Betis,218,00:00:17.196,Pass,True
,,,,,,,,,,,,,,,,,4.986148,,,,,,,,,,,,,109bdbd0-c6cf-4484-a6c1-d7b47df6182d,21,,"[38.4, 55.9]",3825657,0,,,,,0.4314568,,Right Foot,,,,"[85.1, 77.4]",High Pass,,51.411476,,Incomplete,,Álvaro Cejudo Carmona,26723.0,,,,,,1,From Kick Off,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,2,Real Betis,218,"['1b286d1b-f591-4a9b-975c-b3cd70a9a1ac', '70f1b4ca-228d-4c37-9135-b1805d2cbd19']",18,,,,,,,,,,,,,,,,Real Betis,218,00:00:18.296,Pass,
,,,,,,,,,,,,,,,,,2.15573,,,,,,,,,,,,,7f3fbcec-c5ca-4fc6-b86e-a9bf5d5b9673,26,,"[76.2, 71.1]",3825657,0,,,,,-0.32936737,,Left Foot,,,,"[103.7, 61.7]",Ground Pass,,29.062174,,Pass Offside,,Álvaro Cejudo Carmona,26723.0,,,,,,1,From Kick Off,Rafael van der Vaart,19724.0,Center Attacking Midfield,2,Real Betis,218,['cc795f23-c569-48cb-8e49-dac26ecb1acd'],25,,,,,,,,,,,,,,,,Real Betis,218,00:00:25.062,Pass,
,,,,,,,,,,,,,,,,,3.586972,,,,,,,,,,,,,2bb91c05-6dc6-4e8a-a5fb-5c1f9701ac80,28,,"[36.2, 15.8]",3825657,0,,,,,0.020233326,,Left Foot,,,,"[95.5, 17.0]",High Pass,,59.31214,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,Free Kick,1,From Free Kick,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,3,Málaga,223,"['6a1cc5a7-9cef-40cc-8b32-65ede787eb9b', 'e47967fd-0a39-4c85-b8b7-e44e3d9b7af0']",54,,,,,,,,,,,,,,,,Málaga,223,00:00:54.200,Pass,
,,,,,,,,,,,,,,,,,1.142338,,,,,,,,,,,,,e47967fd-0a39-4c85-b8b7-e44e3d9b7af0,31,,"[24.6, 63.1]",3825657,0,,,,True,-0.16514868,,,,,,"[31.2, 62.0]",Low Pass,,6.6910386,,,,Didier Digard,27345.0,,,,,Recovery,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,4,Real Betis,218,"['2bb91c05-6dc6-4e8a-a5fb-5c1f9701ac80', '65d6cc58-47aa-4e9e-95a7-edb440a81bf8', '775e5a2b-af8a-4a2b-9a21-68acc8e3ac95']",57,,,,,,,,,,,,,,,,Real Betis,218,00:00:57.787,Pass,True
,,,,,,,,,,,,,,,,,2.954088,,,,,,,,,,,,,95a66944-401a-41d1-ac24-55bf0af6dd3f,35,,"[30.4, 60.8]",3825657,0,,,,,-0.5028432,,Right Foot,,,,"[54.4, 47.6]",High Pass,,27.390509,,,,Rafael van der Vaart,19724.0,,,,,,1,Regular Play,Didier Digard,27345.0,Right Defensive Midfield,4,Real Betis,218,"['9e818b1a-4852-4f71-b743-e52090e74f9a', 'db5b7536-3317-481d-b4bc-a3a8dfb233cf']",59,,,,,,,,,,,,,,,,Real Betis,218,00:00:59.003,Pass,True
,,,,,,,,,,,,,,,,,1.490139,,,,,,,,,,,,,cb0c865b-abf0-40bc-b429-32800b3a6109,38,,"[54.4, 47.1]",3825657,1,,,,,-1.3986055,,Head,,,,"[55.6, 40.2]",Low Pass,,7.0035706,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,Regular Play,Rafael van der Vaart,19724.0,Center Attacking Midfield,4,Real Betis,218,['0063ebd1-94d7-4618-a754-0c2309bcd471'],1,,,,,,,,,,,,,,,,Real Betis,218,00:01:01.957,Pass,
,,,,,,,,,,,,,,,,,3.54806,,,,,,,,,,,,,caadf9a9-7028-4035-a87c-aad754487ee4,42,,"[56.7, 40.2]",3825657,1,,,,,-0.8225378,,Right Foot,,,,"[86.5, 8.1]",High Pass,,43.800114,,,,Rubén Castro Martín,6832.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Left Wing,4,Real Betis,218,['780862eb-b25b-4805-a134-3bbb922dbe11'],3,,,,,,,,,,,,,,,,Real Betis,218,00:01:03.668,Pass,
,,,,,,,,,,,,,,,,,1.427156,,,,,,,,,,,,,f5c9ee11-5d78-4528-967d-2f5b5539099b,45,,"[93.1, 7.5]",3825657,1,,,,,3.0816646,,Right Foot,,,,"[83.1, 8.1]",Ground Pass,,10.017983,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,4,Real Betis,218,['f564c781-a020-458d-b6e9-286b13028c74'],9,,,,,,,,,,,,,,,,Real Betis,218,00:01:09.859,Pass,
,,,,,,,,,,,,,,,,,1.098468,,,,,,,,,,,,,9eaf0025-b3d2-44bd-b0da-6e1d3ec4e454,54,,"[4.4, 69.1]",3825657,1,,,,,-1.4160795,,Right Foot,,,,"[6.1, 58.2]",Ground Pass,,11.031773,,,,Marcos Alberto Angeleri,27184.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,"['51e9c981-3643-49ff-a28a-b6f6808bfe8b', 'fa5d66ad-8572-438d-86c9-60ad160896c4']",16,,,,,,,,,,,,,,,,Málaga,223,00:01:16.657,Pass,True
,,,,,,,,,,,,,,,,,2.008535,,,,,,,,,,,,,41d3da4a-29b9-4ec5-8224-695cbba5f367,58,,"[4.1, 60.5]",3825657,1,,,,,0.06469831,,Right Foot,,,,"[39.6, 62.8]",High Pass,,35.57443,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Marcos Alberto Angeleri,27184.0,Right Center Back,5,Málaga,223,"['28be812a-adc3-4a44-9af2-09ba4069ad93', '73fbb426-3cfa-4933-b9e0-992f633334b3']",18,,,,,,,,,,,,,,,,Málaga,223,00:01:18.861,Pass,True
,,,,,,,,,,,,,,,,,3.358811,,,,,,,,,,,,,90d399f7-79fb-4ea2-840a-b5d6e3dad266,60,,"[41.6, 64.0]",3825657,1,,,,,-1.0702748,,Head,,,,"[57.9, 34.2]",High Pass,,33.966602,,Incomplete,,Adnane Tighadouini,8264.0,,,,,,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,5,Málaga,223,"['96787a2a-fae6-442f-81ec-4827303dfd7f', 'd1ce26b5-e5c3-48d3-99f7-498e19c95ecb']",20,,,,,,,,,,,,,,,,Málaga,223,00:01:20.936,Pass,
,,,,,,,,,,,,,,,,,1.102133,,,,,,,,,,,,,444886b9-cd23-44c5-bd96-331171c299e0,64,,"[63.6, 67.1]",3825657,1,,,,,0.9048271,,Right Foot,,,,"[71.3, 76.9]",Ground Pass,,12.463145,,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,6,Real Betis,218,['6b1fe381-c6cf-48fa-aa99-c3b3eb4ec7b6'],26,,,,,,,,,,,,,,,,Real Betis,218,00:01:26.855,Pass,
,,,,,,,,,,,,,,,,,1.180854,,,,,,,,,,,,,5049bc26-82c6-4d85-a931-421dd53aff39,67,,"[64.7, 72.3]",3825657,1,,,,,-1.6416453,,Right Foot,,,,"[63.6, 56.8]",Ground Pass,,15.538983,,,,Didier Digard,27345.0,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Wing,6,Real Betis,218,['8493871e-a1c5-4139-85ff-32d531f65ae7'],29,,,,,,,,,,,,,,,,Real Betis,218,00:01:29.641,Pass,
,,,,,,,,,,,,,,,,,1.975251,,,,,,,,,,,,,451b2fe1-5b47-46e7-9695-c7ef24cf31ae,77,,"[57.3, 52.5]",3825657,1,,,,,-1.7625844,,Left Foot,,,,"[55.3, 42.2]",Ground Pass,,10.492378,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Didier Digard,27345.0,Right Defensive Midfield,6,Real Betis,218,['9889929e-a8db-497c-9d0c-ea47df6ec55a'],33,,,,,,,,,,,,,,,,Real Betis,218,00:01:33.163,Pass,
,,,,,,,,,,,,,,,,,2.142893,,,,,,,,,,,,,6471dd03-4c70-408a-89da-da68038e72cd,80,,"[57.9, 35.0]",3825657,1,,,,,-1.5707964,,Right Foot,,,,"[57.9, 10.4]",Ground Pass,,24.6,,,,Francisco Miguel Varela Martín,24132.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,6,Real Betis,218,['9027b797-656c-4539-885e-480e40ae09cb'],36,,,,,,,,,,,,,,,,Real Betis,218,00:01:36.414,Pass,
,,,,,,,,,,,,,,,,,1.103173,,,,,,,,,,,,,00a12536-a02e-4433-80ba-8ff6f5bf70a4,83,,"[61.3, 8.1]",3825657,1,,,,,-0.029117981,,Left Foot,,,,"[71.6, 7.8]",Ground Pass,,10.304368,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,Regular Play,Francisco Miguel Varela Martín,24132.0,Left Back,6,Real Betis,218,['b646fdac-39ae-45b1-b926-0ae2aca7828f'],39,,,,,,,,,,,,,,,,Real Betis,218,00:01:39.737,Pass,
,,,,,,,,,,,,,,,,,1.653694,,,,,,,,,,,,,814390a5-32d8-4b05-bbb2-ad182a71bf4d,85,,"[69.3, 7.0]",3825657,1,,,,,2.725781,,Right Foot,,,,"[53.9, 13.8]",Ground Pass,,16.834488,,,,Heiko Westermann,27349.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Left Wing,6,Real Betis,218,['dd96c071-69f0-4108-9c0d-c74d8a428bcf'],40,,,,,,,,,,,,,,,,Real Betis,218,00:01:40.840,Pass,
,,,,,,,,,,,,,,,,,1.531727,,,,,,,,,,,,,08e11ac2-6d24-4e29-abfd-8746c3083563,87,,"[53.3, 16.1]",3825657,1,,True,,,1.6764619,,Left Foot,,,,"[51.9, 29.3]",Ground Pass,,13.2740345,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Heiko Westermann,27349.0,Left Center Back,6,Real Betis,218,['fd83f6a0-89d8-4d0d-b219-32d4e3b5346f'],43,,,,,,,,,,,,,,,,Real Betis,218,00:01:43.171,Pass,
,,,,,,,,,,,,,,,,,1.381901,,,,,,,,,,,,,d551cac9-216f-4991-bdcc-b4a2fc09764a,89,,"[51.9, 29.3]",3825657,1,,,,,0.7437556,,Right Foot,,,,"[61.9, 38.5]",Ground Pass,,13.58823,,,,Rafael van der Vaart,19724.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,6,Real Betis,218,['b3109d7b-efdc-4d76-953e-5c596876e884'],44,,,,,,,,,,,,,,,,Real Betis,218,00:01:44.789,Pass,
,,,,,,,,,,,,,,,,,1.908694,,,,,,,,,,,,,4ab4e2f7-2887-4c02-bf3b-8c04dafec90d,92,,"[59.0, 37.9]",3825657,1,,,,,-2.8716476,,Right Foot,,,,"[38.4, 32.2]",Ground Pass,,21.37405,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Rafael van der Vaart,19724.0,Center Attacking Midfield,6,Real Betis,218,['a975cbb5-d20e-403c-b659-f7516e86b77c'],46,,,,,,,,,,,,,,,,Real Betis,218,00:01:46.362,Pass,
,,,,,,,,,,,,,,,,,2.922122,,,,,,,,,,,,,b8c1ccdc-577b-4ae8-90e6-33b557795437,95,,"[36.1, 31.0]",3825657,1,,,,,2.6939437,,Right Foot,,,,"[10.9, 43.1]",Ground Pass,,27.954428,,,,Antonio Adán Garrido,6654.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Defensive Midfield,6,Real Betis,218,"['45b84c33-99cd-4197-a155-06ed0f5bd4a8', '98234868-55e8-484e-bfb6-97f9ff128b3c']",48,,,,,,,,,,,,,,,,Real Betis,218,00:01:48.271,Pass,True
,,,,,,,,,,,,,,,,,3.874351,,,,,,,,,,,,,36db9839-03ed-4e23-9cfb-e80c5d512d0b,97,,"[13.2, 39.6]",3825657,1,,,,,0.07339732,,Left Foot,,,,"[67.6, 43.6]",High Pass,,54.54686,,Incomplete,,Rafael van der Vaart,19724.0,,,,,,1,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,6,Real Betis,218,"['28ec238c-c640-463c-9d3b-eff0c303e289', 'e1d0e57a-2f57-41fd-8646-d8c497f36e61']",51,,,,,,,,,,,,,,,,Real Betis,218,00:01:51.193,Pass,
,,,,,,,,,,,,,,,,,1.274551,,,,,,,,,,,,,e1d0e57a-2f57-41fd-8646-d8c497f36e61,99,,"[52.5, 36.5]",3825657,1,,,,True,0.0,,,,,,"[66.2, 36.5]",Low Pass,,13.7,,Incomplete,,José Luis García del Pozo,6580.0,,,,,Recovery,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,6,Real Betis,218,"['190fbb45-569a-415c-a51b-50fd499f54a9', '36db9839-03ed-4e23-9cfb-e80c5d512d0b', 'cdbeaf7d-c2da-4d05-bc8f-9a5b74a2b43c', 'e4c109bd-f3cc-455f-9620-f6ccb5043eb8']",55,,,,,,,,,,,,,,,,Málaga,223,00:01:55.068,Pass,True
,,,,,,,,,,,,,,,,,3.019019,,,,,,,,,,,,,190fbb45-569a-415c-a51b-50fd499f54a9,103,,"[53.9, 43.6]",3825657,1,,,,,-0.80544,,Right Foot,,,,"[75.9, 20.7]",High Pass,,31.755472,,Incomplete,,Joaquín Sánchez Rodríguez,6651.0,,,,,Recovery,1,Regular Play,Didier Digard,27345.0,Right Defensive Midfield,6,Real Betis,218,"['173e8897-29d6-47f1-9021-f59febff79f4', '5153d1c5-f15a-4659-955d-b28ed8c468a3', 'c84e6561-9a2d-45d2-ae12-2af480b2c485', 'e1d0e57a-2f57-41fd-8646-d8c497f36e61']",56,,,,,,,,,,,,,,,,Real Betis,218,00:01:56.342,Pass,True
,,,,,,,,,,,,,,,,,2.25033,,,,,,,,,,,,,173e8897-29d6-47f1-9021-f59febff79f4,105,,"[44.2, 59.4]",3825657,1,,,,,0.24618493,,Head,,,,"[63.7, 64.3]",High Pass,,20.106218,,Incomplete,,Sérgio Paulo Barbosa Valente,25859.0,,,,,Recovery,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,6,Real Betis,218,"['104b5bfd-d688-4fda-9f2e-df8d72e76d72', '190fbb45-569a-415c-a51b-50fd499f54a9', '85060e84-572a-4efc-a544-6873472262d1']",59,,,,,,,,,,,,,,,,Málaga,223,00:01:59.361,Pass,
,,,,,,,,,,,,,,,,,0.955183,,,,,,,,,,,,,85060e84-572a-4efc-a544-6873472262d1,108,,"[56.4, 15.8]",3825657,2,,,,True,-0.2573237,,,,,,"[65.9, 13.3]",High Pass,,9.8234415,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,Recovery,1,Regular Play,Francisco Miguel Varela Martín,24132.0,Left Back,6,Real Betis,218,"['173e8897-29d6-47f1-9021-f59febff79f4', '6031ee41-c784-4d73-8810-7200e22b19dc', '93ed7452-73d6-46c4-9c3e-ef4fd73f70cc']",1,,,,,,,,,,,,,,,,Real Betis,218,00:02:01.611,Pass,True
,,,,,,,,,,,,,,,,,2.576055,,,,,,,,,,,,,3112705f-ab08-49e9-9c04-e418c1aa1d37,110,,"[68.8, 13.8]",3825657,2,,,,,0.03388533,,Head,,,,"[86.5, 14.4]",High Pass,,17.710167,,Incomplete,,Rubén Castro Martín,6832.0,,,,,,1,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Left Wing,6,Real Betis,218,"['de220dc6-74b2-4dbb-a7df-ff40a0419a41', 'eeb5eae4-46c2-4c03-8925-e6ab5363a3e6']",2,,,,,,,,,,,,,,,,Real Betis,218,00:02:02.567,Pass,
,,,,,,,,,,,,,,,,,0.093516,,,,,,,,,,,,,6cb5a1a3-b56a-4a8f-b6e2-48c8dc8f6a7a,115,,"[24.4, 72.0]",3825657,2,,,,,0.18131977,,Right Foot,,,,"[30.4, 73.1]",Low Pass,,6.1,,Incomplete,,Fernando Damián Tissone,19431.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,6,Real Betis,218,"['25b2939c-2a12-4690-a479-b0cd8d5a99dc', 'a27ad5d4-15e2-4cee-b242-8198b8c46fc8', 'cf9afbfd-a19b-45e1-8d97-3ec3500aaba7']",9,,,,,,,,,,,,,,,,Málaga,223,00:02:09.717,Pass,True
,,,,,,,,,,,,,,,,,0.566918,,,,,,,,,,,,,5ec44460-c5b8-4bd3-9452-6ec3b40d44fb,118,,"[78.5, 23.6]",3825657,2,,,,,2.1833339,,Right Foot,,,,"[73.3, 31.0]",Ground Pass,,9.044335,,,,Didier Digard,27345.0,,,,,Recovery,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,6,Real Betis,218,['44db4712-eb70-4c13-9e68-4b3f5999c4ff'],12,,,,,,,,,,,,,,,,Real Betis,218,00:02:12.212,Pass,
,,,,,,,,,,,,,,,,,0.475537,,,,,,,,,,,,,3edb6fea-32a6-441f-8c9e-a07feb31c5e3,120,,"[73.9, 28.2]",3825657,2,,,,,-1.5707964,,Right Foot,,,,"[73.9, 23.0]",Ground Pass,,5.2,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Didier Digard,27345.0,Right Defensive Midfield,6,Real Betis,218,['8f0155f9-4a84-4786-91aa-a21b6bc26bae'],12,,,,,,,,,,,,,,,,Real Betis,218,00:02:12.779,Pass,
