bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.036507,,,,,,,,,,,,,8df3aa55-6392-4fa6-b7ca-a04ddc17ded6,18,,"[79.5, 63.1]",3825855,0,,,,True,-0.17759617,,,,,"[91.2, 61.0]",,High Pass,,11.886968,Incomplete,,,,,,,,,,1,From Kick Off,Víctor Casadesús Castaño,23791.0,Right Center Forward,2,Levante UD,221,"['4c8a5ac7-6e2b-4e60-816b-84f86cf163bf', '51cdf689-f8d9-408b-b8e7-f91d6981b197']",12,,,,,,,,,,,,,,,,,Levante UD,221,00:00:12.958,Pass,True
,,,,,,,,,,,,,,,,0.636178,,,,,,,,,,,,,e12c2f42-e28f-4156-b625-d49578043549,21,,"[36.6, 27.9]",3825855,0,,,,,0.81986725,,Right Foot,,,"[47.8, 39.9]",,Ground Pass,,16.414627,Incomplete,,,,,,,,,,1,From Kick Off,Raúl Albentosa Redal,6727.0,Right Center Back,2,Levante UD,221,['e5337e02-0b36-4259-a9c7-848875ddc299'],16,,,,,,,,,,,,,,,,,Málaga,223,00:00:16.949,Pass,
,,,,,,,,,,,,,,,,2.375257,,,,,,,,,,,,,8fc539c8-9736-4f06-9cb3-277bb5670924,26,,"[83.4, 20.3]",3825855,0,,,,,-2.6295135,,Right Foot,,,"[68.1, 11.7]",,Ground Pass,,17.551353,,,Juan Francisco García García,26023.0,,,,,,,1,From Kick Off,José Luis Morales Nogales,6668.0,Left Midfield,2,Levante UD,221,['4e4982ea-d0ce-42db-9589-39d19965257a'],22,,,,,,,,,,,,,,,,,Levante UD,221,00:00:22.125,Pass,
,,,,,,,,,,,,,,,,1.04818,,,,,,,,,,,,,2d1a37e8-9792-4ff5-b4bf-8ab21a0ec8c8,29,,"[68.1, 11.7]",3825855,0,,,,,1.5604874,,Left Foot,,,"[68.3, 31.1]",,Ground Pass,,19.401031,,,José María Martín-Bejarano Serrano,23970.0,,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Back,2,Levante UD,221,['42e13117-45f2-4cbd-a4ec-0617060e9aa0'],24,,,,,,,,,,,,,,,,,Levante UD,221,00:00:24.756,Pass,
,,,,,,,,,,,,,,,,1.466686,,,,,,,,,,,,,163fb5b7-2b15-4eaf-a345-07ef0464a4c3,32,,"[68.8, 24.8]",3825855,0,,,,,-1.7963976,,Right Foot,,,"[64.6, 6.5]",,Ground Pass,,18.775782,,,Juan Francisco García García,26023.0,,,,,,,1,From Kick Off,José María Martín-Bejarano Serrano,23970.0,Left Defensive Midfield,2,Levante UD,221,['6d91302f-3798-4a06-ad38-46735cb78277'],26,,,,,,,,,,,,,,,,,Levante UD,221,00:00:26.320,Pass,
,,,,,,,,,,,,,,,,2.904095,,,,,,,,,,,,,b3930a65-1a42-4b46-9f53-737815f3d504,36,,"[59.5, 9.2]",3825855,0,,,,,2.339247,,Left Foot,,,"[39.2, 30.2]",,Ground Pass,,29.207705,,,Zouhair Feddal,6647.0,,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Back,2,Levante UD,221,"['a2fb735d-948a-43e2-ad6d-0fefdaf2f3e0', 'c0961977-2652-4887-8430-b59f955f10b1']",28,,,,,,,,,,,,,,,,,Levante UD,221,00:00:28.870,Pass,True
,,,,,,,,,,,,,,,,2.505343,,,,,,,,,,,,,cc9b84e5-2bdf-430d-a255-48ed5fa02678,39,,"[45.2, 33.0]",3825855,0,,,,,1.6905415,,Left Foot,,,"[40.7, 70.4]",,Ground Pass,,37.66975,,,Carl Medjani,27656.0,,,,,,,1,From Kick Off,Zouhair Feddal,6647.0,Left Center Back,2,Levante UD,221,['0860fb4a-8bdb-4b2b-844d-a4d5c17be582'],32,,,,,,,,,,,,,,,,,Levante UD,221,00:00:32.834,Pass,
,,,,,,,,,,,,,,,,3.328663,,,,,,,,,,,,,7b5da2d1-5ea6-491e-8b97-984f54654e85,42,,"[36.6, 69.7]",3825855,0,,,,,-2.6156285,,Right Foot,,,"[13.0, 56.0]",,Ground Pass,,27.288277,,,Diego Mariño Villar,23843.0,,,,,,,1,From Kick Off,Carl Medjani,27656.0,Right Center Back,2,Levante UD,221,['ccd75d7a-3ce0-4439-8fcd-26c862699fd5'],35,,,,,,,,,,,,,,,,,Levante UD,221,00:00:35.495,Pass,
,,,,,,,,,,,,,,,,3.166532,,,,,,,,,,,,,312bcc5b-936a-47d3-b33c-c8b92c02700a,46,,"[10.2, 65.2]",3825855,0,,,,,0.18437707,,Right Foot,,,"[72.4, 76.8]",,High Pass,,63.272427,Incomplete,,Mauricio Andrés Cuero Castillo,27463.0,,,,,,,1,From Kick Off,Diego Mariño Villar,23843.0,Goalkeeper,2,Levante UD,221,"['1add0359-035a-4a61-9c73-27e4e6934eb4', '4f8450f9-04d3-42d3-afb8-00ab9fa3c7fd', 'b1e2f610-51c1-443a-b102-0fa53ba01338']",39,,,,,,,,,,,,,,,,,Levante UD,221,00:00:39.715,Pass,True
,,,,,,,,,,,,,,,,2.113805,,,,,,,,,,,,,4f8450f9-04d3-42d3-afb8-00ab9fa3c7fd,49,,"[47.5, 3.3]",3825855,0,,,,True,-0.1882215,,,,,"[64.3, 0.1]",,Low Pass,,17.102047,Out,,,,,,,,,Recovery,1,From Kick Off,Federico Ricca Rostagnol,6844.0,Left Back,2,Levante UD,221,"['312bcc5b-936a-47d3-b33c-c8b92c02700a', '623bdd8b-863b-4282-a708-a3124015d217']",42,,,,,,,,,,,,,,,,,Málaga,223,00:00:42.882,Pass,True
,,,,,,,,,,,,,,,,1.552273,,,,,,,,,,,,,7ae0154c-cd5c-4d67-be57-0590dbbe17fa,51,,"[63.1, 80.0]",3825855,0,,,,,-0.25218314,,,,,"[79.4, 75.8]",,Low Pass,,16.832409,,,Giuseppe Rossi,7141.0,,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,3,Levante UD,221,['1c971eee-476c-4b66-a87d-370e8238acf6'],54,,,,,,,,,,,,,,,,,Levante UD,221,00:00:54.684,Pass,
,,,,,,,,,,,,,,,,0.874131,,,,,,,,,,,,,b66e8bd8-2102-4feb-b41e-5d1d3223ffff,56,,"[72.6, 72.6]",3825855,0,,,,,-1.7312546,,Left Foot,,,"[69.8, 55.3]",,Low Pass,,17.525126,Incomplete,,,,,,,,,,1,From Throw In,Giuseppe Rossi,7141.0,Left Center Forward,3,Levante UD,221,"['a66e9c49-530b-4498-b39b-aca822f4f768', 'cc43c970-5c53-4b7b-a5ca-09a211e06185']",58,,,,,,,,,,,,,,,,,Levante UD,221,00:00:58.513,Pass,True
,,,,,,,,,,,,,,,,1.504883,,,,,,,,,,,,,6e110d59-f6ae-48e2-9eef-a208b36549f4,59,,"[76.6, 53.6]",3825855,1,,,,,-1.7782925,,Right Foot,,,"[75.0, 46.0]",,Ground Pass,,7.7665954,Incomplete,,,,,,,,,Recovery,1,From Throw In,Víctor Casadesús Castaño,23791.0,Right Center Forward,3,Levante UD,221,['1551c776-e422-4664-9102-caedc7c797c6'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:01:00.536,Pass,
,,,,,,,,,,,,,,,,0.483893,,,,,,,,,,,,,9fb82c2d-99b4-4791-a4a5-fbb826efb7b1,62,,"[77.3, 50.8]",3825855,1,,,,,-1.7561443,,Left Foot,,,"[76.4, 46.0]",,Ground Pass,,4.883646,Incomplete,,,,,,,,,Interception,1,From Throw In,Víctor Casadesús Castaño,23791.0,Right Center Forward,3,Levante UD,221,['49f7a19a-992b-4aa5-b207-ad236b23e67e'],2,,,,,,,,,,,,,,,,,Levante UD,221,00:01:02.668,Pass,
,,,,,,,,,,,,,,,,1.855787,,,,,,,,,,,,,069e4f2f-b869-47eb-b5ab-b0724aca50c1,69,,"[96.9, 33.1]",3825855,1,,,,,-0.58995575,,Right Foot,,,"[108.7, 25.2]",,Ground Pass,,14.200352,,,José Luis Morales Nogales,6668.0,,,,,,,1,From Throw In,Víctor Casadesús Castaño,23791.0,Right Center Forward,3,Levante UD,221,['6109be12-549a-44f8-9d23-eebe47b33fc3'],7,,,,,,,,,,,,,,,,,Levante UD,221,00:01:07.108,Pass,
,,,,,,,,,,,,,,,,1.046508,,,,,,,,,,,,,71637e45-150f-4f92-8fdc-0b6ff0762bd3,72,,"[114.7, 18.6]",3825855,1,,,,,-2.752276,,Right Foot,,,"[99.1, 12.2]",,Ground Pass,,16.861792,,,Juan Francisco García García,26023.0,,,,,,,1,From Throw In,José Luis Morales Nogales,6668.0,Left Midfield,3,Levante UD,221,['81899ca4-3d78-437f-ac73-6043948c15ae'],10,,,,,,,,,,,,,,,,,Levante UD,221,00:01:10.454,Pass,
,,,,,,,,,,,,,,,,1.499384,,,,,,,,,,,,,16c7173e-481f-4296-b370-f2e3ca52c5cc,75,,"[99.1, 12.2]",3825855,1,,,,,2.0140386,,Left Foot,,,"[94.4, 22.1]",,Ground Pass,,10.959015,Incomplete,,,,,,,,,,1,From Throw In,Juan Francisco García García,26023.0,Left Back,3,Levante UD,221,['1c49218f-be86-4144-9442-d1aa2e98c988'],11,,,,,,,,,,,,,,,,,Levante UD,221,00:01:11.735,Pass,
,,,,,,,,,,,,,,,,1.110587,,,,,,,,,,,,,8c40d8b4-9b18-4e25-8f30-73829da03150,77,,"[66.4, 10.3]",3825855,1,,,,,-0.11909188,,Left Foot,,,"[89.8, 7.5]",,Low Pass,,23.566925,,,José Luis Morales Nogales,6668.0,,,,,,Recovery,1,From Throw In,Juan Francisco García García,26023.0,Left Back,3,Levante UD,221,['a5a2b9fa-15c7-4a74-bea7-953b4d42ae57'],16,,,,,,,,,,,,,,,,,Levante UD,221,00:01:16.812,Pass,
,,,,,,,,,,,,,,,,0.186246,,,,,,,,,,,,,2cc86551-72b1-4c7c-981a-ade4e10278ba,84,,"[112.1, 15.1]",3825855,1,,,,,1.5707964,,Left Foot,,,"[112.1, 17.9]",,High Pass,,2.8,Incomplete,,,,,,,,,,1,From Throw In,José Luis Morales Nogales,6668.0,Left Midfield,3,Levante UD,221,['4bcf0160-ba2f-4189-96c7-9b7b252e2ec0'],23,,,,,,,,,,,,,,,,,Levante UD,221,00:01:23.756,Pass,
,,,,,,,,,,,,,,,,1.89936,,,,,,,,,,,,,5f706384-1e53-4349-ac4b-dda79f3cc317,86,,"[120.0, 0.1]",3825855,1,,,,,2.4533803,,Right Foot,,,"[100.3, 16.3]",,Ground Pass,,25.50549,,,José Antonio García Rabasco,24149.0,,,,,,Corner,1,From Corner,José Luis Morales Nogales,6668.0,Left Midfield,4,Levante UD,221,['073d5a03-c1af-4c92-b10f-88ee9ced7528'],46,,,,,,,,,,,,,,,,,Levante UD,221,00:01:46.548,Pass,
,,,,,,,,,,,,,,,,2.311719,,,,,,,,,,,,,356f9257-0769-4360-a191-fc98d86971bc,89,,"[90.8, 12.2]",3825855,1,,,,,1.9733498,,Right Foot,,,"[77.6, 43.2]",,Ground Pass,,33.69332,,,José María Martín-Bejarano Serrano,23970.0,,,,,,,1,From Corner,José Antonio García Rabasco,24149.0,Right Defensive Midfield,4,Levante UD,221,['2b634bb5-55bb-4c1e-a046-8901349744c2'],50,,,,,,,,,,,,,,,,,Levante UD,221,00:01:50.041,Pass,
,,,,,,,,,,,,,,,,2.673232,,,,,,,,,,,,,6247fcc9-f100-450e-ac5f-ed6102687377,92,,"[77.6, 44.4]",3825855,1,,,,,-0.7026606,,Right Foot,,,"[110.9, 16.2]",,High Pass,,43.636337,Incomplete,,José Luis Morales Nogales,6668.0,,,,,,,1,From Corner,José María Martín-Bejarano Serrano,23970.0,Left Defensive Midfield,4,Levante UD,221,"['a10c3737-dd9e-4d7d-b135-822f8f0650c2', 'd26c83bd-b7d1-4e08-ba11-0f08107115d7']",53,,,,,,,,,,,,,,,,,Levante UD,221,00:01:53.282,Pass,
,,,,,,,,,,,,,,,,5.154544,,,,,,,,,,,,,a56d1463-2a5c-4759-a006-9ff81ae44923,99,,"[15.3, 69.7]",3825855,2,,True,,,-0.3047655,,Right Foot,,,"[97.0, 44.0]",,High Pass,,85.646835,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,6,Málaga,223,['646caa43-7b23-46cc-b98f-0cf2ae949de3'],28,,,,,,,,,,,,,,,,,Málaga,223,00:02:28.944,Pass,
,,,,,,,,,,,,,,,,2.205418,,,,,,,,,,,,,5cd2d387-1e97-4492-aecf-502e92f931a2,101,,"[69.5, 80.0]",3825855,2,,True,,,-1.4502894,,,,,"[72.6, 54.4]",,Low Pass,,25.787012,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,7,Málaga,223,['ab6932af-b94e-4aa8-a185-745b5c3ae99d'],46,,,,,,,,,,,,,,,,,Málaga,223,00:02:46.673,Pass,
,,,,,,,,,,,,,,,,0.673424,,,,,,,,,,,,,9a37ccd6-1977-44f4-bfeb-d9b08710ce23,104,,"[73.0, 53.9]",3825855,2,,,,,-1.9343232,,Right Foot,,,"[69.5, 44.7]",,Ground Pass,,9.843272,,,Pablo Fornals Malla,6764.0,,,,,,,1,From Throw In,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,7,Málaga,223,"['4e0ce43b-8df5-4361-ba39-c24fc7575b6f', '5c14a704-0108-46ec-9275-0826b23d00f3']",48,,,,,,,,,,,,,,,,,Málaga,223,00:02:48.988,Pass,True
,,,,,,,,,,,,,,,,1.273084,,,,,,,,,,,,,296ae6a3-de79-4e51-bb41-25d197e6c139,106,,"[69.5, 44.7]",3825855,2,,,,,-1.1522418,83a15b33-f777-4f8c-b9d9-db53e8f4bb51,Right Foot,,,"[82.0, 16.6]",,Ground Pass,,30.754837,,,Gonzalo Castro Irizábal,6740.0,True,,,,,,1,From Throw In,Pablo Fornals Malla,6764.0,Left Defensive Midfield,7,Málaga,223,['f7723c7f-de66-4bd8-bef9-cdfcd6d7a2e6'],49,,,,,,,,,,,,,,,,,Málaga,223,00:02:49.661,Pass,
,,,,,,,,,,,,,,,,1.555144,,,,,,,,,,,,,082114ab-0be9-4434-9473-c4349d3333ad,112,,"[120.0, 0.1]",3825855,3,,,,,1.8568478,,Left Foot,,,"[110.0, 34.1]",,High Pass,,35.44009,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Gonzalo Castro Irizábal,6740.0,Left Midfield,8,Málaga,223,['64e41414-8f73-4c13-a79d-1b4391bf6ccb'],28,,,,,,,,,,,,,,,,,Málaga,223,00:03:28.777,Pass,
,,,,,,,,,,,,,,,,1.008426,,,,,,,,,,,,,7a7b8aa5-e8d1-4f0c-8451-0e2c272f56ee,114,,"[95.0, 22.7]",3825855,3,,,,,1.4943689,,Head,,,"[96.7, 44.9]",,High Pass,,22.264996,,,Pablo Fornals Malla,6764.0,,,,,,Recovery,1,From Corner,Miguel Torres Gómez,6878.0,Left Center Back,8,Málaga,223,['c8b3af61-02d3-4ae5-a2ed-576dfe83ea12'],32,,,,,,,,,,,,,,,,,Málaga,223,00:03:32.085,Pass,
,,,,,,,,,,,,,,,,1.909362,,,,,,,,,,,,,f6fbaa94-d75b-4818-ae70-cb2c3a2e892e,116,,"[95.8, 44.9]",3825855,3,,,,,-0.39117524,,Head,,,"[113.5, 37.6]",,High Pass,,19.146278,Incomplete,,,,,,,,,,1,From Corner,Pablo Fornals Malla,6764.0,Left Defensive Midfield,8,Málaga,223,['f51128fe-88cc-4f1b-80a5-0c937bfa62db'],33,,,,,,,,,,,,,,,,,Málaga,223,00:03:33.094,Pass,
,,,,,,,,,,,,,,,,6.768675,,,,,,,,,,,,,f0d00f3b-6922-4d76-b648-3aa88cf42fc2,119,,"[6.6, 42.5]",3825855,3,,,,,0.29669613,,Drop Kick,,,"[108.0, 73.5]",,High Pass,,106.03282,Incomplete,,,,,,,,,,1,From Corner,Diego Mariño Villar,23843.0,Goalkeeper,8,Málaga,223,['1c9b1366-df29-4732-8fac-6afd40e09903'],37,,,,,,,,,,,,,,,,,Levante UD,221,00:03:37.062,Pass,
,,,,,,,,,,,,,,,,2.351746,,,,,,,,,,,,,44eb7f42-e84e-47f7-bc51-62b256367c4d,123,,"[11.1, 1.9]",3825855,3,,,,,-0.039281093,,Left Foot,,,"[34.0, 1.0]",,Low Pass,,22.917679,Incomplete,,,,,,,,,,1,From Corner,Roberto José Rosales Altuve,6569.0,Right Back,8,Málaga,223,"['3ccfabd3-ffdd-4840-b13f-6343ae99ab17', '441f4a9d-59c5-4efa-b0fb-ed6108fc425a']",45,,,,,,,,,,,,,,,,,Málaga,223,00:03:45.193,Pass,True
,,,,,,,,,,,,,,,,1.002227,,,,,,,,,,,,,694664b3-3c79-4774-aa62-5843eb5f2b60,126,,"[86.1, 79.1]",3825855,3,,,,,-1.366963,,Right Foot,,,"[89.8, 61.2]",,Ground Pass,,18.278402,,,Giuseppe Rossi,7141.0,,,,,,,1,Regular Play,Pedro López Muñoz,6787.0,Right Back,9,Levante UD,221,['314bc625-2dba-49f6-a712-6bbc867b2cac'],48,,,,,,,,,,,,,,,,,Levante UD,221,00:03:48.404,Pass,
,,,,,,,,,,,,,,,,1.399316,,,,,,,,,,,,,fd69b480-19d7-4131-9585-99f11fad1ea0,130,,"[89.9, 61.2]",3825855,3,,,,,-2.7460215,,Left Foot,,,"[80.8, 57.4]",,Ground Pass,,9.861542,,,José Antonio García Rabasco,24149.0,,,,,,,1,Regular Play,Giuseppe Rossi,7141.0,Left Center Forward,9,Levante UD,221,"['13d33383-8c95-4fea-bfc0-477a112289aa', 'f0bc711b-04c0-442c-9cd8-182172fa15ac']",49,,,,,,,,,,,,,,,,,Levante UD,221,00:03:49.482,Pass,True
