50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.909057,,,,,,,,,,,,,67fd6fd8-8d4e-47e7-a55c-6249f717b689,18,,"[60.8, 66.9]",3825901,0,,,,,-1.6545162,,Right Foot,,,,"[59.6, 52.6]",,Ground Pass,,14.350262,,,Incomplete,,,,,,,,,,1,From Kick Off,João Pedro Cavaco Cancelo,7005.0,Right Wing,2,Valencia,207,['c82e7bfd-64eb-4c70-9820-c1545e4dc4e6'],8,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:08.090,Pass,
,,,,,,,,,,,,,,,,,,0.575854,,,,,,,,,,,,,c82e7bfd-64eb-4c70-9820-c1545e4dc4e6,19,,"[60.5, 27.5]",3825901,0,,,,,-0.6435011,,Right Foot,,,,"[66.1, 23.3]",,Ground Pass,,7.0,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,Recovery,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,3,Real Madrid,220,"['67fd6fd8-8d4e-47e7-a55c-6249f717b689', '9fd5dbb2-5337-4354-8490-fc2f103b23f3']",9,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.999,Pass,
,,,,,,,,,,,,,,,,,,0.520757,,,,,,,,,,,,,2f8cb6ad-2548-4a15-a2b6-0b562d252b9f,23,,"[68.6, 23.7]",3825901,0,,,,,-0.5597969,,Left Foot,,,,"[76.1, 19.0]",,Ground Pass,,8.850988,,,,,Karim Benzema,19677.0,,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,"['2b048150-4316-417f-b8f2-b136bc64988e', '633e3ebf-7cbd-4db1-ae40-dc8aa1c2409a']",11,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:11.193,Pass,True
,,,,,,,,,,,,,,,,,,1.183173,,,,,,,,,,,,,7330369c-be60-430a-a4e7-5fb267eefc20,27,,"[75.9, 19.4]",3825901,0,,,,,1.6475682,,Right Foot,,,,"[75.5, 24.6]",,Low Pass,,5.215362,,,Incomplete,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,Regular Play,Karim Benzema,19677.0,Center Forward,3,Real Madrid,220,"['33f5c7e9-7a97-471f-a2d2-498271bb72f4', '52dc5f15-bd54-43b4-81c3-f21ba6515056']",11,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:11.754,Pass,
,,,,,,,,,,,,True,,,,,,1.191281,,,,,,,,,,,,,33f5c7e9-7a97-471f-a2d2-498271bb72f4,30,,"[44.6, 55.5]",3825901,0,,,,,1.8301281,,Left Foot,,,,"[43.3, 60.4]",,High Pass,,5.0695167,,,,,Shkodran Mustafi,3638.0,,,,,,Interception,1,Regular Play,Javier Fuego Martínez,6751.0,Left Center Midfield,3,Real Madrid,220,"['7330369c-be60-430a-a4e7-5fb267eefc20', '9ab5d745-d179-4b5c-879f-254f69374c86', 'a2f2be06-61fa-454d-a0f2-1cefb1d3a77b']",12,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:12.937,Pass,True
,,,,,,,,,,,,,,,,,,0.496046,,,,,,,,,,,,,acd8b2fe-2b51-4b97-bd56-87aae5146f2f,33,,"[43.5, 60.4]",3825901,0,,,,,-0.7136262,,Right Foot,,,,"[51.7, 53.3]",,Ground Pass,,10.846659,,,Incomplete,,,,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,3,Real Madrid,220,['d3ad11a9-9b69-43c9-a058-8d7bb8fe2018'],14,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:14.168,Pass,
,,,,,,,,,,,,,,,,,,0.712557,,,,,,,,,,,,,876c2da7-cd51-4349-a238-ad9d5ccdccf5,36,,"[74.2, 19.4]",3825901,0,,,,True,-2.549406,,,,,,"[68.7, 15.7]",,Low Pass,,6.6287255,,,,,Toni Kroos,5574.0,,,,,,Recovery,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,"['35458fc4-b6b0-487c-875f-6fa22572261d', 'a698e19b-8df3-4cc9-a120-8b7c270a6e72']",15,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:15.697,Pass,True
,,,,,,,,,,,,,,,,,,1.536918,,,,,,,,,,,,,22a77f31-c1cc-422e-bf5b-6b6a60c29a20,40,,"[62.5, 17.7]",3825901,0,,,,,3.069774,,Left Foot,,,,"[48.6, 18.7]",,Ground Pass,,13.935925,,,,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Right Center Midfield,3,Real Madrid,220,"['a14941ae-645b-4cd4-ac29-f889d6da92e2', 'a2c7af7d-8f0f-4029-981d-039b935da1d2']",18,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:18.741,Pass,True
,,,,,,,,,,,,,,,,,,0.973349,,,,,,,,,,,,,11390815-79d9-4f36-bf87-45302344f48d,43,,"[49.5, 26.8]",3825901,0,,,,,-1.4940244,,Right Foot,,,,"[50.5, 13.8]",,Ground Pass,,13.038404,,,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['dddcf952-13c4-42c1-8060-4f5d2b8c768c'],24,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:24.219,Pass,
,,,,,,,,,,,,,,,,,,1.700469,,,,,,,,,,,,,59f32cbf-e367-4194-8ffe-38e9dab0cdad,47,,"[48.8, 15.8]",3825901,0,,,,,1.4711276,,Right Foot,,,,"[51.7, 44.8]",,Ground Pass,,29.14464,,,,,James David Rodríguez Rubio,5695.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Right Center Midfield,3,Real Madrid,220,"['1b82c148-90f3-431f-9cff-bedc2e419e14', '2ee00595-2936-4c52-b5cf-fe6cd369f275']",26,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:26.780,Pass,True
,,,,,,,,,,,,,,,,,,0.733289,,,,,,,,,,,,,eb7b3747-7e5c-4cba-85ea-2a5c380c9831,50,,"[48.2, 37.9]",3825901,0,,,,,-0.5505494,,Left Foot,,,,"[58.3, 31.7]",,Ground Pass,,11.85116,,,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Left Center Midfield,3,Real Madrid,220,['7579772d-4cb2-4c44-9ddb-9b82337be7b0'],30,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.150,Pass,
,,,,,,,,,,,,,,,,,,1.573126,,,,,,,,,,,,,724c8fb0-a8a7-4ce5-a7de-944c1fce9cc4,53,,"[58.3, 31.7]",3825901,0,,,,,2.020793,,Right Foot,,,,"[46.9, 55.3]",,Ground Pass,,26.209158,,,,,Raphaël Varane,5485.0,,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,3,Real Madrid,220,['c4133a01-40c4-4266-9711-a795939d70f3'],30,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.924,Pass,
,,,,,,,,,,,,,,,,,,0.102178,,,,,,,,,,,,,f44e2303-039c-4206-9bc0-c45c212ab935,59,,"[50.8, 45.4]",3825901,0,,,,,2.7744188,,Right Foot,,,,"[49.5, 45.9]",,Ground Pass,,1.3928388,,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,3,Real Madrid,220,"['2388d28c-1c2e-46c6-8077-356eed9988c7', '86fe4522-b810-4a8a-9ab0-0638806cc52a']",34,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:34.483,Pass,True
,,,,,,,,,,,,,,,,,,0.71433,,,,,,,,,,,,,f375eb08-19d8-4ccb-8aa8-9f790e74837e,63,,"[58.9, 42.8]",3825901,0,,,,,-0.038197972,,Right Foot,,,,"[74.6, 42.2]",,Ground Pass,,15.711461,,,,,Francisco Alcácer García,6402.0,,,,,,,1,Regular Play,Enzo Nicolás Pérez,5741.0,Center Defensive Midfield,4,Valencia,207,['9079e55c-e740-4ac3-ab89-dd757761239a'],37,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:37.283,Pass,
,,,,,,,,,,,,,,,,,,0.785502,,,,,,,,,,,,,f2ca35c7-4a2e-4a54-b60b-9448e8ca1753,66,,"[74.3, 42.6]",3825901,0,,,,,-3.1172073,,Left Foot,,,,"[70.2, 42.5]",,Ground Pass,,4.101219,,,,,Daniel Parejo Muñoz,6595.0,,,,,,,1,Regular Play,Francisco Alcácer García,6402.0,Center Forward,4,Valencia,207,"['0c2895dc-c2d7-4021-983c-1e85d037d9bd', '79765029-a345-40bf-843e-500d4293d704']",37,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:37.998,Pass,True
,,,,,,,,,,,,,,,,,,1.898318,,,,,,,,,,,,,b21c883e-673c-4563-8c5c-a0a02cf929da,69,,"[70.2, 37.7]",3825901,0,,,,,-1.446065,,Right Foot,,,,"[74.3, 5.0]",,Ground Pass,,32.95603,,,,,Guilherme Magdalena Siqueira,26780.0,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,4,Valencia,207,['2f4baec2-3639-415c-9d29-18c33769bff4'],40,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:40.556,Pass,
,,,,,,,,,,,,,,,,,,0.959382,,,,,,,,,,,,,33a0a817-88f9-4320-8fb9-a94da2a98078,72,,"[78.7, 6.0]",3825901,0,,,,,2.5258193,,Left Foot,,,,"[68.1, 13.5]",,Ground Pass,,12.984991,,,,,Javier Fuego Martínez,6751.0,,,,,,,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,4,Valencia,207,['8c418447-8010-4c78-b6dd-d74c1427227d'],43,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:43.610,Pass,
,,,,,,,,,,,,,,,,,,1.350606,,,,,,,,,,,,,73ea2937-437a-4b1f-b57f-a0bd03238d09,76,,"[67.6, 12.5]",3825901,0,,,,,0.17707315,,Right Foot,,,,"[77.1, 14.2]",,Ground Pass,,9.650907,,,,,Rodrigo Moreno Machado,5718.0,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Left Center Midfield,4,Valencia,207,"['3a68d11c-76dc-427d-ba46-24bb29cb4cdc', 'e2a3a16b-9104-40f7-a6c8-3c7f5446a9be']",46,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:46.064,Pass,True
,,,,,,,,,,,,,,,,,,0.599322,,,,,,,,,,,,,28113a62-5287-4fd5-bfd7-c29422bfba6a,84,,"[31.5, 77.6]",3825901,0,,,,,-0.04164258,,Right Foot,,,,"[38.7, 77.3]",,Ground Pass,,7.2062473,,,,,Lucas Vázquez Iglesias,5200.0,,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Right Back,5,Real Madrid,220,['325948c0-91a3-432c-b0b2-9ab207ca7b6a'],52,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.291,Pass,
,,,,,,,,,,,,,,,,,,1.309165,,,,,,,,,,,,,d6f3e278-211c-4741-acaf-c1f30d2e3f0f,87,,"[38.7, 77.3]",3825901,0,,,,,-1.960113,,Right Foot,,,,"[33.9, 65.6]",,Ground Pass,,12.646343,,,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,Regular Play,Lucas Vázquez Iglesias,5200.0,Right Wing,5,Real Madrid,220,['67f45dc2-e346-4f67-8448-9254664f34ae'],53,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:53.442,Pass,
,,,,,,,,,,,,,,,,,,0.588816,,,,,,,,,,,,,2a3d8e14-5aab-4f1a-8fe2-8f48a8b4af3f,90,,"[35.2, 59.7]",3825901,0,,,,,-0.86498433,,Right Foot,,,,"[42.7, 50.9]",,Ground Pass,,11.562439,,,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,5,Real Madrid,220,['085639e5-ad50-4320-9c1e-3536d954167e'],56,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:56.833,Pass,
,,,,,,,,,,,,,,,,,,2.108938,,,,,,,,,,,,,c77ba942-89bb-45f2-b48d-0bdf1a00aa81,93,,"[42.7, 50.9]",3825901,0,,,,,-2.2056565,,Left Foot,,,,"[27.6, 30.4]",,Ground Pass,,25.46095,,,,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Right Center Midfield,5,Real Madrid,220,['2c7df0f1-9e32-448f-b8df-803bec304ce3'],57,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:57.661,Pass,
,,,,,,,,,,,,,,,,,,0.818368,,,,,,,,,,,,,1299eb7a-f076-4dbc-a0d0-c6b38ea9a797,96,,"[40.9, 22.4]",3825901,1,,,,,0.6435011,,Right Foot,,,,"[48.5, 28.1]",,Ground Pass,,9.5,,,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,5,Real Madrid,220,['250fb59b-1104-4f11-9300-547b6a37a60f'],4,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:04.980,Pass,
,,,,,,,,,,,,,,,,,,1.211924,,,,,,,,,,,,,5700d42b-a912-4db8-8835-9271c5cb6694,99,,"[43.0, 29.0]",3825901,1,,,,,2.2088823,,Right Foot,,,,"[36.4, 37.9]",,Ground Pass,,11.080162,,,,,Raphaël Varane,5485.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Right Center Midfield,5,Real Madrid,220,['ae2e6806-ba46-4a9a-b802-e13ba8937673'],7,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:07.735,Pass,
,,,,,,,,,,,,,,,,,,1.609887,,,,,,,,,,,,,33eb13d1-f31e-4187-a2f4-93c7ab98abbb,102,,"[35.5, 41.6]",3825901,1,,,,,1.2437919,,Right Foot,,,,"[47.1, 75.8]",,Ground Pass,,36.11371,,,,,Danilo Luiz da Silva,3063.0,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,5,Real Madrid,220,['09304091-8c92-4d28-b780-378690bcf26c'],9,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:09.946,Pass,
,,,,,,,,,,,,,,,,,,0.805669,,,,,,,,,,,,,613ea782-4ee5-4358-826f-8b7b37e46cdf,105,,"[42.0, 65.9]",3825901,1,,,,,-2.4493818,,Right Foot,,,,"[30.3, 56.2]",,Ground Pass,,15.198027,,,,,Raphaël Varane,5485.0,,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Right Back,5,Real Madrid,220,['7b46cd13-6c14-498c-9fde-589c9b4e8f03'],13,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:13.493,Pass,
,,,,,,,,,,,,,,,,,,1.87707,,,,,,,,,,,,,14cc38e3-2b46-435f-85a1-13d5fc88aa7c,108,,"[31.3, 56.2]",3825901,1,,,,,-1.487655,,Right Foot,,,,"[34.1, 22.6]",,Ground Pass,,33.716465,,,,,Sergio Ramos García,5201.0,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,5,Real Madrid,220,['b3f658dc-b86f-4865-8680-0f0ab581ea57'],15,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:15.264,Pass,
,,,,,,,,,,,,,,,,,,2.543471,,,,,,,,,,,,,0fa11692-c414-4faf-ba27-c55d13d21573,111,,"[56.1, 27.6]",3825901,1,,,,,0.61466295,,Right Foot,,,,"[93.5, 54.0]",,High Pass,,45.779034,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,5,Real Madrid,220,"['944857fc-0566-48e7-8734-2eda8e26e110', 'a80831a8-3c32-4c78-9ad4-bb6c55e458c1']",20,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:20.820,Pass,
,,,,,,,,,,,,,,,,,,3.09692,,,,,,,,,,,,,a80831a8-3c32-4c78-9ad4-bb6c55e458c1,113,,"[26.6, 26.1]",3825901,1,,,,,2.5882983,,Head,,,,"[6.2, 38.7]",,High Pass,,23.97749,,,,,Diego Alves Carreira,25144.0,,,,,,Interception,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,6,Valencia,207,"['02cfb63e-e04a-4a34-b30a-8a2137beeadd', '0fa11692-c414-4faf-ba27-c55d13d21573']",23,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:23.363,Pass,
,,,,,,,,,,,,,,,,,,2.306481,,,,,,,,,,,,,b3999688-cd1b-4c7e-b98a-9ce69cff8410,116,,"[12.4, 41.8]",3825901,1,,,,,-0.13176227,,Left Foot,,,,"[29.0, 39.6]",,Ground Pass,,16.745148,,,,,Enzo Nicolás Pérez,5741.0,,,,,,,1,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,6,Valencia,207,['6a7d7811-7644-4620-8b63-955421f69166'],30,,,,,,,,,,,,,,,,,,,Valencia,207,00:01:30.850,Pass,
