50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.939599,,,,,,,,,,,f148b397-1564-4331-83ac-d173330a0953,15,,,"[28.4, 51.3]",3825838,0,,True,,,-1.2490457,,Right Foot,,,,"[41.5, 12.0]",,Ground Pass,,41.42584,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,Free Kick,1,From Free Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,3,Athletic Club,215,['b1f5cc41-abc6-4d4f-9ff3-58107f075c55'],29,,,,,,,,,,,,,,,,Athletic Club,215,00:00:29.405,Pass,
,,,,,,,,,,,,,,,,,,2.088777,,,,,,,,,,,6bf4307b-6c1d-467e-b770-bb75f2e6d83a,17,,,"[44.0, 20.2]",3825838,0,,,,,1.7347524,,Left Foot,,,,"[39.5, 47.4]",,Ground Pass,,27.569729,,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Free Kick,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,3,Athletic Club,215,['09f730e5-1fb1-4ae7-8a57-04ad9e071471'],32,,,,,,,,,,,,,,,,Athletic Club,215,00:00:32.481,Pass,
,,,,,,,,,,,,,,,,,,2.90841,,,,,,,,,,,7c84e0c2-177b-444f-848e-1e1e3558be02,20,,,"[39.3, 53.1]",3825838,0,,,,,0.29958382,,Right Foot,,,,"[91.1, 69.1]",,High Pass,,54.21476,,Incomplete,,,,,,,,,1,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,3,Athletic Club,215,['4bf6bb6d-633d-48b5-b225-6b6b36041f6c'],36,,,,,,,,,,,,,,,,Athletic Club,215,00:00:36.195,Pass,
,,,,,,,,,,,,True,,,,,,1.930825,,,,,,,,,,,4bf6bb6d-633d-48b5-b225-6b6b36041f6c,21,,,"[29.0, 11.0]",3825838,0,,,,,0.2928054,,Head,,,,"[42.6, 15.1]",,High Pass,,14.2045765,,,,Saúl Ñíguez Esclapez,6381.0,,,,,Interception,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,"['7c84e0c2-177b-444f-848e-1e1e3558be02', '90c90527-136d-4289-a4a1-f42f67acdb9a']",39,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:39.104,Pass,
,,,,,,,,,,,,,,,,,,1.042941,,,,,,,,,,,ebbe304c-039d-4f3b-9086-27c10074729b,24,,,"[42.2, 15.7]",3825838,0,,,,True,2.5192897,,,,,,"[28.4, 25.6]",,Low Pass,,16.983816,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Midfield,4,Atlético Madrid,212,"['1cca9dcd-751c-4388-b34b-d85d6c9fae14', '7b5391f2-6921-4212-b3d4-f95a9959d213']",41,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:41.035,Pass,True
,,,,,,,,,,,,,,,,,,2.770835,,,,,,,,,,,eb63057a-3eb6-4c5c-ae4b-f26104a0dd32,26,,,"[28.4, 25.6]",3825838,0,,,,,-0.56887764,,Right Foot,,,,"[67.5, 0.6]",,High Pass,,46.409157,,Out,,,,,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,4,Atlético Madrid,212,,42,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:42.078,Pass,
,,,,,,,,,,,,,,,,,,1.649373,,,,,,,,,,,ffd2073b-c14f-4a1e-8f5d-6cc07c7e5968,27,,,"[45.4, 80.0]",3825838,0,,,,,-2.837517,,,,,,"[21.5, 72.5]",,Low Pass,,25.049152,,,,Eneko Bóveda Altube,6386.0,,,,,Throw-in,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,5,Athletic Club,215,['0cf0eb92-3af6-4fbf-a158-3331d2c5c014'],51,,,,,,,,,,,,,,,,Athletic Club,215,00:00:51.108,Pass,
,,,,,,,,,,,,,,,,,,1.792022,,,,,,,,,,,864e58ea-7600-4664-a4ea-4085e71f3104,30,,,"[21.5, 72.5]",3825838,0,,,,,-1.9756881,,Right Foot,,,,"[9.2, 43.8]",,Ground Pass,,31.22467,,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,5,Athletic Club,215,['73111210-9b04-44d3-8116-46fd96d51093'],53,,,,,,,,,,,,,,,,Athletic Club,215,00:00:53.592,Pass,
,,,,,,,,,,,,,,,,,,2.911798,,,,,,,,,,,8a2a7182-86ec-4c84-8a96-930a6a169de2,34,,,"[9.2, 44.2]",3825838,0,,,,,-0.35012358,,Right Foot,,,,"[62.6, 24.7]",,High Pass,,56.84901,,,,Iker Muniain Goñi,6842.0,,,,,,1,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,5,Athletic Club,215,"['18c8a630-b03c-4fed-a45c-9696c2f9fa9c', 'b245fe86-a0a5-4275-809c-dbd3eb5474f0']",55,,,,,,,,,,,,,,,,Athletic Club,215,00:00:55.612,Pass,True
,,,,,,,,,,,,,,,,,,2.029174,,,,,,,,,,,0bdba35f-d2b6-4b91-b52c-f7f8cc3b1923,37,,,"[62.6, 24.7]",3825838,0,,,,True,-0.16611955,,,,,,"[79.3, 21.9]",,High Pass,,16.933104,,Incomplete,,Borja Viguera Manzanares,23833.0,,,,,,1,From Throw In,Iker Muniain Goñi,6842.0,Left Wing,5,Athletic Club,215,"['43fb6772-c185-41be-85d2-0ed434d9d4be', '7954b0f9-3b27-4687-bb18-46ccff9b15ce', 'e1aa8838-560a-424a-bf1c-e71a536f5f1f']",58,,,,,,,,,,,,,,,,Athletic Club,215,00:00:58.598,Pass,True
,,,,,,,,,,,,,,,,,,1.298621,,,,,,,,,,,43fb6772-c185-41be-85d2-0ed434d9d4be,39,,,"[40.8, 58.2]",3825838,1,,,,,0.6240231,,Head,,,,"[50.8, 65.4]",,Low Pass,,12.322337,,,,Juan Francisco Torres Belén,6375.0,,,,,Interception,1,From Throw In,Stefan Savić,6376.0,Right Center Back,5,Athletic Club,215,"['0bdba35f-d2b6-4b91-b52c-f7f8cc3b1923', 'bce6a61f-0fb2-4338-af11-dbc7f811dfae']",0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:00.627,Pass,
,,,,,,,,,,,,,,,,,,2.167246,,,,,,,,,,,bb076033-129b-4c4b-b7f9-c8b106beef25,41,,,"[50.8, 65.4]",3825838,1,,,,,-0.7432775,,Right Foot,,,,"[64.4, 52.9]",,High Pass,,18.47187,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Athletic Club,215,"['8f36a05b-21e1-40a3-ac58-b9f5e8e10ef3', 'cb2711e3-a17d-4622-a83d-9596a6004d3a']",1,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:01.925,Pass,
,,,,,,,,,,,,,,,,,,2.428696,,,,,,,,,,,8f36a05b-21e1-40a3-ac58-b9f5e8e10ef3,44,,,"[55.7, 27.2]",3825838,1,,,,True,-1.0303768,,,,,,"[58.7, 22.2]",,High Pass,,5.8309517,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Recovery,1,From Throw In,Mikel San José Domínguez,6389.0,Right Defensive Midfield,5,Athletic Club,215,"['45be594a-3975-4f1b-a7a7-b68816b36221', 'bb076033-129b-4c4b-b7f9-c8b106beef25', 'e9f133cb-f3bc-445f-a43c-7ab9e548313c']",4,,,,,,,,,,,,,,,,Athletic Club,215,00:01:04.093,Pass,True
,,,,,,,,,,,,,,,,,,1.599307,,,,,,,,,,,af5c940c-ca39-4e2f-8deb-ba8b554566f3,47,,,"[60.7, 15.0]",3825838,1,,,,,-1.5068835,,Right Foot,,,,"[61.5, 2.5]",,Ground Pass,,12.525574,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,5,Athletic Club,215,['06ea7e3c-f84f-4029-9282-f0f56d509aa0'],8,,,,,,,,,,,,,,,,Athletic Club,215,00:01:08.180,Pass,
,,,,,,,,,,,,,,,,,,1.569467,,,,,,,,,,,92892bf1-4073-4be5-ac94-b97060c1814f,50,,,"[61.5, 2.5]",3825838,1,,,,,2.1736345,,Left Foot,,,,"[56.2, 10.2]",,Ground Pass,,9.347727,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,5,Athletic Club,215,['75946ae6-f393-4c26-8579-079372862369'],9,,,,,,,,,,,,,,,,Athletic Club,215,00:01:09.852,Pass,
,,,,,,,,,,,,,,,,,,2.82022,,,,,,,,,,,f9bdd7ae-b6cc-462f-9087-f1749e30f4a6,53,,,"[54.5, 12.0]",3825838,1,,,,,1.2536212,,Right Foot,,,,"[73.9, 71.1]",,High Pass,,62.202652,,,,Óscar de Marcos Arana,6649.0,,True,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,5,Athletic Club,215,['d52933fe-ce4b-4632-8c59-552af931979d'],12,,,,,,,,,,,,,,,,Athletic Club,215,00:01:12.866,Pass,
,,,,,,,,,,,,,,,,,,0.805857,,,,,,,,,,,9d2f754d-ec19-4d8a-9f3a-ab607ec2a572,56,,,"[73.2, 71.1]",3825838,1,,,,,-2.0043778,,Right Foot,,,,"[68.2, 60.3]",,Low Pass,,11.90126,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,5,Athletic Club,215,['d211e7a7-43ad-45a3-8788-c54aeeaa8538'],16,,,,,,,,,,,,,,,,Athletic Club,215,00:01:16.732,Pass,
,,,,,,,,,,,,,,,,,,1.689933,,,,,,,,,,,5c606429-a6c4-49aa-855b-a35c21b59271,59,,,"[69.5, 72.0]",3825838,1,,,,,0.5199678,,Right Foot,,,,"[82.6, 79.5]",,Ground Pass,,15.095033,,Out,,Óscar de Marcos Arana,6649.0,,,,,,1,From Throw In,Markel Susaeta Laskurain,6390.0,Right Wing,5,Athletic Club,215,['4daaf4f1-ca7c-4c6f-a748-8281f6dfd4a8'],19,,,,,,,,,,,,,,,,Athletic Club,215,00:01:19.980,Pass,
,,,,,,,,,,,,,,,,,,1.195975,,,,,,,,,,,7e2e31b8-eaaa-4ec3-918c-5f273a03cf84,61,,,"[38.4, 0.1]",3825838,1,,,,,0.30047718,,,,,,"[52.6, 4.5]",,Low Pass,,14.866069,,,,Saúl Ñíguez Esclapez,6381.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,6,Atlético Madrid,212,['9acb3257-92cf-435d-b40a-158f7e88230a'],31,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:31.724,Pass,
,,,,,,,,,,,,,,,,,,0.638632,,,,,,,,,,,9c596d45-972d-473c-b409-c531c0196b75,63,,,"[52.6, 4.5]",3825838,1,,,,,0.050377507,,Head,,,,"[64.5, 5.1]",,High Pass,,11.915116,,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Saúl Ñíguez Esclapez,6381.0,Left Midfield,6,Atlético Madrid,212,['871b79db-4cff-43bf-ac14-180546b148bd'],33,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:33.744,Pass,
,,,,,,,,,,,,,,,,,,1.684006,,,,,,,,,,,81dec2a0-d0a3-4f97-829e-0374fbeb5b7a,66,,,"[63.3, 5.7]",3825838,1,,,,,0.09863719,,Left Foot,,,,"[82.5, 7.6]",,Low Pass,,19.293781,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Center Forward,6,Atlético Madrid,212,"['688d46af-c967-4871-bd93-2be146ba8bc8', '799eecf9-abdd-4dc4-b691-6caf64c774f2', 'a9c06128-6efb-4ee1-a4bf-a5764b39d3a2']",34,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:34.382,Pass,True
,,,,,,,,,,,,,,,,,,2.975576,,,,,,,,,,,e1d7c8a8-167e-4086-9f81-bd36ef2e56ac,70,,,"[36.8, 72.2]",3825838,1,,,,,-2.4139814,,Left Foot,,,,"[11.2, 49.4]",,Ground Pass,,34.28119,,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,7,Athletic Club,215,['5e0b1e83-7254-4723-87f8-e01e735ef179'],36,,,,,,,,,,,,,,,,Athletic Club,215,00:01:36.554,Pass,
,,,,,,,,,,,,,,,,,,2.793925,,,,,,,,,,,f046b44b-8fc7-475a-925a-f229b65e502a,73,,,"[11.2, 49.4]",3825838,1,,,,,0.20621023,,Right Foot,,,,"[70.0, 61.7]",,High Pass,,60.072704,,Unknown,,,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,7,Athletic Club,215,,42,,,,,,,,,,,,,,,,Athletic Club,215,00:01:42.263,Pass,
,,,,,,,,,,,,,,,,,,2.692913,,,,,,,,,,,730c884f-1fbc-4a01-b614-f34a8ef16acf,76,,,"[52.8, 18.2]",3825838,2,,,,,-0.2073869,,Right Foot,,,,"[98.9, 8.5]",,High Pass,,47.109447,,Unknown,,Saúl Ñíguez Esclapez,6381.0,,,,,Free Kick,1,From Free Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,8,Atlético Madrid,212,['174ccebf-e334-49f9-95ee-c0b7954616b1'],3,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:03.609,Pass,
,,,,,,,,,,,,,,,,,,2.168297,,,,,,,,,,,d675e57a-5efb-45e3-a19e-0f0aeb789601,80,,,"[21.1, 69.9]",3825838,2,,,,,-1.1177304,,Right Foot,,,,"[47.0, 16.7]",,High Pass,,59.16967,,,,Mikel Balenziaga Oruesagasti,6789.0,,True,,,Free Kick,1,From Free Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,9,Athletic Club,215,['0d2f502f-6dc9-492c-878e-ae7afd532a0a'],31,,,,,,,,,,,,,,,,Athletic Club,215,00:02:31.508,Pass,
,,,,,,,,,,,,,,,,,,0.943763,,,,,,,,,,,dfad2df5-990d-4aa3-9ea8-f0b656a3d8ef,83,,,"[50.6, 21.4]",3825838,2,,,,,1.3543813,,Left Foot,,,,"[53.7, 35.5]",,Ground Pass,,14.436759,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,1,From Free Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,9,Athletic Club,215,['d572aea7-f55e-4bf8-b449-824554cc6320'],35,,,,,,,,,,,,,,,,Athletic Club,215,00:02:35.200,Pass,
,,,,,,,,,,,,,,,,,,1.240959,,,,,,,,,,,80726378-c938-4788-a083-cbcc894d92a7,86,,,"[53.7, 35.5]",3825838,2,,,,,-2.6886973,,Right Foot,,,,"[35.0, 26.4]",,Ground Pass,,20.796635,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,9,Athletic Club,215,['222c65b8-3355-42c4-b990-d3535d62c807'],36,,,,,,,,,,,,,,,,Athletic Club,215,00:02:36.351,Pass,
,,,,,,,,,,,,,,,,,,2.23136,,,,,,,,,,,c5e3fc77-c077-46cb-91b1-ce418b635131,89,,,"[34.3, 25.8]",3825838,2,,,,,1.4868107,,Right Foot,,,,"[37.6, 65.0]",,Ground Pass,,39.338657,,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Free Kick,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,9,Athletic Club,215,['f9b0ed58-ff76-4386-9bc9-add05bdd0b85'],38,,,,,,,,,,,,,,,,Athletic Club,215,00:02:38.657,Pass,
,,,,,,,,,,,,,,,,,,1.060883,,,,,,,,,,,b46b9ed5-f2db-4d49-ab1f-2e51221856f8,93,,,"[37.5, 67.5]",3825838,2,,,,,0.54728436,,Right Foot,,,,"[50.3, 75.3]",,Ground Pass,,14.989329,,,,Óscar de Marcos Arana,6649.0,,,,,,1,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,9,Athletic Club,215,"['832f3feb-933f-48b9-b4aa-eb028be39fc7', '86259bb5-69cd-40a2-9861-d417a18c9157']",41,,,,,,,,,,,,,,,,Athletic Club,215,00:02:41.762,Pass,True
,,,,,,,,,,,,,,,,,,0.868133,,,,,,,,,,,adcc3d1a-b35e-4a34-a686-f2ff305e804c,96,,,"[50.3, 74.9]",3825838,2,,,,,-2.0557172,,Right Foot,,,,"[45.4, 65.6]",,Ground Pass,,10.511898,,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,9,Athletic Club,215,['1a62bf0e-33d6-4145-ad78-5652f486ba32'],43,,,,,,,,,,,,,,,,Athletic Club,215,00:02:43.404,Pass,
,,,,,,,,,,,,,,,,,,0.94134,,,,,,,,,,,bc7d9db4-5af1-48af-80c4-7c6e1cf2c7f9,100,,,"[45.1, 65.0]",3825838,2,,,,,-2.4865978,,Right Foot,,,,"[38.2, 59.7]",,Ground Pass,,8.700575,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,9,Athletic Club,215,"['54feb199-d8eb-4a8e-bcf7-bf3e16c0aa4e', 'c2a7d654-8b4a-40e5-9b14-8d060681551f']",44,,,,,,,,,,,,,,,,Athletic Club,215,00:02:44.845,Pass,True
