50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.452303,,,,,,,,,,,,,6d90c365-ebc2-4c4c-aaac-8095be919a25,18,,"[78.3, 24.0]",3825774,0,,,,2.592709,,Left Foot,,,"[66.2, 31.4]",,Ground Pass,,14.183441,,,,Gabriel Fernández Arenas,6384.0,,,,,Recovery,1,From Kick Off,Antoine Griezmann,5487.0,Right Wing,2,Atlético Madrid,212,['2a983a7a-784a-401c-a95c-307ea2b2fbcf'],9,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:09.530,Pass,
,,,,,,,,,,,,,,,,,,,4.151153,,,,,,,,,,,,,12cc9c20-706b-469c-8fd6-999ed1730638,22,,"[69.2, 30.9]",3825774,0,,,,0.83717525,,Right Foot,,,"[93.9, 58.3]",,High Pass,,36.8897,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,,1,From Kick Off,Gabriel Fernández Arenas,6384.0,Center Defensive Midfield,2,Atlético Madrid,212,"['cf01de00-3587-46e6-9828-f7cc0aa84ede', 'dd57f94c-4a2d-4c39-a739-da8d5162950f']",11,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:11.555,Pass,
,,,,,,,,,,,,,,,,,,,0.034056,,,,,,,,,,,,,502e68b8-c15b-4012-8b26-840725f66e48,27,,"[17.5, 19.6]",3825774,0,,,,0.98279375,,Left Foot,,,"[17.7, 19.9]",,Ground Pass,,0.36055514,,Incomplete,,Juan Torres Ruiz,6861.0,,,,,,1,From Kick Off,Abdoul Karim Yoda,27092.0,Left Back,2,Atlético Madrid,212,"['5cdfdccc-5dbd-4d8d-a78d-5c857744c6b8', 'd3e8d5dc-1981-40d2-8046-27ad01f1eee3']",16,,,,,,,,,,,,,,,,Getafe,216,00:00:16.765,Pass,
,,,,,,,,,,,,,,,,,,,3.305931,,,,,,,,,,,,,3d41ecf9-9282-48da-9e42-bb8545ba69f4,30,,"[6.0, 36.0]",3825774,0,True,,,-0.0067384425,,Right Foot,,,"[80.2, 35.5]",,High Pass,,74.20168,,Incomplete,,Álvaro Vázquez García,24035.0,,,,,Goal Kick,1,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,3,Getafe,216,"['36b597d9-45c8-4b3a-af84-6358d1d1aafd', '70c79836-c180-4bf9-a50e-12ac5aea77e1']",42,,,,,,,,,,,,,,,,Getafe,216,00:00:42.747,Pass,
,,,,,,,,,,,,,,,,,,,3.097933,,,,,,,,,,,,,70c79836-c180-4bf9-a50e-12ac5aea77e1,32,,"[39.9, 44.6]",3825774,0,,,,0.9644929,,Head,,,"[49.4, 58.3]",,High Pass,,16.671532,,Incomplete,,,,,,,,Interception,1,From Goal Kick,José María Giménez de Vargas,5259.0,Right Center Back,3,Getafe,216,"['2f50ebba-7782-46be-b15d-938fa54f39ee', '3d41ecf9-9282-48da-9e42-bb8545ba69f4']",46,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:46.053,Pass,
,,,,,,,,,,,,,,,,,,,1.516679,,,,,,,,,,,,,2f50ebba-7782-46be-b15d-938fa54f39ee,34,,"[70.7, 21.8]",3825774,0,,,True,0.14415438,,,,,"[76.9, 22.7]",,High Pass,,6.264982,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Víctor Rodríguez Romero,15893.0,Left Center Midfield,3,Getafe,216,"['70c79836-c180-4bf9-a50e-12ac5aea77e1', 'b0155157-e332-4025-b03a-39d36bad1d90', 'd9010ca7-0f5e-4cca-8f52-dd68c9aa548c']",49,,,,,,,,,,,,,,,,Getafe,216,00:00:49.150,Pass,True
,,,,,,,,,,,,,,,,,,,2.159361,,,,,,,,,,,,,e7fcd6e4-bb33-4d0e-8b8a-4deb4c33b02e,37,,"[42.3, 55.8]",3825774,0,,,,-1.7331185,,Right Foot,,,"[37.6, 27.1]",,Ground Pass,,29.082296,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Right Center Midfield,4,Atlético Madrid,212,['5f7aa8b1-d224-4334-868d-464b9389b55e'],51,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:51.345,Pass,
,,,,,,,,,,,,,,,,,,,1.270363,,,,,,,,,,,,,2e733e07-b447-4769-b867-fae150ff5266,39,,"[37.6, 28.6]",3825774,0,,,,-0.9854357,,Left Foot,,,"[49.2, 11.1]",,Ground Pass,,20.995476,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,['0c93355b-39cf-4376-bced-4ca452cb4d78'],53,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:53.505,Pass,
,,,,,,,,,,,,,,,,,,,1.175415,,,,,,,,,,,,,b369ce72-d2cd-44a6-b6b9-26c772ec79f9,41,,"[49.2, 12.7]",3825774,0,,,,0.24497867,,Right Foot,,,"[66.0, 16.9]",,Ground Pass,,17.317043,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing,4,Atlético Madrid,212,['6a4fca1d-f0ba-4b72-b972-7d2249e5602c'],54,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:54.775,Pass,
,,,,,,,,,,,,,,,,,,,2.214376,,,,,,,,,,,,,9886f07c-f026-469e-9035-d6035b436da8,45,,"[64.3, 17.2]",3825774,0,,,,-0.8003224,,Left Foot,,,"[74.2, 7.0]",,Ground Pass,,14.214429,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Center Midfield,4,Atlético Madrid,212,['d01b9feb-4f60-413d-a248-4a1e6de24d15'],57,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:57.021,Pass,
,,,,,,,,,,,,,,,,,,,1.800517,,,,,,,,,,,,,00374705-5731-429e-832a-cebe3d1ec89f,48,,"[108.8, 12.0]",3825774,1,,,,1.4530339,2f58b8e6-2775-4d4c-9c64-bbe848d016f7,Left Foot,True,,"[113.0, 47.5]",True,Ground Pass,,35.74759,,,,Fernando José Torres Sanz,6382.0,,,Through Ball,True,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing,4,Atlético Madrid,212,['ed664d88-0c2d-4099-87e8-4c28483ab10e'],1,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:01.128,Pass,
,,,,,,,,,,,,,,,,,,,0.649056,,,,,,,,,,,,,aac12f4c-e265-4b03-b3e4-9f73c7d8946b,52,,"[60.0, 40.0]",3825774,1,,,,-1.5707964,,Left Foot,,,"[60.0, 37.4]",,Ground Pass,,2.6,,,,Álvaro Vázquez García,24035.0,,,,,Kick Off,1,From Kick Off,Víctor Rodríguez Romero,15893.0,Left Center Midfield,5,Getafe,216,['17179ee7-b507-404d-a9af-632b65f67d81'],59,,,,,,,,,,,,,,,,Getafe,216,00:01:59.201,Pass,
,,,,,,,,,,,,,,,,,,,1.423718,,,,,,,,,,,,,87cdee2e-2e56-4b5f-83b0-c04fd03378fe,54,,"[59.4, 36.7]",3825774,1,,,,2.7078507,,Right Foot,,,"[49.9, 41.1]",,Ground Pass,,10.46948,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,5,Getafe,216,['90390de0-7ee8-4b21-aea7-e263a08bc2ee'],59,,,,,,,,,,,,,,,,Getafe,216,00:01:59.850,Pass,
,,,,,,,,,,,,,,,,,,,1.486151,,,,,,,,,,,,,866acdb1-8531-405f-a220-396d419eae82,57,,"[49.6, 40.0]",3825774,2,,,,-2.1329267,,Right Foot,,,"[33.6, 14.6]",,Ground Pass,,30.019327,,,,Abdoul Karim Yoda,27092.0,,,,,,1,From Kick Off,Juan Antonio Rodríguez Villamuela,25881.0,Center Defensive Midfield,5,Getafe,216,['e13059d6-8d06-4407-ba63-6567c16768a6'],2,,,,,,,,,,,,,,,,Getafe,216,00:02:02.411,Pass,
,,,,,,,,,,,,,,,,,,,2.750179,,,,,,,,,,,,,a9525dca-2c55-4c2e-907f-8f2b9737e3aa,60,,"[32.2, 19.8]",3825774,2,,,,2.3706863,,Left Foot,,,"[21.7, 30.0]",,Ground Pass,,14.638647,,,,Juan Torres Ruiz,6861.0,,,,,,1,From Kick Off,Abdoul Karim Yoda,27092.0,Left Back,5,Getafe,216,['8b4af21c-ee4a-4a6b-bdef-65eb52271cc4'],4,,,,,,,,,,,,,,,,Getafe,216,00:02:04.979,Pass,
,,,,,,,,,,,,,,,,,,,1.686829,,,,,,,,,,,,,e3864e39-9e8b-4e4c-a9dc-5f8afcad175d,63,,"[16.3, 24.4]",3825774,2,,,,1.849716,,Right Foot,,,"[10.2, 45.7]",,Ground Pass,,22.156263,,,,Santiago Vergini,27403.0,,,,,,1,From Kick Off,Juan Torres Ruiz,6861.0,Left Center Back,5,Getafe,216,['e1b56c06-6876-4e86-ab84-addacb52324f'],7,,,,,,,,,,,,,,,,Getafe,216,00:02:07.729,Pass,
,,,,,,,,,,,,,,,,,,,2.622618,,,,,,,,,,,,,78574bcf-8a2b-4e96-84a9-a2576e8a8f59,67,,"[22.0, 51.3]",3825774,2,,,,0.16321756,,Right Foot,,,"[72.4, 59.6]",,High Pass,,51.07886,,Incomplete,,Álvaro Vázquez García,24035.0,,,,,,1,From Kick Off,Santiago Vergini,27403.0,Right Center Back,5,Getafe,216,"['2b6d2531-0383-48ef-84a5-99d7c28fdcf2', '99033ea0-21c3-4d15-a363-50600f7fb404']",10,,,,,,,,,,,,,,,,Getafe,216,00:02:10.500,Pass,
,,,,,,,,,,,,,,,,,,,1.861667,,,,,,,,,,,,,99033ea0-21c3-4d15-a363-50600f7fb404,70,,"[47.7, 20.5]",3825774,2,,,True,-0.82939494,,,,,"[55.3, 12.2]",,Low Pass,,11.253888,,,,Filipe Luís Kasmirski,6320.0,,,,,Recovery,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,6,Atlético Madrid,212,"['00c5ba27-3f5d-4a69-b1db-47a2b3753d4f', '78574bcf-8a2b-4e96-84a9-a2576e8a8f59', 'e580dd8d-ea9b-4efc-b98a-fd4d97bf8aa6']",13,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:13.123,Pass,True
,,,,,,,,,,,,,,,,,,,1.297257,,,,,,,,,,,,,4e95c91a-9b34-4631-905c-f20f4f71c745,74,,"[57.4, 8.9]",3825774,2,,,,0.30881226,,Left Foot,,,"[73.7, 14.1]",,High Pass,,17.109354,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,6,Atlético Madrid,212,"['4e1347c7-2e56-4572-9556-870ee11cc1bf', 'cd423571-8466-4fd7-a586-1326a7833847']",15,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:15.006,Pass,True
,,,,,,,,,,,,,,,,,,,0.735565,,,,,,,,,,,,,1904042a-61b0-460c-adc7-e50620aa1c8b,77,,"[77.1, 14.4]",3825774,2,,,,2.694518,,Right Foot,,,"[69.8, 17.9]",,Ground Pass,,8.095678,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Center Midfield,6,Atlético Madrid,212,"['095c01e2-b0b8-4f16-aabe-84cd2715e3ec', '64bd9384-19da-46c2-b3c0-cc5f701a6670']",16,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:16.303,Pass,True
,,,,,,,,,,,,,,,,,,,0.886455,,,,,,,,,,,,,31229545-300a-42cb-a7d8-714a81a6e375,89,,"[109.5, 11.0]",3825774,2,,,,-2.9385474,,Right Foot,,,"[99.3, 8.9]",,Ground Pass,,10.413933,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing,6,Atlético Madrid,212,['5cda3d47-e979-4a2e-8f74-23b6c1c864b4'],24,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:24.940,Pass,
,,,,,,,,,,,,,,,,,,,0.34399,,,,,,,,,,,,,ea86dcbd-9728-465f-af19-28a54de62408,96,,"[9.4, 70.2]",3825774,2,,,,0.4497596,,Right Foot,,,"[12.3, 71.6]",,Ground Pass,,3.2202485,,Incomplete,,Pedro León Sánchez Gil,6907.0,,,,,Recovery,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Right Back,6,Atlético Madrid,212,"['147f11cf-2c2d-4e67-b187-d438eeb79c14', 'c9065831-774a-4406-9b4b-4b6246ba9d23']",29,,,,,,,,,,,,,,,,Getafe,216,00:02:29.124,Pass,
,,,,,,,,,,,,,,,,,,,1.959384,,,,,,,,,,,,,00ea345f-26a4-4cd8-a92d-d6f1e8ad4fbb,99,,"[21.5, 80.0]",3825774,2,True,,,-1.9752747,,,,,"[9.0, 50.8]",,Low Pass,,31.76303,,,,Vicente Guaita Panadero,6625.0,,,,,Throw-in,1,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,7,Getafe,216,['f2055e05-eb5e-4387-93fa-4b82dbaebe95'],47,,,,,,,,,,,,,,,,Getafe,216,00:02:47.124,Pass,
,,,,,,,,,,,,,,,,,,,1.219361,,,,,,,,,,,,,0e78d678-0ed9-4222-9d13-960d76b4b4e6,101,,"[9.0, 50.4]",3825774,2,,,,-1.5707964,,Right Foot,,,"[9.0, 36.4]",,Ground Pass,,14.0,,,,Juan Torres Ruiz,6861.0,,,,,,1,From Throw In,Vicente Guaita Panadero,6625.0,Goalkeeper,7,Getafe,216,['dbff84b9-8b9d-45ea-a05c-8734dc86dfc8'],51,,,,,,,,,,,,,,,,Getafe,216,00:02:51.043,Pass,
,,,,,,,,,,,,,,,,,,,2.543541,,,,,,,,,,,,,6e45c9cb-a6c4-4d06-9f20-01384ccf0e8a,105,,"[24.1, 27.9]",3825774,2,,,,1.0088748,,Right Foot,,,"[49.6, 68.4]",,High Pass,,47.85917,,,,Pedro León Sánchez Gil,6907.0,,True,,,,1,From Throw In,Juan Torres Ruiz,6861.0,Left Center Back,7,Getafe,216,"['6983769f-8887-42d7-8296-d18570272604', '84f01be5-cc10-4707-9861-b1f67b50da48']",55,,,,,,,,,,,,,,,,Getafe,216,00:02:55.522,Pass,True
,,,,,,,,,,,,,,,,,,,2.795614,,,,,,,,,,,,,2d002fed-34fd-47bd-849c-131cfd528db8,107,,"[48.7, 68.1]",3825774,2,,,,-0.15101534,,Head,,,"[57.9, 66.7]",,High Pass,,9.305912,,Incomplete,,,,,,,,,1,From Throw In,Pedro León Sánchez Gil,6907.0,Right Midfield,7,Getafe,216,['e968af67-bd41-42fb-87e3-3f24cea94084'],58,,,,,,,,,,,,,,,,Getafe,216,00:02:58.106,Pass,
,,,,,,,,,,,,,,,,,,,0.927315,,,,,,,,,,,,,7695ca0d-36a5-45fe-afa1-1dfb29268f06,110,,"[70.4, 16.9]",3825774,3,,,,-1.3325516,,Left Foot,,,"[72.1, 9.9]",,Ground Pass,,7.203471,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,8,Atlético Madrid,212,['587ba552-dc6c-41d9-8868-9a492c57af85'],2,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:02.805,Pass,
,,,,,,,,,,,,,,,,,,,2.205464,,,,,,,,,,,,,2b12cac0-ecb0-4268-9ada-d0386f313e63,113,,"[72.1, 10.4]",3825774,3,,,,2.9123607,,Right Foot,,,"[45.1, 16.7]",,Ground Pass,,27.72526,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing,8,Atlético Madrid,212,['68ccc617-8f7f-4291-94b4-12576a061dcc'],4,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:04.988,Pass,
,,,,,,,,,,,,,,,,,,,2.047117,,,,,,,,,,,,,d9293bda-ba1f-43c5-bc09-49a0fe7fb56b,115,,"[45.1, 16.7]",3825774,3,,,,-0.2617135,,Right Foot,,,"[56.3, 13.7]",,Ground Pass,,11.594827,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,8,Atlético Madrid,212,['7c55b64f-d762-452f-9e72-cb3eeabccf8d'],7,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:07.193,Pass,
,,,,,,,,,,,,,,,,,,,1.006588,,,,,,,,,,,,,a18c0440-e461-4e73-90e5-1290ea7bda63,118,,"[58.1, 13.0]",3825774,3,,,,-0.42285392,,Right Foot,,,"[64.1, 10.3]",,Ground Pass,,6.5795135,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing,8,Atlético Madrid,212,['81ff4eda-5ade-4a88-8def-9d1d4989046c'],10,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:10.373,Pass,
,,,,,,,,,,,,,,,,,,,2.084496,,,,,,,,,,,,,59a4943e-2425-46c8-a81b-2968cecf38fb,122,,"[69.2, 9.2]",3825774,3,,,,0.06472428,,Left Foot,,,"[90.8, 10.6]",,Low Pass,,21.645323,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,8,Atlético Madrid,212,"['b90c7870-2fd0-4289-98c0-899c6edd9cea', 'f88ab43a-1400-4260-ba4b-458e5725fda9']",11,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:11.801,Pass,True
