bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.205859,,,,,,,,,,,,,,,,af028ac0-a645-4c89-abfb-5ebff13b6af6,17,,"[42.3, 49.9]",3825902,0,,,,-1.4680207,,Right Foot,,,"[44.6, 27.6]",,Ground Pass,,22.418297,,,Roberto Román Triguero,6914.0,,,,,,,1,From Kick Off,Antonio Amaya Carazo,27144.0,Right Center Back,2,Rayo Vallecano,360,['309b2b36-d5e7-4c07-9b6d-66de028711cf'],10,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:10.316,Pass,
,,,,,,,,,,,,,,,,1.283751,,,,,,,,,,,,,,,,a95c03ef-7ae2-45bc-9daa-ecdfe55ec41b,20,,"[47.1, 27.3]",3825902,0,,,,1.6814536,,Right Foot,,,"[45.1, 45.3]",,Ground Pass,,18.110771,,,Antonio Amaya Carazo,27144.0,,,,,,,1,From Kick Off,Roberto Román Triguero,6914.0,Left Center Back,2,Rayo Vallecano,360,['431ee04a-8473-47e2-bb13-8d7e85fe927e'],14,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:14.319,Pass,
,,,,,,,,,,,,,,,,1.343818,,,,,,,,,,,,,,,,2d5b8e8f-eba1-4952-93bb-bcb2204fce97,23,,"[50.6, 51.5]",3825902,0,,,,1.2966288,,Right Foot,,,"[56.0, 70.7]",,Ground Pass,,19.944923,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,From Kick Off,Antonio Amaya Carazo,27144.0,Right Center Back,2,Rayo Vallecano,360,['7725ce56-021a-4d10-aab1-605315f67e48'],18,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:18.069,Pass,
,,,,,,,,,,,,,,,,2.195106,,,,,,,,,,,,,,,,626a79b4-8ec3-4766-a151-8a3605318da9,26,,"[57.9, 73.7]",3825902,0,,,,0.06398576,,Right Foot,,,"[101.6, 76.5]",,High Pass,,43.78961,,,Joaquín José Marín Ruiz,24138.0,,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['22b797d7-831e-49ae-a194-aa40a0455527'],20,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:20.820,Pass,
,,,,,,,,,,,,,,,,1.650509,,,,,,,,,,,,,,,,f93cf17c-94f3-4688-9bbe-c393d0385067,28,,"[101.6, 78.0]",3825902,0,,,,-0.90210676,,Head,,,"[108.0, 69.9]",,High Pass,,10.323275,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,,1,From Kick Off,Joaquín José Marín Ruiz,24138.0,Right Back,2,Rayo Vallecano,360,"['225d5646-d89f-42e6-9444-e895a3dce2b9', '3d1a5d2b-9470-4857-bcc0-faaabb9bab8e']",23,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:23.039,Pass,
,,,,,,,,,,,,,,,,2.208377,,,,,,,,,,,,,,,,a3f04350-037a-4dd6-9820-06ac215f9386,32,,"[11.8, 18.9]",3825902,0,,,,0.33752212,,Right Foot,,,"[59.1, 35.5]",,High Pass,,50.128334,Incomplete,,Víctor Casadesús Castaño,23791.0,,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Back,2,Rayo Vallecano,360,"['8203ee56-ecc2-4f32-aaa5-bf83bd0387fa', '91158de8-105c-4e46-85fe-990a7c5844ba']",25,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:25.570,Pass,
,,,,,,,,,,,,,,,,0.98337,,,,,,,,,,,,,,,,8203ee56-ecc2-4f32-aaa5-bf83bd0387fa,34,,"[61.0, 44.6]",3825902,0,,,,0.4154921,,Head,,,"[71.2, 49.1]",,Low Pass,,11.148542,,,Diego Javier Llorente Ríos,6713.0,,,,,,Recovery,1,From Kick Off,Roberto Román Triguero,6914.0,Left Center Back,2,Rayo Vallecano,360,"['91faf3d9-0f05-467d-8bf6-056dcf172439', 'a3f04350-037a-4dd6-9820-06ac215f9386']",27,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:27.779,Pass,
,,,,,,,,,,,,,,,,2.298789,,,,,,,,,,,,,,,,b8b02372-7a75-4568-9826-fa558421ec51,37,,"[71.2, 49.1]",3825902,0,,,,2.8468626,,Right Foot,,,"[60.0, 52.5]",,Low Pass,,11.7046995,Incomplete,,,,,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Left Defensive Midfield,2,Rayo Vallecano,360,['e1b42685-26c5-4e3c-9091-2db1db48edcd'],28,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:28.816,Pass,
,,,,,,,,,,,,,,,,1.605902,,,,,,,,,,,,,,,,04d02a38-78dd-417c-89db-669596dbd4c7,49,,"[50.4, 58.1]",3825902,0,,,,0.8631631,,Right Foot,,,"[57.5, 66.4]",,Ground Pass,,10.922454,,,Adrián Embarba Blázquez,11539.0,,,,,,,1,From Kick Off,Joaquín José Marín Ruiz,24138.0,Right Back,2,Rayo Vallecano,360,['e063fa88-42c1-457d-ae56-363f048e12c8'],39,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:39.609,Pass,
,,,,,,,,,,,,,,,,0.30454,,,,,,,,,,,,,,,,2e3ee10a-b53b-407f-a67a-4ccda966efae,53,,"[56.9, 65.0]",3825902,0,,,,-2.7322721,,Right Foot,,,"[43.3, 59.1]",,Ground Pass,,14.824641,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,From Kick Off,Adrián Embarba Blázquez,11539.0,Left Wing,2,Rayo Vallecano,360,['584cf3db-58bb-499d-a736-44b204017e60'],41,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:41.252,Pass,
,,,,,,,,,,,,,,,,3.255145,,,,,,,,,,,,,,,,03582f7e-2d76-4eab-b3a1-a36ce12bae94,56,,"[50.4, 54.6]",3825902,0,,,,-1.3103408,,Right Foot,,,"[61.7, 12.2]",,High Pass,,43.87995,,,Pablo Hernández Domínguez,4711.0,,,True,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['88d11a61-eb8e-4ab6-9837-f6ba071c4c53'],43,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:43.461,Pass,
,,,,,,,,,,,,,,,,1.007202,,,,,,,,,,,,,,,,388c9d80-a473-4fd0-8711-33e07e759e9a,59,,"[69.0, 16.7]",3825902,0,,,,0.27384204,,Right Foot,,,"[86.8, 21.7]",,Ground Pass,,18.488916,Incomplete,,José Ignacio Martínez García,11298.0,,,,,,,1,From Kick Off,Pablo Hernández Domínguez,4711.0,Right Wing,2,Rayo Vallecano,360,"['720b5b8e-5c45-425e-b106-8f452ca0cff5', 'ad334d71-d91c-4426-8b3d-3c8e778069e8']",48,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:48.200,Pass,
,,,,,,,,,,,,,,,,0.070739,,,,,,,,,,,,,,,,3a39ed31-9345-411a-9ec7-6822ee7a1d65,65,,"[28.8, 57.7]",3825902,0,,,,0.6578886,,Right Foot,,,"[31.0, 59.4]",,Ground Pass,,2.7802877,Incomplete,,,,,,,,,,1,From Kick Off,Iván López Mendoza,8801.0,Right Back,2,Rayo Vallecano,360,['155f5ab8-c2b1-477a-bc88-22271f1dd375'],50,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:50.485,Pass,
,,,,,,,,,,,,,,,,2.48108,,,,,,,,,,,,,,,,83e78fe4-9ad2-4d96-a75b-d7595fc0609d,67,,"[50.1, 80.0]",3825902,1,,,,-0.48546576,,,,,"[91.8, 58.0]",,High Pass,,47.147533,Incomplete,,Víctor Casadesús Castaño,23791.0,,,,,,Throw-in,1,From Throw In,Iván López Mendoza,8801.0,Right Back,3,Levante UD,221,"['40496d9b-63b9-4cc2-8fb8-8695c87fa515', 'bd47deaf-edcc-48f4-a324-bea9c603ceac']",7,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:07.889,Pass,
,,,,,,,,,,,,,,,,1.310458,,,,,,,,,,,,,,,,bd47deaf-edcc-48f4-a324-bea9c603ceac,69,,"[28.3, 22.1]",3825902,1,,,,-0.95739084,,Head,,,"[37.1, 9.6]",,High Pass,,15.286922,,,José Ignacio Martínez García,11298.0,,,,,,Interception,1,From Throw In,Roberto Román Triguero,6914.0,Left Center Back,3,Levante UD,221,"['3a6d1bef-6637-44f9-9a83-ab105a5e899a', '83e78fe4-9ad2-4d96-a75b-d7595fc0609d']",10,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:10.370,Pass,
,,,,,,,,,,,,,,,,4.470147,,,,,,,,,,,,,,,,872573e7-f2f2-4a2b-92e7-fb338ed1a8f0,73,,"[41.1, 9.1]",3825902,1,,,,0.09917604,,Left Foot,,,"[101.4, 15.1]",,High Pass,,60.59777,Incomplete,,,,,,,,,,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,3,Levante UD,221,"['003e2618-8569-43e1-b602-d934e265a255', '5f2e43ed-e82b-404d-a769-da73b9d6830f']",14,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:14.131,Pass,True
,,,,,,,,,,,,,,,,1.380594,,,,,,,,,,,,,,,,003e2618-8569-43e1-b602-d934e265a255,74,,"[18.7, 65.0]",3825902,1,,,,-2.341597,,Left Foot,,,"[5.2, 51.1]",,Ground Pass,,19.376791,,,Diego Mariño Villar,23843.0,,,,,,Recovery,1,From Throw In,David Navarro Pedrós,26012.0,Left Center Back,3,Levante UD,221,"['4635ae61-956f-452f-959b-aae781cbbf98', '872573e7-f2f2-4a2b-92e7-fb338ed1a8f0']",18,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:18.601,Pass,
,,,,,,,,,,,,,,,,4.03782,,,,,,,,,,,,,,,,ada020d4-d55f-4479-8f53-00e9755d6db3,78,,"[6.1, 51.5]",3825902,1,,,,0.49948573,,Right Foot,,,"[56.5, 79.0]",,High Pass,,57.41437,Out,,,,,,,,,,1,From Throw In,Diego Mariño Villar,23843.0,Goalkeeper,3,Levante UD,221,['595384ab-c602-4ffb-89e7-39d589db7031'],19,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:19.985,Pass,True
,,,,,,,,,,,,,,,,1.066899,,,,,,,,,,,,,,,,2bc6371a-ce3c-4056-980f-430dd293f07d,79,,"[69.2, 0.1]",3825902,1,,,,1.4382448,,,,,"[71.2, 15.1]",,Low Pass,,15.132746,,,Jozabed Sánchez Ruiz,6852.0,,,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,4,Rayo Vallecano,360,['2c3fae85-71ec-4226-87ca-328992dd10e1'],32,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:32.178,Pass,
,,,,,,,,,,,,,,,,0.539893,,,,,,,,,,,,,,,,89dd40f4-8d7d-48d0-b872-be94cd5efb16,83,,"[70.2, 4.7]",3825902,1,,,,0.44344833,,Right Foot,,,"[78.2, 8.5]",,Ground Pass,,8.856636,Incomplete,,,,,,,,,,1,From Throw In,Jozabed Sánchez Ruiz,6852.0,Center Attacking Midfield,4,Rayo Vallecano,360,['0a23013c-2080-4056-b3f1-486274ff1009'],36,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:36.251,Pass,
,,,,,,,,,,,,,,,,0.852544,,,,,,,,,,,,,,,,afe581b9-ad1e-47d5-9462-771dafcc4f10,87,,"[41.9, 71.7]",3825902,1,,,,-0.28605145,,Right Foot,,,"[48.7, 69.7]",,Ground Pass,,7.088018,,,José Antonio García Rabasco,24149.0,,,,,,,1,Regular Play,Jordi Xumetra Feliu,27123.0,Right Midfield,5,Levante UD,221,"['01e5337e-e8e3-4169-8dfb-dba698287708', '946ee765-71f0-4ffe-a307-3f9f2c3a4c65']",37,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:37.228,Pass,True
,,,,,,,,,,,,,,,,0.5366,,,,,,,,,,,,,,,,fb73aa49-43a5-4e48-a362-f07ee76d7026,90,,"[48.7, 69.7]",3825902,1,,,,1.9624963,,Right Foot,,,"[46.8, 74.3]",,Ground Pass,,4.976947,,,Jordi Xumetra Feliu,27123.0,,,,,,,1,Regular Play,José Antonio García Rabasco,24149.0,Right Center Midfield,5,Levante UD,221,['057cc6eb-d38d-405e-988e-22513d97129f'],38,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:38.121,Pass,
,,,,,,,,,,,,,,,,0.652085,,,,,,,,,,,,,,,,91b2d027-4bc1-4f4f-bdc0-e81c95922c55,94,,"[50.8, 75.0]",3825902,1,,,,-0.74581486,,Right Foot,,,"[61.3, 65.3]",,Ground Pass,,14.294754,,,Víctor Casadesús Castaño,23791.0,,,,,,,1,Regular Play,Jordi Xumetra Feliu,27123.0,Right Midfield,5,Levante UD,221,"['51be9a93-05b8-49ca-aaff-b7c91e2c35d0', 'f03f1fcb-3fac-43dc-b7d4-54b53ddf52d8']",39,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:39.611,Pass,True
,,,,,,,,,,,,,,,,1.126817,,,,,,,,,,,,,,,,5a63f226-7a78-435a-94c3-74ff067392d6,98,,"[62.6, 66.0]",3825902,1,,,,-2.9493077,,Right Foot,,,"[51.3, 63.8]",,Low Pass,,11.512168,Unknown,,,,,,,,,,1,Regular Play,Víctor Casadesús Castaño,23791.0,Center Forward,5,Levante UD,221,['adb45b69-ff30-4ff8-9d2e-c93ea972565a'],41,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:41.973,Pass,True
,,,,,,,,,,,,,,,,2.784024,,,,,,,,,,,,,,,,08faed9c-5503-43ae-bb31-772d9b2a0973,101,,"[64.1, 62.7]",3825902,2,,,,-1.9820901,,Right Foot,,,"[47.7, 25.1]",,Ground Pass,,41.02097,,,David Navarro Pedrós,26012.0,,,,,,Free Kick,1,From Free Kick,José Antonio García Rabasco,24149.0,Right Center Midfield,6,Levante UD,221,['dcb68ecf-b3d9-4c21-834a-f170c4defcaf'],3,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:03.744,Pass,
,,,,,,,,,,,,,,,,1.005207,,,,,,,,,,,,,,,,fbc2af4e-867f-493f-b680-a49c9de68f56,104,,"[54.2, 23.2]",3825902,2,,,,-0.5151484,,Right Foot,,,"[73.1, 12.5]",,Ground Pass,,21.718655,,,Rubén García Santos,23943.0,,,,,,,1,From Free Kick,David Navarro Pedrós,26012.0,Left Center Back,6,Levante UD,221,['b6fb92e8-7c0e-4a92-a7a9-db3c993618ec'],8,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:08.161,Pass,
,,,,,,,,,,,,,,,,1.316017,,,,,,,,,,,,,,,,36e3cf76-a70d-4ba8-a054-ecdf3f35bc5a,107,,"[64.1, 14.4]",3825902,2,,,,2.9967802,,Left Foot,,,"[49.7, 16.5]",,Ground Pass,,14.55232,,,David Navarro Pedrós,26012.0,,,,,,,1,From Free Kick,Rubén García Santos,23943.0,Left Midfield,6,Levante UD,221,['96fc0866-0348-422c-b279-dfc7293b7118'],10,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:10.086,Pass,
,,,,,,,,,,,,,,,,1.914111,,,,,,,,,,,,,,,,92b800f4-c274-45a0-8d8f-01e89a6d84c0,110,,"[32.1, 25.5]",3825902,2,,,,0.5890367,,Right Foot,,,"[54.4, 40.4]",,High Pass,,26.819769,,,José Antonio García Rabasco,24149.0,,,,,,,1,From Free Kick,David Navarro Pedrós,26012.0,Left Center Back,6,Levante UD,221,['875d2337-61fc-492b-ad97-ca007511d158'],14,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:14.518,Pass,
,,,,,,,,,,,,,,,,2.833536,,,,,,,,,,,,,,,,70868129-3e50-45c3-8963-2f1d49c40096,113,,"[53.4, 40.4]",3825902,2,,,,2.2953217,,Other,,,"[32.6, 63.9]",,High Pass,,31.382957,,,Carl Medjani,27656.0,,,,,,,1,From Free Kick,José Antonio García Rabasco,24149.0,Right Center Midfield,6,Levante UD,221,['6a496008-a9ec-4e2d-8c16-d0d9070c5b09'],16,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:16.632,Pass,
,,,,,,,,,,,,,,,,3.733816,,,,,,,,,,,,,,,,64e9e92c-9a42-4f13-93cc-3a1f6048ff83,116,,"[37.1, 65.0]",3825902,2,,,,-0.0942546,,Right Foot,,,"[104.8, 58.6]",,High Pass,,68.00184,Incomplete,,Jordi Xumetra Feliu,27123.0,,,,,,,1,From Free Kick,Carl Medjani,27656.0,Right Center Back,6,Levante UD,221,"['86f8b025-b28f-4fdb-9d2a-1e70051e070f', 'd4483157-e82b-4cf9-8210-9a0b771da1c1']",20,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:20.914,Pass,
,,,,,,,,,,,,,,,,0.975887,,,,,,,,,,,,,,,,b2e3fa4b-617a-4205-aed7-08bf07762344,119,,"[94.6, 80.0]",3825902,2,,,,-1.4201604,,,,,"[96.3, 68.8]",,Low Pass,,11.328283,,,Víctor Casadesús Castaño,23791.0,,,,,,Throw-in,1,From Throw In,Iván López Mendoza,8801.0,Right Back,7,Levante UD,221,['b5d5fe56-69ab-421f-91b0-a6f34c29d761'],36,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:36.147,Pass,
