ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,9a4d2e24-6303-45b5-aa3b-822c05449e51,16,,"[30.2, 50.0]",3825863,0,,,,,1.2882414,,Left Foot,,,,"[36.5, 71.7]",,Ground Pass,,22.596018,,,,,David García Santana,6927.0,,,,,,1,From Kick Off,Mauricio Lemos Merladet,7692.0,Right Center Back,2,Las Palmas,208,['0d389887-f271-4200-a544-2262fdb35b3b'],11,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:11.327,Pass,
,,,,,,,,,,,,,,,,0.465858,,,,,,,,,,,,6203b21c-b3b7-4e22-99e3-41506cfc9cb0,19,,"[33.8, 70.0]",3825863,0,,,,,0.35744968,,Right Foot,,,,"[42.1, 73.1]",,Ground Pass,,8.860023,,,Incomplete,,Francisco José Perdomo Borges,27251.0,,,,,,1,From Kick Off,David García Santana,6927.0,Right Back,2,Las Palmas,208,"['0c505d3e-7178-47da-86c4-628994afea23', '50f0f98a-4a43-4ba5-9817-6ace831d624b']",14,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:14.573,Pass,
,,,,,,,,,,,,,,,,1.469059,,,,,,,,,,,,3498a78e-52ec-426e-80d9-7adff61b2603,22,,"[51.3, 80.0]",3825863,0,,,,,-1.0705796,,,,,,"[60.1, 63.9]",,Low Pass,,18.348024,,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,Throw-in,1,From Throw In,David García Santana,6927.0,Right Back,3,Las Palmas,208,['cbd09373-f75e-4d40-bf41-4568a9718dc5'],23,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:23.369,Pass,
,,,,,,,,,,,,,,,,1.37282,,,,,,,,,,,,065b04f4-a57a-4e4e-bed3-c2af14847c1d,25,,"[56.4, 65.6]",3825863,0,,,,,2.7326849,,Right Foot,,,,"[47.4, 69.5]",,Ground Pass,,9.80867,,,,,David García Santana,6927.0,,,,,,1,From Throw In,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,3,Las Palmas,208,['76b2aaf7-cc4d-4846-adcd-b84498cc41bf'],26,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:26.147,Pass,
,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,e06c5f80-c53b-46d6-a20c-aeb515498565,28,,"[44.7, 69.0]",3825863,0,,,,,-2.9576492,,Right Foot,,,,"[27.5, 65.8]",,Ground Pass,,17.495142,,,,,Mauricio Lemos Merladet,7692.0,,,,,,1,From Throw In,David García Santana,6927.0,Right Back,3,Las Palmas,208,['86f557eb-854e-41c0-b173-5c3e5b689d99'],28,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:28.732,Pass,
,,,,,,,,,,,,,,,,1.986842,,,,,,,,,,,,06ee92c5-e0e3-4701-9512-aee5b498bbd2,31,,"[28.7, 66.6]",3825863,0,,,,,0.07365294,,Right Foot,,,,"[80.2, 70.4]",,High Pass,,51.640003,,,Incomplete,,Francisco José Perdomo Borges,27251.0,,,,,,1,From Throw In,Mauricio Lemos Merladet,7692.0,Right Center Back,3,Las Palmas,208,"['048ea08a-148d-41ec-b6f6-aec276d00e9a', '0888a0cf-db22-4893-a49a-562aa7990fb9']",31,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:31.899,Pass,
,,,,,,,,,,,,,,,,2.103466,,,,,,,,,,,,048ea08a-148d-41ec-b6f6-aec276d00e9a,33,,"[39.9, 9.7]",3825863,0,,,,,-0.14090401,,Head,,,,"[54.0, 7.7]",,Low Pass,,14.2411375,,,,,Celso Borges Mora,5582.0,,,,,Recovery,1,Regular Play,Fernando Navarro i Corbacho,6913.0,Left Back,4,RC Deportivo La Coruña,219,"['06ee92c5-e0e3-4701-9512-aee5b498bbd2', '8cb8f55c-ea29-4ba8-9b01-9822b301cf59']",33,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:33.886,Pass,
,,,,,,,,,,,,,,,,2.150023,,,,,,,,,,,,ff2c7712-8629-4a75-95f0-6fffde3fe45b,36,,"[55.4, 5.5]",3825863,0,,,,,0.5758081,,Left Foot,,,,"[80.2, 21.6]",,Ground Pass,,29.567719,,,,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Celso Borges Mora,5582.0,Left Defensive Midfield,4,RC Deportivo La Coruña,219,['b341fe0b-9c59-4fe5-bc52-5ab11c926c65'],36,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:36.031,Pass,
,,,,,,,,,,,,,,,,0.719357,,,,,,,,,,,,fe09b0d4-0c8e-4987-b1f7-a416bd7209d7,39,,"[83.4, 21.6]",3825863,0,,,,,1.6075445,,Left Foot,,,,"[82.9, 35.2]",,Ground Pass,,13.609188,,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,1,Regular Play,Lucas Pérez Martínez,6732.0,Right Center Forward,4,RC Deportivo La Coruña,219,['253b165f-c866-442c-b0de-bfd352d5a4b7'],40,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:40.645,Pass,
,,,,,,,,,,,,,,,,3.444178,,,,,,,,,,,,9fbcbaaa-a516-42dd-b0a2-4114d729ea91,43,,"[83.9, 33.7]",3825863,0,,,,,-0.49311507,,Right Foot,,,,"[120.0, 14.3]",,Ground Pass,,40.982555,,,Out,,Lucas Pérez Martínez,6732.0,,,,,,1,Regular Play,Luis Alberto Romero Alconchel,7782.0,Left Center Forward,4,RC Deportivo La Coruña,219,"['27b3b84c-ee25-4ad5-93cb-ec95aa1dbdfa', '38d1b5b3-d41c-43ad-8015-f8b5e1808cbf']",42,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:42.179,Pass,True
,,,,,,,,,,,,,,,,3.484241,,,,,,,,,,,,2da13845-aed8-4af3-8f12-98d014f71a4a,45,,"[6.0, 44.0]",3825863,1,,,,,0.3703937,,Right Foot,,,,"[64.2, 66.6]",,High Pass,,62.433964,,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Javier Varas Herrera,26753.0,Goalkeeper,5,Las Palmas,208,['7e85169d-09b4-4bdc-8f9e-bd858f38a4da'],8,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:08.704,Pass,
,,,,,,,,,,,,,,,,2.059652,,,,,,,,,,,,7e85169d-09b4-4bdc-8f9e-bd858f38a4da,46,,"[55.9, 13.5]",3825863,1,,,,True,0.09065989,,,,,,"[83.4, 16.0]",,High Pass,,27.613403,,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,5,Las Palmas,208,"['1a3486ca-4254-4d54-8509-49b76582d479', '2da13845-aed8-4af3-8f12-98d014f71a4a', '3d04a422-8ea5-4e00-a148-2648fa18a2f0']",12,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:12.188,Pass,True
,,,,,,,,,,,,,,,,0.912059,,,,,,,,,,,,3d04a422-8ea5-4e00-a148-2648fa18a2f0,48,,"[36.7, 64.1]",3825863,1,,,,,0.28002527,,Right Foot,,,,"[52.0, 68.5]",,High Pass,,15.920113,,,,,Sergio Ezequiel Araújo,8167.0,,,,,Recovery,1,From Goal Kick,Mauricio Lemos Merladet,7692.0,Right Center Back,5,Las Palmas,208,"['3b0896cb-e64c-453e-83b1-04380ddab3b7', '7e85169d-09b4-4bdc-8f9e-bd858f38a4da']",14,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:14.248,Pass,
,,,,,,,,,,,,,,,,1.639059,,,,,,,,,,,,58a80db8-3ec3-4d01-bf70-36520994962b,51,,"[52.0, 68.5]",3825863,1,,,,True,-0.66501534,,,,,,"[65.9, 57.6]",,High Pass,,17.664087,,,Incomplete,,,,,,,,,1,From Goal Kick,Sergio Ezequiel Araújo,8167.0,Center Forward,5,Las Palmas,208,"['daaa673d-c0fe-4fbc-bf98-fb8c176b829e', 'e57122f8-a185-4b08-a8bb-6c67ca6a7f74']",15,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:15.160,Pass,True
,,,,,,,,,,,,,,,,2.668384,,,,,,,,,,,,e57122f8-a185-4b08-a8bb-6c67ca6a7f74,52,,"[54.2, 22.5]",3825863,1,,,,,0.9606645,,Right Foot,,,,"[70.0, 45.1]",,High Pass,,27.575352,,,,,Federico Nicolás Cartabia,6728.0,,,,,Recovery,1,From Goal Kick,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,5,Las Palmas,208,"['58a80db8-3ec3-4d01-bf70-36520994962b', '6807662c-4f4f-490e-8b06-fcbf6ffd7cc1']",16,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:16.799,Pass,
,,,,,,,,,,,,,,,,1.246659,,,,,,,,,,,,fdea86b6-3c5d-48e7-a50a-782565beb8d9,58,,"[40.9, 7.0]",3825863,1,,,,,1.4564645,,Left Foot,,,,"[43.3, 27.9]",,Ground Pass,,21.037348,,,,,Jonathan Viera Ramos,10755.0,,,,,,1,From Goal Kick,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,5,Las Palmas,208,['ba43b4fc-6708-4fb0-8394-d3cb1e171769'],25,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:25.474,Pass,
,,,,,,,,,,,,,,,,1.775224,,,,,,,,,,,,c4b0d822-954e-4d39-9455-c0128fc7bf6f,61,,"[52.5, 17.2]",3825863,1,,,,,-3.1125312,,Right Foot,,,,"[35.3, 16.7]",,Ground Pass,,17.207266,,,,,Aythami Artiles Oliva,8440.0,,,,,,1,From Goal Kick,Jonathan Viera Ramos,10755.0,Left Center Midfield,5,Las Palmas,208,['e4f2d9ba-7982-436a-b57e-4130540223f3'],30,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:30.797,Pass,
,,,,,,,,,,,,,,,,1.36875,,,,,,,,,,,,3f590b84-4a35-4129-9fd3-dff395f1654c,64,,"[35.3, 16.7]",3825863,1,,,,,1.6362051,,Left Foot,,,,"[33.8, 39.6]",,Ground Pass,,22.949074,,,,,Mauricio Lemos Merladet,7692.0,,,,,,1,From Goal Kick,Aythami Artiles Oliva,8440.0,Left Center Back,5,Las Palmas,208,['65d53235-3216-4897-a9de-3c2b89e20221'],33,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:33.541,Pass,
,,,,,,,,,,,,,,,,1.42675,,,,,,,,,,,,ed599468-3898-464a-ac64-fdb5e72b86d3,67,,"[40.1, 42.5]",3825863,1,,,,,1.4190311,,Left Foot,,,,"[44.0, 68.0]",,Ground Pass,,25.79651,,,,,David García Santana,6927.0,,,,,,1,From Goal Kick,Mauricio Lemos Merladet,7692.0,Right Center Back,5,Las Palmas,208,['3e7f7707-681a-4c97-a440-c095d29f93f8'],37,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:37.058,Pass,
,,,,,,,,,,,,,,,,1.677944,,,,,,,,,,,,1cfa75b9-768a-4dc5-b841-029e6870e7f6,70,,"[45.2, 70.4]",3825863,1,,,,,-0.1371543,,Right Foot,,,,"[83.6, 65.1]",,High Pass,,38.76403,,,Pass Offside,,Sergio Ezequiel Araújo,8167.0,,,,,,1,From Goal Kick,David García Santana,6927.0,Right Back,5,Las Palmas,208,['bcdead2a-5084-45d8-a4b7-fbf9d97ad0a9'],39,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:39.963,Pass,
,,,,,,,,,,,,,,,,0.645837,,,,,,,,,,,,99acce0f-c8b8-431a-a7ef-63738a8a0f48,72,,"[39.9, 11.4]",3825863,1,,True,,,0.17799044,,Left Foot,,,,"[58.8, 14.8]",,Ground Pass,,19.203384,,,,,Luis Alberto Romero Alconchel,7782.0,,,,,Free Kick,1,From Free Kick,Fernando Navarro i Corbacho,6913.0,Left Back,6,RC Deportivo La Coruña,219,['cabc471a-8aff-4171-b64c-6389f73029a6'],48,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:48.554,Pass,
,,,,,,,,,,,,,,,,0.848128,,,,,,,,,,,,b3c91e62-5625-4ea4-a6a9-7fb4d9c40417,74,,"[58.8, 14.8]",3825863,1,,,,,-1.6623762,,Right Foot,,,,"[57.9, 5.0]",,Ground Pass,,9.84124,,,,,Rubén Gracia Calmache,25921.0,,,,,,1,From Free Kick,Luis Alberto Romero Alconchel,7782.0,Left Center Forward,6,RC Deportivo La Coruña,219,['65ef23d0-8f36-4e94-9d9a-ff36e0bcda29'],51,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:51.556,Pass,
,,,,,,,,,,,,,,,,2.772228,,,,,,,,,,,,36999fc6-30b8-4b8d-98de-c427923ef6d6,77,,"[57.9, 5.0]",3825863,1,,,,,0.044089057,,Right Foot,,,,"[85.1, 6.2]",,Low Pass,,27.226458,,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,1,From Free Kick,Rubén Gracia Calmache,25921.0,Left Midfield,6,RC Deportivo La Coruña,219,['ff4235c8-fff7-4c61-83ba-b0e236cb73e4'],53,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:53.330,Pass,
,,,,,,,,,,,,,,,,2.027979,,,,,,,,,,,,f9480336-b304-48c5-a720-9db904ff44d7,80,,"[99.7, 8.4]",3825863,1,,,,,0.7721539,,Right Foot,,,,"[115.0, 23.3]",,Ground Pass,,21.356499,,,,,Lucas Pérez Martínez,6732.0,,,,,,1,From Free Kick,Luis Alberto Romero Alconchel,7782.0,Left Center Forward,6,RC Deportivo La Coruña,219,['8edaa277-ecb3-472a-9d57-68ed24e141a3'],58,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:58.363,Pass,
,,,,,,,,,,,,,,,,2.133123,,,,,,,,,,,,9443f009-03bc-43bc-97ee-7d8462cef779,83,,"[116.0, 13.5]",3825863,2,,,,,-2.8666828,,Right Foot,,,,"[96.5, 8.0]",,Ground Pass,,20.2608,,,,,Fernando Navarro i Corbacho,6913.0,,,,,,1,From Free Kick,Lucas Pérez Martínez,6732.0,Right Center Forward,6,RC Deportivo La Coruña,219,['d1990c7f-2d8b-444b-b40f-c7bda5403bdf'],3,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:03.368,Pass,
,,,,,,,,,,,,,,,,0.962371,,,,,,,,,,,,8a594720-497a-415b-8690-ffaf71a8de58,86,,"[91.6, 8.0]",3825863,2,,,,,0.10397155,,Left Foot,,,,"[103.1, 9.2]",,Ground Pass,,11.562439,,,,,Lucas Pérez Martínez,6732.0,,,,,,1,From Free Kick,Fernando Navarro i Corbacho,6913.0,Left Back,6,RC Deportivo La Coruña,219,['1e6494ec-aed6-4bd9-a836-290dba5dd0f5'],6,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:06.464,Pass,
,,,,,,,,,,,,,,,,1.455401,,,,,,,,,,,,74a047d0-6e66-41ba-9779-00ee5b1efcd4,89,,"[99.2, 15.2]",3825863,2,,,,,1.6649793,,Left Foot,,,,"[96.3, 45.9]",,Low Pass,,30.836666,,,,,Federico Nicolás Cartabia,6728.0,,,,,,1,From Free Kick,Lucas Pérez Martínez,6732.0,Right Center Forward,6,RC Deportivo La Coruña,219,['36fb5b3b-ec7a-4bee-968e-983fc696c430'],10,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:10.000,Pass,
,,,,,,,,,,,,,,,,0.063894,,,,,,,,,,,,6dfe15af-06f8-496e-82f9-6a2eac07070d,92,,"[93.3, 46.4]",3825863,2,,,,,1.5083776,,Right Foot,,,,"[93.8, 54.4]",,Low Pass,,8.01561,,,Incomplete,,,,,,,,,1,From Free Kick,Federico Nicolás Cartabia,6728.0,Right Midfield,6,RC Deportivo La Coruña,219,['7d003315-fcc3-41cd-962f-4272e153d4cd'],12,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:12.241,Pass,
,,,,,,,,,,,,,,,,1.637135,,,,,,,,,,,,9edba0d5-dae3-43b9-8459-4b67235ddcd8,94,,"[29.7, 50.0]",3825863,2,,,,,-0.43587697,,Right Foot,,,,"[44.3, 43.2]",,Ground Pass,,16.1059,,,,,Jonathan Viera Ramos,10755.0,,,,,Recovery,1,Regular Play,Aythami Artiles Oliva,8440.0,Left Center Back,7,Las Palmas,208,['ef0fa253-70ad-46dd-bd2e-45c3bffdf85b'],13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:13.942,Pass,
,,,,,,,,,,,,,,,,1.96935,,,,,,,,,,,,838ab5a4-03e4-4f5d-848d-35724fcc3102,102,,"[22.9, 51.0]",3825863,2,,,,,0.47999087,,Right Foot,,,,"[49.6, 64.9]",,Ground Pass,,30.101496,,,,,David García Santana,6927.0,,,,,Recovery,1,Regular Play,Javier Varas Herrera,26753.0,Goalkeeper,7,Las Palmas,208,['b1bc53e1-72ef-4573-a96b-cfd6885e6286'],28,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:28.877,Pass,
,,,,,,,,,,,,,,,,0.858912,,,,,,,,,,,,56dd0cb5-13c3-4250-93d1-22c8a757c6a2,105,,"[48.9, 66.6]",3825863,2,,,,,-1.0200205,,Right Foot,,,,"[56.7, 53.9]",,Ground Pass,,14.904026,,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,Regular Play,David García Santana,6927.0,Right Back,7,Las Palmas,208,['f2c58f93-7410-48d7-b448-5555ebf112c2'],31,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:31.421,Pass,
