ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.024774,,,,,,,,,,,,,1629b316-dd8c-48bc-a747-4e110634ff75,18,,,"[26.1, 40.8]",3825581,0,,,,-0.3585545,,Right Foot,,,"[76.8, 21.8]",,High Pass,,54.143234,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Kick Off,Keylor Navas Gamboa,5597.0,Goalkeeper,2,Espanyol,214,"['498313e6-7a21-4963-b66d-f6c9d6af7f4b', 'b24a66ed-5e56-4cb0-bf61-2e04bc95ed3a']",25,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:25.440,Pass,
,,,,,,,,,,,,,,,,,3.212621,,,,,,,,,,,,,b24a66ed-5e56-4cb0-bf61-2e04bc95ed3a,21,,,"[43.3, 58.3]",3825581,0,,,True,2.6596942,,,,,"[12.9, 74.2]",,High Pass,,34.306995,,,,Anaitz Arbilla Zabala,6709.0,,,,,,Recovery,1,From Kick Off,Mickaël Ciani,15297.0,Right Center Back,2,Espanyol,214,"['1629b316-dd8c-48bc-a747-4e110634ff75', '21159bff-0779-490b-b247-52e9b49dbe9d', '5ce18b00-1f61-48f6-8a9a-824470aadde6']",28,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:28.465,Pass,True
,,,,,,,,,,,,,,,,,3.001465,,,,,,,,,,,,,dd19b03e-e5cc-43eb-b220-201af0678b97,24,,,"[17.4, 73.7]",3825581,0,,,,-0.004566178,,Right Foot,,,"[61.2, 73.5]",,High Pass,,43.800457,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,,1,From Kick Off,Anaitz Arbilla Zabala,6709.0,Right Back,2,Espanyol,214,['b1d94f8b-e67a-4dfe-b039-ac93da7c0f0a'],35,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:35.626,Pass,
,,,,,,,,,,,,,,,,,0.405851,,,,,,,,,,,,,52fb3667-1754-47a2-9e75-07116c0d7337,32,,,"[62.1, 5.7]",3825581,0,,,,1.5981867,,Left Foot,,,"[61.9, 13.0]",,Ground Pass,,7.302739,,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,"['455b98b9-6b5f-4d44-b61b-9f5d2cb1b5d4', 'e2f42025-de9d-493d-b8aa-4cb5ef0917c2']",40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:40.006,Pass,True
,,,,,,,,,,,,,,,,,1.121627,,,,,,,,,,,,,698485b9-9fca-47e0-bbfc-f29c7988b33b,35,,,"[58.7, 13.2]",3825581,0,,,,2.2914388,,Right Foot,,,"[45.0, 28.8]",,Ground Pass,,20.761744,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Right Defensive Midfield,3,Real Madrid,220,['802fbd75-61c9-42df-88f3-b457e082f42c'],41,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:41.486,Pass,
,,,,,,,,,,,,,,,,,2.512744,,,,,,,,,,,,,fea18a71-023c-4d25-bf6f-35d9ac09cd50,38,,,"[43.7, 31.6]",3825581,0,,,,1.4459587,,Right Foot,,,"[46.9, 57.1]",,Ground Pass,,25.7,,,,Daniel Carvajal Ramos,5721.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Real Madrid,220,['d6f90777-f792-4238-8b34-43f3435c4ed8'],43,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:43.785,Pass,
,,,,,,,,,,,,,,,,,1.322012,,,,,,,,,,,,,0a5b8b2f-b5da-4a92-952c-84ff98f3fde9,41,,,"[58.2, 74.8]",3825581,0,,,,-1.7738415,,Right Foot,,,"[56.1, 64.6]",,Ground Pass,,10.413933,,,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['7d0f725f-8691-4937-98c1-bf5c5fcb5126'],48,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:48.167,Pass,
,,,,,,,,,,,,,,,,,1.024891,,,,,,,,,,,,,bf3caf91-8396-415a-bd7b-c93a21cb635b,44,,,"[58.0, 65.2]",3825581,0,,,,0.6580904,,Right Foot,,,"[72.1, 76.1]",,Ground Pass,,17.821898,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Defensive Midfield,3,Real Madrid,220,['7a22aa76-5c25-47f5-884e-2ebc8eeb696f'],50,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:50.199,Pass,
,,,,,,,,,,,,,,,,,1.172925,,,,,,,,,,,,,307ab546-0ed3-4ccd-83c7-c05c46936387,48,,,"[73.6, 76.1]",3825581,0,,,,3.1415927,,Right Foot,,,"[63.8, 76.1]",,Ground Pass,,9.8,,,,Daniel Carvajal Ramos,5721.0,,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Right Wing,3,Real Madrid,220,"['1712c249-1b25-41ff-ba96-2268ded8e3e4', 'd12490b3-bf3b-4241-a4d3-7e5bd4fc5738']",51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:51.249,Pass,True
,,,,,,,,,,,,,,,,,0.760021,,,,,,,,,,,,,98259029-e2e9-484a-90e8-8f556bed918e,51,,,"[63.8, 76.1]",3825581,0,,,,-2.3036115,,Right Foot,,,"[58.4, 70.1]",,Ground Pass,,8.072174,,,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['360e23c9-c951-4072-b3f2-1f06f6423a99'],52,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.932,Pass,
,,,,,,,,,,,,,,,,,0.998275,,,,,,,,,,,,,b4eff6f4-fe61-4aff-8998-35d30ecdd1bd,54,,,"[60.6, 55.4]",3825581,0,,,,-2.8988562,,Right Foot,,,"[50.1, 52.8]",,Ground Pass,,10.817116,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Defensive Midfield,3,Real Madrid,220,['e9a301ea-1dd8-431a-92df-358427a7723a'],57,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:57.005,Pass,
,,,,,,,,,,,,,,,,,1.542041,,,,,,,,,,,,,41e90f9b-517d-45ad-a461-2945de3d3abb,57,,,"[53.7, 52.8]",3825581,1,,,,-0.044039305,,Right Foot,,,"[83.2, 51.5]",,High Pass,,29.52863,,,,Karim Benzema,19677.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Real Madrid,220,['9b30a900-96bd-435f-a514-1a65fed3690d'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:00.076,Pass,
,,,,,,,,,,,,,,,,,0.955863,,,,,,,,,,,,,8b7fc3e6-1907-4f7c-bf7b-f87c8d5c6722,64,,,"[30.9, 31.4]",3825581,1,,,,1.138044,,Right Foot,,,"[39.4, 49.8]",,Low Pass,,20.268448,,,,Anaitz Arbilla Zabala,6709.0,,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,4,Espanyol,214,['b7987e76-44c1-4ae7-96a3-4eaf32edb669'],4,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:04.600,Pass,
,,,,,,,,,,,,,,,,,2.258023,,,,,,,,,,,,,d72b9c72-603e-4b29-95f0-d518ccac71b1,67,,,"[54.2, 48.9]",3825581,1,,,,0.43487856,76423008-06f5-4cf6-9f53-737ef125eaea,Right Foot,,,"[82.4, 62.0]",,Ground Pass,,31.094212,,,,Felipe Salvador Caicedo Corozo,7781.0,True,,,,,,1,Regular Play,Anaitz Arbilla Zabala,6709.0,Right Back,4,Espanyol,214,['8e2cc363-b9c6-413c-8434-02b4ed6a6b8a'],7,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:07.852,Pass,
,,,,,,,,,,,,,,,,,1.130437,,,,,,,,,,,,,1c445911-4885-467b-bfb9-cbf5d83f67b8,73,,,"[120.0, 0.1]",3825581,1,,,,1.7043253,,Right Foot,,,"[116.4, 26.9]",,High Pass,True,27.04071,,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Salvador Sevilla López,24072.0,Right Midfield,5,Espanyol,214,['62918f1e-4eab-449c-a4df-a61d05c48593'],51,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:51.514,Pass,
,,,,,,,,,,,,,,,,,0.842386,,,,,,,,,,,,,1f0f4da7-393e-41e6-b1df-1dcaaa9949ee,75,,,"[104.9, 0.1]",3825581,2,,,,2.3456686,,,,,"[100.2, 4.9]",,Low Pass,,6.7178864,,,,Salvador Sevilla López,24072.0,,,,,,Throw-in,1,From Throw In,Víctor Guillermo Álvarez Delgado,27241.0,Left Midfield,6,Espanyol,214,['8d15d02f-4a9d-414d-9867-546472f71601'],4,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:04.991,Pass,
,,,,,,,,,,,,,,,,,0.843736,,,,,,,,,,,,,9dc3a8d0-61d3-47c5-b78e-f4bb9bda5c3d,78,,,"[98.5, 5.5]",3825581,2,,,,0.4393609,,Right Foot,,,"[108.5, 10.2]",,Ground Pass,,11.049435,,,,Gerard Moreno Balaguero,6766.0,,,,,,,1,From Throw In,Salvador Sevilla López,24072.0,Right Midfield,6,Espanyol,214,['e4707112-f086-4738-bd8a-6fee45689f8f'],8,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:08.092,Pass,
,,,,,,,,,,,,,,,,,1.028213,,,,,,,,,,,,,840d7f70-052a-4b6f-a29f-0f9e8e56c2df,82,,,"[114.9, 3.1]",3825581,2,,,,1.4900897,,Left Foot,True,,"[117.1, 30.3]",,Low Pass,,27.288826,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,,1,From Throw In,Gerard Moreno Balaguero,6766.0,Left Center Forward,6,Espanyol,214,"['1d5c0177-2d26-4726-b56c-9535d5510076', '9759a179-360a-4e6f-b433-d9aeae32e117']",11,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:11.254,Pass,
,,,,,,,,,,,,,,,,,1.895732,,,,,,,,,,,,,f44b3c2f-4016-47a6-b97a-6c39baaf55eb,86,,,"[120.0, 0.1]",3825581,2,,,,1.8688719,,Right Foot,,,"[109.8, 33.3]",,High Pass,True,34.73154,,Unknown,,,,,,,Inswinging,,Corner,1,From Corner,Salvador Sevilla López,24072.0,Right Midfield,7,Espanyol,214,,43,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:43.519,Pass,
,,,,,,,,,,,,,,,,,2.268379,,,,,,,,,,,,,7c0239d7-1812-457b-80a3-d367598b4613,89,,,"[10.3, 46.8]",3825581,3,True,,,-0.3410532,411b9b4c-516b-4d20-8b1a-64d7112f0044,Right Foot,,,"[87.5, 19.4]",,High Pass,,81.91825,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,True,,,,,Free Kick,1,From Free Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,8,Real Madrid,220,['1f60f288-0534-4368-a6fe-c02863a4d973'],12,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:12.103,Pass,
,,,,,,,,,,,,,,,,,2.790052,,,,,,,,,,,,,d237b7cd-a259-4139-bc65-4065eb86c24e,94,,,"[6.0, 44.0]",3825581,3,,,,-0.2358946,,Left Foot,,,"[70.9, 28.4]",,High Pass,,66.74856,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Pau López Sabata,6792.0,Goalkeeper,9,Espanyol,214,['1e86e692-7434-434e-9e08-f39d059ec66e'],46,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:46.340,Pass,
,,,,,,,,,,,,,,,,,1.238144,,,,,,,,,,,,,1e86e692-7434-434e-9e08-f39d059ec66e,96,,,"[49.2, 51.7]",3825581,3,,,True,3.0403771,,,,,"[36.4, 53.0]",,High Pass,,12.865847,,,,Sergio Ramos García,5201.0,,,,,,Recovery,1,Regular Play,Carlos Henrique Casimiro,5539.0,Right Defensive Midfield,10,Real Madrid,220,"['16cd9492-eaa1-4967-9da7-eab9495560de', '8abf5aab-6a21-4318-abc1-1b3881155429', 'd237b7cd-a259-4139-bc65-4065eb86c24e']",49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:49.130,Pass,True
,,,,,,,,,,,,,,,,,1.108177,,,,,,,,,,,,,534bee6e-937f-456d-a064-0ff37574c7a8,99,,,"[37.3, 53.4]",3825581,3,,,,0.2770473,,Right Foot,,,"[58.4, 59.4]",,High Pass,,21.936499,,,,Gareth Frank Bale,6399.0,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,10,Real Madrid,220,['4511776a-4882-4462-9850-7734158678d6'],50,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:50.464,Pass,
,,,,,,,,,,,,,,,,,1.269118,,,,,,,,,,,,,468851c7-a42b-4a28-8f06-74c6958a5139,101,,,"[58.4, 59.4]",3825581,3,,,,2.7610862,,Other,,,"[52.4, 61.8]",,Low Pass,,6.462198,,Incomplete,,,,,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Center Attacking Midfield,10,Real Madrid,220,['1d0b724b-ecdb-4dc8-bd55-b3d265406015'],51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:51.572,Pass,
,,,,,,,,,,,True,,,,,,1.241103,,,,,,,,,,,,,1d0b724b-ecdb-4dc8-bd55-b3d265406015,102,,,"[67.7, 18.3]",3825581,3,,,,-2.8672106,,Right Foot,,,"[54.2, 14.5]",,Ground Pass,,14.024621,,,,Rubén Duarte Sánchez,6612.0,,,,,,Interception,1,Regular Play,Javier López Rodríguez,6791.0,Left Defensive Midfield,11,Espanyol,214,"['28fd95fb-180f-44fb-a255-f6c9ba45cfdb', '468851c7-a42b-4a28-8f06-74c6958a5139']",52,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:52.841,Pass,
,,,,,,,,,,,,,,,,,1.36135,,,,,,,,,,,,,30153b4c-a0ef-427d-b1e7-8401ea3ec94c,105,,,"[54.2, 14.5]",3825581,3,,,,0.28360114,,Left Foot,,,"[74.1, 20.3]",,Ground Pass,,20.728,,,,Gerard Moreno Balaguero,6766.0,,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,11,Espanyol,214,['8522f058-bb6d-409c-9308-9953258a5516'],54,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:54.138,Pass,
,,,,,,,,,,,,,,,,,0.719169,,,,,,,,,,,,,140e2547-7d82-4c92-b080-5bdec3983d5f,108,,,"[74.1, 20.3]",3825581,3,,,,2.8942387,,Left Foot,,,"[64.2, 22.8]",,Ground Pass,,10.210778,,,,Javier López Rodríguez,6791.0,,,,,,,1,Regular Play,Gerard Moreno Balaguero,6766.0,Left Center Forward,11,Espanyol,214,['bd263f27-f335-4e33-883d-5f8731a74ec6'],55,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:55.602,Pass,
,,,,,,,,,,,,,,,,,1.418992,,,,,,,,,,,,,09b6498d-6c63-4e9c-ad52-8eb4b5a0ead0,111,,,"[68.1, 23.2]",3825581,3,,,,1.4579445,,Left Foot,,,"[69.8, 38.2]",,Ground Pass,,15.096026,,,,Salvador Sevilla López,24072.0,,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Left Defensive Midfield,11,Espanyol,214,['0e1a10a9-d027-4b34-b9a7-7477cd192517'],57,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:57.214,Pass,
,,,,,,,,,,,,,,,,,1.797847,,,,,,,,,,,,,104d2ea3-61b9-4f9b-8632-8a318b50a35f,114,,,"[74.5, 44.0]",3825581,3,,,,1.2720302,,Right Foot,,,"[82.6, 70.3]",,Ground Pass,,27.519085,,,,Anaitz Arbilla Zabala,6709.0,,,,,,,1,Regular Play,Salvador Sevilla López,24072.0,Right Midfield,11,Espanyol,214,['4d47e650-d5d7-4e6a-95db-104e3f9b6494'],59,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:59.662,Pass,
,,,,,,,,,,,,,,,,,0.849175,,,,,,,,,,,,,05baf2c7-6ef4-4512-8877-572e552e7029,117,,,"[81.6, 73.7]",3825581,4,,,,-1.4504135,,Right Foot,,,"[83.1, 61.3]",,Ground Pass,,12.4903965,,,,Salvador Sevilla López,24072.0,,,,,,,1,Regular Play,Anaitz Arbilla Zabala,6709.0,Right Back,11,Espanyol,214,['8162f29b-4316-4aab-b293-7a456d6264dd'],3,,,,,,,,,,,,,,,,,,Espanyol,214,00:04:03.900,Pass,
,,,,,,,,,,,,,,,,,0.978117,,,,,,,,,,,,,3c73c552-2efc-4595-9ae0-ba0c6c795332,124,,,"[90.1, 65.2]",3825581,4,,,,-1.3986055,,Right Foot,,,"[92.9, 49.1]",,Ground Pass,,16.341665,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,,1,Regular Play,Salvador Sevilla López,24072.0,Right Midfield,11,Espanyol,214,['95508f18-7a6f-462f-b7cb-4bf9d0a5d56c'],6,,,,,,,,,,,,,,,,,,Espanyol,214,00:04:06.380,Pass,
,,,,,,,,,,,,,,,,,0.455233,,,,,,,,,,,,,3c492042-834a-41f1-9ad7-02a0603f574e,128,,,"[91.4, 51.7]",3825581,4,,,,-2.6516354,,Left Foot,,,"[85.4, 48.5]",,Ground Pass,,6.8,,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Right Center Forward,11,Espanyol,214,['9d6ea9ad-327e-4526-868c-850923f2ea31'],8,,,,,,,,,,,,,,,,,,Espanyol,214,00:04:08.275,Pass,
