ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.417759,,,,,,,,,,,,,,c03e10a1-2848-4a2d-9258-005e473db82b,22,,"[111.6, 80.0]",3825807,0,,,,,-2.9327273,,,,,,"[93.2, 76.1]",,Low Pass,,18.808775,,,,Shkodran Mustafi,3638.0,,,,,Throw-in,1,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,3,Valencia,207,['abf51559-bf54-4389-8ca9-9c49bd2010ee'],27,,,,,,,,,,,,,,,,,,Valencia,207,00:00:27.066,Pass,
,,,,,,,,,,,,,,,,,,,0.684449,,,,,,,,,,,,,,a3c24e38-6d44-41c3-81e1-05a62612fcb8,26,,"[92.5, 77.4]",3825807,0,,,,,-0.89308804,,Right Foot,,,,"[99.1, 69.2]",,Ground Pass,,10.526158,,,,Enzo Nicolás Pérez,5741.0,,,,,,1,From Throw In,Shkodran Mustafi,3638.0,Right Center Back,3,Valencia,207,['ec535535-7459-46bc-b2c9-c1c1bc31ae9d'],29,,,,,,,,,,,,,,,,,,Valencia,207,00:00:29.899,Pass,
,,,,,,,,,,,,,,,,,,,2.368147,,,,,,,,,,,,,,24b47eef-608c-46b1-9276-b3e624777c55,30,,"[98.7, 70.9]",3825807,0,,,,,-2.9932249,,Right Foot,,,,"[70.6, 66.7]",,Ground Pass,,28.412146,,,,Javier Fuego Martínez,6751.0,,,,,,1,From Throw In,Enzo Nicolás Pérez,5741.0,Right Center Midfield,3,Valencia,207,['e455008a-290b-43cf-9897-125f0272c0bc'],31,,,,,,,,,,,,,,,,,,Valencia,207,00:00:31.155,Pass,
,,,,,,,,,,,,,,,,,,,2.805735,,,,,,,,,,,,,,ac6cff29-1ea7-4ac4-846d-dda29feb7241,33,,"[70.6, 66.7]",3825807,0,,,,,-2.0186973,,Right Foot,,,,"[58.3, 41.1]",,Ground Pass,,28.401585,,,,Aderllan Leandro de Jesus Santos,27482.0,,,,,,1,From Throw In,Javier Fuego Martínez,6751.0,Center Defensive Midfield,3,Valencia,207,['46fd44da-2a0a-4a9f-b439-9f2d2f0f6d66'],33,,,,,,,,,,,,,,,,,,Valencia,207,00:00:33.643,Pass,
,,,,,,,,,,,,,,,,,,,2.065447,,,,,,,,,,,,,,53d8c5d7-d6d3-4045-b26c-a5eac0a264a3,37,,"[63.0, 42.5]",3825807,0,,,,,1.6211135,,Right Foot,,,,"[61.6, 70.3]",,Ground Pass,,27.83523,,,,Shkodran Mustafi,3638.0,,,,,,1,From Throw In,Aderllan Leandro de Jesus Santos,27482.0,Left Center Back,3,Valencia,207,['b9250351-f175-4b3d-908a-f55418b2c8a2'],38,,,,,,,,,,,,,,,,,,Valencia,207,00:00:38.010,Pass,
,,,,,,,,,,,,,,,,,,,3.871464,,,,,,,,,,,,,,69ab7ee8-52b3-440c-a5a9-fc1bef6730c9,40,,"[65.1, 68.8]",3825807,0,,,,,-0.335934,,Right Foot,,,,"[107.2, 54.1]",,Ground Pass,,44.5926,,Incomplete,,Francisco Alcácer García,6402.0,,,,,,1,From Throw In,Shkodran Mustafi,3638.0,Right Center Back,3,Valencia,207,"['95354e7e-d536-490e-8299-387cbe963640', 'faab1873-868b-4f86-91df-b1cb488a947f']",42,,,,,,,,,,,,,,,,,,Valencia,207,00:00:42.723,Pass,
,,,,,,,,,,,,,,,,,,,1.662821,,,,,,,,,,,,,,f924279a-add4-4a63-95e0-dd35bd44aa3e,45,,"[13.1, 25.5]",3825807,0,,,,,-0.24577612,,Left Foot,,,,"[42.6, 18.1]",,High Pass,,30.413977,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,4,Atlético Madrid,212,"['1247e726-b803-4ff7-a996-917c2c280f5e', '3ab7897e-d1c9-42a2-8884-d7a8bbc8b6dd', '4e45a893-b24f-4c2b-a0ab-11708df13802']",47,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:47.012,Pass,True
,,,,,,,,,,,,,,,,,,,0.074432,,,,,,,,,,,,,,602f8e2a-148f-49ad-8f4c-be7b0188834d,49,,"[73.0, 61.8]",3825807,0,,,,,-1.4056476,,Right Foot,,,,"[73.3, 60.0]",,Ground Pass,,1.8248287,,Incomplete,,,,,,,,Recovery,1,Regular Play,Enzo Nicolás Pérez,5741.0,Right Center Midfield,4,Atlético Madrid,212,"['06f02eee-cbbf-4649-afa1-c105cf42b368', '9585f96c-ed44-459f-9016-3d30c7af1b3c']",50,,,,,,,,,,,,,,,,,,Valencia,207,00:00:50.001,Pass,True
,,,,,,,,,,,,,,,,,,,3.19737,,,,,,,,,,,,,,91bab4b5-7c6f-40a0-91ed-14aa38a22068,55,,"[64.5, 44.4]",3825807,0,,,,,1.4650282,,Right Foot,,,,"[67.6, 73.6]",,Ground Pass,,29.364094,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,Luciano Vietto,6744.0,Center Forward,4,Atlético Madrid,212,"['e18b899d-c910-41e3-92a1-f48360a98e66', 'f9b4e151-7a60-4612-aaa0-3b9f17a2e490']",54,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:54.613,Pass,True
,,,,,,,,,,,,,,,,,,,0.813938,,,,,,,,,,,,,,3c75bc5b-c24b-4f58-8925-c5b7b940f65e,57,,"[67.6, 73.6]",3825807,0,,,,,-0.08007532,,Right Foot,,,,"[83.8, 72.3]",,Ground Pass,,16.252077,,Incomplete,,,,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,4,Atlético Madrid,212,['32c9d4ee-53c3-469b-b772-88fa80c6857d'],57,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:57.810,Pass,
,,,,,,,,,,,,,,,,,,,1.017895,,,,,,,,,,,,,,e5451782-5588-4efb-8203-6688258b6e5e,60,,"[42.3, 2.3]",3825807,1,,,,,0.6175022,,Left Foot,,,,"[49.2, 7.2]",,Low Pass,,8.46286,,Incomplete,,Denis Cheryshev,5186.0,,,,,,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,4,Atlético Madrid,212,"['0da64fb3-c7e0-4aff-8a9f-e8db597df4de', 'fa55708a-6f8f-428a-9894-bd813172d818']",0,,,,,,,,,,,,,,,,,,Valencia,207,00:01:00.232,Pass,
,,,,,,,,,,,,,,,,,,,1.470293,,,,,,,,,,,,,,2b5a7bc2-15df-4edb-9d84-4b94039b3cbc,64,,"[69.8, 74.2]",3825807,1,,,,,-2.771422,,Right Foot,,,,"[63.1, 71.6]",,Ground Pass,,7.1867933,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,4,Atlético Madrid,212,['594cc0e0-010c-4581-830e-16f17893f983'],2,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:02.105,Pass,
,,,,,,,,,,,,,,,,,,,1.132624,,,,,,,,,,,,,,45770d35-f285-417a-ad92-551003ab0275,66,,"[62.9, 71.6]",3825807,1,,,,,-1.7868813,,Right Foot,,,,"[60.2, 59.3]",,Ground Pass,,12.592855,,,,Claudio Matías Kranevitter,18904.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,4,Atlético Madrid,212,['2e02f080-967a-4cfb-a728-943af57796a8'],3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:03.576,Pass,
,,,,,,,,,,,,,,,,,,,1.100317,,,,,,,,,,,,,,cf9395b7-e5f7-4a8d-a8c1-91bf964c4f68,69,,"[62.0, 58.1]",3825807,1,,,,,1.5554129,,Right Foot,,,,"[62.2, 71.1]",,Ground Pass,,13.001538,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Claudio Matías Kranevitter,18904.0,Center Defensive Midfield,4,Atlético Madrid,212,['d8a912fb-9886-4fab-abda-3cf2eb3a922e'],6,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:06.836,Pass,
,,,,,,,,,,,,,,,,,,,1.223422,,,,,,,,,,,,,,364ea5be-22d0-400c-aced-3367991f6cad,72,,"[62.7, 71.1]",3825807,1,,,,,0.34555557,,Right Foot,,,,"[82.7, 78.3]",,Ground Pass,,21.256529,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,4,Atlético Madrid,212,['0b42d4b1-ac98-4838-9036-bf0e51c3b527'],8,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:08.863,Pass,
,,,,,,,,,,,,,,,,,,,1.001734,,,,,,,,,,,,,,ba50e340-94e9-490d-b86a-5df0ae9cea62,78,,"[83.4, 80.0]",3825807,1,,True,,,-1.1970695,,,,,,"[87.4, 69.8]",,Low Pass,,10.956277,,,,Jorge Resurrección Merodio,5199.0,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,['192ac805-aa01-4b8f-8ab9-5d543db5ac18'],23,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:23.844,Pass,
,,,,,,,,,,,,,,,,,,,0.663124,,,,,,,,,,,,,,75e0d1d2-3b17-48df-91cc-1e7146294436,80,,"[87.4, 69.8]",3825807,1,,,,,1.8525681,,Right Foot,,,,"[85.2, 77.4]",,Ground Pass,,7.9120164,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Right Wing,5,Atlético Madrid,212,['3b9441e0-cce8-45ab-8624-c82e43df20dc'],24,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:24.846,Pass,
,,,,,,,,,,,,,,,,,,,0.729981,,,,,,,,,,,,,,1f5ea4be-fc06-4a4a-80b2-ad8cfda965d5,101,,"[45.7, 69.8]",3825807,1,,,,,0.86931276,,Left Foot,,,,"[50.6, 75.6]",,Ground Pass,,7.5927596,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Claudio Matías Kranevitter,18904.0,Center Defensive Midfield,5,Atlético Madrid,212,['f53c54b6-f8ed-4573-b986-1bfa2f18b9db'],36,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:36.184,Pass,
,,,,,,,,,,,,,,,,,,,0.27516,,,,,,,,,,,,,,7784a0b7-d84b-4785-a45e-28f29e1ddc27,104,,"[54.4, 76.5]",3825807,1,,,,,-0.42366892,,Right Foot,,,,"[59.5, 74.2]",,High Pass,,5.5946403,,Incomplete,,,,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Right Wing,5,Atlético Madrid,212,['7be3cc75-b935-4455-b2e5-6a5efb4e0726'],38,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:38.263,Pass,
,,,,,,,,,,,,,,,,,,,1.060714,,,,,,,,,,,,,,47710bb8-f062-41b2-aa3e-2e3e3ac0264c,108,,"[40.4, 73.2]",3825807,1,,,,,-1.3909428,,Right Foot,,,,"[42.2, 63.3]",,Ground Pass,,10.062305,,,,Claudio Matías Kranevitter,18904.0,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,['e4695996-8cdb-493d-9d00-33a8950cf0ea'],44,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:44.678,Pass,
,,,,,,,,,,,,,,,,,,,1.51268,,,,,,,,,,,,,,a5801faa-b8b0-4180-a86d-aea888f13884,111,,"[42.2, 63.3]",3825807,1,,,,,1.9483265,,Left Foot,,,,"[37.6, 74.9]",,Ground Pass,,12.478782,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,From Throw In,Claudio Matías Kranevitter,18904.0,Center Defensive Midfield,5,Atlético Madrid,212,['68972506-affa-49d0-a6c4-dcfe394ef5ac'],46,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:46.077,Pass,
,,,,,,,,,,,,,,,,,,,1.384648,,,,,,,,,,,,,,20008eee-876b-4254-8313-644c2551340b,114,,"[37.6, 74.9]",3825807,1,,,,,-1.3282448,,Right Foot,,,,"[42.4, 55.5]",,Ground Pass,,19.984995,,,,Claudio Matías Kranevitter,18904.0,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,['0c067463-02c6-46bc-ace4-d4d7f541adc6'],47,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:47.857,Pass,
,,,,,,,,,,,,,,,,,,,3.062066,,,,,,,,,,,,,,c1d45fba-f35c-4c24-8beb-96142ce7c013,117,,"[41.0, 51.8]",3825807,1,,,,,-1.7727529,,Right Foot,,,,"[34.1, 18.1]",,Ground Pass,,34.399128,,,,Lucas Hernández Pi,5484.0,,,,,,1,From Throw In,Claudio Matías Kranevitter,18904.0,Center Defensive Midfield,5,Atlético Madrid,212,['15f2947c-1981-4a74-8f67-0c990047540a'],50,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:50.066,Pass,
,,,,,,,,,,,,,,,,,,,1.486671,,,,,,,,,,,,,,6ff06077-8c1b-413b-a00e-9d933ad5663b,120,,"[34.1, 18.1]",3825807,1,,,,,-1.0598468,,Left Foot,,,,"[41.5, 4.9]",,Ground Pass,,15.132746,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Lucas Hernández Pi,5484.0,Left Center Back,5,Atlético Madrid,212,['8ccf0281-c16e-47fa-8d5d-08d861dab143'],53,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:53.263,Pass,
,,,,,,,,,,,,,,,,,,,2.003819,,,,,,,,,,,,,,4b2ea7b1-9e55-4ac0-b564-845e4d0b80af,124,,"[42.9, 4.4]",3825807,1,,,,,-0.08443131,,Left Foot,,,,"[87.8, 0.6]",,High Pass,,45.060516,,Out,,,,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,5,Atlético Madrid,212,['c99cd4cd-8d77-446e-b6dc-7470b471e768'],56,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:56.050,Pass,True
,,,,,,,,,,,,,,,,,,,1.354872,,,,,,,,,,,,,,101355f8-1ca7-4074-867c-e5f0917d2b5e,125,,"[36.5, 80.0]",3825807,2,,True,,,-1.2018368,,,,,,"[42.3, 65.0]",,Low Pass,,16.082289,,,,Javier Fuego Martínez,6751.0,,,,,Throw-in,1,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,6,Valencia,207,['0ddb4d4f-400a-473d-955f-516ddcae0cb9'],3,,,,,,,,,,,,,,,,,,Valencia,207,00:02:03.158,Pass,
,,,,,,,,,,,,,,,,,,,0.875095,,,,,,,,,,,,,,98919e2f-ba13-477c-b271-d1b96e9888c5,129,,"[42.1, 65.6]",3825807,2,,,,,1.6841297,,Right Foot,,,,"[40.7, 77.9]",,Ground Pass,,12.379418,,,,João Pedro Cavaco Cancelo,7005.0,,,,,,1,From Throw In,Javier Fuego Martínez,6751.0,Center Defensive Midfield,6,Valencia,207,['55630931-73eb-4d30-916b-5b424f75e175'],4,,,,,,,,,,,,,,,,,,Valencia,207,00:02:04.672,Pass,
,,,,,,,,,,,,,,,,,,,0.847245,,,,,,,,,,,,,,5f5b7bba-ee09-4ff9-a65b-3b068fbcbb8a,142,,"[64.6, 23.2]",3825807,2,,,,,0.4908518,,Left Foot,,,,"[76.2, 29.4]",,Ground Pass,,13.152946,,Incomplete,,Luciano Vietto,6744.0,,,,,,1,From Throw In,Saúl Ñíguez Esclapez,6381.0,Left Center Midfield,6,Valencia,207,"['555e7c7b-3e27-4c67-98c2-aaf9e25ab07c', 'dd5d9644-c494-42cc-9ca7-305d282b2341']",11,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:11.697,Pass,
,,,,,,,,,,,,,,,,,,,0.785072,,,,,,,,,,,,,,ab24d2d1-e043-4d4e-a619-5ceacd5c6c0a,149,,"[47.4, 40.0]",3825807,2,,,,,-0.21866895,,Left Foot,,,,"[53.7, 38.6]",,Low Pass,,6.453681,,,,André Filipe Tavares Gomes,10802.0,,,,,Recovery,1,From Throw In,Denis Cheryshev,5186.0,Left Wing,6,Valencia,207,['05a454dd-c831-4d8d-8800-fc2fe6bb2dff'],14,,,,,,,,,,,,,,,,,,Valencia,207,00:02:14.004,Pass,
,,,,,,,,,,,,,,,,,,,2.518276,,,,,,,,,,,,,,a1535de0-abec-4777-bd0e-9f20b9d068c1,152,,"[57.4, 34.8]",3825807,2,,,,,0.06885649,,Left Foot,,,,"[100.9, 37.8]",,Low Pass,,43.603325,,Incomplete,,Francisco Alcácer García,6402.0,,,Through Ball,True,,1,From Throw In,André Filipe Tavares Gomes,10802.0,Left Center Midfield,6,Valencia,207,"['646c7b4a-ef28-46c6-b7d4-b6f587edc890', '99b966f1-b5be-4799-b9ac-e41779ede64f']",16,,,,,,,,,,,,,,,,,,Valencia,207,00:02:16.113,Pass,
,,,,,,,,,,,,,,,,,,,0.580717,,,,,,,,,,,,,,f4148a3a-f30f-4134-a09c-008d5a35eab1,157,,"[19.6, 41.9]",3825807,2,,,,,0.8475191,,Right Foot,,,,"[29.4, 53.0]",,Ground Pass,,14.807093,,,,José María Giménez de Vargas,5259.0,,,,,,1,From Keeper,Jan Oblak,6378.0,Goalkeeper,7,Atlético Madrid,212,"['ae6b564f-46e8-42e3-902a-af0e7fe763d0', 'dbb0e250-3e9e-4e96-846b-4fa03ad18ff5']",18,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:18.932,Pass,True
