bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.926445,,,,,,,,,,,,,,,4f09188f-1963-4856-953b-1c454da3d49e,18,,,"[41.3, 63.6]",3825710,0,,,,,-1.7817045,,Right Foot,,,,"[33.4, 26.7]",,Ground Pass,,37.73619,,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,2,Real Madrid,220,['16aa7d2b-dc29-4692-b841-713d9c350c67'],8,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:08.320,Pass,
,,,,,,,,,,,,,,,1.234602,,,,,,,,,,,,,,,2f28b24a-870f-4cfa-a166-8d4b6dad088e,21,,,"[38.6, 25.9]",3825710,0,,,,,-1.3020933,,Right Foot,,,,"[42.4, 12.1]",,Ground Pass,,14.31363,,,,,Luka Modrić,5463.0,,,,,,,1,From Kick Off,José Ignacio Fernández Iglesias,5202.0,Left Center Back,2,Real Madrid,220,['65edf93e-8bb3-4585-b879-01559039f16e'],12,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:12.606,Pass,
,,,,,,,,,,,,,,,0.643031,,,,,,,,,,,,,,,eea6f830-88fb-4b67-a517-498fbc914243,24,,,"[53.7, 12.7]",3825710,0,,,,,-0.06807646,,Right Foot,,,,"[62.5, 12.1]",,Ground Pass,,8.820431,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Kick Off,Luka Modrić,5463.0,Right Center Midfield,2,Real Madrid,220,['031383d7-7ea5-4311-8b70-557ffef55467'],16,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:16.881,Pass,
,,,,,,,,,,,,,,,0.896777,,,,,,,,,,,,,,,594c43fe-c41c-4c71-a864-d70bfcf6abf0,26,,,"[62.5, 12.1]",3825710,0,,,,,-3.1149323,,Right Foot,,,,"[55.0, 11.9]",,Ground Pass,,7.502666,,,,,Luka Modrić,5463.0,,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,2,Real Madrid,220,['3c4dabd4-da37-4f3c-924c-f76e567c7726'],17,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:17.524,Pass,
,,,,,,,,,,,,,,,1.191948,,,,,,,,,,,,,,,50d45a79-f3bd-4916-96e8-69f35340486b,29,,,"[57.7, 13.0]",3825710,0,,,,,-1.4343938,,Right Foot,,,,"[59.1, 2.8]",,Ground Pass,,10.29563,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Kick Off,Luka Modrić,5463.0,Right Center Midfield,2,Real Madrid,220,['226da6f8-2848-469c-8e40-ae456bb14bb7'],19,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:19.891,Pass,
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,35e965c8-fd9e-4743-9a73-46ed01a27a7b,32,,,"[59.1, 2.8]",3825710,0,,,,,2.2840974,,Left Foot,,,,"[42.4, 22.1]",,Ground Pass,,25.522148,,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Real Madrid,220,['e54d507b-1057-4c1a-94c5-1e0145149171'],21,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:21.163,Pass,
,,,,,,,,,,,,,,,2.197935,,,,,,,,,,,,,,,1a8585a9-94b8-400e-8a2c-07b93239513d,35,,,"[41.9, 23.3]",3825710,0,,,,,1.578629,,Right Foot,,,,"[41.6, 61.6]",,Ground Pass,,38.301174,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Kick Off,José Ignacio Fernández Iglesias,5202.0,Left Center Back,2,Real Madrid,220,['f5fc48ef-9b2d-4267-8e4b-be0a2e917ee8'],23,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:23.800,Pass,
,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,,,3efa0a75-9262-42cf-9f49-92fa934a5c00,39,,,"[35.6, 54.3]",3825710,0,,,,,-1.7936965,,Right Foot,,,,"[28.8, 24.3]",,Ground Pass,,30.761015,,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,2,Real Madrid,220,['60d39f0f-5d51-495c-b952-1fb2777fe510'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:29.138,Pass,
,,,,,,,,,,,,,,,2.566031,,,,,,,,,,,,,,,8d96a6ed-3a20-45dc-9947-81556de1d62d,42,,,"[24.4, 24.3]",3825710,0,,,,,2.241211,,Right Foot,,,,"[8.7, 44.1]",,Ground Pass,,25.269152,,,,,Keylor Navas Gamboa,5597.0,,,,,,,1,From Kick Off,José Ignacio Fernández Iglesias,5202.0,Left Center Back,2,Real Madrid,220,['b3d47ad4-4737-47cc-b086-389bd1ce9929'],31,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:31.770,Pass,
,,,,,,,,,,,,,,,3.396533,,,,,,,,,,,,,,,b09ada33-3576-4e62-9b97-f787bc6dd268,46,,,"[11.5, 44.7]",3825710,0,,,,,-0.402114,,Right Foot,,,,"[63.7, 22.5]",,High Pass,,56.724598,,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Kick Off,Keylor Navas Gamboa,5597.0,Goalkeeper,2,Real Madrid,220,"['4b224347-6d64-46a4-b0e0-dcec246afd73', '65f36429-9556-4322-ac5e-795a102c7ae7', 'de1a43ef-8f11-4d51-bbd3-545c322e479f']",35,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:35.896,Pass,True
,,,,,,,,,,,,,,,0.890518,,,,,,,,,,,,,,,65f36429-9556-4322-ac5e-795a102c7ae7,48,,,"[56.4, 57.6]",3825710,0,,,,,0.89854914,,Head,,,,"[64.2, 67.4]",,Low Pass,,12.525175,,,,,Xabier Prieto Argarate,6690.0,,,,,,Recovery,1,Regular Play,Carlos Martínez Díez,8724.0,Right Back,3,Real Sociedad,210,"['0bd49179-c71f-463f-978a-0c659b07f696', 'b09ada33-3576-4e62-9b97-f787bc6dd268']",39,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:39.293,Pass,
,,,,,,,,,,,,,,,1.247327,,,,,,,,,,,,,,,32a7c481-6434-4e97-b61f-a22eeb5107f3,51,,,"[64.2, 67.4]",3825710,0,,,,,-1.8322752,,Left Foot,,,,"[60.4, 53.2]",,Low Pass,,14.69966,,,,,Markel Bergara Larrañaga,6633.0,,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Right Wing,3,Real Sociedad,210,['71bcfb12-2f81-49a9-b062-485351e36597'],40,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:40.298,Pass,
,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,f8e8aaa2-af6b-439b-8462-230ed485067c,55,,,"[58.6, 58.0]",3825710,0,,,,,1.2788093,,Right Foot,,,,"[63.8, 75.3]",,Ground Pass,,18.064606,,,,,Xabier Prieto Argarate,6690.0,,,,,,,1,Regular Play,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,3,Real Sociedad,210,['1339871e-6d38-4646-a055-43f056a1481d'],44,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:44.825,Pass,
,,,,,,,,,,,,,,,1.639999,,,,,,,,,,,,,,,05fa5508-67b3-4001-9c13-7278fc88e0ad,58,,,"[63.8, 75.3]",3825710,0,,,,,-3.1235766,,Right Foot,,,,"[41.6, 74.9]",,Ground Pass,,22.203604,,,,,Carlos Martínez Díez,8724.0,,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Right Wing,3,Real Sociedad,210,['a16ea4d8-bebe-4161-953e-517e6658710d'],46,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:46.905,Pass,
,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,,,,28cc7c81-2bd6-484c-b990-135a72d19368,61,,,"[41.6, 74.9]",3825710,0,,,,,-2.2688596,,Right Foot,,,,"[31.7, 63.1]",,Ground Pass,,15.402922,,,,,Aritz Elustondo Irribaria,6679.0,,,,,,,1,Regular Play,Carlos Martínez Díez,8724.0,Right Back,3,Real Sociedad,210,['8fea557c-e441-4723-9205-b7cbeae74e3c'],49,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:49.385,Pass,
,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,,,,a86f081d-5f96-4520-84bd-d6927b4ea127,64,,,"[31.9, 61.1]",3825710,0,,,,,-2.4523675,,Right Foot,,,,"[8.6, 41.9]",,Ground Pass,,30.191555,,,,,Gerónimo Rulli,6694.0,,,,,,,1,Regular Play,Aritz Elustondo Irribaria,6679.0,Right Center Back,3,Real Sociedad,210,['3366c3fc-e8b5-4c7a-94e5-6111c2cec316'],51,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:51.945,Pass,
,,,,,,,,,,,,,,,3.994672,,,,,,,,,,,,,,,b162d8b6-7c05-4332-a183-240c537fe318,68,,,"[10.0, 42.5]",3825710,0,,,,,-0.024091724,,Right Foot,,,,"[68.1, 41.1]",,High Pass,,58.116863,,,Incomplete,,Jonathas Cristian de Jesus,8584.0,,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,3,Real Sociedad,210,"['336cee4b-cc02-4770-bbb6-ab5bc2d9a1c5', '492ab09c-cd5e-45b1-84ca-8783137d80cb', '88ea9427-e630-4e4d-9d4b-c15ddf4d8d95']",54,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:54.745,Pass,True
,,,,,,,,,,,,,,,1.810671,,,,,,,,,,,,,,,88ea9427-e630-4e4d-9d4b-c15ddf4d8d95,70,,,"[52.0, 39.0]",3825710,0,,,,,0.10660538,,Head,,,,"[79.1, 41.9]",,High Pass,,27.254725,,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Real Sociedad,210,"['b162d8b6-7c05-4332-a183-240c537fe318', 'e5fe719b-48be-46e8-a6a6-d4c85b413417']",58,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:58.740,Pass,
,,,,,,,,,,,,,,,1.724272,,,,,,,,,,,,,,,e5fe719b-48be-46e8-a6a6-d4c85b413417,71,,,"[41.0, 38.2]",3825710,1,,,,,-0.17821325,,Head,,,,"[57.1, 35.3]",,High Pass,,16.359095,,,,,Sergio Canales Madrazo,6673.0,,,,,,Recovery,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,3,Real Sociedad,210,"['88ea9427-e630-4e4d-9d4b-c15ddf4d8d95', 'ee2c16e1-6735-4a13-9652-b0a787692263']",0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:00.551,Pass,
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,6b84fa31-57ff-479d-aa0d-97f919094285,78,,,"[79.3, 23.9]",3825710,1,,,,,-1.1268506,,Left Foot,,,,"[87.1, 7.5]",,Ground Pass,,18.160397,,,,,Imanol Agirretxe Arruti,6677.0,,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,3,Real Sociedad,210,['3dc9d355-7265-4a68-ac01-b298dc1f538d'],7,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:07.598,Pass,
,,,,,,,,,,,,,,,1.957814,,,,,,,,,,,,,,,94d0fd48-083c-4491-8b81-829e042e74fb,81,,,"[87.3, 11.5]",3825710,1,,,,,1.0107894,,Right Foot,True,,,"[107.3, 43.4]",,High Pass,,37.65116,,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,,1,Regular Play,Imanol Agirretxe Arruti,6677.0,Left Wing,3,Real Sociedad,210,"['adffb251-92c1-4295-94e4-8c7d2c0c05a3', 'c02af7b3-b245-4b55-8b64-2d583f9865e8']",10,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:10.662,Pass,
,,,,,,,,,,,,,,,1.256593,,,,,,,,,,,,,,,0e19b48b-831a-4834-a388-992d9b6fd95a,84,,,"[22.4, 46.3]",3825710,1,,,,,2.3097165,,Head,,,,"[18.3, 50.8]",,Low Pass,,6.0876927,,,Incomplete,,Kléper Laveran Lima Ferreira,20016.0,,,,,,Recovery,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,3,Real Sociedad,210,"['55f35400-fd85-464f-8e61-50fc03c95868', '8754d3a3-a6de-427e-a6b7-061271315bdf']",14,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:14.096,Pass,
,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,8754d3a3-a6de-427e-a6b7-061271315bdf,86,,,"[101.8, 29.3]",3825710,1,,,,,2.6224465,2c9660af-7f97-4664-9dc4-2b6c03cca750,Right Foot,,,,"[98.3, 31.3]",,Ground Pass,,4.031129,,,,,Sergio Canales Madrazo,6673.0,True,,,,,Interception,1,Regular Play,Jonathas Cristian de Jesus,8584.0,Center Forward,3,Real Sociedad,210,"['0e19b48b-831a-4834-a388-992d9b6fd95a', '204677db-530e-441c-9c2a-ca519db4d685']",15,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:15.352,Pass,
,,,,,,,,,,,,,,,2.171212,,,,,,,,,,,,,,,cc892152-56f2-41ee-b309-60fdde1c1d06,90,,,"[6.0, 36.0]",3825710,1,,,,,0.12769203,,Right Foot,,,,"[61.3, 43.1]",,High Pass,,55.753925,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,4,Real Madrid,220,['b5448f62-773b-4d3a-8dfb-c5689e91d33e'],40,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:40.364,Pass,
,,,,,,,,,,,,,,,2.590619,,,,,,,,,,,,,,,b5448f62-773b-4d3a-8dfb-c5689e91d33e,91,,,"[58.8, 37.0]",3825710,1,,,,,0.16324028,,Head,,,,"[67.3, 38.4]",,High Pass,,8.614523,,,,,Jonathas Cristian de Jesus,8584.0,,,,,,Recovery,1,Regular Play,Markel Bergara Larrañaga,6633.0,Right Defensive Midfield,5,Real Sociedad,210,"['639662b3-87a9-430b-b209-26f8aa47ee82', 'cc892152-56f2-41ee-b309-60fdde1c1d06']",42,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:42.535,Pass,
,,,,,,,,,,,,,,,2.135974,,,,,,,,,,,,,,,69cf5ee9-c73b-4257-befc-438593147a0d,93,,,"[67.3, 38.4]",3825710,1,,,,,-1.3547114,,Head,,,,"[70.0, 26.1]",,Low Pass,,12.592855,,,,,Sergio Canales Madrazo,6673.0,,,,,,,1,Regular Play,Jonathas Cristian de Jesus,8584.0,Center Forward,5,Real Sociedad,210,['fb00247f-91f1-4ca8-bdc6-6bdb261dbf9b'],45,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:45.205,Pass,
,,,,,,,,,,,,,,,0.984805,,,,,,,,,,,,,,,f05e7e13-4c58-4712-ba79-2a8df326838c,101,,,"[47.9, 57.4]",3825710,1,,,,,-2.309109,,Left Foot,,,,"[38.8, 47.4]",,Ground Pass,,13.520725,,,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Right Wing,6,Real Madrid,220,['83ca5a72-0fda-41eb-a1a2-a39513ff8f72'],49,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:49.624,Pass,
,,,,,,,,,,,,,,,0.725134,,,,,,,,,,,,,,,9f95cbe3-8963-4c8b-b169-745910f08e21,104,,,"[35.9, 49.9]",3825710,1,,,,,2.6951108,,Left Foot,,,,"[26.5, 54.4]",,Ground Pass,,10.421612,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,6,Real Madrid,220,['efa5fba0-139e-41e6-a67c-2c560953734f'],52,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:52.369,Pass,
,,,,,,,,,,,,,,,0.838943,,,,,,,,,,,,,,,41eb5d73-6709-4541-a8c2-1a842a619588,107,,,"[26.5, 53.8]",3825710,1,,,,,-0.12630811,,Right Foot,,,,"[32.8, 53.0]",,Ground Pass,,6.3505907,,,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,6,Real Madrid,220,['37c38e64-1e80-484a-a501-b0f478500226'],53,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:53.134,Pass,
,,,,,,,,,,,,,,,1.084499,,,,,,,,,,,,,,,e25372fa-6c4b-4aa5-b04a-4fddcc734465,110,,,"[33.7, 51.8]",3825710,1,,,,,-1.3642056,,Right Foot,,,,"[37.2, 35.1]",,Ground Pass,,17.062824,,,,,James David Rodríguez Rubio,5695.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,6,Real Madrid,220,['559b0e2b-8836-4b66-9d25-0a9d8de8b202'],54,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:54.681,Pass,
,,,,,,,,,,,,,,,0.878256,,,,,,,,,,,,,,,03a734ad-9a8d-4dbe-a96f-950b761cb4a8,113,,,"[37.2, 35.1]",3825710,1,,,,,2.6057813,,Left Foot,,,,"[30.8, 38.9]",,Ground Pass,,7.4431176,,,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Left Center Midfield,6,Real Madrid,220,['20712a96-271b-4b84-a891-00ea7c65931d'],55,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:55.805,Pass,
