bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.804078,,,,,,,,,,,,883d2ae5-937f-415a-a04a-7142ea2c7a54,18,,"[99.9, 3.8]",3825695,0,,,,,2.0266469,,Right Foot,,,,"[89.8, 24.4]",,Ground Pass,,22.942755,,,,Bruno Soriano Llido,22819.0,,,,,,1,From Kick Off,Cédric Bakambu,6862.0,Right Center Forward,2,Villarreal,222,"['6f35d9c1-0b9b-4ff7-863e-11f8d70af829', '7c574827-0ef8-4d9c-95e1-c8e2ed3e8c26']",13,,,,,,,,,,,,,,,,,Villarreal,222,00:00:13.446,Pass,True
,,,,,,,,,,,,,,,,,0.977889,,,,,,,,,,,,3b3dd6a1-ca27-483b-aba8-34724c9713ed,21,,"[89.4, 23.4]",3825695,0,,,,,1.9147655,,Left Foot,,,,"[82.2, 43.5]",,Ground Pass,,21.350643,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,From Kick Off,Bruno Soriano Llido,22819.0,Left Defensive Midfield,2,Villarreal,222,"['0ca93663-802a-4114-acfe-a1a6ffd193c6', '5faa3e34-31e2-4a19-bfcb-4025cdae6959']",15,,,,,,,,,,,,,,,,,Villarreal,222,00:00:15.250,Pass,True
,,,,,,,,,,,,,,,,,1.977793,,,,,,,,,,,,cbed1aee-75f6-4e8c-8d99-b96b7d277f57,24,,"[87.2, 45.1]",3825695,0,,,,,0.72436297,,Right Foot,,,,"[106.3, 62.0]",,Ground Pass,,25.503334,,,,Jonathan dos Santos Ramírez,6357.0,,,,,,1,From Kick Off,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,2,Villarreal,222,['8b48c65f-416f-48bb-86d6-6b4008752b30'],17,,,,,,,,,,,,,,,,,Villarreal,222,00:00:17.505,Pass,
,,,,,,,,,,,,,,,,,0.848925,,,,,,,,,,,,041977bf-79ea-498d-a183-72cf18ac1099,27,,"[105.3, 62.0]",3825695,0,,,,,-1.610775,,Right Foot,,,,"[104.8, 49.5]",,Ground Pass,,12.509996,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Kick Off,Jonathan dos Santos Ramírez,6357.0,Right Midfield,2,Villarreal,222,['db699064-1ffd-4148-91ea-cd0dcd93a912'],20,,,,,,,,,,,,,,,,,Villarreal,222,00:00:20.068,Pass,
,,,,,,,,,,,,,,,,,1.189685,,,,,,,,,,,,a3887d4b-0310-4aaa-86ac-e262f2ac3ec6,30,,"[100.5, 52.5]",3825695,0,,,,,0.9932881,,Right Foot,,,,"[110.6, 68.0]",,Ground Pass,,18.50027,,,,Jonathan dos Santos Ramírez,6357.0,,,,,,1,From Kick Off,Roberto Soldado Rillo,26009.0,Left Center Forward,2,Villarreal,222,['fa79a9e4-8629-42e0-8626-d13ae52996b0'],22,,,,,,,,,,,,,,,,,Villarreal,222,00:00:22.841,Pass,
,,,,,,,,,,,,,,,,,0.242618,,,,,,,,,,,,488acb57-f6fa-4e0e-8a36-2ba2d576c2e1,32,,"[111.0, 68.0]",3825695,0,,,,,-1.4898922,,Right Foot,,,,"[111.6, 60.6]",,High Pass,,7.4242845,,Incomplete,,,,,,,,,1,From Kick Off,Jonathan dos Santos Ramírez,6357.0,Right Midfield,2,Villarreal,222,['60418f5c-9f96-4730-99ac-e823313866b3'],24,,,,,,,,,,,,,,,,,Villarreal,222,00:00:24.031,Pass,
,,,,,,,,,,,,,,,,,2.157227,,,,,,,,,,,,f2a02d86-9c2d-40fa-93da-d7bde4146a5a,34,,"[120.0, 80.0]",3825695,0,,True,,,-2.785694,,Right Foot,,,,"[100.9, 72.9]",,Ground Pass,,20.376947,,,,Denis Suárez Fernández,6609.0,,,,,Corner,1,From Corner,Jonathan dos Santos Ramírez,6357.0,Right Midfield,3,Villarreal,222,['a88cdf81-f8c3-463d-a53c-af7b77e6fd5e'],35,,,,,,,,,,,,,,,,,Villarreal,222,00:00:35.001,Pass,
,,,,,,,,,,,,,,,,,0.977361,,,,,,,,,,,,b642ca46-3089-4ae2-a1e0-d78c4fd4e2bc,36,,"[101.6, 72.1]",3825695,0,,,,,-1.0645388,,Right Foot,,,,"[112.8, 51.9]",,High Pass,,23.097185,,Incomplete,,,,,,,,,1,From Corner,Denis Suárez Fernández,6609.0,Left Midfield,3,Villarreal,222,['4f369ed6-892d-4e60-80e1-b4fe203d5e25'],38,,,,,,,,,,,,,,,,,Villarreal,222,00:00:38.766,Pass,
,,,,,,,,,,,,,,,,,1.911811,,,,,,,,,,,,f901d48e-4076-47ae-a51f-6f477b07def7,38,,"[100.5, 30.6]",3825695,0,,,,,0.95741016,,Left Foot,,,,"[120.0, 58.3]",,High Pass,,33.87536,,Out,,Víctor Ruíz Torre,6752.0,,,,,Recovery,1,From Corner,Jaume Vicent Costa Jordá,6828.0,Left Back,3,Villarreal,222,['da666908-cc80-4a6d-b724-a6b2a920ae94'],41,,,,,,,,,,,,,,,,,Villarreal,222,00:00:41.599,Pass,
,,,,,,,,,,,,,,,,,2.681965,,,,,,,,,,,,aabf80d8-f20a-4baf-be2f-a7173b3fe140,40,,"[6.0, 36.0]",3825695,1,,True,,,-1.3386375,,Right Foot,,,,"[13.4, 4.7]",,Ground Pass,,32.16287,,,,Sergio Ramos García,5201.0,,,,,Goal Kick,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,4,Real Madrid,220,['59f61063-99f2-467f-a5ac-c1879215413e'],2,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:02.774,Pass,
,,,,,,,,,,,,,,,,,1.727903,,,,,,,,,,,,e46f9a87-a40c-43d2-bc63-f69238ecab9d,42,,"[14.4, 2.5]",3825695,1,,,,,0.13966823,,Left Foot,,,,"[52.1, 7.8]",,High Pass,,38.070724,,Incomplete,,James David Rodríguez Rubio,5695.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,4,Real Madrid,220,"['5e8737ef-91e3-4f76-a151-b8c04967a83a', '94c3867f-69c5-42d1-84d5-0b0757498f1a']",7,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:07.193,Pass,
,,,,,,,,,,,,,,,,,1.158688,,,,,,,,,,,,94c3867f-69c5-42d1-84d5-0b0757498f1a,44,,"[68.0, 72.3]",3825695,1,,,,,0.26714253,,Head,,,,"[77.5, 74.9]",,High Pass,,9.849365,,,,Manuel Trigueros Muñoz,6771.0,,,,,Recovery,1,Regular Play,Bruno Soriano Llido,22819.0,Left Defensive Midfield,5,Villarreal,222,"['a4aa3756-cc49-4560-bb98-2eb7794bb603', 'e46f9a87-a40c-43d2-bc63-f69238ecab9d']",8,,,,,,,,,,,,,,,,,Villarreal,222,00:01:08.920,Pass,
,,,,,,,,,,,,,,,,,1.20842,,,,,,,,,,,,c9d41be9-e1a1-4c7e-8443-e448495a447e,48,,"[79.3, 61.6]",3825695,1,,,,,-1.7701839,,Right Foot,,,,"[75.4, 42.3]",,Ground Pass,,19.6901,,,,Denis Suárez Fernández,6609.0,,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,5,Villarreal,222,"['678001b7-741c-45fa-abd1-e667eb937bab', 'faf52b12-d04d-469e-acbc-b169d2ed36f8']",11,,,,,,,,,,,,,,,,,Villarreal,222,00:01:11.955,Pass,True
,,,,,,,,,,,,,,,,,1.158478,,,,,,,,,,,,dca2e54b-4602-4a20-b232-cf6b6df55200,51,,"[73.8, 41.9]",3825695,1,,,,,2.2318394,,Right Foot,,,,"[68.9, 48.2]",,Ground Pass,,7.981228,,,,Bruno Soriano Llido,22819.0,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Midfield,5,Villarreal,222,['80eb67ee-9964-43b0-89f7-e8aeca0a5127'],13,,,,,,,,,,,,,,,,,Villarreal,222,00:01:13.887,Pass,
,,,,,,,,,,,,,,,,,1.712376,,,,,,,,,,,,a7d168ef-efd4-46e8-802b-ace7da3c513a,54,,"[71.3, 45.1]",3825695,1,,,,,0.5021773,,Left Foot,,,,"[88.6, 54.6]",,Ground Pass,,19.736767,,,,Roberto Soldado Rillo,26009.0,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Left Defensive Midfield,5,Villarreal,222,['72c7109a-58d9-41c3-a080-44dce3e08aa7'],15,,,,,,,,,,,,,,,,,Villarreal,222,00:01:15.779,Pass,
,,,,,,,,,,,,,,,,,0.583546,,,,,,,,,,,,1f1c8668-098e-4016-ab94-77ad58e41036,56,,"[87.8, 55.2]",3825695,1,,,,,-2.8694468,,Right Foot,,,,"[83.5, 54.0]",,Ground Pass,,4.464303,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Left Center Forward,5,Villarreal,222,['5df88f8f-0f2a-488f-bc77-49714f93f87d'],17,,,,,,,,,,,,,,,,,Villarreal,222,00:01:17.491,Pass,
,,,,,,,,,,,,,,,,,1.304028,,,,,,,,,,,,593d7bfd-97a4-4bcd-b55d-32506b5c9676,59,,"[84.9, 57.3]",3825695,1,,,,,0.9956585,,Right Foot,,,,"[97.8, 77.2]",,Ground Pass,,23.715395,,,,Jonathan dos Santos Ramírez,6357.0,,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,5,Villarreal,222,['f4ffba20-7de4-4dc0-a7b8-2b787a554560'],18,,,,,,,,,,,,,,,,,Villarreal,222,00:01:18.753,Pass,
,,,,,,,,,,,,,,,,,0.8193,,,,,,,,,,,,47443360-bebd-443a-bdc5-f5eba4ac6b0f,62,,"[97.8, 68.0]",3825695,1,,,,,-1.6694846,,Right Foot,,,,"[96.8, 57.9]",,Ground Pass,,10.1493845,,Incomplete,,,,,,,,,1,Regular Play,Jonathan dos Santos Ramírez,6357.0,Right Midfield,5,Villarreal,222,['6706e40e-cf8b-45e5-949b-7fbf7f79b455'],22,,,,,,,,,,,,,,,,,Villarreal,222,00:01:22.176,Pass,
,,,,,,,,,,,,,,,,,1.464647,,,,,,,,,,,,2a3c9f8c-3871-46d6-904f-9b44df2698f8,64,,"[96.8, 62.2]",3825695,1,,,,,-2.6429398,,Right Foot,,,,"[86.7, 56.7]",,Ground Pass,,11.500435,,,,Bruno Soriano Llido,22819.0,,,,,Recovery,1,Regular Play,Jonathan dos Santos Ramírez,6357.0,Right Midfield,5,Villarreal,222,['37f8777c-f566-4f2e-b62c-57cb19c81809'],23,,,,,,,,,,,,,,,,,Villarreal,222,00:01:23.760,Pass,
,,,,,,,,,,,,,,,,,2.49436,,,,,,,,,,,,350e5507-1138-49ce-b6ed-9dbcd87f8f58,67,,"[87.0, 55.2]",3825695,1,,,,,-0.7088758,,Left Foot,,,,"[120.0, 26.9]",,Low Pass,,43.472866,,Out,,,,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Left Defensive Midfield,5,Villarreal,222,,26,,,,,,,,,,,,,,,,,Villarreal,222,00:01:26.100,Pass,
,,,,,,,,,,,,,,,,,3.095492,,,,,,,,,,,,fdfafb9d-3b55-418b-8a86-31bba452823b,68,,"[6.0, 44.0]",3825695,1,,,,,-0.045886137,,Right Foot,,,,"[64.8, 41.3]",,High Pass,,58.861958,,Incomplete,,Karim Benzema,19677.0,,,,,Goal Kick,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,6,Real Madrid,220,"['24677a9c-4316-45a1-95eb-3efdd0ee766c', '493cddca-c280-4743-b36a-2ec030956789']",50,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:50.852,Pass,
,,,,,,,,,,,,,,,,,2.314503,,,,,,,,,,,,493cddca-c280-4743-b36a-2ec030956789,70,,"[55.3, 38.8]",3825695,1,,,,,0.46911204,,Head,,,,"[84.5, 53.6]",,High Pass,,32.736523,,Incomplete,,,,,,,,Interception,1,From Goal Kick,Bruno Soriano Llido,22819.0,Left Defensive Midfield,6,Real Madrid,220,"['a9f8224b-861a-4083-b471-4cc889f04405', 'fdfafb9d-3b55-418b-8a86-31bba452823b']",53,,,,,,,,,,,,,,,,,Villarreal,222,00:01:53.947,Pass,
,,,,,,,,,,,,,,,,,2.242305,,,,,,,,,,,,a9f8224b-861a-4083-b471-4cc889f04405,71,,"[35.6, 26.5]",3825695,1,,,,,-1.5707964,,Head,,,,"[35.6, 1.9]",,High Pass,,24.6,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,Recovery,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,6,Real Madrid,220,"['493cddca-c280-4743-b36a-2ec030956789', '973cbb9b-bdb1-43be-90dc-f771c1655d12']",56,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:56.262,Pass,
,,,,,,,,,,,,,,,,,1.108132,,,,,,,,,,,,3e61f0e9-5f51-4823-80a0-caacec5bd836,77,,"[34.4, 0.1]",3825695,2,,,,,2.5801716,,,,,,"[18.5, 10.1]",,Low Pass,,18.783237,,,,Sergio Ramos García,5201.0,,,,,Throw-in,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Real Madrid,220,['3d316204-31cd-4c29-8a8e-bbd75fb601a4'],8,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:08.155,Pass,
,,,,,,,,,,,,,,,,,1.608989,,,,,,,,,,,,af94d427-03a5-4bf0-94a2-d9afa03ee22c,80,,"[18.6, 27.1]",3825695,2,,,,,0.4061418,,Right Foot,,,,"[37.9, 35.4]",,Ground Pass,,21.009047,,,,Luka Modrić,5463.0,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,7,Real Madrid,220,['417ae81e-9140-4989-8081-a1782b8af1dc'],13,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:13.301,Pass,
,,,,,,,,,,,,,,,,,1.906392,,,,,,,,,,,,06abca46-2473-47a6-ad38-c3c0a410a4fb,83,,"[37.3, 35.6]",3825695,2,,,,,1.5006413,,Right Foot,,,,"[39.9, 72.6]",,High Pass,,37.09124,,,,Danilo Luiz da Silva,3063.0,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,7,Real Madrid,220,['e5f16daa-8543-4b54-8c09-8a24e9f3472b'],14,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:14.990,Pass,
,,,,,,,,,,,,,,,,,2.106576,,,,,,,,,,,,a0bdb02a-7dbb-4295-828b-4be5dd01b1cf,89,,"[48.2, 80.0]",3825695,2,,True,,,-2.532134,,,,,,"[32.3, 68.9]",,Low Pass,,19.391235,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,Throw-in,1,From Throw In,Danilo Luiz da Silva,3063.0,Right Back,8,Real Madrid,220,['7eb6d402-5c14-4039-8dc3-754f161f2abb'],23,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:23.150,Pass,
,,,,,,,,,,,,,,,,,2.108462,,,,,,,,,,,,82505cda-32c0-4dd4-a58b-1361417f5d05,91,,"[34.4, 66.0]",3825695,2,,,,,-1.9100889,,Right Foot,,,,"[21.2, 28.6]",,Ground Pass,,39.661064,,,,Sergio Ramos García,5201.0,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,8,Real Madrid,220,['1f85f77a-3a12-446d-8ed2-a1a77f38ba97'],26,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:26.376,Pass,
,,,,,,,,,,,,,,,,,1.866246,,,,,,,,,,,,698c87b1-4fab-4734-ae82-bd6e22663079,94,,"[23.3, 24.7]",3825695,2,,,,,-0.68212545,,Right Foot,,,,"[43.0, 8.7]",,Ground Pass,,25.37893,,,,James David Rodríguez Rubio,5695.0,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,8,Real Madrid,220,['f45a2742-3d98-4bcf-92ad-5819c7636cdb'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:29.830,Pass,
,,,,,,,,,,,,,,,,,0.716945,,,,,,,,,,,,d6504994-aaf0-4d2e-aa88-31f0191c5165,97,,"[63.8, 5.6]",3825695,2,,,,,-1.6575347,,Left Foot,,,,"[63.4, 1.0]",,Ground Pass,,4.6173587,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Throw In,James David Rodríguez Rubio,5695.0,Left Center Midfield,8,Real Madrid,220,['464214ae-3745-47ce-af53-a317ba41a72f'],35,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:35.373,Pass,
,,,,,,,,,,,,,,,,,1.036262,,,,,,,,,,,,4ca94afc-b072-4e42-8593-f89602d675b8,100,,"[63.4, 1.0]",3825695,2,,,,,0.26396373,,Right Foot,,,,"[78.2, 5.0]",,Ground Pass,,15.331015,,,,James David Rodríguez Rubio,5695.0,,,,,,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,8,Real Madrid,220,['20d9ad8e-c511-4ed4-9544-26b9b64432a0'],36,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:36.931,Pass,
,,,,,,,,,,,,,,,,,1.859058,,,,,,,,,,,,cc27ae7f-61f0-4f75-b000-9b7a02661664,103,,"[92.1, 1.9]",3825695,2,,,,,1.0750551,,Left Foot,True,,,"[110.0, 35.0]",,Low Pass,,37.630043,,Incomplete,,,,,,,,,1,From Throw In,James David Rodríguez Rubio,5695.0,Left Center Midfield,8,Real Madrid,220,['ec06075e-1cc8-4c65-a4d8-44fa18d144bb'],39,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:39.465,Pass,
,,,,,,,,,,,,,,,,,2.045867,,,,,,,,,,,,7cef55e0-d831-41cc-a824-323940e93de4,106,,"[15.2, 39.4]",3825695,2,,,,,-1.1485451,,Keeper Arm,,,,"[27.6, 11.8]",,High Pass,,30.25756,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,Regular Play,Alphonse Areola,3379.0,Goalkeeper,9,Villarreal,222,['c6d13d4e-d614-45a5-bcdd-e470c91f7080'],44,,,,,,,,,,,,,,,,,Villarreal,222,00:02:44.722,Pass,
