50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.867946,,,,,,,,,,,,b308d7bb-87b2-4fe9-956a-3f7dae036cab,26,,,"[81.6, 60.9]",3825889,1,,,,,1.3360738,,Right Foot,,,,"[84.9, 74.7]",,Ground Pass,,14.18908,,,,Charly Musonda Junior,3601.0,,,,,,,1,From Free Kick,Francisco José Molinero Calderón,6865.0,Right Back,4,Real Betis,218,"['ce7d33b4-0be4-4ec1-b850-4ffc5d24c22b', 'fa3a5e6f-c501-476d-90cb-825a1439b6a5']",21,,,,,,,,,,,,,,,,,Real Betis,218,00:01:21.945,Pass,True
,,,,,,,,,,,,,,,,,1.903658,,,,,,,,,,,,24d8565c-fd0c-4fbd-a7a2-fc2591a31a9a,28,,,"[84.4, 72.6]",3825889,1,,True,,,-1.7585583,,Right Foot,,,,"[82.5, 62.6]",,Ground Pass,,10.1789,,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,,1,From Free Kick,Charly Musonda Junior,3601.0,Right Wing,4,Real Betis,218,['cecd3a1a-0147-4a64-96cd-dd9e40c4f466'],23,,,,,,,,,,,,,,,,,Real Betis,218,00:01:23.315,Pass,
,,,,,,,,,,,,,,,,,2.912782,,,,,,,,,,,,cc2784fa-7cff-4bf4-b6c5-766cf998923f,31,,,"[79.7, 63.1]",3825889,1,,,,,-2.3974555,,Right Foot,,,,"[57.0, 42.2]",,Ground Pass,,30.856117,,,,Bruno González Cabrera,6872.0,,,,,,,1,From Free Kick,Petros Matheus dos Santos Araújo,27346.0,Right Defensive Midfield,4,Real Betis,218,"['a744a5ec-6ab8-47f7-92c9-400d9715368f', 'b60d5f46-51e0-4688-b3b7-d402ea9adad4']",26,,,,,,,,,,,,,,,,,Real Betis,218,00:01:26.501,Pass,True
,,,,,,,,,,,,,,,,,1.992218,,,,,,,,,,,,f440e3d1-a3b4-4283-b8fa-d07564c0f3a5,34,,,"[54.4, 39.0]",3825889,1,,,,,-0.95696217,,Right Foot,,,,"[71.1, 15.3]",,Ground Pass,,28.992758,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Free Kick,Bruno González Cabrera,6872.0,Left Center Back,4,Real Betis,218,['6ae58c0e-51a5-4a83-a8f9-7794322ee906'],29,,,,,,,,,,,,,,,,,Real Betis,218,00:01:29.494,Pass,
,,,,,,,,,,,,,,,,,1.205223,,,,,,,,,,,,52d0189a-9151-4bf0-9eff-66270541ab2f,37,,,"[74.5, 17.9]",3825889,1,,,,,-1.205194,,Right Foot,,,,"[79.4, 5.1]",,Ground Pass,,13.705838,,,,Daniel Ceballos Fernández,6697.0,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Left Back,4,Real Betis,218,['7e7057d6-6073-420c-bb44-4dd880294289'],33,,,,,,,,,,,,,,,,,Real Betis,218,00:01:33.520,Pass,
,,,,,,,,,,,,,,,,,0.876507,,,,,,,,,,,,096235d8-a9e3-46dd-af73-039b5100933f,41,,,"[77.6, 7.8]",3825889,1,,,,,0.60803634,,Right Foot,,,,"[90.1, 16.5]",,Low Pass,,15.229576,,,,Rubén Castro Martín,6832.0,,,,,,,1,From Free Kick,Daniel Ceballos Fernández,6697.0,Left Wing,4,Real Betis,218,"['bb16b301-e6e8-4021-b8db-a2a06f9c8150', 'bf332683-e5c3-49a2-b248-7310c39c9ad8']",35,,,,,,,,,,,,,,,,,Real Betis,218,00:01:35.471,Pass,True
,,,,,,,,,,,,,,,,,0.267085,,,,,,,,,,,,32b6a573-2688-4009-beed-15d0871eaa46,45,,,"[87.5, 10.3]",3825889,1,,,,,2.6516354,,Right Foot,,,,"[86.0, 11.1]",,Ground Pass,,1.7,,Incomplete,,Daniel Ceballos Fernández,6697.0,,,,,,,1,From Free Kick,Rubén Castro Martín,6832.0,Center Forward,4,Real Betis,218,"['114e7e1e-11db-4093-b742-17b184ba0e4c', '44b8b685-0e16-45e7-be97-e4025914ce11', 'a42da888-3318-45ea-a3e7-2894964925c4']",36,,,,,,,,,,,,,,,,,Real Betis,218,00:01:36.951,Pass,True
,,,,,,,,,,,,,,,,,1.498681,,,,,,,,,,,,0a194abd-7658-469f-b788-fc94de9c8dd7,49,,,"[34.1, 80.0]",3825889,1,,True,,,-1.9378294,,,,,,"[15.8, 32.4]",,Low Pass,,50.996567,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,True,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,5,Celta Vigo,209,['8cb22414-60d2-4904-aa0d-764ed265a1a1'],49,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:49.766,Pass,
,,,,,,,,,,,,,,,,,1.437846,,,,,,,,,,,,bb8ec909-891f-4dfa-8555-d80aa165a16c,51,,,"[14.4, 30.3]",3825889,1,,,,,-1.0688899,,Right Foot,,,,"[27.9, 5.7]",,Ground Pass,,28.060827,,,,Carles Planas Antolínez,7577.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Left Center Back,5,Celta Vigo,209,['9b11e2a5-b9d8-406e-8e82-f86e84573fdf'],52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:52.947,Pass,
,,,,,,,,,,,,,,,,,1.255667,,,,,,,,,,,,6720df10-04d8-4eaf-af3c-c911f5c6e47b,54,,,"[27.0, 3.0]",3825889,1,,,,,2.217693,,Left Foot,,,,"[12.8, 21.8]",,Ground Pass,,23.560135,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,5,Celta Vigo,209,['b14adebb-3c56-4746-b3b5-9727776dfdd2'],55,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:55.474,Pass,
,,,,,,,,,,,,,,,,,1.576162,,,,,,,,,,,,4de0e619-315f-4c49-aa7c-fb8820fb8100,57,,,"[13.4, 24.1]",3825889,1,,,,,1.4747076,,Right Foot,,,,"[15.8, 49.0]",,Ground Pass,,25.015396,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Left Center Back,5,Celta Vigo,209,['a6b9d43f-8328-40b9-b9fe-757ccbf9f294'],57,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:57.322,Pass,
,,,,,,,,,,,,,,,,,1.275607,,,,,,,,,,,,4c46f1eb-c577-49ec-a02b-72e68c5ba93c,60,,,"[29.1, 50.1]",3825889,2,,,,,-1.5707964,,Right Foot,,,,"[29.1, 26.0]",,Ground Pass,,24.1,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Right Center Back,5,Celta Vigo,209,['074ff59e-5a8d-4280-a65f-5af462e8a62a'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:05.225,Pass,
,,,,,,,,,,,,,,,,,1.895232,,,,,,,,,,,,7a70c74f-5284-481f-8b89-a1df15fafc2f,63,,,"[30.5, 22.9]",3825889,2,,,,,-1.0161147,,Right Foot,,,,"[41.9, 4.5]",,Ground Pass,,21.645323,,,,Carles Planas Antolínez,7577.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Left Center Back,5,Celta Vigo,209,['80a644d6-bb9b-4bb0-ada9-4cdcf68a188b'],7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:07.545,Pass,
,,,,,,,,,,,,,,,,,0.227732,,,,,,,,,,,,c50156ff-92df-42ec-859c-a4064cd38882,66,,,"[42.8, 3.5]",3825889,2,,,,,0.0,,Left Foot,,,,"[44.4, 3.5]",,Low Pass,,1.6,,Incomplete,,,,,,,,,,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,5,Celta Vigo,209,['6361a4a8-7dbe-42ca-9f01-05b5fa7548a4'],10,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:10.664,Pass,
,,,,,,,,,,,,,,,,,2.012824,,,,,,,,,,,,c328581d-6019-4c26-86e1-31c7c8bed70d,68,,,"[41.6, 0.1]",3825889,2,,,,,2.5440361,,,,,,"[27.2, 9.9]",,Low Pass,,17.41838,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,6,Celta Vigo,209,['133345cf-c937-4c9e-961b-4df67c6c2012'],15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:15.027,Pass,
,,,,,,,,,,,,,,,,,1.156496,,,,,,,,,,,,2b8cbc56-7b49-42a5-86e6-4cce266f4bce,71,,,"[27.2, 10.9]",3825889,2,,,,,1.5817848,,Right Foot,,,,"[27.0, 29.1]",,Ground Pass,,18.2011,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Left Center Back,6,Celta Vigo,209,['3aa220e9-cede-4700-8170-2649bc3dc5c8'],18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:18.163,Pass,
,,,,,,,,,,,,,,,,,1.766852,,,,,,,,,,,,a61b8513-3503-4b43-855d-8b3d89790b79,74,,,"[32.9, 37.6]",3825889,2,,,,,1.443024,,Right Foot,,,,"[36.6, 66.4]",,Ground Pass,,29.036701,,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Right Center Back,6,Celta Vigo,209,['ac1a56ad-a53a-413b-849f-a91bd30abcf8'],21,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:21.316,Pass,
,,,,,,,,,,,,,,,,,2.794297,,,,,,,,,,,,3a65fcb1-d611-4180-a07e-e298df3cabae,77,,,"[44.5, 67.6]",3825889,2,,,,,0.10906956,,Right Foot,,,,"[92.9, 72.9]",,High Pass,,48.68932,,,,John Guidetti,6038.0,,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,6,Celta Vigo,209,['32f7554b-98f5-42b7-8f80-bed1176a8544'],25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:25.048,Pass,
,,,,,,,,,,,,,,,,,1.582959,,,,,,,,,,,,8c6e8ce4-fe99-4668-88eb-6ab2d2f0a592,81,,,"[91.3, 75.0]",3825889,2,,,,,-1.0794741,,Right Foot,,,,"[97.4, 63.6]",,Low Pass,,12.929423,,Incomplete,,Claudio Beauvue,6600.0,,,,,,,1,From Throw In,John Guidetti,6038.0,Center Forward,6,Celta Vigo,209,"['088b193d-e222-4b04-8ada-752e506ff46b', '9602ca98-4a93-4960-95f4-790e8cf13662', 'e5254d65-7fa1-4113-af6c-b8a36eed8d20']",27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:27.985,Pass,True
,,,,,,,,,,,,True,,,,,2.343777,,,,,,,,,,,,088b193d-e222-4b04-8ada-752e506ff46b,84,,,"[22.7, 16.5]",3825889,2,,,,,2.5344079,,Left Foot,,,,"[3.7, 29.7]",,Ground Pass,,23.135254,,,,Antonio Adán Garrido,6654.0,,,,,,Interception,1,Regular Play,Martín Montoya Torralbo,6593.0,Left Back,7,Real Betis,218,"['77659eff-0055-41bb-8bb2-f1aae60584fd', '8c6e8ce4-fe99-4668-88eb-6ab2d2f0a592', '992ef2af-7485-4575-8a67-2c5e83df7f63']",29,,,,,,,,,,,,,,,,,Real Betis,218,00:02:29.568,Pass,True
,,,,,,,,,,,,,,,,,3.361994,,,,,,,,,,,,5de2ddce-dbb1-4384-89af-668dcb925e79,88,,,"[3.3, 29.9]",3825889,2,,,,,0.1360905,,Left Foot,,,,"[58.8, 37.5]",,High Pass,,56.017944,,Incomplete,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,1,Regular Play,Antonio Adán Garrido,6654.0,Goalkeeper,7,Real Betis,218,"['904e284c-0170-4813-8882-6304548f7458', 'b60c34bb-05e5-4c95-81bc-18966a774e28', 'cc20da5d-e18c-43fe-a4a8-b474d580fd62']",31,,,,,,,,,,,,,,,,,Real Betis,218,00:02:31.951,Pass,True
,,,,,,,,,,,,,,,,,1.066532,,,,,,,,,,,,904e284c-0170-4813-8882-6304548f7458,90,,,"[61.3, 42.6]",3825889,2,,,,True,-0.73724264,,,,,,"[70.0, 34.7]",,High Pass,,11.7515955,,Incomplete,,Daniel Wass,6797.0,,,,,,Recovery,1,Regular Play,Nemanja Radoja,6796.0,Right Defensive Midfield,7,Real Betis,218,"['3877b2a2-57c4-43c2-b08a-0e51a0050953', '5de2ddce-dbb1-4384-89af-668dcb925e79', '984b6032-955e-4986-b11a-dc5afa45635e', 'd039c117-7ada-4182-83e7-410c7dc1bae7']",35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:35.313,Pass,True
,,,,,,,,,,,,,,,,,1.277879,,,,,,,,,,,,db75433c-951c-4a79-91fe-c8a3002b3c03,95,,,"[45.1, 39.4]",3825889,2,,,,,-1.4981091,,Right Foot,,,,"[46.6, 18.8]",,Ground Pass,,20.65454,,,,Daniel Ceballos Fernández,6697.0,,,,,,,1,Regular Play,Charly Musonda Junior,3601.0,Right Wing,7,Real Betis,218,['20e62869-640c-4ed8-ad67-5a4558f39616'],37,,,,,,,,,,,,,,,,,Real Betis,218,00:02:37.913,Pass,
,,,,,,,,,,,,,,,,,1.7211,,,,,,,,,,,,f252eb19-5c4e-479b-9be4-bb0d93a38cf6,99,,,"[46.3, 16.3]",3825889,2,,,,,-0.7105383,,Right Foot,,,,"[54.9, 8.9]",,Ground Pass,,11.345484,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,Regular Play,Daniel Ceballos Fernández,6697.0,Left Wing,7,Real Betis,218,"['5c441792-688b-4c7c-a114-73b94495f929', 'f39ea666-707d-4849-b47a-18b8735414f5']",39,,,,,,,,,,,,,,,,,Real Betis,218,00:02:39.271,Pass,True
,,,,,,,,,,,,,,,,,1.02185,,,,,,,,,,,,81b6271f-d591-43b1-9f7f-3d0d952a6070,102,,,"[87.9, 12.7]",3825889,2,,,,,1.483301,,Left Foot,,,,"[88.9, 24.1]",,Ground Pass,,11.443775,,,,Rubén Castro Martín,6832.0,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Left Back,7,Real Betis,218,['132434ae-b4e4-4407-9901-c221085bbb09'],44,,,,,,,,,,,,,,,,,Real Betis,218,00:02:44.011,Pass,
,,,,,,,,,,,,,,,,,1.030338,,,,,,,,,,,,21343fee-6432-43ba-b022-f8f0bd094f9e,106,,,"[88.7, 24.5]",3825889,2,,,,,-1.016232,,Left Foot,,,,"[97.0, 11.1]",,Ground Pass,,15.762297,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,7,Real Betis,218,"['35e05880-dfc2-4d24-b765-3f0e6c6223c0', '67373464-b1a5-4b14-8a33-0356f69a4a6d']",45,,,,,,,,,,,,,,,,,Real Betis,218,00:02:45.686,Pass,True
,,,,,,,,,,,,,,,,,0.730709,,,,,,,,,,,,7d28913c-68c8-4468-9c25-03549428d36f,109,,,"[99.5, 12.7]",3825889,2,,,,,1.8003237,,Right Foot,,,,"[97.0, 23.4]",,Ground Pass,,10.988175,,,,Rubén Castro Martín,6832.0,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Left Back,7,Real Betis,218,['4cf796ce-2db5-46d4-8274-43cd07ae5ff4'],47,,,,,,,,,,,,,,,,,Real Betis,218,00:02:47.816,Pass,
,,,,,,,,,,,,,,,,,1.118242,,,,,,,,,,,,07d8e95d-b64b-4261-bbc1-b6d376378c29,112,,,"[97.0, 21.0]",3825889,2,,,,,2.544416,6f9fe6b6-fa96-4e93-a61d-63362cad6f41,Right Foot,,,,"[87.0, 27.8]",,Ground Pass,,12.092973,,,,Charly Musonda Junior,3601.0,True,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Center Forward,7,Real Betis,218,['74c80cf0-d4dc-4d8c-8874-35326e455150'],49,,,,,,,,,,,,,,,,,Real Betis,218,00:02:49.403,Pass,
,,,,,,,,,,,,,,,,,4.898808,,,,,,,,,,,,a720e57b-b10c-4742-8beb-8f618b47e79f,117,,,"[6.0, 36.0]",3825889,3,,,,,0.26069516,,Right Foot,,,,"[73.1, 53.9]",,High Pass,,69.446526,,Incomplete,,Claudio Beauvue,6600.0,,,,,,Goal Kick,1,From Goal Kick,Rubén Blanco Veiga,6795.0,Goalkeeper,8,Celta Vigo,209,"['2524d95a-ae48-471f-92a9-64199906d55f', 'd70a9b45-d7ac-421c-9945-24b6beb50f07']",13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:13.330,Pass,
,,,,,,,,,,,,,,,,,2.134959,,,,,,,,,,,,d70a9b45-d7ac-421c-9945-24b6beb50f07,120,,,"[47.0, 26.2]",3825889,3,,,,True,-0.5549957,,,,,,"[57.0, 20.0]",,High Pass,,11.766053,,Incomplete,,Daniel Ceballos Fernández,6697.0,,,,,,Recovery,1,From Goal Kick,Bruno González Cabrera,6872.0,Left Center Back,8,Celta Vigo,209,"['3ab183a3-b78d-43f2-a72d-f6a13b7e9c05', 'a720e57b-b10c-4742-8beb-8f618b47e79f', 'd1632574-8c31-4b15-a574-aa51119a38a4', 'dba8b52a-0e43-4815-87e1-bca855452300']",18,,,,,,,,,,,,,,,,,Real Betis,218,00:03:18.228,Pass,True
