bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.842673,,,,,,,,,,,,,f8ab2ba2-1e52-4380-9d77-89fd989459e3,17,,,"[77.5, 53.3]",3825761,0,,,,True,-0.5880026,,,,"[85.9, 47.7]",Low Pass,,10.095544,,,,Javier Eraso Goñi,6606.0,,,,,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,"['03fe612f-2f33-45e5-802a-8c98bfb55595', '60156a18-35a0-434e-8c57-b4676684bd7a']",10,,,,,,,,,,,,,,,,Athletic Club,215,00:00:10.581,Pass,True
,,,,,,,,,,,,,,,,1.169194,,,,,,,,,,,,,83d9cfdf-784a-4809-96c1-c48a9e102631,21,,,"[24.8, 35.1]",3825761,0,,,,,0.47835243,,Left Foot,,"[32.9, 39.3]",Low Pass,,9.124144,,,,Manuel Trigueros Muñoz,6771.0,,,,Recovery,1,Regular Play,Mateo Pablo Musacchio,7034.0,Right Center Back,3,Villarreal,222,['09e0bf17-3252-403c-8d14-1650d13c3e7e'],12,,,,,,,,,,,,,,,,Villarreal,222,00:00:12.434,Pass,
,,,,,,,,,,,,,,,,1.702519,,,,,,,,,,,,,0961d66e-1068-4929-b56c-edeeca7f3f8e,24,,,"[32.9, 39.3]",3825761,0,,,,,1.5707964,,Right Foot,,"[32.9, 55.7]",Ground Pass,,16.4,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,3,Villarreal,222,['7765721e-ca06-4a05-b6e1-ce6d3d3e358c'],14,,,,,,,,,,,,,,,,Villarreal,222,00:00:14.146,Pass,
,,,,,,,,,,,,,,,,1.508811,,,,,,,,,,,,,d9e4e9fa-98ab-4040-aacc-30c1e3bb12ce,28,,,"[63.3, 77.7]",3825761,0,,,,,-1.0037452,,Right Foot,,"[76.1, 57.6]",Ground Pass,,23.829603,,,,Roberto Soldado Rillo,26009.0,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,3,Villarreal,222,"['b32dcdd6-f612-4aeb-bfc7-fbe32798ed85', 'e54c279f-aae6-4b24-9ab8-69211baaff16']",19,,,,,,,,,,,,,,,,Villarreal,222,00:00:19.456,Pass,True
,,,,,,,,,,,,,,,,0.999143,,,,,,,,,,,,,70f52cb7-61e5-4df4-a66b-27905075f774,30,,,"[76.1, 57.6]",3825761,0,,,,,1.735945,,Right Foot,,"[74.7, 66.0]",Low Pass,,8.515867,,,,Jonathan dos Santos Ramírez,6357.0,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Left Center Forward,3,Villarreal,222,['5e59924d-4c58-474c-8e6b-69f5b40d0026'],20,,,,,,,,,,,,,,,,Villarreal,222,00:00:20.965,Pass,
,,,,,,,,,,,,,,,,2.260068,,,,,,,,,,,,,cb744b6b-717b-4e81-b7a0-4805b360ed98,32,,,"[74.7, 66.0]",3825761,0,,,,,-0.7714887,,Right Foot,,"[107.5, 34.1]",High Pass,,45.754234,,Incomplete,,,,,,,,1,Regular Play,Jonathan dos Santos Ramírez,6357.0,Right Midfield,3,Villarreal,222,['808a159c-0b2d-452a-8262-77b7bbcb726a'],21,,,,,,,,,,,,,,,,Villarreal,222,00:00:21.964,Pass,
,,,,,,,,,,,,,,,,2.907129,,,,,,,,,,,,,1080eacd-dca1-4d66-b992-11d77a955058,35,,,"[13.2, 46.0]",3825761,0,,,,,-1.1850052,,Keeper Arm,,"[25.1, 16.7]",Low Pass,,31.624357,,,,Aymeric Laporte,4353.0,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,4,Athletic Club,215,['576add96-0daf-4337-a406-247f57429eab'],26,,,,,,,,,,,,,,,,Athletic Club,215,00:00:26.635,Pass,
,,,,,,,,,,,,,,,,1.107818,,,,,,,,,,,,,fa175907-d8ca-47c4-9398-4d536f131067,41,,,"[47.2, 9.7]",3825761,0,,,,,1.8463278,,Left Foot,,"[41.8, 28.8]",Ground Pass,,19.848677,,,,Mikel San José Domínguez,6389.0,,,,Free Kick,1,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,5,Athletic Club,215,['23e00071-a125-4b53-b736-d9400978c459'],48,,,,,,,,,,,,,,,,Athletic Club,215,00:00:48.809,Pass,
,,,,,,,,,,,,,,,,1.920585,,,,,,,,,,,,,042a7606-f241-47bb-9618-8c4a5fac74a5,44,,,"[46.4, 38.3]",3825761,0,,,,,1.4948183,,Right Foot,,"[48.6, 67.2]",Ground Pass,,28.983616,,,,Eneko Bóveda Altube,6386.0,,,,,1,From Free Kick,Mikel San José Domínguez,6389.0,Right Defensive Midfield,5,Athletic Club,215,['b36c0f2e-46bb-4ceb-afac-2cd98b626bcf'],52,,,,,,,,,,,,,,,,Athletic Club,215,00:00:52.559,Pass,
,,,,,,,,,,,,,,,,0.856623,,,,,,,,,,,,,505de1c2-c64e-4b7a-bea8-f2db1a97f07e,48,,,"[56.5, 69.2]",3825761,0,,,,,0.32175055,,Right Foot,,"[77.8, 76.3]",Ground Pass,,22.452171,,,,Íñigo Lekue Martínez,6392.0,,,,,1,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,5,Athletic Club,215,"['2c0a0a4b-7051-4c67-bc78-4bf00621cae0', 'c6673f72-be8b-490c-9d93-f0feba386b07']",56,,,,,,,,,,,,,,,,Athletic Club,215,00:00:56.094,Pass,True
,,,,,,,,,,,,,,,,0.643536,,,,,,,,,,,,,2c898aff-f6ef-4905-b360-d3556ed1525c,54,,,"[87.7, 80.0]",3825761,1,,True,,,-0.5754247,,,,"[95.1, 75.2]",Low Pass,,8.820431,,,,Iñaki Williams Arthuer,6393.0,,,,Throw-in,1,From Throw In,Íñigo Lekue Martínez,6392.0,Right Back,6,Athletic Club,215,['20d8fea0-d157-4036-9701-bc6a8a8c0c41'],14,,,,,,,,,,,,,,,,Athletic Club,215,00:01:14.080,Pass,
,,,,,,,,,,,,,,,,0.954102,,,,,,,,,,,,,130e2a46-390e-4d28-aad7-2f5ca48a7828,59,,,"[95.4, 80.0]",3825761,1,,,,,-1.742694,,,,"[92.9, 65.6]",Low Pass,,14.615403,,,,Iñaki Williams Arthuer,6393.0,,,,Throw-in,1,From Throw In,Íñigo Lekue Martínez,6392.0,Right Back,7,Athletic Club,215,['c64b65fc-4b44-4acd-aaef-3a5d0833e250'],24,,,,,,,,,,,,,,,,Athletic Club,215,00:01:24.073,Pass,
,,,,,,,,,,,,,,,,0.584768,,,,,,,,,,,,,b4d39995-3e3d-443f-b7e4-81aecbd6f32c,63,,,"[91.9, 66.6]",3825761,1,,,,,-0.21729343,,Right Foot,,"[99.6, 64.9]",Low Pass,,7.8854294,,,,Javier Eraso Goñi,6606.0,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Right Wing,7,Athletic Club,215,"['c230b4c8-5c9d-47c2-ac86-504b6c75c174', 'ea2bfca6-7bc1-45c7-953c-a796ee2a1877']",25,,,,,,,,,,,,,,,,Athletic Club,215,00:01:25.130,Pass,True
,,,,,,,,,,,,,,,,1.529133,,,,,,,,,,,,,7b608a1a-c9f5-4f5f-a1a4-18673e0a4ffc,66,,,"[98.8, 62.0]",3825761,1,,,,,-1.4831097,,Right Foot,,"[99.6, 52.9]",High Pass,,9.1350975,,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,1,From Throw In,Javier Eraso Goñi,6606.0,Center Attacking Midfield,7,Athletic Club,215,"['1254be48-8c16-4e3c-8115-99a145531844', 'd2118fc2-fa2c-442d-9c8d-51ec70d34a00']",26,,,,,,,,,,,,,,,,Athletic Club,215,00:01:26.301,Pass,
,,,,,,,,,,,,,,,,1.28077,,,,,,,,,,,,,207cd8f0-7b9b-4e7d-8ef5-565dcb88603d,70,,,"[22.5, 29.7]",3825761,1,,,,,-0.24835323,,Right Foot,,"[43.4, 24.4]",High Pass,,21.56154,,,,Roberto Soldado Rillo,26009.0,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Right Defensive Midfield,8,Villarreal,222,['7f0d4378-586d-461b-b4c7-d548e256c548'],28,,,,,,,,,,,,,,,,Villarreal,222,00:01:28.391,Pass,
,,,,,,,,,,,,,,,,0.48953,,,,,,,,,,,,,6a9bed8a-2ac6-481a-8f55-a4d0c1f74235,72,,,"[43.4, 24.4]",3825761,1,,,,,-1.6332152,,Right Foot,,"[42.9, 16.4]",Low Pass,,8.01561,,,,Cédric Bakambu,6862.0,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Left Center Forward,8,Villarreal,222,['db767b6b-40a0-4751-9b67-39109b64662b'],29,,,,,,,,,,,,,,,,Villarreal,222,00:01:29.672,Pass,
,,,,,,,,,,,,,,,,1.900293,,,,,,,,,,,,,aab9fb77-c5f7-45b1-8f76-4b3983c81ecb,76,,,"[36.2, 16.8]",3825761,1,,,,,-0.57988214,,Left Foot,,"[56.2, 3.7]",Ground Pass,,23.908367,,,,Denis Suárez Fernández,6609.0,,,,Recovery,1,Regular Play,Bruno Soriano Llido,22819.0,Left Defensive Midfield,8,Villarreal,222,"['84abcac3-e672-4625-af08-24cfe7a3ba58', 'd43bd315-584b-42b6-83bc-d32bbe9accdd']",31,,,,,,,,,,,,,,,,Villarreal,222,00:01:31.564,Pass,True
,,,,,,,,,,,,,,,,2.121947,,,,,,,,,,,,,1842f380-07eb-4efb-917f-e879898d673c,79,,,"[54.9, 7.2]",3825761,1,,,,,0.56728363,bbb2c571-49a0-4d69-a837-a994553cf0b3,Right Foot,,"[89.9, 29.5]",High Pass,,41.50048,,,,Roberto Soldado Rillo,26009.0,True,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Midfield,8,Villarreal,222,['a4339de6-a082-4c49-a717-9e3f2f4418eb'],34,,,,,,,,,,,,,,,,Villarreal,222,00:01:34.771,Pass,
,,,,,,,,,,,,,,,,1.116426,,,,,,,,,,,,,ecb4e545-dc36-4c3a-85eb-708f1760a241,84,,,"[13.1, 35.5]",3825761,1,,True,,,0.24041942,,Keeper Arm,,"[28.6, 39.3]",Ground Pass,,15.95901,,,,Mikel San José Domínguez,6389.0,,,,,1,From Keeper,Gorka Iraizoz Moreno,6576.0,Goalkeeper,10,Athletic Club,215,['25a98a77-c167-4d1d-8a5e-78d4245f03f6'],54,,,,,,,,,,,,,,,,Athletic Club,215,00:01:54.076,Pass,
,,,,,,,,,,,,,,,,1.910289,,,,,,,,,,,,,fc3f5e12-baaf-465b-a4f3-27e12c96772a,86,,,"[28.6, 39.2]",3825761,1,,True,,,3.040871,,Left Foot,,"[9.8, 41.1]",Ground Pass,,18.895767,,,,Gorka Iraizoz Moreno,6576.0,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,11,Athletic Club,215,['8a19632b-68d2-4504-95cd-d39a3f379d09'],56,,,,,,,,,,,,,,,,Athletic Club,215,00:01:56.877,Pass,
,,,,,,,,,,,,,,,,1.29495,,,,,,,,,,,,,b1356d6c-2494-4a32-8437-0393a10d3b79,88,,,"[25.0, 43.9]",3825761,2,,,,,0.09966865,,Right Foot,,"[47.0, 46.1]",Ground Pass,,22.109726,,,,Mikel San José Domínguez,6389.0,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,12,Athletic Club,215,['118097bc-0528-450f-b602-7f7aca006ed7'],9,,,,,,,,,,,,,,,,Athletic Club,215,00:02:09.402,Pass,
,,,,,,,,,,,,,,,,2.865929,,,,,,,,,,,,,956c7dd5-7002-4fb1-bc90-66fb5587c486,91,,,"[47.0, 46.1]",3825761,2,,,,,-2.9384058,,Right Foot,,"[27.1, 42.0]",Ground Pass,,20.317972,,,,Gorka Iraizoz Moreno,6576.0,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,13,Athletic Club,215,['a1a73335-e9f7-4f81-b4de-056729d8cbe7'],10,,,,,,,,,,,,,,,,Athletic Club,215,00:02:10.777,Pass,
,,,,,,,,,,,,,,,,2.774557,,,,,,,,,,,,,700cf51e-d2e5-4681-ba93-45ac8649a3a2,94,,,"[27.1, 42.0]",3825761,2,,,,,0.308214,,Right Foot,,"[78.3, 58.3]",High Pass,,53.73202,,,,Javier Eraso Goñi,6606.0,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,14,Athletic Club,215,['f219a179-8ec9-4004-8b16-13a8fcacf142'],14,,,,,,,,,,,,,,,,Athletic Club,215,00:02:14.041,Pass,
,,,,,,,,,,,,,,,,0.327323,,,,,,,,,,,,,e89e2e05-9890-4467-b99e-39f08c6d274a,96,,,"[78.3, 58.3]",3825761,2,,,,,0.89522064,,Head,,"[90.0, 72.9]",High Pass,,18.709623,,,,Iñaki Williams Arthuer,6393.0,,,,,1,Regular Play,Javier Eraso Goñi,6606.0,Center Attacking Midfield,15,Athletic Club,215,['3bc15aed-ebd0-4f92-9437-43a389c89227'],17,,,,,,,,,,,,,,,,Athletic Club,215,00:02:17.710,Pass,
,,,,,,,,,,,,,,,,2.346692,,,,,,,,,,,,,50c9a345-be5e-4da8-b08b-39ec4d05d4f5,99,,,"[26.3, 11.0]",3825761,2,,,,,-0.09399827,,Left Foot,,"[56.0, 8.2]",High Pass,,29.831694,,Incomplete,,,,,,,Recovery,1,Regular Play,Jaume Vicent Costa Jordá,6828.0,Left Back,15,Athletic Club,215,['8c28f54c-78f3-4847-9737-ec79cabcc1cc'],18,,,,,,,,,,,,,,,,Villarreal,222,00:02:18.475,Pass,
,,,,,,,,,,,,,,,,0.825319,,,,,,,,,,,,,8bb596cc-4df4-4db9-9e2e-aff675ff1b35,102,,,"[69.9, 66.9]",3825761,2,,,,,-1.4682164,,Right Foot,,"[71.3, 53.3]",Ground Pass,,13.671869,,,,Mikel San José Domínguez,6389.0,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,15,Athletic Club,215,['09840274-b490-4a4e-9e57-59b79b0a007f'],22,,,,,,,,,,,,,,,,Athletic Club,215,00:02:22.504,Pass,
,,,,,,,,,,,,,,,,1.222774,,,,,,,,,,,,,3b62d509-5277-42a9-a6f9-6cf447e80ab1,106,,,"[72.4, 56.8]",3825761,2,,,,,2.3015227,,Right Foot,,"[62.9, 67.4]",Ground Pass,,14.234114,,,,Eneko Bóveda Altube,6386.0,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,15,Athletic Club,215,"['46351e8b-30d9-4cdc-9167-0e5c72dd4b5b', 'd9ab2f44-e6b4-43d1-b315-406f3bde8fac']",24,,,,,,,,,,,,,,,,Athletic Club,215,00:02:24.065,Pass,True
,,,,,,,,,,,,,,,,0.964234,,,,,,,,,,,,,bf67517c-b385-415a-9bca-a37019c1629a,109,,,"[62.9, 66.3]",3825761,2,,,,,-1.6110971,,Right Foot,,"[62.4, 53.9]",Ground Pass,,12.410076,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,15,Athletic Club,215,['c15e302a-7654-43e8-88ec-c9f1889a9e00'],25,,,,,,,,,,,,,,,,Athletic Club,215,00:02:25.916,Pass,
,,,,,,,,,,,,,,,,2.044901,,,,,,,,,,,,,3debfb7f-8280-4245-9830-a82e56737cb4,112,,,"[56.6, 35.3]",3825761,2,,,,,-1.5424638,,Right Foot,,"[57.3, 10.6]",Ground Pass,,24.709917,,,,Aymeric Laporte,4353.0,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,15,Athletic Club,215,['1820b070-d92b-4dca-bebc-46342378703a'],31,,,,,,,,,,,,,,,,Athletic Club,215,00:02:31.024,Pass,
,,,,,,,,,,,,,,,,1.53007,,,,,,,,,,,,,283b1cfb-c477-4a9d-9cb2-7173c7a049a5,115,,,"[65.5, 11.2]",3825761,2,,,,,-0.7365482,,Right Foot,,"[77.3, 0.5]",Ground Pass,,15.928905,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,15,Athletic Club,215,['a19d9d2d-2e09-42b2-8105-9d6e36b5db30'],34,,,,,,,,,,,,,,,,Athletic Club,215,00:02:34.253,Pass,
,,,,,,,,,,,,,,,,1.73386,,,,,,,,,,,,,bc082b5c-ff4a-42ff-81f4-1ab611857c58,120,,,"[90.6, 2.7]",3825761,3,,,,,0.985657,,Right Foot,True,"[112.0, 35.0]",High Pass,,38.745968,,Incomplete,,,,,,,Free Kick,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,16,Athletic Club,215,['9ab6c321-0ccc-49a6-ac37-87ccbb82d4cf'],21,,,,,,,,,,,,,,,,Athletic Club,215,00:03:21.813,Pass,
,,,,,,,,,,,,,,,,1.025137,,,,,,,,,,,,,0a2f152a-9445-40c9-8dff-036e0a3dca35,126,,,"[89.6, 71.1]",3825761,3,,,,,0.50016105,,Right Foot,,"[98.2, 75.8]",Ground Pass,,9.80051,,,,Javier Eraso Goñi,6606.0,,,,,1,From Free Kick,Íñigo Lekue Martínez,6392.0,Right Back,16,Athletic Club,215,"['142e4a1d-2222-4fe2-afa5-5edfdb2f78b0', 'fd4f20f9-a32c-47a9-9b56-9d37d545ff94']",34,,,,,,,,,,,,,,,,Athletic Club,215,00:03:34.017,Pass,True
,,,,,,,,,,,,,,,,1.361405,,,,,,,,,,,,,e8860d01-ab7c-41b1-ba7b-9c7a66c6e5a7,130,,,"[97.6, 75.5]",3825761,3,,,,,-0.41312882,,Left Foot,,"[104.9, 72.3]",Ground Pass,,7.970571,,,,Íñigo Lekue Martínez,6392.0,,,,,1,From Free Kick,Javier Eraso Goñi,6606.0,Center Attacking Midfield,16,Athletic Club,215,"['3f2181d4-02b6-4259-a2e6-a42039a46620', 'f6e55961-7a8a-4625-9e25-67200fa7057c']",35,,,,,,,,,,,,,,,,Athletic Club,215,00:03:35.220,Pass,True
