bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.069742,,,,,,,,,,,,,48ca5ad6-60d2-4ef3-aa4e-6384a8a800aa,56,,"[114.8, 38.0]",3825788,1,,,,1.819759,,Head,,,"[113.3, 43.9]",,High Pass,,6.0876927,,Incomplete,,Víctor Rodríguez Romero,15893.0,,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Right Wing,4,Getafe,216,"['78f98a1a-8f6c-422b-a1d1-269f42aa356a', 'e96b77c6-9966-4bb3-9cdb-51d95d6efd6f']",17,,,,,,,,,,,,,,,,,Getafe,216,00:01:17.416,Pass,
,,,,,,,,,,,,,,,,,,1.793094,,,,,,,,,,,,,5a588c98-24f5-45b0-9d82-197bb783fef4,60,,"[72.7, 65.1]",3825788,1,,,,-2.7374601,,Right Foot,,,"[56.8, 58.3]",,Ground Pass,,17.293062,,,,Emiliano Daniel Velázquez Maldonado,17054.0,,,,,,Recovery,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Right Back,4,Getafe,216,['6c4b2f7b-876b-4dc6-94a9-1fe99cb6f1fe'],23,,,,,,,,,,,,,,,,,Getafe,216,00:01:23.035,Pass,
,,,,,,,,,,,,,,,,,,2.209266,,,,,,,,,,,,,f1052969-1f7b-453e-9125-bc0e3085cc7f,63,,"[57.7, 59.0]",3825788,1,,,,0.7830229,,Right Foot,,,"[78.8, 80.0]",,High Pass,,29.76928,,Out,,,,,,,,,,1,Regular Play,Emiliano Daniel Velázquez Maldonado,17054.0,Right Center Back,4,Getafe,216,,25,,,,,,,,,,,,,,,,,Getafe,216,00:01:25.770,Pass,
,,,,,,,,,,,,,,,,,,1.459976,,,,,,,,,,,,,adad3f28-1736-4d67-be88-52c94edbecee,64,,"[40.3, 0.1]",3825788,1,True,,,0.056886166,,,,,"[84.2, 2.6]",,Low Pass,,43.971127,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,5,Celta Vigo,209,['819d9eb1-f305-4081-950b-97f4f26d9de0'],48,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:48.558,Pass,
,,,,,,,,,,,,,,,,,,1.578257,,,,,,,,,,,,,ab4ed19b-16e9-4148-bb20-ec8007f0fbf7,66,,"[74.3, 0.1]",3825788,2,,,,0.14707835,,,,,"[87.8, 2.1]",,High Pass,,13.647344,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,6,Celta Vigo,209,['669aa4ac-057e-47c7-92a6-33b317839459'],3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:03.474,Pass,
,,,,,,,,,,,,,,,,,,1.774028,,,,,,,,,,,,,5866a3dc-1b5e-484e-b4a6-8df9b3940678,68,,"[34.7, 77.1]",3825788,2,,,,0.12706502,,Left Foot,,,"[57.4, 80.0]",,High Pass,,22.884493,,Out,,Álvaro Vázquez García,24035.0,,,,,,Recovery,1,From Throw In,Pablo Sarabia García,6720.0,Right Wing,6,Celta Vigo,209,['6709fae3-c3da-4bbe-8a4b-dc46d12f1178'],6,,,,,,,,,,,,,,,,,Getafe,216,00:02:06.571,Pass,
,,,,,,,,,,,,,,,,,,0.960708,,,,,,,,,,,,,dd3242a9-b372-4d8f-a8b6-8ba458e0bbe7,70,,"[71.2, 0.1]",3825788,2,,,,0.49782234,,,,,"[80.4, 5.1]",,Low Pass,,10.470912,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,7,Celta Vigo,209,['f77119b7-797e-4ec3-903d-fc55636f82fd'],16,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:16.450,Pass,
,,,,,,,,,,,,,,,,,,0.843546,,,,,,,,,,,,,9c0ba6ac-958f-43f1-9b28-eafef137ca1f,74,,"[79.2, 4.0]",3825788,2,,,,-2.7886024,,Right Foot,,,"[75.4, 2.6]",,Low Pass,,4.049691,,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,7,Celta Vigo,209,"['2adaa47e-b8f6-4cce-ac58-f88ba1de2c3b', '68c08442-09da-4480-9d29-daea9cb9a3fb']",17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:17.471,Pass,True
,,,,,,,,,,,,,,,,,,2.37046,,,,,,,,,,,,,345bf139-5201-4cf7-a023-eed37a5e89f4,78,,"[69.6, 4.0]",3825788,2,,,,1.9630488,,Right Foot,,,"[55.7, 37.6]",,High Pass,,36.361656,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,7,Celta Vigo,209,['864d75a8-7024-465f-887d-580e9b6e4686'],20,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:20.907,Pass,
,,,,,,,,,,,,,,,,,,1.170625,,,,,,,,,,,,,57cde08e-5796-4777-abfb-fecaea207c93,82,,"[58.8, 43.7]",3825788,2,,,,1.1621095,,Right Foot,,,"[64.3, 56.4]",,Ground Pass,,13.839798,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,7,Celta Vigo,209,"['75bf0a0b-6d48-4ddc-b90c-02acd4c6bd33', 'e8c09f16-a6c0-4a6c-b6b9-fdb1444a3e74']",25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:25.063,Pass,True
,,,,,,,,,,,,,,,,,,0.758165,,,,,,,,,,,,,4342bfb5-494c-4c9c-b205-5ec8b3126c1a,85,,"[64.6, 57.9]",3825788,2,,,,0.16352662,,Right Foot,,,"[84.6, 61.2]",,Low Pass,,20.270422,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,7,Celta Vigo,209,"['0d92f411-436c-47f0-8ed9-77352786d023', '896cf790-5ac2-4d69-a80a-8989b2257e9f']",27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:27.480,Pass,
,,,,,,,,,,,,,,,,,,1.250502,,,,,,,,,,,,,57ecf5b0-bc1d-4cdf-a4e8-11c5baa2e15d,89,,"[68.3, 23.5]",3825788,2,,,,-0.83988965,,Right Foot,,,"[81.3, 9.0]",,Ground Pass,,19.474342,,,,Wanderson Maciel Sousa Campos,16426.0,,,,,,,1,From Throw In,Abdoul Karim Yoda,27092.0,Left Back,7,Celta Vigo,209,['b3c2632b-64a6-4c70-ad05-a028cdb3735b'],33,,,,,,,,,,,,,,,,,Getafe,216,00:02:33.438,Pass,
,,,,,,,,,,,,,,,,,,0.187637,,,,,,,,,,,,,2b295394-e9cc-469e-8e94-eee893f8cfbc,94,,"[115.6, 10.9]",3825788,2,,,,1.8925469,,Left Foot,,,"[114.0, 15.7]",,Low Pass,,5.059644,,Incomplete,,,,,,,,,,1,From Throw In,Wanderson Maciel Sousa Campos,16426.0,Left Wing,7,Celta Vigo,209,"['971fc884-2558-47d9-8eb1-62ac5eccadd3', 'f6dfa11a-4693-4380-8b3c-77064f3ef80a']",40,,,,,,,,,,,,,,,,,Getafe,216,00:02:40.552,Pass,True
,,,,,,,,,,,,,,,,,,3.754987,,,,,,,,,,,,,1e5533d3-7028-40cb-82b2-35aaa6e3f76c,97,,"[6.0, 44.0]",3825788,3,,,,-0.19038814,,Right Foot,,,"[80.2, 29.7]",,High Pass,,75.5654,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Goal Kick,1,From Goal Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,8,Celta Vigo,209,['c17c9f17-b1a0-4000-bcb3-0ce7faa9b7d7'],22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:22.674,Pass,
,,,,,,,,,,,,,,,,,,1.299776,,,,,,,,,,,,,2dc92d3f-95f7-4ad0-a5cb-293edb095bf0,100,,"[83.0, 31.6]",3825788,3,,,,-0.80637413,,Left Foot,,,"[90.0, 24.3]",,Low Pass,,10.113852,,,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,,1,From Goal Kick,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,8,Celta Vigo,209,['60a7f000-096c-495e-89a5-ade4d2d77cac'],26,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:26.497,Pass,
,,,,,,,,,,,,,,,,,,1.651927,,,,,,,,,,,,,60a77a69-3ed0-4c8a-a658-8bf856b07497,103,,"[89.7, 25.2]",3825788,3,,,,-0.6998929,,Left Foot,,,"[97.3, 18.8]",,Ground Pass,,9.935794,,Incomplete,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,From Goal Kick,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Left Wing,8,Celta Vigo,209,"['78a077a3-a77f-4450-b17d-88f9dd36234e', 'e579a3cc-23ce-4eea-a818-0cbe74407503']",27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:27.869,Pass,
,,,,,,,,,,,,,,,,,,0.931782,,,,,,,,,,,,,72b51dd2-97f2-4a7b-93ce-f33d808dd53e,109,,"[41.2, 7.0]",3825788,3,,,,-2.8349164,,Right Foot,,,"[35.2, 5.1]",,Ground Pass,,6.293648,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Goal Kick,Jonathan Castro Otto,6802.0,Left Back,8,Celta Vigo,209,"['810a36ec-c3b5-4bb8-98d9-d9cd6eb9de56', 'f9e14e51-669c-43fd-be35-8049cd2e536a']",36,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:36.408,Pass,True
,,,,,,,,,,,,,,,,,,4.730498,,,,,,,,,,,,,520ed0b2-8f14-426f-aed7-113e36b29933,112,,"[34.4, 6.5]",3825788,3,,,,0.5928871,,Right Foot,,,"[86.2, 41.4]",,High Pass,,62.459988,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,From Goal Kick,Sergi Gómez Solà,6804.0,Left Center Back,8,Celta Vigo,209,"['cdd18057-5a92-412c-bda0-fff290e5ad08', 'd50c79b0-88b9-4fe5-846b-49276cb460e4']",38,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:38.455,Pass,
,,,,,,,,,,,,,,,,,,3.49836,,,,,,,,,,,,,cdd18057-5a92-412c-bda0-fff290e5ad08,114,,"[33.9, 38.7]",3825788,3,,,,-1.552861,,Right Foot,,,"[34.3, 16.4]",,High Pass,,22.303587,,,,Abdoul Karim Yoda,27092.0,,,,,,Recovery,1,From Goal Kick,Juan Torres Ruiz,6861.0,Left Center Back,8,Celta Vigo,209,"['520ed0b2-8f14-426f-aed7-113e36b29933', 'c1037256-95c8-4e97-9c31-584bc620281b']",43,,,,,,,,,,,,,,,,,Getafe,216,00:03:43.185,Pass,
,,,,,,,,,,,,,,,,,,2.296625,,,,,,,,,,,,,6226fdf8-c999-4da5-bc78-9e63d5f26ebc,116,,"[31.4, 9.7]",3825788,3,,,,0.37890893,,Left Foot,,,"[74.6, 26.9]",,High Pass,,46.498173,,Incomplete,,Álvaro Vázquez García,24035.0,,,,,,,1,From Goal Kick,Abdoul Karim Yoda,27092.0,Left Back,8,Celta Vigo,209,"['1dfd0198-2f7d-4fbc-a00c-d3176ca0f6ae', 'bff1d2c5-9579-4851-b5b5-a3184747550a']",46,,,,,,,,,,,,,,,,,Getafe,216,00:03:46.684,Pass,
,,,,,,,,,,,,,,,,,,1.102557,,,,,,,,,,,,,90f42129-eede-4dbc-8d7b-cc9ce542f6fe,121,,"[41.9, 58.7]",3825788,3,,,,-2.5793078,,Left Foot,,,"[34.6, 54.1]",,Ground Pass,,8.628442,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,,1,From Goal Kick,Nemanja Radoja,6796.0,Left Defensive Midfield,8,Celta Vigo,209,"['3361d70a-db95-4997-8e71-df9a0a4110b6', 'cbecf03f-aec8-4d46-86a5-e55da4628ceb']",50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:50.709,Pass,True
,,,,,,,,,,,,,,,,,,1.05808,,,,,,,,,,,,,24a1eb10-6a4e-4f1a-9143-0b5bbb3502d3,125,,"[33.4, 60.1]",3825788,3,,,,0.049287405,,Right Foot,,,"[55.7, 61.2]",,High Pass,,22.327114,,Incomplete,,,,,,,,,,1,From Goal Kick,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,8,Celta Vigo,209,['8d428a2e-bb49-4f5d-adac-dd91c1061840'],53,,,,,,,,,,,,,,,,,Celta Vigo,209,00:03:53.158,Pass,
