50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.71505,,,,,,,,,,,,,02b4a68a-a8ed-4e59-9d1d-9c6277b72bbe,18,,"[7.0, 44.1]",3825886,0,,,,,-0.2169396,,Right Foot,,,,"[80.5, 27.9]",,High Pass,,75.26414,,Incomplete,,Karim Benzema,19677.0,,,,,Goal Kick,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,3,Real Madrid,220,"['7dfc1e5e-8e00-49e5-a9f5-0918a09fb095', 'c76b8f0d-162d-40c4-ab67-ec7d9d55d8d8']",43,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:43.458,Pass,
,,,,,,,,,,,,,,,,,2.220206,,,,,,,,,,,,,c76b8f0d-162d-40c4-ab67-ec7d9d55d8d8,20,,"[39.6, 52.2]",3825886,0,,,,,0.47918308,,Right Foot,,,,"[67.7, 66.8]",,High Pass,,31.666544,,Incomplete,,Adrián Embarba Blázquez,11539.0,,,,,Recovery,1,From Goal Kick,Antonio Amaya Carazo,27144.0,Right Center Back,3,Real Madrid,220,"['02b4a68a-a8ed-4e59-9d1d-9c6277b72bbe', '1c1c2868-1045-40ab-8941-cd88766277a4', '5564494e-9091-421b-acbc-bd4463823df3']",47,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:47.173,Pass,
,,,,,,,,,,,,,,,,,1.295862,,,,,,,,,,,,,1c1c2868-1045-40ab-8941-cd88766277a4,22,,"[52.4, 13.3]",3825886,0,,,,,-0.4697825,,Head,,,,"[65.4, 6.7]",,Low Pass,,14.579437,,,,Francisco Román Alarcón Suárez,4926.0,,,,,Recovery,1,From Goal Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,"['a21627cb-f01e-4890-a6ea-d5d7f4aa8127', 'c76b8f0d-162d-40c4-ab67-ec7d9d55d8d8']",49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:49.394,Pass,
,,,,,,,,,,,,,,,,,0.541214,,,,,,,,,,,,,2b1067d4-0f04-4cc1-8f81-8de5e64fd378,25,,"[74.9, 5.5]",3825886,0,,,,,1.4374461,,Right Foot,,,,"[76.0, 13.7]",,Ground Pass,,8.273452,,Incomplete,,Jesé Rodríguez Ruiz,3990.0,,,,,,1,From Goal Kick,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,3,Real Madrid,220,"['0a4ce716-eab0-45c4-ba23-b1c5a161eb38', '52de0e1e-4660-4969-b937-64c4aeaf116b']",53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:53.047,Pass,
,,,,,,,,,,,,,,,,,0.460455,,,,,,,,,,,,,f4db89a9-cab0-40ac-b6f2-0b230a8e3141,30,,"[46.2, 67.4]",3825886,0,,,,,1.9333405,,Right Foot,,,,"[44.0, 73.2]",,Ground Pass,,6.203225,,,,Adrián Embarba Blázquez,11539.0,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,4,Rayo Vallecano,360,"['b965e742-1b34-498f-ba2c-7c3ecb06bb3a', 'ea92526b-b1df-4165-9d91-df2d04d45598']",54,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:54.253,Pass,True
,,,,,,,,,,,,,,,,,1.060402,,,,,,,,,,,,,9c9d9135-4cf9-4621-8cad-b867559fc51d,32,,"[44.0, 73.8]",3825886,0,,,,,-1.3549155,,Left Foot,,,,"[46.5, 62.4]",,Ground Pass,,11.670904,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,1,Regular Play,Adrián Embarba Blázquez,11539.0,Right Wing,4,Rayo Vallecano,360,['cc3d3ae2-53d0-400a-8097-183b6b5ab809'],54,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:54.713,Pass,
,,,,,,,,,,,,,,,,,0.759013,,,,,,,,,,,,,dbae16ea-3775-45a0-b8e3-b1ef3bb7bfd4,35,,"[46.5, 62.4]",3825886,0,,,,,-2.8441198,,Right Foot,,,,"[32.8, 58.2]",,Ground Pass,,14.329341,,,,Antonio Amaya Carazo,27144.0,,,,,,1,Regular Play,Jozabed Sánchez Ruiz,6852.0,Right Defensive Midfield,4,Rayo Vallecano,360,['272b91f3-af0a-4a27-b853-e2242502ccdf'],55,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:55.854,Pass,
,,,,,,,,,,,,,,,,,1.455496,,,,,,,,,,,,,7a028d8e-40a7-465f-a09d-8ffb305defc9,37,,"[32.8, 58.4]",3825886,0,,,,,1.4367732,,Right Foot,,,,"[35.2, 76.2]",,Ground Pass,,17.96107,,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,Regular Play,Antonio Amaya Carazo,27144.0,Right Center Back,4,Rayo Vallecano,360,['d6460b37-0b58-417f-a930-3c2c9e84dbf6'],56,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:56.613,Pass,
,,,,,,,,,,,,,,,,,1.667603,,,,,,,,,,,,,9f11bc6a-9396-4a5e-b83f-438ee63a1a99,39,,"[35.2, 75.9]",3825886,0,,,,,-0.2165503,,Right Foot,,,,"[60.2, 70.4]",,High Pass,,25.59785,,,,Pablo Hernández Domínguez,4711.0,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,4,Rayo Vallecano,360,['0d502632-e36f-4127-93bb-adb8029160a9'],58,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:58.068,Pass,
,,,,,,,,,,,,,,,,,1.29916,,,,,,,,,,,,,06e5bbc1-35f0-46fb-91ae-48cfae2a7dba,46,,"[84.0, 49.4]",3825886,1,,,,,-1.7910451,,Right Foot,,,,"[81.0, 36.0]",,Ground Pass,,13.731715,,Incomplete,,Roberto Trashorras Gayoso,26848.0,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Center Attacking Midfield,4,Rayo Vallecano,360,"['01dd6a80-65d2-4423-ba00-81bad85d00aa', 'f3a1de97-58f6-4297-92db-fcecba156ae5']",5,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:05.285,Pass,
,,,,,,,,,,,,,,,,,1.377315,,,,,,,,,,,,,4449565c-4f85-4650-8bb1-c0b4ba1f3115,57,,"[29.3, 56.8]",3825886,1,,,,,2.2294269,,Right Foot,,,,"[20.4, 68.3]",,Ground Pass,,14.541664,,,,Danilo Luiz da Silva,3063.0,,,,,,1,Regular Play,Mateo Kovačić,5456.0,Right Center Midfield,5,Real Madrid,220,['2765e3d8-0202-4079-8547-722b9b8e5135'],10,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:10.540,Pass,
,,,,,,,,,,,,,,,,,1.660628,,,,,,,,,,,,,fdb67790-10e5-4c3f-ba81-5178ff79b850,60,,"[17.4, 67.1]",3825886,1,,,,,-2.1167817,,Right Foot,,,,"[3.0, 43.4]",,Ground Pass,,27.73175,,,,Keylor Navas Gamboa,5597.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Right Back,5,Real Madrid,220,['cb204803-534a-46f1-94e4-5da5a1ffeeb7'],12,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:12.750,Pass,
,,,,,,,,,,,,,,,,,4.535231,,,,,,,,,,,,,336afb1e-2d09-4d6c-93d0-9689d979184c,64,,"[4.2, 44.1]",3825886,1,,,,,0.7148717,,Right Foot,,,,"[38.3, 73.7]",,High Pass,,45.154957,,,,Karim Benzema,19677.0,,,,,,1,Regular Play,Keylor Navas Gamboa,5597.0,Goalkeeper,5,Real Madrid,220,"['051bb7a7-1ddc-4f68-b00a-5cdcc915c177', '51fcf230-7d2a-4ec4-9049-0ccd072e93b2']",14,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:14.491,Pass,True
,,,,,,,,,,,,,,,,,0.847051,,,,,,,,,,,,,e01e4c03-8c4e-4c3e-9be0-ab002db617f6,71,,"[36.6, 55.8]",3825886,1,,,,,-0.85614604,,Right Foot,,,,"[48.4, 42.2]",,Ground Pass,,18.005554,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Karim Benzema,19677.0,Center Forward,5,Real Madrid,220,['660ba9a2-6c15-41e0-a0d1-b09a4330aef1'],21,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:21.589,Pass,
,,,,,,,,,,,,,,,,,0.860546,,,,,,,,,,,,,52bf3f30-9f5e-4978-93bb-685c3225042d,73,,"[50.8, 40.6]",3825886,1,,,,,1.240499,,Right Foot,,,,"[56.8, 58.1]",,Ground Pass,,18.5,,,,Gareth Frank Bale,6399.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,5,Real Madrid,220,['6edb14c5-2a68-48b3-a54c-06d0606f102c'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:22.436,Pass,
,,,,,,,,,,,,,,,,,1.962952,,,,,,,,,,,,,28e6f166-51a4-450c-a769-bbce9ed95ea7,77,,"[56.4, 59.5]",3825886,1,,,,,0.79131526,,Left Foot,,,,"[64.8, 68.0]",,Ground Pass,,11.950314,,,,Mateo Kovačić,5456.0,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Right Wing,5,Real Madrid,220,"['4acd0419-8982-44ef-88b7-ea504c0d9014', 'd9443e69-a006-4e0a-b59f-5a8e339d482d']",24,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:24.062,Pass,True
,,,,,,,,,,,,,,,,,2.953495,,,,,,,,,,,,,e1a34877-d775-4321-bb92-5e87b3abb2d0,80,,"[76.3, 67.1]",3825886,1,,,,,0.21725202,,Left Foot,,,,"[106.2, 73.7]",,Ground Pass,,30.619764,,,,Danilo Luiz da Silva,3063.0,,,,,,1,Regular Play,Mateo Kovačić,5456.0,Right Center Midfield,5,Real Madrid,220,['0234d958-8a0c-43bd-955c-a8e14b8eb23b'],27,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:27.577,Pass,
,,,,,,,,,,,,,,,,,2.051805,,,,,,,,,,,,,a68b6283-0020-4adf-b788-4cbad8f1fc77,84,,"[105.9, 76.5]",3825886,1,,,,,-2.9719677,,Left Foot,,,,"[87.8, 73.4]",,Ground Pass,,18.36355,,,,Gareth Frank Bale,6399.0,,,,,,1,Regular Play,Danilo Luiz da Silva,3063.0,Right Back,5,Real Madrid,220,['70d54aa3-e175-48c8-9510-0fbf518a6f14'],31,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:31.888,Pass,
,,,,,,,,,,,,,,,,,3.325577,,,,,,,,,,,,,c2884562-6e84-4d7e-b6e3-bbcfda3dbe93,87,,"[85.9, 71.3]",3825886,1,,,,,-1.7109375,,Left Foot,,,,"[76.9, 7.5]",,High Pass,,64.43167,,,,Marcelo Vieira da Silva Júnior,5552.0,,True,,,,1,Regular Play,Gareth Frank Bale,6399.0,Right Wing,5,Real Madrid,220,['099b9948-4218-4afa-b572-fc9adc5e518d'],35,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:35.390,Pass,
,,,,,,,,,,,,,,,,,0.909599,,,,,,,,,,,,,d1aedd62-74cc-48e3-a224-3681f2c0bab6,90,,"[79.6, 8.5]",3825886,1,,,,,-0.36339313,,Left Foot,,,,"[86.7, 5.8]",,Ground Pass,,7.5960517,,,,Jesé Rodríguez Ruiz,3990.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,['341ebafb-2827-4e60-816d-0220bf557642'],39,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:39.861,Pass,
,,,,,,,,,,,,,,,,,1.113143,,,,,,,,,,,,,2cf581b0-91b3-46d1-bc36-58d269dc3134,93,,"[86.7, 5.8]",3825886,1,,,,,3.026166,,Right Foot,,,,"[79.8, 6.6]",,Ground Pass,,6.946222,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Jesé Rodríguez Ruiz,3990.0,Left Wing,5,Real Madrid,220,['27311767-39de-474f-a1a4-367be5358ee8'],40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:40.877,Pass,
,,,,,,,,,,,,,,,,,1.343133,,,,,,,,,,,,,80809fcf-ffdb-47d9-b83c-cd7ab3d79805,95,,"[79.9, 6.6]",3825886,1,,,,,0.9126686,,Left Foot,,,,"[89.1, 18.5]",,Ground Pass,,15.041609,,,,Jesé Rodríguez Ruiz,3990.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,['a1b01bf1-7b88-46d4-a0f2-dbe62c83f286'],41,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:41.991,Pass,
,,,,,,,,,,,,,,,,,0.388672,,,,,,,,,,,,,d58af9cf-6c23-4f01-85e7-b2860e1aca76,99,,"[88.9, 17.7]",3825886,1,,,,,2.806856,,Right Foot,,,,"[82.0, 20.1]",,Ground Pass,,7.3054776,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Jesé Rodríguez Ruiz,3990.0,Left Wing,5,Real Madrid,220,"['a73bb9b9-6a37-4365-865d-590ed91f6727', 'b86a632f-fd2b-484b-b8c9-de51a4294de0']",43,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:43.374,Pass,True
,,,,,,,,,,,,,,,,,0.96156,,,,,,,,,,,,,11031035-4698-481c-b81b-e1bdb10e2b13,109,,"[50.7, 60.4]",3825886,1,,,,,1.9318017,,Right Foot,,,,"[47.0, 70.2]",,Ground Pass,,10.475209,,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,Regular Play,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,6,Rayo Vallecano,360,"['6ed0a542-96c7-498a-8aa0-a6d791dca822', '977e3b7f-9bbc-44ac-8543-44fe2e3a4925']",47,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:47.036,Pass,True
,,,,,,,,,,,,,,,,,1.508168,,,,,,,,,,,,,ffb9ed20-0965-4f2d-9698-23ac977db83b,111,,"[46.8, 70.2]",3825886,1,,,,,0.1378485,,Left Foot,,,,"[64.1, 72.6]",,Ground Pass,,17.465681,,,,Adrián Embarba Blázquez,11539.0,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,6,Rayo Vallecano,360,['a661490b-3cf2-4cff-b046-fad70e2905de'],47,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:47.997,Pass,
,,,,,,,,,,,,,,,,,0.294328,,,,,,,,,,,,,f75698ea-1c2a-40e8-9c0d-05583658f73c,115,,"[56.1, 69.1]",3825886,1,,,,,-1.4659194,,Left Foot,,,,"[56.5, 65.3]",,Ground Pass,,3.8209946,,Incomplete,,,,,,,,,1,Regular Play,Adrián Embarba Blázquez,11539.0,Right Wing,6,Rayo Vallecano,360,"['57e8fe1a-b937-49ee-bdec-5903e8a197d9', 'bcf41b74-5056-43df-8772-378358d59fae']",51,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:51.288,Pass,True
,,,,,,,,,,,,,,,,,1.013824,,,,,,,,,,,,,301f0b17-cf29-441e-ba59-3694e0b02444,120,,"[62.9, 15.9]",3825886,1,,,,,-1.1263771,,Left Foot,,,,"[65.9, 9.6]",,Low Pass,,6.977822,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Real Madrid,220,"['4fda8f8e-b4f8-43ed-b7dc-cff756e11343', 'cb399a94-f8f3-4807-9548-17a27cdeb52e']",53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:53.352,Pass,True
,,,,,,,,,,,,,,,,,2.174579,,,,,,,,,,,,,b17ac881-7b0e-42ba-8031-644b29a7c19f,126,,"[72.5, 8.8]",3825886,1,,,,,0.014284743,,Right Foot,,,,"[93.5, 9.1]",,Ground Pass,,21.002142,,Incomplete,,Jesé Rodríguez Ruiz,3990.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,7,Real Madrid,220,"['5f573e3f-f145-4f10-bed7-42e541608469', 'b0c6d98a-ba01-4693-adc9-d1925940b3fe']",56,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:56.034,Pass,
,,,,,,,,,,,,,,,,,2.640421,,,,,,,,,,,,,b8808fc4-33d6-412f-8d71-e880dacee119,130,,"[28.8, 77.8]",3825886,1,,,,,-0.1357343,,Right Foot,,,,"[72.0, 71.9]",,High Pass,,43.601032,,Incomplete,,Joaquín José Marín Ruiz,24138.0,,,,,,1,Regular Play,Antonio Amaya Carazo,27144.0,Right Center Back,7,Real Madrid,220,"['a492320e-fff6-46db-8f17-72f98f973f55', 'b219c1a3-0767-4c08-944a-024599e10fd3']",59,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:59.463,Pass,
,,,,,,,,,,,,,,,,,1.604215,,,,,,,,,,,,,b219c1a3-0767-4c08-944a-024599e10fd3,133,,"[48.1, 8.2]",3825886,2,,,,True,0.49666864,,,,,,"[61.2, 15.3]",,Low Pass,,14.900335,,,,Toni Kroos,5574.0,,,,,Recovery,1,Regular Play,Raphaël Varane,5485.0,Left Center Back,7,Real Madrid,220,"['0d5567ca-214a-4d1b-b1b8-95caadf94697', '386d36ad-aedf-4b13-8fdd-17ebfd85f1fe', 'b8808fc4-33d6-412f-8d71-e880dacee119']",2,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:02.103,Pass,True
